"","date","COGT"
"1","2018-03-29",44.439999
"2","2018-04-02",43
"3","2018-04-03",43
"4","2018-04-04",43
"5","2018-04-05",43.919998
"6","2018-04-06",43.16
"7","2018-04-09",42.919998
"8","2018-04-10",44.200001
"9","2018-04-11",44.360001
"10","2018-04-12",45.240002
"11","2018-04-13",46.560001
"12","2018-04-16",47
"13","2018-04-17",47.799999
"14","2018-04-18",48
"15","2018-04-19",48
"16","2018-04-20",47.919998
"17","2018-04-23",49
"18","2018-04-24",47.799999
"19","2018-04-25",46.080002
"20","2018-04-26",47.16
"21","2018-04-27",47.119999
"22","2018-04-30",45.799999
"23","2018-05-01",44.400002
"24","2018-05-02",45.119999
"25","2018-05-03",43.919998
"26","2018-05-04",43.639999
"27","2018-05-07",43.720001
"28","2018-05-08",43.240002
"29","2018-05-09",42.599998
"30","2018-05-10",42.759998
"31","2018-05-11",41.68
"32","2018-05-14",42.240002
"33","2018-05-15",43.360001
"34","2018-05-16",46.84
"35","2018-05-17",46.720001
"36","2018-05-18",46.84
"37","2018-05-21",46.720001
"38","2018-05-22",46.200001
"39","2018-05-23",46.240002
"40","2018-05-24",45.84
"41","2018-05-25",45.080002
"42","2018-05-29",45.400002
"43","2018-05-30",45.799999
"44","2018-05-31",49.240002
"45","2018-06-01",50
"46","2018-06-04",50.560001
"47","2018-06-05",53.200001
"48","2018-06-06",51.400002
"49","2018-06-07",49.639999
"50","2018-06-08",51.880001
"51","2018-06-11",51.919998
"52","2018-06-12",51
"53","2018-06-13",47.360001
"54","2018-06-14",48.279999
"55","2018-06-15",51.48
"56","2018-06-18",53.32
"57","2018-06-19",57.959999
"58","2018-06-20",62.279999
"59","2018-06-21",55.32
"60","2018-06-22",56.360001
"61","2018-06-25",59.040001
"62","2018-06-26",56.360001
"63","2018-06-27",56.48
"64","2018-06-28",56.48
"65","2018-06-29",57.400002
"66","2018-07-02",58.360001
"67","2018-07-03",58.880001
"68","2018-07-05",59.599998
"69","2018-07-06",58.799999
"70","2018-07-09",59.639999
"71","2018-07-10",59.119999
"72","2018-07-11",59.439999
"73","2018-07-12",61.279999
"74","2018-07-13",64.639999
"75","2018-07-16",60.200001
"76","2018-07-17",55.240002
"77","2018-07-18",55.919998
"78","2018-07-19",56.240002
"79","2018-07-20",56.240002
"80","2018-07-23",58.84
"81","2018-07-24",58.16
"82","2018-07-25",57.439999
"83","2018-07-26",58.279999
"84","2018-07-27",60.919998
"85","2018-07-30",63.279999
"86","2018-07-31",67.080002
"87","2018-08-01",62.040001
"88","2018-08-02",59.360001
"89","2018-08-03",61.720001
"90","2018-08-06",65.800003
"91","2018-08-07",66.68
"92","2018-08-08",60.080002
"93","2018-08-09",60.119999
"94","2018-08-10",62.880001
"95","2018-08-13",62.48
"96","2018-08-14",59.200001
"97","2018-08-15",56.799999
"98","2018-08-16",54.919998
"99","2018-08-17",54.799999
"100","2018-08-20",57.400002
"101","2018-08-21",56.48
"102","2018-08-22",59.720001
"103","2018-08-23",59.68
"104","2018-08-24",59.599998
"105","2018-08-27",57.799999
"106","2018-08-28",58.439999
"107","2018-08-29",63.919998
"108","2018-08-30",64.440002
"109","2018-08-31",65.239998
"110","2018-09-04",58.080002
"111","2018-09-05",56.639999
"112","2018-09-06",52.639999
"113","2018-09-07",51.599998
"114","2018-09-10",48.759998
"115","2018-09-11",47.84
"116","2018-09-12",45.720001
"117","2018-09-13",45.200001
"118","2018-09-14",45
"119","2018-09-17",44.279999
"120","2018-09-18",45.599998
"121","2018-09-19",49.16
"122","2018-09-20",49.080002
"123","2018-09-21",48.639999
"124","2018-09-24",50.240002
"125","2018-09-25",49.32
"126","2018-09-26",42.68
"127","2018-09-27",42.220001
"128","2018-09-28",41.200001
"129","2018-10-01",41.48
"130","2018-10-02",44.240002
"131","2018-10-03",41.52
"132","2018-10-04",37.119999
"133","2018-10-05",38.400002
"134","2018-10-08",39.599998
"135","2018-10-09",41
"136","2018-10-10",37.16
"137","2018-10-11",37.919998
"138","2018-10-12",38.84
"139","2018-10-15",38.119999
"140","2018-10-16",39.48
"141","2018-10-17",39.48
"142","2018-10-18",39.240002
"143","2018-10-19",38.599998
"144","2018-10-22",35.68
"145","2018-10-23",35.560001
"146","2018-10-24",32.799999
"147","2018-10-25",34.279999
"148","2018-10-26",34.439999
"149","2018-10-29",32
"150","2018-10-30",32.48
"151","2018-10-31",29.92
"152","2018-11-01",32.119999
"153","2018-11-02",30.559999
"154","2018-11-05",29
"155","2018-11-06",29.08
"156","2018-11-07",30.639999
"157","2018-11-08",30.280001
"158","2018-11-09",28.76
"159","2018-11-12",27.200001
"160","2018-11-13",31.280001
"161","2018-11-14",32.040001
"162","2018-11-15",32
"163","2018-11-16",32.240002
"164","2018-11-19",30.6
"165","2018-11-20",29.76
"166","2018-11-21",29.879999
"167","2018-11-23",29.440001
"168","2018-11-26",27.360001
"169","2018-11-27",25.76
"170","2018-11-28",25.6
"171","2018-11-29",25.280001
"172","2018-11-30",27.6
"173","2018-12-03",28
"174","2018-12-04",26.6
"175","2018-12-06",25.84
"176","2018-12-07",23.52
"177","2018-12-10",22.32
"178","2018-12-11",23
"179","2018-12-12",21.16
"180","2018-12-13",20.4
"181","2018-12-14",20.200001
"182","2018-12-17",20.360001
"183","2018-12-18",18.959999
"184","2018-12-19",17.879999
"185","2018-12-20",17.879999
"186","2018-12-21",18.08
"187","2018-12-24",17.4
"188","2018-12-26",16.200001
"189","2018-12-27",14.8
"190","2018-12-28",18.08
"191","2018-12-31",17.6
"192","2019-01-02",17.879999
"193","2019-01-03",17.879999
"194","2019-01-04",17.639999
"195","2019-01-07",17.84
"196","2019-01-08",18.040001
"197","2019-01-09",17.84
"198","2019-01-10",17.799999
"199","2019-01-11",17.92
"200","2019-01-14",18.200001
"201","2019-01-15",19.719999
"202","2019-01-16",17.24
"203","2019-01-17",17
"204","2019-01-18",16.52
"205","2019-01-22",16.16
"206","2019-01-23",15.04
"207","2019-01-24",15.4
"208","2019-01-25",15.68
"209","2019-01-28",15.16
"210","2019-01-29",15.6
"211","2019-01-30",15.84
"212","2019-01-31",17.280001
"213","2019-02-01",17.6
"214","2019-02-04",17.200001
"215","2019-02-05",16.92
"216","2019-02-06",16.719999
"217","2019-02-07",16.68
"218","2019-02-08",16.92
"219","2019-02-11",17.4
"220","2019-02-12",17.360001
"221","2019-02-13",17.24
"222","2019-02-14",17.040001
"223","2019-02-15",17.24
"224","2019-02-19",17.200001
"225","2019-02-20",16.559999
"226","2019-02-21",16.16
"227","2019-02-22",16.959999
"228","2019-02-25",17.16
"229","2019-02-26",17
"230","2019-02-27",17.68
"231","2019-02-28",17
"232","2019-03-01",17.440001
"233","2019-03-04",17.719999
"234","2019-03-05",18
"235","2019-03-06",17.360001
"236","2019-03-07",16.76
"237","2019-03-08",16.52
"238","2019-03-11",16.48
"239","2019-03-12",16.68
"240","2019-03-13",16.639999
"241","2019-03-14",16.4
"242","2019-03-15",17
"243","2019-03-18",17.280001
"244","2019-03-19",18.559999
"245","2019-03-20",18.6
"246","2019-03-21",18
"247","2019-03-22",17.6
"248","2019-03-25",16.200001
"249","2019-03-26",16.24
"250","2019-03-27",16.24
"251","2019-03-28",17.639999
"252","2019-03-29",17.559999
"253","2019-04-01",17.6
"254","2019-04-02",17.120001
