"","date","DRRX"
"72","2007-04-17",4.85
"73","2007-04-18",4.74
"74","2007-04-19",4.75
"75","2007-04-20",4.84
"76","2007-04-23",4.76
"77","2007-04-24",4.83
"78","2007-04-25",4.83
"79","2007-04-26",4.82
"80","2007-04-27",4.69
"81","2007-04-30",4.47
"82","2007-05-01",4.53
"83","2007-05-02",4.63
"84","2007-05-03",4.77
"85","2007-05-04",4.66
"86","2007-05-07",4.62
"87","2007-05-08",4.61
"88","2007-05-09",4.5
"89","2007-05-10",4.3
"90","2007-05-11",4.41
"91","2007-05-14",4.37
"92","2007-05-15",4.33
"93","2007-05-16",4.35
"94","2007-05-17",4.26
"95","2007-05-18",4.32
"96","2007-05-21",4.36
"97","2007-05-22",4.4
"98","2007-05-23",4.33
"99","2007-05-24",4.18
"100","2007-05-25",4.15
"101","2007-05-29",4.05
"102","2007-05-30",3.95
"103","2007-05-31",4
"104","2007-06-01",4.11
"105","2007-06-04",4.02
"106","2007-06-05",4.02
"107","2007-06-06",3.96
"108","2007-06-07",3.96
"109","2007-06-08",3.94
"110","2007-06-11",3.88
"111","2007-06-12",3.79
"112","2007-06-13",3.89
"113","2007-06-14",3.99
"114","2007-06-15",4.03
"115","2007-06-18",3.97
"116","2007-06-19",3.88
"117","2007-06-20",3.82
"118","2007-06-21",3.85
"119","2007-06-22",3.78
"120","2007-06-25",3.8
"121","2007-06-26",3.79
"122","2007-06-27",3.97
"123","2007-06-28",3.96
"124","2007-06-29",3.85
"125","2007-07-02",3.89
"126","2007-07-03",3.85
"127","2007-07-05",3.85
"128","2007-07-06",3.84
"129","2007-07-09",3.68
"130","2007-07-10",3.7
"131","2007-07-11",3.8
"132","2007-07-12",3.85
"133","2007-07-13",3.82
"134","2007-07-16",3.73
"135","2007-07-17",4.41
"136","2007-07-18",4.56
"137","2007-07-19",4.81
"138","2007-07-20",4.79
"139","2007-07-23",4.88
"140","2007-07-24",4.61
"141","2007-07-25",4.61
"142","2007-07-26",4.41
"143","2007-07-27",4.35
"144","2007-07-30",4.27
"145","2007-07-31",4.3
"146","2007-08-01",4.35
"147","2007-08-02",4.37
"148","2007-08-03",4.12
"149","2007-08-06",4.35
"150","2007-08-07",4.65
"151","2007-08-08",5.14
"152","2007-08-09",4.88
"153","2007-08-10",4.91
"154","2007-08-13",5.05
"155","2007-08-14",4.85
"156","2007-08-15",4.78
"157","2007-08-16",5.24
"158","2007-08-17",4.98
"159","2007-08-20",4.91
"160","2007-08-21",4.81
"161","2007-08-22",4.96
"162","2007-08-23",4.88
"163","2007-08-24",4.89
"164","2007-08-27",4.77
"165","2007-08-28",4.59
"166","2007-08-29",4.91
"167","2007-08-30",5.08
"168","2007-08-31",5.07
"169","2007-09-04",5.13
"170","2007-09-05",5.08
"171","2007-09-06",5.39
"172","2007-09-07",5.27
"173","2007-09-10",5.26
"174","2007-09-11",5.34
"175","2007-09-12",5.42
"176","2007-09-13",5.28
"177","2007-09-14",5.25
"178","2007-09-17",5.22
"179","2007-09-18",5.39
"180","2007-09-19",5.4
"181","2007-09-20",5.57
"182","2007-09-21",5.48
"183","2007-09-24",5.53
"184","2007-09-25",5.45
"185","2007-09-26",5.52
"186","2007-09-27",5.66
"187","2007-09-28",5.48
"188","2007-10-01",5.57
"189","2007-10-02",5.64
"190","2007-10-03",5.55
"191","2007-10-04",5.68
"192","2007-10-05",5.91
"193","2007-10-08",5.89
"194","2007-10-09",5.93
"195","2007-10-10",5.94
"196","2007-10-11",5.77
"197","2007-10-12",5.89
"198","2007-10-15",5.86
"199","2007-10-16",5.76
"200","2007-10-17",5.96
"201","2007-10-18",5.75
"202","2007-10-19",5.41
"203","2007-10-22",5.65
"204","2007-10-23",5.61
"205","2007-10-24",5.4
"206","2007-10-25",5.42
"207","2007-10-26",5.61
"208","2007-10-29",5.87
"209","2007-10-30",5.69
"210","2007-10-31",5.82
"211","2007-11-01",5.39
"212","2007-11-02",5.55
"213","2007-11-05",5.36
"214","2007-11-06",5.47
"215","2007-11-07",5.04
"216","2007-11-08",5.12
"217","2007-11-09",5.04
"218","2007-11-12",5.11
"219","2007-11-13",5.08
"220","2007-11-14",5
"221","2007-11-15",5.2
"222","2007-11-16",5.28
"223","2007-11-19",5.03
"224","2007-11-20",5.11
"225","2007-11-21",5.07
"226","2007-11-23",5.33
"227","2007-11-26",5.18
"228","2007-11-27",5.27
"229","2007-11-28",5.87
"230","2007-11-29",5.8
"231","2007-11-30",5.8
"232","2007-12-03",5.86
"233","2007-12-04",5.75
"234","2007-12-05",6.11
"235","2007-12-06",6.72
"236","2007-12-07",6.45
"237","2007-12-10",6.69
"238","2007-12-11",6.36
"239","2007-12-12",6.47
"240","2007-12-13",6.68
"241","2007-12-14",6.3
"242","2007-12-17",6.37
"243","2007-12-18",6.82
"244","2007-12-19",6.76
"245","2007-12-20",6.74
"246","2007-12-21",6.78
"247","2007-12-24",6.79
"248","2007-12-26",6.9
"249","2007-12-27",6.39
"250","2007-12-28",6.43
"251","2007-12-31",6.43
"252","2008-01-02",6.21
"253","2008-01-03",6.1
"254","2008-01-04",6.13
"255","2008-01-07",6.28
"256","2008-01-08",6.15
"257","2008-01-09",6.21
"258","2008-01-10",6.3
"259","2008-01-11",6.27
"260","2008-01-14",6.38
"261","2008-01-15",6.29
"262","2008-01-16",6.37
"263","2008-01-17",6.04
"264","2008-01-18",5.89
"265","2008-01-22",5.94
"266","2008-01-23",6.43
"267","2008-01-24",5.7
"268","2008-01-25",5.53
"269","2008-01-28",5.53
"270","2008-01-29",5.23
"271","2008-01-30",5.26
"272","2008-01-31",5.09
"273","2008-02-01",5.4
"274","2008-02-04",5.5
"275","2008-02-05",5.15
"276","2008-02-06",5.19
"277","2008-02-07",5.6
"278","2008-02-08",5.33
"279","2008-02-11",5.21
"280","2008-02-12",5.26
"281","2008-02-13",5.42
"282","2008-02-14",5.25
"283","2008-02-15",5.35
"284","2008-02-19",5.56
"285","2008-02-20",5.33
"286","2008-02-21",4.95
"287","2008-02-22",4.92
"288","2008-02-25",5.3
"289","2008-02-26",5.28
"290","2008-02-27",5.36
"291","2008-02-28",5.05
"292","2008-02-29",4.97
"293","2008-03-03",4.94
"294","2008-03-04",4.97
"295","2008-03-05",4.99
"296","2008-03-06",4.76
"297","2008-03-07",4.73
"298","2008-03-10",4.07
"299","2008-03-11",4.74
"300","2008-03-12",4.7
"301","2008-03-13",4.85
"302","2008-03-14",4.79
"303","2008-03-17",4.77
"304","2008-03-18",5.05
"305","2008-03-19",4.83
"306","2008-03-20",5.02
"307","2008-03-24",5.1
"308","2008-03-25",5.2
"309","2008-03-26",5.37
"310","2008-03-27",5.36
"311","2008-03-28",5.18
"312","2008-03-31",5.25
"313","2008-04-01",5.41
"314","2008-04-02",5.37
"315","2008-04-03",5.4
"316","2008-04-04",5.3
"317","2008-04-07",5.41
"318","2008-04-08",5.17
"319","2008-04-09",4.95
"320","2008-04-10",5.01
"321","2008-04-11",4.83
"322","2008-04-14",4.87
"323","2008-04-15",4.73
"324","2008-04-16",5.16
"325","2008-04-17",4.86
"326","2008-04-18",5.21
"327","2008-04-21",4.88
"328","2008-04-22",4.78
"329","2008-04-23",4.69
"330","2008-04-24",4.67
"331","2008-04-25",4.57
"332","2008-04-28",4.62
"333","2008-04-29",4.54
"334","2008-04-30",4.54
"335","2008-05-01",4.91
"336","2008-05-02",4.63
"337","2008-05-05",4.59
"338","2008-05-06",4.72
"339","2008-05-07",3.8
"340","2008-05-08",4.62
"341","2008-05-09",5.02
"342","2008-05-12",4.97
"343","2008-05-13",4.85
"344","2008-05-14",4.75
"345","2008-05-15",4.88
"346","2008-05-16",4.84
"347","2008-05-19",4.73
"348","2008-05-20",4.59
"349","2008-05-21",4.27
"350","2008-05-22",4.27
"351","2008-05-23",4.23
"352","2008-05-27",4.38
"353","2008-05-28",4.37
"354","2008-05-29",4.63
"355","2008-05-30",4.65
"356","2008-06-02",4.42
"357","2008-06-03",4.45
"358","2008-06-04",4.6
"359","2008-06-05",4.85
"360","2008-06-06",4.4
"361","2008-06-09",4.22
"362","2008-06-10",4.21
"363","2008-06-11",4.02
"364","2008-06-12",4.08
"365","2008-06-13",4.08
"366","2008-06-16",4.09
"367","2008-06-17",3.92
"368","2008-06-18",3.86
"369","2008-06-19",4.11
"370","2008-06-20",3.97
"371","2008-06-23",3.81
"372","2008-06-24",3.75
"373","2008-06-25",4
"374","2008-06-26",3.77
"375","2008-06-27",3.82
"376","2008-06-30",3.67
"377","2008-07-01",3.71
"378","2008-07-02",3.66
"379","2008-07-03",4
"380","2008-07-07",3.87
"381","2008-07-08",4.04
"382","2008-07-09",4.11
"383","2008-07-10",4.21
"384","2008-07-11",4.31
"385","2008-07-14",4.07
"386","2008-07-15",4.24
"387","2008-07-16",4.41
"388","2008-07-17",4.6
"389","2008-07-18",4.54
"390","2008-07-21",4.62
"391","2008-07-22",4.99
"392","2008-07-23",4.86
"393","2008-07-24",4.93
"394","2008-07-25",4.99
"395","2008-07-28",4.7
"396","2008-07-29",4.85
"397","2008-07-30",4.62
"398","2008-07-31",4.44
"399","2008-08-01",4.84
"400","2008-08-04",4.66
"401","2008-08-05",4.91
"402","2008-08-06",4.5
"403","2008-08-07",4.51
"404","2008-08-08",4.93
"405","2008-08-11",5.31
"406","2008-08-12",5.48
"407","2008-08-13",5.49
"408","2008-08-14",5.56
"409","2008-08-15",5.53
"410","2008-08-18",5.25
"411","2008-08-19",5.22
"412","2008-08-20",5.36
"413","2008-08-21",5.34
"414","2008-08-22",5.55
"415","2008-08-25",5.19
"416","2008-08-26",5.06
"417","2008-08-27",5.26
"418","2008-08-28",5.5
"419","2008-08-29",5.3
"420","2008-09-02",5.41
"421","2008-09-03",5.56
"422","2008-09-04",5.33
"423","2008-09-05",5.28
"424","2008-09-08",5.62
"425","2008-09-09",5.42
"426","2008-09-10",5.59
"427","2008-09-11",5.54
"428","2008-09-12",5.56
"429","2008-09-15",5.11
"430","2008-09-16",5.78
"431","2008-09-17",5.16
"432","2008-09-18",5.75
"433","2008-09-19",5.96
"434","2008-09-22",5.88
"435","2008-09-23",5.68
"436","2008-09-24",5.25
"437","2008-09-25",5.53
"438","2008-09-26",5.59
"439","2008-09-29",5.4
"440","2008-09-30",5.6
"441","2008-10-01",5.38
"442","2008-10-02",4.96
"443","2008-10-03",4.67
"444","2008-10-06",4.41
"445","2008-10-07",4.22
"446","2008-10-08",4.02
"447","2008-10-09",3.75
"448","2008-10-10",3.94
"449","2008-10-13",3.9
"450","2008-10-14",3.8
"451","2008-10-15",3.3
"452","2008-10-16",3.79
"453","2008-10-17",3.41
"454","2008-10-20",4.08
"455","2008-10-21",3.88
"456","2008-10-22",3.71
"457","2008-10-23",3.66
"458","2008-10-24",3.4
"459","2008-10-27",3.24
"460","2008-10-28",3.69
"461","2008-10-29",3.78
"462","2008-10-30",3.96
"463","2008-10-31",4.11
"464","2008-11-03",4.33
"465","2008-11-04",3.78
"466","2008-11-05",3.47
"467","2008-11-06",3.57
"468","2008-11-07",3.71
"469","2008-11-10",3.33
"470","2008-11-11",3.75
"471","2008-11-12",3.23
"472","2008-11-13",3.69
"473","2008-11-14",3.22
"474","2008-11-17",3.37
"475","2008-11-18",3.35
"476","2008-11-19",3.08
"477","2008-11-20",2.87
"478","2008-11-21",3.12
"479","2008-11-24",3.59
"480","2008-11-25",3.75
"481","2008-11-26",4.2
"482","2008-11-28",4.2
"483","2008-12-01",3.4
"484","2008-12-02",3.68
"485","2008-12-03",3.98
"486","2008-12-04",3.54
"487","2008-12-05",3.96
"488","2008-12-08",4.02
"489","2008-12-09",3.66
"490","2008-12-10",3.96
"491","2008-12-11",3
"492","2008-12-12",3.34
"493","2008-12-15",2.99
"494","2008-12-16",3.49
"495","2008-12-17",3.19
"496","2008-12-18",3.14
"497","2008-12-19",3.61
"498","2008-12-22",3.26
"499","2008-12-23",3.19
"500","2008-12-24",3.4
"501","2008-12-26",3.44
"502","2008-12-29",3.14
"503","2008-12-30",3.1
"504","2008-12-31",3.39
"505","2009-01-02",3.3
"506","2009-01-05",3.35
"507","2009-01-06",3.27
"508","2009-01-07",3.12
"509","2009-01-08",3.39
"510","2009-01-09",3.1
"511","2009-01-12",2.97
"512","2009-01-13",2.96
"513","2009-01-14",2.95
"514","2009-01-15",3.27
"515","2009-01-16",3.23
"516","2009-01-20",2.9
"517","2009-01-21",3.12
"518","2009-01-22",2.96
"519","2009-01-23",2.88
"520","2009-01-26",2.88
"521","2009-01-27",3.11
"522","2009-01-28",3.18
"523","2009-01-29",2.93
"524","2009-01-30",2.83
"525","2009-02-02",2.98
"526","2009-02-03",3.04
"527","2009-02-04",2.96
"528","2009-02-05",3.03
"529","2009-02-06",3.21
"530","2009-02-09",3.07
"531","2009-02-10",2.72
"532","2009-02-11",2.73
"533","2009-02-12",2.76
"534","2009-02-13",2.8
"535","2009-02-17",2.64
"536","2009-02-18",2.52
"537","2009-02-19",2.55
"538","2009-02-20",2.37
"539","2009-02-23",2.3
"540","2009-02-24",2.36
"541","2009-02-25",2.25
"542","2009-02-26",2.16
"543","2009-02-27",1.99
"544","2009-03-02",1.85
"545","2009-03-03",1.66
"546","2009-03-04",1.63
"547","2009-03-05",1.51
"548","2009-03-06",1.54
"549","2009-03-09",1.44
"550","2009-03-10",1.58
"551","2009-03-11",1.68
"552","2009-03-12",2.11
"553","2009-03-13",2.04
"554","2009-03-16",1.82
"555","2009-03-17",2.11
"556","2009-03-18",2.79
"557","2009-03-19",2.71
"558","2009-03-20",2.21
"559","2009-03-23",2.7
"560","2009-03-24",2.27
"561","2009-03-25",2.33
"562","2009-03-26",2.63
"563","2009-03-27",2.24
"564","2009-03-30",2.14
"565","2009-03-31",2.23
"566","2009-04-01",2.26
"567","2009-04-02",2.59
"568","2009-04-03",2.52
"569","2009-04-06",2.3
"570","2009-04-07",2.3
"571","2009-04-08",2.6
"572","2009-04-09",2.64
"573","2009-04-13",2.47
"574","2009-04-14",2.3
"575","2009-04-15",2.54
"576","2009-04-16",2.61
"577","2009-04-17",2.62
"578","2009-04-20",2.27
"579","2009-04-21",2.67
"580","2009-04-22",2.54
"581","2009-04-23",2.35
"582","2009-04-24",2.38
"583","2009-04-27",2.22
"584","2009-04-28",2.54
"585","2009-04-29",2.65
"586","2009-04-30",2.44
"587","2009-05-01",2.26
"588","2009-05-04",2.39
"589","2009-05-05",2.3
"590","2009-05-06",2.1
"591","2009-05-07",2.2
"592","2009-05-08",2.36
"593","2009-05-11",2.34
"594","2009-05-12",2.28
"595","2009-05-13",2.03
"596","2009-05-14",2.18
"597","2009-05-15",2.17
"598","2009-05-18",2.35
"599","2009-05-19",2.26
"600","2009-05-20",2.24
"601","2009-05-21",2.09
"602","2009-05-22",2.06
"603","2009-05-26",2.27
"604","2009-05-27",2.2
"605","2009-05-28",2.14
"606","2009-05-29",2.34
"607","2009-06-01",2.63
"608","2009-06-02",2.66
"609","2009-06-03",2.73
"610","2009-06-04",2.82
"611","2009-06-05",2.57
"612","2009-06-08",2.4
"613","2009-06-09",2.34
"614","2009-06-10",2.25
"615","2009-06-11",2.36
"616","2009-06-12",2.4
"617","2009-06-15",2.25
"618","2009-06-16",2.2
"619","2009-06-17",2.39
"620","2009-06-18",2.36
"621","2009-06-19",2.39
"622","2009-06-22",2.26
"623","2009-06-23",2.33
"624","2009-06-24",2.22
"625","2009-06-25",2.37
"626","2009-06-26",2.54
"627","2009-06-29",2.39
"628","2009-06-30",2.38
"629","2009-07-01",2.55
"630","2009-07-02",2.56
"631","2009-07-06",2.58
"632","2009-07-07",2.52
"633","2009-07-08",2.52
"634","2009-07-09",2.42
"635","2009-07-10",2.43
"636","2009-07-13",2.6
"637","2009-07-14",2.63
"638","2009-07-15",2.89
"639","2009-07-16",2.92
"640","2009-07-17",2.8
"641","2009-07-20",2.75
"642","2009-07-21",2.69
"643","2009-07-22",2.64
"644","2009-07-23",2.65
"645","2009-07-24",2.67
"646","2009-07-27",2.6
"647","2009-07-28",2.56
"648","2009-07-29",2.43
"649","2009-07-30",2.41
"650","2009-07-31",2.3
"651","2009-08-03",2.36
"652","2009-08-04",2.4
"653","2009-08-05",2.37
"654","2009-08-06",2.35
"655","2009-08-07",2.42
"656","2009-08-10",2.36
"657","2009-08-11",2.27
"658","2009-08-12",2.42
"659","2009-08-13",2.39
"660","2009-08-14",2.29
"661","2009-08-17",2.25
"662","2009-08-18",2.38
"663","2009-08-19",2.44
"664","2009-08-20",2.43
"665","2009-08-21",2.5
"666","2009-08-24",2.5
"667","2009-08-25",2.5
"668","2009-08-26",2.5
"669","2009-08-27",2.6
"670","2009-08-28",2.52
"671","2009-08-31",2.44
"672","2009-09-01",2.45
"673","2009-09-02",2.48
"674","2009-09-03",2.5
"675","2009-09-04",2.54
"676","2009-09-08",2.47
"677","2009-09-09",2.55
"678","2009-09-10",2.48
"679","2009-09-11",2.49
"680","2009-09-14",2.55
"681","2009-09-15",2.7
"682","2009-09-16",2.7
"683","2009-09-17",2.69
"684","2009-09-18",2.7
"685","2009-09-21",2.67
"686","2009-09-22",2.51
"687","2009-09-23",2.5
"688","2009-09-24",2.41
"689","2009-09-25",2.78
"690","2009-09-28",2.82
"691","2009-09-29",2.64
"692","2009-09-30",2.67
"693","2009-10-01",2.43
"694","2009-10-02",2.35
"695","2009-10-05",2.38
"696","2009-10-06",2.43
"697","2009-10-07",2.44
"698","2009-10-08",2.45
"699","2009-10-09",2.49
"700","2009-10-12",2.48
"701","2009-10-13",2.45
"702","2009-10-14",2.51
"703","2009-10-15",2.49
"704","2009-10-16",2.45
"705","2009-10-19",2.45
"706","2009-10-20",2.46
"707","2009-10-21",2.43
"708","2009-10-22",2.43
"709","2009-10-23",2.38
"710","2009-10-26",2.32
"711","2009-10-27",2.21
"712","2009-10-28",2.18
"713","2009-10-29",2.22
"714","2009-10-30",2.11
"715","2009-11-02",2.15
"716","2009-11-03",2.19
"717","2009-11-04",2.09
"718","2009-11-05",2.13
"719","2009-11-06",2.23
"720","2009-11-09",2.25
"721","2009-11-10",2.21
"722","2009-11-11",2.3
"723","2009-11-12",2.11
"724","2009-11-13",2.13
"725","2009-11-16",2.27
"726","2009-11-17",2.31
"727","2009-11-18",2.33
"728","2009-11-19",2.11
"729","2009-11-20",2.09
"730","2009-11-23",2.21
"731","2009-11-24",2.25
"732","2009-11-25",2.34
"733","2009-11-27",2.33
"734","2009-11-30",2.25
"735","2009-12-01",2.37
"736","2009-12-02",2.39
"737","2009-12-03",2.23
"738","2009-12-04",2.2
"739","2009-12-07",2.3
"740","2009-12-08",2.25
"741","2009-12-09",2.21
"742","2009-12-10",2.3
"743","2009-12-11",2.24
"744","2009-12-14",2.29
"745","2009-12-15",2.2
"746","2009-12-16",2.18
"747","2009-12-17",2.16
"748","2009-12-18",2.14
"749","2009-12-21",2.23
"750","2009-12-22",2.36
"751","2009-12-23",2.54
"752","2009-12-24",2.45
"753","2009-12-28",2.46
"754","2009-12-29",2.4
"755","2009-12-30",2.43
"756","2009-12-31",2.47
"757","2010-01-04",2.56
"758","2010-01-05",2.42
"759","2010-01-06",2.36
"760","2010-01-07",2.47
"761","2010-01-08",2.41
"762","2010-01-11",2.44
"763","2010-01-12",2.33
"764","2010-01-13",2.44
"765","2010-01-14",2.35
"766","2010-01-15",2.31
"767","2010-01-19",2.48
"768","2010-01-20",2.35
"769","2010-01-21",2.21
"770","2010-01-22",2.18
"771","2010-01-25",2.21
"772","2010-01-26",2.11
"773","2010-01-27",2.25
"774","2010-01-28",2.13
"775","2010-01-29",2.17
"776","2010-02-01",2.22
"777","2010-02-02",2.2
"778","2010-02-03",2.15
"779","2010-02-04",1.95
"780","2010-02-05",2.01
"781","2010-02-08",1.95
"782","2010-02-09",2.01
"783","2010-02-10",2.03
"784","2010-02-11",2.16
"785","2010-02-12",2.16
"786","2010-02-16",2.13
"787","2010-02-17",2.15
"788","2010-02-18",2.22
"789","2010-02-19",2.24
"790","2010-02-22",2.26
"791","2010-02-23",2.4
"792","2010-02-24",2.38
"793","2010-02-25",2.35
"794","2010-02-26",2.39
"795","2010-03-01",2.41
"796","2010-03-02",2.55
"797","2010-03-03",2.66
"798","2010-03-04",2.62
"799","2010-03-05",2.65
"800","2010-03-08",2.7
"801","2010-03-09",2.72
"802","2010-03-10",2.8
"803","2010-03-11",2.77
"804","2010-03-12",2.74
"805","2010-03-15",2.66
"806","2010-03-16",2.7
"807","2010-03-17",2.66
"808","2010-03-18",2.62
"809","2010-03-19",2.63
"810","2010-03-22",2.72
"811","2010-03-23",2.72
"812","2010-03-24",2.64
"813","2010-03-25",2.6
"814","2010-03-26",2.6
"815","2010-03-29",2.75
"816","2010-03-30",2.87
"817","2010-03-31",3.01
"818","2010-04-01",3.04
"819","2010-04-05",2.99
"820","2010-04-06",2.98
"821","2010-04-07",2.97
"822","2010-04-08",3
"823","2010-04-09",2.92
"824","2010-04-12",2.92
"825","2010-04-13",2.94
"826","2010-04-14",3.04
"827","2010-04-15",3.06
"828","2010-04-16",3.01
"829","2010-04-19",2.83
"830","2010-04-20",2.97
"831","2010-04-21",3.04
"832","2010-04-22",2.97
"833","2010-04-23",3
"834","2010-04-26",2.96
"835","2010-04-27",2.74
"836","2010-04-28",2.75
"837","2010-04-29",3.01
"838","2010-04-30",2.84
"839","2010-05-03",3
"840","2010-05-04",2.93
"841","2010-05-05",2.77
"842","2010-05-06",2.58
"843","2010-05-07",2.5
"844","2010-05-10",2.6
"845","2010-05-11",2.59
"846","2010-05-12",2.7
"847","2010-05-13",2.75
"848","2010-05-14",2.66
"849","2010-05-17",2.73
"850","2010-05-18",2.61
"851","2010-05-19",2.7
"852","2010-05-20",2.63
"853","2010-05-21",2.53
"854","2010-05-24",2.61
"855","2010-05-25",2.63
"856","2010-05-26",2.55
"857","2010-05-27",2.63
"858","2010-05-28",2.54
"859","2010-06-01",2.44
"860","2010-06-02",2.56
"861","2010-06-03",2.67
"862","2010-06-04",2.54
"863","2010-06-07",2.42
"864","2010-06-08",2.7
"865","2010-06-09",2.62
"866","2010-06-10",2.75
"867","2010-06-11",2.81
"868","2010-06-14",2.68
"869","2010-06-15",2.88
"870","2010-06-16",2.82
"871","2010-06-17",2.72
"872","2010-06-18",2.8
"873","2010-06-21",2.71
"874","2010-06-22",2.6
"875","2010-06-23",2.62
"876","2010-06-24",2.69
"877","2010-06-25",2.8
"878","2010-06-28",2.48
"879","2010-06-29",2.27
"880","2010-06-30",2.43
"881","2010-07-01",2.32
"882","2010-07-02",2.32
"883","2010-07-06",2.19
"884","2010-07-07",2.23
"885","2010-07-08",2.24
"886","2010-07-09",2.31
"887","2010-07-12",2.23
"888","2010-07-13",2.29
"889","2010-07-14",2.21
"890","2010-07-15",2.14
"891","2010-07-16",2.05
"892","2010-07-19",2.06
"893","2010-07-20",2.23
"894","2010-07-21",2.2
"895","2010-07-22",2.36
"896","2010-07-23",2.42
"897","2010-07-26",2.49
"898","2010-07-27",2.47
"899","2010-07-28",2.35
"900","2010-07-29",2.39
"901","2010-07-30",2.44
"902","2010-08-02",2.44
"903","2010-08-03",2.43
"904","2010-08-04",2.47
"905","2010-08-05",2.42
"906","2010-08-06",2.37
"907","2010-08-09",2.45
"908","2010-08-10",2.36
"909","2010-08-11",2.22
"910","2010-08-12",2.3
"911","2010-08-13",2.1
"912","2010-08-16",2.11
"913","2010-08-17",2.22
"914","2010-08-18",2.28
"915","2010-08-19",2.14
"916","2010-08-20",2.15
"917","2010-08-23",2.06
"918","2010-08-24",2.04
"919","2010-08-25",2.06
"920","2010-08-26",2.01
"921","2010-08-27",2.07
"922","2010-08-30",2
"923","2010-08-31",2.08
"924","2010-09-01",2.15
"925","2010-09-02",2.26
"926","2010-09-03",2.2
"927","2010-09-07",2.14
"928","2010-09-08",2.26
"929","2010-09-09",2.3
"930","2010-09-10",2.36
"931","2010-09-13",2.36
"932","2010-09-14",2.41
"933","2010-09-15",2.41
"934","2010-09-16",2.29
"935","2010-09-17",2.29
"936","2010-09-20",2.45
"937","2010-09-21",2.44
"938","2010-09-22",2.38
"939","2010-09-23",2.28
"940","2010-09-24",2.44
"941","2010-09-27",2.47
"942","2010-09-28",2.53
"943","2010-09-29",2.54
"944","2010-09-30",2.54
"945","2010-10-01",2.55
"946","2010-10-04",2.56
"947","2010-10-05",2.69
"948","2010-10-06",2.82
"949","2010-10-07",2.78
"950","2010-10-08",2.77
"951","2010-10-11",2.79
"952","2010-10-12",2.76
"953","2010-10-13",2.75
"954","2010-10-14",2.73
"955","2010-10-15",2.75
"956","2010-10-18",2.78
"957","2010-10-19",2.73
"958","2010-10-20",2.74
"959","2010-10-21",2.67
"960","2010-10-22",2.73
"961","2010-10-25",2.74
"962","2010-10-26",2.7
"963","2010-10-27",2.71
"964","2010-10-28",2.68
"965","2010-10-29",2.67
"966","2010-11-01",2.59
"967","2010-11-02",2.65
"968","2010-11-03",2.67
"969","2010-11-04",2.73
"970","2010-11-05",2.72
"971","2010-11-08",2.73
"972","2010-11-09",2.7
"973","2010-11-10",2.75
"974","2010-11-11",2.69
"975","2010-11-12",2.67
"976","2010-11-15",2.69
"977","2010-11-16",2.72
"978","2010-11-17",2.72
"979","2010-11-18",2.73
"980","2010-11-19",2.74
"981","2010-11-22",2.76
"982","2010-11-23",2.75
"983","2010-11-24",2.85
"984","2010-11-26",2.86
"985","2010-11-29",2.93
"986","2010-11-30",3.02
"987","2010-12-01",3.09
"988","2010-12-02",3
"989","2010-12-03",2.91
"990","2010-12-06",3.04
"991","2010-12-07",2.98
"992","2010-12-08",2.98
"993","2010-12-09",3.1
"994","2010-12-10",3.17
"995","2010-12-13",3.22
"996","2010-12-14",3.22
"997","2010-12-15",3.35
"998","2010-12-16",3.42
"999","2010-12-17",3.45
"1000","2010-12-20",3.59
