"","date","IT"
"1","2007-01-03",20.32
"2","2007-01-04",20.700001
"3","2007-01-05",20.379999
"4","2007-01-08",20.290001
"5","2007-01-09",20.49
"6","2007-01-10",20.629999
"7","2007-01-11",20.9
"8","2007-01-12",21.030001
"9","2007-01-16",21.17
"10","2007-01-17",21.120001
"11","2007-01-18",20.700001
"12","2007-01-19",20.58
"13","2007-01-22",20.629999
"14","2007-01-23",20.76
"15","2007-01-24",21.129999
"16","2007-01-25",21.07
"17","2007-01-26",21.33
"18","2007-01-29",21.82
"19","2007-01-30",21.799999
"20","2007-01-31",21.860001
"21","2007-02-01",22.49
"22","2007-02-02",22.299999
"23","2007-02-05",22.65
"24","2007-02-06",21.83
"25","2007-02-07",22.209999
"26","2007-02-08",22.17
"27","2007-02-09",22.040001
"28","2007-02-12",21.790001
"29","2007-02-13",22.02
"30","2007-02-14",22.1
"31","2007-02-15",21.85
"32","2007-02-16",21.780001
"33","2007-02-20",22.02
"34","2007-02-21",21.870001
"35","2007-02-22",22.02
"36","2007-02-23",22.24
"37","2007-02-26",22.129999
"38","2007-02-27",21
"39","2007-02-28",21.16
"40","2007-03-01",20.98
"41","2007-03-02",20.700001
"42","2007-03-05",20.01
"43","2007-03-06",20.700001
"44","2007-03-07",20.799999
"45","2007-03-08",21.41
"46","2007-03-09",22.049999
"47","2007-03-12",22.469999
"48","2007-03-13",22.190001
"49","2007-03-14",22.48
"50","2007-03-15",22.83
"51","2007-03-16",22.559999
"52","2007-03-19",23.16
"53","2007-03-20",23.190001
"54","2007-03-21",23.639999
"55","2007-03-22",23.76
"56","2007-03-23",23.52
"57","2007-03-26",23.540001
"58","2007-03-27",23.58
"59","2007-03-28",23.379999
"60","2007-03-29",23.860001
"61","2007-03-30",23.950001
"62","2007-04-02",24.299999
"63","2007-04-03",24.379999
"64","2007-04-04",25.139999
"65","2007-04-05",24.959999
"66","2007-04-09",25.08
"67","2007-04-10",25.389999
"68","2007-04-11",25.299999
"69","2007-04-12",25.540001
"70","2007-04-13",25.459999
"71","2007-04-16",25.889999
"72","2007-04-17",25.76
"73","2007-04-18",25.389999
"74","2007-04-19",25.07
"75","2007-04-20",25.639999
"76","2007-04-23",25.549999
"77","2007-04-24",25.23
"78","2007-04-25",25.370001
"79","2007-04-26",25.67
"80","2007-04-27",25.5
"81","2007-04-30",25.23
"82","2007-05-01",25.290001
"83","2007-05-02",25.98
"84","2007-05-03",25.639999
"85","2007-05-04",27.67
"86","2007-05-07",27.01
"87","2007-05-08",27.23
"88","2007-05-09",27.4
"89","2007-05-10",26.620001
"90","2007-05-11",26.879999
"91","2007-05-14",26.629999
"92","2007-05-15",26.32
"93","2007-05-16",27.25
"94","2007-05-17",27.33
"95","2007-05-18",27.66
"96","2007-05-21",27.799999
"97","2007-05-22",28
"98","2007-05-23",28.219999
"99","2007-05-24",27
"100","2007-05-25",26.889999
"101","2007-05-29",27.299999
"102","2007-05-30",27.209999
"103","2007-05-31",27.559999
"104","2007-06-01",27.559999
"105","2007-06-04",27.52
"106","2007-06-05",27.17
"107","2007-06-06",26.799999
"108","2007-06-07",26.15
"109","2007-06-08",26.57
"110","2007-06-11",26.469999
"111","2007-06-12",25.68
"112","2007-06-13",26.48
"113","2007-06-14",26.52
"114","2007-06-15",26.610001
"115","2007-06-18",26.1
"116","2007-06-19",25.620001
"117","2007-06-20",24.93
"118","2007-06-21",24.9
"119","2007-06-22",24.030001
"120","2007-06-25",24.07
"121","2007-06-26",24.08
"122","2007-06-27",24.35
"123","2007-06-28",24.860001
"124","2007-06-29",24.59
"125","2007-07-02",24.57
"126","2007-07-03",24.559999
"127","2007-07-05",24.450001
"128","2007-07-06",24.549999
"129","2007-07-09",24.82
"130","2007-07-10",24.360001
"131","2007-07-11",24.610001
"132","2007-07-12",24.68
"133","2007-07-13",24.639999
"134","2007-07-16",24.139999
"135","2007-07-17",24.23
"136","2007-07-18",24.16
"137","2007-07-19",24.459999
"138","2007-07-20",24.08
"139","2007-07-23",24.17
"140","2007-07-24",23.02
"141","2007-07-25",23.1
"142","2007-07-26",22.25
"143","2007-07-27",21.9
"144","2007-07-30",22.129999
"145","2007-07-31",20.93
"146","2007-08-01",21.66
"147","2007-08-02",22.379999
"148","2007-08-03",21.67
"149","2007-08-06",22.85
"150","2007-08-07",23.66
"151","2007-08-08",24.32
"152","2007-08-09",23.9
"153","2007-08-10",23.059999
"154","2007-08-13",22.540001
"155","2007-08-14",22.629999
"156","2007-08-15",22.23
"157","2007-08-16",21.65
"158","2007-08-17",23
"159","2007-08-20",22.51
"160","2007-08-21",22.26
"161","2007-08-22",22.370001
"162","2007-08-23",21.68
"163","2007-08-24",22.139999
"164","2007-08-27",22.17
"165","2007-08-28",21.84
"166","2007-08-29",22.200001
"167","2007-08-30",21.879999
"168","2007-08-31",22.110001
"169","2007-09-04",22.17
"170","2007-09-05",21.85
"171","2007-09-06",22.200001
"172","2007-09-07",21.85
"173","2007-09-10",21.620001
"174","2007-09-11",22.450001
"175","2007-09-12",22.389999
"176","2007-09-13",22.559999
"177","2007-09-14",22.93
"178","2007-09-17",22.280001
"179","2007-09-18",23.040001
"180","2007-09-19",23.139999
"181","2007-09-20",23.540001
"182","2007-09-21",23.74
"183","2007-09-24",23.870001
"184","2007-09-25",23.959999
"185","2007-09-26",24.91
"186","2007-09-27",25.040001
"187","2007-09-28",24.459999
"188","2007-10-01",25.27
"189","2007-10-02",25.530001
"190","2007-10-03",25.549999
"191","2007-10-04",25.120001
"192","2007-10-05",25.75
"193","2007-10-08",25.700001
"194","2007-10-09",25.91
"195","2007-10-10",25.959999
"196","2007-10-11",25.809999
"197","2007-10-12",25.860001
"198","2007-10-15",25.280001
"199","2007-10-16",25.41
"200","2007-10-17",25.65
"201","2007-10-18",25.940001
"202","2007-10-19",24.65
"203","2007-10-22",24.290001
"204","2007-10-23",24.23
"205","2007-10-24",24.620001
"206","2007-10-25",24.719999
"207","2007-10-26",25.5
"208","2007-10-29",25.360001
"209","2007-10-30",22.08
"210","2007-10-31",21.9
"211","2007-11-01",20.92
"212","2007-11-02",21.42
"213","2007-11-05",21.35
"214","2007-11-06",21.809999
"215","2007-11-07",21.52
"216","2007-11-08",20.950001
"217","2007-11-09",19.33
"218","2007-11-12",19.370001
"219","2007-11-13",19.610001
"220","2007-11-14",19.5
"221","2007-11-15",19.26
"222","2007-11-16",19.49
"223","2007-11-19",18.66
"224","2007-11-20",18.049999
"225","2007-11-21",18.18
"226","2007-11-23",18.57
"227","2007-11-26",17.790001
"228","2007-11-27",18.34
"229","2007-11-28",18.65
"230","2007-11-29",18.780001
"231","2007-11-30",18.889999
"232","2007-12-03",18.290001
"233","2007-12-04",18
"234","2007-12-05",18.58
"235","2007-12-06",18.77
"236","2007-12-07",18.73
"237","2007-12-10",18.85
"238","2007-12-11",17.870001
"239","2007-12-12",17.75
"240","2007-12-13",17.5
"241","2007-12-14",16.379999
"242","2007-12-17",16.42
"243","2007-12-18",17.129999
"244","2007-12-19",17.33
"245","2007-12-20",17.950001
"246","2007-12-21",18.34
"247","2007-12-24",18.42
"248","2007-12-26",18.35
"249","2007-12-27",17.709999
"250","2007-12-28",17.889999
"251","2007-12-31",17.559999
"252","2008-01-02",17.139999
"253","2008-01-03",16.83
"254","2008-01-04",15.98
"255","2008-01-07",16.51
"256","2008-01-08",16.790001
"257","2008-01-09",16.24
"258","2008-01-10",16.68
"259","2008-01-11",16.08
"260","2008-01-14",16
"261","2008-01-15",15.61
"262","2008-01-16",15.62
"263","2008-01-17",15.4
"264","2008-01-18",14.72
