"","date","SQBG"
"112","2007-06-13",318
"113","2007-06-14",330
"114","2007-06-15",306
"115","2007-06-18",306
"116","2007-06-19",282
"117","2007-06-20",246
"118","2007-06-21",240
"119","2007-06-22",270
"120","2007-06-25",270
"121","2007-06-26",270
"122","2007-06-27",270
"123","2007-06-28",258
"124","2007-06-29",258
"125","2007-07-02",228
"126","2007-07-03",228
"127","2007-07-05",198
"128","2007-07-06",186
"129","2007-07-09",186
"130","2007-07-10",228
"131","2007-07-11",228
"132","2007-07-12",228
"133","2007-07-13",228
"134","2007-07-16",270
"135","2007-07-17",282
"136","2007-07-18",240
"137","2007-07-19",240
"138","2007-07-20",252
"139","2007-07-23",210
"140","2007-07-24",192
"141","2007-07-25",240
"142","2007-07-26",228
"143","2007-07-27",306
"144","2007-07-30",210
"145","2007-07-31",210
"146","2007-08-01",228
"147","2007-08-02",228
"148","2007-08-03",228
"149","2007-08-06",228
"150","2007-08-07",228
"151","2007-08-08",228
"152","2007-08-09",228
"153","2007-08-10",228
"154","2007-08-13",270
"155","2007-08-14",300
"156","2007-08-15",300
"157","2007-08-16",300
"158","2007-08-17",270
"159","2007-08-20",270
"160","2007-08-21",270
"161","2007-08-22",270
"162","2007-08-23",270
"163","2007-08-24",306
"164","2007-08-27",306
"165","2007-08-28",306
"166","2007-08-29",306
"167","2007-08-30",306
"168","2007-08-31",420
"169","2007-09-04",270
"170","2007-09-05",414
"171","2007-09-06",414
"172","2007-09-07",408
"173","2007-09-10",408
"174","2007-09-11",408
"175","2007-09-12",408
"176","2007-09-13",360
"177","2007-09-14",330
"178","2007-09-17",330
"179","2007-09-18",330
"180","2007-09-19",330
"181","2007-09-20",330
"182","2007-09-21",300
"183","2007-09-24",300
"184","2007-09-25",300
"185","2007-09-26",282
"186","2007-09-27",282
"187","2007-09-28",282
"188","2007-10-01",282
"189","2007-10-02",240
"190","2007-10-03",240
"191","2007-10-04",300
"192","2007-10-05",276
"193","2007-10-08",228
"194","2007-10-09",288
"195","2007-10-10",288
"196","2007-10-11",288
"197","2007-10-12",288
"198","2007-10-15",288
"199","2007-10-16",294
"200","2007-10-17",294
"201","2007-10-18",294
"202","2007-10-19",240
"203","2007-10-22",240
"204","2007-10-23",240
"205","2007-10-24",240
"206","2007-10-25",258
"207","2007-10-26",258
"208","2007-10-29",258
"209","2007-10-30",258
"210","2007-10-31",270
"211","2007-11-01",270
"212","2007-11-02",270
"213","2007-11-05",270
"214","2007-11-06",240
"215","2007-11-07",240
"216","2007-11-08",240
"217","2007-11-09",258
"218","2007-11-12",240
"219","2007-11-13",240
"220","2007-11-14",300
"221","2007-11-15",300
"222","2007-11-16",300
"223","2007-11-19",270
"224","2007-11-20",270
"225","2007-11-21",270
"226","2007-11-23",270
"227","2007-11-26",270
"228","2007-11-27",270
"229","2007-11-28",276
"230","2007-11-29",270
"231","2007-11-30",270
"232","2007-12-03",234
"233","2007-12-04",252
"234","2007-12-05",252
"235","2007-12-06",252
"236","2007-12-07",252
"237","2007-12-10",234
"238","2007-12-11",198
"239","2007-12-12",198
"240","2007-12-13",198
"241","2007-12-14",240
"242","2007-12-17",228
"243","2007-12-18",228
"244","2007-12-19",240
"245","2007-12-20",240
"246","2007-12-21",240
"247","2007-12-24",240
"248","2007-12-26",192
"249","2007-12-27",228
"250","2007-12-28",228
"251","2007-12-31",204
"252","2008-01-02",222
"253","2008-01-03",222
"254","2008-01-04",222
"255","2008-01-07",270
"256","2008-01-08",270
"257","2008-01-09",240
"258","2008-01-10",270
"259","2008-01-11",276
"260","2008-01-14",240
"261","2008-01-15",300
"262","2008-01-16",270
"263","2008-01-17",240
"264","2008-01-18",240
"265","2008-01-22",222
"266","2008-01-23",252
"267","2008-01-24",216
"268","2008-01-25",210
"269","2008-01-28",210
"270","2008-01-29",210
"271","2008-01-30",210
"272","2008-01-31",210
"273","2008-02-01",210
"274","2008-02-04",216
"275","2008-02-05",216
"276","2008-02-06",216
"277","2008-02-07",216
"278","2008-02-08",216
"279","2008-02-11",258
"280","2008-02-12",294
"281","2008-02-13",306
"282","2008-02-14",306
"283","2008-02-15",270
"284","2008-02-19",258
"285","2008-02-20",300
"286","2008-02-21",300
"287","2008-02-22",300
"288","2008-02-25",300
"289","2008-02-26",300
"290","2008-02-27",246
"291","2008-02-28",300
"292","2008-02-29",300
"293","2008-03-03",300
"294","2008-03-04",300
"295","2008-03-05",252
"296","2008-03-06",264
"297","2008-03-07",240
"298","2008-03-10",240
"299","2008-03-11",258
"300","2008-03-12",252
"301","2008-03-13",234
"302","2008-03-14",234
"303","2008-03-17",234
"304","2008-03-18",234
"305","2008-03-19",276
"306","2008-03-20",258
"307","2008-03-24",258
"308","2008-03-25",300
"309","2008-03-26",300
"310","2008-03-27",270
"311","2008-03-28",246
"312","2008-03-31",240
"313","2008-04-01",270
"314","2008-04-02",246
"315","2008-04-03",246
"316","2008-04-04",246
"317","2008-04-07",246
"318","2008-04-08",270
"319","2008-04-09",234
"320","2008-04-10",222
"321","2008-04-11",228
"322","2008-04-14",228
"323","2008-04-15",240
"324","2008-04-16",240
"325","2008-04-17",240
"326","2008-04-18",240
"327","2008-04-21",240
"328","2008-04-22",240
"329","2008-04-23",240
"330","2008-04-24",240
"331","2008-04-25",240
"332","2008-04-28",228
"333","2008-04-29",228
"334","2008-04-30",228
"335","2008-05-01",228
"336","2008-05-02",240
"337","2008-05-05",222
"338","2008-05-06",222
"339","2008-05-07",222
"340","2008-05-08",222
"341","2008-05-09",222
"342","2008-05-12",222
"343","2008-05-13",240
"344","2008-05-14",240
"345","2008-05-15",240
"346","2008-05-16",240
"347","2008-05-19",216
"348","2008-05-20",216
"349","2008-05-21",216
"350","2008-05-22",216
"351","2008-05-23",210
"352","2008-05-27",210
"353","2008-05-28",210
"354","2008-05-29",210
"355","2008-05-30",210
"356","2008-06-02",210
"357","2008-06-03",204
"358","2008-06-04",210
"359","2008-06-05",210
"360","2008-06-06",210
"361","2008-06-09",198
"362","2008-06-10",198
"363","2008-06-11",198
"364","2008-06-12",210
"365","2008-06-13",210
"366","2008-06-16",222
"367","2008-06-17",222
"368","2008-06-18",222
"369","2008-06-19",210
"370","2008-06-20",204
"371","2008-06-23",222
"372","2008-06-24",222
"373","2008-06-25",180
"374","2008-06-26",180
"375","2008-06-27",180
"376","2008-06-30",180
"377","2008-07-01",210
"378","2008-07-02",210
"379","2008-07-03",210
"380","2008-07-07",210
"381","2008-07-08",210
"382","2008-07-09",228
"383","2008-07-10",228
"384","2008-07-11",228
"385","2008-07-14",228
"386","2008-07-15",210
"387","2008-07-16",186
"388","2008-07-17",180
"389","2008-07-18",180
"390","2008-07-21",156
"391","2008-07-22",186
"392","2008-07-23",186
"393","2008-07-24",180
"394","2008-07-25",198
"395","2008-07-28",222
"396","2008-07-29",216
"397","2008-07-30",228
"398","2008-07-31",228
"399","2008-08-01",210
"400","2008-08-04",210
"401","2008-08-05",210
"402","2008-08-06",222
"403","2008-08-07",210
"404","2008-08-08",222
"405","2008-08-11",228
"406","2008-08-12",228
"407","2008-08-13",282
"408","2008-08-14",324
"409","2008-08-15",282
"410","2008-08-18",270
"411","2008-08-19",252
"412","2008-08-20",252
"413","2008-08-21",216
"414","2008-08-22",216
"415","2008-08-25",270
"416","2008-08-26",270
"417","2008-08-27",270
"418","2008-08-28",282
"419","2008-08-29",282
"420","2008-09-02",282
"421","2008-09-03",270
"422","2008-09-04",252
"423","2008-09-05",252
"424","2008-09-08",252
"425","2008-09-09",252
"426","2008-09-10",234
"427","2008-09-11",234
"428","2008-09-12",222
"429","2008-09-15",216
"430","2008-09-16",210
"431","2008-09-17",186
"432","2008-09-18",216
"433","2008-09-19",216
"434","2008-09-22",240
"435","2008-09-23",240
"436","2008-09-24",204
"437","2008-09-25",204
"438","2008-09-26",204
"439","2008-09-29",180
"440","2008-09-30",180
"441","2008-10-01",186
"442","2008-10-02",186
"443","2008-10-03",252
"444","2008-10-06",192
"445","2008-10-07",240
"446","2008-10-08",240
"447","2008-10-09",240
"448","2008-10-10",240
"449","2008-10-13",240
"450","2008-10-14",228
"451","2008-10-15",228
"452","2008-10-16",228
"453","2008-10-17",240
"454","2008-10-20",240
"455","2008-10-21",210
"456","2008-10-22",138
"457","2008-10-23",138
"458","2008-10-24",204
"459","2008-10-27",204
"460","2008-10-28",144
"461","2008-10-29",144
"462","2008-10-30",144
"463","2008-10-31",144
"464","2008-11-03",144
"465","2008-11-04",144
"466","2008-11-05",144
"467","2008-11-06",144
"468","2008-11-07",144
"469","2008-11-10",168
"470","2008-11-11",168
"471","2008-11-12",168
"472","2008-11-13",114
"473","2008-11-14",132
"474","2008-11-17",132
"475","2008-11-18",132
"476","2008-11-19",114
"477","2008-11-20",102
"478","2008-11-21",138
"479","2008-11-24",138
"480","2008-11-25",138
"481","2008-11-26",138
"482","2008-11-28",138
"483","2008-12-01",102
"484","2008-12-02",102
"485","2008-12-03",102
"486","2008-12-04",120
"487","2008-12-05",96
"488","2008-12-08",108
"489","2008-12-09",108
"490","2008-12-10",108
"491","2008-12-11",108
"492","2008-12-12",108
"493","2008-12-15",108
"494","2008-12-16",108
"495","2008-12-17",96
"496","2008-12-18",120
"497","2008-12-19",120
"498","2008-12-22",126
"499","2008-12-23",120
"500","2008-12-24",120
"501","2008-12-26",120
"502","2008-12-29",120
"503","2008-12-30",120
"504","2008-12-31",120
"505","2009-01-02",120
"506","2009-01-05",120
"507","2009-01-06",162
"508","2009-01-07",120
"509","2009-01-08",138
"510","2009-01-09",138
"511","2009-01-12",162
"512","2009-01-13",162
"513","2009-01-14",132
"514","2009-01-15",150
"515","2009-01-16",138
"516","2009-01-20",138
"517","2009-01-21",138
"518","2009-01-22",138
"519","2009-01-23",132
"520","2009-01-26",132
"521","2009-01-27",120
"522","2009-01-28",120
"523","2009-01-29",120
"524","2009-01-30",78
"525","2009-02-02",96
"526","2009-02-03",96
"527","2009-02-04",78
"528","2009-02-05",78
"529","2009-02-06",90
"530","2009-02-09",90
"531","2009-02-10",90
"532","2009-02-11",90
"533","2009-02-12",90
"534","2009-02-13",90
"535","2009-02-17",90
"536","2009-02-18",90
"537","2009-02-19",90
"538","2009-02-20",90
"539","2009-02-23",90
"540","2009-02-24",90
"541","2009-02-25",96
"542","2009-02-26",90
"543","2009-02-27",84
"544","2009-03-02",84
"545","2009-03-03",72
"546","2009-03-04",72
"547","2009-03-05",102
"548","2009-03-06",96
"549","2009-03-09",72
"550","2009-03-10",72
"551","2009-03-11",72
"552","2009-03-12",90
"553","2009-03-13",90
"554","2009-03-16",78
"555","2009-03-17",78
"556","2009-03-18",90
"557","2009-03-19",90
"558","2009-03-20",90
"559","2009-03-23",84
"560","2009-03-24",84
"561","2009-03-25",84
"562","2009-03-26",90
"563","2009-03-27",84
"564","2009-03-30",96
"565","2009-03-31",96
"566","2009-04-01",96
"567","2009-04-02",96
"568","2009-04-03",96
"569","2009-04-06",96
"570","2009-04-07",84
"571","2009-04-08",84
"572","2009-04-09",84
"573","2009-04-13",84
"574","2009-04-14",84
"575","2009-04-15",84
"576","2009-04-16",84
"577","2009-04-17",84
"578","2009-04-20",84
"579","2009-04-21",84
"580","2009-04-22",84
"581","2009-04-23",84
"582","2009-04-24",84
"583","2009-04-27",84
"584","2009-04-28",90
"585","2009-04-29",90
"586","2009-04-30",90
"587","2009-05-01",90
"588","2009-05-04",90
"589","2009-05-05",90
"590","2009-05-06",108
"591","2009-05-07",102
"592","2009-05-08",102
"593","2009-05-11",102
"594","2009-05-12",84
"595","2009-05-13",90
"596","2009-05-14",78
"597","2009-05-15",78
"598","2009-05-18",78
"599","2009-05-19",78
"600","2009-05-20",78
"601","2009-05-21",78
"602","2009-05-22",60
"603","2009-05-26",84
"604","2009-05-27",84
"605","2009-05-28",84
"606","2009-05-29",84
"607","2009-06-01",84
"608","2009-06-02",84
"609","2009-06-03",84
"610","2009-06-04",84
"611","2009-06-05",84
"612","2009-06-08",84
"613","2009-06-09",84
"614","2009-06-10",84
"615","2009-06-11",66
"616","2009-06-12",60
"617","2009-06-15",90
"618","2009-06-16",90
"619","2009-06-17",90
"620","2009-06-18",72
"621","2009-06-19",84
"622","2009-06-22",84
"623","2009-06-23",84
"624","2009-06-24",84
"625","2009-06-25",120
"626","2009-06-26",120
"627","2009-06-29",120
"628","2009-06-30",120
"629","2009-07-01",120
"630","2009-07-02",120
"631","2009-07-06",120
"632","2009-07-07",120
"633","2009-07-08",144
"634","2009-07-09",144
"635","2009-07-10",144
"636","2009-07-13",144
"637","2009-07-14",144
"638","2009-07-15",102
"639","2009-07-16",102
"640","2009-07-17",102
"641","2009-07-20",102
"642","2009-07-21",102
"643","2009-07-22",102
"644","2009-07-23",102
"645","2009-07-24",102
"646","2009-07-27",102
"647","2009-07-28",102
"648","2009-07-29",102
"649","2009-07-30",102
"650","2009-07-31",102
"651","2009-08-03",222
"652","2009-08-04",222
"653","2009-08-05",222
"654","2009-08-06",222
"655","2009-08-07",222
"656","2009-08-10",222
"657","2009-08-11",216
"658","2009-08-12",216
"659","2009-08-13",114
"660","2009-08-14",102
"661","2009-08-17",102
"662","2009-08-18",90
"663","2009-08-19",102
"664","2009-08-20",120
"665","2009-08-21",120
"666","2009-08-24",120
"667","2009-08-25",120
"668","2009-08-26",114
"669","2009-08-27",114
"670","2009-08-28",132
"671","2009-08-31",120
"672","2009-09-01",120
"673","2009-09-02",120
"674","2009-09-03",120
"675","2009-09-04",108
"676","2009-09-08",108
"677","2009-09-09",108
"678","2009-09-10",108
"679","2009-09-11",108
"680","2009-09-14",108
"681","2009-09-15",108
"682","2009-09-16",150
"683","2009-09-17",120
"684","2009-09-18",120
"685","2009-09-21",120
"686","2009-09-22",156
"687","2009-09-23",156
"688","2009-09-24",156
"689","2009-09-25",150
"690","2009-09-28",138
"691","2009-09-29",120
"692","2009-09-30",240
"693","2009-10-01",240
"694","2009-10-02",240
"695","2009-10-05",240
"696","2009-10-06",240
"697","2009-10-07",210
"698","2009-10-08",168
"699","2009-10-09",168
"700","2009-10-12",168
"701","2009-10-13",168
"702","2009-10-14",174
"703","2009-10-15",186
"704","2009-10-16",240
"705","2009-10-19",228
"706","2009-10-20",228
"707","2009-10-21",228
"708","2009-10-22",156
"709","2009-10-23",180
"710","2009-10-26",180
"711","2009-10-27",180
"712","2009-10-28",180
"713","2009-10-29",120
"714","2009-10-30",120
"715","2009-11-02",120
"716","2009-11-03",120
"717","2009-11-04",156
"718","2009-11-05",156
"719","2009-11-06",156
"720","2009-11-09",156
"721","2009-11-10",156
"722","2009-11-11",132
"723","2009-11-12",132
"724","2009-11-13",132
"725","2009-11-16",132
"726","2009-11-17",132
"727","2009-11-18",132
"728","2009-11-19",108
"729","2009-11-20",96
"730","2009-11-23",120
"731","2009-11-24",120
"732","2009-11-25",120
"733","2009-11-27",120
"734","2009-11-30",162
"735","2009-12-01",162
"736","2009-12-02",162
"737","2009-12-03",120
"738","2009-12-04",120
"739","2009-12-07",120
"740","2009-12-08",120
"741","2009-12-09",120
"742","2009-12-10",120
"743","2009-12-11",120
"744","2009-12-14",120
"745","2009-12-15",120
"746","2009-12-16",120
"747","2009-12-17",156
"748","2009-12-18",156
"749","2009-12-21",126
"750","2009-12-22",126
"751","2009-12-23",126
"752","2009-12-24",126
"753","2009-12-28",126
"754","2009-12-29",120
"755","2009-12-30",120
"756","2009-12-31",126
"757","2010-01-04",126
"758","2010-01-05",126
"759","2010-01-06",126
"760","2010-01-07",150
"761","2010-01-08",150
"762","2010-01-11",150
"763","2010-01-12",150
"764","2010-01-13",150
"765","2010-01-14",150
"766","2010-01-15",150
"767","2010-01-19",156
"768","2010-01-20",150
"769","2010-01-21",150
"770","2010-01-22",150
"771","2010-01-25",144
"772","2010-01-26",162
"773","2010-01-27",126
"774","2010-01-28",162
"775","2010-01-29",150
"776","2010-02-01",126
"777","2010-02-02",126
"778","2010-02-03",126
"779","2010-02-04",126
"780","2010-02-05",120
"781","2010-02-08",114
"782","2010-02-09",114
"783","2010-02-10",114
"784","2010-02-11",114
"785","2010-02-12",114
"786","2010-02-16",114
"787","2010-02-17",114
"788","2010-02-18",114
"789","2010-02-19",114
"790","2010-02-22",132
"791","2010-02-23",132
"792","2010-02-24",132
"793","2010-02-25",138
"794","2010-02-26",132
"795","2010-03-01",132
"796","2010-03-02",96
"797","2010-03-03",96
"798","2010-03-04",96
"799","2010-03-05",138
"800","2010-03-08",132
"801","2010-03-09",132
"802","2010-03-10",132
"803","2010-03-11",96
"804","2010-03-12",96
"805","2010-03-15",96
"806","2010-03-16",162
"807","2010-03-17",168
"808","2010-03-18",168
"809","2010-03-19",108
"810","2010-03-22",144
"811","2010-03-23",144
"812","2010-03-24",120
"813","2010-03-25",120
"814","2010-03-26",120
"815","2010-03-29",162
"816","2010-03-30",162
"817","2010-03-31",162
"818","2010-04-01",126
"819","2010-04-05",114
"820","2010-04-06",114
"821","2010-04-07",108
"822","2010-04-08",120
"823","2010-04-09",96
"824","2010-04-12",108
"825","2010-04-13",108
"826","2010-04-14",108
"827","2010-04-15",108
"828","2010-04-16",108
"829","2010-04-19",108
"830","2010-04-20",72
"831","2010-04-21",72
"832","2010-04-22",72
"833","2010-04-23",72
"834","2010-04-26",90
"835","2010-04-27",90
"836","2010-04-28",90
"837","2010-04-29",90
"838","2010-04-30",90
"839","2010-05-03",90
"840","2010-05-04",90
"841","2010-05-05",90
"842","2010-05-06",90
"843","2010-05-07",90
"844","2010-05-10",96
"845","2010-05-11",114
"846","2010-05-12",138
"847","2010-05-13",132
"848","2010-05-14",132
"849","2010-05-17",108
"850","2010-05-18",78
"851","2010-05-19",72
"852","2010-05-20",72
"853","2010-05-21",72
"854","2010-05-24",72
"855","2010-05-25",72
"856","2010-05-26",72
"857","2010-05-27",72
"858","2010-05-28",114
"859","2010-06-01",114
"860","2010-06-02",114
"861","2010-06-03",114
"862","2010-06-04",96
"863","2010-06-07",96
"864","2010-06-08",96
"865","2010-06-09",72
"866","2010-06-10",72
"867","2010-06-11",72
"868","2010-06-14",72
"869","2010-06-15",72
"870","2010-06-16",72
"871","2010-06-17",72
"872","2010-06-18",72
"873","2010-06-21",72
"874","2010-06-22",72
"875","2010-06-23",72
"876","2010-06-24",72
"877","2010-06-25",72
"878","2010-06-28",66
"879","2010-06-29",66
"880","2010-06-30",66
"881","2010-07-01",66
"882","2010-07-02",66
"883","2010-07-06",66
"884","2010-07-07",66
"885","2010-07-08",66
"886","2010-07-09",66
"887","2010-07-12",66
"888","2010-07-13",66
"889","2010-07-14",66
"890","2010-07-15",66
"891","2010-07-16",66
"892","2010-07-19",66
"893","2010-07-20",42
"894","2010-07-21",54
"895","2010-07-22",54
"896","2010-07-23",54
"897","2010-07-26",54
"898","2010-07-27",84
"899","2010-07-28",54
"900","2010-07-29",84
"901","2010-07-30",84
"902","2010-08-02",54
"903","2010-08-03",66
"904","2010-08-04",60
"905","2010-08-05",60
"906","2010-08-06",60
"907","2010-08-09",60
"908","2010-08-10",60
"909","2010-08-11",60
"910","2010-08-12",60
"911","2010-08-13",60
"912","2010-08-16",60
"913","2010-08-17",60
"914","2010-08-18",60
"915","2010-08-19",60
"916","2010-08-20",60
"917","2010-08-23",60
"918","2010-08-24",60
"919","2010-08-25",48
"920","2010-08-26",48
"921","2010-08-27",48
"922","2010-08-30",48
"923","2010-08-31",48
"924","2010-09-01",48
"925","2010-09-02",48
"926","2010-09-03",48
"927","2010-09-07",48
"928","2010-09-08",48
"929","2010-09-09",48
"930","2010-09-10",48
"931","2010-09-13",54
"932","2010-09-14",54
"933","2010-09-15",60
"934","2010-09-16",60
"935","2010-09-17",78
"936","2010-09-20",78
"937","2010-09-21",78
"938","2010-09-22",78
"939","2010-09-23",78
"940","2010-09-24",78
"941","2010-09-27",78
"942","2010-09-28",54
"943","2010-09-29",54
"944","2010-09-30",54
"945","2010-10-01",54
"946","2010-10-04",54
"947","2010-10-05",54
"948","2010-10-06",54
"949","2010-10-07",54
"950","2010-10-08",48
"951","2010-10-11",48
"952","2010-10-12",48
"953","2010-10-13",48
"954","2010-10-14",48
"955","2010-10-15",48
"956","2010-10-18",48
"957","2010-10-19",48
"958","2010-10-20",48
"959","2010-10-21",48
"960","2010-10-22",48
"961","2010-10-25",48
"962","2010-10-26",48
"963","2010-10-27",48
"964","2010-10-28",48
"965","2010-10-29",48
"966","2010-11-01",48
"967","2010-11-02",48
"968","2010-11-03",48
"969","2010-11-04",42
"970","2010-11-05",42
"971","2010-11-08",42
"972","2010-11-09",30
"973","2010-11-10",48
"974","2010-11-11",48
"975","2010-11-12",48
"976","2010-11-15",48
"977","2010-11-16",48
"978","2010-11-17",48
"979","2010-11-18",48
"980","2010-11-19",48
"981","2010-11-22",48
"982","2010-11-23",42
"983","2010-11-24",42
"984","2010-11-26",42
"985","2010-11-29",42
"986","2010-11-30",42
"987","2010-12-01",42
"988","2010-12-02",42
"989","2010-12-03",42
"990","2010-12-06",54
"991","2010-12-07",54
"992","2010-12-08",90
"993","2010-12-09",90
"994","2010-12-10",150
"995","2010-12-13",150
"996","2010-12-14",72
"997","2010-12-15",66
"998","2010-12-16",66
"999","2010-12-17",66
"1000","2010-12-20",72
"1001","2010-12-21",72
"1002","2010-12-22",72
"1003","2010-12-23",84
"1004","2010-12-27",84
"1005","2010-12-28",84
"1006","2010-12-29",84
"1007","2010-12-30",84
"1008","2010-12-31",66
"1009","2011-01-03",66
"1010","2011-01-04",66
"1011","2011-01-05",72
"1012","2011-01-06",72
"1013","2011-01-07",72
"1014","2011-01-10",72
"1015","2011-01-11",54
"1016","2011-01-12",42
"1017","2011-01-13",42
"1018","2011-01-14",42
"1019","2011-01-18",42
"1020","2011-01-19",42
"1021","2011-01-20",42
"1022","2011-01-21",42
"1023","2011-01-24",42
"1024","2011-01-25",42
"1025","2011-01-26",42
"1026","2011-01-27",48
"1027","2011-01-28",48
"1028","2011-01-31",48
"1029","2011-02-01",48
"1030","2011-02-02",48
"1031","2011-02-03",48
"1032","2011-02-04",42
"1033","2011-02-07",48
"1034","2011-02-08",60
"1035","2011-02-09",60
"1036","2011-02-10",66
"1037","2011-02-11",66
"1038","2011-02-14",66
"1039","2011-02-15",66
"1040","2011-02-16",66
"1041","2011-02-17",72
"1042","2011-02-18",72
"1043","2011-02-22",72
"1044","2011-02-23",72
"1045","2011-02-24",78
"1046","2011-02-25",78
"1047","2011-02-28",78
"1048","2011-03-01",78
"1049","2011-03-02",78
"1050","2011-03-03",78
"1051","2011-03-04",78
"1052","2011-03-07",84
"1053","2011-03-08",84
"1054","2011-03-09",72
"1055","2011-03-10",72
"1056","2011-03-11",72
"1057","2011-03-14",72
"1058","2011-03-15",72
"1059","2011-03-16",72
"1060","2011-03-17",72
"1061","2011-03-18",72
"1062","2011-03-21",72
"1063","2011-03-22",72
"1064","2011-03-23",72
"1065","2011-03-24",66
"1066","2011-03-25",66
"1067","2011-03-28",84
"1068","2011-03-29",84
"1069","2011-03-30",84
"1070","2011-03-31",84
"1071","2011-04-01",90
"1072","2011-04-04",90
"1073","2011-04-05",90
"1074","2011-04-06",90
"1075","2011-04-07",90
"1076","2011-04-08",90
"1077","2011-04-11",84
"1078","2011-04-12",96
"1079","2011-04-13",96
"1080","2011-04-14",90
"1081","2011-04-15",84
"1082","2011-04-18",84
"1083","2011-04-19",84
"1084","2011-04-20",84
"1085","2011-04-21",84
"1086","2011-04-25",78
"1087","2011-04-26",78
"1088","2011-04-27",78
"1089","2011-04-28",78
"1090","2011-04-29",90
"1091","2011-05-02",90
"1092","2011-05-03",102
"1093","2011-05-04",102
"1094","2011-05-05",90
"1095","2011-05-06",48
"1096","2011-05-09",48
"1097","2011-05-10",48
"1098","2011-05-11",48
"1099","2011-05-12",48
"1100","2011-05-13",48
"1101","2011-05-16",48
"1102","2011-05-17",60
"1103","2011-05-18",60
"1104","2011-05-19",48
"1105","2011-05-20",48
"1106","2011-05-23",48
"1107","2011-05-24",48
"1108","2011-05-25",48
"1109","2011-05-26",48
"1110","2011-05-27",48
"1111","2011-05-31",66
"1112","2011-06-01",66
"1113","2011-06-02",48
"1114","2011-06-03",48
"1115","2011-06-06",90
"1116","2011-06-07",78
"1117","2011-06-08",78
"1118","2011-06-09",78
"1119","2011-06-10",78
"1120","2011-06-13",78
"1121","2011-06-14",78
"1122","2011-06-15",78
"1123","2011-06-16",78
"1124","2011-06-17",78
"1125","2011-06-20",78
"1126","2011-06-21",78
"1127","2011-06-22",78
"1128","2011-06-23",78
"1129","2011-06-24",78
"1130","2011-06-27",78
"1131","2011-06-28",66
"1132","2011-06-29",66
"1133","2011-06-30",66
"1134","2011-07-01",66
"1135","2011-07-05",66
"1136","2011-07-06",66
"1137","2011-07-07",66
"1138","2011-07-08",66
"1139","2011-07-11",66
"1140","2011-07-12",66
"1141","2011-07-13",66
"1142","2011-07-14",66
"1143","2011-07-15",66
"1144","2011-07-18",66
"1145","2011-07-19",66
"1146","2011-07-20",66
"1147","2011-07-21",66
"1148","2011-07-22",66
"1149","2011-07-25",66
"1150","2011-07-26",66
"1151","2011-07-27",66
"1152","2011-07-28",66
