"","date","TRIP"
"1","2011-12-07",27.450001
"2","2011-12-08",26.549999
"3","2011-12-09",27.91
"4","2011-12-12",27.450001
"5","2011-12-13",27.5
"6","2011-12-14",27.120001
"7","2011-12-15",28.33
"8","2011-12-16",28.459999
"9","2011-12-19",28.969999
"10","2011-12-20",30.25
"11","2011-12-21",27.67
"12","2011-12-22",24.530001
"13","2011-12-23",26.02
"14","2011-12-27",25.940001
"15","2011-12-28",25.77
"16","2011-12-29",24.82
"17","2011-12-30",25.209999
"18","2012-01-03",26.629999
"19","2012-01-04",25.68
"20","2012-01-05",25.52
"21","2012-01-06",25.57
"22","2012-01-09",26.26
"23","2012-01-10",27.75
"24","2012-01-11",27.790001
"25","2012-01-12",28.459999
"26","2012-01-13",29.51
"27","2012-01-17",28.99
"28","2012-01-18",29.030001
"29","2012-01-19",30.33
"30","2012-01-20",30.4
"31","2012-01-23",30.379999
"32","2012-01-24",30.690001
"33","2012-01-25",31.49
"34","2012-01-26",31.049999
"35","2012-01-27",31.24
"36","2012-01-30",31.639999
"37","2012-01-31",32.91
"38","2012-02-01",35.060001
"39","2012-02-02",34.880001
"40","2012-02-03",35.380001
"41","2012-02-06",35.150002
"42","2012-02-07",34.84
"43","2012-02-08",34.34
"44","2012-02-09",29.34
"45","2012-02-10",30.040001
"46","2012-02-13",28.59
"47","2012-02-14",27.629999
"48","2012-02-15",29.280001
"49","2012-02-16",30.4
"50","2012-02-17",30.700001
"51","2012-02-21",30.67
"52","2012-02-22",30
"53","2012-02-23",30.59
"54","2012-02-24",31.799999
"55","2012-02-27",31.91
"56","2012-02-28",32.310001
"57","2012-02-29",32.23
"58","2012-03-01",32.619999
"59","2012-03-02",32.450001
"60","2012-03-05",31.969999
"61","2012-03-06",31.42
"62","2012-03-07",31.07
"63","2012-03-08",31.26
"64","2012-03-09",30.700001
"65","2012-03-12",30.700001
"66","2012-03-13",30.48
"67","2012-03-14",30.99
"68","2012-03-15",32.470001
"69","2012-03-16",34
"70","2012-03-19",34
"71","2012-03-20",34.09
"72","2012-03-21",33.77
"73","2012-03-22",33.25
"74","2012-03-23",33.27
"75","2012-03-26",34.299999
"76","2012-03-27",35.290001
"77","2012-03-28",34.57
"78","2012-03-29",35.16
"79","2012-03-30",35.669998
"80","2012-04-02",37.369999
"81","2012-04-03",36.59
"82","2012-04-04",36.25
"83","2012-04-05",36.23
"84","2012-04-09",35.5
"85","2012-04-10",34.580002
"86","2012-04-11",34.790001
"87","2012-04-12",35.099998
"88","2012-04-13",34.5
"89","2012-04-16",33.830002
"90","2012-04-17",35
"91","2012-04-18",35.439999
"92","2012-04-19",35.220001
"93","2012-04-20",35.02
"94","2012-04-23",33.939999
"95","2012-04-24",33.380001
"96","2012-04-25",33.689999
"97","2012-04-26",34.380001
"98","2012-04-27",36.869999
"99","2012-04-30",37.509998
"100","2012-05-01",36.529999
"101","2012-05-02",42.630001
"102","2012-05-03",40.900002
"103","2012-05-04",40.200001
"104","2012-05-07",40.970001
"105","2012-05-08",41.200001
"106","2012-05-09",40.68
"107","2012-05-10",40.790001
"108","2012-05-11",41.73
"109","2012-05-14",41.639999
"110","2012-05-15",42.650002
"111","2012-05-16",43.639999
"112","2012-05-17",41.029999
"113","2012-05-18",40.66
"114","2012-05-21",42.169998
"115","2012-05-22",42.630001
"116","2012-05-23",45.150002
"117","2012-05-24",44.400002
"118","2012-05-25",45
"119","2012-05-29",45.259998
"120","2012-05-30",43.16
"121","2012-05-31",42.880001
"122","2012-06-01",41.02
"123","2012-06-04",41.490002
"124","2012-06-05",41.09
"125","2012-06-06",42.990002
"126","2012-06-07",41.669998
"127","2012-06-08",43.02
"128","2012-06-11",42.939999
"129","2012-06-12",45.02
"130","2012-06-13",43.43
"131","2012-06-14",44.049999
"132","2012-06-15",44.380001
"133","2012-06-18",44.91
"134","2012-06-19",44.240002
"135","2012-06-20",43.290001
"136","2012-06-21",43.009998
"137","2012-06-22",45.529999
"138","2012-06-25",44.07
"139","2012-06-26",44.009998
"140","2012-06-27",44.419998
"141","2012-06-28",43.580002
"142","2012-06-29",44.689999
"143","2012-07-02",46
"144","2012-07-03",46.049999
"145","2012-07-05",46.27
"146","2012-07-06",46.360001
"147","2012-07-09",45.439999
"148","2012-07-10",44.759998
"149","2012-07-11",44.279999
"150","2012-07-12",43.880001
"151","2012-07-13",45.849998
"152","2012-07-16",46.150002
"153","2012-07-17",45.52
"154","2012-07-18",45.419998
"155","2012-07-19",45.099998
"156","2012-07-20",44.900002
"157","2012-07-23",45.610001
"158","2012-07-24",43.470001
"159","2012-07-25",36.18
"160","2012-07-26",35.040001
"161","2012-07-27",35.41
"162","2012-07-30",36.009998
"163","2012-07-31",37.41
"164","2012-08-01",36.57
"165","2012-08-02",36.209999
"166","2012-08-03",36.68
"167","2012-08-06",38.009998
"168","2012-08-07",38.66
"169","2012-08-08",36.77
"170","2012-08-09",36.18
"171","2012-08-10",35.099998
"172","2012-08-13",33.52
"173","2012-08-14",33.16
"174","2012-08-15",33.959999
"175","2012-08-16",33.849998
"176","2012-08-17",33.450001
"177","2012-08-20",33.84
"178","2012-08-21",34.049999
"179","2012-08-22",33.939999
"180","2012-08-23",33.540001
"181","2012-08-24",34.049999
"182","2012-08-27",33.970001
"183","2012-08-28",34.259998
"184","2012-08-29",34.209999
"185","2012-08-30",33.709999
"186","2012-08-31",33.439999
"187","2012-09-04",34.650002
"188","2012-09-05",35.400002
"189","2012-09-06",35.450001
"190","2012-09-07",35.610001
"191","2012-09-10",35.290001
"192","2012-09-11",35.380001
"193","2012-09-12",35.25
"194","2012-09-13",36.34
"195","2012-09-14",36.060001
"196","2012-09-17",35.810001
"197","2012-09-18",34.73
"198","2012-09-19",34.900002
"199","2012-09-20",34.48
"200","2012-09-21",34.529999
"201","2012-09-24",33.700001
"202","2012-09-25",33.740002
"203","2012-09-26",33.240002
"204","2012-09-27",33.419998
"205","2012-09-28",32.93
"206","2012-10-01",31.940001
"207","2012-10-02",32.389999
"208","2012-10-03",32.119999
"209","2012-10-04",33.400002
"210","2012-10-05",33.490002
"211","2012-10-08",33.57
"212","2012-10-09",32.52
"213","2012-10-10",32.220001
"214","2012-10-11",31.15
"215","2012-10-12",31.219999
