"","date","BRPAU"
"235","2018-10-25",10.4
"236","2018-10-26",10.4
"237","2018-10-29",10.4
"238","2018-10-30",10.4
"239","2018-10-31",10.4
"240","2018-11-01",10.4
"241","2018-11-02",10.4
"242","2018-11-05",10.4
"243","2018-11-06",10.4
"244","2018-11-07",10.4
"245","2018-11-08",10.4
"246","2018-11-09",10.4
"247","2018-11-12",10.4
"248","2018-11-13",10.4
"249","2018-11-14",10.4
"250","2018-11-15",10.4
"251","2018-11-16",10.4
"252","2018-11-19",10.4
"253","2018-11-20",10.4
"254","2018-11-21",10.4
"255","2018-11-23",10.4
"256","2018-11-26",10.55
"257","2018-11-27",10.55
"258","2018-11-28",10.55
"259","2018-11-29",10.55
"260","2018-11-30",10.55
"261","2018-12-03",10.55
"262","2018-12-04",10.55
"263","2018-12-06",10.55
"264","2018-12-07",10.55
"265","2018-12-10",10.55
"266","2018-12-11",10.55
"267","2018-12-12",10.55
"268","2018-12-13",10.55
"269","2018-12-14",10.55
"270","2018-12-17",10.55
"271","2018-12-18",10.55
"272","2018-12-19",10.55
"273","2018-12-20",10.55
"274","2018-12-21",10.55
"275","2018-12-24",10.55
"276","2018-12-26",10.55
"277","2018-12-27",10.55
"278","2018-12-28",10.55
"279","2018-12-31",10.55
"280","2019-01-02",10.55
"281","2019-01-03",10.55
"282","2019-01-04",10.55
"283","2019-01-07",10.55
"284","2019-01-08",10.59
"285","2019-01-09",10.59
"286","2019-01-10",10.59
"287","2019-01-11",10.59
"288","2019-01-14",10.59
"289","2019-01-15",10.59
"290","2019-01-16",10.59
"291","2019-01-17",10.59
"292","2019-01-18",10.59
"293","2019-01-22",10.59
"294","2019-01-23",10.59
"295","2019-01-24",10.59
"296","2019-01-25",10.59
"297","2019-01-28",10.59
"298","2019-01-29",10.59
"299","2019-01-30",10.59
"300","2019-01-31",10.59
"301","2019-02-01",10.59
"302","2019-02-04",10.59
"303","2019-02-05",10.59
"304","2019-02-06",10.59
"305","2019-02-07",10.59
"306","2019-02-08",10.59
"307","2019-02-11",10.59
"308","2019-02-12",10.59
"309","2019-02-13",10.59
"310","2019-02-14",10.5
"311","2019-02-15",10.5
"312","2019-02-19",10.5
"313","2019-02-20",10.55
"314","2019-02-21",10.55
"315","2019-02-22",10.55
"316","2019-02-25",10.55
"317","2019-02-26",10.55
"318","2019-02-27",10.55
"319","2019-02-28",10.64
"320","2019-03-01",10.64
"321","2019-03-04",10.64
"322","2019-03-05",10.64
"323","2019-03-06",10.64
"324","2019-03-07",10.64
"325","2019-03-08",10.64
"326","2019-03-11",10.64
"327","2019-03-12",10.64
"328","2019-03-13",10.64
"329","2019-03-14",10.64
"330","2019-03-15",10.64
"331","2019-03-18",10.64
"332","2019-03-19",10.64
"333","2019-03-20",10.64
"334","2019-03-21",10.65
"335","2019-03-22",10.65
"336","2019-03-25",10.65
"337","2019-03-26",10.65
"338","2019-03-27",10.65
"339","2019-03-28",10.65
"340","2019-03-29",10.65
"341","2019-04-01",10.65
"342","2019-04-02",10.65
"343","2019-04-03",10.65
"344","2019-04-04",10.64
"345","2019-04-05",10.7
"346","2019-04-08",10.7
"347","2019-04-09",10.504
"348","2019-04-10",10.504
"349","2019-04-11",10.504
"350","2019-04-12",10.504
"351","2019-04-15",10.504
"352","2019-04-16",10.504
"353","2019-04-17",10.504
"354","2019-04-18",10.504
"355","2019-04-22",10.7
"356","2019-04-23",10.7
"357","2019-04-24",10.7
"358","2019-04-25",10.7
"359","2019-04-26",10.7
"360","2019-04-29",10.7
"361","2019-04-30",10.7
"362","2019-05-01",10.7
"363","2019-05-02",10.7
"364","2019-05-03",10.7
"365","2019-05-06",10.7
"366","2019-05-07",10.7
"367","2019-05-08",10.7
"368","2019-05-09",10.7
"369","2019-05-10",10.7
"370","2019-05-13",10.7
"371","2019-05-14",10.7
"372","2019-05-15",10.7
"373","2019-05-16",10.7
"374","2019-05-17",10.7
"375","2019-05-20",10.7
"376","2019-05-21",10.7
"377","2019-05-22",10.7
"378","2019-05-23",10.7
"379","2019-05-24",10.7
"380","2019-05-28",10.7
"381","2019-05-29",10.7
"382","2019-05-30",10.7
"383","2019-05-31",10.7
"384","2019-06-03",10.7
"385","2019-06-04",10.7
"386","2019-06-05",10.7
"387","2019-06-06",10.7
"388","2019-06-07",10.65
"389","2019-06-10",10.65
"390","2019-06-11",10.65
"391","2019-06-12",10.65
"392","2019-06-13",10.65
"393","2019-06-14",10.65
"394","2019-06-17",10.65
"395","2019-06-18",10.65
"396","2019-06-19",10.65
"397","2019-06-20",10.65
"398","2019-06-21",10.65
"399","2019-06-24",10.65
"400","2019-06-25",10.65
"401","2019-06-26",10.65
"402","2019-06-27",10.65
"403","2019-06-28",10.65
"404","2019-07-01",10.65
"405","2019-07-02",10.65
"406","2019-07-03",10.65
"407","2019-07-05",10.65
"408","2019-07-08",10.65
"409","2019-07-09",10.65
"410","2019-07-10",10.65
"411","2019-07-11",10.65
"412","2019-07-12",10.65
"413","2019-07-15",10.65
"414","2019-07-16",10.65
"415","2019-07-17",10.65
"416","2019-07-18",10.65
"417","2019-07-19",10.65
"418","2019-07-22",10.65
"419","2019-07-23",10.65
"420","2019-07-24",10.65
"421","2019-07-25",10.65
"422","2019-07-26",10.65
"423","2019-07-29",10.65
"424","2019-07-30",10.65
"425","2019-07-31",10.65
"426","2019-08-01",10.65
"427","2019-08-02",10.65
"428","2019-08-05",10.65
"429","2019-08-06",10.65
"430","2019-08-07",10.65
"431","2019-08-08",10.65
"432","2019-08-09",10.65
"433","2019-08-12",10.65
"434","2019-08-13",10.65
"435","2019-08-14",10.65
"436","2019-08-15",10.65
"437","2019-08-16",10.65
"438","2019-08-19",10.65
"439","2019-08-20",10.77
"440","2019-08-21",10.95
"441","2019-08-22",10.95
"442","2019-08-23",10.95
"443","2019-08-26",10.95
"444","2019-08-27",11.1
"445","2019-08-28",11.1
"446","2019-08-29",11.1
"447","2019-08-30",10.65
"448","2019-09-03",10.65
"449","2019-09-04",10.65
"450","2019-09-05",10.65
"451","2019-09-06",10.65
"452","2019-09-09",10.65
"453","2019-09-10",10.65
"454","2019-09-11",10.65
"455","2019-09-12",10.65
"456","2019-09-13",10.65
"457","2019-09-16",10.65
"458","2019-09-17",10.65
"459","2019-09-18",10.65
"460","2019-09-19",10.65
"461","2019-09-20",10.65
"462","2019-09-23",10.65
"463","2019-09-24",10.65
"464","2019-09-25",10.65
"465","2019-09-26",10.65
"466","2019-09-27",10.65
"467","2019-09-30",10.65
"468","2019-10-01",10.65
"469","2019-10-02",10.65
"470","2019-10-03",10.65
"471","2019-10-04",10.65
"472","2019-10-07",10.65
"473","2019-10-08",10.7
"474","2019-10-09",10.7
"475","2019-10-10",10.7
"476","2019-10-11",10.7
"477","2019-10-14",10.7
"478","2019-10-15",10.7
"479","2019-10-16",10.7
"480","2019-10-17",10.7
"481","2019-10-18",10.7
"482","2019-10-21",10.7
"483","2019-10-22",10.7
"484","2019-10-23",10.731
"485","2019-10-24",10.8
"486","2019-10-25",10.8
"487","2019-10-28",10.8
"488","2019-10-29",10.8
"489","2019-10-30",10.8
"490","2019-10-31",10.8
"491","2019-11-01",10.8
"492","2019-11-04",10.8
"493","2019-11-05",10.8
"494","2019-11-06",10.8
"495","2019-11-07",10.8
"496","2019-11-08",10.8
"497","2019-11-11",10.8
"498","2019-11-12",10.8
"499","2019-11-13",10.8
"500","2019-11-14",10.8
"501","2019-11-15",10.8
"502","2019-11-18",10.8
"503","2019-11-19",10.8
"504","2019-11-20",10.8
"505","2019-11-21",10.8
"506","2019-11-22",10.8
"507","2019-11-25",10.8
"508","2019-11-26",10.8
"509","2019-11-27",10.8
"510","2019-11-29",10.8
"511","2019-12-02",10.8
"512","2019-12-03",10.8
"513","2019-12-04",10.8
"514","2019-12-05",10.8
"515","2019-12-06",10.8
"516","2019-12-09",10.8
"517","2019-12-10",10.8
"518","2019-12-11",10.8
"519","2019-12-12",10.8
"520","2019-12-13",10.7
"521","2019-12-16",10.75
"522","2019-12-17",10.75
"523","2019-12-18",10.75
"524","2019-12-19",10.75
"525","2019-12-20",10.75
"526","2019-12-23",10.75
"527","2019-12-24",10.75
"528","2019-12-26",10.75
"529","2019-12-27",10.75
"530","2019-12-30",10.75
"531","2019-12-31",10.75
"532","2020-01-02",10.75
"533","2020-01-03",10.75
"534","2020-01-06",10.75
"535","2020-01-07",10.75
"536","2020-01-08",10.75
"537","2020-01-09",10.75
"538","2020-01-10",10.75
"539","2020-01-13",10.75
"540","2020-01-14",10.75
"541","2020-01-15",10.75
"542","2020-01-16",10.75
"543","2020-01-17",10.75
"544","2020-01-21",10.75
"545","2020-01-22",10.75
"546","2020-01-23",10.75
"547","2020-01-24",10.75
"548","2020-01-27",10.75
"549","2020-01-28",10.75
"550","2020-01-29",10.854
"551","2020-01-30",10.854
"552","2020-01-31",10.85
"553","2020-02-03",10.85
"554","2020-02-04",10.85
"555","2020-02-05",10.85
"556","2020-02-06",10.85
"557","2020-02-07",10.85
"558","2020-02-10",10.85
"559","2020-02-11",10.85
"560","2020-02-12",10.85
"561","2020-02-13",10.85
"562","2020-02-14",10.85
"563","2020-02-18",10.85
"564","2020-02-19",10.85
"565","2020-02-20",10.85
"566","2020-02-21",10.85
"567","2020-02-24",10.85
"568","2020-02-25",10.85
"569","2020-02-26",10.85
"570","2020-02-27",10.85
"571","2020-02-28",10.85
"572","2020-03-02",10.85
"573","2020-03-03",10.85
"574","2020-03-04",10.85
"575","2020-03-05",10.85
"576","2020-03-06",10.85
"577","2020-03-09",10.77
"578","2020-03-10",10.77
"579","2020-03-11",10.77
"580","2020-03-12",10.77
"581","2020-03-13",10.77
"582","2020-03-16",10.77
"583","2020-03-17",10.77
"584","2020-03-18",10.77
"585","2020-03-19",10.77
"586","2020-03-20",10.77
"587","2020-03-23",10.77
"588","2020-03-24",10.77
"589","2020-03-25",10.77
"590","2020-03-26",10.77
"591","2020-03-27",10.77
"592","2020-03-30",10.77
"593","2020-03-31",10.77
"594","2020-04-01",10.77
"595","2020-04-02",10.77
"596","2020-04-03",10.77
"597","2020-04-06",10.77
"598","2020-04-07",10.77
"599","2020-04-08",10.77
"600","2020-04-09",10.77
"601","2020-04-13",10.77
"602","2020-04-14",10.77
"603","2020-04-15",10.77
"604","2020-04-16",10.77
"605","2020-04-17",10.77
"606","2020-04-20",10.77
"607","2020-04-21",10.77
"608","2020-04-22",10.77
"609","2020-04-23",10.77
"610","2020-04-24",10.77
"611","2020-04-27",10.77
"612","2020-04-28",11.36
"613","2020-04-29",11.36
"614","2020-04-30",11.36
"615","2020-05-01",11.36
"616","2020-05-04",11.36
"617","2020-05-05",11.36
"618","2020-05-06",11.36
"619","2020-05-07",11.36
"620","2020-05-08",11.36
"621","2020-05-11",11.36
"622","2020-05-12",11.36
"623","2020-05-13",11.36
"624","2020-05-14",11.36
"625","2020-05-15",11.36
"626","2020-05-18",11.36
"627","2020-05-19",11.36
"628","2020-05-20",11.36
"629","2020-05-21",11.36
"630","2020-05-22",11.36
"631","2020-05-26",11.36
"632","2020-05-27",11.36
"633","2020-05-28",11.36
"634","2020-05-29",11.36
"635","2020-06-01",11.36
"636","2020-06-02",11.36
"637","2020-06-03",11.36
"638","2020-06-04",11.36
"639","2020-06-05",11.36
"640","2020-06-08",11.36
"641","2020-06-09",11
"642","2020-06-10",11
"643","2020-06-11",11
"644","2020-06-12",11
"645","2020-06-15",12.9
"646","2020-06-16",12.9
"647","2020-06-17",14.86
"648","2020-06-18",14.86
"649","2020-06-19",14.86
"650","2020-06-22",14.86
"651","2020-06-23",14.86
"652","2020-06-24",13.56
"653","2020-06-25",13.443
"654","2020-06-26",13.443
"655","2020-06-29",13.443
"656","2020-06-30",13.443
"657","2020-07-01",13.443
"658","2020-07-02",13.443
"659","2020-07-06",13.443
"660","2020-07-07",13.443
"661","2020-07-08",13.443
"662","2020-07-09",13.443
"663","2020-07-10",13.443
"664","2020-07-13",13.443
"665","2020-07-14",13.443
"666","2020-07-15",13.443
"667","2020-07-16",13.443
"668","2020-07-17",13.443
"669","2020-07-20",13.443
"670","2020-07-21",13.443
"671","2020-07-22",13.443
"672","2020-07-23",13.443
"673","2020-07-24",13.443
"674","2020-07-27",13.443
"675","2020-07-28",13.443
"676","2020-07-29",13.443
"677","2020-07-30",13.443
"678","2020-07-31",13.443
"679","2020-08-03",13.443
"680","2020-08-04",13.443
"681","2020-08-05",13.443
"682","2020-08-06",13.443
"683","2020-08-07",13.443
"684","2020-08-10",13.443
"685","2020-08-11",13.443
"686","2020-08-12",13.443
"687","2020-08-13",13.443
"688","2020-08-14",13.443
"689","2020-08-17",13.443
"690","2020-08-18",13.443
"691","2020-08-19",13.443
"692","2020-08-20",13.443
"693","2020-08-21",13.443
"694","2020-08-24",13.443
"695","2020-08-25",13.443
"696","2020-08-26",13.443
"697","2020-08-27",13.443
"698","2020-08-28",13.443
"699","2020-08-31",13.443
"700","2020-09-01",13.443
"701","2020-09-02",13.443
"702","2020-09-03",13.443
"703","2020-09-04",13.443
"704","2020-09-08",13.443
"705","2020-09-09",13.443
"706","2020-09-10",10.2
"707","2020-09-11",10.2
"708","2020-09-14",10.2
"709","2020-09-15",10.2
"710","2020-09-16",10.2
"711","2020-09-17",10.2
"712","2020-09-18",10.2
"713","2020-09-21",10.2
"714","2020-09-22",10.2
"715","2020-09-23",10.2
"716","2020-09-24",10.2
"717","2020-09-25",10.2
"718","2020-09-28",10.2
"719","2020-09-29",10.2
"720","2020-09-30",10.2
"721","2020-10-01",10.2
"722","2020-10-02",10.2
"723","2020-10-05",10.2
"724","2020-10-06",10.2
"725","2020-10-07",10.2
"726","2020-10-08",10.2
"727","2020-10-09",10.2
"728","2020-10-12",10.2
"729","2020-10-13",10.2
"730","2020-10-14",10.2
"731","2020-10-15",10.2
"732","2020-10-16",10.2
"733","2020-10-19",10.2
"734","2020-10-20",10.2
"735","2020-10-21",10.2
"736","2020-10-22",10.2
"737","2020-10-23",10.2
"738","2020-10-26",10.2
"739","2020-10-27",10.2
"740","2020-10-28",10.2
"741","2020-10-29",10.2
"742","2020-10-30",10.2
"743","2020-11-02",10.2
"744","2020-11-03",10.2
"745","2020-11-04",10.2
"746","2020-11-05",10.2
"747","2020-11-06",10.2
"748","2020-11-09",10.2
"749","2020-11-10",10.2
"750","2020-11-11",10.2
"751","2020-11-12",10.2
"752","2020-11-13",10.2
"753","2020-11-16",10.2
"754","2020-11-17",10.2
"755","2020-11-18",10.2
"756","2020-11-19",10.2
"757","2020-11-20",10.2
"758","2020-11-23",10.2
"759","2020-11-24",10.2
"760","2020-11-25",10.2
"761","2020-11-27",10.2
