"","date","FLNT"
"1","2007-12-28",36
"2","2007-12-31",36
"3","2008-01-02",35.5
"4","2008-01-03",35.5
"5","2008-01-04",35.700001
"6","2008-01-07",35.700001
"7","2008-01-08",35.700001
"8","2008-01-09",35.700001
"9","2008-01-10",35.799999
"10","2008-01-11",35.849998
"11","2008-01-14",35.75
"12","2008-01-15",35.75
"13","2008-01-16",35.849998
"14","2008-01-17",35.799999
"15","2008-01-18",35.799999
"16","2008-01-22",35.75
"17","2008-01-23",35.799999
"18","2008-01-24",35.799999
"19","2008-01-25",35.700001
"20","2008-01-28",35.75
"21","2008-01-29",35.75
"22","2008-01-30",35.75
"23","2008-01-31",35.799999
"24","2008-02-01",35.799999
"25","2008-02-04",35.799999
"26","2008-02-05",35.75
"27","2008-02-06",35.75
"28","2008-02-07",35.75
"29","2008-02-08",35.75
"30","2008-02-11",35.75
"31","2008-02-12",35.900002
"32","2008-02-13",35.950001
"33","2008-02-14",35.900002
"34","2008-02-15",35.900002
"35","2008-02-19",35.900002
"36","2008-02-20",35.75
"37","2008-02-21",35.75
"38","2008-02-22",35.75
"39","2008-02-25",35.75
"40","2008-02-26",35.75
"41","2008-02-27",35.75
"42","2008-02-28",35.75
"43","2008-02-29",35.75
"44","2008-03-03",35.75
"45","2008-03-04",35.75
"46","2008-03-05",35.599998
"47","2008-03-06",35.799999
"48","2008-03-07",35.5
"49","2008-03-10",35.5
"50","2008-03-11",35.5
"51","2008-03-12",35.5
"52","2008-03-13",35.5
"53","2008-03-14",35.5
"54","2008-03-17",35.549999
"55","2008-03-18",35.549999
"56","2008-03-19",35.549999
"57","2008-03-20",35.549999
"58","2008-03-24",35.549999
"59","2008-03-25",35.75
"60","2008-03-26",35.75
"61","2008-03-27",35.75
"62","2008-03-28",35.5
"63","2008-03-31",35.75
"64","2008-04-01",35.599998
"65","2008-04-02",35.599998
"66","2008-04-03",35.549999
"67","2008-04-04",35.549999
"68","2008-04-07",35.75
"69","2008-04-08",35.75
"70","2008-04-09",35.75
"71","2008-04-10",35.599998
"72","2008-04-11",35.650002
"73","2008-04-14",35.650002
"74","2008-04-15",35.650002
"75","2008-04-16",35.650002
"76","2008-04-17",35.650002
"77","2008-04-18",35.75
"78","2008-04-21",35.75
"79","2008-04-22",35.900002
"80","2008-04-23",35.849998
"81","2008-04-24",35.849998
"82","2008-04-25",35.849998
"83","2008-04-28",35.950001
"84","2008-04-29",35.950001
"85","2008-04-30",35.950001
"86","2008-05-01",36
"87","2008-05-02",36
"88","2008-05-05",35.75
"89","2008-05-06",35.75
"90","2008-05-07",35.75
"91","2008-05-08",35.75
"92","2008-05-09",35.75
"93","2008-05-12",35.75
"94","2008-05-13",36.200001
"95","2008-05-14",36.200001
"96","2008-05-15",36.200001
"97","2008-05-16",35.700001
