"","date","QURE"
"215","2014-12-10",15.99
"216","2014-12-11",16.105
"217","2014-12-12",15.55
"218","2014-12-15",14.64
"219","2014-12-16",14.79
"220","2014-12-17",15.1
"221","2014-12-18",15.58
"222","2014-12-19",15.51
"223","2014-12-22",15.24
"224","2014-12-23",14.53
"225","2014-12-24",14.75
"226","2014-12-26",14.97
"227","2014-12-29",15.63
"228","2014-12-30",15.47
"229","2014-12-31",14.81
"230","2015-01-02",14.71
"231","2015-01-05",17.16
"232","2015-01-06",17.23
"233","2015-01-07",17.200001
"234","2015-01-08",17.76
"235","2015-01-09",18.34
"236","2015-01-12",20.42
"237","2015-01-13",21.01
"238","2015-01-14",23.030001
"239","2015-01-15",19.809999
"240","2015-01-16",19.98
"241","2015-01-20",19.85
"242","2015-01-21",21.58
"243","2015-01-22",20.629999
"244","2015-01-23",20.530001
"245","2015-01-26",20.6
"246","2015-01-27",20.860001
"247","2015-01-28",21.389999
"248","2015-01-29",21.049999
"249","2015-01-30",21
"250","2015-02-02",21.1
"251","2015-02-03",19.99
"252","2015-02-04",19.620001
"253","2015-02-05",20.35
"254","2015-02-06",19.74
"255","2015-02-09",18.860001
"256","2015-02-10",18.76
"257","2015-02-11",19.49
"258","2015-02-12",20.01
"259","2015-02-13",19.83
"260","2015-02-17",20.09
"261","2015-02-18",19.790001
"262","2015-02-19",19.73
"263","2015-02-20",19.27
"264","2015-02-23",20.99
"265","2015-02-24",20.450001
"266","2015-02-25",21.65
"267","2015-02-26",22.91
"268","2015-02-27",23.24
"269","2015-03-02",23.059999
"270","2015-03-03",22.870001
"271","2015-03-04",22.799999
"272","2015-03-05",22.85
"273","2015-03-06",24.620001
"274","2015-03-09",24.209999
"275","2015-03-10",24.26
"276","2015-03-11",26.059999
"277","2015-03-12",26.040001
"278","2015-03-13",25.25
"279","2015-03-16",25.4
"280","2015-03-17",25.66
"281","2015-03-18",25.049999
"282","2015-03-19",27.549999
"283","2015-03-20",27.27
"284","2015-03-23",26.809999
"285","2015-03-24",26.639999
"286","2015-03-25",24.969999
"287","2015-03-26",24.620001
"288","2015-03-27",25.09
"289","2015-03-30",25.17
"290","2015-03-31",24.32
"291","2015-04-01",23.535
"292","2015-04-02",22.860001
"293","2015-04-06",33.610001
"294","2015-04-07",33.630001
"295","2015-04-08",33.34
"296","2015-04-09",30.790001
"297","2015-04-10",28.440001
"298","2015-04-13",29.030001
"299","2015-04-14",28.4
"300","2015-04-15",27.85
"301","2015-04-16",27.68
"302","2015-04-17",26.969999
"303","2015-04-20",26.620001
"304","2015-04-21",27.59
"305","2015-04-22",26.15
"306","2015-04-23",26.370001
"307","2015-04-24",26.09
"308","2015-04-27",25.73
"309","2015-04-28",25.58
"310","2015-04-29",24.99
"311","2015-04-30",25.049999
"312","2015-05-01",24.59
"313","2015-05-04",24.27
"314","2015-05-05",24.700001
"315","2015-05-06",27.559999
"316","2015-05-07",28.33
"317","2015-05-08",28.610001
"318","2015-05-11",28.870001
"319","2015-05-12",28.290001
"320","2015-05-13",28
"321","2015-05-14",27.1
"322","2015-05-15",26.540001
"323","2015-05-18",27.67
"324","2015-05-19",27.34
"325","2015-05-20",27.879999
"326","2015-05-21",26.66
"327","2015-05-22",26.43
"328","2015-05-26",26.93
"329","2015-05-27",27.77
"330","2015-05-28",29.18
"331","2015-05-29",28.74
"332","2015-06-01",29.940001
"333","2015-06-02",30.889999
"334","2015-06-03",29.74
"335","2015-06-04",29.73
"336","2015-06-05",30.85
"337","2015-06-08",31.049999
"338","2015-06-09",30.940001
"339","2015-06-10",30.059999
"340","2015-06-11",30.25
"341","2015-06-12",29.370001
"342","2015-06-15",32.330002
"343","2015-06-16",30.57
"344","2015-06-17",30.780001
"345","2015-06-18",31
"346","2015-06-19",31.41
"347","2015-06-22",33.25
"348","2015-06-23",32.119999
"349","2015-06-24",30.9
"350","2015-06-25",30.26
"351","2015-06-26",29.120001
"352","2015-06-29",26.83
"353","2015-06-30",27
"354","2015-07-01",26.24
"355","2015-07-02",26.51
"356","2015-07-06",27.280001
"357","2015-07-07",26.700001
"358","2015-07-08",25.23
"359","2015-07-09",25.299999
"360","2015-07-10",27.15
"361","2015-07-13",27.82
"362","2015-07-14",27.98
"363","2015-07-15",27.959999
"364","2015-07-16",27.969999
"365","2015-07-17",27.57
"366","2015-07-20",27.059999
"367","2015-07-21",27.75
"368","2015-07-22",28.610001
"369","2015-07-23",28.309999
"370","2015-07-24",26.74
"371","2015-07-27",25.99
"372","2015-07-28",26.18
"373","2015-07-29",25.780001
"374","2015-07-30",25.459999
"375","2015-07-31",25.75
"376","2015-08-03",26.469999
"377","2015-08-04",26.290001
"378","2015-08-05",26.1
"379","2015-08-06",24.74
"380","2015-08-07",23.639999
"381","2015-08-10",23.940001
"382","2015-08-11",24.700001
"383","2015-08-12",26.610001
"384","2015-08-13",25.379999
"385","2015-08-14",25.530001
"386","2015-08-17",28.32
"387","2015-08-18",26.629999
"388","2015-08-19",26.209999
"389","2015-08-20",26
"390","2015-08-21",25.190001
"391","2015-08-24",23.700001
"392","2015-08-25",23.6
"393","2015-08-26",24.610001
"394","2015-08-27",25.23
"395","2015-08-28",25.77
"396","2015-08-31",26.790001
"397","2015-09-01",26.41
"398","2015-09-02",27.379999
"399","2015-09-03",25.43
"400","2015-09-04",25.59
"401","2015-09-08",27.17
"402","2015-09-09",26.59
"403","2015-09-10",26.719999
"404","2015-09-11",27.5
"405","2015-09-14",27.450001
"406","2015-09-15",28.139999
"407","2015-09-16",28.85
"408","2015-09-17",31.5
"409","2015-09-18",33.41
"410","2015-09-21",29.09
"411","2015-09-22",27.58
"412","2015-09-23",27.52
"413","2015-09-24",26.5
"414","2015-09-25",24.5
"415","2015-09-28",21.959999
"416","2015-09-29",18.99
"417","2015-09-30",20.450001
"418","2015-10-01",20.92
"419","2015-10-02",20.9
"420","2015-10-05",21.57
"421","2015-10-06",20.67
"422","2015-10-07",20.01
"423","2015-10-08",19.58
"424","2015-10-09",19.559999
"425","2015-10-12",20.120001
"426","2015-10-13",19.08
"427","2015-10-14",18.950001
"428","2015-10-15",20.16
"429","2015-10-16",19.27
"430","2015-10-19",18.860001
"431","2015-10-20",17.780001
"432","2015-10-21",17.24
"433","2015-10-22",17.200001
"434","2015-10-23",17.959999
"435","2015-10-26",17.389999
"436","2015-10-27",18.450001
"437","2015-10-28",18.42
"438","2015-10-29",17.860001
"439","2015-10-30",17.73
"440","2015-11-02",18.780001
"441","2015-11-03",19.030001
"442","2015-11-04",20.59
"443","2015-11-05",18.5
"444","2015-11-06",18.51
"445","2015-11-09",18.6
"446","2015-11-10",19.540001
"447","2015-11-11",20.57
"448","2015-11-12",18.969999
"449","2015-11-13",18.85
"450","2015-11-16",17.450001
"451","2015-11-17",17.67
"452","2015-11-18",18.120001
"453","2015-11-19",18.139999
"454","2015-11-20",18.41
"455","2015-11-23",19.26
"456","2015-11-24",20.27
"457","2015-11-25",21.57
"458","2015-11-27",22.5
"459","2015-11-30",18.780001
"460","2015-12-01",19.799999
"461","2015-12-02",19.91
"462","2015-12-03",19.049999
"463","2015-12-04",18.690001
"464","2015-12-07",17.84
"465","2015-12-08",17.92
"466","2015-12-09",18
"467","2015-12-10",17.940001
"468","2015-12-11",17.559999
"469","2015-12-14",15.97
"470","2015-12-15",17.620001
"471","2015-12-16",17.33
"472","2015-12-17",17.4
"473","2015-12-18",16
"474","2015-12-21",17.09
"475","2015-12-22",16.549999
"476","2015-12-23",16.93
"477","2015-12-24",16.559999
"478","2015-12-28",15.53
"479","2015-12-29",15.48
"480","2015-12-30",16.120001
"481","2015-12-31",16.540001
"482","2016-01-04",15.81
"483","2016-01-05",16.17
"484","2016-01-06",14.91
"485","2016-01-07",17.280001
"486","2016-01-08",18.190001
"487","2016-01-11",16.58
"488","2016-01-12",16.35
"489","2016-01-13",14.66
"490","2016-01-14",15.83
"491","2016-01-15",15.9
"492","2016-01-19",14.75
"493","2016-01-20",15.48
"494","2016-01-21",16.33
"495","2016-01-22",16.860001
"496","2016-01-25",17.389999
"497","2016-01-26",17.26
"498","2016-01-27",18.040001
"499","2016-01-28",18.209999
"500","2016-01-29",18.23
"501","2016-02-01",18.059999
"502","2016-02-02",17.4
"503","2016-02-03",17
"504","2016-02-04",16.57
"505","2016-02-05",15.49
"506","2016-02-08",14.11
"507","2016-02-09",13.83
"508","2016-02-10",13.99
"509","2016-02-11",14.25
"510","2016-02-12",14.38
"511","2016-02-16",14.77
"512","2016-02-17",15.65
"513","2016-02-18",15.07
"514","2016-02-19",15.54
"515","2016-02-22",15.5
"516","2016-02-23",14.89
"517","2016-02-24",15.05
"518","2016-02-25",15.2
"519","2016-02-26",14.67
"520","2016-02-29",14.03
"521","2016-03-01",14.71
"522","2016-03-02",15.34
"523","2016-03-03",14.6
"524","2016-03-04",14.02
"525","2016-03-07",14.72
"526","2016-03-08",13.82
"527","2016-03-09",12.82
"528","2016-03-10",13.06
"529","2016-03-11",13.22
"530","2016-03-14",13.13
"531","2016-03-15",11.8
"532","2016-03-16",11.42
"533","2016-03-17",11.14
"534","2016-03-18",11.84
"535","2016-03-21",11.99
"536","2016-03-22",12.7
"537","2016-03-23",11.86
"538","2016-03-24",11.95
"539","2016-03-28",11.48
"540","2016-03-29",11.89
"541","2016-03-30",11.76
"542","2016-03-31",11.88
"543","2016-04-01",12.75
"544","2016-04-04",13.3
"545","2016-04-05",14.57
"546","2016-04-06",14.21
"547","2016-04-07",14
"548","2016-04-08",13.65
"549","2016-04-11",12.86
"550","2016-04-12",13.11
"551","2016-04-13",12.79
"552","2016-04-14",13.02
"553","2016-04-15",13.03
"554","2016-04-18",13.23
"555","2016-04-19",12.74
"556","2016-04-20",12.89
"557","2016-04-21",14.47
"558","2016-04-22",14.47
"559","2016-04-25",14.34
"560","2016-04-26",13.98
"561","2016-04-27",13.56
"562","2016-04-28",13.32
"563","2016-04-29",12.93
"564","2016-05-02",12.98
"565","2016-05-03",13.39
"566","2016-05-04",12.17
"567","2016-05-05",12.11
"568","2016-05-06",12.07
"569","2016-05-09",12.96
"570","2016-05-10",12.9
"571","2016-05-11",12.33
"572","2016-05-12",11.71
"573","2016-05-13",12.21
"574","2016-05-16",12.72
"575","2016-05-17",12.69
"576","2016-05-18",12.68
"577","2016-05-19",12.06
"578","2016-05-20",12.03
"579","2016-05-23",12.12
"580","2016-05-24",12.39
"581","2016-05-25",12.6
"582","2016-05-26",12.27
"583","2016-05-27",11.99
"584","2016-05-31",13.545
"585","2016-06-01",13.41
"586","2016-06-02",13.99
"587","2016-06-03",14
"588","2016-06-06",14.02
"589","2016-06-07",14.3
"590","2016-06-08",12.75
"591","2016-06-09",12.14
"592","2016-06-10",11.81
"593","2016-06-13",9.91
"594","2016-06-14",9.32
"595","2016-06-15",9.35
"596","2016-06-16",9.05
"597","2016-06-17",8.57
"598","2016-06-20",8.21
"599","2016-06-21",7.88
"600","2016-06-22",7.7
"601","2016-06-23",7.74
"602","2016-06-24",7.39
"603","2016-06-27",6.94
"604","2016-06-28",7.37
"605","2016-06-29",7.07
"606","2016-06-30",7.37
"607","2016-07-01",7.72
"608","2016-07-05",7.6
"609","2016-07-06",7.67
"610","2016-07-07",7.77
"611","2016-07-08",7.85
"612","2016-07-11",7.85
"613","2016-07-12",7.94
"614","2016-07-13",7.72
"615","2016-07-14",7.35
"616","2016-07-15",7.49
"617","2016-07-18",7.59
"618","2016-07-19",7.12
"619","2016-07-20",7.13
"620","2016-07-21",7.37
"621","2016-07-22",7.17
"622","2016-07-25",7.03
"623","2016-07-26",7
"624","2016-07-27",7.14
"625","2016-07-28",7.28
"626","2016-07-29",7.27
"627","2016-08-01",7.37
"628","2016-08-02",8
"629","2016-08-03",7.96
"630","2016-08-04",8.16
"631","2016-08-05",8.71
"632","2016-08-08",8.25
"633","2016-08-09",8.37
"634","2016-08-10",8.3
"635","2016-08-11",8.23
"636","2016-08-12",8.58
"637","2016-08-15",9.29
"638","2016-08-16",8.82
"639","2016-08-17",8.41
"640","2016-08-18",8.36
"641","2016-08-19",8.21
"642","2016-08-22",8.88
"643","2016-08-23",8.44
"644","2016-08-24",8.25
"645","2016-08-25",8.22
"646","2016-08-26",8.49
"647","2016-08-29",8.35
"648","2016-08-30",8.28
"649","2016-08-31",7.84
"650","2016-09-01",7.7
"651","2016-09-02",7.7
"652","2016-09-06",8.08
"653","2016-09-07",8.17
"654","2016-09-08",8.36
"655","2016-09-09",8.17
"656","2016-09-12",8.23
"657","2016-09-13",7.98
"658","2016-09-14",7.9
"659","2016-09-15",7.9
"660","2016-09-16",7.86
"661","2016-09-19",7.77
"662","2016-09-20",7.92
"663","2016-09-21",7.75
"664","2016-09-22",7.61
"665","2016-09-23",8.06
"666","2016-09-26",7.99
"667","2016-09-27",8.19
"668","2016-09-28",8.31
"669","2016-09-29",7.55
"670","2016-09-30",7.65
"671","2016-10-03",7.58
"672","2016-10-04",7.65
"673","2016-10-05",7.91
"674","2016-10-06",7.55
"675","2016-10-07",7.58
"676","2016-10-10",7.74
"677","2016-10-11",7.48
"678","2016-10-12",7.13
"679","2016-10-13",7.02
"680","2016-10-14",6.97
"681","2016-10-17",7.18
"682","2016-10-18",7.25
"683","2016-10-19",7.2
"684","2016-10-20",7.34
"685","2016-10-21",7.2
"686","2016-10-24",7.05
"687","2016-10-25",6.97
"688","2016-10-26",6.98
"689","2016-10-27",6.77
"690","2016-10-28",6.91
"691","2016-10-31",6.79
"692","2016-11-01",7.29
"693","2016-11-02",6.91
"694","2016-11-03",6.68
"695","2016-11-04",7.07
"696","2016-11-07",6.91
"697","2016-11-08",6.76
"698","2016-11-09",7.29
"699","2016-11-10",7.74
"700","2016-11-11",8.14
"701","2016-11-14",8.3
"702","2016-11-15",7.73
"703","2016-11-16",7.04
"704","2016-11-17",7.07
"705","2016-11-18",7.12
"706","2016-11-21",7.13
"707","2016-11-22",6.67
"708","2016-11-23",6.69
"709","2016-11-25",6.85
"710","2016-11-28",6.64
"711","2016-11-29",6.4
"712","2016-11-30",6.28
"713","2016-12-01",5.99
"714","2016-12-02",5.68
"715","2016-12-05",5.68
"716","2016-12-06",5.87
"717","2016-12-07",5.83
"718","2016-12-08",6.2
"719","2016-12-09",6.08
"720","2016-12-12",5.69
"721","2016-12-13",5.79
"722","2016-12-14",5.76
"723","2016-12-15",5.62
"724","2016-12-16",5.88
"725","2016-12-19",6.06
"726","2016-12-20",5.88
"727","2016-12-21",5.71
"728","2016-12-22",5.66
"729","2016-12-23",5.91
"730","2016-12-27",5.8
"731","2016-12-28",5.62
"732","2016-12-29",5.69
"733","2016-12-30",5.6
"734","2017-01-03",5.87
"735","2017-01-04",6
"736","2017-01-05",6.01
"737","2017-01-06",5.91
"738","2017-01-09",5.9
"739","2017-01-10",6.08
"740","2017-01-11",5.94
"741","2017-01-12",5.92
"742","2017-01-13",5.98
"743","2017-01-17",5.88
"744","2017-01-18",5.76
"745","2017-01-19",5.5
"746","2017-01-20",5.48
"747","2017-01-23",5.31
"748","2017-01-24",5.28
"749","2017-01-25",5.37
"750","2017-01-26",5.42
"751","2017-01-27",5.37
"752","2017-01-30",5.51
"753","2017-01-31",5.52
"754","2017-02-01",5.72
"755","2017-02-02",6
"756","2017-02-03",6.36
"757","2017-02-06",6.37
"758","2017-02-07",6.58
"759","2017-02-08",6.45
"760","2017-02-09",6.55
"761","2017-02-10",6.94
"762","2017-02-13",6.53
"763","2017-02-14",6.58
"764","2017-02-15",6.64
"765","2017-02-16",6.33
"766","2017-02-17",6.31
"767","2017-02-21",6.1
"768","2017-02-22",6.05
"769","2017-02-23",5.85
"770","2017-02-24",5.75
"771","2017-02-27",6.14
"772","2017-02-28",6.36
"773","2017-03-01",6.45
"774","2017-03-02",6.42
"775","2017-03-03",6.39
"776","2017-03-06",6.1
"777","2017-03-07",5.92
"778","2017-03-08",6.29
"779","2017-03-09",6.25
"780","2017-03-10",6.35
"781","2017-03-13",6.35
"782","2017-03-14",6.22
"783","2017-03-15",6.33
"784","2017-03-16",6.28
"785","2017-03-17",6.2
"786","2017-03-20",6.03
"787","2017-03-21",5.79
"788","2017-03-22",5.66
"789","2017-03-23",5.68
"790","2017-03-24",5.81
"791","2017-03-27",5.89
"792","2017-03-28",5.78
"793","2017-03-29",5.78
"794","2017-03-30",5.77
"795","2017-03-31",5.78
"796","2017-04-03",5.72
"797","2017-04-04",5.66
"798","2017-04-05",5.58
"799","2017-04-06",5.62
"800","2017-04-07",5.62
"801","2017-04-10",5.69
"802","2017-04-11",5.7
"803","2017-04-12",5.62
"804","2017-04-13",5.57
"805","2017-04-17",5.56
"806","2017-04-18",5.42
"807","2017-04-19",5.56
"808","2017-04-20",5.42
"809","2017-04-21",5.29
"810","2017-04-24",4.93
"811","2017-04-25",5.05
"812","2017-04-26",5.34
"813","2017-04-27",5.46
"814","2017-04-28",5.36
"815","2017-05-01",5.46
"816","2017-05-02",5.32
"817","2017-05-03",5.18
"818","2017-05-04",5.08
"819","2017-05-05",5.05
"820","2017-05-08",4.83
"821","2017-05-09",4.82
"822","2017-05-10",4.94
"823","2017-05-11",4.84
"824","2017-05-12",4.99
"825","2017-05-15",5.05
"826","2017-05-16",5.14
"827","2017-05-17",5.08
"828","2017-05-18",5.16
"829","2017-05-19",5.71
"830","2017-05-22",5.64
"831","2017-05-23",5.87
"832","2017-05-24",5.66
"833","2017-05-25",5.42
"834","2017-05-26",5.59
"835","2017-05-30",5.53
"836","2017-05-31",5.54
"837","2017-06-01",5.53
"838","2017-06-02",5.48
"839","2017-06-05",5.31
"840","2017-06-06",5.17
"841","2017-06-07",5.24
"842","2017-06-08",5.15
"843","2017-06-09",5.13
"844","2017-06-12",5.21
"845","2017-06-13",5.41
"846","2017-06-14",5.34
"847","2017-06-15",5.14
"848","2017-06-16",5
"849","2017-06-19",5.01
"850","2017-06-20",4.99
"851","2017-06-21",5.32
"852","2017-06-22",5.88
"853","2017-06-23",5.92
"854","2017-06-26",5.96
"855","2017-06-27",5.78
"856","2017-06-28",5.98
"857","2017-06-29",6.1
"858","2017-06-30",6.19
"859","2017-07-03",6.4
"860","2017-07-05",6.2
"861","2017-07-06",6.15
"862","2017-07-07",6.36
"863","2017-07-10",6.46
"864","2017-07-11",6.49
"865","2017-07-12",6.62
"866","2017-07-13",6.62
"867","2017-07-14",6.49
"868","2017-07-17",6.48
"869","2017-07-18",7.15
"870","2017-07-19",7.8
"871","2017-07-20",8.28
"872","2017-07-21",8.19
"873","2017-07-24",8.97
"874","2017-07-25",8.77
"875","2017-07-26",8.59
"876","2017-07-27",7.95
"877","2017-07-28",8.09
"878","2017-07-31",8.02
"879","2017-08-01",7.79
"880","2017-08-02",7.84
"881","2017-08-03",8.07
"882","2017-08-04",8.12
"883","2017-08-07",8.09
"884","2017-08-08",8.36
"885","2017-08-09",8.67
"886","2017-08-10",8.35
"887","2017-08-11",8.5
"888","2017-08-14",9.05
"889","2017-08-15",8.95
"890","2017-08-16",8.72
"891","2017-08-17",8.74
"892","2017-08-18",8.41
"893","2017-08-21",8.07
"894","2017-08-22",8.07
"895","2017-08-23",7.7
"896","2017-08-24",7.82
"897","2017-08-25",7.94
"898","2017-08-28",8.55
"899","2017-08-29",7.91
"900","2017-08-30",7.85
"901","2017-08-31",8.06
"902","2017-09-01",7.98
"903","2017-09-05",7.7
"904","2017-09-06",8.04
"905","2017-09-07",8.48
"906","2017-09-08",8.36
"907","2017-09-11",8.44
"908","2017-09-12",8.2
"909","2017-09-13",8.04
"910","2017-09-14",8.13
"911","2017-09-15",8.24
"912","2017-09-18",8.47
"913","2017-09-19",8.16
"914","2017-09-20",8.49
"915","2017-09-21",9.51
"916","2017-09-22",9.58
"917","2017-09-25",9.1
"918","2017-09-26",8.8
"919","2017-09-27",8.78
"920","2017-09-28",9.07
"921","2017-09-29",9.6
"922","2017-10-02",10.39
"923","2017-10-03",10.03
"924","2017-10-04",10.25
"925","2017-10-05",10.61
"926","2017-10-06",10.7
"927","2017-10-09",10.57
"928","2017-10-10",10.96
"929","2017-10-11",10.68
"930","2017-10-12",11.09
"931","2017-10-13",10.71
"932","2017-10-16",11.98
"933","2017-10-17",11.67
"934","2017-10-18",9.47
"935","2017-10-19",15.16
"936","2017-10-20",19.27
"937","2017-10-23",18.52
"938","2017-10-24",18.780001
"939","2017-10-25",17
"940","2017-10-26",15.7
"941","2017-10-27",15.38
"942","2017-10-30",15.42
"943","2017-10-31",14.9
"944","2017-11-01",14.54
"945","2017-11-02",14.51
"946","2017-11-03",15.94
"947","2017-11-06",15.55
"948","2017-11-07",15.94
"949","2017-11-08",16.459999
"950","2017-11-09",15.71
"951","2017-11-10",15.89
"952","2017-11-13",15.36
"953","2017-11-14",15.55
"954","2017-11-15",14.78
"955","2017-11-16",15.09
"956","2017-11-17",15.04
"957","2017-11-20",15.02
"958","2017-11-21",14.93
"959","2017-11-22",15.22
"960","2017-11-24",15.81
"961","2017-11-27",14.94
"962","2017-11-28",14.75
"963","2017-11-29",14.56
"964","2017-11-30",15.14
"965","2017-12-01",15.56
"966","2017-12-04",15.25
"967","2017-12-05",15.27
"968","2017-12-06",15
"969","2017-12-07",17.02
"970","2017-12-08",17.82
"971","2017-12-11",17.360001
"972","2017-12-12",17.129999
"973","2017-12-13",17.440001
"974","2017-12-14",17.6
"975","2017-12-15",17.370001
"976","2017-12-18",17.190001
"977","2017-12-19",18.200001
"978","2017-12-20",17.01
"979","2017-12-21",17.860001
"980","2017-12-22",18.690001
"981","2017-12-26",19.32
"982","2017-12-27",19.15
"983","2017-12-28",19.379999
"984","2017-12-29",19.59
"985","2018-01-02",20.16
"986","2018-01-03",19.82
"987","2018-01-04",19.91
"988","2018-01-05",19.48
"989","2018-01-08",18.129999
"990","2018-01-09",18.51
"991","2018-01-10",18.83
"992","2018-01-11",18.52
