"","date","ASPS"
"161","2010-03-26",23.379999
"162","2010-03-29",22.83
"163","2010-03-30",22.450001
"164","2010-03-31",22.4
"165","2010-04-01",22.17
"166","2010-04-05",22.17
"167","2010-04-06",24.26
"168","2010-04-07",25.549999
"169","2010-04-08",25.799999
"170","2010-04-09",25.959999
"171","2010-04-12",25.790001
"172","2010-04-13",25.610001
"173","2010-04-14",25.68
"174","2010-04-15",26.469999
"175","2010-04-16",25.93
"176","2010-04-19",25.18
"177","2010-04-20",25.059999
"178","2010-04-21",25.290001
"179","2010-04-22",25.5
"180","2010-04-23",25.219999
"181","2010-04-26",24.879999
"182","2010-04-27",23.73
"183","2010-04-28",24.15
"184","2010-04-29",24.4
"185","2010-04-30",24.16
"186","2010-05-03",23.959999
"187","2010-05-04",24.290001
"188","2010-05-05",23.42
"189","2010-05-06",22.49
"190","2010-05-07",21.84
"191","2010-05-10",22.02
"192","2010-05-11",23.129999
"193","2010-05-12",24.16
"194","2010-05-13",24.299999
"195","2010-05-14",23.9
"196","2010-05-17",24.09
"197","2010-05-18",24.870001
"198","2010-05-19",24.85
"199","2010-05-20",24.799999
"200","2010-05-21",24.91
"201","2010-05-24",24.52
"202","2010-05-25",24.18
"203","2010-05-26",24.52
"204","2010-05-27",25.17
"205","2010-05-28",26.809999
"206","2010-06-01",26.82
"207","2010-06-02",26.82
"208","2010-06-03",26.76
"209","2010-06-04",26.969999
"210","2010-06-07",26.5
"211","2010-06-08",26.1
"212","2010-06-09",26.08
"213","2010-06-10",26.73
"214","2010-06-11",27.309999
"215","2010-06-14",28.129999
"216","2010-06-15",28.15
"217","2010-06-16",28.190001
"218","2010-06-17",27.959999
"219","2010-06-18",27.4
"220","2010-06-21",27.360001
"221","2010-06-22",26.440001
"222","2010-06-23",25.9
"223","2010-06-24",25.49
"224","2010-06-25",25.610001
"225","2010-06-28",25.49
"226","2010-06-29",24.74
"227","2010-06-30",24.74
"228","2010-07-01",24.52
"229","2010-07-02",24.440001
"230","2010-07-06",24.290001
"231","2010-07-07",24.65
"232","2010-07-08",24.940001
"233","2010-07-09",25.23
"234","2010-07-12",24.98
"235","2010-07-13",25.559999
"236","2010-07-14",25.780001
"237","2010-07-15",25.75
"238","2010-07-16",25.33
"239","2010-07-19",25.26
"240","2010-07-20",25.540001
"241","2010-07-21",26.030001
"242","2010-07-22",26.24
"243","2010-07-23",26.02
"244","2010-07-26",25.98
"245","2010-07-27",25.77
"246","2010-07-28",25.290001
"247","2010-07-29",27.17
"248","2010-07-30",28.370001
"249","2010-08-02",28.530001
"250","2010-08-03",28.5
"251","2010-08-04",28.360001
"252","2010-08-05",28.209999
"253","2010-08-06",28.18
"254","2010-08-09",28.51
"255","2010-08-10",28.09
"256","2010-08-11",26.809999
"257","2010-08-12",26.700001
"258","2010-08-13",26.48
"259","2010-08-16",26.879999
"260","2010-08-17",27.379999
"261","2010-08-18",27.440001
"262","2010-08-19",27.610001
"263","2010-08-20",27.51
"264","2010-08-23",27.309999
"265","2010-08-24",27.07
"266","2010-08-25",27.110001
"267","2010-08-26",26.389999
"268","2010-08-27",27.08
"269","2010-08-30",27.059999
"270","2010-08-31",26.5
"271","2010-09-01",26.879999
"272","2010-09-02",27.42
"273","2010-09-03",26.65
"274","2010-09-07",26.58
"275","2010-09-08",26.629999
"276","2010-09-09",26.870001
"277","2010-09-10",26.530001
"278","2010-09-13",26.860001
"279","2010-09-14",26.83
"280","2010-09-15",27.040001
"281","2010-09-16",26.719999
"282","2010-09-17",27.120001
"283","2010-09-20",27.709999
"284","2010-09-21",27.629999
"285","2010-09-22",27.66
"286","2010-09-23",29.43
"287","2010-09-24",29.9
"288","2010-09-27",30
"289","2010-09-28",29.809999
"290","2010-09-29",31.040001
"291","2010-09-30",31.139999
"292","2010-10-01",30.639999
"293","2010-10-04",29.57
"294","2010-10-05",27.58
"295","2010-10-06",25.85
"296","2010-10-07",25.4
"297","2010-10-08",25.629999
"298","2010-10-11",25.33
"299","2010-10-12",25.299999
"300","2010-10-13",26.200001
"301","2010-10-14",26.02
"302","2010-10-15",25.879999
"303","2010-10-18",25.84
"304","2010-10-19",25.6
"305","2010-10-20",26.08
"306","2010-10-21",25.469999
"307","2010-10-22",25.1
"308","2010-10-25",24.799999
"309","2010-10-26",24.48
"310","2010-10-27",24.4
"311","2010-10-28",25.25
"312","2010-10-29",26.059999
"313","2010-11-01",27.030001
"314","2010-11-02",27.139999
"315","2010-11-03",27.059999
"316","2010-11-04",27.73
"317","2010-11-05",28.26
"318","2010-11-08",28.24
"319","2010-11-09",27.98
"320","2010-11-10",28.27
"321","2010-11-11",27.76
"322","2010-11-12",26.93
"323","2010-11-15",26.780001
"324","2010-11-16",26.84
"325","2010-11-17",26.9
"326","2010-11-18",26.889999
"327","2010-11-19",26.969999
"328","2010-11-22",27.24
"329","2010-11-23",26.67
"330","2010-11-24",26.780001
"331","2010-11-26",26.709999
"332","2010-11-29",26.780001
"333","2010-11-30",27.18
"334","2010-12-01",27.549999
"335","2010-12-02",27.860001
"336","2010-12-03",28.5
"337","2010-12-06",28.26
"338","2010-12-07",28.17
"339","2010-12-08",28.5
"340","2010-12-09",28.99
"341","2010-12-10",29.33
"342","2010-12-13",29.059999
"343","2010-12-14",29.33
"344","2010-12-15",28.940001
"345","2010-12-16",28.950001
"346","2010-12-17",28.82
"347","2010-12-20",28.51
"348","2010-12-21",28.719999
"349","2010-12-22",28.700001
"350","2010-12-23",28.76
"351","2010-12-27",28.76
"352","2010-12-28",28.59
"353","2010-12-29",28.540001
"354","2010-12-30",28.65
"355","2010-12-31",28.709999
"356","2011-01-03",28.709999
"357","2011-01-04",28.98
"358","2011-01-05",29.120001
"359","2011-01-06",29.120001
"360","2011-01-07",28.950001
"361","2011-01-10",28.9
"362","2011-01-11",28.84
"363","2011-01-12",28.950001
"364","2011-01-13",29.059999
"365","2011-01-14",29
"366","2011-01-18",29.219999
"367","2011-01-19",29.02
"368","2011-01-20",28.780001
"369","2011-01-21",28.68
"370","2011-01-24",28.66
"371","2011-01-25",28.51
"372","2011-01-26",28.65
"373","2011-01-27",28.74
"374","2011-01-28",28.67
"375","2011-01-31",28.98
"376","2011-02-01",29.42
"377","2011-02-02",29.450001
"378","2011-02-03",29.73
"379","2011-02-04",29.360001
"380","2011-02-07",29.68
"381","2011-02-08",29.620001
"382","2011-02-09",29.690001
"383","2011-02-10",29.65
"384","2011-02-11",29.9
"385","2011-02-14",30.1
"386","2011-02-15",29.889999
"387","2011-02-16",30.030001
"388","2011-02-17",30.5
"389","2011-02-18",30.34
"390","2011-02-22",30.110001
"391","2011-02-23",30.059999
"392","2011-02-24",30.049999
"393","2011-02-25",30.219999
"394","2011-02-28",30.190001
"395","2011-03-01",30.049999
"396","2011-03-02",29.99
"397","2011-03-03",29.91
"398","2011-03-04",30
"399","2011-03-07",29.75
"400","2011-03-08",29.84
"401","2011-03-09",30.120001
"402","2011-03-10",30
"403","2011-03-11",30
"404","2011-03-14",30.01
"405","2011-03-15",29.83
"406","2011-03-16",29.709999
"407","2011-03-17",30
"408","2011-03-18",30.139999
"409","2011-03-21",30.200001
"410","2011-03-22",30.15
"411","2011-03-23",30.1
"412","2011-03-24",30.030001
"413","2011-03-25",30.209999
"414","2011-03-28",30.26
"415","2011-03-29",30.4
"416","2011-03-30",30.360001
"417","2011-03-31",30.68
"418","2011-04-01",30.84
"419","2011-04-04",30.9
"420","2011-04-05",30.74
"421","2011-04-06",30.76
"422","2011-04-07",30.709999
"423","2011-04-08",30.82
"424","2011-04-11",30.5
"425","2011-04-12",30.49
"426","2011-04-13",30.700001
"427","2011-04-14",30.75
"428","2011-04-15",31.07
"429","2011-04-18",31.190001
"430","2011-04-19",31.24
"431","2011-04-20",32.380001
"432","2011-04-21",32.790001
"433","2011-04-25",32.560001
"434","2011-04-26",32.709999
"435","2011-04-27",32.580002
"436","2011-04-28",32.5
"437","2011-04-29",32.48
"438","2011-05-02",32.490002
"439","2011-05-03",32.389999
"440","2011-05-04",32.48
"441","2011-05-05",32.279999
"442","2011-05-06",32.27
"443","2011-05-09",32.790001
"444","2011-05-10",34.459999
"445","2011-05-11",33.970001
"446","2011-05-12",34.450001
"447","2011-05-13",34.540001
"448","2011-05-16",34.099998
"449","2011-05-17",34.080002
"450","2011-05-18",33.98
"451","2011-05-19",34.349998
"452","2011-05-20",36.209999
"453","2011-05-23",35.299999
"454","2011-05-24",35.139999
"455","2011-05-25",35.23
"456","2011-05-26",35
"457","2011-05-27",35.200001
"458","2011-05-31",35.720001
"459","2011-06-01",35.360001
"460","2011-06-02",35.91
"461","2011-06-03",36.599998
"462","2011-06-06",36.540001
"463","2011-06-07",36.349998
"464","2011-06-08",36.889999
"465","2011-06-09",36.869999
"466","2011-06-10",36.150002
"467","2011-06-13",35.610001
"468","2011-06-14",36.869999
"469","2011-06-15",36.119999
"470","2011-06-16",35.360001
"471","2011-06-17",36.189999
"472","2011-06-20",35.799999
"473","2011-06-21",35.82
"474","2011-06-22",35.68
"475","2011-06-23",35.5
"476","2011-06-24",35.639999
"477","2011-06-27",35.990002
"478","2011-06-28",36.439999
"479","2011-06-29",36.59
"480","2011-06-30",36.799999
"481","2011-07-01",37.25
"482","2011-07-05",37.490002
"483","2011-07-06",37.610001
"484","2011-07-07",37.48
"485","2011-07-08",37.279999
"486","2011-07-11",36.990002
"487","2011-07-12",37.169998
"488","2011-07-13",37.450001
"489","2011-07-14",37.099998
"490","2011-07-15",37.099998
"491","2011-07-18",36.939999
"492","2011-07-19",36.889999
"493","2011-07-20",36.970001
"494","2011-07-21",37.09
"495","2011-07-22",36.900002
"496","2011-07-25",36.639999
"497","2011-07-26",36.380001
"498","2011-07-27",35.540001
"499","2011-07-28",33.98
"500","2011-07-29",33.84
"501","2011-08-01",34.5
"502","2011-08-02",34.450001
"503","2011-08-03",34.689999
"504","2011-08-04",34
"505","2011-08-05",33.950001
"506","2011-08-08",31.790001
"507","2011-08-09",32.389999
"508","2011-08-10",32.459999
"509","2011-08-11",33.439999
"510","2011-08-12",33.709999
"511","2011-08-15",34.27
"512","2011-08-16",34.16
"513","2011-08-17",34.34
"514","2011-08-18",33.400002
"515","2011-08-19",32.299999
"516","2011-08-22",32.68
"517","2011-08-23",32.799999
"518","2011-08-24",32.790001
"519","2011-08-25",32.66
"520","2011-08-26",32.82
"521","2011-08-29",33.68
"522","2011-08-30",33.93
"523","2011-08-31",34.849998
"524","2011-09-01",35.130001
"525","2011-09-02",34.830002
"526","2011-09-06",35.16
"527","2011-09-07",35.32
"528","2011-09-08",35.630001
"529","2011-09-09",34.73
"530","2011-09-12",35.220001
"531","2011-09-13",35.66
"532","2011-09-14",36.299999
"533","2011-09-15",36.080002
"534","2011-09-16",36.98
"535","2011-09-19",37.049999
"536","2011-09-20",37.040001
"537","2011-09-21",36.740002
"538","2011-09-22",35.400002
"539","2011-09-23",35.880001
"540","2011-09-26",35.27
"541","2011-09-27",35.130001
"542","2011-09-28",35.16
"543","2011-09-29",35.18
"544","2011-09-30",35.389999
"545","2011-10-03",34.68
"546","2011-10-04",34.41
"547","2011-10-05",35.099998
"548","2011-10-06",35.490002
"549","2011-10-07",35.470001
"550","2011-10-10",35.57
"551","2011-10-11",36.310001
"552","2011-10-12",36.919998
"553","2011-10-13",36.599998
"554","2011-10-14",36.599998
"555","2011-10-17",35.939999
"556","2011-10-18",36.259998
"557","2011-10-19",35.900002
"558","2011-10-20",35.669998
"559","2011-10-21",35.759998
"560","2011-10-24",36.619999
"561","2011-10-25",37.040001
"562","2011-10-26",37.419998
"563","2011-10-27",39.950001
"564","2011-10-28",40.450001
"565","2011-10-31",40.25
"566","2011-11-01",40.439999
"567","2011-11-02",42.689999
"568","2011-11-03",43.540001
"569","2011-11-04",43.310001
"570","2011-11-07",42.639999
"571","2011-11-08",42.77
"572","2011-11-09",42.889999
"573","2011-11-10",42.5
"574","2011-11-11",43.98
"575","2011-11-14",43.759998
"576","2011-11-15",44.869999
"577","2011-11-16",45.290001
"578","2011-11-17",45.66
"579","2011-11-18",45.52
"580","2011-11-21",45.330002
"581","2011-11-22",46.389999
"582","2011-11-23",46.529999
"583","2011-11-25",46.200001
"584","2011-11-28",47.02
"585","2011-11-29",46.669998
"586","2011-11-30",47.610001
"587","2011-12-01",47.720001
"588","2011-12-02",48.099998
"589","2011-12-05",48.240002
"590","2011-12-06",49.630001
"591","2011-12-07",49.880001
"592","2011-12-08",50.209999
"593","2011-12-09",50.23
"594","2011-12-12",50.689999
"595","2011-12-13",50.700001
"596","2011-12-14",49.509998
"597","2011-12-15",49.169998
"598","2011-12-16",49.66
"599","2011-12-19",49.549999
"600","2011-12-20",49.900002
"601","2011-12-21",49.720001
"602","2011-12-22",49.689999
"603","2011-12-23",49.93
"604","2011-12-27",50.07
"605","2011-12-28",50
"606","2011-12-29",50.09
"607","2011-12-30",50.18
"608","2012-01-03",49.259998
"609","2012-01-04",48.549999
"610","2012-01-05",50.330002
"611","2012-01-06",50.490002
"612","2012-01-09",50.380001
"613","2012-01-10",49.75
"614","2012-01-11",48.900002
"615","2012-01-12",50.43
"616","2012-01-13",50.459999
"617","2012-01-17",50.599998
"618","2012-01-18",50.5
"619","2012-01-19",50.310001
"620","2012-01-20",50.639999
"621","2012-01-23",52.060001
"622","2012-01-24",52.919998
"623","2012-01-25",53.279999
"624","2012-01-26",54.130001
"625","2012-01-27",54.060001
"626","2012-01-30",53.32
"627","2012-01-31",53.490002
"628","2012-02-01",53.779999
"629","2012-02-02",53.900002
"630","2012-02-03",53.099998
"631","2012-02-06",52.93
"632","2012-02-07",52.790001
"633","2012-02-08",52.540001
"634","2012-02-09",53.169998
"635","2012-02-10",50.5
"636","2012-02-13",51.240002
"637","2012-02-14",52.950001
"638","2012-02-15",53.5
"639","2012-02-16",54.689999
"640","2012-02-17",59.139999
"641","2012-02-21",60.16
"642","2012-02-22",62.48
"643","2012-02-23",63.990002
"644","2012-02-24",64.610001
"645","2012-02-27",64.779999
"646","2012-02-28",64.370003
"647","2012-02-29",64.440002
"648","2012-03-01",63.599998
"649","2012-03-02",63.419998
"650","2012-03-05",63.849998
"651","2012-03-06",63.880001
"652","2012-03-07",63.59
"653","2012-03-08",61.220001
"654","2012-03-09",63.259998
"655","2012-03-12",63.43
"656","2012-03-13",63.57
"657","2012-03-14",63.77
"658","2012-03-15",63.529999
"659","2012-03-16",62.669998
"660","2012-03-19",64.18
"661","2012-03-20",64.209999
"662","2012-03-21",64.230003
"663","2012-03-22",63.52
"664","2012-03-23",63.389999
"665","2012-03-26",63.73
"666","2012-03-27",63.040001
"667","2012-03-28",62.150002
"668","2012-03-29",62.610001
"669","2012-03-30",60.639999
"670","2012-04-02",62.299999
"671","2012-04-03",62.619999
"672","2012-04-04",60.849998
"673","2012-04-05",61.110001
"674","2012-04-09",59.41
"675","2012-04-10",57.029999
"676","2012-04-11",57.290001
"677","2012-04-12",58.299999
"678","2012-04-13",57.669998
"679","2012-04-16",57.709999
"680","2012-04-17",58.02
"681","2012-04-18",59.189999
"682","2012-04-19",58.959999
"683","2012-04-20",58.900002
"684","2012-04-23",58.709999
"685","2012-04-24",58.790001
"686","2012-04-25",59.93
"687","2012-04-26",60.950001
"688","2012-04-27",60.52
"689","2012-04-30",59.830002
"690","2012-05-01",59.139999
"691","2012-05-02",59.09
"692","2012-05-03",59.34
"693","2012-05-04",57.189999
"694","2012-05-07",56.189999
"695","2012-05-08",54.290001
"696","2012-05-09",54.240002
"697","2012-05-10",53.970001
"698","2012-05-11",56.779999
"699","2012-05-14",56.139999
"700","2012-05-15",56.860001
"701","2012-05-16",55.330002
"702","2012-05-17",52.349998
"703","2012-05-18",53.57
"704","2012-05-21",53.779999
"705","2012-05-22",55.509998
"706","2012-05-23",57.41
"707","2012-05-24",59.02
"708","2012-05-25",57.98
"709","2012-05-29",57.5
"710","2012-05-30",57.09
"711","2012-05-31",57.860001
"712","2012-06-01",57.77
"713","2012-06-04",59.110001
"714","2012-06-05",62.5
"715","2012-06-06",64.400002
"716","2012-06-07",63.759998
"717","2012-06-08",64.940002
"718","2012-06-11",65.489998
"719","2012-06-12",66.129997
"720","2012-06-13",66.019997
"721","2012-06-14",65.349998
"722","2012-06-15",67.400002
"723","2012-06-18",70.370003
"724","2012-06-19",71.769997
"725","2012-06-20",70.970001
"726","2012-06-21",70.349998
"727","2012-06-22",70.849998
"728","2012-06-25",70.779999
"729","2012-06-26",71.699997
"730","2012-06-27",72.360001
"731","2012-06-28",71.739998
"732","2012-06-29",73.230003
"733","2012-07-02",75.650002
"734","2012-07-03",75.43
"735","2012-07-05",74.989998
"736","2012-07-06",74.440002
"737","2012-07-09",74.360001
"738","2012-07-10",73.160004
"739","2012-07-11",73.370003
"740","2012-07-12",70.699997
"741","2012-07-13",73.860001
"742","2012-07-16",75
"743","2012-07-17",74.589996
"744","2012-07-18",75.379997
"745","2012-07-19",75.870003
"746","2012-07-20",75.75
"747","2012-07-23",74.440002
"748","2012-07-24",73.800003
"749","2012-07-25",74.419998
"750","2012-07-26",72.800003
"751","2012-07-27",73.93
"752","2012-07-30",77.489998
"753","2012-07-31",77.559998
"754","2012-08-01",77.779999
"755","2012-08-02",77.889999
"756","2012-08-03",78.400002
"757","2012-08-06",81.860001
"758","2012-08-07",82.790001
"759","2012-08-08",84.300003
"760","2012-08-09",83.610001
"761","2012-08-10",83.599998
"762","2012-08-13",84.669998
"763","2012-08-14",84.440002
"764","2012-08-15",84.690002
"765","2012-08-16",89.309998
"766","2012-08-17",90.790001
"767","2012-08-20",90.050003
"768","2012-08-21",85.110001
"769","2012-08-22",84.949997
"770","2012-08-23",84.120003
"771","2012-08-24",84.099998
"772","2012-08-27",84.449997
"773","2012-08-28",85.489998
"774","2012-08-29",85.589996
"775","2012-08-30",83.589996
"776","2012-08-31",84.290001
"777","2012-09-04",86
"778","2012-09-05",87.389999
"779","2012-09-06",87.720001
"780","2012-09-07",85.839996
"781","2012-09-10",87.279999
"782","2012-09-11",87.550003
"783","2012-09-12",89.449997
"784","2012-09-13",91.059998
"785","2012-09-14",89.760002
"786","2012-09-17",90.25
"787","2012-09-18",89.269997
"788","2012-09-19",89.459999
"789","2012-09-20",90.459999
"790","2012-09-21",89.230003
"791","2012-09-24",87.239998
"792","2012-09-25",85.269997
"793","2012-09-26",84.199997
"794","2012-09-27",86.050003
"795","2012-09-28",86.25
"796","2012-10-01",88.489998
"797","2012-10-02",88.050003
"798","2012-10-03",102.690002
"799","2012-10-04",114.099998
"800","2012-10-05",111.440002
"801","2012-10-08",111.790001
"802","2012-10-09",108.410004
"803","2012-10-10",108.389999
"804","2012-10-11",111.080002
"805","2012-10-12",114.730003
"806","2012-10-15",114.709999
"807","2012-10-16",117.440002
"808","2012-10-17",117.050003
"809","2012-10-18",111.839996
"810","2012-10-19",111.919998
"811","2012-10-22",112.029999
"812","2012-10-23",109.760002
"813","2012-10-24",124.330002
"814","2012-10-25",115.900002
"815","2012-10-26",115.410004
"816","2012-10-31",113.5
"817","2012-11-01",110.339996
"818","2012-11-02",111
"819","2012-11-05",107.629997
"820","2012-11-06",106.599998
"821","2012-11-07",111.940002
"822","2012-11-08",111.989998
"823","2012-11-09",109.580002
"824","2012-11-12",107.150002
"825","2012-11-13",105.510002
"826","2012-11-14",102.440002
"827","2012-11-15",100.519997
"828","2012-11-16",103.870003
"829","2012-11-19",105.5
"830","2012-11-20",104.470001
"831","2012-11-21",105.849998
"832","2012-11-23",103.970001
"833","2012-11-26",101.93
"834","2012-11-27",104.68
"835","2012-11-28",103.730003
"836","2012-11-29",106.330002
"837","2012-11-30",106.330002
"838","2012-12-03",104.120003
"839","2012-12-04",100.650002
"840","2012-12-05",97.93
"841","2012-12-06",101.190002
"842","2012-12-07",103.019997
"843","2012-12-10",103.300003
"844","2012-12-11",102.690002
"845","2012-12-12",106.730003
"846","2012-12-13",104.849998
"847","2012-12-14",95.050003
"848","2012-12-17",94.370003
"849","2012-12-18",93.760002
"850","2012-12-19",89.25
"851","2012-12-20",89.260002
"852","2012-12-21",87.589996
"853","2012-12-24",86.620003
"854","2012-12-26",84.559998
"855","2012-12-27",85.760002
"856","2012-12-28",85.75
"857","2012-12-31",86.650002
"858","2013-01-02",87.760002
"859","2013-01-03",85.540001
"860","2013-01-04",86.870003
"861","2013-01-07",87.510002
"862","2013-01-08",91.529999
"863","2013-01-09",91.370003
"864","2013-01-10",93.57
"865","2013-01-11",94.629997
"866","2013-01-14",94.919998
"867","2013-01-15",96.019997
"868","2013-01-16",94.510002
"869","2013-01-17",94.919998
"870","2013-01-18",93.260002
"871","2013-01-22",93.940002
"872","2013-01-23",93.199997
"873","2013-01-24",92.589996
"874","2013-01-25",91.589996
"875","2013-01-28",88.040001
"876","2013-01-29",87.639999
"877","2013-01-30",86.290001
"878","2013-01-31",87.870003
"879","2013-02-01",89.370003
"880","2013-02-04",87.839996
"881","2013-02-05",87.970001
"882","2013-02-06",87.739998
"883","2013-02-07",87.080002
"884","2013-02-08",86.050003
"885","2013-02-11",85.57
"886","2013-02-12",83.860001
"887","2013-02-13",91.010002
"888","2013-02-14",87.440002
"889","2013-02-15",87.730003
"890","2013-02-19",87.040001
"891","2013-02-20",85
"892","2013-02-21",80.760002
"893","2013-02-22",78.589996
"894","2013-02-25",77.379997
"895","2013-02-26",75.449997
"896","2013-02-27",78.839996
"897","2013-02-28",81.540001
"898","2013-03-01",81.910004
"899","2013-03-04",82.230003
"900","2013-03-05",83.790001
"901","2013-03-06",81.730003
"902","2013-03-07",82.459999
"903","2013-03-08",83.720001
"904","2013-03-11",82.400002
"905","2013-03-12",83.339996
"906","2013-03-13",81.029999
"907","2013-03-14",81.75
"908","2013-03-15",79.449997
"909","2013-03-18",75.900002
"910","2013-03-19",71.800003
"911","2013-03-20",71.32
"912","2013-03-21",70.699997
"913","2013-03-22",69.879997
"914","2013-03-25",67.349998
"915","2013-03-26",69.199997
"916","2013-03-27",70.43
"917","2013-03-28",69.75
"918","2013-04-01",69.43
"919","2013-04-02",70.720001
"920","2013-04-03",69.510002
"921","2013-04-04",70.93
"922","2013-04-05",73.650002
"923","2013-04-08",75.839996
"924","2013-04-09",75.970001
"925","2013-04-10",76.209999
"926","2013-04-11",77.010002
"927","2013-04-12",76.550003
"928","2013-04-15",75.43
"929","2013-04-16",76.18
"930","2013-04-17",75.269997
"931","2013-04-18",72.93
"932","2013-04-19",72.389999
"933","2013-04-22",71.650002
"934","2013-04-23",72.980003
"935","2013-04-24",74.32
"936","2013-04-25",80.080002
"937","2013-04-26",81.550003
"938","2013-04-29",83.190002
"939","2013-04-30",82.540001
"940","2013-05-01",81.739998
"941","2013-05-02",83.220001
"942","2013-05-03",84.790001
"943","2013-05-06",90.18
"944","2013-05-07",90.18
"945","2013-05-08",90.949997
"946","2013-05-09",92
"947","2013-05-10",92.300003
"948","2013-05-13",91.900002
"949","2013-05-14",93.589996
"950","2013-05-15",95.120003
"951","2013-05-16",94.800003
"952","2013-05-17",95.440002
"953","2013-05-20",95.529999
"954","2013-05-21",96.010002
"955","2013-05-22",92.739998
"956","2013-05-23",92.830002
"957","2013-05-24",91.669998
"958","2013-05-28",92.959999
"959","2013-05-29",93.400002
"960","2013-05-30",95.209999
