"","date","FB"
"102","2012-10-11",19.75
"103","2012-10-12",19.52
"104","2012-10-15",19.52
"105","2012-10-16",19.48
"106","2012-10-17",19.879999
"107","2012-10-18",18.98
"108","2012-10-19",19
"109","2012-10-22",19.32
"110","2012-10-23",19.5
"111","2012-10-24",23.23
"112","2012-10-25",22.559999
"113","2012-10-26",21.940001
"114","2012-10-31",21.110001
"115","2012-11-01",21.209999
"116","2012-11-02",21.18
"117","2012-11-05",21.25
"118","2012-11-06",21.17
"119","2012-11-07",20.469999
"120","2012-11-08",19.99
"121","2012-11-09",19.209999
"122","2012-11-12",20.07
"123","2012-11-13",19.860001
"124","2012-11-14",22.360001
"125","2012-11-15",22.17
"126","2012-11-16",23.559999
"127","2012-11-19",22.92
"128","2012-11-20",23.1
"129","2012-11-21",24.32
"130","2012-11-23",24
"131","2012-11-26",25.940001
"132","2012-11-27",26.15
"133","2012-11-28",26.360001
"134","2012-11-29",27.32
"135","2012-11-30",28
"136","2012-12-03",27.040001
"137","2012-12-04",27.459999
"138","2012-12-05",27.709999
"139","2012-12-06",26.969999
"140","2012-12-07",27.49
"141","2012-12-10",27.84
"142","2012-12-11",27.98
"143","2012-12-12",27.58
"144","2012-12-13",28.24
"145","2012-12-14",26.809999
"146","2012-12-17",26.75
"147","2012-12-18",27.709999
"148","2012-12-19",27.41
"149","2012-12-20",27.360001
"150","2012-12-21",26.26
"151","2012-12-24",26.93
"152","2012-12-26",26.51
"153","2012-12-27",26.049999
"154","2012-12-28",25.91
"155","2012-12-31",26.620001
"156","2013-01-02",28
"157","2013-01-03",27.77
"158","2013-01-04",28.76
"159","2013-01-07",29.42
"160","2013-01-08",29.059999
"161","2013-01-09",30.59
"162","2013-01-10",31.299999
"163","2013-01-11",31.719999
"164","2013-01-14",30.950001
"165","2013-01-15",30.1
"166","2013-01-16",29.85
"167","2013-01-17",30.139999
"168","2013-01-18",29.66
"169","2013-01-22",30.73
"170","2013-01-23",30.82
"171","2013-01-24",31.08
"172","2013-01-25",31.540001
"173","2013-01-28",32.470001
"174","2013-01-29",30.790001
"175","2013-01-30",31.24
"176","2013-01-31",30.98
"177","2013-02-01",29.73
"178","2013-02-04",28.110001
"179","2013-02-05",28.639999
"180","2013-02-06",29.049999
"181","2013-02-07",28.65
"182","2013-02-08",28.549999
"183","2013-02-11",28.26
"184","2013-02-12",27.370001
"185","2013-02-13",27.91
"186","2013-02-14",28.5
"187","2013-02-15",28.32
"188","2013-02-19",28.93
"189","2013-02-20",28.459999
"190","2013-02-21",27.280001
"191","2013-02-22",27.129999
"192","2013-02-25",27.27
"193","2013-02-26",27.389999
"194","2013-02-27",26.870001
"195","2013-02-28",27.25
"196","2013-03-01",27.780001
"197","2013-03-04",27.719999
"198","2013-03-05",27.52
"199","2013-03-06",27.450001
"200","2013-03-07",28.58
"201","2013-03-08",27.959999
"202","2013-03-11",28.139999
"203","2013-03-12",27.83
"204","2013-03-13",27.08
"205","2013-03-14",27.040001
"206","2013-03-15",26.65
"207","2013-03-18",26.49
"208","2013-03-19",26.549999
"209","2013-03-20",25.860001
"210","2013-03-21",25.74
"211","2013-03-22",25.73
"212","2013-03-25",25.129999
"213","2013-03-26",25.209999
"214","2013-03-27",26.09
"215","2013-03-28",25.58
"216","2013-04-01",25.530001
"217","2013-04-02",25.42
"218","2013-04-03",26.25
"219","2013-04-04",27.07
"220","2013-04-05",27.389999
"221","2013-04-08",26.85
"222","2013-04-09",26.59
"223","2013-04-10",27.57
"224","2013-04-11",28.02
"225","2013-04-12",27.4
"226","2013-04-15",26.52
"227","2013-04-16",26.92
"228","2013-04-17",26.629999
"229","2013-04-18",25.690001
"230","2013-04-19",25.73
"231","2013-04-22",25.969999
"232","2013-04-23",25.98
"233","2013-04-24",26.110001
"234","2013-04-25",26.139999
"235","2013-04-26",26.85
"236","2013-04-29",26.98
"237","2013-04-30",27.77
"238","2013-05-01",27.43
"239","2013-05-02",28.969999
"240","2013-05-03",28.309999
"241","2013-05-06",27.57
"242","2013-05-07",26.889999
"243","2013-05-08",27.120001
"244","2013-05-09",27.040001
"245","2013-05-10",26.68
"246","2013-05-13",26.82
"247","2013-05-14",27.07
"248","2013-05-15",26.6
"249","2013-05-16",26.129999
"250","2013-05-17",26.25
"251","2013-05-20",25.76
"252","2013-05-21",25.66
"253","2013-05-22",25.16
"254","2013-05-23",25.059999
"255","2013-05-24",24.309999
"256","2013-05-28",24.1
"257","2013-05-29",23.32
"258","2013-05-30",24.549999
"259","2013-05-31",24.35
"260","2013-06-03",23.85
"261","2013-06-04",23.52
"262","2013-06-05",22.9
"263","2013-06-06",22.969999
"264","2013-06-07",23.290001
"265","2013-06-10",24.33
"266","2013-06-11",24.030001
"267","2013-06-12",23.77
"268","2013-06-13",23.73
"269","2013-06-14",23.629999
"270","2013-06-17",24.02
"271","2013-06-18",24.209999
"272","2013-06-19",24.309999
"273","2013-06-20",23.9
"274","2013-06-21",24.530001
"275","2013-06-24",23.940001
"276","2013-06-25",24.25
"277","2013-06-26",24.16
"278","2013-06-27",24.66
"279","2013-06-28",24.879999
"280","2013-07-01",24.809999
"281","2013-07-02",24.41
"282","2013-07-03",24.52
"283","2013-07-05",24.370001
"284","2013-07-08",24.709999
"285","2013-07-09",25.48
"286","2013-07-10",25.799999
"287","2013-07-11",25.809999
"288","2013-07-12",25.91
"289","2013-07-15",26.280001
"290","2013-07-16",26.32
"291","2013-07-17",26.65
"292","2013-07-18",26.18
"293","2013-07-19",25.879999
"294","2013-07-22",26.049999
"295","2013-07-23",26.129999
"296","2013-07-24",26.51
"297","2013-07-25",34.360001
"298","2013-07-26",34.009998
"299","2013-07-29",35.43
"300","2013-07-30",37.630001
"301","2013-07-31",36.799999
"302","2013-08-01",37.490002
"303","2013-08-02",38.049999
"304","2013-08-05",39.189999
"305","2013-08-06",38.549999
"306","2013-08-07",38.869999
"307","2013-08-08",38.540001
"308","2013-08-09",38.5
"309","2013-08-12",38.220001
"310","2013-08-13",37.02
"311","2013-08-14",36.650002
"312","2013-08-15",36.560001
"313","2013-08-16",37.080002
"314","2013-08-19",37.810001
"315","2013-08-20",38.41
"316","2013-08-21",38.32
"317","2013-08-22",38.549999
"318","2013-08-23",40.549999
"319","2013-08-26",41.34
"320","2013-08-27",39.639999
"321","2013-08-28",40.549999
"322","2013-08-29",41.279999
"323","2013-08-30",41.290001
"324","2013-09-03",41.869999
"325","2013-09-04",41.779999
"326","2013-09-05",42.66
"327","2013-09-06",43.950001
"328","2013-09-09",44.040001
"329","2013-09-10",43.599998
"330","2013-09-11",45.040001
"331","2013-09-12",44.75
"332","2013-09-13",44.310001
"333","2013-09-16",42.509998
"334","2013-09-17",45.07
"335","2013-09-18",45.23
"336","2013-09-19",45.98
"337","2013-09-20",47.490002
"338","2013-09-23",47.189999
"339","2013-09-24",48.450001
"340","2013-09-25",49.459999
"341","2013-09-26",50.389999
"342","2013-09-27",51.240002
"343","2013-09-30",50.23
"344","2013-10-01",50.419998
"345","2013-10-02",50.279999
"346","2013-10-03",49.18
"347","2013-10-04",51.040001
"348","2013-10-07",50.52
"349","2013-10-08",47.139999
"350","2013-10-09",46.77
"351","2013-10-10",49.049999
"352","2013-10-11",49.110001
"353","2013-10-14",49.509998
"354","2013-10-15",49.5
"355","2013-10-16",51.139999
"356","2013-10-17",52.209999
"357","2013-10-18",54.220001
"358","2013-10-21",53.849998
"359","2013-10-22",52.68
"360","2013-10-23",51.900002
"361","2013-10-24",52.450001
"362","2013-10-25",51.950001
"363","2013-10-28",50.23
"364","2013-10-29",49.400002
"365","2013-10-30",49.009998
"366","2013-10-31",50.209999
"367","2013-11-01",49.75
"368","2013-11-04",48.220001
"369","2013-11-05",50.110001
"370","2013-11-06",49.119999
"371","2013-11-07",47.560001
"372","2013-11-08",47.529999
"373","2013-11-11",46.200001
"374","2013-11-12",46.610001
"375","2013-11-13",48.709999
"376","2013-11-14",48.990002
"377","2013-11-15",49.009998
"378","2013-11-18",45.830002
"379","2013-11-19",46.360001
"380","2013-11-20",46.43
"381","2013-11-21",46.700001
"382","2013-11-22",46.23
"383","2013-11-25",44.82
"384","2013-11-26",45.889999
"385","2013-11-27",46.490002
"386","2013-11-29",47.009998
"387","2013-12-02",47.060001
"388","2013-12-03",46.73
"389","2013-12-04",48.619999
"390","2013-12-05",48.34
"391","2013-12-06",47.939999
"392","2013-12-09",48.84
"393","2013-12-10",50.25
"394","2013-12-11",49.380001
"395","2013-12-12",51.830002
"396","2013-12-13",53.32
"397","2013-12-16",53.810001
"398","2013-12-17",54.860001
"399","2013-12-18",55.57
"400","2013-12-19",55.049999
"401","2013-12-20",55.119999
"402","2013-12-23",57.77
"403","2013-12-24",57.959999
"404","2013-12-26",57.73
"405","2013-12-27",55.439999
"406","2013-12-30",53.709999
"407","2013-12-31",54.650002
"408","2014-01-02",54.709999
"409","2014-01-03",54.560001
"410","2014-01-06",57.200001
"411","2014-01-07",57.919998
"412","2014-01-08",58.23
"413","2014-01-09",57.220001
"414","2014-01-10",57.939999
"415","2014-01-13",55.91
"416","2014-01-14",57.740002
"417","2014-01-15",57.599998
"418","2014-01-16",57.189999
"419","2014-01-17",56.299999
"420","2014-01-21",58.509998
"421","2014-01-22",57.509998
"422","2014-01-23",56.630001
"423","2014-01-24",54.450001
"424","2014-01-27",53.549999
"425","2014-01-28",55.139999
"426","2014-01-29",53.529999
"427","2014-01-30",61.080002
"428","2014-01-31",62.57
"429","2014-02-03",61.48
"430","2014-02-04",62.75
"431","2014-02-05",62.189999
"432","2014-02-06",62.16
"433","2014-02-07",64.32
"434","2014-02-10",63.549999
"435","2014-02-11",64.849998
"436","2014-02-12",64.449997
"437","2014-02-13",67.330002
"438","2014-02-14",67.089996
"439","2014-02-18",67.300003
"440","2014-02-19",68.059998
"441","2014-02-20",69.629997
"442","2014-02-21",68.589996
"443","2014-02-24",70.779999
"444","2014-02-25",69.849998
"445","2014-02-26",69.260002
"446","2014-02-27",68.940002
"447","2014-02-28",68.459999
"448","2014-03-03",67.410004
"449","2014-03-04",68.800003
"450","2014-03-05",71.57
"451","2014-03-06",70.839996
"452","2014-03-07",69.800003
"453","2014-03-10",72.029999
"454","2014-03-11",70.099998
"455","2014-03-12",70.879997
"456","2014-03-13",68.830002
"457","2014-03-14",67.720001
"458","2014-03-17",68.739998
"459","2014-03-18",69.190002
"460","2014-03-19",68.239998
"461","2014-03-20",66.970001
"462","2014-03-21",67.239998
"463","2014-03-24",64.099998
"464","2014-03-25",64.889999
"465","2014-03-26",60.389999
"466","2014-03-27",60.970001
"467","2014-03-28",60.009998
"468","2014-03-31",60.240002
"469","2014-04-01",62.619999
"470","2014-04-02",62.720001
"471","2014-04-03",59.490002
"472","2014-04-04",56.75
"473","2014-04-07",56.950001
"474","2014-04-08",58.189999
"475","2014-04-09",62.41
"476","2014-04-10",59.16
"477","2014-04-11",58.529999
"478","2014-04-14",58.889999
"479","2014-04-15",59.09
"480","2014-04-16",59.720001
"481","2014-04-17",58.939999
"482","2014-04-21",61.240002
"483","2014-04-22",63.029999
"484","2014-04-23",61.360001
"485","2014-04-24",60.869999
"486","2014-04-25",57.709999
"487","2014-04-28",56.139999
"488","2014-04-29",58.150002
"489","2014-04-30",59.779999
"490","2014-05-01",61.150002
"491","2014-05-02",60.459999
"492","2014-05-05",61.220001
"493","2014-05-06",58.529999
"494","2014-05-07",57.389999
"495","2014-05-08",56.759998
"496","2014-05-09",57.240002
"497","2014-05-12",59.830002
"498","2014-05-13",59.830002
"499","2014-05-14",59.23
"500","2014-05-15",57.919998
"501","2014-05-16",58.02
"502","2014-05-19",59.209999
"503","2014-05-20",58.560001
"504","2014-05-21",60.490002
"505","2014-05-22",60.52
"506","2014-05-23",61.349998
"507","2014-05-27",63.48
"508","2014-05-28",63.509998
"509","2014-05-29",63.830002
"510","2014-05-30",63.299999
"511","2014-06-02",63.080002
"512","2014-06-03",62.869999
"513","2014-06-04",63.34
"514","2014-06-05",63.189999
"515","2014-06-06",62.5
"516","2014-06-09",62.880001
"517","2014-06-10",65.769997
"518","2014-06-11",65.779999
"519","2014-06-12",64.290001
"520","2014-06-13",64.5
"521","2014-06-16",64.190002
"522","2014-06-17",64.400002
"523","2014-06-18",65.599998
"524","2014-06-19",64.339996
"525","2014-06-20",64.5
"526","2014-06-23",65.370003
"527","2014-06-24",65.720001
"528","2014-06-25",67.440002
"529","2014-06-26",67.129997
"530","2014-06-27",67.599998
"531","2014-06-30",67.290001
"532","2014-07-01",68.059998
"533","2014-07-02",66.449997
"534","2014-07-03",66.290001
"535","2014-07-07",65.290001
"536","2014-07-08",62.759998
"537","2014-07-09",64.970001
"538","2014-07-10",64.870003
"539","2014-07-11",66.339996
"540","2014-07-14",67.900002
"541","2014-07-15",67.169998
"542","2014-07-16",67.660004
"543","2014-07-17",66.410004
"544","2014-07-18",68.419998
"545","2014-07-21",69.400002
"546","2014-07-22",69.269997
"547","2014-07-23",71.290001
"548","2014-07-24",74.980003
"549","2014-07-25",75.190002
"550","2014-07-28",74.919998
"551","2014-07-29",73.709999
"552","2014-07-30",74.68
"553","2014-07-31",72.650002
"554","2014-08-01",72.360001
"555","2014-08-04",73.510002
"556","2014-08-05",72.690002
"557","2014-08-06",72.470001
"558","2014-08-07",73.169998
"559","2014-08-08",73.059998
"560","2014-08-11",73.440002
"561","2014-08-12",72.830002
"562","2014-08-13",73.769997
"563","2014-08-14",74.300003
"564","2014-08-15",73.629997
"565","2014-08-18",74.589996
"566","2014-08-19",75.290001
"567","2014-08-20",74.809998
"568","2014-08-21",74.57
"569","2014-08-22",74.57
"570","2014-08-25",75.019997
"571","2014-08-26",75.959999
"572","2014-08-27",74.629997
"573","2014-08-28",73.860001
"574","2014-08-29",74.82
"575","2014-09-02",76.68
"576","2014-09-03",75.830002
"577","2014-09-04",75.949997
"578","2014-09-05",77.260002
"579","2014-09-08",77.889999
"580","2014-09-09",76.669998
"581","2014-09-10",77.43
"582","2014-09-11",77.919998
"583","2014-09-12",77.480003
"584","2014-09-15",74.580002
"585","2014-09-16",76.080002
"586","2014-09-17",76.43
"587","2014-09-18",77
"588","2014-09-19",77.910004
"589","2014-09-22",76.800003
"590","2014-09-23",78.290001
"591","2014-09-24",78.540001
"592","2014-09-25",77.220001
"593","2014-09-26",78.790001
"594","2014-09-29",79
"595","2014-09-30",79.040001
"596","2014-10-01",76.550003
"597","2014-10-02",77.080002
"598","2014-10-03",77.440002
"599","2014-10-06",77.559998
"600","2014-10-07",76.290001
"601","2014-10-08",77.519997
"602","2014-10-09",75.910004
"603","2014-10-10",72.910004
"604","2014-10-13",72.989998
"605","2014-10-14",73.589996
"606","2014-10-15",73.209999
"607","2014-10-16",72.629997
"608","2014-10-17",75.949997
"609","2014-10-20",76.949997
"610","2014-10-21",78.690002
"611","2014-10-22",78.370003
"612","2014-10-23",80.040001
"613","2014-10-24",80.669998
"614","2014-10-27",80.279999
"615","2014-10-28",80.769997
"616","2014-10-29",75.860001
"617","2014-10-30",74.110001
"618","2014-10-31",74.989998
"619","2014-11-03",73.879997
"620","2014-11-04",75.760002
"621","2014-11-05",74.830002
"622","2014-11-06",75.260002
"623","2014-11-07",75.599998
"624","2014-11-10",75
"625","2014-11-11",74.610001
"626","2014-11-12",74.720001
"627","2014-11-13",74.25
"628","2014-11-14",74.879997
"629","2014-11-17",74.239998
"630","2014-11-18",74.339996
"631","2014-11-19",73.330002
"632","2014-11-20",73.599998
"633","2014-11-21",73.75
"634","2014-11-24",74.010002
"635","2014-11-25",75.629997
"636","2014-11-26",77.620003
"637","2014-11-28",77.699997
"638","2014-12-01",75.099998
"639","2014-12-02",75.459999
"640","2014-12-03",74.879997
"641","2014-12-04",75.239998
"642","2014-12-05",76.360001
"643","2014-12-08",76.519997
"644","2014-12-09",76.839996
"645","2014-12-10",76.18
"646","2014-12-11",77.730003
"647","2014-12-12",77.830002
"648","2014-12-15",76.989998
"649","2014-12-16",74.690002
"650","2014-12-17",76.110001
"651","2014-12-18",78.400002
"652","2014-12-19",79.879997
"653","2014-12-22",81.449997
"654","2014-12-23",80.610001
"655","2014-12-24",80.769997
"656","2014-12-26",80.779999
"657","2014-12-29",80.019997
"658","2014-12-30",79.220001
"659","2014-12-31",78.019997
"660","2015-01-02",78.449997
"661","2015-01-05",77.190002
"662","2015-01-06",76.150002
"663","2015-01-07",76.150002
"664","2015-01-08",78.18
"665","2015-01-09",77.739998
"666","2015-01-12",76.720001
"667","2015-01-13",76.449997
"668","2015-01-14",76.279999
"669","2015-01-15",74.050003
"670","2015-01-16",75.18
"671","2015-01-20",76.239998
"672","2015-01-21",76.739998
"673","2015-01-22",77.650002
"674","2015-01-23",77.830002
"675","2015-01-26",77.5
"676","2015-01-27",75.779999
"677","2015-01-28",76.239998
"678","2015-01-29",78
"679","2015-01-30",75.910004
"680","2015-02-02",74.989998
"681","2015-02-03",75.400002
"682","2015-02-04",75.629997
"683","2015-02-05",75.610001
"684","2015-02-06",74.470001
"685","2015-02-09",74.440002
"686","2015-02-10",75.190002
"687","2015-02-11",76.510002
"688","2015-02-12",76.230003
"689","2015-02-13",75.739998
"690","2015-02-17",75.599998
"691","2015-02-18",76.709999
"692","2015-02-19",79.419998
"693","2015-02-20",79.900002
"694","2015-02-23",78.839996
"695","2015-02-24",78.449997
"696","2015-02-25",79.559998
"697","2015-02-26",80.410004
"698","2015-02-27",78.970001
"699","2015-03-02",79.75
"700","2015-03-03",79.599998
"701","2015-03-04",80.900002
"702","2015-03-05",81.209999
"703","2015-03-06",80.010002
"704","2015-03-09",79.440002
"705","2015-03-10",77.550003
"706","2015-03-11",77.57
"707","2015-03-12",78.93
"708","2015-03-13",78.050003
"709","2015-03-16",78.07
"710","2015-03-17",79.360001
"711","2015-03-18",80.910004
"712","2015-03-19",82.75
"713","2015-03-20",83.800003
"714","2015-03-23",84.43
"715","2015-03-24",85.309998
"716","2015-03-25",82.919998
"717","2015-03-26",83.010002
"718","2015-03-27",83.300003
"719","2015-03-30",83.199997
"720","2015-03-31",82.220001
"721","2015-04-01",81.669998
"722","2015-04-02",81.559998
"723","2015-04-06",82.440002
"724","2015-04-07",82.32
"725","2015-04-08",82.279999
"726","2015-04-09",82.169998
"727","2015-04-10",82.040001
"728","2015-04-13",83.010002
"729","2015-04-14",83.519997
"730","2015-04-15",82.709999
"731","2015-04-16",82.309998
"732","2015-04-17",80.779999
"733","2015-04-20",83.089996
"734","2015-04-21",83.620003
"735","2015-04-22",84.629997
"736","2015-04-23",82.410004
"737","2015-04-24",81.529999
"738","2015-04-27",81.910004
"739","2015-04-28",80.68
"740","2015-04-29",80.470001
"741","2015-04-30",78.769997
"742","2015-05-01",78.989998
"743","2015-05-04",78.809998
"744","2015-05-05",77.559998
"745","2015-05-06",78.099998
"746","2015-05-07",78.43
"747","2015-05-08",78.510002
"748","2015-05-11",78.010002
"749","2015-05-12",77.459999
"750","2015-05-13",78.440002
"751","2015-05-14",81.370003
"752","2015-05-15",80.419998
"753","2015-05-18",80.879997
"754","2015-05-19",80.629997
"755","2015-05-20",80.550003
"756","2015-05-21",80.480003
"757","2015-05-22",80.540001
"758","2015-05-26",79.330002
"759","2015-05-27",80.550003
"760","2015-05-28",80.150002
"761","2015-05-29",79.190002
"762","2015-06-01",80.290001
"763","2015-06-02",80.440002
"764","2015-06-03",82.440002
"765","2015-06-04",82.050003
"766","2015-06-05",82.139999
"767","2015-06-08",80.669998
"768","2015-06-09",80.669998
"769","2015-06-10",82.160004
"770","2015-06-11",81.830002
"771","2015-06-12",81.529999
"772","2015-06-15",80.709999
"773","2015-06-16",81.059998
"774","2015-06-17",81.790001
"775","2015-06-18",82.910004
"776","2015-06-19",82.510002
"777","2015-06-22",84.739998
"778","2015-06-23",87.879997
"779","2015-06-24",88.860001
"780","2015-06-25",87.980003
"781","2015-06-26",88.010002
"782","2015-06-29",85.800003
"783","2015-06-30",85.769997
"784","2015-07-01",86.910004
"785","2015-07-02",87.290001
"786","2015-07-06",87.550003
"787","2015-07-07",87.220001
"788","2015-07-08",85.650002
"789","2015-07-09",85.879997
"790","2015-07-10",87.949997
"791","2015-07-13",90.099998
"792","2015-07-14",89.68
"793","2015-07-15",89.760002
"794","2015-07-16",90.849998
"795","2015-07-17",94.970001
"796","2015-07-20",97.910004
"797","2015-07-21",98.389999
"798","2015-07-22",97.040001
"799","2015-07-23",95.440002
"800","2015-07-24",96.949997
"801","2015-07-27",94.169998
"802","2015-07-28",95.290001
"803","2015-07-29",96.989998
"804","2015-07-30",95.209999
"805","2015-07-31",94.010002
"806","2015-08-03",94.139999
"807","2015-08-04",94.059998
"808","2015-08-05",96.440002
"809","2015-08-06",95.120003
"810","2015-08-07",94.300003
"811","2015-08-10",94.150002
"812","2015-08-11",93.620003
"813","2015-08-12",94.190002
"814","2015-08-13",93.43
"815","2015-08-14",94.419998
"816","2015-08-17",93.93
"817","2015-08-18",95.169998
"818","2015-08-19",95.309998
"819","2015-08-20",90.559998
"820","2015-08-21",86.059998
"821","2015-08-24",82.089996
"822","2015-08-25",83
"823","2015-08-26",87.190002
"824","2015-08-27",89.730003
"825","2015-08-28",91.010002
"826","2015-08-31",89.43
"827","2015-09-01",87.230003
"828","2015-09-02",89.889999
"829","2015-09-03",88.150002
"830","2015-09-04",88.260002
"831","2015-09-08",89.529999
"832","2015-09-09",90.440002
"833","2015-09-10",91.980003
"834","2015-09-11",92.050003
"835","2015-09-14",92.309998
"836","2015-09-15",92.900002
"837","2015-09-16",93.449997
"838","2015-09-17",94.339996
"839","2015-09-18",94.400002
"840","2015-09-21",95.550003
"841","2015-09-22",92.959999
"842","2015-09-23",93.970001
"843","2015-09-24",94.410004
"844","2015-09-25",92.769997
"845","2015-09-28",89.209999
"846","2015-09-29",86.669998
"847","2015-09-30",89.900002
"848","2015-10-01",90.949997
"849","2015-10-02",92.07
"850","2015-10-05",94.010002
"851","2015-10-06",92.800003
"852","2015-10-07",92.400002
"853","2015-10-08",92.470001
"854","2015-10-09",93.239998
"855","2015-10-12",94.260002
"856","2015-10-13",94.120003
"857","2015-10-14",94.07
"858","2015-10-15",95.959999
"859","2015-10-16",97.540001
"860","2015-10-19",98.470001
"861","2015-10-20",97
"862","2015-10-21",97.110001
"863","2015-10-22",99.669998
"864","2015-10-23",102.190002
"865","2015-10-26",103.769997
"866","2015-10-27",103.699997
"867","2015-10-28",104.199997
"868","2015-10-29",104.879997
"869","2015-10-30",101.970001
"870","2015-11-02",103.309998
"871","2015-11-03",102.580002
"872","2015-11-04",103.940002
"873","2015-11-05",108.760002
"874","2015-11-06",107.099998
"875","2015-11-09",106.489998
"876","2015-11-10",107.910004
"877","2015-11-11",109.010002
"878","2015-11-12",108.019997
"879","2015-11-13",103.949997
"880","2015-11-16",104.040001
"881","2015-11-17",105.129997
"882","2015-11-18",107.769997
"883","2015-11-19",106.260002
"884","2015-11-20",107.32
"885","2015-11-23",106.949997
"886","2015-11-24",105.739998
"887","2015-11-25",105.410004
"888","2015-11-27",105.449997
"889","2015-11-30",104.239998
"890","2015-12-01",107.120003
"891","2015-12-02",106.07
"892","2015-12-03",104.379997
"893","2015-12-04",106.18
"894","2015-12-07",105.610001
"895","2015-12-08",106.489998
"896","2015-12-09",104.599998
"897","2015-12-10",105.419998
"898","2015-12-11",102.120003
"899","2015-12-14",104.660004
"900","2015-12-15",104.550003
"901","2015-12-16",106.790001
"902","2015-12-17",106.220001
"903","2015-12-18",104.040001
"904","2015-12-21",104.769997
"905","2015-12-22",105.510002
"906","2015-12-23",104.629997
"907","2015-12-24",105.019997
"908","2015-12-28",105.93
"909","2015-12-29",107.260002
"910","2015-12-30",106.220001
"911","2015-12-31",104.660004
"912","2016-01-04",102.220001
"913","2016-01-05",102.730003
"914","2016-01-06",102.970001
"915","2016-01-07",97.919998
"916","2016-01-08",97.330002
"917","2016-01-11",97.510002
"918","2016-01-12",99.370003
"919","2016-01-13",95.440002
"920","2016-01-14",98.370003
"921","2016-01-15",94.970001
"922","2016-01-19",95.260002
"923","2016-01-20",94.349998
"924","2016-01-21",94.160004
"925","2016-01-22",97.940002
"926","2016-01-25",97.010002
"927","2016-01-26",97.339996
"928","2016-01-27",94.449997
"929","2016-01-28",109.110001
"930","2016-01-29",112.209999
"931","2016-02-01",115.089996
"932","2016-02-02",114.610001
"933","2016-02-03",112.690002
"934","2016-02-04",110.489998
"935","2016-02-05",104.07
"936","2016-02-08",99.75
"937","2016-02-09",99.540001
"938","2016-02-10",101
"939","2016-02-11",101.910004
"940","2016-02-12",102.010002
"941","2016-02-16",101.610001
"942","2016-02-17",105.199997
"943","2016-02-18",103.470001
"944","2016-02-19",104.57
"945","2016-02-22",107.160004
"946","2016-02-23",105.459999
"947","2016-02-24",106.879997
"948","2016-02-25",108.07
"949","2016-02-26",107.919998
"950","2016-02-29",106.919998
"951","2016-03-01",109.82
