"","date","HYMC"
"439","2019-12-05",10.295
"440","2019-12-06",10.32
"441","2019-12-09",10.32
"442","2019-12-10",10.32
"443","2019-12-11",10.32
"444","2019-12-12",10.32
"445","2019-12-13",10.32
"446","2019-12-16",10.34
"447","2019-12-17",10.35
"448","2019-12-18",10.35
"449","2019-12-19",10.35
"450","2019-12-20",10.35
"451","2019-12-23",10.35
"452","2019-12-24",10.35
"453","2019-12-26",10.35
"454","2019-12-27",10.333
"455","2019-12-30",10.333
"456","2019-12-31",10.333
"457","2020-01-02",10.36
"458","2020-01-03",10.36
"459","2020-01-06",10.36
"460","2020-01-07",10.35
"461","2020-01-08",10.36
"462","2020-01-09",10.36
"463","2020-01-10",10.36
"464","2020-01-13",10.37
"465","2020-01-14",10.36
"466","2020-01-15",10.36
"467","2020-01-16",10.38
"468","2020-01-17",10.37
"469","2020-01-21",10.35
"470","2020-01-22",10.35
"471","2020-01-23",10.35
"472","2020-01-24",10.36
"473","2020-01-27",10.36
"474","2020-01-28",10.36
"475","2020-01-29",10.37
"476","2020-01-30",10.37
"477","2020-01-31",10.36
"478","2020-02-03",10.36
"479","2020-02-04",10.36
"480","2020-02-05",10.29
"481","2020-02-06",10.29
"482","2020-02-07",10.29
"483","2020-02-10",10.29
"484","2020-02-11",10.32
"485","2020-02-12",10.34
"486","2020-02-13",10.3
"487","2020-02-14",10.295
"488","2020-02-18",10.295
"489","2020-02-19",10.31
"490","2020-02-20",10.31
"491","2020-02-21",10.373
"492","2020-02-24",10.32
"493","2020-02-25",10.31
"494","2020-02-26",10.31
"495","2020-02-27",10.31
"496","2020-02-28",10.38
"497","2020-03-02",10.38
"498","2020-03-03",10.39
"499","2020-03-04",10.39
"500","2020-03-05",10.318
"501","2020-03-06",10.318
"502","2020-03-09",10.318
"503","2020-03-10",10.31
"504","2020-03-11",10.31
"505","2020-03-12",10.41
"506","2020-03-13",10.41
"507","2020-03-16",10.41
"508","2020-03-17",10
"509","2020-03-18",9.97
"510","2020-03-19",9.85
"511","2020-03-20",10
"512","2020-03-23",9.8
"513","2020-03-24",9.8
"514","2020-03-25",10.269
"515","2020-03-26",10.3
"516","2020-03-27",10.29
"517","2020-03-30",10.35
"518","2020-03-31",10.348
"519","2020-04-01",10.348
"520","2020-04-02",10.35
"521","2020-04-03",10.35
"522","2020-04-06",10.37
"523","2020-04-07",10.37
"524","2020-04-08",10.37
"525","2020-04-09",10.37
"526","2020-04-13",10.28
"527","2020-04-14",10.37
"528","2020-04-15",10.37
"529","2020-04-16",10.37
"530","2020-04-17",10.37
"531","2020-04-20",10.31
"532","2020-04-21",10.31
"533","2020-04-22",10.37
"534","2020-04-23",10.528
"535","2020-04-24",10.43
"536","2020-04-27",10.5
"537","2020-04-28",10.31
"538","2020-04-29",10.45
"539","2020-04-30",10.45
"540","2020-05-01",10.398
"541","2020-05-04",10.45
"542","2020-05-05",9.81
"543","2020-05-06",10.45
"544","2020-05-07",10.37
"545","2020-05-08",10.4
"546","2020-05-11",10.4
"547","2020-05-12",10.3
"548","2020-05-13",10.43
"549","2020-05-14",10.4
"550","2020-05-15",10.38
"551","2020-05-18",10.38
"552","2020-05-19",10.39
"553","2020-05-20",10.4
"554","2020-05-21",10.35
"555","2020-05-22",10.335
"556","2020-05-26",10.39
"557","2020-05-27",10.539
"558","2020-05-28",11.05
"559","2020-05-29",12.65
"560","2020-06-01",11.5
"561","2020-06-02",11.1
"562","2020-06-03",10.69
"563","2020-06-04",10.9
"564","2020-06-05",9.89
"565","2020-06-08",9.87
"566","2020-06-09",9.59
"567","2020-06-10",9.6
"568","2020-06-11",9.75
"569","2020-06-12",9.21
"570","2020-06-15",9.41
"571","2020-06-16",8.8
"572","2020-06-17",8.5
"573","2020-06-18",8.89
"574","2020-06-19",8.65
"575","2020-06-22",9.035
"576","2020-06-23",9.05
"577","2020-06-24",9
"578","2020-06-25",9.487
"579","2020-06-26",9.41
"580","2020-06-29",9.2
"581","2020-06-30",9.45
"582","2020-07-01",9.376
"583","2020-07-02",9.35
"584","2020-07-06",9.146
"585","2020-07-07",9.385
"586","2020-07-08",10.1
"587","2020-07-09",10.4
"588","2020-07-10",10.97
"589","2020-07-13",11.08
"590","2020-07-14",10.8
"591","2020-07-15",11.045
"592","2020-07-16",10.68
"593","2020-07-17",10.72
"594","2020-07-20",10.99
"595","2020-07-21",10.995
"596","2020-07-22",11.33
"597","2020-07-23",11.29
"598","2020-07-24",11.2
"599","2020-07-27",11.805
"600","2020-07-28",11.82
"601","2020-07-29",11.98
"602","2020-07-30",12.86
"603","2020-07-31",13.255
"604","2020-08-03",14.165
"605","2020-08-04",14.49
"606","2020-08-05",15.4
"607","2020-08-06",15.82
"608","2020-08-07",15.47
"609","2020-08-10",12.51
"610","2020-08-11",10.21
"611","2020-08-12",10.67
"612","2020-08-13",10
"613","2020-08-14",10.44
"614","2020-08-17",10.85
"615","2020-08-18",10.355
"616","2020-08-19",9.85
"617","2020-08-20",10.12
"618","2020-08-21",10.28
"619","2020-08-24",9.68
"620","2020-08-25",10.34
"621","2020-08-26",9.02
"622","2020-08-27",9.44
"623","2020-08-28",9.63
"624","2020-08-31",8.84
"625","2020-09-01",9.6
"626","2020-09-02",9.42
"627","2020-09-03",9.3
"628","2020-09-04",8.83
"629","2020-09-08",10.4
"630","2020-09-09",10.22
"631","2020-09-10",10.83
"632","2020-09-11",10.85
"633","2020-09-14",12.37
"634","2020-09-15",12.39
"635","2020-09-16",12.64
"636","2020-09-17",11.74
"637","2020-09-18",11.6
"638","2020-09-21",12.14
"639","2020-09-22",12.46
"640","2020-09-23",12.65
"641","2020-09-24",12.16
"642","2020-09-25",10.9
"643","2020-09-28",11.16
"644","2020-09-29",9.6
"645","2020-09-30",10.51
"646","2020-10-01",9.04
"647","2020-10-02",7.58
"648","2020-10-05",7.6
"649","2020-10-06",6.91
"650","2020-10-07",7.15
"651","2020-10-08",7.25
"652","2020-10-09",7.54
"653","2020-10-12",7.34
"654","2020-10-13",7.25
"655","2020-10-14",7.48
"656","2020-10-15",7.53
"657","2020-10-16",7.99
"658","2020-10-19",7.67
"659","2020-10-20",7.58
"660","2020-10-21",7.7
"661","2020-10-22",7.75
"662","2020-10-23",8.32
"663","2020-10-26",8.06
"664","2020-10-27",8.04
"665","2020-10-28",7.82
"666","2020-10-29",7.82
"667","2020-10-30",8.17
"668","2020-11-02",8.22
"669","2020-11-03",7.88
"670","2020-11-04",7.72
"671","2020-11-05",8.17
"672","2020-11-06",8.15
"673","2020-11-09",7.73
"674","2020-11-10",7.73
"675","2020-11-11",7.75
"676","2020-11-12",7.73
"677","2020-11-13",7.8
"678","2020-11-16",7.93
"679","2020-11-17",7.85
"680","2020-11-18",7.8
"681","2020-11-19",7.75
"682","2020-11-20",7.76
"683","2020-11-23",7.82
"684","2020-11-24",7.7
"685","2020-11-25",7.79
"686","2020-11-27",7.63
