"","date","HYMC"
"1","2018-03-12",9.59
"2","2018-03-13",9.59
"3","2018-03-14",9.6
"4","2018-03-15",9.6
"5","2018-03-16",9.55
"6","2018-03-19",9.62
"7","2018-03-20",9.62
"8","2018-03-21",9.62
"9","2018-03-22",9.574
"10","2018-03-23",9.574
"11","2018-03-26",9.585
"12","2018-03-27",9.585
"13","2018-03-28",9.601
"14","2018-03-29",9.601
"15","2018-04-02",9.601
"16","2018-04-03",9.62
"17","2018-04-04",9.61
"18","2018-04-05",9.61
"19","2018-04-06",9.61
"20","2018-04-09",9.61
"21","2018-04-10",9.61
"22","2018-04-11",9.6
"23","2018-04-12",9.6
"24","2018-04-13",9.6
"25","2018-04-16",9.6
"26","2018-04-17",9.6
"27","2018-04-18",9.6
"28","2018-04-19",9.6
"29","2018-04-20",9.6
"30","2018-04-23",9.6
"31","2018-04-24",9.6
"32","2018-04-25",9.62
"33","2018-04-26",9.62
"34","2018-04-27",9.62
"35","2018-04-30",9.67
"36","2018-05-01",9.67
"37","2018-05-02",9.67
"38","2018-05-03",9.61
"39","2018-05-04",9.61
"40","2018-05-07",9.61
"41","2018-05-08",9.61
"42","2018-05-09",9.61
"43","2018-05-10",9.67
"44","2018-05-11",9.67
"45","2018-05-14",9.61
"46","2018-05-15",9.61
"47","2018-05-16",9.63
"48","2018-05-17",9.63
"49","2018-05-18",9.63
"50","2018-05-21",9.63
"51","2018-05-22",9.63
"52","2018-05-23",9.63
"53","2018-05-24",9.63
"54","2018-05-25",9.63
"55","2018-05-29",9.63
"56","2018-05-30",9.63
"57","2018-05-31",9.62
"58","2018-06-01",9.61
"59","2018-06-04",9.61
"60","2018-06-05",9.61
"61","2018-06-06",9.6
"62","2018-06-07",9.63
"63","2018-06-08",9.63
"64","2018-06-11",9.64
"65","2018-06-12",9.64
"66","2018-06-13",9.6
"67","2018-06-14",9.63
"68","2018-06-15",9.63
"69","2018-06-18",9.63
"70","2018-06-19",9.61
"71","2018-06-20",9.62
"72","2018-06-21",9.64
"73","2018-06-22",9.64
"74","2018-06-25",9.64
"75","2018-06-26",9.64
"76","2018-06-27",9.63
"77","2018-06-28",9.64
"78","2018-06-29",9.64
"79","2018-07-02",9.64
"80","2018-07-03",9.64
"81","2018-07-05",9.64
"82","2018-07-06",9.64
"83","2018-07-09",9.64
"84","2018-07-10",9.64
"85","2018-07-11",9.685
"86","2018-07-12",9.685
"87","2018-07-13",9.685
"88","2018-07-16",9.66
"89","2018-07-17",9.66
"90","2018-07-18",9.65
"91","2018-07-19",9.65
"92","2018-07-20",9.65
"93","2018-07-23",9.68
"94","2018-07-24",9.68
"95","2018-07-25",9.74
"96","2018-07-26",9.63
"97","2018-07-27",9.63
"98","2018-07-30",9.63
"99","2018-07-31",9.654
"100","2018-08-01",9.66
"101","2018-08-02",9.66
"102","2018-08-03",9.66
"103","2018-08-06",9.66
"104","2018-08-07",9.66
"105","2018-08-08",9.66
"106","2018-08-09",9.67
"107","2018-08-10",9.67
"108","2018-08-13",9.67
"109","2018-08-14",9.66
"110","2018-08-15",9.66
"111","2018-08-16",9.63
"112","2018-08-17",9.63
"113","2018-08-20",9.63
"114","2018-08-21",9.66
"115","2018-08-22",9.68
"116","2018-08-23",9.68
"117","2018-08-24",9.68
"118","2018-08-27",9.65
"119","2018-08-28",9.66
"120","2018-08-29",9.68
"121","2018-08-30",9.68
"122","2018-08-31",9.68
"123","2018-09-04",9.69
"124","2018-09-05",9.7
"125","2018-09-06",9.7
"126","2018-09-07",9.7
"127","2018-09-10",9.7
"128","2018-09-11",9.7
"129","2018-09-12",9.7
"130","2018-09-13",9.7
"131","2018-09-14",9.68
"132","2018-09-17",9.68
"133","2018-09-18",9.68
"134","2018-09-19",9.68
"135","2018-09-20",9.67
"136","2018-09-21",9.67
"137","2018-09-24",9.67
"138","2018-09-25",9.68
"139","2018-09-26",9.68
"140","2018-09-27",9.68
"141","2018-09-28",9.68
"142","2018-10-01",9.76
"143","2018-10-02",9.72
"144","2018-10-03",9.72
"145","2018-10-04",9.72
"146","2018-10-05",9.75
"147","2018-10-08",9.71
"148","2018-10-09",9.71
"149","2018-10-10",9.716
"150","2018-10-11",9.7
"151","2018-10-12",9.69
"152","2018-10-15",9.77
"153","2018-10-16",9.74
"154","2018-10-17",9.71
"155","2018-10-18",9.68
"156","2018-10-19",9.68
"157","2018-10-22",9.68
"158","2018-10-23",9.78
"159","2018-10-24",9.77
"160","2018-10-25",9.77
"161","2018-10-26",9.77
"162","2018-10-29",9.77
"163","2018-10-30",9.77
"164","2018-10-31",9.77
"165","2018-11-01",9.77
"166","2018-11-02",9.75
"167","2018-11-05",9.75
"168","2018-11-06",9.75
"169","2018-11-07",9.84
"170","2018-11-08",9.85
"171","2018-11-09",9.83
"172","2018-11-12",9.84
"173","2018-11-13",9.89
"174","2018-11-14",9.92
"175","2018-11-15",9.91
"176","2018-11-16",9.9
"177","2018-11-19",9.87
"178","2018-11-20",9.87
"179","2018-11-21",9.85
"180","2018-11-23",9.85
"181","2018-11-26",9.84
"182","2018-11-27",9.86
"183","2018-11-28",9.86
"184","2018-11-29",9.85
"185","2018-11-30",9.85
"186","2018-12-03",9.86
"187","2018-12-04",9.9
"188","2018-12-06",9.89
"189","2018-12-07",9.88
"190","2018-12-10",9.89
"191","2018-12-11",9.91
"192","2018-12-12",9.89
"193","2018-12-13",9.89
"194","2018-12-14",9.9
"195","2018-12-17",9.87
"196","2018-12-18",9.87
"197","2018-12-19",9.87
"198","2018-12-20",9.87
"199","2018-12-21",9.87
"200","2018-12-24",9.87
"201","2018-12-26",9.87
"202","2018-12-27",9.87
"203","2018-12-28",9.88
"204","2018-12-31",9.88
"205","2019-01-02",9.88
"206","2019-01-03",9.88
"207","2019-01-04",9.88
"208","2019-01-07",9.88
"209","2019-01-08",9.85
"210","2019-01-09",9.87
"211","2019-01-10",9.87
"212","2019-01-11",9.87
"213","2019-01-14",9.87
"214","2019-01-15",9.86
"215","2019-01-16",9.91
"216","2019-01-17",9.9
"217","2019-01-18",9.9
"218","2019-01-22",9.92
"219","2019-01-23",9.93
"220","2019-01-24",9.947
"221","2019-01-25",9.95
"222","2019-01-28",9.95
"223","2019-01-29",10
"224","2019-01-30",9.96
"225","2019-01-31",9.94
"226","2019-02-01",9.94
"227","2019-02-04",9.943
"228","2019-02-05",9.93
"229","2019-02-06",9.95
"230","2019-02-07",9.99
"231","2019-02-08",9.99
"232","2019-02-11",10
"233","2019-02-12",9.99
"234","2019-02-13",9.99
"235","2019-02-14",9.99
"236","2019-02-15",9.99
"237","2019-02-19",9.99
"238","2019-02-20",9.98
"239","2019-02-21",9.98
"240","2019-02-22",9.98
"241","2019-02-25",9.98
"242","2019-02-26",9.98
"243","2019-02-27",9.98
"244","2019-02-28",9.98
"245","2019-03-01",9.98
"246","2019-03-04",9.99
"247","2019-03-05",9.99
"248","2019-03-06",10.03
"249","2019-03-07",10.02
"250","2019-03-08",10.08
"251","2019-03-11",10.06
"252","2019-03-12",10.06
"253","2019-03-13",10.06
"254","2019-03-14",10.1
"255","2019-03-15",10.05
"256","2019-03-18",10.05
"257","2019-03-19",10.08
"258","2019-03-20",10.04
"259","2019-03-21",10.04
"260","2019-03-22",10.04
"261","2019-03-25",10.05
"262","2019-03-26",10.07
"263","2019-03-27",10.07
"264","2019-03-28",10.07
"265","2019-03-29",10.08
"266","2019-04-01",10.08
"267","2019-04-02",10.07
"268","2019-04-03",10.09
"269","2019-04-04",10.08
"270","2019-04-05",10.08
"271","2019-04-08",10.1
"272","2019-04-09",10.08
"273","2019-04-10",10.09
"274","2019-04-11",10.08
"275","2019-04-12",10.08
"276","2019-04-15",10.08
"277","2019-04-16",10.1
"278","2019-04-17",10.08
"279","2019-04-18",10.08
"280","2019-04-22",10.14
"281","2019-04-23",10.14
"282","2019-04-24",10.15
"283","2019-04-25",10.11
"284","2019-04-26",10.145
"285","2019-04-29",10.145
"286","2019-04-30",10.145
"287","2019-05-01",10.15
"288","2019-05-02",10.15
"289","2019-05-03",10.15
"290","2019-05-06",10.15
"291","2019-05-07",10.15
"292","2019-05-08",10.15
"293","2019-05-09",10.15
"294","2019-05-10",10.139
"295","2019-05-13",10.15
"296","2019-05-14",10.12
"297","2019-05-15",10.09
"298","2019-05-16",10.1
"299","2019-05-17",10.1
"300","2019-05-20",10.1
"301","2019-05-21",10.11
"302","2019-05-22",10.11
"303","2019-05-23",10.117
"304","2019-05-24",10.117
"305","2019-05-28",10.117
"306","2019-05-29",10.117
"307","2019-05-30",10.11
"308","2019-05-31",10.11
"309","2019-06-03",10.12
"310","2019-06-04",10.12
"311","2019-06-05",10.11
"312","2019-06-06",10.13
"313","2019-06-07",10.149
"314","2019-06-10",10.149
"315","2019-06-11",10.14
"316","2019-06-12",10.14
"317","2019-06-13",10.16
"318","2019-06-14",10.16
"319","2019-06-17",10.16
"320","2019-06-18",10.17
"321","2019-06-19",10.17
"322","2019-06-20",10.17
"323","2019-06-21",10.17
"324","2019-06-24",10.168
"325","2019-06-25",10.165
"326","2019-06-26",10.165
"327","2019-06-27",10.18
"328","2019-06-28",10.18
"329","2019-07-01",10.18
"330","2019-07-02",10.18
"331","2019-07-03",10.18
"332","2019-07-05",10.19
"333","2019-07-08",10.2
"334","2019-07-09",10.2
"335","2019-07-10",10.2
"336","2019-07-11",10.2
"337","2019-07-12",10.2
"338","2019-07-15",10.2
"339","2019-07-16",10.2
"340","2019-07-17",10.24
"341","2019-07-18",10.24
"342","2019-07-19",10.24
"343","2019-07-22",10.24
"344","2019-07-23",10.24
"345","2019-07-24",10.24
"346","2019-07-25",10.24
"347","2019-07-26",10.25
"348","2019-07-29",10.25
"349","2019-07-30",10.25
"350","2019-07-31",10.22
"351","2019-08-01",10.25
"352","2019-08-02",10.25
"353","2019-08-05",10.25
"354","2019-08-06",10.23
"355","2019-08-07",10.24
"356","2019-08-08",10.25
"357","2019-08-09",10.25
"358","2019-08-12",10.25
"359","2019-08-13",10.22
"360","2019-08-14",10.24
"361","2019-08-15",10.24
"362","2019-08-16",10.24
"363","2019-08-19",10.25
"364","2019-08-20",10.24
"365","2019-08-21",10.23
"366","2019-08-22",10.242
"367","2019-08-23",10.23
"368","2019-08-26",10.24
"369","2019-08-27",10.241
"370","2019-08-28",10.241
"371","2019-08-29",10.241
"372","2019-08-30",10.241
"373","2019-09-03",10.241
"374","2019-09-04",10.23
"375","2019-09-05",10.23
"376","2019-09-06",10.25
"377","2019-09-09",10.26
"378","2019-09-10",10.26
"379","2019-09-11",10.23
"380","2019-09-12",10.23
"381","2019-09-13",10.23
"382","2019-09-16",10.24
"383","2019-09-17",10.24
"384","2019-09-18",10.24
"385","2019-09-19",10.24
"386","2019-09-20",10.247
"387","2019-09-23",10.247
"388","2019-09-24",10.26
"389","2019-09-25",10.29
"390","2019-09-26",10.281
"391","2019-09-27",10.281
"392","2019-09-30",10.281
"393","2019-10-01",10.281
"394","2019-10-02",10.3
"395","2019-10-03",10.3
"396","2019-10-04",10.3
"397","2019-10-07",10.3
"398","2019-10-08",10.3
"399","2019-10-09",10.3
"400","2019-10-10",10.3
"401","2019-10-11",10.3
"402","2019-10-14",10.3
"403","2019-10-15",10.3
"404","2019-10-16",10.29
"405","2019-10-17",10.28
"406","2019-10-18",10.29
"407","2019-10-21",10.32
"408","2019-10-22",10.32
"409","2019-10-23",10.32
"410","2019-10-24",10.3
"411","2019-10-25",10.32
"412","2019-10-28",10.32
"413","2019-10-29",10.32
"414","2019-10-30",10.32
"415","2019-10-31",10.32
"416","2019-11-01",10.3
"417","2019-11-04",10.3
"418","2019-11-05",10.29
"419","2019-11-06",10.32
"420","2019-11-07",10.31
"421","2019-11-08",10.31
"422","2019-11-11",10.31
"423","2019-11-12",10.31
"424","2019-11-13",10.33
"425","2019-11-14",10.32
"426","2019-11-15",10.31
"427","2019-11-18",10.31
"428","2019-11-19",10.31
"429","2019-11-20",10.3
"430","2019-11-21",10.3
"431","2019-11-22",10.3
"432","2019-11-25",10.3
"433","2019-11-26",10.3
"434","2019-11-27",10.3
"435","2019-11-29",10.3
"436","2019-12-02",10.3
"437","2019-12-03",10.295
"438","2019-12-04",10.295
