"","date","HTBX"
"1","2013-07-24",95.699997
"2","2013-07-25",92.900002
"3","2013-07-26",92.800003
"4","2013-07-29",91.599998
"5","2013-07-30",93.599998
"6","2013-07-31",99.300003
"7","2013-08-01",100.5
"8","2013-08-02",100.900002
"9","2013-08-05",100.5
"10","2013-08-06",99.5
"11","2013-08-07",100
"12","2013-08-08",97.800003
"13","2013-08-09",98.099998
"14","2013-08-12",101.5
"15","2013-08-13",98.400002
"16","2013-08-14",100
"17","2013-08-15",98.699997
"18","2013-08-16",101.900002
"19","2013-08-19",101
"20","2013-08-20",101.5
"21","2013-08-21",100.699997
"22","2013-08-22",100.900002
"23","2013-08-23",101
"24","2013-08-26",100.5
"25","2013-08-27",100.5
"26","2013-08-28",100.099998
"27","2013-08-29",99.699997
"28","2013-08-30",99.900002
"29","2013-09-03",99.599998
"30","2013-09-04",99.400002
"31","2013-09-05",98.5
"32","2013-09-06",97.5
"33","2013-09-09",99
"34","2013-09-10",99.199997
"35","2013-09-11",99.5
"36","2013-09-12",109
"37","2013-09-13",110
"38","2013-09-16",124.900002
"39","2013-09-17",121.900002
"40","2013-09-18",133.899994
"41","2013-09-19",127.900002
"42","2013-09-20",123.099998
"43","2013-09-23",128.399994
"44","2013-09-24",120.300003
"45","2013-09-25",118
"46","2013-09-26",117.800003
"47","2013-09-27",131.899994
"48","2013-09-30",124.400002
"49","2013-10-01",126
"50","2013-10-02",146
"51","2013-10-03",137.5
"52","2013-10-04",139.899994
"53","2013-10-07",133.300003
"54","2013-10-08",129.800003
"55","2013-10-09",119.699997
"56","2013-10-10",117.800003
"57","2013-10-11",113.400002
"58","2013-10-14",109.099998
"59","2013-10-15",108.199997
"60","2013-10-16",111.199997
"61","2013-10-17",108.300003
"62","2013-10-18",111.300003
"63","2013-10-21",106.599998
"64","2013-10-22",105.699997
"65","2013-10-23",104.5
"66","2013-10-24",103.199997
"67","2013-10-25",103.400002
"68","2013-10-28",101.099998
"69","2013-10-29",98.5
"70","2013-10-30",92.199997
"71","2013-10-31",90.5
"72","2013-11-01",97.099998
"73","2013-11-04",97.599998
"74","2013-11-05",96.199997
"75","2013-11-06",91.699997
"76","2013-11-07",83.800003
"77","2013-11-08",92
"78","2013-11-11",85.800003
"79","2013-11-12",81.800003
"80","2013-11-13",90.400002
"81","2013-11-14",84
"82","2013-11-15",85.5
"83","2013-11-18",80.800003
"84","2013-11-19",78.5
"85","2013-11-20",80
"86","2013-11-21",76.699997
"87","2013-11-22",80.5
"88","2013-11-25",87.199997
"89","2013-11-26",91.699997
"90","2013-11-27",83.800003
"91","2013-11-29",82.199997
"92","2013-12-02",76.900002
"93","2013-12-03",77.300003
"94","2013-12-04",83.5
"95","2013-12-05",82
"96","2013-12-06",82.099998
"97","2013-12-09",82.400002
"98","2013-12-10",81.599998
"99","2013-12-11",80.5
"100","2013-12-12",80.099998
"101","2013-12-13",78.099998
"102","2013-12-16",75.800003
"103","2013-12-17",76
"104","2013-12-18",77.099998
"105","2013-12-19",73.800003
"106","2013-12-20",73.400002
"107","2013-12-23",71
"108","2013-12-24",80
"109","2013-12-26",74.099998
"110","2013-12-27",74.099998
"111","2013-12-30",74.400002
"112","2013-12-31",71
"113","2014-01-02",73
"114","2014-01-03",73.5
"115","2014-01-06",72.5
"116","2014-01-07",73.199997
"117","2014-01-08",73.599998
"118","2014-01-09",79.800003
"119","2014-01-10",89
"120","2014-01-13",92.900002
"121","2014-01-14",85
"122","2014-01-15",81.5
"123","2014-01-16",79.800003
"124","2014-01-17",86.199997
"125","2014-01-21",91.699997
"126","2014-01-22",90
"127","2014-01-23",87.800003
"128","2014-01-24",82.699997
"129","2014-01-27",75.699997
"130","2014-01-28",76.699997
"131","2014-01-29",74.099998
"132","2014-01-30",75.099998
"133","2014-01-31",73.099998
"134","2014-02-03",72.199997
"135","2014-02-04",70.599998
"136","2014-02-05",71.800003
"137","2014-02-06",72.900002
"138","2014-02-07",73
"139","2014-02-10",73.599998
"140","2014-02-11",74.599998
"141","2014-02-12",78.400002
"142","2014-02-13",85
"143","2014-02-14",84.099998
"144","2014-02-18",83.099998
"145","2014-02-19",82.5
"146","2014-02-20",81
"147","2014-02-21",80.699997
"148","2014-02-24",81.400002
"149","2014-02-25",77.400002
"150","2014-02-26",78.800003
"151","2014-02-27",78.5
"152","2014-02-28",72
"153","2014-03-03",70.900002
"154","2014-03-04",71.099998
"155","2014-03-05",70
"156","2014-03-06",68.800003
"157","2014-03-07",60.900002
"158","2014-03-10",61.099998
"159","2014-03-11",61.5
"160","2014-03-12",67.099998
"161","2014-03-13",69.199997
"162","2014-03-14",65.900002
"163","2014-03-17",63.400002
"164","2014-03-18",62.5
"165","2014-03-19",68.400002
"166","2014-03-20",74.199997
"167","2014-03-21",71.400002
"168","2014-03-24",73.5
"169","2014-03-25",74
"170","2014-03-26",73.599998
"171","2014-03-27",66.400002
"172","2014-03-28",67.099998
"173","2014-03-31",66.900002
"174","2014-04-01",67.099998
"175","2014-04-02",67.699997
"176","2014-04-03",68
"177","2014-04-04",64.300003
"178","2014-04-07",60.599998
"179","2014-04-08",59
"180","2014-04-09",59.700001
"181","2014-04-10",52.099998
"182","2014-04-11",57.099998
"183","2014-04-14",53.400002
"184","2014-04-15",50.599998
"185","2014-04-16",52.700001
"186","2014-04-17",55.599998
"187","2014-04-21",59.299999
"188","2014-04-22",60.900002
"189","2014-04-23",60
"190","2014-04-24",57.900002
"191","2014-04-25",56.700001
"192","2014-04-28",52.700001
"193","2014-04-29",54.299999
"194","2014-04-30",54.099998
"195","2014-05-01",52.200001
"196","2014-05-02",49.099998
"197","2014-05-05",46.700001
"198","2014-05-06",47.900002
"199","2014-05-07",46.5
"200","2014-05-08",43.599998
"201","2014-05-09",41.200001
"202","2014-05-12",41.299999
"203","2014-05-13",39.700001
"204","2014-05-14",40.599998
"205","2014-05-15",39.5
"206","2014-05-16",39.599998
"207","2014-05-19",40.200001
"208","2014-05-20",41.400002
"209","2014-05-21",42
"210","2014-05-22",47.700001
"211","2014-05-23",44.799999
"212","2014-05-27",45.5
"213","2014-05-28",45.099998
"214","2014-05-29",45.599998
"215","2014-05-30",48.200001
"216","2014-06-02",45.099998
"217","2014-06-03",44
"218","2014-06-04",43
"219","2014-06-05",42.400002
"220","2014-06-06",42.700001
"221","2014-06-09",45.099998
"222","2014-06-10",44.299999
"223","2014-06-11",45.700001
"224","2014-06-12",45.900002
"225","2014-06-13",45.599998
"226","2014-06-16",49.299999
"227","2014-06-17",48.900002
"228","2014-06-18",49
"229","2014-06-19",49.5
"230","2014-06-20",49.799999
"231","2014-06-23",53.900002
"232","2014-06-24",51.299999
"233","2014-06-25",50.799999
"234","2014-06-26",50.599998
"235","2014-06-27",51.900002
"236","2014-06-30",55.5
"237","2014-07-01",51.700001
"238","2014-07-02",52.700001
"239","2014-07-03",52.5
"240","2014-07-07",52.299999
"241","2014-07-08",49.599998
"242","2014-07-09",50.099998
"243","2014-07-10",49.5
"244","2014-07-11",47.299999
"245","2014-07-14",48
"246","2014-07-15",47.799999
"247","2014-07-16",46.700001
