"","date","FL"
"132","2007-07-12",21.51
"133","2007-07-13",21.51
"134","2007-07-16",21.42
"135","2007-07-17",21.190001
"136","2007-07-18",20.91
"137","2007-07-19",22.709999
"138","2007-07-20",22.620001
"139","2007-07-23",22
"140","2007-07-24",21.16
"141","2007-07-25",20.870001
"142","2007-07-26",19.629999
"143","2007-07-27",19.049999
"144","2007-07-30",18.799999
"145","2007-07-31",18.559999
"146","2007-08-01",18.23
"147","2007-08-02",17.99
"148","2007-08-03",17.059999
"149","2007-08-06",16.91
"150","2007-08-07",16.42
"151","2007-08-08",16.450001
"152","2007-08-09",16.360001
"153","2007-08-10",16.209999
"154","2007-08-13",16.129999
"155","2007-08-14",15.93
"156","2007-08-15",15.54
"157","2007-08-16",15.02
"158","2007-08-17",15.28
"159","2007-08-20",15.78
"160","2007-08-21",15.84
"161","2007-08-22",15.53
"162","2007-08-23",16.700001
"163","2007-08-24",16.82
"164","2007-08-27",16.6
"165","2007-08-28",16.200001
"166","2007-08-29",16.77
"167","2007-08-30",16.540001
"168","2007-08-31",16.709999
"169","2007-09-04",16.74
"170","2007-09-05",16.559999
"171","2007-09-06",16.450001
"172","2007-09-07",16.09
"173","2007-09-10",15.95
"174","2007-09-11",16.219999
"175","2007-09-12",16.18
"176","2007-09-13",16.49
"177","2007-09-14",16.309999
"178","2007-09-17",16.23
"179","2007-09-18",16.799999
"180","2007-09-19",16.76
"181","2007-09-20",16.639999
"182","2007-09-21",16.34
"183","2007-09-24",15.89
"184","2007-09-25",15.6
"185","2007-09-26",15.42
"186","2007-09-27",15.42
"187","2007-09-28",15.33
"188","2007-10-01",15.23
"189","2007-10-02",15.33
"190","2007-10-03",15.55
"191","2007-10-04",15.1
"192","2007-10-05",15.49
"193","2007-10-08",15.15
"194","2007-10-09",15.21
"195","2007-10-10",15.17
"196","2007-10-11",15.61
"197","2007-10-12",15.54
"198","2007-10-15",15.27
"199","2007-10-16",15
"200","2007-10-17",14.73
"201","2007-10-18",14.48
"202","2007-10-19",14.05
"203","2007-10-22",14.19
"204","2007-10-23",14.19
"205","2007-10-24",14.36
"206","2007-10-25",14.26
"207","2007-10-26",14.21
"208","2007-10-29",14.63
"209","2007-10-30",14.75
"210","2007-10-31",14.89
"211","2007-11-01",14.62
"212","2007-11-02",14.35
"213","2007-11-05",13.98
"214","2007-11-06",13.67
"215","2007-11-07",13.21
"216","2007-11-08",13.88
"217","2007-11-09",13.87
"218","2007-11-12",14.2
"219","2007-11-13",15.04
"220","2007-11-14",14.3
"221","2007-11-15",14.11
"222","2007-11-16",14.13
"223","2007-11-19",12.89
"224","2007-11-20",12.59
"225","2007-11-21",12.82
"226","2007-11-23",12.76
"227","2007-11-26",12.79
"228","2007-11-27",12.32
"229","2007-11-28",12.73
"230","2007-11-29",12.55
"231","2007-11-30",13.05
"232","2007-12-03",13.18
"233","2007-12-04",13.4
"234","2007-12-05",13.64
"235","2007-12-06",13.86
"236","2007-12-07",14.04
"237","2007-12-10",14.62
"238","2007-12-11",14.02
"239","2007-12-12",13.97
"240","2007-12-13",13.72
"241","2007-12-14",13.54
"242","2007-12-17",13.3
"243","2007-12-18",13.92
"244","2007-12-19",13.24
"245","2007-12-20",13.2
"246","2007-12-21",13.44
"247","2007-12-24",13.69
"248","2007-12-26",13.57
"249","2007-12-27",13.43
"250","2007-12-28",13.24
"251","2007-12-31",13.66
"252","2008-01-02",13.55
"253","2008-01-03",12.66
"254","2008-01-04",12.1
"255","2008-01-07",12.38
"256","2008-01-08",11.84
"257","2008-01-09",11.61
"258","2008-01-10",11.84
"259","2008-01-11",11.21
"260","2008-01-14",11.28
"261","2008-01-15",9.84
"262","2008-01-16",10.65
"263","2008-01-17",10.85
"264","2008-01-18",11.01
"265","2008-01-22",11.67
"266","2008-01-23",12.28
"267","2008-01-24",12.41
"268","2008-01-25",12.42
"269","2008-01-28",12.82
"270","2008-01-29",13.11
"271","2008-01-30",13.2
"272","2008-01-31",13.69
"273","2008-02-01",13.94
"274","2008-02-04",13.5
"275","2008-02-05",13.29
"276","2008-02-06",12.92
"277","2008-02-07",13.31
"278","2008-02-08",13.27
"279","2008-02-11",13.44
"280","2008-02-12",13.42
"281","2008-02-13",13.28
"282","2008-02-14",12.65
"283","2008-02-15",12.59
"284","2008-02-19",12.45
"285","2008-02-20",12.56
"286","2008-02-21",12.61
"287","2008-02-22",12.74
"288","2008-02-25",13.09
"289","2008-02-26",13.24
"290","2008-02-27",13.29
"291","2008-02-28",12.84
"292","2008-02-29",12.3
"293","2008-03-03",12.24
"294","2008-03-04",12.38
"295","2008-03-05",12.23
"296","2008-03-06",11.61
"297","2008-03-07",11.24
"298","2008-03-10",11.15
"299","2008-03-11",11.24
"300","2008-03-12",11.22
"301","2008-03-13",11.03
"302","2008-03-14",11.16
"303","2008-03-17",10.61
"304","2008-03-18",11.07
"305","2008-03-19",11
"306","2008-03-20",11.53
"307","2008-03-24",12.18
"308","2008-03-25",12.02
"309","2008-03-26",11.66
"310","2008-03-27",11.57
"311","2008-03-28",11.22
"312","2008-03-31",11.77
"313","2008-04-01",12.25
"314","2008-04-02",12.22
"315","2008-04-03",12.14
"316","2008-04-04",12.08
"317","2008-04-07",12.1
"318","2008-04-08",11.65
"319","2008-04-09",11.15
"320","2008-04-10",11.42
"321","2008-04-11",11.26
"322","2008-04-14",11.17
"323","2008-04-15",11.18
"324","2008-04-16",11.52
"325","2008-04-17",11.5
"326","2008-04-18",11.61
"327","2008-04-21",11.87
"328","2008-04-22",11.6
"329","2008-04-23",11.8
"330","2008-04-24",11.99
"331","2008-04-25",12.08
"332","2008-04-28",12.24
"333","2008-04-29",12.65
"334","2008-04-30",12.65
"335","2008-05-01",12.96
"336","2008-05-02",13.21
"337","2008-05-05",12.94
"338","2008-05-06",13
"339","2008-05-07",12.79
"340","2008-05-08",12.51
"341","2008-05-09",12.66
"342","2008-05-12",13.16
"343","2008-05-13",13
"344","2008-05-14",12.86
"345","2008-05-15",13.17
"346","2008-05-16",13
"347","2008-05-19",12.69
"348","2008-05-20",12.59
"349","2008-05-21",12.26
"350","2008-05-22",12.08
"351","2008-05-23",13.54
"352","2008-05-27",13.86
"353","2008-05-28",14.5
"354","2008-05-29",14.82
"355","2008-05-30",14.61
"356","2008-06-02",14.37
"357","2008-06-03",14.43
"358","2008-06-04",14.72
"359","2008-06-05",14.7
"360","2008-06-06",13.97
"361","2008-06-09",13.56
"362","2008-06-10",13.6
"363","2008-06-11",13.16
"364","2008-06-12",13.44
"365","2008-06-13",13.84
"366","2008-06-16",13.95
"367","2008-06-17",13.96
"368","2008-06-18",13.39
"369","2008-06-19",13.62
"370","2008-06-20",13.28
"371","2008-06-23",12.85
"372","2008-06-24",12.62
"373","2008-06-25",13.05
"374","2008-06-26",12.52
"375","2008-06-27",12.72
"376","2008-06-30",12.45
"377","2008-07-01",12.48
"378","2008-07-02",12.77
"379","2008-07-03",12.67
"380","2008-07-07",12.93
"381","2008-07-08",13.3
"382","2008-07-09",13.22
"383","2008-07-10",12.29
"384","2008-07-11",12.02
"385","2008-07-14",11.72
"386","2008-07-15",12
"387","2008-07-16",12.67
"388","2008-07-17",13.26
"389","2008-07-18",13.35
"390","2008-07-21",13.58
"391","2008-07-22",14.23
"392","2008-07-23",14.49
"393","2008-07-24",14.09
"394","2008-07-25",14.29
"395","2008-07-28",13.81
"396","2008-07-29",14.37
"397","2008-07-30",15.1
"398","2008-07-31",15.06
"399","2008-08-01",15.1
"400","2008-08-04",15.25
"401","2008-08-05",15.49
"402","2008-08-06",15.16
"403","2008-08-07",14.48
"404","2008-08-08",15.49
"405","2008-08-11",15.43
"406","2008-08-12",14.88
"407","2008-08-13",14.19
"408","2008-08-14",14.45
"409","2008-08-15",14.89
"410","2008-08-18",14.95
"411","2008-08-19",14.79
"412","2008-08-20",14.98
"413","2008-08-21",15.28
"414","2008-08-22",16.040001
"415","2008-08-25",15.77
"416","2008-08-26",15.92
"417","2008-08-27",16.219999
"418","2008-08-28",16.34
"419","2008-08-29",16.290001
"420","2008-09-02",16.299999
"421","2008-09-03",17.280001
"422","2008-09-04",17.32
"423","2008-09-05",16.75
"424","2008-09-08",17.530001
"425","2008-09-09",17.549999
"426","2008-09-10",17.65
"427","2008-09-11",17.889999
"428","2008-09-12",17.41
"429","2008-09-15",17.040001
"430","2008-09-16",17.190001
"431","2008-09-17",16
"432","2008-09-18",16.93
"433","2008-09-19",16.639999
"434","2008-09-22",16.559999
"435","2008-09-23",16.5
"436","2008-09-24",17.280001
"437","2008-09-25",17.59
"438","2008-09-26",16.99
"439","2008-09-29",16
"440","2008-09-30",16.16
"441","2008-10-01",16.15
"442","2008-10-02",15.27
"443","2008-10-03",14.43
"444","2008-10-06",14.6
"445","2008-10-07",13.73
"446","2008-10-08",14.07
"447","2008-10-09",13.26
"448","2008-10-10",12.95
"449","2008-10-13",14.23
"450","2008-10-14",13.59
"451","2008-10-15",12.13
"452","2008-10-16",12.62
"453","2008-10-17",12.76
"454","2008-10-20",13.23
"455","2008-10-21",12.84
"456","2008-10-22",12.16
"457","2008-10-23",11.76
"458","2008-10-24",11.63
"459","2008-10-27",11.84
"460","2008-10-28",13.22
"461","2008-10-29",13.62
"462","2008-10-30",13.81
"463","2008-10-31",14.62
"464","2008-11-03",14.13
"465","2008-11-04",14.71
"466","2008-11-05",13.68
"467","2008-11-06",13.36
"468","2008-11-07",12.93
"469","2008-11-10",12.61
"470","2008-11-11",12.14
"471","2008-11-12",11.5
"472","2008-11-13",11.89
"473","2008-11-14",11.22
"474","2008-11-17",10.1
"475","2008-11-18",9.84
"476","2008-11-19",8.08
"477","2008-11-20",7.63
"478","2008-11-21",5.49
"479","2008-11-24",5.65
"480","2008-11-25",6.28
"481","2008-11-26",6.86
"482","2008-11-28",6.73
"483","2008-12-01",6.07
"484","2008-12-02",6.33
"485","2008-12-03",6.91
"486","2008-12-04",6.79
"487","2008-12-05",7.72
"488","2008-12-08",7.74
"489","2008-12-09",7.18
"490","2008-12-10",6.83
"491","2008-12-11",6.77
"492","2008-12-12",7.23
"493","2008-12-15",7.02
"494","2008-12-16",7.49
"495","2008-12-17",8.02
"496","2008-12-18",7.97
"497","2008-12-19",7.8
"498","2008-12-22",7.42
"499","2008-12-23",7.44
"500","2008-12-24",7.47
"501","2008-12-26",7.71
"502","2008-12-29",7.39
"503","2008-12-30",7.57
"504","2008-12-31",7.34
"505","2009-01-02",8.17
"506","2009-01-05",8.21
"507","2009-01-06",8.29
"508","2009-01-07",8.48
"509","2009-01-08",8.26
"510","2009-01-09",7.95
"511","2009-01-12",7.77
"512","2009-01-13",7.98
"513","2009-01-14",7.52
"514","2009-01-15",7.51
"515","2009-01-16",7.74
"516","2009-01-20",7.29
"517","2009-01-21",7.57
"518","2009-01-22",7.49
"519","2009-01-23",7.52
"520","2009-01-26",7.69
"521","2009-01-27",7.78
"522","2009-01-28",8.08
"523","2009-01-29",7.62
"524","2009-01-30",7.36
"525","2009-02-02",7.28
"526","2009-02-03",7.64
"527","2009-02-04",7.45
"528","2009-02-05",7.9
"529","2009-02-06",8.28
"530","2009-02-09",8.15
"531","2009-02-10",7.72
"532","2009-02-11",7.75
"533","2009-02-12",7.69
"534","2009-02-13",7.54
"535","2009-02-17",7.56
"536","2009-02-18",7.47
"537","2009-02-19",7.35
"538","2009-02-20",7.32
"539","2009-02-23",7.41
"540","2009-02-24",8.15
"541","2009-02-25",8.1
"542","2009-02-26",7.93
"543","2009-02-27",8.31
"544","2009-03-02",8.19
"545","2009-03-03",7.83
"546","2009-03-04",8.29
"547","2009-03-05",8.19
"548","2009-03-06",8.39
"549","2009-03-09",8.86
"550","2009-03-10",9.58
"551","2009-03-11",9.54
"552","2009-03-12",9.77
"553","2009-03-13",9.68
"554","2009-03-16",9.39
"555","2009-03-17",9.61
"556","2009-03-18",9.74
"557","2009-03-19",9.4
"558","2009-03-20",9.74
"559","2009-03-23",10.71
"560","2009-03-24",10.03
"561","2009-03-25",9.93
"562","2009-03-26",10.69
"563","2009-03-27",10.48
"564","2009-03-30",10.58
"565","2009-03-31",10.48
"566","2009-04-01",10.68
"567","2009-04-02",11.13
"568","2009-04-03",11.5
"569","2009-04-06",11.11
"570","2009-04-07",10.7
"571","2009-04-08",10.94
"572","2009-04-09",11.34
"573","2009-04-13",10.97
"574","2009-04-14",10.5
"575","2009-04-15",10.41
"576","2009-04-16",10.73
"577","2009-04-17",10.76
"578","2009-04-20",10.2
"579","2009-04-21",11.23
"580","2009-04-22",11.63
"581","2009-04-23",11.49
"582","2009-04-24",11.9
"583","2009-04-27",11.4
"584","2009-04-28",11.6
"585","2009-04-29",11.38
"586","2009-04-30",11.89
"587","2009-05-01",12.19
"588","2009-05-04",12.57
"589","2009-05-05",12.25
"590","2009-05-06",11.77
"591","2009-05-07",11.58
"592","2009-05-08",11.61
"593","2009-05-11",11.16
"594","2009-05-12",10.82
"595","2009-05-13",10.02
"596","2009-05-14",10.76
"597","2009-05-15",10.55
"598","2009-05-18",11.08
"599","2009-05-19",10.88
"600","2009-05-20",10.7
"601","2009-05-21",10.45
"602","2009-05-22",10.35
"603","2009-05-26",11.26
"604","2009-05-27",11.05
"605","2009-05-28",10.8
"606","2009-05-29",11.11
"607","2009-06-01",11.44
"608","2009-06-02",11.62
"609","2009-06-03",11.45
"610","2009-06-04",11.51
"611","2009-06-05",11.24
"612","2009-06-08",11.24
"613","2009-06-09",11.17
"614","2009-06-10",10.99
"615","2009-06-11",10.41
"616","2009-06-12",10.73
"617","2009-06-15",10.71
"618","2009-06-16",10.28
"619","2009-06-17",10.54
"620","2009-06-18",10.7
"621","2009-06-19",10.82
"622","2009-06-22",10.63
"623","2009-06-23",10.22
"624","2009-06-24",10.44
"625","2009-06-25",10.45
"626","2009-06-26",10.82
"627","2009-06-29",10.66
"628","2009-06-30",10.47
"629","2009-07-01",10.36
"630","2009-07-02",10.02
"631","2009-07-06",10.11
"632","2009-07-07",9.68
"633","2009-07-08",9.86
"634","2009-07-09",9.74
"635","2009-07-10",9.69
"636","2009-07-13",10.38
"637","2009-07-14",10.63
"638","2009-07-15",10.62
"639","2009-07-16",10.6
"640","2009-07-17",10.52
"641","2009-07-20",10.85
"642","2009-07-21",10.56
"643","2009-07-22",10.72
"644","2009-07-23",11.24
"645","2009-07-24",11.33
"646","2009-07-27",11.21
"647","2009-07-28",11.08
"648","2009-07-29",11.08
"649","2009-07-30",11.19
"650","2009-07-31",11.08
"651","2009-08-03",11.09
"652","2009-08-04",11
"653","2009-08-05",10.99
"654","2009-08-06",11.27
"655","2009-08-07",11.75
"656","2009-08-10",11.39
"657","2009-08-11",11.26
"658","2009-08-12",11.48
"659","2009-08-13",11.67
"660","2009-08-14",11.35
"661","2009-08-17",11.06
"662","2009-08-18",11.16
"663","2009-08-19",11.17
"664","2009-08-20",11.3
"665","2009-08-21",10.34
"666","2009-08-24",9.93
"667","2009-08-25",10.1
"668","2009-08-26",10.24
"669","2009-08-27",10.76
"670","2009-08-28",11.11
"671","2009-08-31",10.66
"672","2009-09-01",10.55
"673","2009-09-02",10.44
"674","2009-09-03",10.61
"675","2009-09-04",10.71
"676","2009-09-08",10.75
"677","2009-09-09",10.92
"678","2009-09-10",10.9
"679","2009-09-11",10.67
"680","2009-09-14",11
"681","2009-09-15",11.27
"682","2009-09-16",11.52
"683","2009-09-17",11.34
"684","2009-09-18",11.34
"685","2009-09-21",11.36
"686","2009-09-22",11.68
"687","2009-09-23",11.73
"688","2009-09-24",11.39
"689","2009-09-25",11.86
"690","2009-09-28",11.86
"691","2009-09-29",12.08
"692","2009-09-30",11.95
"693","2009-10-01",11.53
"694","2009-10-02",11.35
"695","2009-10-05",11.46
"696","2009-10-06",11.89
"697","2009-10-07",11.78
"698","2009-10-08",12.08
"699","2009-10-09",12.06
"700","2009-10-12",11.78
"701","2009-10-13",11.68
"702","2009-10-14",11.87
"703","2009-10-15",11.78
"704","2009-10-16",11.99
"705","2009-10-19",12.07
"706","2009-10-20",11.96
"707","2009-10-21",11.57
"708","2009-10-22",11.86
"709","2009-10-23",11.72
"710","2009-10-26",11.54
"711","2009-10-27",10.93
"712","2009-10-28",10.45
"713","2009-10-29",10.7
"714","2009-10-30",10.48
"715","2009-11-02",10.18
"716","2009-11-03",10.36
"717","2009-11-04",10.41
"718","2009-11-05",10.41
"719","2009-11-06",10.66
"720","2009-11-09",10.91
"721","2009-11-10",10.97
"722","2009-11-11",11
"723","2009-11-12",10.8
"724","2009-11-13",10.84
"725","2009-11-16",11.15
"726","2009-11-17",10.94
"727","2009-11-18",11.1
"728","2009-11-19",10.59
"729","2009-11-20",10.37
"730","2009-11-23",10.15
"731","2009-11-24",9.77
"732","2009-11-25",10.16
"733","2009-11-27",9.94
"734","2009-11-30",9.49
"735","2009-12-01",9.85
"736","2009-12-02",9.91
"737","2009-12-03",9.74
"738","2009-12-04",9.83
"739","2009-12-07",9.87
"740","2009-12-08",9.67
"741","2009-12-09",9.52
"742","2009-12-10",9.7
"743","2009-12-11",9.71
"744","2009-12-14",9.72
"745","2009-12-15",9.74
"746","2009-12-16",10.13
"747","2009-12-17",10.08
"748","2009-12-18",10.15
"749","2009-12-21",10.44
"750","2009-12-22",10.65
"751","2009-12-23",10.98
"752","2009-12-24",11.05
"753","2009-12-28",11.07
"754","2009-12-29",11.18
"755","2009-12-30",11.34
"756","2009-12-31",11.14
"757","2010-01-04",11.16
"758","2010-01-05",11.47
"759","2010-01-06",11.91
"760","2010-01-07",11.82
"761","2010-01-08",12.25
"762","2010-01-11",12.35
"763","2010-01-12",12.39
"764","2010-01-13",12.41
"765","2010-01-14",12.43
"766","2010-01-15",12.18
"767","2010-01-19",11.94
"768","2010-01-20",11.8
"769","2010-01-21",11.9
"770","2010-01-22",11.75
"771","2010-01-25",11.82
"772","2010-01-26",11.73
"773","2010-01-27",11.74
"774","2010-01-28",11.49
"775","2010-01-29",11.29
"776","2010-02-01",11.69
"777","2010-02-02",11.94
"778","2010-02-03",11.96
"779","2010-02-04",11.65
"780","2010-02-05",11.61
"781","2010-02-08",11.64
"782","2010-02-09",11.67
"783","2010-02-10",11.61
"784","2010-02-11",11.82
"785","2010-02-12",11.74
"786","2010-02-16",12.06
"787","2010-02-17",12.52
"788","2010-02-18",12.73
"789","2010-02-19",12.82
"790","2010-02-22",13.04
"791","2010-02-23",13.05
"792","2010-02-24",12.88
"793","2010-02-25",12.77
"794","2010-02-26",12.97
"795","2010-03-01",13.45
"796","2010-03-02",13.21
"797","2010-03-03",13.01
"798","2010-03-04",13.68
"799","2010-03-05",14.24
"800","2010-03-08",13.95
"801","2010-03-09",13.54
"802","2010-03-10",13.49
"803","2010-03-11",13.95
"804","2010-03-12",14.55
"805","2010-03-15",14.45
"806","2010-03-16",14.7
"807","2010-03-17",14.67
"808","2010-03-18",14.59
"809","2010-03-19",14.59
"810","2010-03-22",14.99
"811","2010-03-23",15.1
"812","2010-03-24",14.87
"813","2010-03-25",14.71
"814","2010-03-26",15.06
"815","2010-03-29",15.14
"816","2010-03-30",15.04
"817","2010-03-31",15.04
"818","2010-04-01",15.41
"819","2010-04-05",15.5
"820","2010-04-06",15.56
"821","2010-04-07",15.3
"822","2010-04-08",15.26
"823","2010-04-09",15.3
"824","2010-04-12",15.25
"825","2010-04-13",15.43
"826","2010-04-14",15.67
"827","2010-04-15",15.97
"828","2010-04-16",15.78
"829","2010-04-19",15.54
"830","2010-04-20",15.73
"831","2010-04-21",15.93
"832","2010-04-22",16.5
"833","2010-04-23",16.48
"834","2010-04-26",16.75
"835","2010-04-27",15.92
"836","2010-04-28",15.93
"837","2010-04-29",16.32
"838","2010-04-30",15.35
"839","2010-05-03",15.63
"840","2010-05-04",14.86
"841","2010-05-05",14.87
"842","2010-05-06",14.17
"843","2010-05-07",13.94
"844","2010-05-10",14.8
"845","2010-05-11",14.9
"846","2010-05-12",15.23
"847","2010-05-13",14.36
"848","2010-05-14",14.15
"849","2010-05-17",14.39
"850","2010-05-18",13.98
"851","2010-05-19",13.66
"852","2010-05-20",13.44
"853","2010-05-21",13.98
"854","2010-05-24",13.84
"855","2010-05-25",14.04
"856","2010-05-26",14.13
"857","2010-05-27",15.02
"858","2010-05-28",14.91
"859","2010-06-01",14.45
"860","2010-06-02",14.71
"861","2010-06-03",14.72
"862","2010-06-04",13.88
"863","2010-06-07",13.24
"864","2010-06-08",13.42
"865","2010-06-09",13.32
"866","2010-06-10",14.02
"867","2010-06-11",14.31
"868","2010-06-14",14.58
"869","2010-06-15",14.94
"870","2010-06-16",14.67
"871","2010-06-17",14.45
"872","2010-06-18",14.36
"873","2010-06-21",13.9
"874","2010-06-22",13.67
"875","2010-06-23",13.88
"876","2010-06-24",13.48
"877","2010-06-25",13.32
"878","2010-06-28",13.26
"879","2010-06-29",12.85
"880","2010-06-30",12.62
"881","2010-07-01",12.88
"882","2010-07-02",12.62
"883","2010-07-06",12.43
"884","2010-07-07",12.95
"885","2010-07-08",12.97
"886","2010-07-09",13.29
"887","2010-07-12",13.28
"888","2010-07-13",13.56
"889","2010-07-14",13.45
"890","2010-07-15",13.49
"891","2010-07-16",12.84
"892","2010-07-19",13.12
"893","2010-07-20",13.6
"894","2010-07-21",13.22
"895","2010-07-22",13.65
"896","2010-07-23",14.12
"897","2010-07-26",14.33
"898","2010-07-27",14.17
"899","2010-07-28",14.14
"900","2010-07-29",13.52
"901","2010-07-30",13.59
"902","2010-08-02",14.11
"903","2010-08-03",13.52
"904","2010-08-04",13.53
"905","2010-08-05",13.39
"906","2010-08-06",13.25
"907","2010-08-09",13.59
"908","2010-08-10",12.74
"909","2010-08-11",12.53
"910","2010-08-12",12.52
"911","2010-08-13",12.51
"912","2010-08-16",12.58
"913","2010-08-17",12.93
"914","2010-08-18",13.14
"915","2010-08-19",12.99
"916","2010-08-20",12.39
"917","2010-08-23",12.09
"918","2010-08-24",11.8
"919","2010-08-25",12.03
"920","2010-08-26",12.09
"921","2010-08-27",12.22
"922","2010-08-30",11.88
"923","2010-08-31",11.74
"924","2010-09-01",12.33
"925","2010-09-02",12.44
"926","2010-09-03",13.12
"927","2010-09-07",12.95
"928","2010-09-08",13.06
"929","2010-09-09",13.02
"930","2010-09-10",13.02
"931","2010-09-13",13.52
"932","2010-09-14",14.08
"933","2010-09-15",14.08
"934","2010-09-16",14.15
"935","2010-09-17",14.12
"936","2010-09-20",14.5
"937","2010-09-21",14.28
"938","2010-09-22",14.16
"939","2010-09-23",14.45
"940","2010-09-24",14.78
"941","2010-09-27",14.74
"942","2010-09-28",14.94
"943","2010-09-29",14.76
"944","2010-09-30",14.53
"945","2010-10-01",14.81
"946","2010-10-04",14.86
"947","2010-10-05",14.88
"948","2010-10-06",15.05
"949","2010-10-07",15.02
"950","2010-10-08",15.24
"951","2010-10-11",15.53
"952","2010-10-12",15.63
"953","2010-10-13",15.65
"954","2010-10-14",15.86
"955","2010-10-15",15.95
"956","2010-10-18",15.9
"957","2010-10-19",15.66
"958","2010-10-20",15.73
"959","2010-10-21",15.66
"960","2010-10-22",15.66
"961","2010-10-25",15.68
"962","2010-10-26",15.84
"963","2010-10-27",15.84
"964","2010-10-28",16.049999
"965","2010-10-29",15.93
"966","2010-11-01",15.74
"967","2010-11-02",16.219999
"968","2010-11-03",16.129999
"969","2010-11-04",16.379999
"970","2010-11-05",16.610001
"971","2010-11-08",16.450001
"972","2010-11-09",16.059999
"973","2010-11-10",16.27
"974","2010-11-11",16.469999
"975","2010-11-12",16.17
"976","2010-11-15",16.17
"977","2010-11-16",16.059999
"978","2010-11-17",16.75
"979","2010-11-18",16.440001
"980","2010-11-19",18.35
"981","2010-11-22",18.370001
"982","2010-11-23",18.360001
"983","2010-11-24",18.889999
"984","2010-11-26",18.65
"985","2010-11-29",19.049999
"986","2010-11-30",18.870001
"987","2010-12-01",19.200001
"988","2010-12-02",19.290001
"989","2010-12-03",19.639999
"990","2010-12-06",19.33
"991","2010-12-07",19.18
