"","date","LITE"
"1","2015-07-23",17
"2","2015-07-24",17
"3","2015-07-27",20.85
"4","2015-07-28",21
"5","2015-07-29",21.002001
"6","2015-07-30",21
"7","2015-07-31",19.700001
"8","2015-08-03",23.450001
"9","2015-08-04",21.15
"10","2015-08-05",20.559999
"11","2015-08-06",18.6
"12","2015-08-07",19.299999
"13","2015-08-10",19.01
"14","2015-08-11",19.559999
"15","2015-08-12",19.370001
"16","2015-08-13",20.6
"17","2015-08-14",20.33
"18","2015-08-17",21.07
"19","2015-08-18",21.440001
"20","2015-08-19",21.389999
"21","2015-08-20",21.200001
"22","2015-08-21",21.25
"23","2015-08-24",21.01
"24","2015-08-25",20.4
"25","2015-08-26",20.41
"26","2015-08-27",20.4
"27","2015-08-28",19.92
"28","2015-08-31",19.74
"29","2015-09-01",19.08
"30","2015-09-02",18.709999
"31","2015-09-03",19.309999
"32","2015-09-04",19.07
"33","2015-09-08",17.77
"34","2015-09-09",18.790001
"35","2015-09-10",18.35
"36","2015-09-11",17.709999
"37","2015-09-14",17.57
"38","2015-09-15",17.379999
"39","2015-09-16",16.969999
"40","2015-09-17",17.25
"41","2015-09-18",17.08
"42","2015-09-21",17.049999
"43","2015-09-22",16.809999
"44","2015-09-23",16.780001
"45","2015-09-24",16.940001
"46","2015-09-25",16.98
"47","2015-09-28",16.92
"48","2015-09-29",16.84
"49","2015-09-30",16.950001
"50","2015-10-01",16.540001
"51","2015-10-02",15.76
"52","2015-10-05",15.59
"53","2015-10-06",15.28
"54","2015-10-07",15.23
"55","2015-10-08",15.18
"56","2015-10-09",15.14
"57","2015-10-12",14.75
"58","2015-10-13",14.69
"59","2015-10-14",14.45
"60","2015-10-15",14.75
"61","2015-10-16",14.47
"62","2015-10-19",14.12
"63","2015-10-20",14.28
"64","2015-10-21",14.5
"65","2015-10-22",14.6
"66","2015-10-23",14.87
"67","2015-10-26",14.83
"68","2015-10-27",14.55
"69","2015-10-28",14.7
"70","2015-10-29",14.51
"71","2015-10-30",14.34
"72","2015-11-02",14.8
"73","2015-11-03",15.38
"74","2015-11-04",16.059999
"75","2015-11-05",16.35
"76","2015-11-06",16.07
"77","2015-11-09",16.030001
"78","2015-11-10",16.540001
"79","2015-11-11",17.950001
"80","2015-11-12",17.6
"81","2015-11-13",17.639999
"82","2015-11-16",18.190001
"83","2015-11-17",18.200001
"84","2015-11-18",18.08
"85","2015-11-19",18.24
"86","2015-11-20",18.809999
"87","2015-11-23",19.58
"88","2015-11-24",19.75
"89","2015-11-25",19.82
"90","2015-11-27",20.01
"91","2015-11-30",20
"92","2015-12-01",20
"93","2015-12-02",19.940001
"94","2015-12-03",19.809999
"95","2015-12-04",20.32
"96","2015-12-07",20.299999
"97","2015-12-08",20.780001
"98","2015-12-09",20.110001
"99","2015-12-10",19.540001
"100","2015-12-11",20.34
"101","2015-12-14",19.75
"102","2015-12-15",20.23
"103","2015-12-16",21.559999
"104","2015-12-17",21.82
"105","2015-12-18",21.040001
"106","2015-12-21",21
"107","2015-12-22",20.780001
"108","2015-12-23",21.01
"109","2015-12-24",20.780001
"110","2015-12-28",21.4
"111","2015-12-29",22
"112","2015-12-30",22.559999
"113","2015-12-31",22.02
"114","2016-01-04",22.33
"115","2016-01-05",21.540001
"116","2016-01-06",21.639999
"117","2016-01-07",20.549999
"118","2016-01-08",19.559999
"119","2016-01-11",19.629999
"120","2016-01-12",19.58
"121","2016-01-13",19.620001
"122","2016-01-14",19.32
"123","2016-01-15",19.41
"124","2016-01-19",18.99
"125","2016-01-20",18.82
"126","2016-01-21",18.809999
"127","2016-01-22",19.639999
"128","2016-01-25",19.450001
"129","2016-01-26",19.98
"130","2016-01-27",19.690001
"131","2016-01-28",19.6
"132","2016-01-29",19.73
"133","2016-02-01",20.43
"134","2016-02-02",21.110001
"135","2016-02-03",21.780001
"136","2016-02-04",22.200001
"137","2016-02-05",23.790001
"138","2016-02-08",23.559999
"139","2016-02-09",23
"140","2016-02-10",23.969999
"141","2016-02-11",23.030001
"142","2016-02-12",23.110001
"143","2016-02-16",23.809999
"144","2016-02-17",24.389999
"145","2016-02-18",24.389999
"146","2016-02-19",23.870001
"147","2016-02-22",24.200001
"148","2016-02-23",24.08
"149","2016-02-24",24.26
"150","2016-02-25",24.25
"151","2016-02-26",24
"152","2016-02-29",24.030001
"153","2016-03-01",24.379999
"154","2016-03-02",25.290001
"155","2016-03-03",24.459999
"156","2016-03-04",24.99
"157","2016-03-07",24.559999
"158","2016-03-08",23.74
"159","2016-03-09",24.43
"160","2016-03-10",24.469999
"161","2016-03-11",25.370001
"162","2016-03-14",25.790001
"163","2016-03-15",25.18
"164","2016-03-16",25.25
"165","2016-03-17",26.110001
"166","2016-03-18",26.08
"167","2016-03-21",26.92
"168","2016-03-22",26.84
"169","2016-03-23",26.709999
"170","2016-03-24",26.73
"171","2016-03-28",26.219999
"172","2016-03-29",26.48
"173","2016-03-30",27.139999
"174","2016-03-31",26.969999
"175","2016-04-01",26.58
"176","2016-04-04",26.4
"177","2016-04-05",26.24
"178","2016-04-06",26.620001
"179","2016-04-07",26.68
"180","2016-04-08",27.459999
"181","2016-04-11",27.200001
"182","2016-04-12",26.24
"183","2016-04-13",26.43
"184","2016-04-14",26.98
"185","2016-04-15",26.92
"186","2016-04-18",25.940001
"187","2016-04-19",24.82
"188","2016-04-20",24.809999
"189","2016-04-21",25.049999
"190","2016-04-22",25.620001
"191","2016-04-25",25.34
"192","2016-04-26",24.77
"193","2016-04-27",25.690001
"194","2016-04-28",25.48
"195","2016-04-29",25.299999
"196","2016-05-02",25.5
"197","2016-05-03",26
"198","2016-05-04",25
"199","2016-05-05",24.66
"200","2016-05-06",24.469999
"201","2016-05-09",23.9
"202","2016-05-10",23.49
"203","2016-05-11",23.719999
"204","2016-05-12",23.9
"205","2016-05-13",23.440001
"206","2016-05-16",23.18
"207","2016-05-17",22.709999
"208","2016-05-18",23.059999
"209","2016-05-19",21.709999
"210","2016-05-20",22.459999
"211","2016-05-23",22.43
"212","2016-05-24",21.98
"213","2016-05-25",22.780001
"214","2016-05-26",23.950001
"215","2016-05-27",24.42
"216","2016-05-31",25.34
"217","2016-06-01",25.360001
"218","2016-06-02",24.49
"219","2016-06-03",24.530001
"220","2016-06-06",25.110001
"221","2016-06-07",24.860001
"222","2016-06-08",24.780001
"223","2016-06-09",24.68
"224","2016-06-10",24.530001
"225","2016-06-13",24.110001
"226","2016-06-14",24.48
"227","2016-06-15",25.809999
"228","2016-06-16",25.450001
"229","2016-06-17",24.969999
"230","2016-06-20",24.889999
"231","2016-06-21",24.879999
"232","2016-06-22",24.6
"233","2016-06-23",25.200001
"234","2016-06-24",24.23
"235","2016-06-27",22.33
"236","2016-06-28",23.530001
"237","2016-06-29",24.02
"238","2016-06-30",24.200001
"239","2016-07-01",23.65
"240","2016-07-05",23.5
"241","2016-07-06",23.299999
"242","2016-07-07",23.860001
"243","2016-07-08",24.51
"244","2016-07-11",24.75
"245","2016-07-12",24.950001
"246","2016-07-13",24.74
"247","2016-07-14",25.58
"248","2016-07-15",26.4
"249","2016-07-18",26.790001
"250","2016-07-19",26.290001
"251","2016-07-20",27.190001
"252","2016-07-21",26.73
"253","2016-07-22",27.49
"254","2016-07-25",30.48
"255","2016-07-26",30.719999
"256","2016-07-27",30.93
"257","2016-07-28",30.459999
"258","2016-07-29",30.25
"259","2016-08-01",30.41
"260","2016-08-02",29.52
"261","2016-08-03",30.77
"262","2016-08-04",30.889999
"263","2016-08-05",31.33
"264","2016-08-08",31.27
"265","2016-08-09",32.130001
"266","2016-08-10",31.82
"267","2016-08-11",31.809999
"268","2016-08-12",32.720001
"269","2016-08-15",32.66
"270","2016-08-16",32.830002
"271","2016-08-17",32
"272","2016-08-18",34.310001
"273","2016-08-19",34.599998
"274","2016-08-22",34.040001
"275","2016-08-23",34.209999
"276","2016-08-24",33.66
"277","2016-08-25",33.869999
"278","2016-08-26",33.889999
"279","2016-08-29",34.529999
"280","2016-08-30",34.549999
"281","2016-08-31",35.119999
"282","2016-09-01",34.5
"283","2016-09-02",35.240002
"284","2016-09-06",36.25
"285","2016-09-07",37.349998
"286","2016-09-08",37.599998
"287","2016-09-09",36.43
"288","2016-09-12",37.349998
"289","2016-09-13",37.189999
"290","2016-09-14",38.299999
"291","2016-09-15",39.150002
"292","2016-09-16",39.209999
"293","2016-09-19",40.549999
"294","2016-09-20",39.869999
"295","2016-09-21",40.32
"296","2016-09-22",41.790001
"297","2016-09-23",40.970001
"298","2016-09-26",40.98
"299","2016-09-27",41.84
"300","2016-09-28",41.990002
"301","2016-09-29",41.360001
"302","2016-09-30",41.77
"303","2016-10-03",41.450001
"304","2016-10-04",42.119999
"305","2016-10-05",43.369999
"306","2016-10-06",44.48
"307","2016-10-07",44.240002
"308","2016-10-10",44.5
"309","2016-10-11",40.73
"310","2016-10-12",40.970001
"311","2016-10-13",40.73
"312","2016-10-14",40.470001
"313","2016-10-17",40.25
"314","2016-10-18",40.389999
"315","2016-10-19",40.639999
"316","2016-10-20",41.040001
"317","2016-10-21",40.400002
"318","2016-10-24",41.400002
"319","2016-10-25",40.849998
"320","2016-10-26",40.650002
"321","2016-10-27",38.900002
"322","2016-10-28",37.450001
"323","2016-10-31",33.599998
"324","2016-11-01",35.799999
"325","2016-11-02",35.599998
"326","2016-11-03",35.450001
"327","2016-11-04",34.400002
"328","2016-11-07",35.849998
"329","2016-11-08",36.5
"330","2016-11-09",36.5
"331","2016-11-10",34.700001
"332","2016-11-11",36.599998
"333","2016-11-14",37.450001
"334","2016-11-15",38.799999
"335","2016-11-16",40.650002
"336","2016-11-17",41.549999
"337","2016-11-18",42.200001
"338","2016-11-21",40.5
"339","2016-11-22",41.099998
"340","2016-11-23",41.299999
"341","2016-11-25",41.200001
"342","2016-11-28",41.299999
"343","2016-11-29",41.349998
"344","2016-11-30",40.099998
"345","2016-12-01",37.799999
"346","2016-12-02",37
"347","2016-12-05",39.5
"348","2016-12-06",40
"349","2016-12-07",39.599998
"350","2016-12-08",43.5
"351","2016-12-09",42.400002
"352","2016-12-12",41.599998
"353","2016-12-13",40.5
"354","2016-12-14",38.900002
"355","2016-12-15",40.200001
"356","2016-12-16",39.099998
"357","2016-12-19",39.950001
"358","2016-12-20",40.200001
"359","2016-12-21",40.299999
"360","2016-12-22",39.900002
"361","2016-12-23",40.5
"362","2016-12-27",41.150002
"363","2016-12-28",39.400002
"364","2016-12-29",39.299999
"365","2016-12-30",38.650002
"366","2017-01-03",37.299999
"367","2017-01-04",37.599998
"368","2017-01-05",36.799999
"369","2017-01-06",36.549999
"370","2017-01-09",36.349998
"371","2017-01-10",37.5
"372","2017-01-11",36.549999
"373","2017-01-12",36.049999
"374","2017-01-13",36.349998
"375","2017-01-17",34.900002
"376","2017-01-18",34.700001
"377","2017-01-19",35.099998
"378","2017-01-20",35.150002
"379","2017-01-23",34.400002
"380","2017-01-24",37.700001
"381","2017-01-25",38.549999
"382","2017-01-26",37.75
"383","2017-01-27",37.400002
"384","2017-01-30",36.75
"385","2017-01-31",37.950001
"386","2017-02-01",38.099998
