"","date","BIG"
"1","2007-01-03",22.84
"2","2007-01-04",23.139999
"3","2007-01-05",23.219999
"4","2007-01-08",24.02
"5","2007-01-09",24.5
"6","2007-01-10",24.200001
"7","2007-01-11",25.48
"8","2007-01-12",25.92
"9","2007-01-16",25.889999
"10","2007-01-17",25.33
"11","2007-01-18",25.75
"12","2007-01-19",25.950001
"13","2007-01-22",25.709999
"14","2007-01-23",25.719999
"15","2007-01-24",25.950001
"16","2007-01-25",25.4
"17","2007-01-26",25.690001
"18","2007-01-29",26.01
"19","2007-01-30",26.09
"20","2007-01-31",25.93
"21","2007-02-01",26.1
"22","2007-02-02",26
"23","2007-02-05",26.59
"24","2007-02-06",26.6
"25","2007-02-07",27.07
"26","2007-02-08",27.42
"27","2007-02-09",26.370001
"28","2007-02-12",26.18
"29","2007-02-13",26.35
"30","2007-02-14",26.41
"31","2007-02-15",26.67
"32","2007-02-16",26.41
"33","2007-02-20",26.530001
"34","2007-02-21",26.9
"35","2007-02-22",26.559999
"36","2007-02-23",26.700001
"37","2007-02-26",26.549999
"38","2007-02-27",25.209999
"39","2007-02-28",25.01
"40","2007-03-01",24.48
"41","2007-03-02",24.07
"42","2007-03-05",23.49
"43","2007-03-06",24.09
"44","2007-03-07",24.16
"45","2007-03-08",24.75
"46","2007-03-09",28.84
"47","2007-03-12",29.809999
"48","2007-03-13",28.290001
"49","2007-03-14",30.040001
"50","2007-03-15",31.23
"51","2007-03-16",30.610001
"52","2007-03-19",31.48
"53","2007-03-20",31.82
"54","2007-03-21",32.400002
"55","2007-03-22",32.419998
"56","2007-03-23",33.169998
"57","2007-03-26",32.490002
"58","2007-03-27",32.060001
"59","2007-03-28",31.709999
"60","2007-03-29",32.099998
"61","2007-03-30",31.280001
"62","2007-04-02",32.34
"63","2007-04-03",33.16
"64","2007-04-04",33.509998
"65","2007-04-05",33.860001
"66","2007-04-09",33.939999
"67","2007-04-10",34.259998
"68","2007-04-11",32.189999
"69","2007-04-12",32.549999
"70","2007-04-13",32.209999
"71","2007-04-16",32.599998
"72","2007-04-17",32.360001
"73","2007-04-18",32.110001
"74","2007-04-19",32.25
"75","2007-04-20",32.169998
"76","2007-04-23",32.18
"77","2007-04-24",32.27
"78","2007-04-25",33.029999
"79","2007-04-26",32.900002
"80","2007-04-27",32.939999
"81","2007-04-30",32.200001
"82","2007-05-01",31.76
"83","2007-05-02",32.18
"84","2007-05-03",32.549999
"85","2007-05-04",32.75
"86","2007-05-07",32.799999
"87","2007-05-08",33.080002
"88","2007-05-09",33.68
"89","2007-05-10",33.5
"90","2007-05-11",33.700001
"91","2007-05-14",33.130001
"92","2007-05-15",32.66
"93","2007-05-16",32.84
"94","2007-05-17",32.439999
"95","2007-05-18",33.029999
"96","2007-05-21",33.139999
"97","2007-05-22",33.279999
"98","2007-05-23",33.32
"99","2007-05-24",32.889999
"100","2007-05-25",33.52
"101","2007-05-29",34.34
"102","2007-05-30",35.599998
"103","2007-05-31",31.5
"104","2007-06-01",31.129999
"105","2007-06-04",31.950001
"106","2007-06-05",31.01
"107","2007-06-06",31.08
"108","2007-06-07",30
"109","2007-06-08",30.530001
"110","2007-06-11",30.360001
"111","2007-06-12",29.93
"112","2007-06-13",30.1
"113","2007-06-14",30.280001
"114","2007-06-15",30.219999
"115","2007-06-18",29.91
"116","2007-06-19",29.48
"117","2007-06-20",29.32
"118","2007-06-21",29.889999
"119","2007-06-22",29.68
"120","2007-06-25",29.219999
"121","2007-06-26",28.9
"122","2007-06-27",29.700001
"123","2007-06-28",30.41
"124","2007-06-29",29.42
"125","2007-07-02",30.299999
"126","2007-07-03",30.34
"127","2007-07-05",30.049999
"128","2007-07-06",31
"129","2007-07-09",30.5
"130","2007-07-10",29.559999
"131","2007-07-11",29.73
"132","2007-07-12",30.780001
"133","2007-07-13",30.49
"134","2007-07-16",29.42
"135","2007-07-17",29
"136","2007-07-18",28.719999
"137","2007-07-19",28.959999
"138","2007-07-20",28.41
"139","2007-07-23",28.450001
"140","2007-07-24",27.85
"141","2007-07-25",28.1
"142","2007-07-26",28.01
"143","2007-07-27",27.209999
"144","2007-07-30",26.889999
"145","2007-07-31",25.860001
"146","2007-08-01",25.41
"147","2007-08-02",26.24
"148","2007-08-03",24.790001
"149","2007-08-06",26.91
"150","2007-08-07",26.639999
"151","2007-08-08",26.610001
"152","2007-08-09",24.9
"153","2007-08-10",26
"154","2007-08-13",25.76
"155","2007-08-14",23.93
"156","2007-08-15",24.01
"157","2007-08-16",24.540001
"158","2007-08-17",25.15
"159","2007-08-20",25.879999
"160","2007-08-21",25.879999
"161","2007-08-22",26.52
"162","2007-08-23",26.700001
"163","2007-08-24",27.620001
"164","2007-08-27",26.26
"165","2007-08-28",26.299999
"166","2007-08-29",28.91
"167","2007-08-30",28.98
"168","2007-08-31",29.77
"169","2007-09-04",30.08
"170","2007-09-05",28.6
"171","2007-09-06",28.9
"172","2007-09-07",27.99
"173","2007-09-10",28.219999
"174","2007-09-11",29.290001
"175","2007-09-12",29.879999
"176","2007-09-13",30.58
"177","2007-09-14",29.65
"178","2007-09-17",29.299999
"179","2007-09-18",30.959999
"180","2007-09-19",30.34
"181","2007-09-20",30.73
"182","2007-09-21",31.24
"183","2007-09-24",30.959999
"184","2007-09-25",30.780001
"185","2007-09-26",31.48
"186","2007-09-27",31.1
"187","2007-09-28",29.84
"188","2007-10-01",29.870001
"189","2007-10-02",30.43
"190","2007-10-03",30.09
"191","2007-10-04",29.940001
"192","2007-10-05",30.75
"193","2007-10-08",30.129999
"194","2007-10-09",29.549999
"195","2007-10-10",29.459999
"196","2007-10-11",29.41
"197","2007-10-12",29.719999
"198","2007-10-15",28.17
"199","2007-10-16",28.629999
"200","2007-10-17",29.139999
"201","2007-10-18",28.65
"202","2007-10-19",26.83
"203","2007-10-22",26.49
"204","2007-10-23",26.33
"205","2007-10-24",27.52
"206","2007-10-25",23.02
"207","2007-10-26",23.860001
"208","2007-10-29",24.629999
"209","2007-10-30",24.48
"210","2007-10-31",23.98
"211","2007-11-01",22.67
"212","2007-11-02",23.290001
"213","2007-11-05",22.190001
"214","2007-11-06",21.83
"215","2007-11-07",20.799999
"216","2007-11-08",21.17
"217","2007-11-09",20.780001
"218","2007-11-12",20.389999
"219","2007-11-13",21.02
"220","2007-11-14",21.200001
"221","2007-11-15",20.42
"222","2007-11-16",19.870001
"223","2007-11-19",19.370001
"224","2007-11-20",19.780001
"225","2007-11-21",20.4
"226","2007-11-23",20.870001
"227","2007-11-26",20.32
"228","2007-11-27",19.82
"229","2007-11-28",20.860001
"230","2007-11-29",20.49
"231","2007-11-30",18.67
"232","2007-12-03",17.57
"233","2007-12-04",17.32
"234","2007-12-05",17.540001
"235","2007-12-06",18.02
"236","2007-12-07",17.950001
"237","2007-12-10",17.940001
"238","2007-12-11",16.969999
"239","2007-12-12",17.25
"240","2007-12-13",17.059999
"241","2007-12-14",16.719999
"242","2007-12-17",16.780001
"243","2007-12-18",16.42
"244","2007-12-19",16.09
"245","2007-12-20",15.98
"246","2007-12-21",16.530001
"247","2007-12-24",16.66
"248","2007-12-26",15.65
"249","2007-12-27",15.74
"250","2007-12-28",15.77
"251","2007-12-31",15.99
"252","2008-01-02",15.54
"253","2008-01-03",14.71
"254","2008-01-04",13.97
"255","2008-01-07",13.58
"256","2008-01-08",13.19
"257","2008-01-09",12.97
"258","2008-01-10",13.17
"259","2008-01-11",12.62
"260","2008-01-14",13.58
"261","2008-01-15",14.31
"262","2008-01-16",14.49
"263","2008-01-17",14.13
"264","2008-01-18",14.41
"265","2008-01-22",15.04
"266","2008-01-23",16.219999
"267","2008-01-24",16
"268","2008-01-25",15.34
"269","2008-01-28",15.53
"270","2008-01-29",15.86
"271","2008-01-30",16.1
"272","2008-01-31",17.360001
"273","2008-02-01",17.51
"274","2008-02-04",16.129999
"275","2008-02-05",15.55
"276","2008-02-06",15.16
"277","2008-02-07",16.799999
"278","2008-02-08",16.49
"279","2008-02-11",18.629999
"280","2008-02-12",18.17
"281","2008-02-13",18
"282","2008-02-14",17.41
"283","2008-02-15",17.57
"284","2008-02-19",17.43
"285","2008-02-20",17.700001
"286","2008-02-21",16.809999
"287","2008-02-22",17.07
"288","2008-02-25",17.299999
"289","2008-02-26",17.17
"290","2008-02-27",17.700001
"291","2008-02-28",17.809999
"292","2008-02-29",16.85
"293","2008-03-03",17.200001
"294","2008-03-04",17.379999
"295","2008-03-05",21.23
"296","2008-03-06",20.02
"297","2008-03-07",20.76
"298","2008-03-10",19.700001
"299","2008-03-11",20.76
"300","2008-03-12",21.040001
"301","2008-03-13",21.02
"302","2008-03-14",20.4
"303","2008-03-17",19.959999
"304","2008-03-18",21.01
"305","2008-03-19",20.799999
"306","2008-03-20",21.799999
"307","2008-03-24",23.690001
"308","2008-03-25",23.629999
"309","2008-03-26",23.309999
"310","2008-03-27",23.01
"311","2008-03-28",22.42
"312","2008-03-31",22.299999
"313","2008-04-01",23.030001
"314","2008-04-02",22.969999
"315","2008-04-03",22.93
"316","2008-04-04",23.24
"317","2008-04-07",22.690001
"318","2008-04-08",22.1
"319","2008-04-09",21.26
"320","2008-04-10",21.690001
"321","2008-04-11",21.27
"322","2008-04-14",21.82
"323","2008-04-15",22.120001
"324","2008-04-16",22.549999
"325","2008-04-17",22.440001
"326","2008-04-18",23.25
"327","2008-04-21",23.540001
"328","2008-04-22",22.6
"329","2008-04-23",23.17
"330","2008-04-24",25
"331","2008-04-25",25.75
"332","2008-04-28",26.73
"333","2008-04-29",26.84
"334","2008-04-30",27.030001
"335","2008-05-01",27.860001
"336","2008-05-02",28.309999
"337","2008-05-05",27.780001
"338","2008-05-06",27.9
"339","2008-05-07",27.690001
"340","2008-05-08",27.82
"341","2008-05-09",27.799999
"342","2008-05-12",28.43
"343","2008-05-13",28.75
"344","2008-05-14",29.030001
"345","2008-05-15",29.23
"346","2008-05-16",28.610001
"347","2008-05-19",28.02
"348","2008-05-20",27.58
"349","2008-05-21",26.610001
"350","2008-05-22",27.02
"351","2008-05-23",26.91
"352","2008-05-27",27.48
"353","2008-05-28",28.530001
"354","2008-05-29",30.66
"355","2008-05-30",31.059999
"356","2008-06-02",30.790001
"357","2008-06-03",31.280001
"358","2008-06-04",31.440001
"359","2008-06-05",32.400002
"360","2008-06-06",30.65
"361","2008-06-09",31.110001
"362","2008-06-10",30.66
"363","2008-06-11",31.879999
"364","2008-06-12",33.009998
"365","2008-06-13",33.82
"366","2008-06-16",34.139999
"367","2008-06-17",34
