"","date","EQIX"
"1","2007-01-03",75.379997
"2","2007-01-04",77.199997
"3","2007-01-05",76.169998
"4","2007-01-08",75.989998
"5","2007-01-09",78.18
"6","2007-01-10",79.849998
"7","2007-01-11",82.370003
"8","2007-01-12",81.93
"9","2007-01-16",82.07
"10","2007-01-17",81.599998
"11","2007-01-18",79.540001
"12","2007-01-19",83.010002
"13","2007-01-22",81.760002
"14","2007-01-23",82.989998
"15","2007-01-24",83.019997
"16","2007-01-25",82.349998
"17","2007-01-26",81.690002
"18","2007-01-29",81.949997
"19","2007-01-30",83.57
"20","2007-01-31",84.07
"21","2007-02-01",83.199997
"22","2007-02-02",83.160004
"23","2007-02-05",82.690002
"24","2007-02-06",82.07
"25","2007-02-07",84.599998
"26","2007-02-08",80.839996
"27","2007-02-09",80.080002
"28","2007-02-12",80.110001
"29","2007-02-13",83.550003
"30","2007-02-14",86.489998
"31","2007-02-15",86.019997
"32","2007-02-16",87
"33","2007-02-20",87.309998
"34","2007-02-21",87.18
"35","2007-02-22",88.360001
"36","2007-02-23",88.589996
"37","2007-02-26",88.559998
"38","2007-02-27",84.339996
"39","2007-02-28",82.669998
"40","2007-03-01",83.139999
"41","2007-03-02",80.379997
"42","2007-03-05",79.110001
"43","2007-03-06",82.860001
"44","2007-03-07",81.330002
"45","2007-03-08",83.68
"46","2007-03-09",83.220001
"47","2007-03-12",82.849998
"48","2007-03-13",81.099998
"49","2007-03-14",81.989998
"50","2007-03-15",83.089996
"51","2007-03-16",81.559998
"52","2007-03-19",84.5
"53","2007-03-20",86.589996
"54","2007-03-21",88.57
"55","2007-03-22",89.629997
"56","2007-03-23",89.839996
"57","2007-03-26",90
"58","2007-03-27",86.18
"59","2007-03-28",85.410004
"60","2007-03-29",85.830002
"61","2007-03-30",85.629997
"62","2007-04-02",85.870003
"63","2007-04-03",86.599998
"64","2007-04-04",86.760002
"65","2007-04-05",87.949997
"66","2007-04-09",88.889999
"67","2007-04-10",89.300003
"68","2007-04-11",88.019997
"69","2007-04-12",88.75
"70","2007-04-13",88.220001
"71","2007-04-16",89
"72","2007-04-17",88.720001
"73","2007-04-18",87.330002
"74","2007-04-19",85.489998
"75","2007-04-20",85.669998
"76","2007-04-23",87.059998
"77","2007-04-24",87.540001
"78","2007-04-25",86.139999
"79","2007-04-26",87.260002
"80","2007-04-27",88.489998
"81","2007-04-30",83.470001
"82","2007-05-01",82.900002
"83","2007-05-02",83.709999
"84","2007-05-03",84.410004
"85","2007-05-04",82.830002
"86","2007-05-07",81.610001
"87","2007-05-08",81.370003
"88","2007-05-09",80.839996
"89","2007-05-10",81.059998
"90","2007-05-11",82.529999
"91","2007-05-14",81.510002
"92","2007-05-15",78.209999
"93","2007-05-16",78.260002
"94","2007-05-17",81.239998
"95","2007-05-18",82.589996
"96","2007-05-21",84.120003
"97","2007-05-22",83.989998
"98","2007-05-23",82.25
"99","2007-05-24",81.330002
"100","2007-05-25",82.139999
"101","2007-05-29",83.489998
"102","2007-05-30",84.599998
"103","2007-05-31",87.379997
"104","2007-06-01",86.540001
"105","2007-06-04",86.510002
"106","2007-06-05",87.730003
"107","2007-06-06",87.129997
"108","2007-06-07",85.610001
"109","2007-06-08",87.75
"110","2007-06-11",86.230003
"111","2007-06-12",84.330002
"112","2007-06-13",86.110001
"113","2007-06-14",87.370003
"114","2007-06-15",88.029999
"115","2007-06-18",87.489998
"116","2007-06-19",86.089996
"117","2007-06-20",84.379997
"118","2007-06-21",85.029999
"119","2007-06-22",84.150002
"120","2007-06-25",84.059998
"121","2007-06-26",86.639999
"122","2007-06-27",88
"123","2007-06-28",90.389999
"124","2007-06-29",91.470001
"125","2007-07-02",95.980003
"126","2007-07-03",94.489998
"127","2007-07-05",96.190002
"128","2007-07-06",95.889999
