"","date","ABCB"
"1","2007-01-03",27.233974
"2","2007-01-04",27.681391
"3","2007-01-05",27.117258
"4","2007-01-08",27.350693
"5","2007-01-09",27.428503
"6","2007-01-10",27.564674
"7","2007-01-11",27.623032
"8","2007-01-12",27.700844
"9","2007-01-16",27.350693
"10","2007-01-17",26.825466
"11","2007-01-18",26.037626
"12","2007-01-19",26.37805
"13","2007-01-22",25.99872
"14","2007-01-23",26.30024
"15","2007-01-24",26.494768
"16","2007-01-25",25.648569
"17","2007-01-26",25.502672
"18","2007-01-29",26.086258
"19","2007-01-30",25.415134
"20","2007-01-31",25.084436
"21","2007-02-01",25.668022
"22","2007-02-02",25.123343
"23","2007-02-05",23.926992
"24","2007-02-06",23.343407
"25","2007-02-07",24.082615
"26","2007-02-08",23.829729
"27","2007-02-09",23.333681
"28","2007-02-12",23.537935
"29","2007-02-13",23.674107
"30","2007-02-14",23.178059
"31","2007-02-15",22.964077
"32","2007-02-16",23.080793
"33","2007-02-20",23.304502
"34","2007-02-21",23.090521
"35","2007-02-22",23.995077
"36","2007-02-23",23.800549
"37","2007-02-26",23.77137
"38","2007-02-27",23.499031
"39","2007-02-28",23.820002
"40","2007-03-01",23.975624
"41","2007-03-02",23.022436
"42","2007-03-05",23.012709
"43","2007-03-06",24.491125
"44","2007-03-07",23.761644
"45","2007-03-08",23.479578
"46","2007-03-09",23.839455
"47","2007-03-12",23.790823
"48","2007-03-13",22.827908
"49","2007-03-14",23.178059
"50","2007-03-15",23.625473
"51","2007-03-16",22.74037
"52","2007-03-19",22.759823
"53","2007-03-20",23.36286
"54","2007-03-21",24.695379
"55","2007-03-22",24.841276
"56","2007-03-23",24.082615
"57","2007-03-26",24.80237
"58","2007-03-27",24.25769
"59","2007-03-28",23.537935
"60","2007-03-29",23.207237
"61","2007-03-30",23.810276
"62","2007-04-02",24.072889
"63","2007-04-03",24.033983
"64","2007-04-04",23.625473
"65","2007-04-05",24.1507
"66","2007-04-09",23.732464
"67","2007-04-10",24.500851
"68","2007-04-11",23.713011
"69","2007-04-12",24.131247
"70","2007-04-13",24.218784
"71","2007-04-16",25.026077
"72","2007-04-17",25.035805
"73","2007-04-18",24.500851
"74","2007-04-19",24.111795
"75","2007-04-20",24.384134
"76","2007-04-23",24.189606
"77","2007-04-24",24.01453
"78","2007-04-25",23.878361
"79","2007-04-26",23.14888
"80","2007-04-27",22.81818
"81","2007-04-30",22.312407
"82","2007-05-01",22.789001
"83","2007-05-02",23.479578
"84","2007-05-03",23.693558
"85","2007-05-04",23.703285
"86","2007-05-07",22.905718
"87","2007-05-08",22.156784
"88","2007-05-09",22.001162
"89","2007-05-10",21.291132
"90","2007-05-11",22.185963
"91","2007-05-14",21.621832
"92","2007-05-15",21.991436
"93","2007-05-16",22.19569
"94","2007-05-17",21.689917
"95","2007-05-18",22.380491
"96","2007-05-21",22.322134
"97","2007-05-22",23.041889
"98","2007-05-23",22.429125
"99","2007-05-24",22.185963
"100","2007-05-25",22.117878
"101","2007-05-29",22.934898
"102","2007-05-30",22.944624
"103","2007-05-31",22.633379
"104","2007-06-01",22.759823
"105","2007-06-04",23.109974
"106","2007-06-05",22.594473
"107","2007-06-06",22.040068
"108","2007-06-07",21.680189
"109","2007-06-08",22.040068
"110","2007-06-11",22.117878
"111","2007-06-12",21.505114
"112","2007-06-13",22.234596
"113","2007-06-14",22.49721
"114","2007-06-15",22.137331
"115","2007-06-18",22.001162
"116","2007-06-19",22.847361
"117","2007-06-20",21.758001
"118","2007-06-21",22.341587
"119","2007-06-22",21.981709
"120","2007-06-25",21.651011
"121","2007-06-26",22.419397
"122","2007-06-27",22.711189
"123","2007-06-28",23.032162
"124","2007-06-29",21.855265
"125","2007-07-02",22.506935
"126","2007-07-03",22.584747
"127","2007-07-05",22.244322
"128","2007-07-06",22.137331
"129","2007-07-09",21.981709
"130","2007-07-10",21.660736
"131","2007-07-11",21.719095
"132","2007-07-12",22.234596
"133","2007-07-13",22.069246
"134","2007-07-16",21.689917
"135","2007-07-17",21.660736
"136","2007-07-18",21.78718
"137","2007-07-19",21.2425
"138","2007-07-20",19.978065
"139","2007-07-23",19.793264
"140","2007-07-24",18.606642
"141","2007-07-25",18.684452
"142","2007-07-26",18.840075
"143","2007-07-27",18.013329
"144","2007-07-30",18.382933
"145","2007-07-31",17.36166
"146","2007-08-01",17.809074
"147","2007-08-02",18.100866
"148","2007-08-03",17.517282
"149","2007-08-06",18.256491
"150","2007-08-07",17.925791
"151","2007-08-08",19.044331
"152","2007-08-09",19.491745
"153","2007-08-10",20.668642
"154","2007-08-13",19.627914
"155","2007-08-14",18.985971
"156","2007-08-15",18.742811
"157","2007-08-16",21.388397
"158","2007-08-17",21.359219
"159","2007-08-20",21.660736
"160","2007-08-21",21.592651
"161","2007-08-22",21.54402
"162","2007-08-23",20.308765
"163","2007-08-24",20.201775
"164","2007-08-27",19.83217
"165","2007-08-28",19.005424
"166","2007-08-29",19.948887
"167","2007-08-30",19.42366
"168","2007-08-31",19.219406
"169","2007-09-04",19.676548
"170","2007-09-05",19.005424
"171","2007-09-06",19.958612
