"","date","ITCB"
"99","2007-05-24",8.259
"100","2007-05-25",9.225
"101","2007-05-29",8.619
"102","2007-05-30",8.85
"103","2007-05-31",8.76
"104","2007-06-01",8.889
"105","2007-06-04",8.934
"106","2007-06-05",9
"107","2007-06-06",8.895
"108","2007-06-07",8.766
"109","2007-06-08",8.916
"110","2007-06-11",9.24
"111","2007-06-12",9.387
"112","2007-06-13",9.15
"113","2007-06-14",9.465
"114","2007-06-15",9.297
"115","2007-06-18",9.075
"116","2007-06-19",9.15
"117","2007-06-20",9.087
"118","2007-06-21",9.066
"119","2007-06-22",9.066
"120","2007-06-25",9.054
"121","2007-06-26",8.913
"122","2007-06-27",9.075
"123","2007-06-28",9.201
"124","2007-06-29",9.186
"125","2007-07-02",9.186
"126","2007-07-03",9.186
"127","2007-07-05",9.186
"128","2007-07-06",9.423
"129","2007-07-09",9.6
"130","2007-07-10",9.555
"131","2007-07-11",9.48
"132","2007-07-12",9.255
"133","2007-07-13",9.246
"134","2007-07-16",9.246
"135","2007-07-17",9.171
"136","2007-07-18",9.36
"137","2007-07-19",9.471
"138","2007-07-20",9.483
"139","2007-07-23",9.705
"140","2007-07-24",9.45
"141","2007-07-25",9.297
"142","2007-07-26",9.225
"143","2007-07-27",9.108
"144","2007-07-30",9.282
"145","2007-07-31",9.306
"146","2007-08-01",9.162
"147","2007-08-02",9.39
"148","2007-08-03",9.375
"149","2007-08-06",9.078
"150","2007-08-07",9.096
"151","2007-08-08",9.36
"152","2007-08-09",9.399
"153","2007-08-10",9.183
"154","2007-08-13",9.249
"155","2007-08-14",9.075
"156","2007-08-15",9.075
"157","2007-08-16",7.122
"158","2007-08-17",8.799
"159","2007-08-20",9.15
"160","2007-08-21",9.3
"161","2007-08-22",9.507
"162","2007-08-23",9.462
"163","2007-08-24",9.615
"164","2007-08-27",9.528
"165","2007-08-28",9.399
"166","2007-08-29",9.75
"167","2007-08-30",9.858
"168","2007-08-31",9.906
"169","2007-09-04",9.84
"170","2007-09-05",9.63
"171","2007-09-06",9.75
"172","2007-09-07",9.75
"173","2007-09-10",9.84
"174","2007-09-11",9.9
"175","2007-09-12",9.81
"176","2007-09-13",10.125
"177","2007-09-14",10.137
"178","2007-09-17",10.146
"179","2007-09-18",10.14
"180","2007-09-19",10.293
"181","2007-09-20",10.26
"182","2007-09-21",10.29
"183","2007-09-24",10.482
"184","2007-09-25",10.473
"185","2007-09-26",10.827
"186","2007-09-27",10.98
"187","2007-09-28",11.163
"188","2007-10-01",11.199
"189","2007-10-02",11.106
"190","2007-10-03",11.232
"191","2007-10-04",11.127
"192","2007-10-05",11.181
"193","2007-10-08",11.091
"194","2007-10-09",11.406
"195","2007-10-10",11.268
"196","2007-10-11",11.223
"197","2007-10-12",11.352
"198","2007-10-15",11.43
"199","2007-10-16",11.487
"200","2007-10-17",11.226
"201","2007-10-18",11.253
"202","2007-10-19",11.208
"203","2007-10-22",11.367
"204","2007-10-23",11.283
"205","2007-10-24",11.385
"206","2007-10-25",11.415
"207","2007-10-26",11.565
"208","2007-10-29",11.718
"209","2007-10-30",11.667
"210","2007-10-31",11.61
"211","2007-11-01",11.61
"212","2007-11-02",11.514
"213","2007-11-05",11.088
"214","2007-11-06",10.998
"215","2007-11-07",10.911
"216","2007-11-08",10.755
"217","2007-11-09",10.53
"218","2007-11-12",10.32
"219","2007-11-13",10.275
"220","2007-11-14",10.455
"221","2007-11-15",10.5
"222","2007-11-16",10.245
"223","2007-11-19",10.272
"224","2007-11-20",10.386
"225","2007-11-21",9.9
"226","2007-11-23",10.053
"227","2007-11-26",9.9
"228","2007-11-27",10.068
"229","2007-11-28",10.245
"230","2007-11-29",10.476
"231","2007-11-30",10.407
"232","2007-12-03",10.545
"233","2007-12-04",10.41
"234","2007-12-05",10.533
"235","2007-12-06",10.68
"236","2007-12-07",10.656
"237","2007-12-10",10.308
"238","2007-12-11",10.26
"239","2007-12-12",10.137
"240","2007-12-13",9.858
"241","2007-12-14",9.753
"242","2007-12-17",9.756
"243","2007-12-18",9.816
"244","2007-12-19",9.84
"245","2007-12-20",10.281
"246","2007-12-21",10.596
"247","2007-12-24",10.689
"248","2007-12-26",10.587
"249","2007-12-27",10.506
"250","2007-12-28",10.575
"251","2007-12-31",10.83
"252","2008-01-02",10.287
"253","2008-01-03",9.96
"254","2008-01-04",9.807
"255","2008-01-07",9.735
"256","2008-01-08",9.75
"257","2008-01-09",9.396
"258","2008-01-10",9.627
"259","2008-01-11",9.534
"260","2008-01-14",9.708
"261","2008-01-15",9.33
"262","2008-01-16",9.387
"263","2008-01-17",9
"264","2008-01-18",9.273
"265","2008-01-22",9.276
"266","2008-01-23",9.33
"267","2008-01-24",9.537
"268","2008-01-25",9.879
"269","2008-01-28",9.816
"270","2008-01-29",9.996
"271","2008-01-30",10.182
"272","2008-01-31",10.509
"273","2008-02-01",10.353
"274","2008-02-04",10.533
"275","2008-02-05",9.675
"276","2008-02-06",9.69
"277","2008-02-07",9.765
"278","2008-02-08",9.777
"279","2008-02-11",9.756
"280","2008-02-12",9.933
"281","2008-02-13",10.302
"282","2008-02-14",10.353
"283","2008-02-15",9.756
"284","2008-02-19",9.741
"285","2008-02-20",9.693
"286","2008-02-21",9.975
"287","2008-02-22",10.02
"288","2008-02-25",10.086
"289","2008-02-26",9.948
"290","2008-02-27",9.873
"291","2008-02-28",10.05
"292","2008-02-29",9.861
"293","2008-03-03",9.861
"294","2008-03-04",9.675
"295","2008-03-05",9.81
"296","2008-03-06",9.573
"297","2008-03-07",9.948
"298","2008-03-10",9.825
"299","2008-03-11",10.224
"300","2008-03-12",10.485
"301","2008-03-13",10.545
"302","2008-03-14",10.287
"303","2008-03-17",10.323
"304","2008-03-18",10.425
"305","2008-03-19",10.155
"306","2008-03-20",9.963
"307","2008-03-24",9.861
"308","2008-03-25",9.936
"309","2008-03-26",9.987
"310","2008-03-27",10.128
"311","2008-03-28",10.179
"312","2008-03-31",10.479
"313","2008-04-01",10.365
"314","2008-04-02",10.308
"315","2008-04-03",10.536
"316","2008-04-04",10.44
"317","2008-04-07",10.44
"318","2008-04-08",10.203
"319","2008-04-09",10.479
"320","2008-04-10",10.5
"321","2008-04-11",10.227
"322","2008-04-14",10.068
"323","2008-04-15",10.044
"324","2008-04-16",10.053
"325","2008-04-17",10.053
"326","2008-04-18",9.948
"327","2008-04-21",10.074
"328","2008-04-22",10.023
"329","2008-04-23",10.179
"330","2008-04-24",9.933
"331","2008-04-25",9.951
"332","2008-04-28",9.951
"333","2008-04-29",9.81
"334","2008-04-30",9.747
"335","2008-05-01",9.747
"336","2008-05-02",9.732
"337","2008-05-05",9.675
"338","2008-05-06",9.777
"339","2008-05-07",9.573
"340","2008-05-08",9.522
"341","2008-05-09",9.6
"342","2008-05-12",9.6
"343","2008-05-13",9.6
"344","2008-05-14",9.585
"345","2008-05-15",9.6
"346","2008-05-16",9.663
"347","2008-05-19",9.531
"348","2008-05-20",9.531
"349","2008-05-21",9.531
"350","2008-05-22",9.486
"351","2008-05-23",9.408
"352","2008-05-27",9.324
"353","2008-05-28",9.348
"354","2008-05-29",9.357
"355","2008-05-30",9.15
"356","2008-06-02",9.105
"357","2008-06-03",9.042
"358","2008-06-04",8.994
"359","2008-06-05",9.09
"360","2008-06-06",8.985
"361","2008-06-09",9.033
"362","2008-06-10",9.024
"363","2008-06-11",8.85
"364","2008-06-12",8.724
"365","2008-06-13",8.757
"366","2008-06-16",8.766
"367","2008-06-17",8.823
"368","2008-06-18",8.901
"369","2008-06-19",8.784
"370","2008-06-20",8.619
"371","2008-06-23",8.565
"372","2008-06-24",8.517
"373","2008-06-25",8.37
"374","2008-06-26",8.244
"375","2008-06-27",8.193
"376","2008-06-30",8.148
"377","2008-07-01",8.112
"378","2008-07-02",8.229
"379","2008-07-03",8.25
"380","2008-07-07",8.256
"381","2008-07-08",8.256
"382","2008-07-09",8.223
"383","2008-07-10",8.208
"384","2008-07-11",8.037
"385","2008-07-14",8.145
"386","2008-07-15",8.121
"387","2008-07-16",8.121
"388","2008-07-17",8.208
"389","2008-07-18",8.148
"390","2008-07-21",8.235
"391","2008-07-22",8.175
"392","2008-07-23",8.235
"393","2008-07-24",8.232
"394","2008-07-25",8.325
"395","2008-07-28",8.1
"396","2008-07-29",8.463
"397","2008-07-30",8.4
"398","2008-07-31",8.445
"399","2008-08-01",8.445
"400","2008-08-04",8.472
"401","2008-08-05",8.235
"402","2008-08-06",8.316
"403","2008-08-07",8.352
"404","2008-08-08",8.031
"405","2008-08-11",8.142
"406","2008-08-12",8.196
"407","2008-08-13",8.265
"408","2008-08-14",8.295
"409","2008-08-15",8.265
"410","2008-08-18",8.196
"411","2008-08-19",8.025
"412","2008-08-20",7.995
"413","2008-08-21",8.022
"414","2008-08-22",8.022
"415","2008-08-25",7.995
"416","2008-08-26",7.995
"417","2008-08-27",8.04
"418","2008-08-28",8.163
"419","2008-08-29",8.1
"420","2008-09-02",8.1
"421","2008-09-03",8.1
"422","2008-09-04",8.082
"423","2008-09-05",8.001
"424","2008-09-08",7.896
"425","2008-09-09",7.974
"426","2008-09-10",7.869
"427","2008-09-11",7.896
"428","2008-09-12",7.917
"429","2008-09-15",7.878
"430","2008-09-16",7.842
"431","2008-09-17",7.545
"432","2008-09-18",7.686
"433","2008-09-19",7.554
"434","2008-09-22",7.512
"435","2008-09-23",7.779
"436","2008-09-24",7.644
"437","2008-09-25",7.635
"438","2008-09-26",7.557
"439","2008-09-29",7.308
"440","2008-09-30",7.212
"441","2008-10-01",7.119
"442","2008-10-02",6.849
"443","2008-10-03",6.804
"444","2008-10-06",6.3
"445","2008-10-07",6.255
"446","2008-10-08",6.048
"447","2008-10-09",6
"448","2008-10-10",5.823
"449","2008-10-13",5.58
"450","2008-10-14",6.3
"451","2008-10-15",5.871
"452","2008-10-16",5.727
"453","2008-10-17",5.73
"454","2008-10-20",6.06
"455","2008-10-21",5.715
"456","2008-10-22",5.715
"457","2008-10-23",5.604
"458","2008-10-24",5.526
"459","2008-10-27",5.526
"460","2008-10-28",5.301
"461","2008-10-29",5.577
"462","2008-10-30",5.511
"463","2008-10-31",5.4
"464","2008-11-03",5.823
"465","2008-11-04",6.099
"466","2008-11-05",6.075
"467","2008-11-06",6.075
"468","2008-11-07",6.246
"469","2008-11-10",6.45
"470","2008-11-11",5.958
"471","2008-11-12",6.075
"472","2008-11-13",6.009
"473","2008-11-14",6.009
"474","2008-11-17",6.009
"475","2008-11-18",6.009
"476","2008-11-19",6.009
"477","2008-11-20",5.469
"478","2008-11-21",5.517
"479","2008-11-24",5.613
"480","2008-11-25",5.637
"481","2008-11-26",5.685
"482","2008-11-28",5.685
"483","2008-12-01",5.505
"484","2008-12-02",5.544
"485","2008-12-03",5.298
"486","2008-12-04",5.28
"487","2008-12-05",5.07
"488","2008-12-08",5.073
"489","2008-12-09",5.088
"490","2008-12-10",5.328
"491","2008-12-11",5.4
"492","2008-12-12",5.412
"493","2008-12-15",5.547
"494","2008-12-16",5.775
"495","2008-12-17",5.946
"496","2008-12-18",5.829
"497","2008-12-19",5.778
"498","2008-12-22",5.964
"499","2008-12-23",6.03
"500","2008-12-24",6.03
"501","2008-12-26",6.273
"502","2008-12-29",5.907
"503","2008-12-30",6.03
"504","2008-12-31",6
"505","2009-01-02",6
"506","2009-01-05",6
"507","2009-01-06",6
"508","2009-01-07",5.94
"509","2009-01-08",5.94
"510","2009-01-09",6.06
"511","2009-01-12",6.294
"512","2009-01-13",6.294
"513","2009-01-14",6.174
"514","2009-01-15",6.039
"515","2009-01-16",6.585
"516","2009-01-20",6.252
"517","2009-01-21",6.453
"518","2009-01-22",6.588
"519","2009-01-23",6.423
"520","2009-01-26",6.561
"521","2009-01-27",6.63
"522","2009-01-28",6.54
"523","2009-01-29",6.492
"524","2009-01-30",6.3
"525","2009-02-02",6.345
"526","2009-02-03",6.489
"527","2009-02-04",6.45
"528","2009-02-05",6.669
"529","2009-02-06",6.69
"530","2009-02-09",6.981
"531","2009-02-10",6.9
"532","2009-02-11",6.9
"533","2009-02-12",7.041
"534","2009-02-13",7.815
"535","2009-02-17",7.146
"536","2009-02-18",6.15
"537","2009-02-19",6.486
"538","2009-02-20",6.3
"539","2009-02-23",6.225
"540","2009-02-24",6.225
"541","2009-02-25",6.48
"542","2009-02-26",6.36
"543","2009-02-27",6.312
"544","2009-03-02",6.027
"545","2009-03-03",6
"546","2009-03-04",6.042
"547","2009-03-05",5.79
"548","2009-03-06",5.778
"549","2009-03-09",5.913
"550","2009-03-10",6.084
"551","2009-03-11",6.084
"552","2009-03-12",6.06
"553","2009-03-13",6.069
"554","2009-03-16",6.144
"555","2009-03-17",6.144
"556","2009-03-18",6.132
"557","2009-03-19",6.234
"558","2009-03-20",6.456
"559","2009-03-23",6.456
"560","2009-03-24",6.45
"561","2009-03-25",6.45
"562","2009-03-26",6.504
"563","2009-03-27",6.504
"564","2009-03-30",6.138
"565","2009-03-31",6.225
"566","2009-04-01",6.225
"567","2009-04-02",6.495
"568","2009-04-03",6.585
"569","2009-04-06",6.585
"570","2009-04-07",6.585
"571","2009-04-08",6.897
"572","2009-04-09",7.05
"573","2009-04-13",6.957
"574","2009-04-14",6.9
"575","2009-04-15",6.9
"576","2009-04-16",6.795
"577","2009-04-17",6.93
"578","2009-04-20",6.9
"579","2009-04-21",6.9
"580","2009-04-22",6.897
"581","2009-04-23",6.9
"582","2009-04-24",6.936
"583","2009-04-27",6.768
"584","2009-04-28",6.777
"585","2009-04-29",6.882
"586","2009-04-30",6.945
"587","2009-05-01",6.945
"588","2009-05-04",7.173
"589","2009-05-05",7.173
"590","2009-05-06",7.455
"591","2009-05-07",7.362
"592","2009-05-08",7.362
"593","2009-05-11",7.497
"594","2009-05-12",7.65
"595","2009-05-13",7.65
"596","2009-05-14",7.53
"597","2009-05-15",8.1
"598","2009-05-18",8.352
"599","2009-05-19",8.175
"600","2009-05-20",8.175
"601","2009-05-21",8.34
"602","2009-05-22",8.475
"603","2009-05-26",8.4
"604","2009-05-27",8.4
"605","2009-05-28",8.235
"606","2009-05-29",8.25
"607","2009-06-01",8.25
"608","2009-06-02",8.112
"609","2009-06-03",8.112
"610","2009-06-04",8.271
"611","2009-06-05",8.109
"612","2009-06-08",7.725
"613","2009-06-09",7.98
"614","2009-06-10",8.01
"615","2009-06-11",8.37
"616","2009-06-12",8.541
"617","2009-06-15",8.4
"618","2009-06-16",8.4
"619","2009-06-17",8.4
"620","2009-06-18",8.58
"621","2009-06-19",8.55
"622","2009-06-22",8.55
"623","2009-06-23",8.4
"624","2009-06-24",8.4
"625","2009-06-25",8.4
"626","2009-06-26",9.03
"627","2009-06-29",9.03
"628","2009-06-30",8.847
"629","2009-07-01",9.021
"630","2009-07-02",8.763
"631","2009-07-06",8.754
"632","2009-07-07",8.754
"633","2009-07-08",8.625
"634","2009-07-09",8.175
"635","2009-07-10",8.37
"636","2009-07-13",8.73
"637","2009-07-14",8.73
"638","2009-07-15",9.03
"639","2009-07-16",9.03
"640","2009-07-17",8.97
"641","2009-07-20",9.15
"642","2009-07-21",9.27
"643","2009-07-22",9.27
"644","2009-07-23",9.288
"645","2009-07-24",9.21
"646","2009-07-27",8.82
"647","2009-07-28",8.82
"648","2009-07-29",8.67
"649","2009-07-30",9.165
"650","2009-07-31",9.012
"651","2009-08-03",9.12
"652","2009-08-04",9.3
"653","2009-08-05",9.3
"654","2009-08-06",9.3
"655","2009-08-07",9.3
"656","2009-08-10",8.997
"657","2009-08-11",8.982
"658","2009-08-12",8.982
"659","2009-08-13",8.805
"660","2009-08-14",9.21
"661","2009-08-17",9.156
"662","2009-08-18",9.183
"663","2009-08-19",9.21
"664","2009-08-20",9.417
"665","2009-08-21",9.444
"666","2009-08-24",9.36
"667","2009-08-25",9.045
"668","2009-08-26",9.015
"669","2009-08-27",8.964
"670","2009-08-28",8.955
"671","2009-08-31",8.955
"672","2009-09-01",8.76
"673","2009-09-02",8.694
"674","2009-09-03",8.85
"675","2009-09-04",8.85
"676","2009-09-08",9.015
"677","2009-09-09",9.015
"678","2009-09-10",8.7
"679","2009-09-11",8.7
"680","2009-09-14",8.97
"681","2009-09-15",8.97
"682","2009-09-16",9.27
"683","2009-09-17",8.76
"684","2009-09-18",9.297
"685","2009-09-21",9.81
"686","2009-09-22",9.696
"687","2009-09-23",9.696
"688","2009-09-24",9.45
"689","2009-09-25",9.45
"690","2009-09-28",9.6
"691","2009-09-29",9.741
"692","2009-09-30",9.72
"693","2009-10-01",9.777
"694","2009-10-02",9.999
"695","2009-10-05",9.885
"696","2009-10-06",9.78
"697","2009-10-07",9.672
"698","2009-10-08",9.672
"699","2009-10-09",9.609
"700","2009-10-12",9.606
"701","2009-10-13",10.005
"702","2009-10-14",9.825
"703","2009-10-15",9.825
"704","2009-10-16",9.825
"705","2009-10-19",9.825
"706","2009-10-20",9.825
"707","2009-10-21",9.966
"708","2009-10-22",10.053
"709","2009-10-23",10.308
"710","2009-10-26",10.278
"711","2009-10-27",10.395
"712","2009-10-28",10.14
"713","2009-10-29",9.84
"714","2009-10-30",9.96
"715","2009-11-02",10.005
"716","2009-11-03",9.789
"717","2009-11-04",10.155
"718","2009-11-05",10.455
"719","2009-11-06",10.617
"720","2009-11-09",10.8
"721","2009-11-10",10.83
"722","2009-11-11",10.653
"723","2009-11-12",10.83
"724","2009-11-13",10.905
"725","2009-11-16",11.058
"726","2009-11-17",10.482
"727","2009-11-18",10.62
"728","2009-11-19",10.482
"729","2009-11-20",10.125
"730","2009-11-23",10.65
"731","2009-11-24",10.965
"732","2009-11-25",11.13
"733","2009-11-27",11.25
"734","2009-11-30",10.995
"735","2009-12-01",11.235
"736","2009-12-02",11.274
"737","2009-12-03",11.199
"738","2009-12-04",11.262
"739","2009-12-07",11.331
"740","2009-12-08",11.1
"741","2009-12-09",11.16
"742","2009-12-10",11.337
"743","2009-12-11",11.115
"744","2009-12-14",11.115
"745","2009-12-15",11.127
"746","2009-12-16",11.127
"747","2009-12-17",11.421
"748","2009-12-18",11.7
"749","2009-12-21",11.394
"750","2009-12-22",11.37
"751","2009-12-23",11.475
"752","2009-12-24",12.057
"753","2009-12-28",11.721
"754","2009-12-29",12.189
"755","2009-12-30",12.39
"756","2009-12-31",12.72
"757","2010-01-04",12.465
"758","2010-01-05",12.555
"759","2010-01-06",12.45
"760","2010-01-07",12
"761","2010-01-08",12.495
"762","2010-01-11",12.42
"763","2010-01-12",12.345
"764","2010-01-13",12.399
"765","2010-01-14",12.459
"766","2010-01-15",12.24
"767","2010-01-19",12.552
"768","2010-01-20",12.552
"769","2010-01-21",12.489
"770","2010-01-22",12.15
"771","2010-01-25",12.003
"772","2010-01-26",11.958
"773","2010-01-27",11.82
"774","2010-01-28",11.7
"775","2010-01-29",12.3
"776","2010-02-01",12.375
"777","2010-02-02",12.555
"778","2010-02-03",12.555
"779","2010-02-04",12.24
"780","2010-02-05",12.096
"781","2010-02-08",11.94
"782","2010-02-09",12.537
"783","2010-02-10",12.636
"784","2010-02-11",12.795
"785","2010-02-12",12.855
"786","2010-02-16",13.275
"787","2010-02-17",13.266
"788","2010-02-18",12.876
"789","2010-02-19",12.114
"790","2010-02-22",12.426
"791","2010-02-23",12.225
"792","2010-02-24",11.796
"793","2010-02-25",12.015
"794","2010-02-26",12.387
"795","2010-03-01",12.288
"796","2010-03-02",12.15
"797","2010-03-03",12.282
"798","2010-03-04",12.6
"799","2010-03-05",13.197
"800","2010-03-08",13.17
"801","2010-03-09",13.2
"802","2010-03-10",12.933
"803","2010-03-11",12.756
"804","2010-03-12",12.9
"805","2010-03-15",12.795
"806","2010-03-16",12.537
"807","2010-03-17",12.45
"808","2010-03-18",12.399
"809","2010-03-19",12.39
"810","2010-03-22",12.21
"811","2010-03-23",12.45
"812","2010-03-24",12.414
"813","2010-03-25",12.45
"814","2010-03-26",12.171
"815","2010-03-29",12.297
"816","2010-03-30",12.639
"817","2010-03-31",12.9
"818","2010-04-01",12.846
"819","2010-04-05",13.11
"820","2010-04-06",13.053
"821","2010-04-07",13.05
"822","2010-04-08",12.75
"823","2010-04-09",12.9
"824","2010-04-12",12.945
"825","2010-04-13",12.747
"826","2010-04-14",12.624
"827","2010-04-15",13.125
"828","2010-04-16",12.93
"829","2010-04-19",12.807
"830","2010-04-20",12.9
"831","2010-04-21",12.981
"832","2010-04-22",12.9
"833","2010-04-23",12.993
"834","2010-04-26",12.984
"835","2010-04-27",13.005
"836","2010-04-28",13.23
"837","2010-04-29",13.575
"838","2010-04-30",13.152
"839","2010-05-03",13.605
"840","2010-05-04",13.11
"841","2010-05-05",12.93
"842","2010-05-06",12.831
"843","2010-05-07",12.78
"844","2010-05-10",13.05
"845","2010-05-11",12.987
"846","2010-05-12",12.87
"847","2010-05-13",12.87
"848","2010-05-14",12.66
"849","2010-05-17",12.621
"850","2010-05-18",12.825
"851","2010-05-19",12.588
"852","2010-05-20",12.375
"853","2010-05-21",12.318
"854","2010-05-24",12.522
"855","2010-05-25",12.213
"856","2010-05-26",12.42
"857","2010-05-27",12.747
"858","2010-05-28",12.771
"859","2010-06-01",13.2
"860","2010-06-02",13.377
"861","2010-06-03",13.047
"862","2010-06-04",13.305
"863","2010-06-07",13.35
"864","2010-06-08",13.257
"865","2010-06-09",13.35
"866","2010-06-10",13.245
"867","2010-06-11",13.716
"868","2010-06-14",13.788
"869","2010-06-15",13.674
"870","2010-06-16",13.725
"871","2010-06-17",13.725
"872","2010-06-18",14.175
"873","2010-06-21",14.475
"874","2010-06-22",13.815
"875","2010-06-23",14.205
"876","2010-06-24",14.553
"877","2010-06-25",14.88
"878","2010-06-28",15.081
"879","2010-06-29",14.373
"880","2010-06-30",14.472
"881","2010-07-01",14.55
"882","2010-07-02",14.505
"883","2010-07-06",14.94
"884","2010-07-07",15.564
"885","2010-07-08",15.72
"886","2010-07-09",15.825
"887","2010-07-12",15.759
"888","2010-07-13",16.118999
"889","2010-07-14",16.74
"890","2010-07-15",16.539
"891","2010-07-16",16.548
"892","2010-07-19",16.41
"893","2010-07-20",16.200001
"894","2010-07-21",16.77
"895","2010-07-22",16.799999
"896","2010-07-23",16.74
"897","2010-07-26",17.025
"898","2010-07-27",17.1
"899","2010-07-28",16.875
"900","2010-07-29",17.007
"901","2010-07-30",17.325001
"902","2010-08-02",17.285999
"903","2010-08-03",17.346001
"904","2010-08-04",18.264
"905","2010-08-05",18.254999
"906","2010-08-06",18.315001
"907","2010-08-09",18.434999
"908","2010-08-10",18.15
"909","2010-08-11",17.681999
"910","2010-08-12",17.726999
"911","2010-08-13",18
"912","2010-08-16",18.360001
"913","2010-08-17",18.15
"914","2010-08-18",18.642
"915","2010-08-19",18.120001
"916","2010-08-20",18.027
"917","2010-08-23",18.120001
"918","2010-08-24",18.165001
"919","2010-08-25",18.195
"920","2010-08-26",18.135
"921","2010-08-27",18.24
"922","2010-08-30",18.299999
"923","2010-08-31",18.039
"924","2010-09-01",18.375
"925","2010-09-02",18.282
"926","2010-09-03",18.375
"927","2010-09-07",18.212999
"928","2010-09-08",19.056
"929","2010-09-09",19.59
"930","2010-09-10",19.566
"931","2010-09-13",19.725
"932","2010-09-14",20.49
"933","2010-09-15",21.195
"934","2010-09-16",20.76
"935","2010-09-17",20.625
"936","2010-09-20",20.775
"937","2010-09-21",20.826
"938","2010-09-22",21.191999
"939","2010-09-23",21.299999
"940","2010-09-24",21.743999
"941","2010-09-27",22.797001
"942","2010-09-28",23.700001
"943","2010-09-29",22.200001
"944","2010-09-30",22.382999
"945","2010-10-01",23.478001
"946","2010-10-04",23.25
"947","2010-10-05",22.674
"948","2010-10-06",22.413
"949","2010-10-07",21.563999
"950","2010-10-08",22.110001
"951","2010-10-11",22.424999
"952","2010-10-12",22.638
"953","2010-10-13",23.243999
"954","2010-10-14",23.625
"955","2010-10-15",22.950001
"956","2010-10-18",23.25
"957","2010-10-19",22.863001
"958","2010-10-20",23.358
"959","2010-10-21",23.219999
"960","2010-10-22",23.493
"961","2010-10-25",23.655001
"962","2010-10-26",23.235001
"963","2010-10-27",23.549999
"964","2010-10-28",23.172001
"965","2010-10-29",23.412001
"966","2010-11-01",23.766001
"967","2010-11-02",23.91
"968","2010-11-03",24.299999
"969","2010-11-04",24.648001
"970","2010-11-05",24.243
"971","2010-11-08",23.4
"972","2010-11-09",23.535
"973","2010-11-10",24.225
"974","2010-11-11",24.6
"975","2010-11-12",24.120001
"976","2010-11-15",24.018
"977","2010-11-16",23.700001
"978","2010-11-17",24.339001
"979","2010-11-18",24.6
"980","2010-11-19",24.603001
"981","2010-11-22",24.587999
"982","2010-11-23",24.438
"983","2010-11-24",25.184999
"984","2010-11-26",25.025999
"985","2010-11-29",24.9
"986","2010-11-30",26.625
"987","2010-12-01",25.559999
"988","2010-12-02",25.395
"989","2010-12-03",25.799999
"990","2010-12-06",26.969999
"991","2010-12-07",26.549999
"992","2010-12-08",26.924999
"993","2010-12-09",27.18
"994","2010-12-10",27.66
"995","2010-12-13",28.212
"996","2010-12-14",27.299999
