"","date","HMTV"
"1","2013-04-05",10.23
"2","2013-04-08",10.2
"3","2013-04-09",10.2
"4","2013-04-10",10.25
"5","2013-04-11",10.25
"6","2013-04-12",10.4
"7","2013-04-15",10.4
"8","2013-04-16",10.4
"9","2013-04-17",10.2
"10","2013-04-18",10.35
"11","2013-04-19",10.35
"12","2013-04-22",10.5
"13","2013-04-23",11.25
"14","2013-04-24",12.23
"15","2013-04-25",12.72
"16","2013-04-26",13
"17","2013-04-29",13.14
"18","2013-04-30",13.5
"19","2013-05-01",13.8
"20","2013-05-02",14.15
"21","2013-05-03",13.98
"22","2013-05-06",13.98
"23","2013-05-07",14.29
"24","2013-05-08",14.27
"25","2013-05-09",14.31
"26","2013-05-10",14.2
"27","2013-05-13",14.4
"28","2013-05-14",14.5
"29","2013-05-15",15.29
"30","2013-05-16",15
"31","2013-05-17",14.37
"32","2013-05-20",14.5
"33","2013-05-21",14.5
"34","2013-05-22",14.49
"35","2013-05-23",14.18
"36","2013-05-24",14.53
"37","2013-05-28",14.53
"38","2013-05-29",14.4
"39","2013-05-30",14.29
"40","2013-05-31",14.21
"41","2013-06-03",14.4
"42","2013-06-04",13.11
"43","2013-06-05",13.39
"44","2013-06-06",13.49
"45","2013-06-07",14.11
"46","2013-06-10",14
"47","2013-06-11",14.1
"48","2013-06-12",15.94
"49","2013-06-13",13.74
"50","2013-06-14",13.68
"51","2013-06-17",13.75
"52","2013-06-18",13.18
"53","2013-06-19",13.28
"54","2013-06-20",13.06
"55","2013-06-21",13.65
"56","2013-06-24",13.82
"57","2013-06-25",13.85
"58","2013-06-26",13.26
"59","2013-06-27",13.46
"60","2013-06-28",13.7
"61","2013-07-01",13.8
"62","2013-07-02",13.54
"63","2013-07-03",13.49
"64","2013-07-05",13.73
"65","2013-07-08",14
"66","2013-07-09",13.98
"67","2013-07-10",14
"68","2013-07-11",14
"69","2013-07-12",14.01
"70","2013-07-15",13.99
"71","2013-07-16",14
"72","2013-07-17",14.01
"73","2013-07-18",13.99
"74","2013-07-19",13.65
"75","2013-07-22",13.97
"76","2013-07-23",13.99
"77","2013-07-24",13.9
"78","2013-07-25",13.95
"79","2013-07-26",13.82
"80","2013-07-29",13.88
"81","2013-07-30",13.63
"82","2013-07-31",13.76
"83","2013-08-01",13.72
"84","2013-08-02",13.75
"85","2013-08-05",13.99
"86","2013-08-06",13.37
"87","2013-08-07",13.8
"88","2013-08-08",13.86
"89","2013-08-09",13.8
"90","2013-08-12",13.85
"91","2013-08-13",14.04
"92","2013-08-14",13.8
"93","2013-08-15",13.51
"94","2013-08-16",12.7
"95","2013-08-19",12.5
"96","2013-08-20",12.58
"97","2013-08-21",12.11
"98","2013-08-22",12.43
"99","2013-08-23",12.42
"100","2013-08-26",12.53
"101","2013-08-27",12.01
"102","2013-08-28",11.34
"103","2013-08-29",11.41
"104","2013-08-30",11.86
"105","2013-09-03",11.86
"106","2013-09-04",11.75
"107","2013-09-05",11.69
"108","2013-09-06",11.63
"109","2013-09-09",11.6
"110","2013-09-10",11.42
"111","2013-09-11",11.57
"112","2013-09-12",11.62
"113","2013-09-13",11.74
"114","2013-09-16",11.7
"115","2013-09-17",11.75
"116","2013-09-18",11.75
"117","2013-09-19",11.69
"118","2013-09-20",11.59
"119","2013-09-23",11.5
"120","2013-09-24",11.61
"121","2013-09-25",11.75
"122","2013-09-26",11.68
"123","2013-09-27",11.67
"124","2013-09-30",11.75
"125","2013-10-01",11.94
"126","2013-10-02",11.39
"127","2013-10-03",10.83
"128","2013-10-04",10.51
"129","2013-10-07",10.47
"130","2013-10-08",10.39
"131","2013-10-09",10.25
"132","2013-10-10",10.41
"133","2013-10-11",10.4
"134","2013-10-14",10.49
"135","2013-10-15",10.36
"136","2013-10-16",10.36
"137","2013-10-17",9.9
"138","2013-10-18",9.38
"139","2013-10-21",9.54
"140","2013-10-22",9.82
"141","2013-10-23",9.6
"142","2013-10-24",9.87
"143","2013-10-25",10.13
"144","2013-10-28",9.82
"145","2013-10-29",9.84
"146","2013-10-30",9.58
"147","2013-10-31",9.49
"148","2013-11-01",10.04
"149","2013-11-04",10.07
"150","2013-11-05",9.61
"151","2013-11-06",9.37
"152","2013-11-07",9.15
"153","2013-11-08",9.64
"154","2013-11-11",9.72
"155","2013-11-12",9.86
"156","2013-11-13",9.79
"157","2013-11-14",10.46
"158","2013-11-15",10.51
"159","2013-11-18",10.63
"160","2013-11-19",10.6
"161","2013-11-20",10.52
"162","2013-11-21",10.58
"163","2013-11-22",10.66
"164","2013-11-25",10.8
"165","2013-11-26",11.03
"166","2013-11-27",11.1
"167","2013-11-29",11.15
"168","2013-12-02",11.13
"169","2013-12-03",11.03
"170","2013-12-04",10.85
"171","2013-12-05",11.06
"172","2013-12-06",11.1
"173","2013-12-09",11.27
"174","2013-12-10",11.14
"175","2013-12-11",11.28
"176","2013-12-12",11.26
"177","2013-12-13",11.36
"178","2013-12-16",11.93
"179","2013-12-17",11.92
"180","2013-12-18",11.98
"181","2013-12-19",11.77
"182","2013-12-20",11.71
"183","2013-12-23",11.91
"184","2013-12-24",12.07
"185","2013-12-26",12.05
"186","2013-12-27",12.06
"187","2013-12-30",11.85
"188","2013-12-31",11.87
"189","2014-01-02",11.44
"190","2014-01-03",11.78
"191","2014-01-06",11.9
"192","2014-01-07",11.85
"193","2014-01-08",11.89
"194","2014-01-09",11.92
"195","2014-01-10",11.86
"196","2014-01-13",11.56
"197","2014-01-14",11.85
"198","2014-01-15",11.53
"199","2014-01-16",11.47
"200","2014-01-17",11.28
"201","2014-01-21",11.14
"202","2014-01-22",10.49
"203","2014-01-23",11.15
"204","2014-01-24",11.49
"205","2014-01-27",11.15
"206","2014-01-28",11.25
"207","2014-01-29",10.99
"208","2014-01-30",11.69
"209","2014-01-31",11.5
"210","2014-02-03",10.89
"211","2014-02-04",11.16
"212","2014-02-05",10.99
"213","2014-02-06",11
"214","2014-02-07",11.31
"215","2014-02-10",11.15
"216","2014-02-11",11.84
"217","2014-02-12",11.81
"218","2014-02-13",11.93
"219","2014-02-14",11.78
"220","2014-02-18",11.68
"221","2014-02-19",11.5
"222","2014-02-20",11.58
"223","2014-02-21",11.25
"224","2014-02-24",11.45
"225","2014-02-25",11.54
"226","2014-02-26",11.44
"227","2014-02-27",11.35
"228","2014-02-28",11.14
"229","2014-03-03",11.15
"230","2014-03-04",11
"231","2014-03-05",11.16
"232","2014-03-06",11.32
"233","2014-03-07",10.82
"234","2014-03-10",11.29
"235","2014-03-11",11.02
"236","2014-03-12",10.99
"237","2014-03-13",10.88
"238","2014-03-14",10.76
"239","2014-03-17",10.69
"240","2014-03-18",10.61
"241","2014-03-19",10.51
"242","2014-03-20",11.89
"243","2014-03-21",12.29
"244","2014-03-24",12.47
"245","2014-03-25",12.69
"246","2014-03-26",12.57
"247","2014-03-27",12.48
"248","2014-03-28",12.54
"249","2014-03-31",12.59
"250","2014-04-01",12.39
"251","2014-04-02",12.63
"252","2014-04-03",12.57
"253","2014-04-04",12.52
"254","2014-04-07",12.3
"255","2014-04-08",12.37
"256","2014-04-09",12.49
"257","2014-04-10",12.5
"258","2014-04-11",12.25
"259","2014-04-14",12.45
"260","2014-04-15",12.39
"261","2014-04-16",12.29
"262","2014-04-17",12.29
"263","2014-04-21",12.35
"264","2014-04-22",12.51
"265","2014-04-23",12.3
"266","2014-04-24",12.11
"267","2014-04-25",11.8
"268","2014-04-28",12.12
"269","2014-04-29",12.05
"270","2014-04-30",12.1
"271","2014-05-01",11.99
"272","2014-05-02",11.92
"273","2014-05-05",11.76
"274","2014-05-06",11.4
"275","2014-05-07",12.4
"276","2014-05-08",12.05
"277","2014-05-09",12.26
"278","2014-05-12",12.24
"279","2014-05-13",12.22
"280","2014-05-14",11.51
"281","2014-05-15",11.45
"282","2014-05-16",11.32
"283","2014-05-19",11.4
"284","2014-05-20",11.03
"285","2014-05-21",11.34
"286","2014-05-22",11.53
"287","2014-05-23",11.37
"288","2014-05-27",11.42
"289","2014-05-28",11.35
"290","2014-05-29",11.33
"291","2014-05-30",11.36
"292","2014-06-02",11.21
"293","2014-06-03",11.1
"294","2014-06-04",10.91
"295","2014-06-05",11.19
"296","2014-06-06",11.37
"297","2014-06-09",11.46
"298","2014-06-10",11.53
"299","2014-06-11",11.44
"300","2014-06-12",11.39
"301","2014-06-13",11.49
"302","2014-06-16",11.22
"303","2014-06-17",11.52
"304","2014-06-18",11.6
"305","2014-06-19",11.53
"306","2014-06-20",11.57
"307","2014-06-23",11.53
"308","2014-06-24",11.1
"309","2014-06-25",11.43
"310","2014-06-26",11.41
"311","2014-06-27",12.28
"312","2014-06-30",12.56
"313","2014-07-01",12.37
"314","2014-07-02",12.29
"315","2014-07-03",12.49
"316","2014-07-07",12.31
"317","2014-07-08",12.06
"318","2014-07-09",11.98
"319","2014-07-10",12.13
"320","2014-07-11",12.14
"321","2014-07-14",12.11
"322","2014-07-15",11.81
"323","2014-07-16",11.79
"324","2014-07-17",11.23
"325","2014-07-18",11.63
"326","2014-07-21",11.52
"327","2014-07-22",11.53
"328","2014-07-23",11.52
"329","2014-07-24",11.36
"330","2014-07-25",11.19
"331","2014-07-28",11.21
"332","2014-07-29",11.32
"333","2014-07-30",11.61
"334","2014-07-31",11.57
"335","2014-08-01",11.54
"336","2014-08-04",11.46
"337","2014-08-05",11.35
"338","2014-08-06",11.45
"339","2014-08-07",11.28
"340","2014-08-08",11.51
"341","2014-08-11",11.56
"342","2014-08-12",11.34
"343","2014-08-13",11.36
"344","2014-08-14",11.41
"345","2014-08-15",11.34
"346","2014-08-18",11.47
"347","2014-08-19",11.34
"348","2014-08-20",11.21
"349","2014-08-21",11.23
"350","2014-08-22",11.11
"351","2014-08-25",11.4
"352","2014-08-26",11.49
"353","2014-08-27",11.37
"354","2014-08-28",11.31
"355","2014-08-29",11.49
"356","2014-09-02",11.43
"357","2014-09-03",11.37
"358","2014-09-04",11.35
"359","2014-09-05",11.32
"360","2014-09-08",11.36
"361","2014-09-09",11.36
"362","2014-09-10",11.37
"363","2014-09-11",11.36
"364","2014-09-12",11.29
"365","2014-09-15",11.31
"366","2014-09-16",11.31
"367","2014-09-17",11.36
"368","2014-09-18",11.17
"369","2014-09-19",11.22
"370","2014-09-22",11.15
"371","2014-09-23",11.01
"372","2014-09-24",11.26
"373","2014-09-25",11.14
"374","2014-09-26",11.22
"375","2014-09-29",11.18
"376","2014-09-30",10.66
"377","2014-10-01",10.85
"378","2014-10-02",11.38
"379","2014-10-03",11.2
"380","2014-10-06",10.84
"381","2014-10-07",10.84
"382","2014-10-08",11.15
"383","2014-10-09",11.06
"384","2014-10-10",11
"385","2014-10-13",10.94
"386","2014-10-14",10.91
"387","2014-10-15",10.63
"388","2014-10-16",10.72
"389","2014-10-17",10.7
"390","2014-10-20",10.7
"391","2014-10-21",10.99
"392","2014-10-22",11.03
"393","2014-10-23",11.06
"394","2014-10-24",11.21
"395","2014-10-27",11.45
"396","2014-10-28",12.43
"397","2014-10-29",12.62
"398","2014-10-30",12.7
"399","2014-10-31",12.8
"400","2014-11-03",12.65
"401","2014-11-04",12.83
"402","2014-11-05",12.8
"403","2014-11-06",12.79
"404","2014-11-07",12.65
"405","2014-11-10",12.9
"406","2014-11-11",12.7
"407","2014-11-12",12.81
"408","2014-11-13",12.76
"409","2014-11-14",12.58
"410","2014-11-17",12.77
"411","2014-11-18",12.81
"412","2014-11-19",12.68
"413","2014-11-20",12.83
"414","2014-11-21",12.85
"415","2014-11-24",12.87
"416","2014-11-25",12.64
"417","2014-11-26",12.81
"418","2014-11-28",12.61
"419","2014-12-01",13
"420","2014-12-02",12.87
"421","2014-12-03",12.85
"422","2014-12-04",12.63
"423","2014-12-05",12.86
"424","2014-12-08",12.72
"425","2014-12-09",12.95
"426","2014-12-10",12.76
"427","2014-12-11",12.88
"428","2014-12-12",12.7
"429","2014-12-15",12.75
"430","2014-12-16",12.72
"431","2014-12-17",13.21
"432","2014-12-18",13.17
"433","2014-12-19",13.35
"434","2014-12-22",13
"435","2014-12-23",12.84
"436","2014-12-24",12.81
"437","2014-12-26",12.75
"438","2014-12-29",12.6
"439","2014-12-30",12.61
"440","2014-12-31",13.49
"441","2015-01-02",13.29
"442","2015-01-05",12.78
"443","2015-01-06",12.58
"444","2015-01-07",12.75
"445","2015-01-08",12.73
"446","2015-01-09",12.66
"447","2015-01-12",12.46
"448","2015-01-13",12.49
"449","2015-01-14",12.51
"450","2015-01-15",12.34
"451","2015-01-16",12.88
"452","2015-01-20",12.61
"453","2015-01-21",12.53
"454","2015-01-22",13.11
"455","2015-01-23",12.88
"456","2015-01-26",12.86
"457","2015-01-27",12.51
"458","2015-01-28",12.32
"459","2015-01-29",12.54
"460","2015-01-30",12.48
"461","2015-02-02",12.53
"462","2015-02-03",13
"463","2015-02-04",13.08
"464","2015-02-05",12.85
"465","2015-02-06",12.87
"466","2015-02-09",12.68
"467","2015-02-10",12.68
"468","2015-02-11",12.7
"469","2015-02-12",13.02
"470","2015-02-13",13.25
"471","2015-02-17",12.83
"472","2015-02-18",12.84
"473","2015-02-19",12.88
"474","2015-02-20",12.67
"475","2015-02-23",12.54
"476","2015-02-24",12.64
"477","2015-02-25",12.61
"478","2015-02-26",12.61
"479","2015-02-27",12.58
"480","2015-03-02",12.62
"481","2015-03-03",12.54
"482","2015-03-04",12.38
"483","2015-03-05",12.41
"484","2015-03-06",12.6
"485","2015-03-09",12.24
"486","2015-03-10",12.19
"487","2015-03-11",12.34
"488","2015-03-12",12.57
"489","2015-03-13",12.41
"490","2015-03-16",12.7
"491","2015-03-17",12.53
"492","2015-03-18",12.59
"493","2015-03-19",13.59
"494","2015-03-20",14.04
"495","2015-03-23",13.23
"496","2015-03-24",13.24
"497","2015-03-25",12.7
"498","2015-03-26",12.85
"499","2015-03-27",12.8
"500","2015-03-30",12.91
"501","2015-03-31",12.65
"502","2015-04-01",13
"503","2015-04-02",13.1
"504","2015-04-06",12.61
"505","2015-04-07",12.64
"506","2015-04-08",12.75
"507","2015-04-09",12.73
"508","2015-04-10",12.59
"509","2015-04-13",12.42
"510","2015-04-14",12.48
"511","2015-04-15",12.53
"512","2015-04-16",12.41
"513","2015-04-17",12.55
"514","2015-04-20",12.64
"515","2015-04-21",12.6
"516","2015-04-22",12.36
"517","2015-04-23",12.7
"518","2015-04-24",12.86
"519","2015-04-27",12.96
"520","2015-04-28",12.83
"521","2015-04-29",12.64
"522","2015-04-30",12.64
"523","2015-05-01",12.89
"524","2015-05-04",12.9
"525","2015-05-05",13.2
"526","2015-05-06",13.14
"527","2015-05-07",12.69
"528","2015-05-08",12.1
"529","2015-05-11",12.11
"530","2015-05-12",12.12
"531","2015-05-13",11.93
"532","2015-05-14",12.01
"533","2015-05-15",11.88
"534","2015-05-18",11.85
"535","2015-05-19",12.1
"536","2015-05-20",12.19
"537","2015-05-21",12.25
"538","2015-05-22",12.1
"539","2015-05-26",12.14
"540","2015-05-27",12.32
"541","2015-05-28",12.2
"542","2015-05-29",12.27
"543","2015-06-01",12.3
"544","2015-06-02",12.35
"545","2015-06-03",12.38
"546","2015-06-04",12.25
"547","2015-06-05",12.27
"548","2015-06-08",12.3
"549","2015-06-09",12.29
"550","2015-06-10",12.44
"551","2015-06-11",12.42
"552","2015-06-12",12.57
"553","2015-06-15",12.56
"554","2015-06-16",12.75
"555","2015-06-17",12.69
"556","2015-06-18",12.85
"557","2015-06-19",13.05
"558","2015-06-22",12.79
"559","2015-06-23",12.75
"560","2015-06-24",12.45
"561","2015-06-25",12.34
"562","2015-06-26",12.19
"563","2015-06-29",11.95
"564","2015-06-30",11.9
"565","2015-07-01",11.92
"566","2015-07-02",12
"567","2015-07-06",11.8
"568","2015-07-07",11.86
"569","2015-07-08",11.99
"570","2015-07-09",12
"571","2015-07-10",12.24
"572","2015-07-13",12.22
"573","2015-07-14",12.47
"574","2015-07-15",13.16
"575","2015-07-16",13.3
"576","2015-07-17",13.34
"577","2015-07-20",13.35
"578","2015-07-21",13.29
"579","2015-07-22",13.4
"580","2015-07-23",13.26
"581","2015-07-24",13.36
"582","2015-07-27",13.37
"583","2015-07-28",13.64
"584","2015-07-29",13.72
"585","2015-07-30",13.56
"586","2015-07-31",13.85
"587","2015-08-03",14.06
"588","2015-08-04",14.03
"589","2015-08-05",13.95
"590","2015-08-06",13.42
"591","2015-08-07",13.38
"592","2015-08-10",13.32
"593","2015-08-11",13.24
"594","2015-08-12",13.36
"595","2015-08-13",13.42
"596","2015-08-14",13.34
"597","2015-08-17",13.54
"598","2015-08-18",13.21
"599","2015-08-19",13.05
"600","2015-08-20",12.73
"601","2015-08-21",12.84
"602","2015-08-24",12.76
"603","2015-08-25",13.15
"604","2015-08-26",13.54
"605","2015-08-27",13.56
"606","2015-08-28",13.72
"607","2015-08-31",13.61
"608","2015-09-01",13.3
"609","2015-09-02",13.5
"610","2015-09-03",13.32
"611","2015-09-04",13.31
"612","2015-09-08",13.3
"613","2015-09-09",13.35
"614","2015-09-10",13.34
"615","2015-09-11",13.31
"616","2015-09-14",13.31
"617","2015-09-15",13.39
"618","2015-09-16",13.49
"619","2015-09-17",13.44
"620","2015-09-18",14.25
"621","2015-09-21",14.04
"622","2015-09-22",13.99
"623","2015-09-23",13.77
"624","2015-09-24",13.79
"625","2015-09-25",13.49
"626","2015-09-28",13.38
"627","2015-09-29",13.51
"628","2015-09-30",13.6
"629","2015-10-01",13.51
"630","2015-10-02",13.61
"631","2015-10-05",13.87
"632","2015-10-06",13.67
"633","2015-10-07",13.73
"634","2015-10-08",13.7
"635","2015-10-09",13.78
"636","2015-10-12",13.72
"637","2015-10-13",13.54
"638","2015-10-14",13.39
"639","2015-10-15",13.79
"640","2015-10-16",13.73
"641","2015-10-19",13.73
"642","2015-10-20",13.74
"643","2015-10-21",13.56
"644","2015-10-22",13.61
"645","2015-10-23",13.65
"646","2015-10-26",13.45
"647","2015-10-27",13.2
"648","2015-10-28",13.46
"649","2015-10-29",13.67
"650","2015-10-30",13.53
"651","2015-11-02",13.82
"652","2015-11-03",14.05
"653","2015-11-04",14.12
"654","2015-11-05",14.33
"655","2015-11-06",14.33
"656","2015-11-09",14.35
"657","2015-11-10",14.42
"658","2015-11-11",14.22
"659","2015-11-12",14.29
"660","2015-11-13",14.3
"661","2015-11-16",14.34
"662","2015-11-17",14.25
"663","2015-11-18",14.24
"664","2015-11-19",14.2
"665","2015-11-20",14.05
"666","2015-11-23",14.16
"667","2015-11-24",14.03
"668","2015-11-25",14.11
"669","2015-11-27",14.14
"670","2015-11-30",14.23
"671","2015-12-01",14.2
"672","2015-12-02",14.54
"673","2015-12-03",14.46
"674","2015-12-04",14.79
"675","2015-12-07",14.78
"676","2015-12-08",14.6
"677","2015-12-09",14.42
"678","2015-12-10",14.29
"679","2015-12-11",13.86
"680","2015-12-14",13.31
"681","2015-12-15",13.31
"682","2015-12-16",13.49
"683","2015-12-17",13.48
"684","2015-12-18",13.62
"685","2015-12-21",13.78
"686","2015-12-22",13.76
"687","2015-12-23",13.84
"688","2015-12-24",13.92
"689","2015-12-28",14.25
"690","2015-12-29",14.5
"691","2015-12-30",14.81
"692","2015-12-31",14.75
"693","2016-01-04",14.52
"694","2016-01-05",14.6
"695","2016-01-06",14.43
"696","2016-01-07",14.37
"697","2016-01-08",14
"698","2016-01-11",14.29
"699","2016-01-12",14.39
"700","2016-01-13",14.12
"701","2016-01-14",14.16
"702","2016-01-15",14.21
"703","2016-01-19",14.05
"704","2016-01-20",13.95
"705","2016-01-21",14.17
"706","2016-01-22",14.59
"707","2016-01-25",14.37
"708","2016-01-26",14.44
"709","2016-01-27",14.25
"710","2016-01-28",14.27
"711","2016-01-29",14.4
"712","2016-02-01",14.23
"713","2016-02-02",14.18
"714","2016-02-03",14.17
"715","2016-02-04",14.12
