"","date","HMTV"
"716","2016-02-05",13.69
"717","2016-02-08",13.83
"718","2016-02-09",13.75
"719","2016-02-10",13.97
"720","2016-02-11",13.83
"721","2016-02-12",13.82
"722","2016-02-16",13.95
"723","2016-02-17",13.87
"724","2016-02-18",13.6
"725","2016-02-19",13.5
"726","2016-02-22",13.51
"727","2016-02-23",13.56
"728","2016-02-24",13.69
"729","2016-02-25",13.84
"730","2016-02-26",13.87
"731","2016-02-29",13.84
"732","2016-03-01",13.87
"733","2016-03-02",13.85
"734","2016-03-03",13.79
"735","2016-03-04",13.72
"736","2016-03-07",13.77
"737","2016-03-08",13.71
"738","2016-03-09",13.78
"739","2016-03-10",13.64
"740","2016-03-11",13.69
"741","2016-03-14",13.71
"742","2016-03-15",13.66
"743","2016-03-16",13.7
"744","2016-03-17",13.64
"745","2016-03-18",12.81
"746","2016-03-21",12.62
"747","2016-03-22",12.38
"748","2016-03-23",12.93
"749","2016-03-24",13.15
"750","2016-03-28",13.15
"751","2016-03-29",13.17
"752","2016-03-30",13.13
"753","2016-03-31",13.13
"754","2016-04-01",13.09
"755","2016-04-04",13.15
"756","2016-04-05",13.11
"757","2016-04-06",13
"758","2016-04-07",12.86
"759","2016-04-08",12.85
"760","2016-04-11",12.87
"761","2016-04-12",12.89
"762","2016-04-13",12.81
"763","2016-04-14",12.75
"764","2016-04-15",12.85
"765","2016-04-18",12.77
"766","2016-04-19",12.8
"767","2016-04-20",12.63
"768","2016-04-21",12.44
"769","2016-04-22",12.36
"770","2016-04-25",12.26
"771","2016-04-26",11.99
"772","2016-04-27",11.95
"773","2016-04-28",11.97
"774","2016-04-29",11.96
"775","2016-05-02",11.9
"776","2016-05-03",11.77
"777","2016-05-04",11.53
"778","2016-05-05",11.54
"779","2016-05-06",11.88
"780","2016-05-09",11.72
"781","2016-05-10",11.68
"782","2016-05-11",11.65
"783","2016-05-12",11.48
"784","2016-05-13",11.49
"785","2016-05-16",11.41
"786","2016-05-17",11.28
"787","2016-05-18",11.15
"788","2016-05-19",10.99
"789","2016-05-20",10.95
"790","2016-05-23",10.63
"791","2016-05-24",10.64
"792","2016-05-25",10.47
"793","2016-05-26",10.51
"794","2016-05-27",10.62
"795","2016-05-31",10.91
"796","2016-06-01",10.85
"797","2016-06-02",10.84
"798","2016-06-03",10.79
"799","2016-06-06",10.77
"800","2016-06-07",10.76
"801","2016-06-08",10.74
"802","2016-06-09",11.38
"803","2016-06-10",11.26
"804","2016-06-13",11.06
"805","2016-06-14",10.91
"806","2016-06-15",11.16
"807","2016-06-16",11.19
"808","2016-06-17",11.18
"809","2016-06-20",11.12
"810","2016-06-21",11.19
"811","2016-06-22",11.05
"812","2016-06-23",11.01
"813","2016-06-24",11.2
"814","2016-06-27",11.11
"815","2016-06-28",11.14
"816","2016-06-29",11.33
"817","2016-06-30",11.8
"818","2016-07-01",11.59
"819","2016-07-05",11.68
"820","2016-07-06",11.76
"821","2016-07-07",11.78
"822","2016-07-08",12.02
"823","2016-07-11",11.89
"824","2016-07-12",11.86
"825","2016-07-13",11.83
"826","2016-07-14",11.8
"827","2016-07-15",11.99
"828","2016-07-18",12.01
"829","2016-07-19",12
"830","2016-07-20",11.97
"831","2016-07-21",11.95
"832","2016-07-22",12.11
"833","2016-07-25",12.05
"834","2016-07-26",12.12
"835","2016-07-27",12.19
"836","2016-07-28",12.39
"837","2016-07-29",12.69
"838","2016-08-01",12.6
"839","2016-08-02",12.45
"840","2016-08-03",12.6
"841","2016-08-04",12.62
"842","2016-08-05",12.52
"843","2016-08-08",12.64
"844","2016-08-09",12.7
"845","2016-08-10",12.84
"846","2016-08-11",12.92
"847","2016-08-12",12.91
"848","2016-08-15",13.08
"849","2016-08-16",13.08
"850","2016-08-17",13.05
"851","2016-08-18",13.08
"852","2016-08-19",12.95
"853","2016-08-22",12.99
"854","2016-08-23",12.98
"855","2016-08-24",12.9
"856","2016-08-25",13.1
"857","2016-08-26",13.09
"858","2016-08-29",13.11
"859","2016-08-30",13.24
"860","2016-08-31",13.33
"861","2016-09-01",13
"862","2016-09-02",12.88
"863","2016-09-06",12.84
"864","2016-09-07",12.85
"865","2016-09-08",12.71
"866","2016-09-09",12.58
"867","2016-09-12",12.49
"868","2016-09-13",12.55
"869","2016-09-14",12.49
"870","2016-09-15",12.54
"871","2016-09-16",12.69
"872","2016-09-19",12.6
"873","2016-09-20",12.67
"874","2016-09-21",12.51
"875","2016-09-22",12.45
"876","2016-09-23",12.54
"877","2016-09-26",12.44
"878","2016-09-27",12.27
"879","2016-09-28",12.52
"880","2016-09-29",12.42
"881","2016-09-30",12.75
"882","2016-10-03",12.52
"883","2016-10-04",12.39
"884","2016-10-05",12.42
"885","2016-10-06",12.39
"886","2016-10-07",12.39
"887","2016-10-10",12.15
"888","2016-10-11",11.96
"889","2016-10-12",12.09
"890","2016-10-13",12.04
"891","2016-10-14",12.08
"892","2016-10-17",12.1
"893","2016-10-18",11.9
"894","2016-10-19",11.95
"895","2016-10-20",12
"896","2016-10-21",12.2
"897","2016-10-24",12.35
"898","2016-10-25",12.15
"899","2016-10-26",12.15
"900","2016-10-27",12
"901","2016-10-28",11.85
"902","2016-10-31",11.7
"903","2016-11-01",11.55
"904","2016-11-02",11.45
"905","2016-11-03",11.4
"906","2016-11-04",11.9
"907","2016-11-07",11.9
"908","2016-11-08",11.85
"909","2016-11-09",11.85
"910","2016-11-10",11.9
"911","2016-11-11",11.9
"912","2016-11-14",11.85
"913","2016-11-15",11.85
"914","2016-11-16",11.95
"915","2016-11-17",11.85
"916","2016-11-18",11.8
"917","2016-11-21",11.75
"918","2016-11-22",11.8
"919","2016-11-23",11.95
"920","2016-11-25",11.95
"921","2016-11-28",11.85
"922","2016-11-29",11.9
"923","2016-11-30",11.85
"924","2016-12-01",11.85
"925","2016-12-02",11.75
"926","2016-12-05",11.85
"927","2016-12-06",11.8
"928","2016-12-07",11.9
"929","2016-12-08",11.95
"930","2016-12-09",11.9
"931","2016-12-12",11.75
"932","2016-12-13",11.65
"933","2016-12-14",11.65
"934","2016-12-15",11.25
"935","2016-12-16",11
"936","2016-12-19",11.3
"937","2016-12-20",11.3
"938","2016-12-21",11.3
"939","2016-12-22",11.05
"940","2016-12-23",11.3
"941","2016-12-27",10.85
"942","2016-12-28",11.2
"943","2016-12-29",11.15
"944","2016-12-30",11.2
"945","2017-01-03",11.15
"946","2017-01-04",11.4
"947","2017-01-05",11.55
"948","2017-01-06",11.75
"949","2017-01-09",11.55
"950","2017-01-10",11.5
"951","2017-01-11",11.5
"952","2017-01-12",11.6
"953","2017-01-13",11.7
"954","2017-01-17",11.55
"955","2017-01-18",11.5
"956","2017-01-19",11.35
"957","2017-01-20",11.1
"958","2017-01-23",11
"959","2017-01-24",11.15
"960","2017-01-25",11.25
"961","2017-01-26",11.45
"962","2017-01-27",11.35
"963","2017-01-30",11.25
"964","2017-01-31",11.2
"965","2017-02-01",11.35
"966","2017-02-02",11.4
"967","2017-02-03",11.45
"968","2017-02-06",11.55
"969","2017-02-07",11.5
"970","2017-02-08",11.35
"971","2017-02-09",11.35
"972","2017-02-10",11.35
"973","2017-02-13",11.5
"974","2017-02-14",11.55
"975","2017-02-15",11.5
"976","2017-02-16",11.4
"977","2017-02-17",11.35
"978","2017-02-21",11.25
"979","2017-02-22",11.6
"980","2017-02-23",11.65
"981","2017-02-24",11.55
"982","2017-02-27",11.55
"983","2017-02-28",11.6
"984","2017-03-01",11.5
"985","2017-03-02",11.55
"986","2017-03-03",11.5
"987","2017-03-06",11.4
"988","2017-03-07",11.25
"989","2017-03-08",11.1
"990","2017-03-09",11.1
"991","2017-03-10",11
"992","2017-03-13",10.95
"993","2017-03-14",10.95
"994","2017-03-15",11.05
"995","2017-03-16",11.15
"996","2017-03-17",11.1
"997","2017-03-20",11.05
"998","2017-03-21",11
"999","2017-03-22",10.95
"1000","2017-03-23",11.05
"1001","2017-03-24",11.1
"1002","2017-03-27",11.25
