"","date","FATE"
"198","2014-07-15",6.44
"199","2014-07-16",6.65
"200","2014-07-17",6.44
"201","2014-07-18",6.42
"202","2014-07-21",6.51
"203","2014-07-22",6.47
"204","2014-07-23",6.44
"205","2014-07-24",6.45
"206","2014-07-25",6.28
"207","2014-07-28",6.25
"208","2014-07-29",6.12
"209","2014-07-30",6.14
"210","2014-07-31",6.03
"211","2014-08-01",6.13
"212","2014-08-04",6.15
"213","2014-08-05",6.05
"214","2014-08-06",6.13
"215","2014-08-07",5.81
"216","2014-08-08",5.8
"217","2014-08-11",5.95
"218","2014-08-12",6
"219","2014-08-13",5.51
"220","2014-08-14",5.59
"221","2014-08-15",5.5
"222","2014-08-18",5.47
"223","2014-08-19",5.2
"224","2014-08-20",5.38
"225","2014-08-21",5.36
"226","2014-08-22",5.35
"227","2014-08-25",5.35
"228","2014-08-26",5.22
"229","2014-08-27",5.22
"230","2014-08-28",5.25
"231","2014-08-29",5.34
"232","2014-09-02",5.25
"233","2014-09-03",5.24
"234","2014-09-04",5.39
"235","2014-09-05",5.28
"236","2014-09-08",5.63
"237","2014-09-09",5.9
"238","2014-09-10",5.47
"239","2014-09-11",5.21
"240","2014-09-12",5.48
"241","2014-09-15",5.34
"242","2014-09-16",5.41
"243","2014-09-17",5.16
"244","2014-09-18",5.23
"245","2014-09-19",5.2
"246","2014-09-22",5.19
"247","2014-09-23",5.11
"248","2014-09-24",5.22
"249","2014-09-25",5.23
"250","2014-09-26",5.36
"251","2014-09-29",5.2
"252","2014-09-30",5.1
"253","2014-10-01",5.07
"254","2014-10-02",5.08
"255","2014-10-03",5.19
"256","2014-10-06",5.3
"257","2014-10-07",5.08
"258","2014-10-08",5.14
"259","2014-10-09",5.28
"260","2014-10-10",5.23
"261","2014-10-13",5.05
"262","2014-10-14",4.92
"263","2014-10-15",4.76
"264","2014-10-16",4.61
"265","2014-10-17",4.53
"266","2014-10-20",4.41
"267","2014-10-21",4.62
"268","2014-10-22",4.73
"269","2014-10-23",4.23
"270","2014-10-24",4.62
"271","2014-10-27",4.7
"272","2014-10-28",4.73
"273","2014-10-29",4.72
"274","2014-10-30",4.74
"275","2014-10-31",4.67
"276","2014-11-03",4.5
"277","2014-11-04",4.48
"278","2014-11-05",4.54
"279","2014-11-06",4.46
"280","2014-11-07",4.05
"281","2014-11-10",3.91
"282","2014-11-11",3.95
"283","2014-11-12",4.04
"284","2014-11-13",4.1
"285","2014-11-14",3.96
"286","2014-11-17",3.75
"287","2014-11-18",3.99
"288","2014-11-19",3.9
"289","2014-11-20",3.85
"290","2014-11-21",4.23
"291","2014-11-24",3.99
"292","2014-11-25",3.76
"293","2014-11-26",3.89
"294","2014-11-28",3.75
"295","2014-12-01",3.88
"296","2014-12-02",3.87
"297","2014-12-03",3.75
"298","2014-12-04",3.67
"299","2014-12-05",3.68
"300","2014-12-08",3.67
"301","2014-12-09",3.96
"302","2014-12-10",3.93
"303","2014-12-11",3.68
"304","2014-12-12",3.69
"305","2014-12-15",3.59
"306","2014-12-16",3.67
"307","2014-12-17",3.58
"308","2014-12-18",3.7
"309","2014-12-19",5.27
"310","2014-12-22",5.01
"311","2014-12-23",4.67
"312","2014-12-24",4.9
"313","2014-12-26",5.6
"314","2014-12-29",5.47
"315","2014-12-30",5.65
"316","2014-12-31",5.03
"317","2015-01-02",5.14
"318","2015-01-05",4.84
"319","2015-01-06",4.85
"320","2015-01-07",4.91
"321","2015-01-08",4.88
"322","2015-01-09",4.99
"323","2015-01-12",4.95
"324","2015-01-13",4.82
"325","2015-01-14",5.09
"326","2015-01-15",4.9
"327","2015-01-16",4.92
"328","2015-01-20",4.81
"329","2015-01-21",4.83
"330","2015-01-22",4.8
"331","2015-01-23",4.85
"332","2015-01-26",4.89
"333","2015-01-27",4.9
"334","2015-01-28",4.91
"335","2015-01-29",5.1
"336","2015-01-30",5.1
"337","2015-02-02",5.2
"338","2015-02-03",5
"339","2015-02-04",4.76
"340","2015-02-05",5
"341","2015-02-06",5
"342","2015-02-09",5.04
"343","2015-02-10",4.8
"344","2015-02-11",5
"345","2015-02-12",5.07
"346","2015-02-13",5
"347","2015-02-17",5.02
"348","2015-02-18",5.02
"349","2015-02-19",5.01
"350","2015-02-20",5
"351","2015-02-23",4.93
"352","2015-02-24",4.87
"353","2015-02-25",4.91
"354","2015-02-26",4.85
"355","2015-02-27",4.98
"356","2015-03-02",4.97
"357","2015-03-03",5
"358","2015-03-04",5
"359","2015-03-05",5.08
"360","2015-03-06",5.07
"361","2015-03-09",4.84
"362","2015-03-10",4.87
"363","2015-03-11",4.86
"364","2015-03-12",5.08
"365","2015-03-13",5.05
"366","2015-03-16",4.97
"367","2015-03-17",5
"368","2015-03-18",4.99
"369","2015-03-19",4.92
"370","2015-03-20",4.94
"371","2015-03-23",5.12
"372","2015-03-24",5
"373","2015-03-25",4.95
"374","2015-03-26",4.87
"375","2015-03-27",4.91
"376","2015-03-30",4.99
"377","2015-03-31",4.89
"378","2015-04-01",4.81
"379","2015-04-02",5.03
"380","2015-04-06",5.03
"381","2015-04-07",5.13
"382","2015-04-08",5.03
"383","2015-04-09",5.11
"384","2015-04-10",5.22
"385","2015-04-13",5.15
"386","2015-04-14",5.13
"387","2015-04-15",5.15
"388","2015-04-16",5.41
"389","2015-04-17",5.96
"390","2015-04-20",6.7
"391","2015-04-21",6.39
"392","2015-04-22",6.29
"393","2015-04-23",6.15
"394","2015-04-24",5.91
"395","2015-04-27",5.47
"396","2015-04-28",5.43
"397","2015-04-29",5.35
"398","2015-04-30",4.88
"399","2015-05-01",4.79
"400","2015-05-04",4.58
"401","2015-05-05",4.96
"402","2015-05-06",7.24
"403","2015-05-07",7.19
"404","2015-05-08",7.22
"405","2015-05-11",7.36
"406","2015-05-12",7.34
"407","2015-05-13",7.08
"408","2015-05-14",6.92
"409","2015-05-15",6.8
"410","2015-05-18",6.81
"411","2015-05-19",6.43
"412","2015-05-20",6.14
"413","2015-05-21",5.9
"414","2015-05-22",6.19
"415","2015-05-26",6.14
"416","2015-05-27",6.13
"417","2015-05-28",6.25
"418","2015-05-29",6.26
"419","2015-06-01",6.01
"420","2015-06-02",5.98
"421","2015-06-03",6.23
"422","2015-06-04",6.17
"423","2015-06-05",6.3
"424","2015-06-08",6.19
"425","2015-06-09",6.16
"426","2015-06-10",6
"427","2015-06-11",6
"428","2015-06-12",6.09
"429","2015-06-15",6.05
"430","2015-06-16",5.8
"431","2015-06-17",6.02
"432","2015-06-18",5.85
"433","2015-06-19",6
"434","2015-06-22",6.09
"435","2015-06-23",6.25
"436","2015-06-24",6.3
"437","2015-06-25",6.13
"438","2015-06-26",6.3
"439","2015-06-29",6.07
"440","2015-06-30",6.47
"441","2015-07-01",6.69
"442","2015-07-02",6.86
"443","2015-07-06",6.88
"444","2015-07-07",7.53
"445","2015-07-08",7.19
"446","2015-07-09",7.25
"447","2015-07-10",7.25
"448","2015-07-13",7.93
"449","2015-07-14",7.69
"450","2015-07-15",7.41
"451","2015-07-16",7.4
"452","2015-07-17",7.39
"453","2015-07-20",7.08
"454","2015-07-21",7.6
"455","2015-07-22",7.58
"456","2015-07-23",7.45
"457","2015-07-24",7.18
"458","2015-07-27",7.44
"459","2015-07-28",7.17
"460","2015-07-29",7.12
"461","2015-07-30",7.07
"462","2015-07-31",7.06
"463","2015-08-03",6.9
"464","2015-08-04",7.19
"465","2015-08-05",6.87
"466","2015-08-06",6.82
"467","2015-08-07",7.16
"468","2015-08-10",7.21
"469","2015-08-11",7.09
"470","2015-08-12",7.36
"471","2015-08-13",7.47
"472","2015-08-14",7.46
"473","2015-08-17",7.68
"474","2015-08-18",7.75
"475","2015-08-19",6.91
"476","2015-08-20",5.82
"477","2015-08-21",6.24
"478","2015-08-24",5.9
"479","2015-08-25",6.13
"480","2015-08-26",6.61
"481","2015-08-27",6.67
"482","2015-08-28",7.21
"483","2015-08-31",6.53
"484","2015-09-01",6.21
"485","2015-09-02",6.23
"486","2015-09-03",5.87
"487","2015-09-04",6.05
"488","2015-09-08",6.32
"489","2015-09-09",5.83
"490","2015-09-10",6
"491","2015-09-11",6.36
"492","2015-09-14",6.32
"493","2015-09-15",6.49
"494","2015-09-16",6.63
"495","2015-09-17",7.07
"496","2015-09-18",6.93
"497","2015-09-21",6.9
"498","2015-09-22",6.91
"499","2015-09-23",7.03
"500","2015-09-24",6.85
"501","2015-09-25",6.29
"502","2015-09-28",5.52
"503","2015-09-29",4.81
"504","2015-09-30",5.33
"505","2015-10-01",5.69
"506","2015-10-02",5.66
"507","2015-10-05",5.8
"508","2015-10-06",5.49
"509","2015-10-07",5.73
"510","2015-10-08",5.5
"511","2015-10-09",5.67
"512","2015-10-12",5.14
"513","2015-10-13",4.78
"514","2015-10-14",4.31
"515","2015-10-15",4.89
"516","2015-10-16",4.68
"517","2015-10-19",4.35
"518","2015-10-20",3.9
"519","2015-10-21",3.46
"520","2015-10-22",3.27
"521","2015-10-23",3.73
"522","2015-10-26",3.54
"523","2015-10-27",3.57
"524","2015-10-28",4.31
"525","2015-10-29",4.46
"526","2015-10-30",4.4
"527","2015-11-02",4.65
"528","2015-11-03",4.52
"529","2015-11-04",4.77
"530","2015-11-05",4.92
"531","2015-11-06",4.8
"532","2015-11-09",4.86
"533","2015-11-10",4.66
"534","2015-11-11",4.36
"535","2015-11-12",4.15
"536","2015-11-13",4.11
"537","2015-11-16",4.14
"538","2015-11-17",4.36
"539","2015-11-18",4.39
"540","2015-11-19",4.19
"541","2015-11-20",3.78
"542","2015-11-23",4.12
"543","2015-11-24",4.13
"544","2015-11-25",4.12
"545","2015-11-27",4.22
"546","2015-11-30",4.19
"547","2015-12-01",4.18
"548","2015-12-02",4.1
"549","2015-12-03",4.09
"550","2015-12-04",4.07
"551","2015-12-07",3.49
"552","2015-12-08",3.4
"553","2015-12-09",3.34
"554","2015-12-10",3.38
"555","2015-12-11",3.79
"556","2015-12-14",3.55
"557","2015-12-15",3.48
"558","2015-12-16",3.5
"559","2015-12-17",3.55
"560","2015-12-18",3.55
"561","2015-12-21",3.47
"562","2015-12-22",3.53
"563","2015-12-23",3.61
"564","2015-12-24",3.57
"565","2015-12-28",3.49
"566","2015-12-29",3.37
"567","2015-12-30",3.35
"568","2015-12-31",3.37
"569","2016-01-04",3.29
"570","2016-01-05",3.31
"571","2016-01-06",3.23
"572","2016-01-07",2.85
"573","2016-01-08",2.9
"574","2016-01-11",2.79
"575","2016-01-12",2.7
"576","2016-01-13",2.63
"577","2016-01-14",2.67
"578","2016-01-15",2.55
"579","2016-01-19",2.44
"580","2016-01-20",2.57
"581","2016-01-21",2.37
"582","2016-01-22",2.55
"583","2016-01-25",2.46
"584","2016-01-26",2.48
"585","2016-01-27",2.19
"586","2016-01-28",2.2
"587","2016-01-29",2.15
"588","2016-02-01",2.22
"589","2016-02-02",2.05
"590","2016-02-03",1.75
"591","2016-02-04",1.9
"592","2016-02-05",1.9
"593","2016-02-08",1.69
"594","2016-02-09",1.8
"595","2016-02-10",1.77
"596","2016-02-11",1.68
"597","2016-02-12",1.69
"598","2016-02-16",1.57
"599","2016-02-17",1.57
"600","2016-02-18",1.56
"601","2016-02-19",1.55
"602","2016-02-22",1.67
"603","2016-02-23",1.62
"604","2016-02-24",1.51
"605","2016-02-25",1.69
"606","2016-02-26",1.83
"607","2016-02-29",1.76
"608","2016-03-01",1.69
"609","2016-03-02",1.7
"610","2016-03-03",1.83
"611","2016-03-04",1.97
"612","2016-03-07",2.14
"613","2016-03-08",1.95
"614","2016-03-09",1.92
"615","2016-03-10",1.84
"616","2016-03-11",1.82
"617","2016-03-14",1.81
"618","2016-03-15",1.73
"619","2016-03-16",1.72
"620","2016-03-17",1.74
"621","2016-03-18",1.83
"622","2016-03-21",1.88
"623","2016-03-22",1.99
"624","2016-03-23",1.8
"625","2016-03-24",1.88
"626","2016-03-28",1.85
"627","2016-03-29",1.82
"628","2016-03-30",1.79
"629","2016-03-31",1.8
"630","2016-04-01",1.95
"631","2016-04-04",1.94
"632","2016-04-05",1.96
"633","2016-04-06",2.04
"634","2016-04-07",2.01
"635","2016-04-08",2.14
"636","2016-04-11",2.24
"637","2016-04-12",2.12
"638","2016-04-13",2.23
"639","2016-04-14",2.22
"640","2016-04-15",2.18
"641","2016-04-18",2.16
"642","2016-04-19",2.08
"643","2016-04-20",2.23
"644","2016-04-21",2.2
"645","2016-04-22",2.06
"646","2016-04-25",1.98
"647","2016-04-26",1.94
"648","2016-04-27",1.93
"649","2016-04-28",1.96
"650","2016-04-29",1.9
"651","2016-05-02",1.86
"652","2016-05-03",1.81
"653","2016-05-04",1.74
"654","2016-05-05",1.69
"655","2016-05-06",1.71
"656","2016-05-09",1.73
"657","2016-05-10",1.72
"658","2016-05-11",1.69
"659","2016-05-12",1.59
"660","2016-05-13",1.59
"661","2016-05-16",1.54
"662","2016-05-17",1.52
"663","2016-05-18",1.52
"664","2016-05-19",1.49
"665","2016-05-20",1.51
"666","2016-05-23",1.57
"667","2016-05-24",1.61
"668","2016-05-25",1.59
"669","2016-05-26",1.57
"670","2016-05-27",1.56
"671","2016-05-31",1.53
"672","2016-06-01",1.52
"673","2016-06-02",1.57
"674","2016-06-03",1.62
"675","2016-06-06",1.65
"676","2016-06-07",1.86
"677","2016-06-08",1.81
"678","2016-06-09",1.7
"679","2016-06-10",1.65
"680","2016-06-13",1.78
"681","2016-06-14",1.74
"682","2016-06-15",1.79
"683","2016-06-16",1.76
"684","2016-06-17",1.68
"685","2016-06-20",2
"686","2016-06-21",1.89
"687","2016-06-22",1.83
"688","2016-06-23",1.83
"689","2016-06-24",1.89
"690","2016-06-27",1.73
"691","2016-06-28",1.73
"692","2016-06-29",1.69
"693","2016-06-30",1.7
"694","2016-07-01",1.83
"695","2016-07-05",1.79
"696","2016-07-06",1.78
"697","2016-07-07",1.78
"698","2016-07-08",1.77
"699","2016-07-11",1.75
"700","2016-07-12",1.74
"701","2016-07-13",1.73
"702","2016-07-14",1.76
"703","2016-07-15",1.79
"704","2016-07-18",1.72
"705","2016-07-19",1.67
"706","2016-07-20",1.69
"707","2016-07-21",1.67
"708","2016-07-22",1.7
"709","2016-07-25",1.68
"710","2016-07-26",1.73
"711","2016-07-27",1.87
"712","2016-07-28",1.98
"713","2016-07-29",2.07
"714","2016-08-01",1.99
"715","2016-08-02",2.05
"716","2016-08-03",2.06
"717","2016-08-04",2.08
"718","2016-08-05",2.11
"719","2016-08-08",2.59
"720","2016-08-09",2.51
"721","2016-08-10",2.32
"722","2016-08-11",2.38
"723","2016-08-12",2.56
"724","2016-08-15",2.73
"725","2016-08-16",2.67
"726","2016-08-17",2.82
"727","2016-08-18",2.92
"728","2016-08-19",2.92
"729","2016-08-22",2.89
"730","2016-08-23",2.84
"731","2016-08-24",2.77
"732","2016-08-25",2.6
"733","2016-08-26",2.62
"734","2016-08-29",2.7
"735","2016-08-30",2.66
"736","2016-08-31",2.6
"737","2016-09-01",2.45
"738","2016-09-02",2.38
"739","2016-09-06",2.43
"740","2016-09-07",2.55
"741","2016-09-08",2.8
"742","2016-09-09",2.75
"743","2016-09-12",2.7
"744","2016-09-13",2.7
"745","2016-09-14",2.71
"746","2016-09-15",2.79
"747","2016-09-16",2.92
"748","2016-09-19",3
"749","2016-09-20",3.19
"750","2016-09-21",3.18
"751","2016-09-22",3.54
"752","2016-09-23",3.44
"753","2016-09-26",3.41
"754","2016-09-27",3.26
"755","2016-09-28",3.07
"756","2016-09-29",3.02
"757","2016-09-30",3.12
"758","2016-10-03",3.04
"759","2016-10-04",3.01
"760","2016-10-05",3.07
"761","2016-10-06",2.97
"762","2016-10-07",2.86
"763","2016-10-10",2.94
"764","2016-10-11",2.95
"765","2016-10-12",2.69
"766","2016-10-13",2.53
"767","2016-10-14",2.55
"768","2016-10-17",2.42
"769","2016-10-18",2.47
"770","2016-10-19",2.4
"771","2016-10-20",2.5
"772","2016-10-21",2.38
"773","2016-10-24",2.33
"774","2016-10-25",2.25
"775","2016-10-26",2.25
"776","2016-10-27",2.23
"777","2016-10-28",2.18
"778","2016-10-31",2.1
"779","2016-11-01",2.08
"780","2016-11-02",2.03
"781","2016-11-03",1.92
"782","2016-11-04",1.95
"783","2016-11-07",1.97
"784","2016-11-08",2.16
"785","2016-11-09",2.2
"786","2016-11-10",2.15
"787","2016-11-11",2.93
"788","2016-11-14",2.74
"789","2016-11-15",3
"790","2016-11-16",2.85
"791","2016-11-17",2.71
"792","2016-11-18",2.75
"793","2016-11-21",2.66
"794","2016-11-22",2.94
"795","2016-11-23",3.29
"796","2016-11-25",3.18
"797","2016-11-28",3.09
"798","2016-11-29",3.09
"799","2016-11-30",2.94
"800","2016-12-01",3.02
"801","2016-12-02",3.11
"802","2016-12-05",2.99
"803","2016-12-06",3.05
"804","2016-12-07",2.99
"805","2016-12-08",3.02
"806","2016-12-09",2.98
"807","2016-12-12",2.89
"808","2016-12-13",2.81
"809","2016-12-14",2.84
"810","2016-12-15",2.81
"811","2016-12-16",2.82
"812","2016-12-19",2.75
"813","2016-12-20",2.75
"814","2016-12-21",2.77
"815","2016-12-22",2.78
"816","2016-12-23",2.83
"817","2016-12-27",2.87
"818","2016-12-28",2.71
"819","2016-12-29",2.59
"820","2016-12-30",2.51
"821","2017-01-03",2.69
"822","2017-01-04",2.73
"823","2017-01-05",2.76
"824","2017-01-06",2.79
"825","2017-01-09",2.83
"826","2017-01-10",2.86
"827","2017-01-11",2.82
"828","2017-01-12",2.76
"829","2017-01-13",3.05
"830","2017-01-17",3
"831","2017-01-18",3.18
"832","2017-01-19",3.13
"833","2017-01-20",3.06
"834","2017-01-23",2.74
"835","2017-01-24",2.89
"836","2017-01-25",2.9
"837","2017-01-26",2.8
"838","2017-01-27",2.78
"839","2017-01-30",2.78
"840","2017-01-31",2.73
"841","2017-02-01",2.84
"842","2017-02-02",2.82
"843","2017-02-03",2.85
"844","2017-02-06",2.81
"845","2017-02-07",2.8
"846","2017-02-08",2.79
"847","2017-02-09",2.94
"848","2017-02-10",2.96
"849","2017-02-13",2.98
"850","2017-02-14",3.18
"851","2017-02-15",3.19
"852","2017-02-16",3.39
"853","2017-02-17",3.93
"854","2017-02-21",4.38
"855","2017-02-22",4.24
"856","2017-02-23",4.02
"857","2017-02-24",4.07
"858","2017-02-27",4.18
"859","2017-02-28",4.29
"860","2017-03-01",4.38
"861","2017-03-02",4.29
"862","2017-03-03",4.2
"863","2017-03-06",4.17
"864","2017-03-07",3.97
"865","2017-03-08",4.08
"866","2017-03-09",4.54
"867","2017-03-10",4.8
"868","2017-03-13",5.05
"869","2017-03-14",4.7
"870","2017-03-15",4.69
"871","2017-03-16",4.64
"872","2017-03-17",4.95
"873","2017-03-20",4.99
"874","2017-03-21",4.53
"875","2017-03-22",4.4
"876","2017-03-23",4.64
"877","2017-03-24",4.77
"878","2017-03-27",4.83
"879","2017-03-28",4.61
"880","2017-03-29",4.58
"881","2017-03-30",4.52
"882","2017-03-31",4.55
"883","2017-04-03",4.45
"884","2017-04-04",4.24
"885","2017-04-05",4.13
"886","2017-04-06",4.2
"887","2017-04-07",4.14
"888","2017-04-10",4.19
"889","2017-04-11",4.13
"890","2017-04-12",4.19
"891","2017-04-13",4.2
"892","2017-04-17",4.5
"893","2017-04-18",4.43
"894","2017-04-19",4.49
"895","2017-04-20",4.64
"896","2017-04-21",4.59
"897","2017-04-24",4.6
"898","2017-04-25",4.71
"899","2017-04-26",4.73
"900","2017-04-27",4.69
"901","2017-04-28",4.59
"902","2017-05-01",4.64
"903","2017-05-02",4.73
"904","2017-05-03",4.48
"905","2017-05-04",4.29
"906","2017-05-05",4.34
"907","2017-05-08",4.21
"908","2017-05-09",4.01
"909","2017-05-10",4.08
"910","2017-05-11",3.99
"911","2017-05-12",4.01
"912","2017-05-15",4.11
"913","2017-05-16",4.06
"914","2017-05-17",3.93
"915","2017-05-18",3.83
"916","2017-05-19",3.97
"917","2017-05-22",3.78
"918","2017-05-23",3.64
"919","2017-05-24",3.6
"920","2017-05-25",3.45
"921","2017-05-26",3.28
"922","2017-05-30",3.33
"923","2017-05-31",3.37
"924","2017-06-01",3.37
"925","2017-06-02",3.55
"926","2017-06-05",3.31
"927","2017-06-06",3.29
"928","2017-06-07",3.3
"929","2017-06-08",3.29
"930","2017-06-09",3.19
"931","2017-06-12",3.01
"932","2017-06-13",3.09
"933","2017-06-14",3.02
"934","2017-06-15",3.04
"935","2017-06-16",2.98
"936","2017-06-19",3.02
"937","2017-06-20",2.98
"938","2017-06-21",3.18
"939","2017-06-22",3.19
"940","2017-06-23",3.18
"941","2017-06-26",3.22
"942","2017-06-27",3.17
"943","2017-06-28",3.38
"944","2017-06-29",3.4
"945","2017-06-30",3.24
"946","2017-07-03",3.29
"947","2017-07-05",3.35
"948","2017-07-06",3.32
"949","2017-07-07",3.39
"950","2017-07-10",3.22
"951","2017-07-11",3.2
"952","2017-07-12",3.25
"953","2017-07-13",3.15
"954","2017-07-14",3.09
"955","2017-07-17",3.04
"956","2017-07-18",3.05
"957","2017-07-19",3.1
"958","2017-07-20",3.1
"959","2017-07-21",3.09
"960","2017-07-24",3.04
"961","2017-07-25",2.94
"962","2017-07-26",2.83
"963","2017-07-27",2.77
"964","2017-07-28",2.79
"965","2017-07-31",2.89
"966","2017-08-01",2.72
"967","2017-08-02",2.6
"968","2017-08-03",2.61
"969","2017-08-04",2.94
"970","2017-08-07",2.8
"971","2017-08-08",2.88
"972","2017-08-09",3.03
"973","2017-08-10",2.81
"974","2017-08-11",2.98
"975","2017-08-14",3.09
"976","2017-08-15",3.18
"977","2017-08-16",3.14
"978","2017-08-17",3.02
"979","2017-08-18",2.88
"980","2017-08-21",2.88
"981","2017-08-22",3
"982","2017-08-23",2.99
"983","2017-08-24",3.09
"984","2017-08-25",3.08
"985","2017-08-28",3.22
"986","2017-08-29",3.67
"987","2017-08-30",3.97
"988","2017-08-31",3.78
"989","2017-09-01",3.87
"990","2017-09-05",3.98
"991","2017-09-06",4
"992","2017-09-07",4.19
"993","2017-09-08",4.12
"994","2017-09-11",4.23
"995","2017-09-12",4.2
"996","2017-09-13",4.31
"997","2017-09-14",4.23
"998","2017-09-15",4.16
"999","2017-09-18",4.25
"1000","2017-09-19",4.21
"1001","2017-09-20",4.13
"1002","2017-09-21",3.94
"1003","2017-09-22",4.12
