"","date","PFE"
"1","2007-01-03",24.943073
"2","2007-01-04",25.028463
"3","2007-01-05",24.952562
"4","2007-01-08",24.819735
"5","2007-01-09",24.829222
"6","2007-01-10",24.857685
"7","2007-01-11",25.104364
"8","2007-01-12",25.275143
"9","2007-01-16",25.398481
"10","2007-01-17",25.512335
"11","2007-01-18",25.777988
"12","2007-01-19",25.825426
"13","2007-01-22",25.56926
"14","2007-01-23",25.018976
"15","2007-01-24",25.445921
"16","2007-01-25",25.009487
"17","2007-01-26",24.943073
"18","2007-01-29",24.724857
"19","2007-01-30",24.762808
"20","2007-01-31",24.895636
"21","2007-02-01",25.256166
"22","2007-02-02",25.426945
"23","2007-02-05",25.502846
"24","2007-02-06",25.455408
"25","2007-02-07",25.161291
"26","2007-02-08",25.085388
"27","2007-02-09",25.028463
"28","2007-02-12",24.876659
"29","2007-02-13",25.037951
"30","2007-02-14",25.218216
"31","2007-02-15",25.170778
"32","2007-02-16",24.952562
"33","2007-02-20",24.952562
"34","2007-02-21",24.734344
"35","2007-02-22",24.544592
"36","2007-02-23",24.3074
"37","2007-02-26",24.516129
"38","2007-02-27",23.851992
"39","2007-02-28",23.681215
"40","2007-03-01",23.757116
"41","2007-03-02",23.519924
"42","2007-03-05",23.434536
"43","2007-03-06",23.899431
"44","2007-03-07",23.975332
"45","2007-03-08",24.10816
"46","2007-03-09",24.10816
"47","2007-03-12",24.079697
"48","2007-03-13",23.662239
"49","2007-03-14",23.586338
"50","2007-03-15",23.709677
"51","2007-03-16",23.709677
"52","2007-03-19",24.06072
"53","2007-03-20",24.231499
"54","2007-03-21",24.525618
"55","2007-03-22",24.468691
"56","2007-03-23",24.34535
"57","2007-03-26",24.354839
"58","2007-03-27",24.184061
"59","2007-03-28",23.889942
"60","2007-03-29",24.10816
"61","2007-03-30",23.965845
"62","2007-04-02",24.041746
"63","2007-04-03",24.354839
"64","2007-04-04",24.487665
"65","2007-04-05",24.516129
"66","2007-04-09",24.667933
"67","2007-04-10",24.667933
"68","2007-04-11",24.705883
"69","2007-04-12",25.104364
"70","2007-04-13",25.303606
"71","2007-04-16",25.559772
"72","2007-04-17",25.521822
"73","2007-04-18",25.40797
"74","2007-04-19",25.683111
"75","2007-04-20",25.588236
"76","2007-04-23",25
"77","2007-04-24",24.810247
"78","2007-04-25",24.971537
"79","2007-04-26",25.351044
"80","2007-04-27",25.246679
"81","2007-04-30",25.104364
"82","2007-05-01",25.227703
"83","2007-05-02",25.237192
"84","2007-05-03",25.493359
"85","2007-05-04",25.6926
