"","date","QSR"
"1","2014-12-11",36.709999
"2","2014-12-12",35.41
"3","2014-12-15",35.290001
"4","2014-12-16",35.459999
"5","2014-12-17",36.169998
"6","2014-12-18",38.169998
"7","2014-12-19",41.900002
"8","2014-12-22",39.68
"9","2014-12-23",39.259998
"10","2014-12-24",39.290001
"11","2014-12-26",39.02
"12","2014-12-29",38.880001
"13","2014-12-30",38.869999
"14","2014-12-31",39.040001
"15","2015-01-02",38.32
"16","2015-01-05",37.799999
"17","2015-01-06",37.869999
"18","2015-01-07",39.330002
"19","2015-01-08",40.349998
"20","2015-01-09",39.959999
"21","2015-01-12",39.689999
"22","2015-01-13",40.259998
"23","2015-01-14",40.389999
"24","2015-01-15",39.349998
"25","2015-01-16",38.950001
"26","2015-01-20",38.279999
"27","2015-01-21",38.91
"28","2015-01-22",39.200001
"29","2015-01-23",39.310001
"30","2015-01-26",38.849998
"31","2015-01-27",39.240002
"32","2015-01-28",38.330002
"33","2015-01-29",39.16
"34","2015-01-30",38.68
"35","2015-02-02",38.450001
"36","2015-02-03",38.68
"37","2015-02-04",38.099998
"38","2015-02-05",38.41
"39","2015-02-06",38.880001
"40","2015-02-09",38.389999
"41","2015-02-10",39.25
"42","2015-02-11",39.02
"43","2015-02-12",39.32
"44","2015-02-13",38.740002
"45","2015-02-17",42.119999
"46","2015-02-18",40.970001
"47","2015-02-19",40.799999
"48","2015-02-20",41.59
"49","2015-02-23",41.630001
"50","2015-02-24",42.330002
"51","2015-02-25",42.689999
"52","2015-02-26",43.48
"53","2015-02-27",44.23
"54","2015-03-02",44.669998
"55","2015-03-03",43.619999
"56","2015-03-04",42.540001
"57","2015-03-05",42.259998
"58","2015-03-06",41.150002
"59","2015-03-09",40.52
"60","2015-03-10",39.740002
"61","2015-03-11",39.330002
"62","2015-03-12",39.689999
"63","2015-03-13",38.959999
"64","2015-03-16",39.450001
"65","2015-03-17",39.619999
"66","2015-03-18",39.650002
"67","2015-03-19",39.84
"68","2015-03-20",38.970001
"69","2015-03-23",38.509998
"70","2015-03-24",39.299999
"71","2015-03-25",38.759998
"72","2015-03-26",38.68
"73","2015-03-27",38.790001
"74","2015-03-30",39.119999
"75","2015-03-31",38.41
"76","2015-04-01",38.380001
"77","2015-04-02",38.959999
"78","2015-04-06",39.209999
"79","2015-04-07",38.939999
"80","2015-04-08",38.880001
"81","2015-04-09",38.59
"82","2015-04-10",38.98
"83","2015-04-13",39
"84","2015-04-14",38.970001
"85","2015-04-15",38.990002
"86","2015-04-16",39.299999
"87","2015-04-17",38.5
"88","2015-04-20",38.150002
"89","2015-04-21",38.689999
"90","2015-04-22",39.360001
"91","2015-04-23",41.240002
"92","2015-04-24",41.57
"93","2015-04-27",40.59
"94","2015-04-28",42.419998
"95","2015-04-29",42.259998
"96","2015-04-30",40.779999
"97","2015-05-01",41.369999
"98","2015-05-04",42.150002
"99","2015-05-05",41.119999
"100","2015-05-06",40.700001
"101","2015-05-07",41.110001
"102","2015-05-08",41.16
"103","2015-05-11",40.830002
"104","2015-05-12",40.630001
"105","2015-05-13",40.950001
"106","2015-05-14",41.599998
"107","2015-05-15",42.139999
"108","2015-05-18",40.82
"109","2015-05-19",41.23
"110","2015-05-20",41.07
"111","2015-05-21",40.470001
"112","2015-05-22",39.84
"113","2015-05-26",38.869999
"114","2015-05-27",38.73
"115","2015-05-28",38.400002
"116","2015-05-29",38.669998
"117","2015-06-01",38.419998
"118","2015-06-02",38.799999
"119","2015-06-03",38.75
"120","2015-06-04",38.639999
"121","2015-06-05",39.290001
"122","2015-06-08",38.110001
"123","2015-06-09",37.869999
"124","2015-06-10",37.990002
"125","2015-06-11",38.450001
"126","2015-06-12",38.009998
"127","2015-06-15",37.689999
"128","2015-06-16",37.099998
"129","2015-06-17",37.459999
"130","2015-06-18",38.200001
"131","2015-06-19",37.849998
"132","2015-06-22",38.560001
"133","2015-06-23",38.549999
"134","2015-06-24",37.639999
"135","2015-06-25",38.080002
"136","2015-06-26",38.990002
"137","2015-06-29",37.970001
"138","2015-06-30",38.209999
"139","2015-07-01",39.540001
"140","2015-07-02",39.52
"141","2015-07-06",39.139999
"142","2015-07-07",39.810001
"143","2015-07-08",38.709999
"144","2015-07-09",38.18
"145","2015-07-10",38.84
"146","2015-07-13",40.540001
"147","2015-07-14",40.18
"148","2015-07-15",39.759998
"149","2015-07-16",40.189999
"150","2015-07-17",40.84
"151","2015-07-20",40.060001
"152","2015-07-21",39.23
"153","2015-07-22",39.970001
"154","2015-07-23",39.5
"155","2015-07-24",40.09
"156","2015-07-27",41.5
"157","2015-07-28",42.75
"158","2015-07-29",42.849998
"159","2015-07-30",42.950001
"160","2015-07-31",43.240002
"161","2015-08-03",43.139999
"162","2015-08-04",43.549999
"163","2015-08-05",43.91
"164","2015-08-06",43.07
"165","2015-08-07",42.860001
"166","2015-08-10",42.75
"167","2015-08-11",42.59
"168","2015-08-12",42.09
"169","2015-08-13",42.52
"170","2015-08-14",42.599998
"171","2015-08-17",43.220001
"172","2015-08-18",42.290001
"173","2015-08-19",42.610001
"174","2015-08-20",40.599998
"175","2015-08-21",39.43
"176","2015-08-24",37.59
"177","2015-08-25",37.110001
"178","2015-08-26",38.77
"179","2015-08-27",39.849998
"180","2015-08-28",39.560001
"181","2015-08-31",38.34
"182","2015-09-01",37.310001
"183","2015-09-02",37.41
"184","2015-09-03",38.029999
"185","2015-09-04",37.540001
"186","2015-09-08",37.93
"187","2015-09-09",38.18
"188","2015-09-10",37.349998
"189","2015-09-11",37.369999
"190","2015-09-14",36.98
"191","2015-09-15",37.220001
"192","2015-09-16",37.029999
"193","2015-09-17",37.459999
"194","2015-09-18",36.689999
"195","2015-09-21",37.970001
"196","2015-09-22",37.639999
"197","2015-09-23",37.610001
"198","2015-09-24",37.25
"199","2015-09-25",37.240002
"200","2015-09-28",36.139999
"201","2015-09-29",34.709999
"202","2015-09-30",35.919998
"203","2015-10-01",35.16
"204","2015-10-02",34.970001
"205","2015-10-05",35.580002
"206","2015-10-06",35.669998
"207","2015-10-07",35.860001
"208","2015-10-08",35.68
"209","2015-10-09",36.32
"210","2015-10-12",36.450001
"211","2015-10-13",36.439999
"212","2015-10-14",36.02
"213","2015-10-15",36.099998
"214","2015-10-16",36.549999
"215","2015-10-19",37.84
"216","2015-10-20",37.93
"217","2015-10-21",36.779999
"218","2015-10-22",37
"219","2015-10-23",37.330002
"220","2015-10-26",38.279999
"221","2015-10-27",39.889999
"222","2015-10-28",40.75
"223","2015-10-29",40.959999
"224","2015-10-30",40.16
"225","2015-11-02",39.080002
"226","2015-11-03",38.959999
"227","2015-11-04",38.07
"228","2015-11-05",36.990002
"229","2015-11-06",36.09
"230","2015-11-09",35.669998
"231","2015-11-10",35.68
"232","2015-11-11",36.75
"233","2015-11-12",35.34
"234","2015-11-13",35.549999
"235","2015-11-16",35.889999
"236","2015-11-17",35.59
"237","2015-11-18",36.59
"238","2015-11-19",37.23
"239","2015-11-20",37.419998
"240","2015-11-23",36.200001
"241","2015-11-24",36.029999
"242","2015-11-25",36.610001
"243","2015-11-27",36.93
"244","2015-11-30",36.59
"245","2015-12-01",36.57
"246","2015-12-02",36.48
"247","2015-12-03",35.880001
"248","2015-12-04",36.009998
"249","2015-12-07",35.48
