"","date","GRBK"
"1","2007-06-20",133.159271
"2","2007-06-21",133.159271
"3","2007-06-22",134.464752
"4","2007-06-25",134.986938
"5","2007-06-26",135.770233
"6","2007-06-27",136.031326
"7","2007-06-28",136.16188
"8","2007-06-29",139.033936
"9","2007-07-02",140.469971
"10","2007-07-03",147.911224
"11","2007-07-05",145.822449
"12","2007-07-06",142.819839
"13","2007-07-09",143.603134
"14","2007-07-10",142.167099
"15","2007-07-11",141.122711
"16","2007-07-12",138.250656
"17","2007-07-13",136.292435
"18","2007-07-16",133.812012
"19","2007-07-17",127.93734
"20","2007-07-18",118.929504
"21","2007-07-19",116.318535
"22","2007-07-20",120.104439
"23","2007-07-23",122.715408
"24","2007-07-24",118.668404
"25","2007-07-25",119.060051
"26","2007-07-26",116.187988
"27","2007-07-27",114.360313
"28","2007-07-30",117.232376
"29","2007-07-31",116.710182
"30","2007-08-01",109.660576
"31","2007-08-02",103.916451
"32","2007-08-03",96.214096
"33","2007-08-06",95.300262
"34","2007-08-07",99.738907
"35","2007-08-08",109.399475
"36","2007-08-09",107.702347
"37","2007-08-10",103.916451
"38","2007-08-13",102.480415
"39","2007-08-14",96.34465
"40","2007-08-15",95.430809
"41","2007-08-16",91.122719
"42","2007-08-17",90.078331
"43","2007-08-20",90.992165
"44","2007-08-21",89.947784
"45","2007-08-22",86.553528
"46","2007-08-23",82.24543
"47","2007-08-24",79.765015
"48","2007-08-27",81.59269
"49","2007-08-28",77.023499
"50","2007-08-29",79.895561
"51","2007-08-30",80.156654
"52","2007-08-31",81.59269
"53","2007-09-04",82.375977
"54","2007-09-05",93.211487
"55","2007-09-06",93.733681
"56","2007-09-07",94.647522
"57","2007-09-10",91.775459
"58","2007-09-11",92.689293
"59","2007-09-12",93.342033
"60","2007-09-13",94.647522
"61","2007-09-14",92.036552
"62","2007-09-17",90.992165
"63","2007-09-18",87.859009
"64","2007-09-19",88.250656
"65","2007-09-20",81.201042
"66","2007-09-21",80.287209
"67","2007-09-24",76.501305
"68","2007-09-25",73.890343
"69","2007-09-26",71.40992
"70","2007-09-27",74.67363
"71","2007-09-28",75.587471
"72","2007-10-01",72.193214
"73","2007-10-02",67.493469
"74","2007-10-03",60.182766
"75","2007-10-04",56.005222
"76","2007-10-05",61.357704
"77","2007-10-08",60.70496
"78","2007-10-09",60.313316
"79","2007-10-10",60.443863
"80","2007-10-11",60.443863
"81","2007-10-12",58.224545
"82","2007-10-15",68.40731
"83","2007-10-16",69.060051
"84","2007-10-17",65.665794
"85","2007-10-18",69.973892
"86","2007-10-19",70.234985
"87","2007-10-22",69.451698
"88","2007-10-23",69.060051
"89","2007-10-24",67.362923
"90","2007-10-25",65.926895
"91","2007-10-26",67.232376
"92","2007-10-29",69.060051
"93","2007-10-30",71.01828
"94","2007-10-31",71.671021
"95","2007-11-01",69.451698
"96","2007-11-02",68.015663
"97","2007-11-05",67.10183
"98","2007-11-06",67.885117
"99","2007-11-07",68.668404
"100","2007-11-08",72.323761
"101","2007-11-09",66.710182
"102","2007-11-12",63.83812
"103","2007-11-13",60.83551
"104","2007-11-14",64.621407
"105","2007-11-15",63.83812
"106","2007-11-16",65.274155
"107","2007-11-19",60.83551
"108","2007-11-20",56.135769
"109","2007-11-21",55.091385
"110","2007-11-23",52.741516
"111","2007-11-26",54.569191
"112","2007-11-27",55.613579
"113","2007-11-28",54.960835
"114","2007-11-29",63.185379
"115","2007-11-30",65.1436
"116","2007-12-03",66.579636
"117","2007-12-04",68.668404
"118","2007-12-05",69.582245
"119","2007-12-06",67.493469
"120","2007-12-07",65.013054
"121","2007-12-10",68.276764
"122","2007-12-11",70.234985
"123","2007-12-12",71.40992
"124","2007-12-13",73.890343
"125","2007-12-14",79.634468
"126","2007-12-17",81.462143
"127","2007-12-18",81.331596
"128","2007-12-19",82.89817
"129","2007-12-20",89.81723
"130","2007-12-21",92.558746
"131","2007-12-24",95.169716
"132","2007-12-26",92.689293
"133","2007-12-27",90.078331
"134","2007-12-28",89.16449
"135","2007-12-31",91.775459
"136","2008-01-02",91.122719
"137","2008-01-03",94.516968
"138","2008-01-04",94.125328
"139","2008-01-07",94.386421
"140","2008-01-08",95.039162
"141","2008-01-09",91.253265
"142","2008-01-10",91.122719
"143","2008-01-11",88.772842
"144","2008-01-14",87.859009
"145","2008-01-15",84.595299
"146","2008-01-16",86.16188
"147","2008-01-17",86.945168
"148","2008-01-18",83.420364
"149","2008-01-22",84.203659
"150","2008-01-23",83.420364
"151","2008-01-24",84.203659
"152","2008-01-25",84.8564
"153","2008-01-28",84.8564
"154","2008-01-29",84.725845
"155","2008-01-30",84.073105
"156","2008-01-31",84.203659
"157","2008-02-01",84.203659
"158","2008-02-04",82.637077
"159","2008-02-05",81.070496
"160","2008-02-06",80.939949
"161","2008-02-07",80.939949
"162","2008-02-08",81.853783
"163","2008-02-11",81.201042
"164","2008-02-12",73.107048
"165","2008-02-13",70.887726
"166","2008-02-14",73.759789
"167","2008-02-15",77.545692
"168","2008-02-19",82.767624
"169","2008-02-20",82.114883
"170","2008-02-21",78.720627
"171","2008-02-22",75.848564
"172","2008-02-25",74.934723
"173","2008-02-26",75.065277
"174","2008-02-27",75.065277
"175","2008-02-28",75.065277
"176","2008-02-29",72.976501
"177","2008-03-03",69.190598
"178","2008-03-04",62.793736
"179","2008-03-05",63.315926
"180","2008-03-06",57.441254
"181","2008-03-07",55.483028
"182","2008-03-10",53.524803
"183","2008-03-11",57.441254
"184","2008-03-12",58.093994
"185","2008-03-13",56.135769
"186","2008-03-14",52.349869
"187","2008-03-17",51.436031
"188","2008-03-18",53.7859
"189","2008-03-19",49.869453
"190","2008-03-20",53.524803
"191","2008-03-24",58.224545
"192","2008-03-25",58.746735
"193","2008-03-26",59.921673
"194","2008-03-27",62.010445
"195","2008-03-28",63.185379
"196","2008-03-31",59.791122
"197","2008-04-01",62.010445
"198","2008-04-02",61.749348
"199","2008-04-03",62.010445
"200","2008-04-04",62.010445
"201","2008-04-07",61.749348
"202","2008-04-08",60.966057
"203","2008-04-09",59.007832
"204","2008-04-10",59.791122
"205","2008-04-11",58.746735
"206","2008-04-14",55.744125
"207","2008-04-15",54.177547
"208","2008-04-16",52.741516
"209","2008-04-17",53.7859
