"","date","WIRE"
"1","2007-01-03",22
"2","2007-01-04",21.84
"3","2007-01-05",21.35
"4","2007-01-08",21.59
"5","2007-01-09",21.76
"6","2007-01-10",21.530001
"7","2007-01-11",21.57
"8","2007-01-12",21.690001
"9","2007-01-16",21.16
"10","2007-01-17",21.190001
"11","2007-01-18",21.17
"12","2007-01-19",21.27
"13","2007-01-22",21.18
"14","2007-01-23",21.82
"15","2007-01-24",23.719999
"16","2007-01-25",23
"17","2007-01-26",23.209999
"18","2007-01-29",23.360001
"19","2007-01-30",23.73
"20","2007-01-31",23.76
"21","2007-02-01",23.889999
"22","2007-02-02",23.75
"23","2007-02-05",23.700001
"24","2007-02-06",23.5
"25","2007-02-07",23.23
"26","2007-02-08",23.42
"27","2007-02-09",23.530001
"28","2007-02-12",23.5
"29","2007-02-13",23.92
"30","2007-02-14",24.23
"31","2007-02-15",24.25
"32","2007-02-16",23.98
"33","2007-02-20",23.940001
"34","2007-02-21",24.26
"35","2007-02-22",26.809999
"36","2007-02-23",27.450001
"37","2007-02-26",27.030001
"38","2007-02-27",25.75
"39","2007-02-28",25.959999
"40","2007-03-01",25.15
"41","2007-03-02",24.67
"42","2007-03-05",23.959999
"43","2007-03-06",24.1
"44","2007-03-07",23.950001
"45","2007-03-08",23.98
"46","2007-03-09",23.99
"47","2007-03-12",24.040001
"48","2007-03-13",23.75
"49","2007-03-14",24
"50","2007-03-15",24.719999
"51","2007-03-16",24.41
"52","2007-03-19",24.9
"53","2007-03-20",25.67
"54","2007-03-21",26.23
"55","2007-03-22",26.200001
"56","2007-03-23",26.25
"57","2007-03-26",25.889999
"58","2007-03-27",25.6
"59","2007-03-28",25.51
"60","2007-03-29",25.52
"61","2007-03-30",25.32
"62","2007-04-02",25.17
"63","2007-04-03",25.200001
"64","2007-04-04",25.17
"65","2007-04-05",25.290001
"66","2007-04-09",24.639999
"67","2007-04-10",25.18
"68","2007-04-11",25.049999
"69","2007-04-12",25.01
"70","2007-04-13",24.84
"71","2007-04-16",25.09
"72","2007-04-17",25.639999
"73","2007-04-18",25.389999
"74","2007-04-19",25.219999
"75","2007-04-20",25.299999
"76","2007-04-23",25.18
"77","2007-04-24",24.950001
"78","2007-04-25",27.5
"79","2007-04-26",28.389999
"80","2007-04-27",27.940001
"81","2007-04-30",27.700001
"82","2007-05-01",27.559999
"83","2007-05-02",28.16
"84","2007-05-03",28.93
"85","2007-05-04",29.65
"86","2007-05-07",29.440001
"87","2007-05-08",30.99
"88","2007-05-09",30.530001
"89","2007-05-10",29.190001
"90","2007-05-11",29.51
"91","2007-05-14",29.040001
"92","2007-05-15",28.5
"93","2007-05-16",28.709999
"94","2007-05-17",28.24
"95","2007-05-18",28.639999
"96","2007-05-21",29.129999
"97","2007-05-22",29.01
"98","2007-05-23",29.1
"99","2007-05-24",28.459999
"100","2007-05-25",29.26
"101","2007-05-29",28.969999
"102","2007-05-30",28.98
"103","2007-05-31",29.049999
"104","2007-06-01",29.82
"105","2007-06-04",29.42
"106","2007-06-05",29.389999
"107","2007-06-06",29.57
"108","2007-06-07",29.32
"109","2007-06-08",29.389999
"110","2007-06-11",29.620001
"111","2007-06-12",29.280001
"112","2007-06-13",29.799999
"113","2007-06-14",29.690001
"114","2007-06-15",30
"115","2007-06-18",29.799999
"116","2007-06-19",30.139999
"117","2007-06-20",30.620001
"118","2007-06-21",30.98
"119","2007-06-22",30.48
"120","2007-06-25",30.75
"121","2007-06-26",30
"122","2007-06-27",30.200001
"123","2007-06-28",29.6
"124","2007-06-29",29.440001
"125","2007-07-02",29.75
"126","2007-07-03",29.969999
"127","2007-07-05",29.629999
"128","2007-07-06",30.379999
"129","2007-07-09",30.209999
"130","2007-07-10",29.75
"131","2007-07-11",29.879999
"132","2007-07-12",30.77
"133","2007-07-13",31.18
"134","2007-07-16",31.139999
"135","2007-07-17",30.860001
"136","2007-07-18",30.68
"137","2007-07-19",30.67
"138","2007-07-20",29.790001
"139","2007-07-23",29.58
"140","2007-07-24",29.450001
"141","2007-07-25",31.92
"142","2007-07-26",30.25
"143","2007-07-27",30.049999
"144","2007-07-30",30.74
"145","2007-07-31",30.549999
"146","2007-08-01",29.91
"147","2007-08-02",27.860001
"148","2007-08-03",26.209999
"149","2007-08-06",26.219999
"150","2007-08-07",25.18
"151","2007-08-08",25.530001
"152","2007-08-09",24.74
"153","2007-08-10",25.73
"154","2007-08-13",26.35
"155","2007-08-14",25.24
"156","2007-08-15",24.139999
"157","2007-08-16",22.25
"158","2007-08-17",23.5
"159","2007-08-20",24.299999
"160","2007-08-21",24.459999
"161","2007-08-22",25.540001
"162","2007-08-23",24.93
"163","2007-08-24",25.77
"164","2007-08-27",25.27
"165","2007-08-28",24.129999
"166","2007-08-29",25.040001
"167","2007-08-30",24.879999
"168","2007-08-31",26
"169","2007-09-04",26.469999
"170","2007-09-05",26.34
"171","2007-09-06",25.549999
"172","2007-09-07",24.389999
"173","2007-09-10",23.879999
"174","2007-09-11",24.67
"175","2007-09-12",24.08
"176","2007-09-13",24.299999
"177","2007-09-14",24.120001
"178","2007-09-17",24.26
"179","2007-09-18",25.65
"180","2007-09-19",25.780001
"181","2007-09-20",25.370001
