"","date","BIOC"
"117","2014-07-23",5094
"118","2014-07-24",4869
"119","2014-07-25",4725
"120","2014-07-28",4509
"121","2014-07-29",4500
"122","2014-07-30",4509
"123","2014-07-31",4527
"124","2014-08-01",4392
"125","2014-08-04",4194
"126","2014-08-05",4392
"127","2014-08-06",4338
"128","2014-08-07",4149
"129","2014-08-08",4383
"130","2014-08-11",4464
"131","2014-08-12",4284
"132","2014-08-13",4437
"133","2014-08-14",4185
"134","2014-08-15",4140
"135","2014-08-18",4140
"136","2014-08-19",4059
"137","2014-08-20",4059
"138","2014-08-21",4005
"139","2014-08-22",3960
"140","2014-08-25",3609
"141","2014-08-26",3519
"142","2014-08-27",3780
"143","2014-08-28",3564
"144","2014-08-29",3609
"145","2014-09-02",3510
"146","2014-09-03",3663
"147","2014-09-04",3627
"148","2014-09-05",3681
"149","2014-09-08",3690
"150","2014-09-09",3798
"151","2014-09-10",3942
"152","2014-09-11",3816
"153","2014-09-12",3816
"154","2014-09-15",3690
"155","2014-09-16",3456
"156","2014-09-17",3501
"157","2014-09-18",3267
"158","2014-09-19",3096
"159","2014-09-22",2997
"160","2014-09-23",2997
"161","2014-09-24",2700
"162","2014-09-25",2538
"163","2014-09-26",2529
"164","2014-09-29",2394
"165","2014-09-30",2196
"166","2014-10-01",2214
"167","2014-10-02",2385
"168","2014-10-03",2970
"169","2014-10-06",3672
"170","2014-10-07",3537
"171","2014-10-08",2952
"172","2014-10-09",2700
"173","2014-10-10",2925
"174","2014-10-13",3015
"175","2014-10-14",2880
"176","2014-10-15",2727
"177","2014-10-16",2718
"178","2014-10-17",2799
"179","2014-10-20",2457
"180","2014-10-21",2556
"181","2014-10-22",2556
"182","2014-10-23",2529
"183","2014-10-24",2538
"184","2014-10-27",2439
"185","2014-10-28",2412
"186","2014-10-29",2376
"187","2014-10-30",2430
"188","2014-10-31",2457
"189","2014-11-03",2403
"190","2014-11-04",2313
"191","2014-11-05",2394
"192","2014-11-06",2358
"193","2014-11-07",2439
"194","2014-11-10",2430
"195","2014-11-11",2466
"196","2014-11-12",3456
"197","2014-11-13",3114
"198","2014-11-14",3141
"199","2014-11-17",3195
"200","2014-11-18",3132
"201","2014-11-19",3267
"202","2014-11-20",3060
"203","2014-11-21",2934
"204","2014-11-24",2610
"205","2014-11-25",2655
"206","2014-11-26",2943
"207","2014-11-28",3096
"208","2014-12-01",2916
"209","2014-12-02",3078
"210","2014-12-03",2907
"211","2014-12-04",2970
"212","2014-12-05",2853
"213","2014-12-08",2736
"214","2014-12-09",2709
"215","2014-12-10",2628
"216","2014-12-11",2574
"217","2014-12-12",2547
"218","2014-12-15",2502
"219","2014-12-16",2538
"220","2014-12-17",2538
"221","2014-12-18",2511
"222","2014-12-19",2565
"223","2014-12-22",2466
"224","2014-12-23",2268
"225","2014-12-24",2232
"226","2014-12-26",2178
"227","2014-12-29",2160
"228","2014-12-30",2151
"229","2014-12-31",2232
"230","2015-01-02",2232
"231","2015-01-05",2250
"232","2015-01-06",2430
"233","2015-01-07",2772
"234","2015-01-08",2736
"235","2015-01-09",2925
"236","2015-01-12",2835
"237","2015-01-13",2457
"238","2015-01-14",2250
"239","2015-01-15",2214
"240","2015-01-16",2106
"241","2015-01-20",2142
"242","2015-01-21",2268
"243","2015-01-22",2250
"244","2015-01-23",2205
"245","2015-01-26",2052
"246","2015-01-27",2043
"247","2015-01-28",1872
"248","2015-01-29",1872
"249","2015-01-30",1899
"250","2015-02-02",1845
"251","2015-02-03",1890
"252","2015-02-04",1800
"253","2015-02-05",1584
"254","2015-02-06",1899
"255","2015-02-09",1665
"256","2015-02-10",1107
"257","2015-02-11",1080
"258","2015-02-12",1071
"259","2015-02-13",1269
"260","2015-02-17",1251
"261","2015-02-18",1377
"262","2015-02-19",1422
"263","2015-02-20",1305
"264","2015-02-23",1980
"265","2015-02-24",3051
"266","2015-02-25",4275
"267","2015-02-26",3150
"268","2015-02-27",2844
"269","2015-03-02",3267
"270","2015-03-03",3042
"271","2015-03-04",3051
"272","2015-03-05",3024
"273","2015-03-06",2790
"274","2015-03-09",3033
"275","2015-03-10",3042
"276","2015-03-11",2862
"277","2015-03-12",2592
"278","2015-03-13",2538
"279","2015-03-16",2286
"280","2015-03-17",2151
"281","2015-03-18",2070
"282","2015-03-19",2313
"283","2015-03-20",2205
"284","2015-03-23",2205
"285","2015-03-24",2196
"286","2015-03-25",2142
"287","2015-03-26",2034
"288","2015-03-27",1917
"289","2015-03-30",2106
"290","2015-03-31",2016
"291","2015-04-01",1926
"292","2015-04-02",1980
"293","2015-04-06",1980
"294","2015-04-07",2124
"295","2015-04-08",2223
"296","2015-04-09",2286
"297","2015-04-10",2151
"298","2015-04-13",2106
"299","2015-04-14",2043
"300","2015-04-15",2142
"301","2015-04-16",2142
"302","2015-04-17",2115
"303","2015-04-20",3024
"304","2015-04-21",2817
"305","2015-04-22",2835
"306","2015-04-23",2790
"307","2015-04-24",2592
"308","2015-04-27",2448
"309","2015-04-28",2637
"310","2015-04-29",2493
"311","2015-04-30",2520
"312","2015-05-01",2493
"313","2015-05-04",2781
"314","2015-05-05",2601
"315","2015-05-06",2565
"316","2015-05-07",2583
"317","2015-05-08",2610
"318","2015-05-11",2727
"319","2015-05-12",2700
"320","2015-05-13",2529
"321","2015-05-14",2484
"322","2015-05-15",2619
"323","2015-05-18",2700
"324","2015-05-19",2637
"325","2015-05-20",2601
"326","2015-05-21",2547
"327","2015-05-22",2520
"328","2015-05-26",2592
"329","2015-05-27",2700
"330","2015-05-28",2853
"331","2015-05-29",2790
"332","2015-06-01",2952
"333","2015-06-02",3006
"334","2015-06-03",3042
"335","2015-06-04",2925
"336","2015-06-05",2970
"337","2015-06-08",2916
"338","2015-06-09",2817
"339","2015-06-10",2790
"340","2015-06-11",2781
"341","2015-06-12",2718
"342","2015-06-15",2700
"343","2015-06-16",2727
"344","2015-06-17",2700
"345","2015-06-18",2691
"346","2015-06-19",2655
"347","2015-06-22",2547
"348","2015-06-23",2556
"349","2015-06-24",2466
"350","2015-06-25",2385
"351","2015-06-26",2322
"352","2015-06-29",2304
"353","2015-06-30",2295
"354","2015-07-01",2457
"355","2015-07-02",2376
"356","2015-07-06",2331
"357","2015-07-07",2385
"358","2015-07-08",2322
"359","2015-07-09",2349
"360","2015-07-10",2340
"361","2015-07-13",2376
"362","2015-07-14",2520
"363","2015-07-15",2475
"364","2015-07-16",2430
"365","2015-07-17",2376
"366","2015-07-20",2322
"367","2015-07-21",2340
"368","2015-07-22",2340
"369","2015-07-23",2340
"370","2015-07-24",2304
"371","2015-07-27",2232
"372","2015-07-28",2223
"373","2015-07-29",2124
"374","2015-07-30",2106
"375","2015-07-31",2142
"376","2015-08-03",2106
"377","2015-08-04",2133
"378","2015-08-05",2160
"379","2015-08-06",2070
"380","2015-08-07",1980
"381","2015-08-10",2016
"382","2015-08-11",1701
"383","2015-08-12",1638
"384","2015-08-13",1575
"385","2015-08-14",1665
"386","2015-08-17",1674
"387","2015-08-18",1764
"388","2015-08-19",1935
"389","2015-08-20",1800
"390","2015-08-21",1872
"391","2015-08-24",1764
"392","2015-08-25",1710
"393","2015-08-26",1647
"394","2015-08-27",1755
"395","2015-08-28",1782
"396","2015-08-31",1809
"397","2015-09-01",1782
"398","2015-09-02",1755
"399","2015-09-03",1791
"400","2015-09-04",1845
"401","2015-09-08",1953
"402","2015-09-09",1962
"403","2015-09-10",1998
"404","2015-09-11",2016
"405","2015-09-14",2043
"406","2015-09-15",2052
"407","2015-09-16",2016
"408","2015-09-17",2124
"409","2015-09-18",2079
"410","2015-09-21",2259
"411","2015-09-22",2277
"412","2015-09-23",2295
"413","2015-09-24",2448
"414","2015-09-25",2412
"415","2015-09-28",2304
"416","2015-09-29",2133
"417","2015-09-30",2070
"418","2015-10-01",1917
"419","2015-10-02",1980
"420","2015-10-05",2061
"421","2015-10-06",2106
"422","2015-10-07",2169
"423","2015-10-08",2196
"424","2015-10-09",2223
"425","2015-10-12",2169
"426","2015-10-13",2223
"427","2015-10-14",2223
"428","2015-10-15",2214
"429","2015-10-16",2250
"430","2015-10-19",2268
"431","2015-10-20",2178
"432","2015-10-21",2142
"433","2015-10-22",2097
"434","2015-10-23",2025
"435","2015-10-26",1935
"436","2015-10-27",1890
"437","2015-10-28",1845
"438","2015-10-29",1782
"439","2015-10-30",1845
"440","2015-11-02",1989
"441","2015-11-03",2034
"442","2015-11-04",2097
"443","2015-11-05",2178
"444","2015-11-06",2025
"445","2015-11-09",1872
"446","2015-11-10",1683
"447","2015-11-11",1872
"448","2015-11-12",1746
"449","2015-11-13",1764
"450","2015-11-16",1782
"451","2015-11-17",1764
"452","2015-11-18",1710
"453","2015-11-19",1737
"454","2015-11-20",1719
"455","2015-11-23",1737
"456","2015-11-24",1719
"457","2015-11-25",1755
"458","2015-11-27",1674
"459","2015-11-30",1737
"460","2015-12-01",1719
"461","2015-12-02",1665
"462","2015-12-03",1656
"463","2015-12-04",1548
"464","2015-12-07",1431
"465","2015-12-08",1377
"466","2015-12-09",1251
"467","2015-12-10",1359
"468","2015-12-11",1278
"469","2015-12-14",1341
"470","2015-12-15",1296
"471","2015-12-16",1296
"472","2015-12-17",1296
"473","2015-12-18",1341
"474","2015-12-21",1332
"475","2015-12-22",1431
"476","2015-12-23",1512
"477","2015-12-24",1449
"478","2015-12-28",1359
"479","2015-12-29",1395
"480","2015-12-30",1305
"481","2015-12-31",1242
"482","2016-01-04",1260
"483","2016-01-05",1242
"484","2016-01-06",1197
"485","2016-01-07",1458
"486","2016-01-08",1305
"487","2016-01-11",1233
"488","2016-01-12",1449
"489","2016-01-13",1431
"490","2016-01-14",1332
"491","2016-01-15",1287
"492","2016-01-19",1260
"493","2016-01-20",1233
"494","2016-01-21",1269
"495","2016-01-22",1251
"496","2016-01-25",1251
"497","2016-01-26",1278
"498","2016-01-27",1251
"499","2016-01-28",1251
"500","2016-01-29",1278
"501","2016-02-01",1269
"502","2016-02-02",1278
"503","2016-02-03",1305
"504","2016-02-04",1296
"505","2016-02-05",1377
"506","2016-02-08",1296
"507","2016-02-09",1260
"508","2016-02-10",1251
"509","2016-02-11",1323
"510","2016-02-12",1260
"511","2016-02-16",1179
"512","2016-02-17",1242
"513","2016-02-18",1188
"514","2016-02-19",1134
"515","2016-02-22",1116
"516","2016-02-23",1017
"517","2016-02-24",1026
"518","2016-02-25",1008
"519","2016-02-26",1071
"520","2016-02-29",1206
"521","2016-03-01",1296
"522","2016-03-02",1269
"523","2016-03-03",1242
"524","2016-03-04",1296
"525","2016-03-07",1440
"526","2016-03-08",1449
"527","2016-03-09",1503
"528","2016-03-10",1359
"529","2016-03-11",1458
"530","2016-03-14",1440
"531","2016-03-15",1314
"532","2016-03-16",1305
"533","2016-03-17",1260
"534","2016-03-18",1287
"535","2016-03-21",1287
"536","2016-03-22",1260
"537","2016-03-23",1179
"538","2016-03-24",1152
"539","2016-03-28",1143
"540","2016-03-29",1161
"541","2016-03-30",1170
"542","2016-03-31",1161
"543","2016-04-01",1161
"544","2016-04-04",1161
"545","2016-04-05",1134
"546","2016-04-06",1134
"547","2016-04-07",1125
"548","2016-04-08",1125
"549","2016-04-11",1116
"550","2016-04-12",1098
"551","2016-04-13",1125
"552","2016-04-14",1116
"553","2016-04-15",1152
"554","2016-04-18",1242
"555","2016-04-19",1251
"556","2016-04-20",1251
"557","2016-04-21",1215
"558","2016-04-22",1206
"559","2016-04-25",1197
"560","2016-04-26",1170
"561","2016-04-27",1179
"562","2016-04-28",1134
"563","2016-04-29",891
"564","2016-05-02",918
"565","2016-05-03",855
"566","2016-05-04",810
"567","2016-05-05",819
"568","2016-05-06",729
"569","2016-05-09",765
"570","2016-05-10",747
"571","2016-05-11",747
"572","2016-05-12",729
"573","2016-05-13",666
"574","2016-05-16",657
"575","2016-05-17",639
"576","2016-05-18",648
"577","2016-05-19",621
"578","2016-05-20",630
"579","2016-05-23",657
"580","2016-05-24",621
"581","2016-05-25",621
"582","2016-05-26",612
"583","2016-05-27",567
"584","2016-05-31",567
"585","2016-06-01",567
"586","2016-06-02",558
"587","2016-06-03",549
"588","2016-06-06",567
"589","2016-06-07",621
"590","2016-06-08",684
"591","2016-06-09",630
"592","2016-06-10",594
"593","2016-06-13",621
"594","2016-06-14",576
"595","2016-06-15",594
"596","2016-06-16",567
"597","2016-06-17",558
"598","2016-06-20",567
"599","2016-06-21",558
"600","2016-06-22",549
"601","2016-06-23",585
"602","2016-06-24",540
"603","2016-06-27",558
"604","2016-06-28",585
"605","2016-06-29",594
"606","2016-06-30",603
"607","2016-07-01",603
"608","2016-07-05",558
"609","2016-07-06",558
"610","2016-07-07",585
"611","2016-07-08",585
"612","2016-07-11",585
"613","2016-07-12",567
"614","2016-07-13",567
"615","2016-07-14",558
"616","2016-07-15",576
"617","2016-07-18",540
"618","2016-07-19",549
"619","2016-07-20",558
"620","2016-07-21",567
"621","2016-07-22",558
"622","2016-07-25",567
"623","2016-07-26",567
"624","2016-07-27",603
"625","2016-07-28",612
"626","2016-07-29",585
"627","2016-08-01",684
"628","2016-08-02",567
"629","2016-08-03",585
"630","2016-08-04",549
"631","2016-08-05",585
"632","2016-08-08",558
"633","2016-08-09",567
"634","2016-08-10",567
"635","2016-08-11",567
"636","2016-08-12",522
"637","2016-08-15",450
"638","2016-08-16",477
"639","2016-08-17",504
"640","2016-08-18",495
"641","2016-08-19",468
"642","2016-08-22",549
"643","2016-08-23",585
"644","2016-08-24",540
"645","2016-08-25",522
"646","2016-08-26",522
"647","2016-08-29",513
"648","2016-08-30",531
"649","2016-08-31",522
"650","2016-09-01",522
"651","2016-09-02",540
"652","2016-09-06",540
"653","2016-09-07",522
"654","2016-09-08",513
"655","2016-09-09",531
"656","2016-09-12",522
"657","2016-09-13",531
"658","2016-09-14",531
"659","2016-09-15",540
"660","2016-09-16",540
"661","2016-09-19",540
"662","2016-09-20",513
"663","2016-09-21",531
"664","2016-09-22",522
"665","2016-09-23",531
"666","2016-09-26",522
"667","2016-09-27",486
"668","2016-09-28",495
"669","2016-09-29",492
"670","2016-09-30",471
"671","2016-10-03",390
"672","2016-10-04",405
"673","2016-10-05",426
"674","2016-10-06",435
"675","2016-10-07",438
"676","2016-10-10",426
"677","2016-10-11",408
"678","2016-10-12",384
"679","2016-10-13",357
"680","2016-10-14",279
"681","2016-10-17",270
"682","2016-10-18",270
"683","2016-10-19",279
"684","2016-10-20",288
"685","2016-10-21",261
"686","2016-10-24",276
"687","2016-10-25",261
"688","2016-10-26",273
"689","2016-10-27",282
"690","2016-10-28",276
"691","2016-10-31",258
"692","2016-11-01",252
"693","2016-11-02",249
"694","2016-11-03",231
"695","2016-11-04",222
"696","2016-11-07",249
"697","2016-11-08",243
"698","2016-11-09",237
"699","2016-11-10",255
"700","2016-11-11",249
"701","2016-11-14",258
"702","2016-11-15",285
"703","2016-11-16",264
"704","2016-11-17",255
"705","2016-11-18",252
"706","2016-11-21",249
"707","2016-11-22",255
"708","2016-11-23",252
"709","2016-11-25",255
"710","2016-11-28",252
"711","2016-11-29",270
"712","2016-11-30",264
"713","2016-12-01",252
"714","2016-12-02",243
"715","2016-12-05",252
"716","2016-12-06",258
"717","2016-12-07",264
"718","2016-12-08",258
"719","2016-12-09",267
"720","2016-12-12",279
"721","2016-12-13",267
"722","2016-12-14",261
"723","2016-12-15",261
"724","2016-12-16",270
"725","2016-12-19",264
"726","2016-12-20",249
"727","2016-12-21",243
"728","2016-12-22",240
"729","2016-12-23",243
"730","2016-12-27",246
"731","2016-12-28",246
"732","2016-12-29",234
"733","2016-12-30",234
"734","2017-01-03",252
"735","2017-01-04",249
"736","2017-01-05",270
"737","2017-01-06",285
"738","2017-01-09",306
"739","2017-01-10",543
"740","2017-01-11",813
"741","2017-01-12",639
"742","2017-01-13",627
"743","2017-01-17",549
"744","2017-01-18",453
"745","2017-01-19",495
"746","2017-01-20",465
"747","2017-01-23",429
"748","2017-01-24",507
"749","2017-01-25",480
"750","2017-01-26",468
"751","2017-01-27",468
"752","2017-01-30",441
"753","2017-01-31",429
"754","2017-02-01",426
"755","2017-02-02",417
"756","2017-02-03",459
"757","2017-02-06",438
"758","2017-02-07",471
"759","2017-02-08",507
"760","2017-02-09",657
"761","2017-02-10",711
"762","2017-02-13",651
"763","2017-02-14",633
"764","2017-02-15",630
"765","2017-02-16",600
"766","2017-02-17",591
"767","2017-02-21",570
"768","2017-02-22",603
"769","2017-02-23",639
"770","2017-02-24",609
"771","2017-02-27",615
"772","2017-02-28",615
"773","2017-03-01",684
"774","2017-03-02",705
"775","2017-03-03",693
"776","2017-03-06",714
"777","2017-03-07",678
"778","2017-03-08",681
"779","2017-03-09",624
"780","2017-03-10",624
"781","2017-03-13",612
"782","2017-03-14",633
"783","2017-03-15",657
"784","2017-03-16",636
"785","2017-03-17",660
"786","2017-03-20",648
"787","2017-03-21",654
"788","2017-03-22",702
"789","2017-03-23",669
"790","2017-03-24",669
"791","2017-03-27",648
"792","2017-03-28",627
"793","2017-03-29",636
"794","2017-03-30",624
"795","2017-03-31",639
"796","2017-04-03",624
"797","2017-04-04",618
"798","2017-04-05",606
"799","2017-04-06",588
"800","2017-04-07",582
"801","2017-04-10",558
"802","2017-04-11",561
"803","2017-04-12",558
"804","2017-04-13",537
"805","2017-04-17",474
"806","2017-04-18",474
"807","2017-04-19",501
"808","2017-04-20",507
"809","2017-04-21",501
"810","2017-04-24",498
"811","2017-04-25",510
"812","2017-04-26",507
"813","2017-04-27",498
"814","2017-04-28",486
"815","2017-05-01",474
"816","2017-05-02",468
"817","2017-05-03",471
"818","2017-05-04",495
"819","2017-05-05",489
"820","2017-05-08",486
"821","2017-05-09",543
"822","2017-05-10",552
"823","2017-05-11",549
"824","2017-05-12",474
"825","2017-05-15",480
"826","2017-05-16",441
"827","2017-05-17",423
"828","2017-05-18",429
"829","2017-05-19",429
"830","2017-05-22",456
"831","2017-05-23",444
"832","2017-05-24",444
"833","2017-05-25",435
"834","2017-05-26",453
"835","2017-05-30",444
"836","2017-05-31",450
"837","2017-06-01",438
"838","2017-06-02",447
"839","2017-06-05",447
"840","2017-06-06",441
"841","2017-06-07",417
"842","2017-06-08",420
"843","2017-06-09",420
"844","2017-06-12",420
"845","2017-06-13",408
"846","2017-06-14",405
"847","2017-06-15",393
"848","2017-06-16",372
"849","2017-06-19",390
"850","2017-06-20",390
"851","2017-06-21",420
"852","2017-06-22",423
"853","2017-06-23",426
"854","2017-06-26",429
"855","2017-06-27",420
"856","2017-06-28",420
"857","2017-06-29",408
"858","2017-06-30",411
"859","2017-07-03",414
"860","2017-07-05",420
"861","2017-07-06",414
"862","2017-07-07",420
"863","2017-07-10",414
"864","2017-07-11",417
"865","2017-07-12",426
"866","2017-07-13",468
"867","2017-07-14",456
"868","2017-07-17",444
"869","2017-07-18",435
"870","2017-07-19",435
"871","2017-07-20",432
"872","2017-07-21",435
"873","2017-07-24",429
"874","2017-07-25",423
"875","2017-07-26",420
"876","2017-07-27",402
"877","2017-07-28",417
"878","2017-07-31",417
"879","2017-08-01",399
"880","2017-08-02",396
"881","2017-08-03",393
"882","2017-08-04",390
"883","2017-08-07",420
"884","2017-08-08",426
"885","2017-08-09",417
"886","2017-08-10",435
"887","2017-08-11",375
"888","2017-08-14",390
"889","2017-08-15",375
"890","2017-08-16",357
"891","2017-08-17",363
"892","2017-08-18",360
"893","2017-08-21",354
"894","2017-08-22",336
"895","2017-08-23",345
"896","2017-08-24",354
"897","2017-08-25",351
"898","2017-08-28",342
"899","2017-08-29",351
"900","2017-08-30",354
"901","2017-08-31",366
"902","2017-09-01",390
"903","2017-09-05",393
"904","2017-09-06",390
"905","2017-09-07",396
"906","2017-09-08",423
"907","2017-09-11",417
"908","2017-09-12",405
"909","2017-09-13",393
"910","2017-09-14",393
"911","2017-09-15",390
"912","2017-09-18",384
"913","2017-09-19",378
"914","2017-09-20",375
"915","2017-09-21",366
"916","2017-09-22",372
"917","2017-09-25",369
"918","2017-09-26",363
"919","2017-09-27",354
"920","2017-09-28",360
"921","2017-09-29",369
"922","2017-10-02",372
"923","2017-10-03",369
"924","2017-10-04",366
"925","2017-10-05",387
"926","2017-10-06",387
"927","2017-10-09",369
"928","2017-10-10",366
"929","2017-10-11",378
"930","2017-10-12",378
"931","2017-10-13",378
"932","2017-10-16",369
"933","2017-10-17",357
"934","2017-10-18",345
"935","2017-10-19",333
"936","2017-10-20",321
"937","2017-10-23",303
"938","2017-10-24",321
"939","2017-10-25",309
"940","2017-10-26",291
"941","2017-10-27",291
"942","2017-10-30",258
"943","2017-10-31",264
"944","2017-11-01",252
"945","2017-11-02",240
"946","2017-11-03",267
"947","2017-11-06",264
"948","2017-11-07",258
"949","2017-11-08",258
"950","2017-11-09",279
"951","2017-11-10",231
"952","2017-11-13",195
"953","2017-11-14",192
"954","2017-11-15",186
"955","2017-11-16",204
"956","2017-11-17",207
"957","2017-11-20",192
"958","2017-11-21",189
"959","2017-11-22",186
"960","2017-11-24",189
"961","2017-11-27",198
"962","2017-11-28",246
"963","2017-11-29",225
"964","2017-11-30",216
"965","2017-12-01",210
"966","2017-12-04",204
"967","2017-12-05",345
"968","2017-12-06",231
"969","2017-12-07",225
"970","2017-12-08",222
"971","2017-12-11",210
"972","2017-12-12",210
"973","2017-12-13",213
"974","2017-12-14",210
"975","2017-12-15",213
"976","2017-12-18",225
"977","2017-12-19",219
"978","2017-12-20",213
"979","2017-12-21",222
"980","2017-12-22",213
"981","2017-12-26",210
"982","2017-12-27",207
"983","2017-12-28",216
"984","2017-12-29",207
"985","2018-01-02",210
"986","2018-01-03",213
"987","2018-01-04",216
"988","2018-01-05",213
"989","2018-01-08",213
"990","2018-01-09",216
"991","2018-01-10",216
"992","2018-01-11",216
"993","2018-01-12",219
"994","2018-01-16",213
"995","2018-01-17",210
"996","2018-01-18",207
"997","2018-01-19",201
"998","2018-01-22",201
"999","2018-01-23",180
"1000","2018-01-24",165
"1001","2018-01-25",144
"1002","2018-01-26",105
"1003","2018-01-29",105
"1004","2018-01-30",102
"1005","2018-01-31",102
"1006","2018-02-01",102
"1007","2018-02-02",108
"1008","2018-02-05",102
"1009","2018-02-06",99
"1010","2018-02-07",93
"1011","2018-02-08",87
"1012","2018-02-09",84
"1013","2018-02-12",87
"1014","2018-02-13",90
"1015","2018-02-14",90
"1016","2018-02-15",93
"1017","2018-02-16",90
"1018","2018-02-20",90
"1019","2018-02-21",87
"1020","2018-02-22",84
"1021","2018-02-23",84
"1022","2018-02-26",84
"1023","2018-02-27",87
"1024","2018-02-28",105
"1025","2018-03-01",96
"1026","2018-03-02",93
"1027","2018-03-05",96
"1028","2018-03-06",102
"1029","2018-03-07",99
"1030","2018-03-08",93
"1031","2018-03-09",93
"1032","2018-03-12",96
"1033","2018-03-13",99
"1034","2018-03-14",108
"1035","2018-03-15",105
"1036","2018-03-16",99
"1037","2018-03-19",96
"1038","2018-03-20",96
"1039","2018-03-21",93
"1040","2018-03-22",96
"1041","2018-03-23",102
"1042","2018-03-26",93
"1043","2018-03-27",96
"1044","2018-03-28",96
"1045","2018-03-29",90
"1046","2018-04-02",84
"1047","2018-04-03",72
"1048","2018-04-04",75
"1049","2018-04-05",78
"1050","2018-04-06",81
"1051","2018-04-09",81
"1052","2018-04-10",78
"1053","2018-04-11",78
"1054","2018-04-12",75
"1055","2018-04-13",75
"1056","2018-04-16",72
"1057","2018-04-17",75
"1058","2018-04-18",75
"1059","2018-04-19",72
"1060","2018-04-20",72
"1061","2018-04-23",72
"1062","2018-04-24",72
"1063","2018-04-25",69
"1064","2018-04-26",69
"1065","2018-04-27",66
"1066","2018-04-30",57
"1067","2018-05-01",60
"1068","2018-05-02",60
"1069","2018-05-03",60
"1070","2018-05-04",63
"1071","2018-05-07",66
"1072","2018-05-08",66
"1073","2018-05-09",66
"1074","2018-05-10",66
"1075","2018-05-11",66
"1076","2018-05-14",66
"1077","2018-05-15",66
"1078","2018-05-16",57
"1079","2018-05-17",60
"1080","2018-05-18",57
"1081","2018-05-21",54
"1082","2018-05-22",54
"1083","2018-05-23",54
"1084","2018-05-24",54
"1085","2018-05-25",54
"1086","2018-05-29",57
"1087","2018-05-30",57
"1088","2018-05-31",66
"1089","2018-06-01",63
"1090","2018-06-04",66
"1091","2018-06-05",72
"1092","2018-06-06",72
"1093","2018-06-07",69
"1094","2018-06-08",66
"1095","2018-06-11",69
"1096","2018-06-12",66
"1097","2018-06-13",75
"1098","2018-06-14",72
"1099","2018-06-15",78
"1100","2018-06-18",81
"1101","2018-06-19",78
"1102","2018-06-20",75
"1103","2018-06-21",69
"1104","2018-06-22",66
"1105","2018-06-25",66
"1106","2018-06-26",63
"1107","2018-06-27",57
"1108","2018-06-28",57
"1109","2018-06-29",60
