"","date","NWL"
"1","2007-01-03",29.26
"2","2007-01-04",29.129999
"3","2007-01-05",29.16
"4","2007-01-08",28.84
"5","2007-01-09",29.280001
"6","2007-01-10",29.610001
"7","2007-01-11",29.75
"8","2007-01-12",29.67
"9","2007-01-16",29.74
"10","2007-01-17",30.209999
"11","2007-01-18",30.5
"12","2007-01-19",30.280001
"13","2007-01-22",30.309999
"14","2007-01-23",30.309999
"15","2007-01-24",30.290001
"16","2007-01-25",30.01
"17","2007-01-26",30.43
"18","2007-01-29",29.959999
"19","2007-01-30",29.57
"20","2007-01-31",29.540001
"21","2007-02-01",30.02
"22","2007-02-02",29.940001
"23","2007-02-05",30.09
"24","2007-02-06",30.370001
"25","2007-02-07",30.290001
"26","2007-02-08",30.290001
"27","2007-02-09",29.84
"28","2007-02-12",30.17
"29","2007-02-13",30.16
"30","2007-02-14",31.700001
"31","2007-02-15",31.43
"32","2007-02-16",31.51
"33","2007-02-20",31.700001
"34","2007-02-21",31.83
"35","2007-02-22",31.75
"36","2007-02-23",31.74
"37","2007-02-26",31.1
"38","2007-02-27",30.4
"39","2007-02-28",30.610001
"40","2007-03-01",30.58
"41","2007-03-02",30.35
"42","2007-03-05",29.969999
"43","2007-03-06",30.360001
"44","2007-03-07",30.440001
"45","2007-03-08",30.82
"46","2007-03-09",30.59
"47","2007-03-12",31.24
"48","2007-03-13",30.67
"49","2007-03-14",30.860001
"50","2007-03-15",30.5
"51","2007-03-16",30.209999
"52","2007-03-19",30.35
"53","2007-03-20",31.25
"54","2007-03-21",31.950001
"55","2007-03-22",31.67
"56","2007-03-23",31.700001
"57","2007-03-26",31.379999
"58","2007-03-27",31.120001
"59","2007-03-28",30.940001
"60","2007-03-29",31.18
"61","2007-03-30",31.09
"62","2007-04-02",31.17
"63","2007-04-03",31.290001
"64","2007-04-04",31.01
"65","2007-04-05",31.32
"66","2007-04-09",31.059999
"67","2007-04-10",30.82
"68","2007-04-11",30.6
"69","2007-04-12",30.709999
"70","2007-04-13",30.67
"71","2007-04-16",30.75
"72","2007-04-17",30.450001
"73","2007-04-18",30.709999
"74","2007-04-19",30.6
"75","2007-04-20",30.469999
"76","2007-04-23",30.74
"77","2007-04-24",30.860001
"78","2007-04-25",31.049999
"79","2007-04-26",31.219999
"80","2007-04-27",31.139999
"81","2007-04-30",30.67
"82","2007-05-01",30.809999
"83","2007-05-02",30.780001
"84","2007-05-03",30.9
"85","2007-05-04",30.82
"86","2007-05-07",30.799999
"87","2007-05-08",30.719999
"88","2007-05-09",31.200001
"89","2007-05-10",30.690001
"90","2007-05-11",31.299999
"91","2007-05-14",30.540001
"92","2007-05-15",30.27
"93","2007-05-16",30.57
"94","2007-05-17",30.4
"95","2007-05-18",30.32
"96","2007-05-21",30.52
"97","2007-05-22",30.9
"98","2007-05-23",30.9
"99","2007-05-24",30.889999
"100","2007-05-25",31.42
"101","2007-05-29",31.290001
"102","2007-05-30",31.84
"103","2007-05-31",31.76
"104","2007-06-01",31.51
"105","2007-06-04",31.299999
"106","2007-06-05",30.860001
"107","2007-06-06",30.6
"108","2007-06-07",30.030001
"109","2007-06-08",30.18
"110","2007-06-11",29.799999
"111","2007-06-12",29.309999
"112","2007-06-13",29.610001
"113","2007-06-14",29.200001
"114","2007-06-15",29.309999
"115","2007-06-18",29.42
"116","2007-06-19",29.389999
"117","2007-06-20",29.43
"118","2007-06-21",29.27
"119","2007-06-22",29.120001
"120","2007-06-25",29.4
"121","2007-06-26",29.379999
"122","2007-06-27",29.549999
"123","2007-06-28",29.629999
"124","2007-06-29",29.43
"125","2007-07-02",29.77
"126","2007-07-03",29.690001
"127","2007-07-05",29.200001
"128","2007-07-06",29.52
"129","2007-07-09",29.219999
"130","2007-07-10",28.76
"131","2007-07-11",28.809999
"132","2007-07-12",29.209999
"133","2007-07-13",29.610001
"134","2007-07-16",29.27
"135","2007-07-17",29.15
"136","2007-07-18",28.709999
"137","2007-07-19",29.01
"138","2007-07-20",28.59
"139","2007-07-23",29.02
"140","2007-07-24",28.57
"141","2007-07-25",29.01
"142","2007-07-26",26.950001
"143","2007-07-27",26.76
"144","2007-07-30",26.969999
"145","2007-07-31",26.450001
"146","2007-08-01",26.08
"147","2007-08-02",26.58
"148","2007-08-03",26.209999
"149","2007-08-06",26.42
"150","2007-08-07",27.120001
"151","2007-08-08",27.459999
"152","2007-08-09",26.459999
"153","2007-08-10",26.309999
"154","2007-08-13",26.49
"155","2007-08-14",25.9
"156","2007-08-15",24.93
"157","2007-08-16",24.5
"158","2007-08-17",25.25
"159","2007-08-20",25.65
"160","2007-08-21",25.459999
"161","2007-08-22",26.09
