"","date","VOYA"
"1","2013-05-02",20.84
"2","2013-05-03",20.67
"3","2013-05-06",21.1
"4","2013-05-07",21.66
"5","2013-05-08",22.15
"6","2013-05-09",21.66
"7","2013-05-10",22.620001
"8","2013-05-13",22.32
"9","2013-05-14",23.190001
"10","2013-05-15",23.889999
"11","2013-05-16",23.98
"12","2013-05-17",24.92
"13","2013-05-20",26.26
"14","2013-05-21",26.83
"15","2013-05-22",25.969999
"16","2013-05-23",26.4
"17","2013-05-24",26.34
"18","2013-05-28",28.43
"19","2013-05-29",28.16
"20","2013-05-30",28.469999
"21","2013-05-31",28.530001
"22","2013-06-03",28.4
"23","2013-06-04",27.780001
"24","2013-06-05",26.629999
"25","2013-06-06",27.09
"26","2013-06-07",28.059999
"27","2013-06-10",28.41
"28","2013-06-11",27.32
"29","2013-06-12",26.57
"30","2013-06-13",26.67
"31","2013-06-14",26.07
"32","2013-06-17",26.290001
"33","2013-06-18",26.67
"34","2013-06-19",27.379999
"35","2013-06-20",27
"36","2013-06-21",26.559999
"37","2013-06-24",25.969999
"38","2013-06-25",26.049999
"39","2013-06-26",26.25
"40","2013-06-27",26.959999
"41","2013-06-28",27.059999
"42","2013-07-01",27.620001
"43","2013-07-02",28.07
"44","2013-07-03",27.99
"45","2013-07-05",27.790001
"46","2013-07-08",28.09
"47","2013-07-09",28.639999
"48","2013-07-10",28.469999
"49","2013-07-11",28.59
"50","2013-07-12",29.02
"51","2013-07-15",29.5
"52","2013-07-16",29.549999
"53","2013-07-17",29.690001
"54","2013-07-18",29.85
"55","2013-07-19",29.74
"56","2013-07-22",29.93
"57","2013-07-23",30.1
"58","2013-07-24",30.4
"59","2013-07-25",30.85
"60","2013-07-26",31.219999
"61","2013-07-29",30.43
"62","2013-07-30",31.16
"63","2013-07-31",31.120001
"64","2013-08-01",31.969999
"65","2013-08-02",32.220001
"66","2013-08-05",32.189999
"67","2013-08-06",32.07
"68","2013-08-07",31.33
"69","2013-08-08",31.75
"70","2013-08-09",31.75
"71","2013-08-12",31.09
"72","2013-08-13",30.809999
"73","2013-08-14",30.68
"74","2013-08-15",30.18
"75","2013-08-16",29.959999
"76","2013-08-19",30.059999
"77","2013-08-20",30.57
"78","2013-08-21",30.200001
"79","2013-08-22",30.370001
"80","2013-08-23",30.299999
"81","2013-08-26",29.780001
"82","2013-08-27",29.24
"83","2013-08-28",29.110001
"84","2013-08-29",29.18
"85","2013-08-30",28.799999
"86","2013-09-03",28.93
"87","2013-09-04",29.190001
"88","2013-09-05",29.43
"89","2013-09-06",29.77
"90","2013-09-09",30.110001
"91","2013-09-10",30.360001
"92","2013-09-11",30.290001
"93","2013-09-12",30.200001
"94","2013-09-13",30.049999
"95","2013-09-16",29.57
"96","2013-09-17",29.83
"97","2013-09-18",30.07
"98","2013-09-19",29.02
"99","2013-09-20",28.98
"100","2013-09-23",29.129999
"101","2013-09-24",29.25
"102","2013-09-25",29.629999
"103","2013-09-26",29.799999
"104","2013-09-27",29.82
"105","2013-09-30",29.209999
"106","2013-10-01",29.799999
"107","2013-10-02",30.24
"108","2013-10-03",30.299999
"109","2013-10-04",29.76
"110","2013-10-07",29.040001
"111","2013-10-08",29.110001
"112","2013-10-09",29.18
"113","2013-10-10",30
"114","2013-10-11",30.5
"115","2013-10-14",30.190001
"116","2013-10-15",30.02
"117","2013-10-16",30.74
"118","2013-10-17",31.32
"119","2013-10-18",31.23
"120","2013-10-21",30.690001
"121","2013-10-22",30.809999
"122","2013-10-23",29.610001
"123","2013-10-24",30.5
"124","2013-10-25",30.82
"125","2013-10-28",31
"126","2013-10-29",31.219999
"127","2013-10-30",31.190001
"128","2013-10-31",31.02
"129","2013-11-01",30.959999
"130","2013-11-04",31.190001
"131","2013-11-05",30.969999
"132","2013-11-06",33.59
"133","2013-11-07",32.950001
"134","2013-11-08",34.34
"135","2013-11-11",34.509998
"136","2013-11-12",34.509998
"137","2013-11-13",35.279999
"138","2013-11-14",35.779999
"139","2013-11-15",34.950001
"140","2013-11-18",34.549999
"141","2013-11-19",34.509998
"142","2013-11-20",34.34
"143","2013-11-21",34.450001
"144","2013-11-22",34.639999
"145","2013-11-25",34.82
"146","2013-11-26",34.84
"147","2013-11-27",34.91
"148","2013-11-29",34.939999
"149","2013-12-02",34.990002
"150","2013-12-03",34.610001
"151","2013-12-04",33.900002
"152","2013-12-05",33.970001
"153","2013-12-06",34.75
"154","2013-12-09",35.029999
"155","2013-12-10",34.68
"156","2013-12-11",33.91
"157","2013-12-12",34.150002
"158","2013-12-13",34.360001
"159","2013-12-16",35.610001
"160","2013-12-17",35.419998
"161","2013-12-18",35.889999
"162","2013-12-19",35.009998
"163","2013-12-20",35.029999
"164","2013-12-23",35.200001
"165","2013-12-24",35.52
"166","2013-12-26",35.580002
"167","2013-12-27",35.189999
"168","2013-12-30",35.029999
"169","2013-12-31",35.150002
"170","2014-01-02",35.27
"171","2014-01-03",35.68
"172","2014-01-06",36.650002
"173","2014-01-07",36.970001
"174","2014-01-08",37.029999
"175","2014-01-09",36.299999
"176","2014-01-10",36.939999
"177","2014-01-13",35.43
"178","2014-01-14",35.82
"179","2014-01-15",36.360001
"180","2014-01-16",36.389999
"181","2014-01-17",36.299999
"182","2014-01-21",35.549999
"183","2014-01-22",35.25
"184","2014-01-23",34.450001
"185","2014-01-24",33.790001
"186","2014-01-27",33.810001
"187","2014-01-28",33.900002
"188","2014-01-29",33.639999
"189","2014-01-30",33.91
"190","2014-01-31",33.77
"191","2014-02-03",33.23
"192","2014-02-04",33.599998
"193","2014-02-05",33.23
