"","date","RTX"
"1","2007-01-03",39.528004
"2","2007-01-04",39.565765
"3","2007-01-05",39.446194
"4","2007-01-08",39.767151
"5","2007-01-09",39.314034
"6","2007-01-10",39.452484
"7","2007-01-11",40.088104
"8","2007-01-12",40.541222
"9","2007-01-16",40.610447
"10","2007-01-17",40.79295
"11","2007-01-18",40.84959
"12","2007-01-19",41.019508
"13","2007-01-22",40.333542
"14","2007-01-23",41.623661
"15","2007-01-24",42.057899
"16","2007-01-25",41.667717
"17","2007-01-26",41.56073
"18","2007-01-29",41.340466
"19","2007-01-30",42.133419
"20","2007-01-31",42.806797
"21","2007-02-01",43.159218
"22","2007-02-02",42.794209
"23","2007-02-05",42.649464
"24","2007-02-06",43.052235
"25","2007-02-07",43.115166
"26","2007-02-08",42.825676
"27","2007-02-09",42.529892
"28","2007-02-12",42.190056
"29","2007-02-13",42.290749
"30","2007-02-14",42.901196
"31","2007-02-15",43.379482
"32","2007-02-16",43.222153
"33","2007-02-20",42.876022
"34","2007-02-21",42.529892
"35","2007-02-22",42.479546
"36","2007-02-23",42.511013
"37","2007-02-26",42.309628
"38","2007-02-27",41.195721
"39","2007-02-28",41.308998
"40","2007-03-01",40.98175
"41","2007-03-02",40.497169
"42","2007-03-05",39.987415
"43","2007-03-06",40.390182
"44","2007-03-07",40.440529
"45","2007-03-08",40.629326
"46","2007-03-09",40.591568
"47","2007-03-12",41.126495
"48","2007-03-13",40.471996
"49","2007-03-14",40.748898
"50","2007-03-15",40.528633
"51","2007-03-16",40.654499
"52","2007-03-19",40.950283
"53","2007-03-20",41.05727
"54","2007-03-21",41.648834
"55","2007-03-22",41.585903
"56","2007-03-23",41.994965
"57","2007-03-26",41.793579
"58","2007-03-27",41.604782
"59","2007-03-28",41.13908
"60","2007-03-29",40.899937
"61","2007-03-30",40.906231
"62","2007-04-02",40.730019
"63","2007-04-03",41.076149
"64","2007-04-04",40.862179
"65","2007-04-05",40.862179
"66","2007-04-09",40.943989
"67","2007-04-10",40.560101
"68","2007-04-11",40.327251
"69","2007-04-12",40.742607
"70","2007-04-13",40.937698
"71","2007-04-16",41.403397
"72","2007-04-17",41.648834
"73","2007-04-18",42.114536
"74","2007-04-19",42.303337
"75","2007-04-20",42.466961
"76","2007-04-23",42.655758
"77","2007-04-24",42.649464
"78","2007-04-25",42.819382
"79","2007-04-26",42.573944
"80","2007-04-27",42.599117
"81","2007-04-30",42.246696
"82","2007-05-01",42.62429
"83","2007-05-02",43.04594
"84","2007-05-03",42.750156
"85","2007-05-04",42.794209
"86","2007-05-07",43.455002
"87","2007-05-08",43.008183
"88","2007-05-09",43.278793
"89","2007-05-10",42.806797
"90","2007-05-11",43.039646
"91","2007-05-14",42.951542
"92","2007-05-15",43.108875
"93","2007-05-16",43.096287
"94","2007-05-17",43.656387
"95","2007-05-18",43.54311
"96","2007-05-21",43.373192
"97","2007-05-22",43.555695
"98","2007-05-23",43.32914
"99","2007-05-24",42.957836
