"","date","BSMX"
"1","2012-09-26",12.91
"2","2012-09-27",13.5
"3","2012-09-28",13.7
"4","2012-10-01",13.72
"5","2012-10-02",13.65
"6","2012-10-03",13.66
"7","2012-10-04",13.78
"8","2012-10-05",14.1
"9","2012-10-08",14.24
"10","2012-10-09",14.34
"11","2012-10-10",14.43
"12","2012-10-11",14.6
"13","2012-10-12",14.55
"14","2012-10-15",14.5
"15","2012-10-16",14.5
"16","2012-10-17",14.25
"17","2012-10-18",14.19
"18","2012-10-19",14.07
"19","2012-10-22",13.98
"20","2012-10-23",13.66
"21","2012-10-24",13.82
"22","2012-10-25",13.98
"23","2012-10-26",13.77
"24","2012-10-31",13.67
"25","2012-11-01",14.23
"26","2012-11-02",14.43
"27","2012-11-05",14.25
"28","2012-11-06",14.26
"29","2012-11-07",13.98
"30","2012-11-08",13.77
"31","2012-11-09",13.86
"32","2012-11-12",13.78
"33","2012-11-13",14.06
"34","2012-11-14",13.75
"35","2012-11-15",13.57
"36","2012-11-16",13.51
"37","2012-11-19",13.73
"38","2012-11-20",13.98
"39","2012-11-21",14.11
"40","2012-11-23",14.11
"41","2012-11-26",14.14
"42","2012-11-27",14.33
"43","2012-11-28",14.4
"44","2012-11-29",14.46
"45","2012-11-30",14.61
"46","2012-12-03",14.75
"47","2012-12-04",15.02
"48","2012-12-05",15.05
"49","2012-12-06",15.2
"50","2012-12-07",15.29
"51","2012-12-10",15.41
"52","2012-12-11",15.54
"53","2012-12-12",15.66
"54","2012-12-13",15.53
"55","2012-12-14",15.64
"56","2012-12-17",16.459999
"57","2012-12-18",16.530001
"58","2012-12-19",16.77
"59","2012-12-20",16.25
"60","2012-12-21",16.1
"61","2012-12-24",16.18
"62","2012-12-26",15.97
"63","2012-12-27",15.75
"64","2012-12-28",16.030001
"65","2012-12-31",16.18
"66","2013-01-02",16.32
"67","2013-01-03",16.309999
"68","2013-01-04",16.1
"69","2013-01-07",15.99
"70","2013-01-08",16.120001
"71","2013-01-09",16.68
"72","2013-01-10",16.809999
"73","2013-01-11",17.040001
"74","2013-01-14",17.790001
"75","2013-01-15",17.42
"76","2013-01-16",17.5
"77","2013-01-17",16.48
"78","2013-01-18",16.209999
"79","2013-01-22",16.75
"80","2013-01-23",16.940001
"81","2013-01-24",16.610001
"82","2013-01-25",16.690001
"83","2013-01-28",16.360001
"84","2013-01-29",16.299999
"85","2013-01-30",15.2
"86","2013-01-31",15.55
"87","2013-02-01",15.88
"88","2013-02-04",15.37
"89","2013-02-05",15.47
"90","2013-02-06",15.44
"91","2013-02-07",15.3
"92","2013-02-08",15.4
"93","2013-02-11",15.43
"94","2013-02-12",15.44
"95","2013-02-13",15.29
"96","2013-02-14",15.1
"97","2013-02-15",14.79
"98","2013-02-19",15.18
"99","2013-02-20",14.14
"100","2013-02-21",14.4
"101","2013-02-22",14.48
"102","2013-02-25",14.01
"103","2013-02-26",14.3
"104","2013-02-27",14.7
"105","2013-02-28",14.92
"106","2013-03-01",14.93
"107","2013-03-04",15.37
"108","2013-03-05",15.29
"109","2013-03-06",15.34
"110","2013-03-07",15.71
"111","2013-03-08",16.16
"112","2013-03-11",15.8
"113","2013-03-12",15.7
"114","2013-03-13",15.49
"115","2013-03-14",15.43
"116","2013-03-15",15.64
"117","2013-03-18",15.17
"118","2013-03-19",14.83
"119","2013-03-20",14.96
"120","2013-03-21",14.86
"121","2013-03-22",14.85
"122","2013-03-25",14.89
"123","2013-03-26",15
"124","2013-03-27",15.09
"125","2013-03-28",15.43
"126","2013-04-01",15.46
"127","2013-04-02",15.87
"128","2013-04-03",15.51
"129","2013-04-04",15.48
"130","2013-04-05",15.24
"131","2013-04-08",15.35
"132","2013-04-09",15.74
"133","2013-04-10",16.25
"134","2013-04-11",16.32
"135","2013-04-12",15.98
"136","2013-04-15",15.39
"137","2013-04-16",15.57
"138","2013-04-17",15.58
"139","2013-04-18",15.47
"140","2013-04-19",15.83
"141","2013-04-22",15.56
"142","2013-04-23",15.52
"143","2013-04-24",15.51
"144","2013-04-25",16.459999
"145","2013-04-26",15.39
"146","2013-04-29",15.38
"147","2013-04-30",16.15
"148","2013-05-01",15.92
"149","2013-05-02",16.09
"150","2013-05-03",15.99
"151","2013-05-06",16.040001
"152","2013-05-07",16.99
"153","2013-05-08",17.440001
"154","2013-05-09",17.440001
"155","2013-05-10",17.440001
"156","2013-05-13",17.110001
"157","2013-05-14",17.07
"158","2013-05-15",16.84
"159","2013-05-16",16.91
"160","2013-05-17",16.879999
"161","2013-05-20",16.799999
"162","2013-05-21",16.26
"163","2013-05-22",15.6
"164","2013-05-23",14.97
"165","2013-05-24",14.92
"166","2013-05-28",15.34
"167","2013-05-29",15.55
"168","2013-05-30",15.47
"169","2013-05-31",15.82
"170","2013-06-03",16.389999
"171","2013-06-04",16.040001
"172","2013-06-05",15.47
"173","2013-06-06",15.29
"174","2013-06-07",15.45
"175","2013-06-10",15.66
"176","2013-06-11",14.98
"177","2013-06-12",14.48
"178","2013-06-13",15.01
"179","2013-06-14",15.05
"180","2013-06-17",14.73
"181","2013-06-18",14.63
"182","2013-06-19",14.05
"183","2013-06-20",13.34
"184","2013-06-21",13.74
"185","2013-06-24",13.09
"186","2013-06-25",13.43
"187","2013-06-26",13.52
"188","2013-06-27",14.02
"189","2013-06-28",14.21
"190","2013-07-01",14.32
"191","2013-07-02",14.12
"192","2013-07-03",13.63
"193","2013-07-05",13.59
"194","2013-07-08",13.12
"195","2013-07-09",13.26
"196","2013-07-10",13.27
"197","2013-07-11",13.46
"198","2013-07-12",13.21
"199","2013-07-15",13.45
"200","2013-07-16",13.45
"201","2013-07-17",14.37
"202","2013-07-18",14.38
"203","2013-07-19",14.13
"204","2013-07-22",14.12
"205","2013-07-23",14.52
"206","2013-07-24",14.67
"207","2013-07-25",14.33
"208","2013-07-26",14.06
"209","2013-07-29",13.76
"210","2013-07-30",13.69
"211","2013-07-31",14.42
"212","2013-08-01",14.7
"213","2013-08-02",15.08
"214","2013-08-05",15.31
"215","2013-08-06",15.4
"216","2013-08-07",15.72
"217","2013-08-08",16.219999
"218","2013-08-09",16.459999
"219","2013-08-12",16.01
"220","2013-08-13",16.15
"221","2013-08-14",15.95
"222","2013-08-15",15.45
"223","2013-08-16",15.29
"224","2013-08-19",14.89
"225","2013-08-20",14.93
"226","2013-08-21",14.95
"227","2013-08-22",14.93
"228","2013-08-23",15.06
"229","2013-08-26",14.71
"230","2013-08-27",14.24
"231","2013-08-28",13.93
"232","2013-08-29",13.78
"233","2013-08-30",13.64
"234","2013-09-03",13.34
"235","2013-09-04",13.64
"236","2013-09-05",13.48
"237","2013-09-06",13.59
"238","2013-09-09",14.12
"239","2013-09-10",14.11
"240","2013-09-11",14.09
"241","2013-09-12",13.76
"242","2013-09-13",13.94
"243","2013-09-16",13.87
"244","2013-09-17",13.84
"245","2013-09-18",14.33
"246","2013-09-19",14.51
"247","2013-09-20",14.43
"248","2013-09-23",14.28
"249","2013-09-24",14.03
"250","2013-09-25",14.3
"251","2013-09-26",14.28
"252","2013-09-27",13.87
"253","2013-09-30",13.82
"254","2013-10-01",14.22
"255","2013-10-02",14.01
"256","2013-10-03",13.99
"257","2013-10-04",13.84
"258","2013-10-07",13.75
"259","2013-10-08",13.44
"260","2013-10-09",13.07
"261","2013-10-10",13.7
"262","2013-10-11",14.01
"263","2013-10-14",14.12
"264","2013-10-15",14.04
"265","2013-10-16",14.41
"266","2013-10-17",13.89
"267","2013-10-18",13.65
"268","2013-10-21",13.6
"269","2013-10-22",13.77
"270","2013-10-23",13.63
"271","2013-10-24",13.18
"272","2013-10-25",13.41
"273","2013-10-28",13.62
"274","2013-10-29",13.93
"275","2013-10-30",13.9
"276","2013-10-31",14.13
"277","2013-11-01",13.95
"278","2013-11-04",14.09
"279","2013-11-05",13.89
"280","2013-11-06",13.79
"281","2013-11-07",13.83
"282","2013-11-08",13.64
"283","2013-11-11",13.45
"284","2013-11-12",13.14
"285","2013-11-13",13.34
"286","2013-11-14",13.38
"287","2013-11-15",13.64
"288","2013-11-18",13.91
"289","2013-11-19",13.51
"290","2013-11-20",13.34
"291","2013-11-21",13.24
"292","2013-11-22",13.31
"293","2013-11-25",13.48
"294","2013-11-26",13.49
"295","2013-11-27",13.45
"296","2013-11-29",14.05
"297","2013-12-02",13.76
"298","2013-12-03",13.53
"299","2013-12-04",13.92
"300","2013-12-05",14.04
"301","2013-12-06",14.32
"302","2013-12-09",14.66
"303","2013-12-10",14.52
"304","2013-12-11",14.07
"305","2013-12-12",13.74
"306","2013-12-13",13.87
"307","2013-12-16",14.24
"308","2013-12-17",14.24
"309","2013-12-18",14.29
"310","2013-12-19",14.25
"311","2013-12-20",14.29
"312","2013-12-23",13.5
"313","2013-12-24",13.54
"314","2013-12-26",13.56
"315","2013-12-27",13.6
"316","2013-12-30",13.6
"317","2013-12-31",13.64
"318","2014-01-02",13.25
"319","2014-01-03",13.2
"320","2014-01-06",13.13
"321","2014-01-07",13.34
