"","date","UCTT"
"177","2007-09-14",14
"178","2007-09-17",13.96
"179","2007-09-18",14.4
"180","2007-09-19",14.33
"181","2007-09-20",14.54
"182","2007-09-21",14.6
"183","2007-09-24",14.24
"184","2007-09-25",14.4
"185","2007-09-26",14.78
"186","2007-09-27",14.55
"187","2007-09-28",14.66
"188","2007-10-01",15.02
"189","2007-10-02",15.12
"190","2007-10-03",14.89
"191","2007-10-04",15.03
"192","2007-10-05",15.37
"193","2007-10-08",15.49
"194","2007-10-09",15.68
"195","2007-10-10",15.43
"196","2007-10-11",15.38
"197","2007-10-12",15.6
"198","2007-10-15",15.66
"199","2007-10-16",15.95
"200","2007-10-17",16.58
"201","2007-10-18",16.549999
"202","2007-10-19",15.7
"203","2007-10-22",15.42
"204","2007-10-23",13.28
"205","2007-10-24",13.14
"206","2007-10-25",12.99
"207","2007-10-26",12.75
"208","2007-10-29",12.75
"209","2007-10-30",12.8
"210","2007-10-31",12.84
"211","2007-11-01",12.52
"212","2007-11-02",12.58
"213","2007-11-05",12.46
"214","2007-11-06",13.23
"215","2007-11-07",13.39
"216","2007-11-08",13.75
"217","2007-11-09",14.03
"218","2007-11-12",14
"219","2007-11-13",13.8
"220","2007-11-14",14.2
"221","2007-11-15",13.98
"222","2007-11-16",13.93
"223","2007-11-19",13.6
"224","2007-11-20",13.61
"225","2007-11-21",13.32
"226","2007-11-23",13.62
"227","2007-11-26",13.58
"228","2007-11-27",13.46
"229","2007-11-28",13.94
"230","2007-11-29",14.04
"231","2007-11-30",14.37
"232","2007-12-03",13.8
"233","2007-12-04",13.41
"234","2007-12-05",13.52
"235","2007-12-06",13.6
"236","2007-12-07",13.65
"237","2007-12-10",13.54
"238","2007-12-11",13.64
"239","2007-12-12",13.67
"240","2007-12-13",13.67
"241","2007-12-14",12.99
"242","2007-12-17",12.52
"243","2007-12-18",12.8
"244","2007-12-19",12.88
"245","2007-12-20",13.03
"246","2007-12-21",12.72
"247","2007-12-24",13.3
"248","2007-12-26",13.31
"249","2007-12-27",12.59
"250","2007-12-28",12.13
"251","2007-12-31",12.2
"252","2008-01-02",11.47
"253","2008-01-03",10.95
"254","2008-01-04",10.49
"255","2008-01-07",10.34
"256","2008-01-08",9.97
"257","2008-01-09",10.05
"258","2008-01-10",10.12
"259","2008-01-11",9.84
"260","2008-01-14",9.63
"261","2008-01-15",9.35
"262","2008-01-16",9.55
"263","2008-01-17",9.52
"264","2008-01-18",9.7
"265","2008-01-22",9.72
"266","2008-01-23",9.6
"267","2008-01-24",9.61
"268","2008-01-25",9.62
"269","2008-01-28",9.67
"270","2008-01-29",9.96
"271","2008-01-30",9.85
"272","2008-01-31",9.79
"273","2008-02-01",10.43
"274","2008-02-04",10.15
"275","2008-02-05",9.98
"276","2008-02-06",9.71
"277","2008-02-07",9.96
"278","2008-02-08",9.91
"279","2008-02-11",9.89
"280","2008-02-12",9.76
"281","2008-02-13",10.26
"282","2008-02-14",10.23
"283","2008-02-15",10.21
"284","2008-02-19",10.1
"285","2008-02-20",10.02
"286","2008-02-21",9.91
"287","2008-02-22",9.58
"288","2008-02-25",9.91
"289","2008-02-26",9.84
"290","2008-02-27",10.07
"291","2008-02-28",9.8
"292","2008-02-29",9.6
"293","2008-03-03",9.21
"294","2008-03-04",9.09
"295","2008-03-05",8.98
"296","2008-03-06",9.05
"297","2008-03-07",9.26
"298","2008-03-10",9.21
"299","2008-03-11",9.69
"300","2008-03-12",9.65
"301","2008-03-13",9.66
"302","2008-03-14",9.41
"303","2008-03-17",9.27
"304","2008-03-18",9.77
"305","2008-03-19",9.4
"306","2008-03-20",9.63
"307","2008-03-24",10.14
"308","2008-03-25",10.37
"309","2008-03-26",10.48
"310","2008-03-27",10.06
"311","2008-03-28",10.01
"312","2008-03-31",9.8
"313","2008-04-01",10.49
"314","2008-04-02",11
"315","2008-04-03",11.19
"316","2008-04-04",11.08
"317","2008-04-07",10.97
"318","2008-04-08",11.09
"319","2008-04-09",10.59
"320","2008-04-10",10.65
"321","2008-04-11",10.48
"322","2008-04-14",10.43
"323","2008-04-15",10.43
"324","2008-04-16",11
"325","2008-04-17",11.05
"326","2008-04-18",11.19
"327","2008-04-21",11.08
"328","2008-04-22",10.69
"329","2008-04-23",11.06
"330","2008-04-24",11.45
"331","2008-04-25",11.37
"332","2008-04-28",11.49
"333","2008-04-29",10.91
"334","2008-04-30",10.69
"335","2008-05-01",10.79
"336","2008-05-02",10.58
"337","2008-05-05",10.69
"338","2008-05-06",10.61
"339","2008-05-07",10.54
"340","2008-05-08",10.33
"341","2008-05-09",10.45
"342","2008-05-12",10.93
"343","2008-05-13",10.59
"344","2008-05-14",10.57
"345","2008-05-15",10.55
"346","2008-05-16",10.45
"347","2008-05-19",10.18
"348","2008-05-20",9.89
"349","2008-05-21",9.91
"350","2008-05-22",9.93
"351","2008-05-23",10.04
"352","2008-05-27",10.1
"353","2008-05-28",10.09
"354","2008-05-29",10.26
"355","2008-05-30",10.43
"356","2008-06-02",10.27
"357","2008-06-03",10.12
"358","2008-06-04",10.2
"359","2008-06-05",10.51
"360","2008-06-06",10.18
"361","2008-06-09",10.07
"362","2008-06-10",9.93
"363","2008-06-11",9.79
"364","2008-06-12",9.85
"365","2008-06-13",10.05
"366","2008-06-16",10.32
"367","2008-06-17",10.05
"368","2008-06-18",9.77
"369","2008-06-19",9.69
"370","2008-06-20",9.36
"371","2008-06-23",9.13
"372","2008-06-24",8.8
"373","2008-06-25",9.01
"374","2008-06-26",8.33
"375","2008-06-27",8.08
"376","2008-06-30",7.96
"377","2008-07-01",7.96
"378","2008-07-02",7.5
"379","2008-07-03",7.42
"380","2008-07-07",7.52
"381","2008-07-08",7.53
"382","2008-07-09",7.19
"383","2008-07-10",7.2
"384","2008-07-11",7
"385","2008-07-14",6.93
"386","2008-07-15",6.85
"387","2008-07-16",6.75
"388","2008-07-17",6.67
"389","2008-07-18",6.74
"390","2008-07-21",6.78
"391","2008-07-22",6.9
"392","2008-07-23",6.92
"393","2008-07-24",6.81
"394","2008-07-25",6.6
"395","2008-07-28",6.78
"396","2008-07-29",6.56
"397","2008-07-30",6.4
"398","2008-07-31",6.55
"399","2008-08-01",6.58
"400","2008-08-04",6.62
"401","2008-08-05",6.62
"402","2008-08-06",6.44
"403","2008-08-07",6.42
"404","2008-08-08",7.04
"405","2008-08-11",7.58
"406","2008-08-12",7.83
"407","2008-08-13",8.06
"408","2008-08-14",7.75
"409","2008-08-15",7.85
"410","2008-08-18",7.61
"411","2008-08-19",8.21
"412","2008-08-20",8.38
"413","2008-08-21",8.19
"414","2008-08-22",8.36
"415","2008-08-25",8.09
"416","2008-08-26",7.8
"417","2008-08-27",8.05
"418","2008-08-28",7.79
"419","2008-08-29",7.28
"420","2008-09-02",7.39
"421","2008-09-03",7.69
"422","2008-09-04",7.24
"423","2008-09-05",6.71
"424","2008-09-08",6.82
"425","2008-09-09",6.73
"426","2008-09-10",6.68
"427","2008-09-11",6.81
"428","2008-09-12",6.73
"429","2008-09-15",6.24
"430","2008-09-16",6.28
"431","2008-09-17",6.02
"432","2008-09-18",7.09
"433","2008-09-19",7.27
"434","2008-09-22",7.04
"435","2008-09-23",6.79
"436","2008-09-24",6.23
"437","2008-09-25",6.37
"438","2008-09-26",6.17
"439","2008-09-29",5.26
"440","2008-09-30",5.04
"441","2008-10-01",5.31
"442","2008-10-02",5.34
"443","2008-10-03",5.15
"444","2008-10-06",5.02
"445","2008-10-07",4.81
"446","2008-10-08",4.48
"447","2008-10-09",3.99
"448","2008-10-10",4.5
"449","2008-10-13",5.4
"450","2008-10-14",5.14
"451","2008-10-15",4.61
"452","2008-10-16",5.12
"453","2008-10-17",4.48
"454","2008-10-20",4.71
"455","2008-10-21",4.45
"456","2008-10-22",4.1
"457","2008-10-23",4.06
"458","2008-10-24",3.78
"459","2008-10-27",3.25
"460","2008-10-28",2.84
"461","2008-10-29",2.5
"462","2008-10-30",3.01
"463","2008-10-31",3.02
"464","2008-11-03",2.83
"465","2008-11-04",2.76
"466","2008-11-05",2.46
"467","2008-11-06",2.3
"468","2008-11-07",2.18
"469","2008-11-10",1.96
"470","2008-11-11",1.82
"471","2008-11-12",1.87
"472","2008-11-13",2.26
"473","2008-11-14",1.9
"474","2008-11-17",1.84
"475","2008-11-18",1.78
"476","2008-11-19",1.39
"477","2008-11-20",1.03
"478","2008-11-21",1.36
"479","2008-11-24",1.5
"480","2008-11-25",1.63
"481","2008-11-26",2.1
"482","2008-11-28",2.11
"483","2008-12-01",1.84
"484","2008-12-02",2.11
"485","2008-12-03",1.99
"486","2008-12-04",1.96
"487","2008-12-05",2.21
"488","2008-12-08",2.28
"489","2008-12-09",1.97
"490","2008-12-10",1.92
"491","2008-12-11",1.91
"492","2008-12-12",2.18
"493","2008-12-15",1.96
"494","2008-12-16",2.03
"495","2008-12-17",1.99
"496","2008-12-18",1.81
"497","2008-12-19",1.92
"498","2008-12-22",1.94
"499","2008-12-23",1.98
"500","2008-12-24",1.98
"501","2008-12-26",1.96
"502","2008-12-29",1.82
"503","2008-12-30",1.96
"504","2008-12-31",2.01
"505","2009-01-02",2
"506","2009-01-05",1.99
"507","2009-01-06",2.02
"508","2009-01-07",2.03
"509","2009-01-08",2
"510","2009-01-09",1.97
"511","2009-01-12",1.95
"512","2009-01-13",1.91
"513","2009-01-14",1.75
"514","2009-01-15",1.71
"515","2009-01-16",1.73
"516","2009-01-20",1.48
"517","2009-01-21",1.63
"518","2009-01-22",1.45
"519","2009-01-23",1.36
"520","2009-01-26",1.3
"521","2009-01-27",1.33
"522","2009-01-28",1.33
"523","2009-01-29",1.19
"524","2009-01-30",1.12
"525","2009-02-02",1.55
"526","2009-02-03",1.52
"527","2009-02-04",1.37
"528","2009-02-05",1.42
"529","2009-02-06",1.49
"530","2009-02-09",1.52
"531","2009-02-10",1.41
"532","2009-02-11",1.31
"533","2009-02-12",1.34
"534","2009-02-13",1.34
"535","2009-02-17",1.29
"536","2009-02-18",1.27
"537","2009-02-19",1.23
"538","2009-02-20",1.21
"539","2009-02-23",1.12
"540","2009-02-24",1.23
"541","2009-02-25",1.11
"542","2009-02-26",1.11
"543","2009-02-27",1.17
"544","2009-03-02",1.04
"545","2009-03-03",0.99
"546","2009-03-04",0.99
"547","2009-03-05",0.94
"548","2009-03-06",0.97
"549","2009-03-09",0.96
"550","2009-03-10",1.04
"551","2009-03-11",1.05
"552","2009-03-12",1.2
"553","2009-03-13",1.2
"554","2009-03-16",1.21
"555","2009-03-17",1.16
"556","2009-03-18",1.25
"557","2009-03-19",1.12
"558","2009-03-20",1.14
"559","2009-03-23",1.16
"560","2009-03-24",1.02
"561","2009-03-25",1.15
"562","2009-03-26",1.17
"563","2009-03-27",1
"564","2009-03-30",1.02
"565","2009-03-31",1.07
"566","2009-04-01",1.12
"567","2009-04-02",1.18
"568","2009-04-03",1.21
"569","2009-04-06",1.3
"570","2009-04-07",1.17
"571","2009-04-08",1.29
"572","2009-04-09",1.42
"573","2009-04-13",1.76
"574","2009-04-14",1.97
"575","2009-04-15",1.89
"576","2009-04-16",1.96
"577","2009-04-17",1.86
"578","2009-04-20",1.88
"579","2009-04-21",1.86
"580","2009-04-22",1.77
"581","2009-04-23",1.73
"582","2009-04-24",1.77
"583","2009-04-27",1.67
"584","2009-04-28",1.68
"585","2009-04-29",1.8
"586","2009-04-30",1.82
"587","2009-05-01",1.81
"588","2009-05-04",1.98
"589","2009-05-05",1.99
"590","2009-05-06",2.45
"591","2009-05-07",2.28
"592","2009-05-08",2.5
"593","2009-05-11",2.98
"594","2009-05-12",2.8
"595","2009-05-13",2.49
"596","2009-05-14",2.68
"597","2009-05-15",2.52
"598","2009-05-18",2.93
"599","2009-05-19",2.87
"600","2009-05-20",3
"601","2009-05-21",3.01
"602","2009-05-22",2.89
"603","2009-05-26",3.03
"604","2009-05-27",2.98
"605","2009-05-28",2.98
"606","2009-05-29",2.93
"607","2009-06-01",3
"608","2009-06-02",2.96
"609","2009-06-03",2.81
"610","2009-06-04",2.91
"611","2009-06-05",2.92
"612","2009-06-08",2.82
"613","2009-06-09",2.76
"614","2009-06-10",2.6
"615","2009-06-11",2.61
"616","2009-06-12",2.6
"617","2009-06-15",2.59
"618","2009-06-16",2.44
"619","2009-06-17",2.38
"620","2009-06-18",2.16
"621","2009-06-19",2.25
"622","2009-06-22",2.32
"623","2009-06-23",2.2
"624","2009-06-24",2.3
"625","2009-06-25",2.3
"626","2009-06-26",2.23
"627","2009-06-29",2.22
"628","2009-06-30",2.39
"629","2009-07-01",2.39
"630","2009-07-02",2.43
"631","2009-07-06",2.29
"632","2009-07-07",2.33
"633","2009-07-08",2.25
"634","2009-07-09",2.25
"635","2009-07-10",2.42
"636","2009-07-13",2.41
"637","2009-07-14",2.49
"638","2009-07-15",2.81
"639","2009-07-16",2.86
"640","2009-07-17",3.27
"641","2009-07-20",3.51
"642","2009-07-21",3.54
"643","2009-07-22",3.66
"644","2009-07-23",3.85
"645","2009-07-24",3.85
"646","2009-07-27",3.66
"647","2009-07-28",3.72
"648","2009-07-29",3.88
"649","2009-07-30",3.96
"650","2009-07-31",3.95
"651","2009-08-03",3.96
"652","2009-08-04",3.67
"653","2009-08-05",3.79
"654","2009-08-06",3.78
"655","2009-08-07",3.91
"656","2009-08-10",3.76
"657","2009-08-11",3.37
"658","2009-08-12",3.32
"659","2009-08-13",3.43
"660","2009-08-14",3.28
"661","2009-08-17",3
"662","2009-08-18",3.22
"663","2009-08-19",3.15
"664","2009-08-20",3.1
"665","2009-08-21",3.02
"666","2009-08-24",3.03
"667","2009-08-25",2.87
"668","2009-08-26",3.09
"669","2009-08-27",3.15
"670","2009-08-28",3.28
"671","2009-08-31",3.48
"672","2009-09-01",3.76
"673","2009-09-02",3.84
"674","2009-09-03",3.89
"675","2009-09-04",4.44
"676","2009-09-08",4.49
"677","2009-09-09",4.44
"678","2009-09-10",4.45
"679","2009-09-11",4.92
"680","2009-09-14",5.23
"681","2009-09-15",5.38
"682","2009-09-16",5.57
"683","2009-09-17",5.62
"684","2009-09-18",5.29
"685","2009-09-21",5.11
"686","2009-09-22",5.3
"687","2009-09-23",5.16
"688","2009-09-24",5.27
"689","2009-09-25",5
"690","2009-09-28",4.69
"691","2009-09-29",4.53
"692","2009-09-30",5.16
"693","2009-10-01",5.25
"694","2009-10-02",4.95
"695","2009-10-05",5.67
"696","2009-10-06",5.72
"697","2009-10-07",5.52
"698","2009-10-08",5.6
"699","2009-10-09",6.88
"700","2009-10-12",6.82
"701","2009-10-13",6.73
"702","2009-10-14",6.72
"703","2009-10-15",6.45
"704","2009-10-16",6.34
"705","2009-10-19",5.82
"706","2009-10-20",5.92
"707","2009-10-21",5.96
"708","2009-10-22",5.87
"709","2009-10-23",5.73
"710","2009-10-26",5.39
"711","2009-10-27",6.5
"712","2009-10-28",6.01
"713","2009-10-29",5.88
"714","2009-10-30",5.51
"715","2009-11-02",5.53
"716","2009-11-03",5.45
"717","2009-11-04",5.3
"718","2009-11-05",5.66
"719","2009-11-06",5.86
"720","2009-11-09",5.8
"721","2009-11-10",5.42
"722","2009-11-11",5.78
"723","2009-11-12",5.9
"724","2009-11-13",5.99
"725","2009-11-16",6.31
"726","2009-11-17",6.45
"727","2009-11-18",6.3
"728","2009-11-19",6.07
"729","2009-11-20",6.09
"730","2009-11-23",6.03
"731","2009-11-24",6.2
"732","2009-11-25",6.2
"733","2009-11-27",6.08
"734","2009-11-30",5.92
"735","2009-12-01",6.26
"736","2009-12-02",6.25
"737","2009-12-03",6.08
"738","2009-12-04",6.52
"739","2009-12-07",6.78
"740","2009-12-08",6.94
"741","2009-12-09",7.15
"742","2009-12-10",6.86
"743","2009-12-11",6.7
"744","2009-12-14",6.91
"745","2009-12-15",6.52
"746","2009-12-16",6.52
"747","2009-12-17",6.56
"748","2009-12-18",6.66
"749","2009-12-21",6.95
"750","2009-12-22",7.4
"751","2009-12-23",7.26
"752","2009-12-24",7.11
"753","2009-12-28",7
"754","2009-12-29",7.04
"755","2009-12-30",6.98
"756","2009-12-31",6.99
"757","2010-01-04",7.34
"758","2010-01-05",7.35
"759","2010-01-06",7.35
"760","2010-01-07",7.34
"761","2010-01-08",7.54
"762","2010-01-11",7.69
"763","2010-01-12",7.3
"764","2010-01-13",7.48
"765","2010-01-14",7.59
"766","2010-01-15",7.61
"767","2010-01-19",7.58
"768","2010-01-20",7.59
"769","2010-01-21",7.5
"770","2010-01-22",7.28
"771","2010-01-25",7.29
"772","2010-01-26",7.2
"773","2010-01-27",6.89
"774","2010-01-28",6.61
"775","2010-01-29",6.46
"776","2010-02-01",6.62
"777","2010-02-02",6.7
"778","2010-02-03",6.71
"779","2010-02-04",6.06
"780","2010-02-05",6.01
"781","2010-02-08",6
"782","2010-02-09",6.1
"783","2010-02-10",6.23
"784","2010-02-11",6.38
"785","2010-02-12",6.45
"786","2010-02-16",7.05
"787","2010-02-17",8.84
"788","2010-02-18",8.57
"789","2010-02-19",9.01
"790","2010-02-22",9.25
"791","2010-02-23",8.95
"792","2010-02-24",9
"793","2010-02-25",8.97
"794","2010-02-26",8.87
"795","2010-03-01",9.3
"796","2010-03-02",9.42
"797","2010-03-03",9.52
"798","2010-03-04",9.31
"799","2010-03-05",9.47
"800","2010-03-08",9.18
"801","2010-03-09",9.14
"802","2010-03-10",9.2
"803","2010-03-11",9.4
"804","2010-03-12",9.25
"805","2010-03-15",8.84
"806","2010-03-16",8.95
"807","2010-03-17",9.18
"808","2010-03-18",8.95
"809","2010-03-19",8.35
"810","2010-03-22",8.45
"811","2010-03-23",8.96
"812","2010-03-24",8.66
"813","2010-03-25",8.74
"814","2010-03-26",8.54
"815","2010-03-29",8.44
"816","2010-03-30",8.55
"817","2010-03-31",8.53
"818","2010-04-01",8.41
"819","2010-04-05",7.91
"820","2010-04-06",8.37
"821","2010-04-07",8.76
"822","2010-04-08",8.71
"823","2010-04-09",8.43
"824","2010-04-12",8.46
"825","2010-04-13",8.77
"826","2010-04-14",9.67
"827","2010-04-15",9.83
"828","2010-04-16",9.65
"829","2010-04-19",9.47
"830","2010-04-20",9.89
"831","2010-04-21",10
"832","2010-04-22",10.3
"833","2010-04-23",10.25
"834","2010-04-26",10.4
"835","2010-04-27",9.85
"836","2010-04-28",10.27
"837","2010-04-29",10.15
"838","2010-04-30",9.87
"839","2010-05-03",9.72
"840","2010-05-04",10.07
"841","2010-05-05",9.88
"842","2010-05-06",9.34
"843","2010-05-07",9.03
"844","2010-05-10",9.71
"845","2010-05-11",9.65
"846","2010-05-12",10.44
"847","2010-05-13",10.16
"848","2010-05-14",9.91
"849","2010-05-17",9.97
"850","2010-05-18",9.74
"851","2010-05-19",9.6
"852","2010-05-20",8.98
"853","2010-05-21",9
"854","2010-05-24",8.96
"855","2010-05-25",8.6
"856","2010-05-26",8.5
"857","2010-05-27",8.86
"858","2010-05-28",8.92
"859","2010-06-01",8.32
"860","2010-06-02",8.66
"861","2010-06-03",8.86
"862","2010-06-04",8.25
"863","2010-06-07",7.72
"864","2010-06-08",7.6
"865","2010-06-09",7.58
"866","2010-06-10",8.09
"867","2010-06-11",8.49
"868","2010-06-14",8.61
"869","2010-06-15",8.85
"870","2010-06-16",9.07
"871","2010-06-17",9.05
"872","2010-06-18",9.13
"873","2010-06-21",9.13
"874","2010-06-22",8.84
"875","2010-06-23",8.74
"876","2010-06-24",8.79
"877","2010-06-25",8.86
"878","2010-06-28",9.13
"879","2010-06-29",8.64
"880","2010-06-30",8.52
"881","2010-07-01",8.26
"882","2010-07-02",8.25
"883","2010-07-06",7.78
"884","2010-07-07",8.39
"885","2010-07-08",8.37
"886","2010-07-09",8.9
"887","2010-07-12",8.81
"888","2010-07-13",9.48
"889","2010-07-14",9.24
"890","2010-07-15",8.88
"891","2010-07-16",8.42
"892","2010-07-19",8.4
"893","2010-07-20",8.45
"894","2010-07-21",8.16
"895","2010-07-22",8.78
"896","2010-07-23",9.24
"897","2010-07-26",9.45
"898","2010-07-27",10.72
"899","2010-07-28",10.88
"900","2010-07-29",10.9
"901","2010-07-30",10.83
"902","2010-08-02",10.97
"903","2010-08-03",10.98
"904","2010-08-04",10.82
"905","2010-08-05",10.46
"906","2010-08-06",10.74
"907","2010-08-09",10.99
"908","2010-08-10",10.61
"909","2010-08-11",9.87
"910","2010-08-12",9.44
"911","2010-08-13",9.26
"912","2010-08-16",9.98
"913","2010-08-17",10.15
"914","2010-08-18",10
"915","2010-08-19",9.32
"916","2010-08-20",9.54
"917","2010-08-23",9.29
"918","2010-08-24",9.12
"919","2010-08-25",9
"920","2010-08-26",8.79
"921","2010-08-27",8.93
"922","2010-08-30",8.68
"923","2010-08-31",8.45
"924","2010-09-01",8.97
"925","2010-09-02",8.93
"926","2010-09-03",9.02
"927","2010-09-07",8.7
"928","2010-09-08",8.68
"929","2010-09-09",8.08
"930","2010-09-10",7.99
"931","2010-09-13",8.3
"932","2010-09-14",8.25
"933","2010-09-15",8.27
"934","2010-09-16",8.1
"935","2010-09-17",8.16
"936","2010-09-20",8.36
"937","2010-09-21",8.21
"938","2010-09-22",8.19
"939","2010-09-23",8.24
"940","2010-09-24",8.33
"941","2010-09-27",8.58
"942","2010-09-28",8.73
"943","2010-09-29",8.87
"944","2010-09-30",8.62
"945","2010-10-01",9
"946","2010-10-04",9
"947","2010-10-05",9.24
"948","2010-10-06",9.04
"949","2010-10-07",9.21
"950","2010-10-08",8.59
"951","2010-10-11",8.61
"952","2010-10-12",8.57
"953","2010-10-13",9.07
"954","2010-10-14",9.14
"955","2010-10-15",9.18
"956","2010-10-18",9.2
"957","2010-10-19",9.15
"958","2010-10-20",8.88
"959","2010-10-21",8.56
"960","2010-10-22",8.7
"961","2010-10-25",7
"962","2010-10-26",8.02
"963","2010-10-27",7.89
"964","2010-10-28",7.54
"965","2010-10-29",7.52
"966","2010-11-01",7.45
"967","2010-11-02",7.58
"968","2010-11-03",7.63
"969","2010-11-04",8.09
"970","2010-11-05",8.13
"971","2010-11-08",8.21
"972","2010-11-09",7.78
"973","2010-11-10",7.86
"974","2010-11-11",7.82
"975","2010-11-12",7.81
"976","2010-11-15",7.88
"977","2010-11-16",7.62
"978","2010-11-17",7.56
"979","2010-11-18",8
"980","2010-11-19",7.92
"981","2010-11-22",8.04
"982","2010-11-23",7.78
"983","2010-11-24",8.08
"984","2010-11-26",8.05
"985","2010-11-29",8.02
"986","2010-11-30",7.84
"987","2010-12-01",8.12
"988","2010-12-02",8.59
"989","2010-12-03",8.58
"990","2010-12-06",8.6
"991","2010-12-07",8.77
"992","2010-12-08",9
"993","2010-12-09",9.19
"994","2010-12-10",9.17
"995","2010-12-13",9.12
"996","2010-12-14",8.99
"997","2010-12-15",8.96
"998","2010-12-16",9.13
"999","2010-12-17",9.33
"1000","2010-12-20",9.38
