"","date","BEDU"
"1","2017-05-18",13.4
"2","2017-05-19",12.72
"3","2017-05-22",13.1
"4","2017-05-23",12.5
"5","2017-05-24",11.57
"6","2017-05-25",11.2
"7","2017-05-26",11.32
"8","2017-05-30",11.55
"9","2017-05-31",11.76
"10","2017-06-01",12.39
"11","2017-06-02",12.4
"12","2017-06-05",12.11
"13","2017-06-06",12.07
"14","2017-06-07",12.34
"15","2017-06-08",12.9
"16","2017-06-09",12.9
"17","2017-06-12",12.37
"18","2017-06-13",12.68
"19","2017-06-14",12.6
"20","2017-06-15",12.21
"21","2017-06-16",12
"22","2017-06-19",12
"23","2017-06-20",12.16
"24","2017-06-21",12.32
"25","2017-06-22",12.46
"26","2017-06-23",12.54
"27","2017-06-26",12.25
"28","2017-06-27",12.25
"29","2017-06-28",12.25
"30","2017-06-29",12
"31","2017-06-30",11.9
"32","2017-07-03",11.95
"33","2017-07-05",11.81
"34","2017-07-06",12
"35","2017-07-07",11.96
"36","2017-07-10",11.9
"37","2017-07-11",11.99
"38","2017-07-12",11.9
"39","2017-07-13",11.97
"40","2017-07-14",13.66
"41","2017-07-17",12.99
"42","2017-07-18",13.31
"43","2017-07-19",13.2
"44","2017-07-20",13.83
"45","2017-07-21",14.59
"46","2017-07-24",15.25
"47","2017-07-25",14.55
"48","2017-07-26",14.8
"49","2017-07-27",15.07
"50","2017-07-28",15.52
"51","2017-07-31",15.77
"52","2017-08-01",16.379999
"53","2017-08-02",15.98
"54","2017-08-03",15.85
"55","2017-08-04",15.7
"56","2017-08-07",15.56
"57","2017-08-08",15.68
"58","2017-08-09",15.68
"59","2017-08-10",16.299999
"60","2017-08-11",15.67
"61","2017-08-14",16.52
"62","2017-08-15",15.88
"63","2017-08-16",16.549999
"64","2017-08-17",16.1
"65","2017-08-18",16.9
"66","2017-08-21",17.299999
"67","2017-08-22",17.299999
"68","2017-08-23",17.23
"69","2017-08-24",17.27
"70","2017-08-25",18
"71","2017-08-28",17.5
"72","2017-08-29",18.059999
"73","2017-08-30",18.5
"74","2017-08-31",18.360001
"75","2017-09-01",18.620001
"76","2017-09-05",18.09
"77","2017-09-06",18.299999
"78","2017-09-07",19.26
"79","2017-09-08",19.18
"80","2017-09-11",19.73
"81","2017-09-12",20.41
"82","2017-09-13",21.530001
"83","2017-09-14",21.23
"84","2017-09-15",21.610001
"85","2017-09-18",21.889999
"86","2017-09-19",21.860001
"87","2017-09-20",22.799999
"88","2017-09-21",22.59
"89","2017-09-22",25.76
"90","2017-09-25",23.35
"91","2017-09-26",24.92
"92","2017-09-27",24.98
"93","2017-09-28",23
"94","2017-09-29",23.23
"95","2017-10-02",23.700001
"96","2017-10-03",24.1
"97","2017-10-04",24.040001
"98","2017-10-05",25.6
"99","2017-10-06",27
"100","2017-10-09",27
"101","2017-10-10",26.76
"102","2017-10-11",26.799999
"103","2017-10-12",25.9
"104","2017-10-13",26.610001
"105","2017-10-16",28.02
"106","2017-10-17",26.85
"107","2017-10-18",24.309999
"108","2017-10-19",25.860001
"109","2017-10-20",26.290001
"110","2017-10-23",25.549999
"111","2017-10-24",26
"112","2017-10-25",24.209999
"113","2017-10-26",22.52
"114","2017-10-27",22.879999
"115","2017-10-30",23.6
"116","2017-10-31",23.860001
"117","2017-11-01",23.549999
"118","2017-11-02",23.73
"119","2017-11-03",24
"120","2017-11-06",24.5
"121","2017-11-07",23.879999
"122","2017-11-08",24.24
"123","2017-11-09",21.02
"124","2017-11-10",21.389999
"125","2017-11-13",22
"126","2017-11-14",22.450001
"127","2017-11-15",22.6
"128","2017-11-16",22.9
"129","2017-11-17",22.190001
"130","2017-11-20",21.059999
"131","2017-11-21",20.459999
"132","2017-11-22",20.51
"133","2017-11-24",19.67
"134","2017-11-27",18.23
"135","2017-11-28",18.48
"136","2017-11-29",18.719999
"137","2017-11-30",18.219999
"138","2017-12-01",17.52
"139","2017-12-04",17.25
"140","2017-12-05",17.360001
"141","2017-12-06",17.59
"142","2017-12-07",17.52
"143","2017-12-08",18.360001
"144","2017-12-11",18.389999
"145","2017-12-12",18.59
"146","2017-12-13",18.879999
"147","2017-12-14",18.549999
"148","2017-12-15",17.809999
"149","2017-12-18",18.120001
"150","2017-12-19",18.01
"151","2017-12-20",18
"152","2017-12-21",18.52
"153","2017-12-22",18.49
"154","2017-12-26",17.93
"155","2017-12-27",17.969999
"156","2017-12-28",18.360001
"157","2017-12-29",18.67
"158","2018-01-02",20.07
"159","2018-01-03",20.02
"160","2018-01-04",20.24
"161","2018-01-05",20.879999
"162","2018-01-08",20.02
"163","2018-01-09",20.389999
"164","2018-01-10",21.35
"165","2018-01-11",22.76
"166","2018-01-12",23.91
"167","2018-01-16",21.629999
"168","2018-01-17",21.379999
"169","2018-01-18",20.059999
"170","2018-01-19",20.17
"171","2018-01-22",20.82
"172","2018-01-23",20.82
"173","2018-01-24",20.049999
"174","2018-01-25",21.139999
"175","2018-01-26",21.450001
"176","2018-01-29",21.110001
"177","2018-01-30",19.940001
"178","2018-01-31",20.059999
"179","2018-02-01",20.99
"180","2018-02-02",20.18
"181","2018-02-05",19.049999
"182","2018-02-06",18.75
"183","2018-02-07",18.52
"184","2018-02-08",18.49
"185","2018-02-09",18.15
"186","2018-02-12",19.02
"187","2018-02-13",19.18
"188","2018-02-14",19.280001
"189","2018-02-15",20.059999
"190","2018-02-16",19.57
"191","2018-02-20",19.809999
"192","2018-02-21",20.040001
"193","2018-02-22",19.809999
"194","2018-02-23",20.15
"195","2018-02-26",18.74
"196","2018-02-27",19.110001
"197","2018-02-28",18.1
"198","2018-03-01",18.110001
"199","2018-03-02",18.5
"200","2018-03-05",18
"201","2018-03-06",17.77
"202","2018-03-07",17
"203","2018-03-08",17.35
"204","2018-03-09",17.68
"205","2018-03-12",17.65
"206","2018-03-13",17.68
"207","2018-03-14",18.110001
"208","2018-03-15",18.42
"209","2018-03-16",17.969999
"210","2018-03-19",17.860001
"211","2018-03-20",17.940001
"212","2018-03-21",17.209999
"213","2018-03-22",16.040001
"214","2018-03-23",15.38
"215","2018-03-26",15.63
"216","2018-03-27",15.64
"217","2018-03-28",15.95
"218","2018-03-29",15.44
"219","2018-04-02",15.55
"220","2018-04-03",15.38
"221","2018-04-04",15.38
"222","2018-04-05",15.09
"223","2018-04-06",15.17
"224","2018-04-09",15.57
"225","2018-04-10",15.68
"226","2018-04-11",15.78
"227","2018-04-12",16.16
"228","2018-04-13",16.049999
"229","2018-04-16",16
"230","2018-04-17",15.42
"231","2018-04-18",15.68
"232","2018-04-19",15.9
"233","2018-04-20",15.25
"234","2018-04-23",15.29
"235","2018-04-24",14.56
"236","2018-04-25",12.77
"237","2018-04-26",13.34
"238","2018-04-27",13.96
"239","2018-04-30",13.99
"240","2018-05-01",14.44
"241","2018-05-02",14.43
"242","2018-05-03",14.71
"243","2018-05-04",14.9
"244","2018-05-07",14.72
"245","2018-05-08",14.99
"246","2018-05-09",14.98
"247","2018-05-10",15.61
"248","2018-05-11",15.3
"249","2018-05-14",15.8
"250","2018-05-15",15.55
"251","2018-05-16",15.75
"252","2018-05-17",18.540001
"253","2018-05-18",20.23
"254","2018-05-21",18.450001
"255","2018-05-22",18.780001
"256","2018-05-23",18.620001
"257","2018-05-24",18.9
"258","2018-05-25",18.66
"259","2018-05-29",17.74
"260","2018-05-30",17.620001
"261","2018-05-31",17.879999
"262","2018-06-01",18.469999
"263","2018-06-04",17.870001
"264","2018-06-05",18
"265","2018-06-06",18.1
"266","2018-06-07",17.91
"267","2018-06-08",18.610001
"268","2018-06-11",18.440001
"269","2018-06-12",18.530001
"270","2018-06-13",18.02
"271","2018-06-14",17.76
"272","2018-06-15",17.93
"273","2018-06-18",17.809999
"274","2018-06-19",17.42
"275","2018-06-20",17.65
"276","2018-06-21",17.360001
"277","2018-06-22",16.74
"278","2018-06-25",16.120001
"279","2018-06-26",16.41
"280","2018-06-27",15.81
"281","2018-06-28",15.94
"282","2018-06-29",16.629999
"283","2018-07-02",16.76
"284","2018-07-03",16.309999
"285","2018-07-05",16
"286","2018-07-06",16.280001
"287","2018-07-09",16.33
"288","2018-07-10",15.79
"289","2018-07-11",15.9
"290","2018-07-12",16.1
"291","2018-07-13",16.82
"292","2018-07-16",16.209999
"293","2018-07-17",16.33
"294","2018-07-18",16.52
"295","2018-07-19",16.33
"296","2018-07-20",15.81
"297","2018-07-23",16.040001
"298","2018-07-24",15.98
"299","2018-07-25",16.200001
"300","2018-07-26",16
"301","2018-07-27",15.28
"302","2018-07-30",15.3
"303","2018-07-31",14.85
"304","2018-08-01",14.68
"305","2018-08-02",15.32
"306","2018-08-03",15.27
"307","2018-08-06",14.57
"308","2018-08-07",14.25
"309","2018-08-08",14.12
"310","2018-08-09",14.66
"311","2018-08-10",14.57
"312","2018-08-13",11.3
"313","2018-08-14",12.01
"314","2018-08-15",12.36
"315","2018-08-16",12.87
"316","2018-08-17",12.03
"317","2018-08-20",13.28
"318","2018-08-21",13.05
"319","2018-08-22",13.19
"320","2018-08-23",12.75
"321","2018-08-24",12.38
"322","2018-08-27",12.7
"323","2018-08-28",12.4
"324","2018-08-29",12.45
"325","2018-08-30",11.88
"326","2018-08-31",12.04
"327","2018-09-04",11.89
"328","2018-09-05",11.58
"329","2018-09-06",11.31
"330","2018-09-07",11.4
"331","2018-09-10",11.22
"332","2018-09-11",11.3
"333","2018-09-12",11.58
"334","2018-09-13",11.86
"335","2018-09-14",11.85
"336","2018-09-17",11.6
"337","2018-09-18",11.64
"338","2018-09-19",11.79
"339","2018-09-20",12.23
"340","2018-09-21",13.01
"341","2018-09-24",11.99
"342","2018-09-25",12.12
"343","2018-09-26",12.17
"344","2018-09-27",12.19
"345","2018-09-28",12.39
"346","2018-10-01",12.4
"347","2018-10-02",11.17
"348","2018-10-03",11.08
"349","2018-10-04",10.36
"350","2018-10-05",10.15
"351","2018-10-08",9.66
"352","2018-10-09",9.91
"353","2018-10-10",9.65
"354","2018-10-11",9.7
"355","2018-10-12",10.68
"356","2018-10-15",10.46
"357","2018-10-16",11.06
"358","2018-10-17",11.16
"359","2018-10-18",10.39
"360","2018-10-19",10.17
"361","2018-10-22",10.54
"362","2018-10-23",10.21
"363","2018-10-24",10.5
"364","2018-10-25",11.23
"365","2018-10-26",11.46
"366","2018-10-29",11.24
"367","2018-10-30",11.87
"368","2018-10-31",12.37
"369","2018-11-01",13
"370","2018-11-02",12.46
"371","2018-11-05",12.03
"372","2018-11-06",12.17
"373","2018-11-07",12.41
"374","2018-11-08",12.9
"375","2018-11-09",12.6
"376","2018-11-12",12.93
"377","2018-11-13",12.95
"378","2018-11-14",12.69
"379","2018-11-15",10.57
"380","2018-11-16",10.82
"381","2018-11-19",10.32
"382","2018-11-20",10.2
"383","2018-11-21",10.29
"384","2018-11-23",10.08
"385","2018-11-26",10.39
"386","2018-11-27",10.86
"387","2018-11-28",11.11
"388","2018-11-29",10.79
"389","2018-11-30",11.11
"390","2018-12-03",11.26
"391","2018-12-04",10.85
"392","2018-12-06",10.95
"393","2018-12-07",10.8
"394","2018-12-10",10.82
"395","2018-12-11",10.8
"396","2018-12-12",10.98
