"","date","AXR"
"1","2007-01-03",122.879997
"2","2007-01-04",125.5
"3","2007-01-05",118.989998
"4","2007-01-08",122.5
"5","2007-01-09",121.029999
"6","2007-01-10",120.400002
"7","2007-01-11",128.149994
"8","2007-01-12",131.899994
"9","2007-01-16",146.330002
"10","2007-01-17",136.039993
"11","2007-01-18",137.710007
"12","2007-01-19",136.350006
"13","2007-01-22",107.139999
"14","2007-01-23",101.940002
"15","2007-01-24",102.410004
"16","2007-01-25",95.099998
"17","2007-01-26",95.830002
"18","2007-01-29",101.389999
"19","2007-01-30",100.510002
"20","2007-01-31",102.150002
"21","2007-02-01",102.68
"22","2007-02-02",102.980003
"23","2007-02-05",105.5
"24","2007-02-06",105.800003
"25","2007-02-07",108.019997
"26","2007-02-08",104.989998
"27","2007-02-09",98.220001
"28","2007-02-12",98.849998
"29","2007-02-13",98.300003
"30","2007-02-14",97.919998
"31","2007-02-15",97.220001
"32","2007-02-16",95.400002
"33","2007-02-20",97.690002
"34","2007-02-21",96.599998
"35","2007-02-22",97.25
"36","2007-02-23",96.599998
"37","2007-02-26",97.010002
"38","2007-02-27",94
"39","2007-02-28",90.5
"40","2007-03-01",88.010002
"41","2007-03-02",86.290001
"42","2007-03-05",83.349998
"43","2007-03-06",87.400002
"44","2007-03-07",87.82
"45","2007-03-08",91.400002
"46","2007-03-09",88.989998
"47","2007-03-12",89.669998
"48","2007-03-13",85.099998
"49","2007-03-14",85.5
"50","2007-03-15",84.709999
"51","2007-03-16",83.93
"52","2007-03-19",81.190002
"53","2007-03-20",81.650002
"54","2007-03-21",82.300003
"55","2007-03-22",81.980003
"56","2007-03-23",81.800003
"57","2007-03-26",82.540001
"58","2007-03-27",80.129997
"59","2007-03-28",77.239998
"60","2007-03-29",77.169998
"61","2007-03-30",77.25
"62","2007-04-02",75.260002
"63","2007-04-03",76.379997
"64","2007-04-04",73.5
"65","2007-04-05",73.870003
"66","2007-04-09",72.389999
"67","2007-04-10",72.800003
"68","2007-04-11",70.980003
"69","2007-04-12",72
"70","2007-04-13",71.839996
"71","2007-04-16",73.93
"72","2007-04-17",73.5
"73","2007-04-18",73.239998
"74","2007-04-19",71.230003
"75","2007-04-20",69.519997
"76","2007-04-23",70
"77","2007-04-24",68.199997
"78","2007-04-25",63.860001
"79","2007-04-26",63.310001
"80","2007-04-27",61.34
"81","2007-04-30",60.259998
"82","2007-05-01",58.380001
"83","2007-05-02",58.389999
"84","2007-05-03",65.849998
"85","2007-05-04",60.93
"86","2007-05-07",59.84
"87","2007-05-08",64
"88","2007-05-09",61.790001
"89","2007-05-10",60.560001
"90","2007-05-11",61.189999
"91","2007-05-14",60.759998
"92","2007-05-15",60.950001
"93","2007-05-16",61.220001
"94","2007-05-17",59.75
"95","2007-05-18",62.380001
"96","2007-05-21",60.959999
"97","2007-05-22",61.029999
"98","2007-05-23",60.5
"99","2007-05-24",61.040001
"100","2007-05-25",59.150002
"101","2007-05-29",59.099998
"102","2007-05-30",57.650002
"103","2007-05-31",58.299999
"104","2007-06-01",60.25
"105","2007-06-04",58.650002
"106","2007-06-05",57.549999
"107","2007-06-06",55.389999
"108","2007-06-07",53.830002
"109","2007-06-08",52.91
"110","2007-06-11",51.290001
"111","2007-06-12",50.099998
"112","2007-06-13",51.599998
"113","2007-06-14",49.150002
"114","2007-06-15",49.099998
"115","2007-06-18",47.18
"116","2007-06-19",49.200001
"117","2007-06-20",48.150002
"118","2007-06-21",47.779999
"119","2007-06-22",47.82
"120","2007-06-25",48.880001
"121","2007-06-26",49.200001
"122","2007-06-27",48.450001
"123","2007-06-28",47.07
"124","2007-06-29",47.549999
"125","2007-07-02",47.049999
"126","2007-07-03",47.18
"127","2007-07-05",47.169998
"128","2007-07-06",46.91
"129","2007-07-09",46.200001
"130","2007-07-10",44.369999
"131","2007-07-11",44.799999
"132","2007-07-12",45.299999
"133","2007-07-13",44.099998
"134","2007-07-16",48.32
"135","2007-07-17",48.669998
"136","2007-07-18",47.5
"137","2007-07-19",48.299999
"138","2007-07-20",47
"139","2007-07-23",45.540001
"140","2007-07-24",46.450001
"141","2007-07-25",44.919998
"142","2007-07-26",43.099998
"143","2007-07-27",41.330002
"144","2007-07-30",42.939999
"145","2007-07-31",41.200001
"146","2007-08-01",40.41
"147","2007-08-02",40.049999
"148","2007-08-03",37.93
"149","2007-08-06",38.009998
"150","2007-08-07",37.419998
"151","2007-08-08",33.790001
"152","2007-08-09",34.59
"153","2007-08-10",36.349998
"154","2007-08-13",35.900002
"155","2007-08-14",34.459999
"156","2007-08-15",30.67
"157","2007-08-16",29.9
"158","2007-08-17",31.549999
"159","2007-08-20",31.299999
"160","2007-08-21",32.080002
"161","2007-08-22",36.700001
"162","2007-08-23",35
"163","2007-08-24",39.25
"164","2007-08-27",38.630001
"165","2007-08-28",35.73
"166","2007-08-29",32.700001
"167","2007-08-30",32.400002
"168","2007-08-31",33.599998
"169","2007-09-04",33.650002
"170","2007-09-05",32.25
"171","2007-09-06",32.639999
"172","2007-09-07",30.559999
"173","2007-09-10",29.700001
"174","2007-09-11",30.58
"175","2007-09-12",30.059999
"176","2007-09-13",30.049999
"177","2007-09-14",29.5
"178","2007-09-17",29.15
"179","2007-09-18",33.049999
"180","2007-09-19",31.17
"181","2007-09-20",29.440001
"182","2007-09-21",28.42
"183","2007-09-24",26.690001
"184","2007-09-25",26.66
"185","2007-09-26",26.68
"186","2007-09-27",26.82
"187","2007-09-28",26.799999
"188","2007-10-01",27.5
"189","2007-10-02",28.57
"190","2007-10-03",28.74
"191","2007-10-04",28.690001
"192","2007-10-05",29
"193","2007-10-08",34.400002
"194","2007-10-09",37.869999
"195","2007-10-10",36.59
"196","2007-10-11",36.049999
"197","2007-10-12",36.099998
"198","2007-10-15",36.150002
"199","2007-10-16",34.169998
"200","2007-10-17",34.619999
"201","2007-10-18",33.849998
"202","2007-10-19",32.970001
"203","2007-10-22",34.200001
"204","2007-10-23",33.689999
"205","2007-10-24",35.200001
"206","2007-10-25",34.98
"207","2007-10-26",34.700001
"208","2007-10-29",35.029999
"209","2007-10-30",35.869999
"210","2007-10-31",37.380001
"211","2007-11-01",35.189999
"212","2007-11-02",33.73
"213","2007-11-05",32.25
"214","2007-11-06",32.419998
"215","2007-11-07",32
"216","2007-11-08",31.5
"217","2007-11-09",30.889999
"218","2007-11-12",31.93
"219","2007-11-13",36.34
"220","2007-11-14",36.52
"221","2007-11-15",34.240002
"222","2007-11-16",35.419998
"223","2007-11-19",33.849998
"224","2007-11-20",31.57
"225","2007-11-21",31.43
"226","2007-11-23",32.82
"227","2007-11-26",32.23
"228","2007-11-27",32.689999
"229","2007-11-28",32.450001
"230","2007-11-29",32.18
"231","2007-11-30",33.060001
"232","2007-12-03",31.93
"233","2007-12-04",33.299999
"234","2007-12-05",35.98
"235","2007-12-06",35.099998
"236","2007-12-07",32.049999
"237","2007-12-10",33
"238","2007-12-11",31.309999
"239","2007-12-12",32
