"","date","CNDT"
"169","2017-08-15",16.82
"170","2017-08-16",17.110001
"171","2017-08-17",16.889999
"172","2017-08-18",16.77
"173","2017-08-21",16.639999
"174","2017-08-22",16.889999
"175","2017-08-23",16.860001
"176","2017-08-24",16.719999
"177","2017-08-25",16.82
"178","2017-08-28",17
"179","2017-08-29",16.719999
"180","2017-08-30",16.639999
"181","2017-08-31",16.51
"182","2017-09-01",16.629999
"183","2017-09-05",16.68
"184","2017-09-06",16.469999
"185","2017-09-07",15.94
"186","2017-09-08",15.96
"187","2017-09-11",16.18
"188","2017-09-12",16.43
"189","2017-09-13",16.139999
"190","2017-09-14",15.96
"191","2017-09-15",15.91
"192","2017-09-18",15.74
"193","2017-09-19",15.67
"194","2017-09-20",15.57
"195","2017-09-21",15.55
"196","2017-09-22",15.49
"197","2017-09-25",15.57
"198","2017-09-26",15.6
"199","2017-09-27",15.63
"200","2017-09-28",15.72
"201","2017-09-29",15.67
"202","2017-10-02",15.93
"203","2017-10-03",15.61
"204","2017-10-04",15.93
"205","2017-10-05",16.040001
"206","2017-10-06",15.94
"207","2017-10-09",15.97
"208","2017-10-10",16.030001
"209","2017-10-11",16.18
"210","2017-10-12",16.299999
"211","2017-10-13",16.139999
"212","2017-10-16",15.93
"213","2017-10-17",15.73
"214","2017-10-18",15.55
"215","2017-10-19",15.65
"216","2017-10-20",15.72
"217","2017-10-23",15.51
"218","2017-10-24",15.5
"219","2017-10-25",15.36
"220","2017-10-26",15.33
"221","2017-10-27",15.41
"222","2017-10-30",15.53
"223","2017-10-31",15.48
"224","2017-11-01",15.41
"225","2017-11-02",15.58
"226","2017-11-03",15.35
"227","2017-11-06",15.6
"228","2017-11-07",15.7
"229","2017-11-08",16.219999
"230","2017-11-09",15.9
"231","2017-11-10",15.81
"232","2017-11-13",15.96
"233","2017-11-14",15.67
"234","2017-11-15",15.61
"235","2017-11-16",15.53
"236","2017-11-17",15.5
"237","2017-11-20",15.46
"238","2017-11-21",15.4
"239","2017-11-22",15.41
"240","2017-11-24",15.41
"241","2017-11-27",15.34
"242","2017-11-28",15.55
"243","2017-11-29",15.31
"244","2017-11-30",15.26
"245","2017-12-01",15.17
"246","2017-12-04",15.05
"247","2017-12-05",15.09
"248","2017-12-06",15.17
"249","2017-12-07",15.11
"250","2017-12-08",15.11
"251","2017-12-11",15.45
"252","2017-12-12",15.35
"253","2017-12-13",15.73
"254","2017-12-14",15.76
"255","2017-12-15",15.84
"256","2017-12-18",15.64
"257","2017-12-19",15.68
"258","2017-12-20",15.8
"259","2017-12-21",16
"260","2017-12-22",16.02
"261","2017-12-26",16.01
"262","2017-12-27",16.030001
"263","2017-12-28",16.059999
"264","2017-12-29",16.16
"265","2018-01-02",16.540001
"266","2018-01-03",16.25
"267","2018-01-04",16.27
"268","2018-01-05",16.16
"269","2018-01-08",16.459999
"270","2018-01-09",16.280001
"271","2018-01-10",16.43
"272","2018-01-11",16.709999
"273","2018-01-12",16.91
"274","2018-01-16",16.790001
"275","2018-01-17",16.84
"276","2018-01-18",16.860001
"277","2018-01-19",16.6
"278","2018-01-22",16.75
"279","2018-01-23",16.84
"280","2018-01-24",16.790001
"281","2018-01-25",16.74
"282","2018-01-26",16.75
"283","2018-01-29",16.67
"284","2018-01-30",16.58
"285","2018-01-31",16.4
"286","2018-02-01",16.290001
"287","2018-02-02",16.26
"288","2018-02-05",16
"289","2018-02-06",16.1
"290","2018-02-07",16.26
"291","2018-02-08",15.68
"292","2018-02-09",15.39
"293","2018-02-12",15.59
"294","2018-02-13",15.51
"295","2018-02-14",15.9
"296","2018-02-15",15.99
"297","2018-02-16",16.02
"298","2018-02-20",15.99
"299","2018-02-21",17.860001
"300","2018-02-22",18.280001
"301","2018-02-23",18.73
"302","2018-02-26",19.030001
"303","2018-02-27",18.52
"304","2018-02-28",18.9
"305","2018-03-01",18.42
"306","2018-03-02",18.799999
"307","2018-03-05",19.4
"308","2018-03-06",19.57
"309","2018-03-07",19.370001
"310","2018-03-08",19.540001
"311","2018-03-09",19.49
"312","2018-03-12",19.620001
"313","2018-03-13",19.68
"314","2018-03-14",19.610001
"315","2018-03-15",19.629999
"316","2018-03-16",19.790001
"317","2018-03-19",19.84
"318","2018-03-20",19.91
"319","2018-03-21",20.01
"320","2018-03-22",19.370001
"321","2018-03-23",19.07
"322","2018-03-26",19.33
"323","2018-03-27",18.74
"324","2018-03-28",18.77
"325","2018-03-29",18.639999
"326","2018-04-02",18.35
"327","2018-04-03",18.4
"328","2018-04-04",18.700001
"329","2018-04-05",18.76
"330","2018-04-06",18.6
"331","2018-04-09",18.6
"332","2018-04-10",19
"333","2018-04-11",18.98
"334","2018-04-12",19.110001
"335","2018-04-13",19.1
"336","2018-04-16",19.42
"337","2018-04-17",19.549999
"338","2018-04-18",19.75
"339","2018-04-19",19.549999
"340","2018-04-20",19.389999
"341","2018-04-23",19.26
"342","2018-04-24",19.139999
"343","2018-04-25",19.08
"344","2018-04-26",19.24
"345","2018-04-27",19.43
"346","2018-04-30",19.459999
"347","2018-05-01",19.450001
"348","2018-05-02",18.98
"349","2018-05-03",19.110001
"350","2018-05-04",19.139999
"351","2018-05-07",19.5
"352","2018-05-08",19.299999
"353","2018-05-09",18.780001
"354","2018-05-10",18.9
"355","2018-05-11",18.92
"356","2018-05-14",19.08
"357","2018-05-15",18.959999
"358","2018-05-16",18.950001
"359","2018-05-17",19.07
"360","2018-05-18",19.370001
"361","2018-05-21",19.33
"362","2018-05-22",19.290001
"363","2018-05-23",19.35
"364","2018-05-24",19.17
"365","2018-05-25",19.280001
"366","2018-05-29",19.030001
"367","2018-05-30",19.1
"368","2018-05-31",19.25
"369","2018-06-01",19.33
"370","2018-06-04",19.57
"371","2018-06-05",19.879999
"372","2018-06-06",20.450001
"373","2018-06-07",19.75
"374","2018-06-08",20.1
"375","2018-06-11",20.66
"376","2018-06-12",20.73
"377","2018-06-13",20.75
"378","2018-06-14",20.83
"379","2018-06-15",20.85
"380","2018-06-18",20.77
"381","2018-06-19",20.77
"382","2018-06-20",20.389999
"383","2018-06-21",20.139999
"384","2018-06-22",18.93
"385","2018-06-25",18.24
"386","2018-06-26",18.08
"387","2018-06-27",17.559999
"388","2018-06-28",17.82
"389","2018-06-29",18.17
"390","2018-07-02",18.16
"391","2018-07-03",18.370001
"392","2018-07-05",18.370001
"393","2018-07-06",18.59
"394","2018-07-09",18.52
"395","2018-07-10",18.370001
"396","2018-07-11",18.4
"397","2018-07-12",18.59
"398","2018-07-13",18.450001
"399","2018-07-16",18.190001
"400","2018-07-17",18.440001
"401","2018-07-18",18.5
"402","2018-07-19",18.43
"403","2018-07-20",18.309999
"404","2018-07-23",18.48
"405","2018-07-24",18.379999
"406","2018-07-25",18.66
"407","2018-07-26",18.610001
"408","2018-07-27",18.15
"409","2018-07-30",17.91
"410","2018-07-31",17.959999
"411","2018-08-01",18.309999
"412","2018-08-02",18.639999
"413","2018-08-03",18.809999
"414","2018-08-06",18.77
"415","2018-08-07",18.73
"416","2018-08-08",19.74
"417","2018-08-09",19.940001
"418","2018-08-10",20.030001
"419","2018-08-13",19.870001
"420","2018-08-14",20.18
"421","2018-08-15",20.370001
"422","2018-08-16",21.15
"423","2018-08-17",21.379999
"424","2018-08-20",21.209999
"425","2018-08-21",21.49
"426","2018-08-22",21.459999
"427","2018-08-23",21.200001
"428","2018-08-24",21.66
"429","2018-08-27",21.780001
"430","2018-08-28",22.4
"431","2018-08-29",22.469999
"432","2018-08-30",22.860001
"433","2018-08-31",23.18
"434","2018-09-04",23.1
"435","2018-09-05",22.92
"436","2018-09-06",23.01
"437","2018-09-07",22.83
"438","2018-09-10",22.719999
"439","2018-09-11",22.68
"440","2018-09-12",22.91
"441","2018-09-13",23.129999
"442","2018-09-14",23.27
"443","2018-09-17",22.959999
"444","2018-09-18",22.549999
"445","2018-09-19",22.6
"446","2018-09-20",22.26
"447","2018-09-21",22.34
"448","2018-09-24",22.17
"449","2018-09-25",22.280001
"450","2018-09-26",22.610001
"451","2018-09-27",22.52
"452","2018-09-28",22.52
"453","2018-10-01",22.040001
"454","2018-10-02",21.870001
"455","2018-10-03",21.9
"456","2018-10-04",21.18
"457","2018-10-05",21.17
"458","2018-10-08",20.940001
"459","2018-10-09",20.75
"460","2018-10-10",20.030001
"461","2018-10-11",19.950001
"462","2018-10-12",19.9
"463","2018-10-15",19.99
"464","2018-10-16",20.67
"465","2018-10-17",20.6
"466","2018-10-18",20.34
"467","2018-10-19",20.27
"468","2018-10-22",20.26
"469","2018-10-23",19.860001
"470","2018-10-24",19.209999
"471","2018-10-25",19.700001
"472","2018-10-26",19.16
"473","2018-10-29",18.620001
"474","2018-10-30",18.780001
"475","2018-10-31",19.1
"476","2018-11-01",19.280001
"477","2018-11-02",19.049999
"478","2018-11-05",19
"479","2018-11-06",19.219999
"480","2018-11-07",13.62
"481","2018-11-08",13.22
"482","2018-11-09",13.04
"483","2018-11-12",13.85
"484","2018-11-13",13.35
"485","2018-11-14",13
"486","2018-11-15",13.28
"487","2018-11-16",13.34
"488","2018-11-19",13.25
"489","2018-11-20",13.09
"490","2018-11-21",13.35
"491","2018-11-23",13.31
"492","2018-11-26",13.25
"493","2018-11-27",13.19
"494","2018-11-28",13.13
"495","2018-11-29",13.14
"496","2018-11-30",12.82
"497","2018-12-03",13.25
"498","2018-12-04",12.99
"499","2018-12-06",12.3
"500","2018-12-07",11.96
"501","2018-12-10",11.62
"502","2018-12-11",11.53
"503","2018-12-12",11.68
"504","2018-12-13",11.26
"505","2018-12-14",11.09
"506","2018-12-17",10.98
"507","2018-12-18",10.9
"508","2018-12-19",10.91
"509","2018-12-20",10.66
"510","2018-12-21",10.01
"511","2018-12-24",9.83
"512","2018-12-26",10.47
"513","2018-12-27",10.64
"514","2018-12-28",10.59
"515","2018-12-31",10.63
"516","2019-01-02",10.75
"517","2019-01-03",10.59
"518","2019-01-04",10.99
"519","2019-01-07",11.3
"520","2019-01-08",11.53
"521","2019-01-09",11.69
"522","2019-01-10",11.84
"523","2019-01-11",11.88
"524","2019-01-14",11.94
"525","2019-01-15",11.99
"526","2019-01-16",11.8
"527","2019-01-17",12.03
"528","2019-01-18",12.21
"529","2019-01-22",11.99
"530","2019-01-23",12.24
"531","2019-01-24",12.43
"532","2019-01-25",12.84
"533","2019-01-28",12.71
"534","2019-01-29",12.67
"535","2019-01-30",12.58
"536","2019-01-31",12.75
"537","2019-02-01",12.81
"538","2019-02-04",12.98
"539","2019-02-05",13.24
"540","2019-02-06",13.23
"541","2019-02-07",13
"542","2019-02-08",13.01
"543","2019-02-11",13.35
"544","2019-02-12",13.5
"545","2019-02-13",13.6
"546","2019-02-14",13.63
"547","2019-02-15",13.59
"548","2019-02-19",14.53
"549","2019-02-20",15.29
"550","2019-02-21",15.35
"551","2019-02-22",15.28
"552","2019-02-25",15.1
"553","2019-02-26",14.85
"554","2019-02-27",14.76
"555","2019-02-28",14.62
"556","2019-03-01",14.75
"557","2019-03-04",14.37
"558","2019-03-05",14.26
"559","2019-03-06",14.06
"560","2019-03-07",13.89
"561","2019-03-08",14.16
"562","2019-03-11",14.25
"563","2019-03-12",14.27
"564","2019-03-13",14.33
"565","2019-03-14",14.08
"566","2019-03-15",14.11
"567","2019-03-18",14.21
"568","2019-03-19",13.99
"569","2019-03-20",13.94
"570","2019-03-21",14.12
"571","2019-03-22",13.61
"572","2019-03-25",13.4
"573","2019-03-26",13.96
"574","2019-03-27",13.94
"575","2019-03-28",14.04
"576","2019-03-29",13.83
"577","2019-04-01",13.98
"578","2019-04-02",13.72
"579","2019-04-03",13.82
"580","2019-04-04",13.86
"581","2019-04-05",14.18
"582","2019-04-08",14.08
"583","2019-04-09",13.99
"584","2019-04-10",14.08
"585","2019-04-11",13.98
"586","2019-04-12",13.14
"587","2019-04-15",13.1
"588","2019-04-16",13.12
"589","2019-04-17",12.92
"590","2019-04-18",12.78
"591","2019-04-22",12.99
"592","2019-04-23",13.25
"593","2019-04-24",13
"594","2019-04-25",12.55
"595","2019-04-26",12.75
"596","2019-04-29",12.68
"597","2019-04-30",12.83
"598","2019-05-01",12.76
"599","2019-05-02",12.82
"600","2019-05-03",13.12
"601","2019-05-06",12.99
"602","2019-05-07",12.76
"603","2019-05-08",12.5
"604","2019-05-09",7.65
"605","2019-05-10",8.29
"606","2019-05-13",8.52
"607","2019-05-14",8.77
"608","2019-05-15",8.91
"609","2019-05-16",8.85
"610","2019-05-17",8.8
"611","2019-05-20",8.95
"612","2019-05-21",9.06
"613","2019-05-22",9.6
"614","2019-05-23",9.34
"615","2019-05-24",9.22
"616","2019-05-28",9.17
"617","2019-05-29",9.12
"618","2019-05-30",9.14
"619","2019-05-31",8.9
"620","2019-06-03",9.03
"621","2019-06-04",9.19
"622","2019-06-05",8.87
"623","2019-06-06",8.77
"624","2019-06-07",9
"625","2019-06-10",9.03
"626","2019-06-11",9.04
"627","2019-06-12",8.89
"628","2019-06-13",9.17
"629","2019-06-14",9.04
"630","2019-06-17",9.09
"631","2019-06-18",9.08
"632","2019-06-19",9.14
"633","2019-06-20",9.21
"634","2019-06-21",9.24
"635","2019-06-24",8.95
"636","2019-06-25",8.89
"637","2019-06-26",8.95
"638","2019-06-27",9.01
"639","2019-06-28",9.59
"640","2019-07-01",9.76
"641","2019-07-02",9.59
"642","2019-07-03",9.73
"643","2019-07-05",9.86
"644","2019-07-08",9.69
"645","2019-07-09",9.66
"646","2019-07-10",9.58
"647","2019-07-11",8.99
"648","2019-07-12",8.97
"649","2019-07-15",8.88
"650","2019-07-16",9.15
"651","2019-07-17",9.19
"652","2019-07-18",9.18
"653","2019-07-19",9.1
"654","2019-07-22",8.95
"655","2019-07-23",8.89
"656","2019-07-24",9.27
"657","2019-07-25",8.92
"658","2019-07-26",9.25
"659","2019-07-29",9.15
"660","2019-07-30",9.12
"661","2019-07-31",9.1
"662","2019-08-01",9.08
"663","2019-08-02",9.04
"664","2019-08-05",8.43
"665","2019-08-06",8.35
"666","2019-08-07",8.34
"667","2019-08-08",8.66
"668","2019-08-09",6.38
"669","2019-08-12",6.355
"670","2019-08-13",6.6
"671","2019-08-14",6.6
"672","2019-08-15",6.68
"673","2019-08-16",6.64
"674","2019-08-19",7.08
"675","2019-08-20",7.15
"676","2019-08-21",7.19
"677","2019-08-22",6.98
"678","2019-08-23",6.65
"679","2019-08-26",6.4
"680","2019-08-27",6.23
"681","2019-08-28",6.21
"682","2019-08-29",6.46
"683","2019-08-30",6.51
"684","2019-09-03",5.99
"685","2019-09-04",6.19
"686","2019-09-05",6.16
"687","2019-09-06",6.51
"688","2019-09-09",6.5
"689","2019-09-10",7.01
"690","2019-09-11",7.09
"691","2019-09-12",7.07
"692","2019-09-13",7.06
"693","2019-09-16",7.2
"694","2019-09-17",6.91
"695","2019-09-18",6.99
"696","2019-09-19",7.06
"697","2019-09-20",6.82
"698","2019-09-23",6.73
"699","2019-09-24",6.24
"700","2019-09-25",6.35
"701","2019-09-26",6.26
"702","2019-09-27",6.34
"703","2019-09-30",6.22
"704","2019-10-01",6.16
"705","2019-10-02",6.12
"706","2019-10-03",5.91
"707","2019-10-04",6
"708","2019-10-07",5.81
"709","2019-10-08",5.46
"710","2019-10-09",5.33
"711","2019-10-10",5.43
"712","2019-10-11",5.41
"713","2019-10-14",5.57
"714","2019-10-15",5.74
"715","2019-10-16",5.79
"716","2019-10-17",5.87
"717","2019-10-18",5.76
"718","2019-10-21",5.84
"719","2019-10-22",5.78
"720","2019-10-23",5.95
"721","2019-10-24",5.9
"722","2019-10-25",5.88
"723","2019-10-28",6.06
"724","2019-10-29",6.14
"725","2019-10-30",6.12
"726","2019-10-31",6.18
"727","2019-11-01",6.37
"728","2019-11-04",6.54
"729","2019-11-05",6.67
"730","2019-11-06",6.62
"731","2019-11-07",7.38
"732","2019-11-08",7
"733","2019-11-11",6.58
"734","2019-11-12",6.6
"735","2019-11-13",6.63
"736","2019-11-14",6.56
"737","2019-11-15",6.65
"738","2019-11-18",6.44
"739","2019-11-19",6.32
"740","2019-11-20",6.17
"741","2019-11-21",6.15
"742","2019-11-22",6.37
"743","2019-11-25",6.4
"744","2019-11-26",6.25
"745","2019-11-27",6.85
"746","2019-11-29",6.77
"747","2019-12-02",6.8
"748","2019-12-03",6.75
"749","2019-12-04",6.8
"750","2019-12-05",6.4
"751","2019-12-06",6.55
"752","2019-12-09",6.39
"753","2019-12-10",6.29
"754","2019-12-11",6.22
"755","2019-12-12",6.34
"756","2019-12-13",6.24
"757","2019-12-16",6.45
"758","2019-12-17",6.51
"759","2019-12-18",6.53
"760","2019-12-19",6.55
"761","2019-12-20",6.61
"762","2019-12-23",6.581
"763","2019-12-24",6.38
"764","2019-12-26",6.2
"765","2019-12-27",5.99
"766","2019-12-30",6.03
"767","2019-12-31",6.2
"768","2020-01-02",6.05
"769","2020-01-03",5.975
"770","2020-01-06",5.59
"771","2020-01-07",5.72
"772","2020-01-08",5.75
"773","2020-01-09",5.76
"774","2020-01-10",5.755
"775","2020-01-13",5.82
"776","2020-01-14",5.75
"777","2020-01-15",5.75
"778","2020-01-16",5.81
"779","2020-01-17",5.755
"780","2020-01-21",5.46
"781","2020-01-22",5.27
"782","2020-01-23",5.29
"783","2020-01-24",4.93
"784","2020-01-27",4.69
"785","2020-01-28",4.735
"786","2020-01-29",4.65
"787","2020-01-30",4.455
"788","2020-01-31",4.28
"789","2020-02-03",4.34
"790","2020-02-04",4.45
"791","2020-02-05",4.79
"792","2020-02-06",4.82
"793","2020-02-07",4.74
"794","2020-02-10",4.72
"795","2020-02-11",4.775
"796","2020-02-12",4.985
"797","2020-02-13",4.76
"798","2020-02-14",4.51
"799","2020-02-18",4.445
"800","2020-02-19",4.69
"801","2020-02-20",4.97
"802","2020-02-21",3.9
"803","2020-02-24",3.665
"804","2020-02-25",3.43
"805","2020-02-26",3.255
"806","2020-02-27",3.195
"807","2020-02-28",3.27
"808","2020-03-02",3.14
"809","2020-03-03",3.05
"810","2020-03-04",3.305
"811","2020-03-05",3.21
"812","2020-03-06",2.96
"813","2020-03-09",2.42
"814","2020-03-10",2.4
"815","2020-03-11",2.33
"816","2020-03-12",1.89
"817","2020-03-13",2.035
"818","2020-03-16",2.01
"819","2020-03-17",2.08
"820","2020-03-18",1.54
"821","2020-03-19",1.87
"822","2020-03-20",1.97
"823","2020-03-23",1.88
"824","2020-03-24",1.92
"825","2020-03-25",1.95
"826","2020-03-26",1.96
"827","2020-03-27",2.04
"828","2020-03-30",2.3
"829","2020-03-31",2.45
"830","2020-04-01",2.06
"831","2020-04-02",1.94
"832","2020-04-03",1.84
"833","2020-04-06",2.12
"834","2020-04-07",2.2
"835","2020-04-08",2.53
"836","2020-04-09",2.66
"837","2020-04-13",2.39
"838","2020-04-14",2.3
"839","2020-04-15",2.15
"840","2020-04-16",2.02
"841","2020-04-17",2.23
"842","2020-04-20",2.25
"843","2020-04-21",2.14
"844","2020-04-22",2.05
"845","2020-04-23",1.985
"846","2020-04-24",1.83
"847","2020-04-27",1.89
"848","2020-04-28",1.895
"849","2020-04-29",2.31
"850","2020-04-30",2.52
"851","2020-05-01",2.38
"852","2020-05-04",2.215
"853","2020-05-05",2.23
"854","2020-05-06",2.2
"855","2020-05-07",2.19
"856","2020-05-08",2.25
"857","2020-05-11",2.05
"858","2020-05-12",1.945
"859","2020-05-13",1.74
"860","2020-05-14",1.78
"861","2020-05-15",1.805
"862","2020-05-18",2.23
"863","2020-05-19",2.175
"864","2020-05-20",2.25
"865","2020-05-21",2.27
"866","2020-05-22",2.235
"867","2020-05-26",2.395
"868","2020-05-27",2.77
"869","2020-05-28",2.53
"870","2020-05-29",2.39
"871","2020-06-01",2.28
"872","2020-06-02",2.39
"873","2020-06-03",2.66
"874","2020-06-04",2.66
"875","2020-06-05",2.92
"876","2020-06-08",3.55
"877","2020-06-09",3.21
"878","2020-06-10",2.91
"879","2020-06-11",2.51
"880","2020-06-12",2.62
"881","2020-06-15",2.64
"882","2020-06-16",2.65
"883","2020-06-17",2.5
"884","2020-06-18",2.52
"885","2020-06-19",2.525
"886","2020-06-22",2.48
"887","2020-06-23",2.48
"888","2020-06-24",2.27
"889","2020-06-25",2.3
"890","2020-06-26",2.23
"891","2020-06-29",2.42
"892","2020-06-30",2.39
"893","2020-07-01",2.35
"894","2020-07-02",2.37
"895","2020-07-06",2.26
"896","2020-07-07",2.12
"897","2020-07-08",2.105
"898","2020-07-09",1.99
"899","2020-07-10",2.05
"900","2020-07-13",1.995
"901","2020-07-14",1.91
"902","2020-07-15",2.12
"903","2020-07-16",2.125
"904","2020-07-17",2.11
"905","2020-07-20",2.02
"906","2020-07-21",2.09
"907","2020-07-22",2.07
"908","2020-07-23",2.05
"909","2020-07-24",1.96
"910","2020-07-27",1.92
"911","2020-07-28",1.93
"912","2020-07-29",2
"913","2020-07-30",1.98
"914","2020-07-31",1.91
"915","2020-08-03",2.14
"916","2020-08-04",2.24
"917","2020-08-05",2.235
"918","2020-08-06",2.26
"919","2020-08-07",4.13
"920","2020-08-10",4.49
"921","2020-08-11",4.04
"922","2020-08-12",3.75
"923","2020-08-13",4.08
"924","2020-08-14",3.91
"925","2020-08-17",3.76
"926","2020-08-18",3.78
"927","2020-08-19",3.7
"928","2020-08-20",3.5
"929","2020-08-21",3.5
"930","2020-08-24",3.825
"931","2020-08-25",3.765
"932","2020-08-26",3.66
"933","2020-08-27",3.615
"934","2020-08-28",3.605
"935","2020-08-31",3.38
"936","2020-09-01",3.51
"937","2020-09-02",3.59
"938","2020-09-03",3.5
"939","2020-09-04",3.695
"940","2020-09-08",3.39
"941","2020-09-09",3.2
"942","2020-09-10",3.27
"943","2020-09-11",3.57
"944","2020-09-14",3.6
"945","2020-09-15",3.53
"946","2020-09-16",3.44
"947","2020-09-17",3.52
"948","2020-09-18",3.59
"949","2020-09-21",3.3
"950","2020-09-22",3.255
"951","2020-09-23",3.075
"952","2020-09-24",3.04
"953","2020-09-25",3.09
"954","2020-09-28",3.21
"955","2020-09-29",3.25
"956","2020-09-30",3.18
"957","2020-10-01",3.25
"958","2020-10-02",3.25
"959","2020-10-05",3.37
"960","2020-10-06",3.28
"961","2020-10-07",3.41
"962","2020-10-08",3.51
"963","2020-10-09",3.6
"964","2020-10-12",3.63
"965","2020-10-13",3.61
"966","2020-10-14",3.59
"967","2020-10-15",3.57
"968","2020-10-16",3.66
"969","2020-10-19",3.56
"970","2020-10-20",3.68
"971","2020-10-21",3.655
"972","2020-10-22",3.77
"973","2020-10-23",3.74
"974","2020-10-26",3.56
"975","2020-10-27",3.43
"976","2020-10-28",3.25
"977","2020-10-29",3.47
"978","2020-10-30",3.485
"979","2020-11-02",3.68
"980","2020-11-03",3.8
"981","2020-11-04",3.74
"982","2020-11-05",4.12
"983","2020-11-06",4.03
"984","2020-11-09",4.08
"985","2020-11-10",4.04
"986","2020-11-11",3.9
"987","2020-11-12",3.74
"988","2020-11-13",3.91
"989","2020-11-16",4.08
"990","2020-11-17",4.23
