"","date","EPIX"
"78","2015-07-02",224.399994
"79","2015-07-06",224.399994
"80","2015-07-07",224.399994
"81","2015-07-08",224.399994
"82","2015-07-09",189
"83","2015-07-10",178.399994
"84","2015-07-13",178.399994
"85","2015-07-14",150
"86","2015-07-15",155
"87","2015-07-16",182.800003
"88","2015-07-17",171
"89","2015-07-20",172
"90","2015-07-21",155.600006
"91","2015-07-22",155.600006
"92","2015-07-23",155.600006
"93","2015-07-24",155.800003
"94","2015-07-27",144.600006
"95","2015-07-28",144.600006
"96","2015-07-29",156.199997
"97","2015-07-30",156
"98","2015-07-31",146
"99","2015-08-03",146
"100","2015-08-04",146
"101","2015-08-05",150
"102","2015-08-06",150
"103","2015-08-07",129
"104","2015-08-10",140
"105","2015-08-11",140
"106","2015-08-12",125.199997
"107","2015-08-13",125.199997
"108","2015-08-14",143
"109","2015-08-17",140
"110","2015-08-18",140
"111","2015-08-19",140
"112","2015-08-20",140
"113","2015-08-21",122
"114","2015-08-24",118.800003
"115","2015-08-25",104
"116","2015-08-26",98
"117","2015-08-27",114.800003
"118","2015-08-28",120
"119","2015-08-31",120
"120","2015-09-01",120
"121","2015-09-02",119
"122","2015-09-03",119
"123","2015-09-04",119
"124","2015-09-08",121.400002
"125","2015-09-09",121.400002
"126","2015-09-10",121.400002
"127","2015-09-11",121.400002
"128","2015-09-14",115
"129","2015-09-15",131
"130","2015-09-16",131
"131","2015-09-17",131
"132","2015-09-18",135.399994
"133","2015-09-21",136
"134","2015-09-22",133.600006
"135","2015-09-23",125.599998
"136","2015-09-24",135
"137","2015-09-25",132.399994
"138","2015-09-28",126.199997
"139","2015-09-29",126.199997
"140","2015-09-30",126.199997
"141","2015-10-01",137.199997
"142","2015-10-02",135
"143","2015-10-05",135
"144","2015-10-06",135
"145","2015-10-07",134.639999
"146","2015-10-08",126
"147","2015-10-09",140
"148","2015-10-12",140
"149","2015-10-13",132
"150","2015-10-14",132
"151","2015-10-15",131.960007
"152","2015-10-16",131.960007
"153","2015-10-19",131.960007
"154","2015-10-20",131.960007
"155","2015-10-21",126
"156","2015-10-22",126
"157","2015-10-23",126
"158","2015-10-26",132
"159","2015-10-27",132
"160","2015-10-28",120
"161","2015-10-29",120
"162","2015-10-30",120
"163","2015-11-02",120
"164","2015-11-03",120
"165","2015-11-04",120
"166","2015-11-05",110
"167","2015-11-06",110
"168","2015-11-09",110
"169","2015-11-10",100
"170","2015-11-11",100
"171","2015-11-12",100
"172","2015-11-13",100
"173","2015-11-16",100
"174","2015-11-17",105
"175","2015-11-18",105
"176","2015-11-19",105
"177","2015-11-20",103
"178","2015-11-23",103
"179","2015-11-24",97
"180","2015-11-25",90
"181","2015-11-27",98.599998
"182","2015-11-30",85
"183","2015-12-01",86.68
"184","2015-12-02",82.199997
"185","2015-12-03",94.599998
"186","2015-12-04",95
"187","2015-12-07",95
"188","2015-12-08",95
"189","2015-12-09",95
"190","2015-12-10",95
"191","2015-12-11",94.099998
"192","2015-12-14",94.099998
"193","2015-12-15",85
"194","2015-12-16",86.400002
"195","2015-12-17",84.400002
"196","2015-12-18",90
"197","2015-12-21",90
"198","2015-12-22",93
"199","2015-12-23",80
"200","2015-12-24",80
"201","2015-12-28",80
"202","2015-12-29",80
"203","2015-12-30",80
"204","2015-12-31",85
"205","2016-01-04",94
"206","2016-01-05",93
"207","2016-01-06",95
"208","2016-01-07",95
"209","2016-01-08",80
"210","2016-01-11",80
"211","2016-01-12",88.5
"212","2016-01-13",88.800003
"213","2016-01-14",80
"214","2016-01-15",70
"215","2016-01-19",69.599998
"216","2016-01-20",66
"217","2016-01-21",69.400002
"218","2016-01-22",69.400002
"219","2016-01-25",65
"220","2016-01-26",67
"221","2016-01-27",65
"222","2016-01-28",65
"223","2016-01-29",60
"224","2016-02-01",60
"225","2016-02-02",56
"226","2016-02-03",56.040001
"227","2016-02-04",59.599998
"228","2016-02-05",60
"229","2016-02-08",57
"230","2016-02-09",56.200001
"231","2016-02-10",60
"232","2016-02-11",57.799999
"233","2016-02-12",57.799999
"234","2016-02-16",56.200001
"235","2016-02-17",57.400002
"236","2016-02-18",57.400002
"237","2016-02-19",54.599998
"238","2016-02-22",54.599998
"239","2016-02-23",46.900002
"240","2016-02-24",56
"241","2016-02-25",50.200001
"242","2016-02-26",51.599998
"243","2016-02-29",49.599998
"244","2016-03-01",49
"245","2016-03-02",50
"246","2016-03-03",52
"247","2016-03-04",54.400002
"248","2016-03-07",64.199997
"249","2016-03-08",68
"250","2016-03-09",70
"251","2016-03-10",68.599998
"252","2016-03-11",67.800003
"253","2016-03-14",68.400002
"254","2016-03-15",66.800003
"255","2016-03-16",66.599998
"256","2016-03-17",68
"257","2016-03-18",68
"258","2016-03-21",66.800003
"259","2016-03-22",66.800003
"260","2016-03-23",65.800003
"261","2016-03-24",65
"262","2016-03-28",65
"263","2016-03-29",65
"264","2016-03-30",61.400002
"265","2016-03-31",65
"266","2016-04-01",65
"267","2016-04-04",66
"268","2016-04-05",66
"269","2016-04-06",67.779999
"270","2016-04-07",66
"271","2016-04-08",65
"272","2016-04-11",60
"273","2016-04-12",62.200001
"274","2016-04-13",66.800003
"275","2016-04-14",66.900002
"276","2016-04-15",66
"277","2016-04-18",63
"278","2016-04-19",65
"279","2016-04-20",67
"280","2016-04-21",67
"281","2016-04-22",65
"282","2016-04-25",65
"283","2016-04-26",62.48
"284","2016-04-27",63
"285","2016-04-28",63
"286","2016-04-29",60
"287","2016-05-02",60
"288","2016-05-03",59.32
"289","2016-05-04",59.32
"290","2016-05-05",58.200001
"291","2016-05-06",58.200001
"292","2016-05-09",59.959999
"293","2016-05-10",60
"294","2016-05-11",60
"295","2016-05-12",60
"296","2016-05-13",64
"297","2016-05-16",63
"298","2016-05-17",66.599998
"299","2016-05-18",65
"300","2016-05-19",64
"301","2016-05-20",67
"302","2016-05-23",64
"303","2016-05-24",63.799999
"304","2016-05-25",63.799999
"305","2016-05-26",63.799999
"306","2016-05-27",61.200001
"307","2016-05-31",62
"308","2016-06-01",62.439999
"309","2016-06-02",62.439999
"310","2016-06-03",62.439999
"311","2016-06-06",62
"312","2016-06-07",60
"313","2016-06-08",57.139999
"314","2016-06-09",57.139999
"315","2016-06-10",60
"316","2016-06-13",60
"317","2016-06-14",60
"318","2016-06-15",60
"319","2016-06-16",60
"320","2016-06-17",60.400002
"321","2016-06-20",60
"322","2016-06-21",60
"323","2016-06-22",58.599998
"324","2016-06-23",58.599998
"325","2016-06-24",58
"326","2016-06-27",58
"327","2016-06-28",58
"328","2016-06-29",58
"329","2016-06-30",59
"330","2016-07-01",59
"331","2016-07-05",57.400002
"332","2016-07-06",55.200001
"333","2016-07-07",55
"334","2016-07-08",55
"335","2016-07-11",54.799999
"336","2016-07-12",54
"337","2016-07-13",54
"338","2016-07-14",54
"339","2016-07-15",54.200001
"340","2016-07-18",54
"341","2016-07-19",55
"342","2016-07-20",56
"343","2016-07-21",58.700001
"344","2016-07-22",56
"345","2016-07-25",55.900002
"346","2016-07-26",55.32
"347","2016-07-27",54
"348","2016-07-28",52.200001
"349","2016-07-29",52.68
"350","2016-08-01",52.68
"351","2016-08-02",52.68
"352","2016-08-03",53.599998
"353","2016-08-04",53.599998
"354","2016-08-05",52.799999
"355","2016-08-08",52.200001
"356","2016-08-09",52.200001
"357","2016-08-10",52.200001
"358","2016-08-11",52.200001
"359","2016-08-12",52.200001
"360","2016-08-15",52.200001
"361","2016-08-16",52.400002
"362","2016-08-17",52.400002
"363","2016-08-18",55
"364","2016-08-19",52
"365","2016-08-22",52
"366","2016-08-23",53
"367","2016-08-24",53.200001
"368","2016-08-25",53.200001
"369","2016-08-26",52
"370","2016-08-29",53
"371","2016-08-30",53
"372","2016-08-31",53
"373","2016-09-01",53
"374","2016-09-02",53
"375","2016-09-06",52
"376","2016-09-07",52
"377","2016-09-08",52
"378","2016-09-09",52
"379","2016-09-12",52
"380","2016-09-13",52
"381","2016-09-14",52
"382","2016-09-15",52
"383","2016-09-16",52
"384","2016-09-19",45.200001
"385","2016-09-20",49.599998
"386","2016-09-21",50
"387","2016-09-22",50
"388","2016-09-23",49
"389","2016-09-26",54.200001
"390","2016-09-27",54
"391","2016-09-28",55
"392","2016-09-29",55
"393","2016-09-30",55
"394","2016-10-03",55
"395","2016-10-04",54.599998
"396","2016-10-05",54.599998
"397","2016-10-06",49.799999
"398","2016-10-07",48
"399","2016-10-10",48
"400","2016-10-11",45.259998
"401","2016-10-12",46.799999
"402","2016-10-13",46.799999
"403","2016-10-14",46.799999
"404","2016-10-17",49.259998
"405","2016-10-18",42
"406","2016-10-19",45.400002
"407","2016-10-20",45.400002
"408","2016-10-21",45.400002
"409","2016-10-24",43
"410","2016-10-25",44
"411","2016-10-26",44
"412","2016-10-27",44
"413","2016-10-28",44
"414","2016-10-31",44
"415","2016-11-01",42.98
"416","2016-11-02",42.98
"417","2016-11-03",40
"418","2016-11-04",36.599998
"419","2016-11-07",38.200001
"420","2016-11-08",38.200001
"421","2016-11-09",36
"422","2016-11-10",36
"423","2016-11-11",40
"424","2016-11-14",40
"425","2016-11-15",40
"426","2016-11-16",39.400002
"427","2016-11-17",40.599998
"428","2016-11-18",40.599998
"429","2016-11-21",39.200001
"430","2016-11-22",37.200001
"431","2016-11-23",37.400002
"432","2016-11-25",37.599998
"433","2016-11-28",49.200001
"434","2016-11-29",49.599998
"435","2016-11-30",46
"436","2016-12-01",46.98
"437","2016-12-02",46.880001
"438","2016-12-05",45.799999
"439","2016-12-06",45.799999
"440","2016-12-07",45
"441","2016-12-08",46
"442","2016-12-09",46
"443","2016-12-12",46
"444","2016-12-13",41.599998
"445","2016-12-14",41.599998
"446","2016-12-15",41.599998
"447","2016-12-16",41.599998
"448","2016-12-19",43.799999
"449","2016-12-20",43.799999
"450","2016-12-21",43.799999
"451","2016-12-22",41.599998
"452","2016-12-23",44
"453","2016-12-27",45.200001
"454","2016-12-28",43
"455","2016-12-29",44
"456","2016-12-30",43.799999
"457","2017-01-03",42
"458","2017-01-04",42.400002
"459","2017-01-05",42.200001
"460","2017-01-06",41.599998
"461","2017-01-09",41
"462","2017-01-10",41
"463","2017-01-11",40.060001
"464","2017-01-12",42
"465","2017-01-13",42.599998
"466","2017-01-17",41
"467","2017-01-18",41
"468","2017-01-19",40.400002
"469","2017-01-20",40.400002
"470","2017-01-23",38.799999
"471","2017-01-24",38.799999
"472","2017-01-25",38.799999
"473","2017-01-26",38.799999
"474","2017-01-27",38.799999
"475","2017-01-30",39.880001
"476","2017-01-31",39.880001
"477","2017-02-01",39.880001
"478","2017-02-02",37.259998
"479","2017-02-03",37.259998
"480","2017-02-06",36.599998
"481","2017-02-07",38.639999
"482","2017-02-08",41.599998
"483","2017-02-09",46.799999
"484","2017-02-10",48.400002
"485","2017-02-13",47.200001
"486","2017-02-14",46.959999
"487","2017-02-15",47
"488","2017-02-16",47
"489","2017-02-17",44.599998
"490","2017-02-21",45
"491","2017-02-22",45.060001
"492","2017-02-23",45.459999
"493","2017-02-24",46.060001
"494","2017-02-27",46.599998
"495","2017-02-28",44.200001
"496","2017-03-01",44.200001
"497","2017-03-02",44.799999
"498","2017-03-03",44.419998
"499","2017-03-06",45.200001
"500","2017-03-07",46
"501","2017-03-08",45.299999
"502","2017-03-09",45
"503","2017-03-10",48.639999
"504","2017-03-13",48.400002
"505","2017-03-14",48.799999
"506","2017-03-15",54
"507","2017-03-16",54
"508","2017-03-17",54
"509","2017-03-20",56.200001
"510","2017-03-21",64.800003
"511","2017-03-22",66.199997
"512","2017-03-23",62.779999
"513","2017-03-24",59
"514","2017-03-27",64
"515","2017-03-28",61.720001
"516","2017-03-29",62
"517","2017-03-30",58.799999
"518","2017-03-31",62.400002
"519","2017-04-03",60
"520","2017-04-04",54
"521","2017-04-05",52
"522","2017-04-06",52.860001
"523","2017-04-07",52.860001
"524","2017-04-10",50.200001
"525","2017-04-11",50.200001
"526","2017-04-12",48
"527","2017-04-13",45.5
"528","2017-04-17",46
"529","2017-04-18",43.200001
"530","2017-04-19",43.580002
"531","2017-04-20",43.580002
"532","2017-04-21",41
"533","2017-04-24",41
"534","2017-04-25",43.900002
"535","2017-04-26",41.799999
"536","2017-04-27",41
"537","2017-04-28",41
"538","2017-05-01",39
"539","2017-05-02",39
"540","2017-05-03",41
"541","2017-05-04",35.599998
"542","2017-05-05",35
"543","2017-05-08",35.400002
"544","2017-05-09",37.400002
"545","2017-05-10",37.16
"546","2017-05-11",37.16
"547","2017-05-12",38.400002
"548","2017-05-15",38.799999
"549","2017-05-16",36
"550","2017-05-17",37.599998
"551","2017-05-18",42.599998
"552","2017-05-19",45.799999
"553","2017-05-22",46.220001
"554","2017-05-23",47.240002
"555","2017-05-24",47.299999
"556","2017-05-25",48.700001
"557","2017-05-26",46.200001
"558","2017-05-30",40.52
"559","2017-05-31",40.52
"560","2017-06-01",41.799999
"561","2017-06-02",42
"562","2017-06-05",31.4
"563","2017-06-06",20
"564","2017-06-07",14.42
"565","2017-06-08",15.4
"566","2017-06-09",13.2
"567","2017-06-12",11.92
"568","2017-06-13",11.24
"569","2017-06-14",12.06
"570","2017-06-15",13
"571","2017-06-16",13.6
"572","2017-06-19",11.8
"573","2017-06-20",13.44
"574","2017-06-21",12.68
"575","2017-06-22",11.6
"576","2017-06-23",11.3
"577","2017-06-26",11.2
"578","2017-06-27",11.46
"579","2017-06-28",11.6
"580","2017-06-29",11.2
"581","2017-06-30",11
"582","2017-07-03",10.8
"583","2017-07-05",10
"584","2017-07-06",9.6
"585","2017-07-07",9.8
"586","2017-07-10",9.24
"587","2017-07-11",9.24
"588","2017-07-12",9.5
"589","2017-07-13",6.84
"590","2017-07-14",7
"591","2017-07-17",6
"592","2017-07-18",6.1
"593","2017-07-19",6
"594","2017-07-20",5
"595","2017-07-21",6.22
"596","2017-07-24",8.8
"597","2017-07-25",7.8
"598","2017-07-26",8.6
"599","2017-07-27",7.8
"600","2017-07-28",8.2
"601","2017-07-31",8.18
"602","2017-08-01",7.4
"603","2017-08-02",7
"604","2017-08-03",7.3
"605","2017-08-04",7.22
"606","2017-08-07",6.1
"607","2017-08-08",6.9
"608","2017-08-09",6.84
"609","2017-08-10",7
"610","2017-08-11",7.2
"611","2017-08-14",7.36
"612","2017-08-15",7.4
"613","2017-08-16",7.04
"614","2017-08-17",6.8
"615","2017-08-18",6.8
"616","2017-08-21",6.6
"617","2017-08-22",6.68
"618","2017-08-23",6.44
"619","2017-08-24",6.76
"620","2017-08-25",6.6
"621","2017-08-28",5.6
"622","2017-08-29",6.32
"623","2017-08-30",5.74
"624","2017-08-31",5.8
"625","2017-09-01",5.66
"626","2017-09-05",5.68
"627","2017-09-06",6.4
"628","2017-09-07",8.8
"629","2017-09-08",9.78
"630","2017-09-11",6.2
"631","2017-09-12",6.1
"632","2017-09-13",5.82
"633","2017-09-14",5.82
"634","2017-09-15",5.74
"635","2017-09-18",5.68
"636","2017-09-19",5.8
"637","2017-09-20",5.6
"638","2017-09-21",5.66
"639","2017-09-22",5.66
"640","2017-09-25",6
"641","2017-09-26",6.02
"642","2017-09-27",5.82
"643","2017-09-28",5.78
"644","2017-09-29",5.8
"645","2017-10-02",5.66
"646","2017-10-03",5.78
"647","2017-10-04",5.92
"648","2017-10-05",5.8
"649","2017-10-06",5.78
"650","2017-10-09",7
"651","2017-10-10",6
"652","2017-10-11",5.8
"653","2017-10-12",5.62
"654","2017-10-13",5.86
"655","2017-10-16",5.92
"656","2017-10-17",5.78
"657","2017-10-18",5.74
"658","2017-10-19",5.6
"659","2017-10-20",5.6
"660","2017-10-23",5.1
"661","2017-10-24",5.28
"662","2017-10-25",5.3
"663","2017-10-26",5.26
"664","2017-10-27",5.28
"665","2017-10-30",5.54
"666","2017-10-31",5.4
"667","2017-11-01",5.1
"668","2017-11-02",5.22
"669","2017-11-03",5.56
"670","2017-11-06",5.4
"671","2017-11-07",5.4
"672","2017-11-08",5.72
"673","2017-11-09",6.4
"674","2017-11-10",5.6
"675","2017-11-13",5.4
"676","2017-11-14",5.32
"677","2017-11-15",5.38
"678","2017-11-16",5.4
"679","2017-11-17",5.4
"680","2017-11-20",5.34
"681","2017-11-21",5.2
"682","2017-11-22",5.32
"683","2017-11-24",5.28
"684","2017-11-27",5.5
"685","2017-11-28",4.9
"686","2017-11-29",5.18
"687","2017-11-30",5
"688","2017-12-01",5
"689","2017-12-04",5
"690","2017-12-05",4.88
"691","2017-12-06",4.8
"692","2017-12-07",5
"693","2017-12-08",4.86
"694","2017-12-11",4.42
"695","2017-12-12",4.36
"696","2017-12-13",4.4
"697","2017-12-14",4.4
"698","2017-12-15",4.2
"699","2017-12-18",4.36
"700","2017-12-19",4
"701","2017-12-20",3.78
"702","2017-12-21",3.96
"703","2017-12-22",4.2
"704","2017-12-26",4.34
"705","2017-12-27",4.24
"706","2017-12-28",4.4
"707","2017-12-29",4.38
"708","2018-01-02",4.76
"709","2018-01-03",4.6
"710","2018-01-04",4.22
"711","2018-01-05",4.58
"712","2018-01-08",4.66
"713","2018-01-09",4.2
"714","2018-01-10",4.2
"715","2018-01-11",4.16
"716","2018-01-12",4.2
"717","2018-01-16",4.2
"718","2018-01-17",4.5
"719","2018-01-18",4.8
"720","2018-01-19",4.68
"721","2018-01-22",4.4
"722","2018-01-23",4.46
"723","2018-01-24",4.48
"724","2018-01-25",4.2
"725","2018-01-26",4.2
"726","2018-01-29",4.26
"727","2018-01-30",4.14
"728","2018-01-31",4.22
"729","2018-02-01",4
"730","2018-02-02",4.14
"731","2018-02-05",4.38
"732","2018-02-06",4.54
"733","2018-02-07",4.54
"734","2018-02-08",4.4
"735","2018-02-09",4.38
"736","2018-02-12",4.2
"737","2018-02-13",4.1
"738","2018-02-14",3.86
"739","2018-02-15",3.92
"740","2018-02-16",3.82
"741","2018-02-20",4
"742","2018-02-21",3.66
"743","2018-02-22",3.82
"744","2018-02-23",3.8
"745","2018-02-26",3.84
"746","2018-02-27",3.78
"747","2018-02-28",3.66
"748","2018-03-01",3.82
"749","2018-03-02",3.8
"750","2018-03-05",4
"751","2018-03-06",4
"752","2018-03-07",4.14
"753","2018-03-08",4.12
"754","2018-03-09",4.12
"755","2018-03-12",4.08
"756","2018-03-13",4.6
"757","2018-03-14",4.4
"758","2018-03-15",4.4
"759","2018-03-16",4.24
"760","2018-03-19",4.18
"761","2018-03-20",4.2
"762","2018-03-21",4.12
"763","2018-03-22",4
"764","2018-03-23",3.92
"765","2018-03-26",3.9
"766","2018-03-27",3.66
"767","2018-03-28",3.6
"768","2018-03-29",3.82
"769","2018-04-02",4
"770","2018-04-03",4.2
"771","2018-04-04",4
"772","2018-04-05",3.84
"773","2018-04-06",3.7
"774","2018-04-09",3.58
"775","2018-04-10",3.8
"776","2018-04-11",3.6
"777","2018-04-12",3.46
"778","2018-04-13",3.8
"779","2018-04-16",3.62
"780","2018-04-17",3.42
"781","2018-04-18",3.2
"782","2018-04-19",3.38
"783","2018-04-20",3.2
"784","2018-04-23",3.2
"785","2018-04-24",3.46
"786","2018-04-25",3.6
"787","2018-04-26",3.761
"788","2018-04-27",3.85
"789","2018-04-30",3.67
"790","2018-05-01",4.74
"791","2018-05-02",4.06
"792","2018-05-03",3.43
"793","2018-05-04",3.973
"794","2018-05-07",3.71
"795","2018-05-08",3.85
"796","2018-05-09",3.87
"797","2018-05-10",3.98
"798","2018-05-11",4.07
"799","2018-05-14",3.86
"800","2018-05-15",3.76
"801","2018-05-16",3.85
"802","2018-05-17",3.52
"803","2018-05-18",3.55
"804","2018-05-21",3.39
"805","2018-05-22",3.28
"806","2018-05-23",3.32
"807","2018-05-24",3.238
"808","2018-05-25",3.34
"809","2018-05-29",3.24
"810","2018-05-30",3.61
"811","2018-05-31",3.64
"812","2018-06-01",3.63
"813","2018-06-04",3.65
"814","2018-06-05",3.45
"815","2018-06-06",3.538
"816","2018-06-07",3.64
"817","2018-06-08",3.736
"818","2018-06-11",3.77
"819","2018-06-12",3.73
"820","2018-06-13",4.095
"821","2018-06-14",4.658
"822","2018-06-15",4.49
"823","2018-06-18",4.02
"824","2018-06-19",3.99
"825","2018-06-20",3.91
"826","2018-06-21",3.9
"827","2018-06-22",3.886
"828","2018-06-25",3.75
"829","2018-06-26",4
"830","2018-06-27",3.9
"831","2018-06-28",4.02
"832","2018-06-29",3.79
"833","2018-07-02",4.1
"834","2018-07-03",4.23
"835","2018-07-05",3.86
"836","2018-07-06",3.9
"837","2018-07-09",4.029
"838","2018-07-10",3.93
"839","2018-07-11",3.98
"840","2018-07-12",4
"841","2018-07-13",3.89
"842","2018-07-16",3.86
"843","2018-07-17",3.81
"844","2018-07-18",3.75
"845","2018-07-19",3.68
"846","2018-07-20",3.41
"847","2018-07-23",3.44
"848","2018-07-24",3.2
"849","2018-07-25",3.34
"850","2018-07-26",3.17
"851","2018-07-27",3.12
"852","2018-07-30",3.01
"853","2018-07-31",2.99
"854","2018-08-01",3.214
"855","2018-08-02",3.129
"856","2018-08-03",3.06
"857","2018-08-06",3.3
"858","2018-08-07",3.36
"859","2018-08-08",3.29
"860","2018-08-09",3.3
"861","2018-08-10",3.164
"862","2018-08-13",3.115
"863","2018-08-14",3.09
"864","2018-08-15",3.14
"865","2018-08-16",3.1
"866","2018-08-17",3.15
"867","2018-08-20",3.05
"868","2018-08-21",3.163
"869","2018-08-22",3.2
"870","2018-08-23",3.2
"871","2018-08-24",3.2
"872","2018-08-27",3.15
"873","2018-08-28",3.05
"874","2018-08-29",3.2
"875","2018-08-30",3.15
"876","2018-08-31",3.25
"877","2018-09-04",4.124
"878","2018-09-05",3.9
"879","2018-09-06",3.7
"880","2018-09-07",3.58
"881","2018-09-10",3.37
"882","2018-09-11",3.3
"883","2018-09-12",3.11
"884","2018-09-13",3.02
"885","2018-09-14",3.15
"886","2018-09-17",3.27
"887","2018-09-18",3.07
"888","2018-09-19",3.116
"889","2018-09-20",3
"890","2018-09-21",2.67
"891","2018-09-24",2.7
"892","2018-09-25",2.99
"893","2018-09-26",3
"894","2018-09-27",3
"895","2018-09-28",3.001
"896","2018-10-01",3.145
"897","2018-10-02",3.24
"898","2018-10-03",3.359
"899","2018-10-04",3.36
"900","2018-10-05",3.6
"901","2018-10-08",3.25
"902","2018-10-09",4.017
"903","2018-10-10",3.85
"904","2018-10-11",3.274
"905","2018-10-12",3.628
"906","2018-10-15",3.65
"907","2018-10-16",3.903
"908","2018-10-17",3.584
"909","2018-10-18",3.216
"910","2018-10-19",3.33
"911","2018-10-22",3.19
"912","2018-10-23",3.17
"913","2018-10-24",3.113
"914","2018-10-25",2.97
"915","2018-10-26",2.9
"916","2018-10-29",2.962
"917","2018-10-30",3.05
"918","2018-10-31",3.077
"919","2018-11-01",2.95
"920","2018-11-02",2.95
"921","2018-11-05",2.9
"922","2018-11-06",2.9
"923","2018-11-07",3.05
"924","2018-11-08",2.915
"925","2018-11-09",2.915
"926","2018-11-12",3.2
"927","2018-11-13",3.2
"928","2018-11-14",3.24
"929","2018-11-15",3.044
"930","2018-11-16",2.95
"931","2018-11-19",3
"932","2018-11-20",2.65
"933","2018-11-21",3.11
"934","2018-11-23",2.61
"935","2018-11-26",3.07
"936","2018-11-27",3.15
"937","2018-11-28",2.95
"938","2018-11-29",2.8
"939","2018-11-30",3.015
"940","2018-12-03",2.95
"941","2018-12-04",2.593
"942","2018-12-06",2.64
"943","2018-12-07",2.5
"944","2018-12-10",2.5
"945","2018-12-11",2.5
"946","2018-12-12",2.53
"947","2018-12-13",2.47
"948","2018-12-14",2.47
"949","2018-12-17",2.45
"950","2018-12-18",2.4
"951","2018-12-19",2.13
"952","2018-12-20",1.9
"953","2018-12-21",1.91
"954","2018-12-24",2.115
"955","2018-12-26",2.062
"956","2018-12-27",2.056
"957","2018-12-28",2.11
"958","2018-12-31",2.1
"959","2019-01-02",2.1
"960","2019-01-03",2.1
"961","2019-01-04",2.55
"962","2019-01-07",2.52
"963","2019-01-08",2.645
"964","2019-01-09",2.95
"965","2019-01-10",3.19
"966","2019-01-11",3.714
"967","2019-01-14",3.88
"968","2019-01-15",3.76
"969","2019-01-16",3.9
"970","2019-01-17",3.784
"971","2019-01-18",3.92
"972","2019-01-22",4
"973","2019-01-23",3.87
"974","2019-01-24",4.06
"975","2019-01-25",4.09
"976","2019-01-28",3.96
"977","2019-01-29",3.82
"978","2019-01-30",3.98
"979","2019-01-31",4
"980","2019-02-01",3.98
"981","2019-02-04",3.964
"982","2019-02-05",3.66
"983","2019-02-06",3.7
"984","2019-02-07",3.81
"985","2019-02-08",3.816
"986","2019-02-11",3.77
"987","2019-02-12",3.78
"988","2019-02-13",3.75
"989","2019-02-14",3.61
"990","2019-02-15",3.635
"991","2019-02-19",3.711
"992","2019-02-20",3.75
"993","2019-02-21",3.57
"994","2019-02-22",3.784
"995","2019-02-25",3.75
"996","2019-02-26",3.712
"997","2019-02-27",3.63
"998","2019-02-28",3.618
"999","2019-03-01",3.66
"1000","2019-03-04",3.77
"1001","2019-03-05",3.74
"1002","2019-03-06",3.669
"1003","2019-03-07",3.72
"1004","2019-03-08",3.702
"1005","2019-03-11",3.73
"1006","2019-03-12",3.74
"1007","2019-03-13",3.62
"1008","2019-03-14",3.67
"1009","2019-03-15",3.75
"1010","2019-03-18",3.59
"1011","2019-03-19",3.539
"1012","2019-03-20",3.66
"1013","2019-03-21",3.364
"1014","2019-03-22",3.45
"1015","2019-03-25",3.49
"1016","2019-03-26",3.52
"1017","2019-03-27",3.417
"1018","2019-03-28",3.5
"1019","2019-03-29",3.408
"1020","2019-04-01",3.57
"1021","2019-04-02",3.57
"1022","2019-04-03",3.27
"1023","2019-04-04",3.2
