"","date","NEE"
"1","2007-01-03",13.775
"2","2007-01-04",13.765
"3","2007-01-05",13.5825
"4","2007-01-08",13.565
"5","2007-01-09",13.5775
"6","2007-01-10",13.5825
"7","2007-01-11",13.555
"8","2007-01-12",13.4625
"9","2007-01-16",13.5375
"10","2007-01-17",13.6
"11","2007-01-18",13.62
"12","2007-01-19",13.6825
"13","2007-01-22",13.6875
"14","2007-01-23",13.8025
"15","2007-01-24",13.855
"16","2007-01-25",13.8525
"17","2007-01-26",14
"18","2007-01-29",14.0325
"19","2007-01-30",14.055
"20","2007-01-31",14.1625
"21","2007-02-01",14.3625
"22","2007-02-02",14.4125
"23","2007-02-05",14.6575
"24","2007-02-06",14.7675
"25","2007-02-07",14.7225
"26","2007-02-08",14.8125
"27","2007-02-09",14.7375
"28","2007-02-12",14.745
"29","2007-02-13",14.86
"30","2007-02-14",14.9125
"31","2007-02-15",14.7625
"32","2007-02-16",14.81
"33","2007-02-20",14.9525
"34","2007-02-21",14.805
"35","2007-02-22",14.765
"36","2007-02-23",14.91
"37","2007-02-26",15.2925
"38","2007-02-27",14.8125
"39","2007-02-28",14.775
"40","2007-03-01",14.8625
"41","2007-03-02",14.4875
"42","2007-03-05",14.2725
"43","2007-03-06",14.465
"44","2007-03-07",14.425
"45","2007-03-08",14.485
"46","2007-03-09",14.5
"47","2007-03-12",14.7
"48","2007-03-13",14.5775
"49","2007-03-14",14.705
"50","2007-03-15",14.795
"51","2007-03-16",14.9
"52","2007-03-19",14.95
"53","2007-03-20",15.0725
"54","2007-03-21",15.23
"55","2007-03-22",15.275
"56","2007-03-23",15.4225
"57","2007-03-26",15.5275
"58","2007-03-27",15.435
"59","2007-03-28",15.3125
"60","2007-03-29",15.425
"61","2007-03-30",15.2925
"62","2007-04-02",15.6375
"63","2007-04-03",15.6425
"64","2007-04-04",15.4375
"65","2007-04-05",15.35
"66","2007-04-09",15.4375
"67","2007-04-10",15.4675
"68","2007-04-11",15.3
"69","2007-04-12",15.195
"70","2007-04-13",15.1175
"71","2007-04-16",15.3775
"72","2007-04-17",15.52
"73","2007-04-18",15.5975
"74","2007-04-19",15.4175
"75","2007-04-20",15.5625
"76","2007-04-23",15.9225
"77","2007-04-24",16.08
"78","2007-04-25",16.127501
"79","2007-04-26",16.077499
"80","2007-04-27",15.975
"81","2007-04-30",16.092501
"82","2007-05-01",16.1525
"83","2007-05-02",16.125
"84","2007-05-03",16.08
"85","2007-05-04",15.99
"86","2007-05-07",15.96
"87","2007-05-08",15.89
"88","2007-05-09",15.935
"89","2007-05-10",15.9025
"90","2007-05-11",16.147499
"91","2007-05-14",16.407499
"92","2007-05-15",16.34
"93","2007-05-16",16.4
"94","2007-05-17",16.2675
"95","2007-05-18",16.2675
"96","2007-05-21",16.379999
"97","2007-05-22",16.522499
"98","2007-05-23",16.182501
"99","2007-05-24",15.7075
"100","2007-05-25",15.645
"101","2007-05-29",15.7125
"102","2007-05-30",15.9375
"103","2007-05-31",15.9825
"104","2007-06-01",15.835
"105","2007-06-04",15.7275
"106","2007-06-05",15.335
"107","2007-06-06",14.9825
"108","2007-06-07",14.46
"109","2007-06-08",14.6275
"110","2007-06-11",15.095
"111","2007-06-12",14.75
"112","2007-06-13",15.0625
"113","2007-06-14",15.0525
"114","2007-06-15",15.325
"115","2007-06-18",15.1525
"116","2007-06-19",15.1375
"117","2007-06-20",14.74
"118","2007-06-21",14.825
"119","2007-06-22",14.495
"120","2007-06-25",14.44
"121","2007-06-26",14.165
"122","2007-06-27",14.4225
"123","2007-06-28",14.3375
"124","2007-06-29",14.185
"125","2007-07-02",14.35
"126","2007-07-03",14.2025
"127","2007-07-05",14.2025
"128","2007-07-06",14.125
"129","2007-07-09",13.995
"130","2007-07-10",13.885
"131","2007-07-11",13.83
"132","2007-07-12",14.1075
"133","2007-07-13",14.365
"134","2007-07-16",14.3725
"135","2007-07-17",14.5
"136","2007-07-18",14.625
"137","2007-07-19",14.8875
"138","2007-07-20",14.655
"139","2007-07-23",14.9625
"140","2007-07-24",14.375
"141","2007-07-25",14.565
"142","2007-07-26",14.0775
"143","2007-07-27",13.73
"144","2007-07-30",14.4475
"145","2007-07-31",14.4325
"146","2007-08-01",14.865
"147","2007-08-02",14.965
"148","2007-08-03",14.2775
"149","2007-08-06",15.185
"150","2007-08-07",15.73
"151","2007-08-08",15.65
"152","2007-08-09",15.3125
"153","2007-08-10",15.05
"154","2007-08-13",15.0675
"155","2007-08-14",14.835
"156","2007-08-15",14.7425
"157","2007-08-16",14.8225
"158","2007-08-17",15
"159","2007-08-20",14.89
"160","2007-08-21",15.0325
"161","2007-08-22",15.1875
"162","2007-08-23",15.11
"163","2007-08-24",15
"164","2007-08-27",14.5
"165","2007-08-28",14.315
"166","2007-08-29",14.6725
"167","2007-08-30",14.6175
"168","2007-08-31",14.71
"169","2007-09-04",15.095
"170","2007-09-05",14.7725
"171","2007-09-06",14.9
"172","2007-09-07",14.6475
"173","2007-09-10",14.8775
"174","2007-09-11",15.0575
"175","2007-09-12",15.195
"176","2007-09-13",15.235
"177","2007-09-14",15.3475
"178","2007-09-17",15.315
"179","2007-09-18",15.69
"180","2007-09-19",15.785
"181","2007-09-20",15.6575
"182","2007-09-21",15.775
"183","2007-09-24",15.505
"184","2007-09-25",15.4775
"185","2007-09-26",15.6825
"186","2007-09-27",15.4525
"187","2007-09-28",15.22
"188","2007-10-01",15.56
"189","2007-10-02",15.5475
"190","2007-10-03",15.565
"191","2007-10-04",15.6225
"192","2007-10-05",15.7075
"193","2007-10-08",15.5825
"194","2007-10-09",15.88
"195","2007-10-10",15.7625
"196","2007-10-11",15.74
"197","2007-10-12",15.885
"198","2007-10-15",15.7875
"199","2007-10-16",15.81
"200","2007-10-17",15.81
"201","2007-10-18",15.6425
"202","2007-10-19",15.1725
"203","2007-10-22",15.305
"204","2007-10-23",15.4425
