"","date","VCYT"
"92","2014-03-13",17.02
"93","2014-03-14",16.950001
"94","2014-03-17",16.639999
"95","2014-03-18",17.02
"96","2014-03-19",18.440001
"97","2014-03-20",18.379999
"98","2014-03-21",17.870001
"99","2014-03-24",17.540001
"100","2014-03-25",16.41
"101","2014-03-26",16.6
"102","2014-03-27",16.360001
"103","2014-03-28",16.32
"104","2014-03-31",17.129999
"105","2014-04-01",17.059999
"106","2014-04-02",16.889999
"107","2014-04-03",16.66
"108","2014-04-04",15.79
"109","2014-04-07",14.1
"110","2014-04-08",14.59
"111","2014-04-09",14.19
"112","2014-04-10",13.38
"113","2014-04-11",13.49
"114","2014-04-14",13.26
"115","2014-04-15",13.05
"116","2014-04-16",13.36
"117","2014-04-17",13.3
"118","2014-04-21",13.06
"119","2014-04-22",14.47
"120","2014-04-23",13.59
"121","2014-04-24",13.2
"122","2014-04-25",12.86
"123","2014-04-28",13.06
"124","2014-04-29",13.01
"125","2014-04-30",12.81
"126","2014-05-01",13.25
"127","2014-05-02",13.47
"128","2014-05-05",13.8
"129","2014-05-06",13.04
"130","2014-05-07",13.26
"131","2014-05-08",12.58
"132","2014-05-09",13
"133","2014-05-12",12.64
"134","2014-05-13",12.61
"135","2014-05-14",12.82
"136","2014-05-15",12.82
"137","2014-05-16",12.97
"138","2014-05-19",13.12
"139","2014-05-20",13.19
"140","2014-05-21",13.31
"141","2014-05-22",13.8
"142","2014-05-23",14.71
"143","2014-05-27",15.15
"144","2014-05-28",15.4
"145","2014-05-29",15.43
"146","2014-05-30",15.22
"147","2014-06-02",14.61
"148","2014-06-03",14.58
"149","2014-06-04",14.32
"150","2014-06-05",14.38
"151","2014-06-06",14.94
"152","2014-06-09",15
"153","2014-06-10",15.37
"154","2014-06-11",14.7
"155","2014-06-12",14.63
"156","2014-06-13",14.89
"157","2014-06-16",14.86
"158","2014-06-17",14.58
"159","2014-06-18",14.94
"160","2014-06-19",15.06
"161","2014-06-20",16.27
"162","2014-06-23",16.82
"163","2014-06-24",16.77
"164","2014-06-25",17.34
"165","2014-06-26",17.5
"166","2014-06-27",17.4
"167","2014-06-30",17.120001
"168","2014-07-01",17.030001
"169","2014-07-02",16.459999
"170","2014-07-03",16.02
"171","2014-07-07",15.73
"172","2014-07-08",15.43
"173","2014-07-09",15.25
"174","2014-07-10",14.92
"175","2014-07-11",14.56
"176","2014-07-14",14.1
"177","2014-07-15",14.02
"178","2014-07-16",14.01
"179","2014-07-17",13.64
"180","2014-07-18",14.06
"181","2014-07-21",14.16
"182","2014-07-22",14.2
"183","2014-07-23",14.4
"184","2014-07-24",14.78
"185","2014-07-25",14.67
"186","2014-07-28",14.68
"187","2014-07-29",14.55
"188","2014-07-30",14.93
"189","2014-07-31",14.3
"190","2014-08-01",14.24
"191","2014-08-04",14.29
"192","2014-08-05",14.56
"193","2014-08-06",14.77
"194","2014-08-07",14.51
"195","2014-08-08",14.77
"196","2014-08-11",14.5
"197","2014-08-12",14.66
"198","2014-08-13",14.65
"199","2014-08-14",13.47
"200","2014-08-15",12.84
"201","2014-08-18",12.54
"202","2014-08-19",12.72
"203","2014-08-20",12.62
"204","2014-08-21",12.57
"205","2014-08-22",12.45
"206","2014-08-25",12.43
"207","2014-08-26",12.77
"208","2014-08-27",12.87
"209","2014-08-28",12.66
"210","2014-08-29",12.56
"211","2014-09-02",12.49
"212","2014-09-03",12.47
"213","2014-09-04",12.42
"214","2014-09-05",12.55
"215","2014-09-08",12.51
"216","2014-09-09",12.41
"217","2014-09-10",12.06
"218","2014-09-11",11.77
"219","2014-09-12",11.28
"220","2014-09-15",11
"221","2014-09-16",10.45
"222","2014-09-17",10.42
"223","2014-09-18",10.26
"224","2014-09-19",10.27
"225","2014-09-22",9.86
"226","2014-09-23",9.83
"227","2014-09-24",9.95
"228","2014-09-25",9.74
"229","2014-09-26",9.55
"230","2014-09-29",9.73
"231","2014-09-30",9.75
"232","2014-10-01",9.24
"233","2014-10-02",9.5
"234","2014-10-03",9.6
"235","2014-10-06",9.37
"236","2014-10-07",9.16
"237","2014-10-08",9.08
"238","2014-10-09",8.66
"239","2014-10-10",8.65
"240","2014-10-13",8.55
"241","2014-10-14",8.23
"242","2014-10-15",7.655
"243","2014-10-16",7.48
"244","2014-10-17",7.31
"245","2014-10-20",7.72
"246","2014-10-21",7.76
"247","2014-10-22",7.88
"248","2014-10-23",8.12
"249","2014-10-24",8.06
"250","2014-10-27",7.92
"251","2014-10-28",7.92
"252","2014-10-29",7.89
"253","2014-10-30",7.96
"254","2014-10-31",8.07
"255","2014-11-03",8.01
"256","2014-11-04",8.38
"257","2014-11-05",8.23
"258","2014-11-06",8.08
"259","2014-11-07",7.73
"260","2014-11-10",7.68
"261","2014-11-11",7.8
"262","2014-11-12",7.9
"263","2014-11-13",7.46
"264","2014-11-14",6.77
"265","2014-11-17",6.82
"266","2014-11-18",6.74
"267","2014-11-19",6.54
"268","2014-11-20",6.61
"269","2014-11-21",6.6
"270","2014-11-24",6.78
"271","2014-11-25",6.61
"272","2014-11-26",6.64
"273","2014-11-28",6.52
"274","2014-12-01",6.37
"275","2014-12-02",6.33
"276","2014-12-03",6.34
"277","2014-12-04",6.48
"278","2014-12-05",6.71
"279","2014-12-08",7.23
"280","2014-12-09",7.32
"281","2014-12-10",7.55
"282","2014-12-11",7.31
"283","2014-12-12",7.45
"284","2014-12-15",7.53
"285","2014-12-16",7.28
"286","2014-12-17",7.67
"287","2014-12-18",7.75
"288","2014-12-19",8.34
"289","2014-12-22",8.08
"290","2014-12-23",8.17
"291","2014-12-24",8.24
"292","2014-12-26",9.27
"293","2014-12-29",9.17
"294","2014-12-30",9.52
"295","2014-12-31",9.66
"296","2015-01-02",9.45
"297","2015-01-05",9.19
"298","2015-01-06",8.6
"299","2015-01-07",8.37
"300","2015-01-08",8.23
"301","2015-01-09",8.2
"302","2015-01-12",8.04
"303","2015-01-13",8.43
"304","2015-01-14",8.25
"305","2015-01-15",7.97
"306","2015-01-16",8.23
"307","2015-01-20",8.39
"308","2015-01-21",7.98
"309","2015-01-22",8.08
"310","2015-01-23",8.03
"311","2015-01-26",7.94
"312","2015-01-27",8.04
"313","2015-01-28",7.96
"314","2015-01-29",8.31
"315","2015-01-30",8.1
"316","2015-02-02",8.2
"317","2015-02-03",8.11
"318","2015-02-04",8.29
"319","2015-02-05",8.46
"320","2015-02-06",8.46
"321","2015-02-09",8.47
"322","2015-02-10",8.36
"323","2015-02-11",8.56
"324","2015-02-12",8.55
"325","2015-02-13",8.77
"326","2015-02-17",9.01
"327","2015-02-18",9.02
"328","2015-02-19",8.98
"329","2015-02-20",8.79
"330","2015-02-23",8.62
"331","2015-02-24",8.6
"332","2015-02-25",8.66
"333","2015-02-26",8.64
"334","2015-02-27",8.79
"335","2015-03-02",8.86
"336","2015-03-03",8.61
"337","2015-03-04",8.55
"338","2015-03-05",8.49
"339","2015-03-06",8.45
"340","2015-03-09",8.09
"341","2015-03-10",7.95
"342","2015-03-11",7.9
"343","2015-03-12",7.98
"344","2015-03-13",7.68
"345","2015-03-16",7.65
"346","2015-03-17",7.68
"347","2015-03-18",8.2
"348","2015-03-19",8.3
"349","2015-03-20",7.31
"350","2015-03-23",6.97
"351","2015-03-24",6.93
"352","2015-03-25",6.96
"353","2015-03-26",6.68
"354","2015-03-27",7.06
"355","2015-03-30",7.05
"356","2015-03-31",7.28
"357","2015-04-01",7.59
"358","2015-04-02",7.44
"359","2015-04-06",8.11
"360","2015-04-07",8.035
"361","2015-04-08",8.23
"362","2015-04-09",8.24
"363","2015-04-10",8.16
"364","2015-04-13",8.31
"365","2015-04-14",8.88
"366","2015-04-15",8.9
"367","2015-04-16",8.82
"368","2015-04-17",8.83
"369","2015-04-20",8.42
"370","2015-04-21",8.1
"371","2015-04-22",8.15
"372","2015-04-23",9.23
"373","2015-04-24",9.63
"374","2015-04-27",9.83
"375","2015-04-28",9.56
"376","2015-04-29",9.51
"377","2015-04-30",9.15
"378","2015-05-01",8.97
"379","2015-05-04",8.93
"380","2015-05-05",8.54
"381","2015-05-06",8.55
"382","2015-05-07",8.58
"383","2015-05-08",8.81
"384","2015-05-11",8.82
"385","2015-05-12",8.81
"386","2015-05-13",8.65
"387","2015-05-14",8.57
"388","2015-05-15",9.27
"389","2015-05-18",10.63
"390","2015-05-19",10.41
"391","2015-05-20",10.79
"392","2015-05-21",10.84
"393","2015-05-22",10.69
"394","2015-05-26",10.33
"395","2015-05-27",10.33
"396","2015-05-28",10.25
"397","2015-05-29",10.5
"398","2015-06-01",10.04
"399","2015-06-02",10.7
"400","2015-06-03",11.13
"401","2015-06-04",11.46
"402","2015-06-05",11.74
"403","2015-06-08",11.52
"404","2015-06-09",11.23
"405","2015-06-10",11.23
"406","2015-06-11",11.14
"407","2015-06-12",10.82
"408","2015-06-15",11.24
"409","2015-06-16",11.25
"410","2015-06-17",11.25
"411","2015-06-18",11.3
"412","2015-06-19",11.66
"413","2015-06-22",11.54
"414","2015-06-23",11.73
"415","2015-06-24",11.52
"416","2015-06-25",11.18
"417","2015-06-26",11.93
"418","2015-06-29",11.08
"419","2015-06-30",11.14
"420","2015-07-01",10.59
"421","2015-07-02",10.27
"422","2015-07-06",9.77
"423","2015-07-07",9.81
"424","2015-07-08",9.61
"425","2015-07-09",9.55
"426","2015-07-10",10.77
"427","2015-07-13",10.77
"428","2015-07-14",11.01
"429","2015-07-15",11.11
"430","2015-07-16",11.39
"431","2015-07-17",11.39
"432","2015-07-20",11.25
"433","2015-07-21",11.07
"434","2015-07-22",11.99
"435","2015-07-23",12.36
"436","2015-07-24",11.97
"437","2015-07-27",11.96
"438","2015-07-28",11.45
"439","2015-07-29",11.29
"440","2015-07-30",11.13
"441","2015-07-31",11.6
"442","2015-08-03",11.65
"443","2015-08-04",11.3
"444","2015-08-05",10.91
"445","2015-08-06",10.62
"446","2015-08-07",10.05
"447","2015-08-10",10.13
"448","2015-08-11",9.77
"449","2015-08-12",9.97
"450","2015-08-13",9.81
"451","2015-08-14",9.18
"452","2015-08-17",9.33
"453","2015-08-18",9.26
"454","2015-08-19",8.95
"455","2015-08-20",8.43
"456","2015-08-21",8.41
"457","2015-08-24",8.3
"458","2015-08-25",8.03
"459","2015-08-26",8.25
"460","2015-08-27",8.27
"461","2015-08-28",8.74
"462","2015-08-31",9.43
"463","2015-09-01",8.91
"464","2015-09-02",8.78
"465","2015-09-03",8.85
"466","2015-09-04",8.84
"467","2015-09-08",8.84
"468","2015-09-09",8.81
"469","2015-09-10",8.96
"470","2015-09-11",9.43
"471","2015-09-14",9.11
"472","2015-09-15",9
"473","2015-09-16",8.68
"474","2015-09-17",8.61
"475","2015-09-18",8.39
"476","2015-09-21",8.14
"477","2015-09-22",7.84
"478","2015-09-23",7.7
"479","2015-09-24",7.48
"480","2015-09-25",7.03
"481","2015-09-28",5.51
"482","2015-09-29",4.94
"483","2015-09-30",4.69
"484","2015-10-01",5.18
"485","2015-10-02",5.83
"486","2015-10-05",5.81
"487","2015-10-06",5.77
"488","2015-10-07",6.3
"489","2015-10-08",6.4
"490","2015-10-09",6.5
"491","2015-10-12",6.09
"492","2015-10-13",5.88
"493","2015-10-14",5.81
"494","2015-10-15",6.37
"495","2015-10-16",6.52
"496","2015-10-19",6.44
"497","2015-10-20",6.41
"498","2015-10-21",6.57
"499","2015-10-22",6.42
"500","2015-10-23",6.91
"501","2015-10-26",6.8
"502","2015-10-27",6.37
"503","2015-10-28",6.88
"504","2015-10-29",6.55
"505","2015-10-30",6.51
"506","2015-11-02",6.12
"507","2015-11-03",6.01
"508","2015-11-04",7.15
"509","2015-11-05",7.14
"510","2015-11-06",7.08
"511","2015-11-09",7.12
"512","2015-11-10",6.65
"513","2015-11-11",6.38
"514","2015-11-12",6.14
"515","2015-11-13",6.32
"516","2015-11-16",6.29
"517","2015-11-17",6.27
"518","2015-11-18",7.27
"519","2015-11-19",7.28
"520","2015-11-20",7.26
"521","2015-11-23",7.28
"522","2015-11-24",7.2
"523","2015-11-25",7.24
"524","2015-11-27",7.3
"525","2015-11-30",7.19
"526","2015-12-01",7.19
"527","2015-12-02",7.05
"528","2015-12-03",7.02
"529","2015-12-04",6.99
"530","2015-12-07",6.83
"531","2015-12-08",7.01
"532","2015-12-09",7.04
"533","2015-12-10",7.14
"534","2015-12-11",6.82
"535","2015-12-14",6.82
"536","2015-12-15",7.04
"537","2015-12-16",7.19
"538","2015-12-17",7.1
"539","2015-12-18",7.04
"540","2015-12-21",7
"541","2015-12-22",7.33
"542","2015-12-23",7.37
"543","2015-12-24",7.32
"544","2015-12-28",7.2
"545","2015-12-29",7.1
"546","2015-12-30",7.17
"547","2015-12-31",7.2
"548","2016-01-04",6.79
"549","2016-01-05",6.82
"550","2016-01-06",6.65
"551","2016-01-07",6.51
"552","2016-01-08",6.26
"553","2016-01-11",5.8
"554","2016-01-12",6.2
"555","2016-01-13",6
"556","2016-01-14",5.93
"557","2016-01-15",5.95
"558","2016-01-19",5.83
"559","2016-01-20",6.13
"560","2016-01-21",6.16
"561","2016-01-22",6.47
"562","2016-01-25",6.4
"563","2016-01-26",6.51
"564","2016-01-27",6.29
"565","2016-01-28",6.26
"566","2016-01-29",6.48
"567","2016-02-01",6.06
"568","2016-02-02",5.76
"569","2016-02-03",5.78
"570","2016-02-04",5.81
"571","2016-02-05",5.36
"572","2016-02-08",5.51
"573","2016-02-09",5.49
"574","2016-02-10",5.32
"575","2016-02-11",5.33
"576","2016-02-12",5.6
"577","2016-02-16",5.6
"578","2016-02-17",6.32
"579","2016-02-18",6.09
"580","2016-02-19",6.18
"581","2016-02-22",6.38
"582","2016-02-23",6.05
"583","2016-02-24",6.16
"584","2016-02-25",6.21
"585","2016-02-26",6.44
"586","2016-02-29",6.6
"587","2016-03-01",6.45
"588","2016-03-02",6.5
"589","2016-03-03",6.49
"590","2016-03-04",6.48
"591","2016-03-07",6.67
"592","2016-03-08",6.48
"593","2016-03-09",6.46
"594","2016-03-10",6.2
"595","2016-03-11",5.89
"596","2016-03-14",5.61
"597","2016-03-15",5.43
"598","2016-03-16",5.09
"599","2016-03-17",4.72
"600","2016-03-18",4.76
"601","2016-03-21",4.7
"602","2016-03-22",4.58
"603","2016-03-23",4.51
"604","2016-03-24",4.9
"605","2016-03-28",5.2
"606","2016-03-29",5.4
"607","2016-03-30",5.33
"608","2016-03-31",5.4
"609","2016-04-01",5.34
"610","2016-04-04",5.23
"611","2016-04-05",5.12
"612","2016-04-06",5.35
"613","2016-04-07",5.26
"614","2016-04-08",5.27
"615","2016-04-11",5.38
"616","2016-04-12",5.44
"617","2016-04-13",5.5
"618","2016-04-14",5.52
"619","2016-04-15",5.56
"620","2016-04-18",5.56
"621","2016-04-19",5.39
"622","2016-04-20",5.45
"623","2016-04-21",5.42
"624","2016-04-22",5.8
"625","2016-04-25",5.85
"626","2016-04-26",5.84
"627","2016-04-27",5.85
"628","2016-04-28",5.79
"629","2016-04-29",5.8
"630","2016-05-02",5.74
"631","2016-05-03",5.6
"632","2016-05-04",5.29
"633","2016-05-05",5.23
"634","2016-05-06",5.35
"635","2016-05-09",5.52
"636","2016-05-10",5.51
"637","2016-05-11",5.32
"638","2016-05-12",5.26
"639","2016-05-13",5.16
"640","2016-05-16",5.4
"641","2016-05-17",5.18
"642","2016-05-18",5.22
"643","2016-05-19",5.26
"644","2016-05-20",5.26
"645","2016-05-23",5.22
"646","2016-05-24",5.4
"647","2016-05-25",5.56
"648","2016-05-26",5.44
"649","2016-05-27",5.36
"650","2016-05-31",5.49
"651","2016-06-01",5.45
"652","2016-06-02",5.48
"653","2016-06-03",5.3
"654","2016-06-06",5.45
"655","2016-06-07",5.47
"656","2016-06-08",5.46
"657","2016-06-09",5.37
"658","2016-06-10",5.27
"659","2016-06-13",4.97
"660","2016-06-14",5.03
"661","2016-06-15",5.19
"662","2016-06-16",5.14
"663","2016-06-17",5.1
"664","2016-06-20",5.28
"665","2016-06-21",5.2
"666","2016-06-22",5.22
"667","2016-06-23",5.25
"668","2016-06-24",5.05
"669","2016-06-27",4.95
"670","2016-06-28",5.01
"671","2016-06-29",5
"672","2016-06-30",5.03
"673","2016-07-01",5.02
"674","2016-07-05",4.99
"675","2016-07-06",5.01
"676","2016-07-07",5.04
"677","2016-07-08",4.99
"678","2016-07-11",5.05
"679","2016-07-12",5.2
"680","2016-07-13",5.12
"681","2016-07-14",5.11
"682","2016-07-15",5.2
"683","2016-07-18",5.15
"684","2016-07-19",4.98
"685","2016-07-20",4.97
"686","2016-07-21",4.97
"687","2016-07-22",5
"688","2016-07-25",4.92
"689","2016-07-26",5
"690","2016-07-27",4.99
"691","2016-07-28",4.96
"692","2016-07-29",4.95
"693","2016-08-01",4.98
"694","2016-08-02",4.94
"695","2016-08-03",4.93
"696","2016-08-04",4.93
"697","2016-08-05",5.09
"698","2016-08-08",5
"699","2016-08-09",4.98
"700","2016-08-10",4.94
"701","2016-08-11",5.05
"702","2016-08-12",5.05
"703","2016-08-15",5.11
"704","2016-08-16",5.09
"705","2016-08-17",5.12
"706","2016-08-18",5.16
"707","2016-08-19",5.17
"708","2016-08-22",5.2
"709","2016-08-23",5.25
"710","2016-08-24",5.34
"711","2016-08-25",5.31
"712","2016-08-26",5.43
"713","2016-08-29",5.535
"714","2016-08-30",5.54
"715","2016-08-31",5.63
"716","2016-09-01",5.6
"717","2016-09-02",5.65
"718","2016-09-06",5.68
"719","2016-09-07",5.82
"720","2016-09-08",6.74
"721","2016-09-09",6.57
"722","2016-09-12",6.84
"723","2016-09-13",6.78
"724","2016-09-14",6.75
"725","2016-09-15",6.83
"726","2016-09-16",6.96
"727","2016-09-19",6.76
"728","2016-09-20",6.83
"729","2016-09-21",7
"730","2016-09-22",7.23
"731","2016-09-23",7.4
"732","2016-09-26",7.24
"733","2016-09-27",7.28
"734","2016-09-28",7.47
"735","2016-09-29",7.44
"736","2016-09-30",7.61
"737","2016-10-03",7.67
"738","2016-10-04",7.49
"739","2016-10-05",7.76
"740","2016-10-06",7.74
"741","2016-10-07",7.69
"742","2016-10-10",8.1
"743","2016-10-11",7.76
"744","2016-10-12",7.58
"745","2016-10-13",7.46
"746","2016-10-14",7.58
"747","2016-10-17",7.59
"748","2016-10-18",7.75
"749","2016-10-19",7.96
"750","2016-10-20",8.13
"751","2016-10-21",8.12
"752","2016-10-24",8.14
"753","2016-10-25",7.99
"754","2016-10-26",7.96
"755","2016-10-27",7.78
"756","2016-10-28",7.53
"757","2016-10-31",7.26
"758","2016-11-01",7.13
"759","2016-11-02",6.4
"760","2016-11-03",6.12
"761","2016-11-04",6.28
"762","2016-11-07",6.5
"763","2016-11-08",6.74
"764","2016-11-09",6.98
"765","2016-11-10",7.23
"766","2016-11-11",7
"767","2016-11-14",7.17
"768","2016-11-15",7.25
"769","2016-11-16",7.31
"770","2016-11-17",7.43
"771","2016-11-18",7.69
"772","2016-11-21",7.65
"773","2016-11-22",7.52
"774","2016-11-23",7.73
"775","2016-11-25",7.75
"776","2016-11-28",7.68
"777","2016-11-29",7.83
"778","2016-11-30",7.63
"779","2016-12-01",7.71
"780","2016-12-02",7.63
"781","2016-12-05",7.7
"782","2016-12-06",7.47
"783","2016-12-07",7.4
"784","2016-12-08",7.58
"785","2016-12-09",7.49
"786","2016-12-12",7.39
"787","2016-12-13",7.39
"788","2016-12-14",7.34
"789","2016-12-15",7.29
"790","2016-12-16",7.19
"791","2016-12-19",7.21
"792","2016-12-20",7.41
"793","2016-12-21",7.33
"794","2016-12-22",7.35
"795","2016-12-23",7.67
"796","2016-12-27",7.77
"797","2016-12-28",7.41
"798","2016-12-29",7.66
"799","2016-12-30",7.74
"800","2017-01-03",7.85
"801","2017-01-04",7.99
"802","2017-01-05",7.76
"803","2017-01-06",7.64
"804","2017-01-09",7.53
"805","2017-01-10",7.5
"806","2017-01-11",7.49
"807","2017-01-12",7.52
"808","2017-01-13",7.7
"809","2017-01-17",7.71
"810","2017-01-18",7.69
"811","2017-01-19",7.44
"812","2017-01-20",7.43
"813","2017-01-23",7.42
"814","2017-01-24",7.59
"815","2017-01-25",7.67
"816","2017-01-26",7.42
"817","2017-01-27",7.43
"818","2017-01-30",7.44
"819","2017-01-31",7.38
"820","2017-02-01",7.42
"821","2017-02-02",7.44
"822","2017-02-03",7.56
"823","2017-02-06",7.63
"824","2017-02-07",7.58
"825","2017-02-08",7.53
"826","2017-02-09",7.62
"827","2017-02-10",7.76
"828","2017-02-13",7.73
"829","2017-02-14",7.75
"830","2017-02-15",7.77
"831","2017-02-16",7.73
"832","2017-02-17",8
"833","2017-02-21",8.29
"834","2017-02-22",8.05
"835","2017-02-23",7.89
"836","2017-02-24",7.95
"837","2017-02-27",7.96
"838","2017-02-28",7.75
"839","2017-03-01",8.04
"840","2017-03-02",8.68
"841","2017-03-03",9.05
"842","2017-03-06",9.13
"843","2017-03-07",9.13
"844","2017-03-08",9.15
"845","2017-03-09",9.12
"846","2017-03-10",9.41
"847","2017-03-13",8.92
"848","2017-03-14",8.89
"849","2017-03-15",9.15
"850","2017-03-16",9.21
"851","2017-03-17",9.22
"852","2017-03-20",9.19
"853","2017-03-21",9.04
"854","2017-03-22",9
"855","2017-03-23",9.11
"856","2017-03-24",9.17
"857","2017-03-27",9.16
"858","2017-03-28",9.1
"859","2017-03-29",9.19
"860","2017-03-30",9.05
"861","2017-03-31",9.18
"862","2017-04-03",9.15
"863","2017-04-04",9.01
"864","2017-04-05",8.85
"865","2017-04-06",8.71
"866","2017-04-07",8.77
"867","2017-04-10",8.53
"868","2017-04-11",8.52
"869","2017-04-12",8.4
"870","2017-04-13",8.16
"871","2017-04-17",8.3
"872","2017-04-18",8.13
"873","2017-04-19",8.11
"874","2017-04-20",8.09
"875","2017-04-21",7.82
"876","2017-04-24",7.77
"877","2017-04-25",8.21
"878","2017-04-26",8.66
"879","2017-04-27",8.58
"880","2017-04-28",8.47
"881","2017-05-01",8.52
"882","2017-05-02",8.3
"883","2017-05-03",7.83
"884","2017-05-04",8.26
"885","2017-05-05",8.22
"886","2017-05-08",7.63
"887","2017-05-09",7.77
"888","2017-05-10",7.88
"889","2017-05-11",7.87
"890","2017-05-12",8.09
"891","2017-05-15",8.16
"892","2017-05-16",8.2
"893","2017-05-17",7.89
"894","2017-05-18",8.33
"895","2017-05-19",8.23
"896","2017-05-22",8.28
"897","2017-05-23",8.25
"898","2017-05-24",8.05
"899","2017-05-25",7.98
"900","2017-05-26",8.11
"901","2017-05-30",7.89
"902","2017-05-31",8.14
"903","2017-06-01",8.34
"904","2017-06-02",8.26
"905","2017-06-05",8.03
"906","2017-06-06",7.99
"907","2017-06-07",7.94
"908","2017-06-08",7.92
"909","2017-06-09",7.78
"910","2017-06-12",7.97
"911","2017-06-13",7.99
"912","2017-06-14",7.89
"913","2017-06-15",7.89
"914","2017-06-16",7.67
"915","2017-06-19",7.86
"916","2017-06-20",7.85
"917","2017-06-21",7.79
"918","2017-06-22",7.88
"919","2017-06-23",7.76
"920","2017-06-26",7.9
"921","2017-06-27",8.13
"922","2017-06-28",8.25
"923","2017-06-29",8.37
"924","2017-06-30",8.33
"925","2017-07-03",8.26
"926","2017-07-05",7.9
"927","2017-07-06",7.66
"928","2017-07-07",7.71
"929","2017-07-10",7.71
"930","2017-07-11",8.1
"931","2017-07-12",8.14
"932","2017-07-13",8.04
"933","2017-07-14",7.93
"934","2017-07-17",8.03
"935","2017-07-18",7.96
"936","2017-07-19",8.03
"937","2017-07-20",8.14
"938","2017-07-21",8.22
"939","2017-07-24",8.06
"940","2017-07-25",8.08
"941","2017-07-26",8.11
"942","2017-07-27",8.29
"943","2017-07-28",8.38
"944","2017-07-31",8
"945","2017-08-01",8.2
"946","2017-08-02",8.33
"947","2017-08-03",8.25
"948","2017-08-04",8.27
"949","2017-08-07",8.26
"950","2017-08-08",8.03
"951","2017-08-09",8.05
"952","2017-08-10",8
"953","2017-08-11",8.08
"954","2017-08-14",8.09
"955","2017-08-15",8.11
"956","2017-08-16",8.14
"957","2017-08-17",8.07
"958","2017-08-18",8.07
"959","2017-08-21",8.05
"960","2017-08-22",7.82
"961","2017-08-23",7.91
"962","2017-08-24",7.82
"963","2017-08-25",7.87
"964","2017-08-28",7.84
"965","2017-08-29",7.89
"966","2017-08-30",7.98
"967","2017-08-31",8.19
"968","2017-09-01",8.27
"969","2017-09-05",8.51
"970","2017-09-06",8.55
"971","2017-09-07",8.27
"972","2017-09-08",8.23
"973","2017-09-11",8.27
"974","2017-09-12",8.2
"975","2017-09-13",8.05
"976","2017-09-14",8.07
"977","2017-09-15",7.99
"978","2017-09-18",7.81
"979","2017-09-19",8.04
"980","2017-09-20",8.52
"981","2017-09-21",8.3
"982","2017-09-22",8.48
"983","2017-09-25",8.49
"984","2017-09-26",8.63
"985","2017-09-27",8.32
"986","2017-09-28",8.48
"987","2017-09-29",8.77
"988","2017-10-02",9.09
"989","2017-10-03",9.37
"990","2017-10-04",9.17
"991","2017-10-05",9.23
"992","2017-10-06",9.22
"993","2017-10-09",8.95
"994","2017-10-10",8.82
"995","2017-10-11",8.97
"996","2017-10-12",8.9
"997","2017-10-13",8.8
"998","2017-10-16",9.04
"999","2017-10-17",8.9
