"","date","DHIL"
"1","2007-01-03",83.989998
"2","2007-01-04",83.629997
"3","2007-01-05",84.089996
"4","2007-01-08",85.230003
"5","2007-01-09",83.550003
"6","2007-01-10",85.580002
"7","2007-01-11",90
"8","2007-01-12",97.970001
"9","2007-01-16",99.5
"10","2007-01-17",97.040001
"11","2007-01-18",93.470001
"12","2007-01-19",95.400002
"13","2007-01-22",97.339996
"14","2007-01-23",97.739998
"15","2007-01-24",97.440002
"16","2007-01-25",96.089996
"17","2007-01-26",95.25
"18","2007-01-29",96.300003
"19","2007-01-30",97.519997
"20","2007-01-31",98.309998
"21","2007-02-01",97.589996
"22","2007-02-02",98.389999
"23","2007-02-05",99.760002
"24","2007-02-06",100.919998
"25","2007-02-07",106.580002
"26","2007-02-08",107.989998
"27","2007-02-09",109.75
"28","2007-02-12",107.989998
"29","2007-02-13",111.239998
"30","2007-02-14",105.5
"31","2007-02-15",107
"32","2007-02-16",108.400002
"33","2007-02-20",101.5
"34","2007-02-21",105.389999
"35","2007-02-22",103.449997
"36","2007-02-23",104.690002
"37","2007-02-26",103.5
"38","2007-02-27",100.559998
"39","2007-02-28",100
"40","2007-03-01",98.269997
"41","2007-03-02",94.769997
"42","2007-03-05",86.5
"43","2007-03-06",87.650002
"44","2007-03-07",90.32
"45","2007-03-08",94
"46","2007-03-09",101.599998
"47","2007-03-12",102.510002
"48","2007-03-13",98.989998
"49","2007-03-14",98.510002
"50","2007-03-15",99.050003
"51","2007-03-16",99.349998
"52","2007-03-19",98.360001
"53","2007-03-20",96.5
"54","2007-03-21",96.989998
"55","2007-03-22",97.690002
"56","2007-03-23",99.5
"57","2007-03-26",97.379997
"58","2007-03-27",97.099998
"59","2007-03-28",97.150002
"60","2007-03-29",98
"61","2007-03-30",97.510002
"62","2007-04-02",96.989998
"63","2007-04-03",97.580002
"64","2007-04-04",97.540001
"65","2007-04-05",97.839996
"66","2007-04-09",96.889999
"67","2007-04-10",97
"68","2007-04-11",97.989998
"69","2007-04-12",98
"70","2007-04-13",100
"71","2007-04-16",106.230003
"72","2007-04-17",107.779999
"73","2007-04-18",106
"74","2007-04-19",102.970001
"75","2007-04-20",103.839996
"76","2007-04-23",101.139999
"77","2007-04-24",99.980003
"78","2007-04-25",99.699997
"79","2007-04-26",100
"80","2007-04-27",100
"81","2007-04-30",100.5
"82","2007-05-01",99
"83","2007-05-02",97
"84","2007-05-03",93.639999
"85","2007-05-04",94
"86","2007-05-07",93.599998
"87","2007-05-08",93.040001
"88","2007-05-09",93.32
"89","2007-05-10",90.099998
"90","2007-05-11",93.169998
"91","2007-05-14",94.25
"92","2007-05-15",94.220001
"93","2007-05-16",95.800003
"94","2007-05-17",95.800003
"95","2007-05-18",95.190002
"96","2007-05-21",93.5
"97","2007-05-22",93
"98","2007-05-23",92.25
"99","2007-05-24",92.120003
"100","2007-05-25",91.730003
"101","2007-05-29",91.260002
"102","2007-05-30",93.309998
"103","2007-05-31",93.110001
"104","2007-06-01",93.050003
"105","2007-06-04",92.580002
"106","2007-06-05",91.830002
"107","2007-06-06",92.010002
"108","2007-06-07",92.589996
"109","2007-06-08",92.800003
"110","2007-06-11",93.440002
"111","2007-06-12",92.699997
"112","2007-06-13",92.199997
"113","2007-06-14",88.75
"114","2007-06-15",89.110001
"115","2007-06-18",86.110001
"116","2007-06-19",82.610001
"117","2007-06-20",88.639999
"118","2007-06-21",92.470001
"119","2007-06-22",90.900002
"120","2007-06-25",90.629997
"121","2007-06-26",91.910004
"122","2007-06-27",91.519997
"123","2007-06-28",90.940002
"124","2007-06-29",90.660004
"125","2007-07-02",90.209999
"126","2007-07-03",87.699997
"127","2007-07-05",87
"128","2007-07-06",86.279999
"129","2007-07-09",85.830002
"130","2007-07-10",83.25
"131","2007-07-11",83.25
"132","2007-07-12",86.959999
"133","2007-07-13",88
"134","2007-07-16",88
"135","2007-07-17",88.989998
"136","2007-07-18",89.209999
"137","2007-07-19",89.150002
"138","2007-07-20",87.989998
"139","2007-07-23",84.510002
"140","2007-07-24",84.519997
"141","2007-07-25",85.610001
"142","2007-07-26",84.239998
"143","2007-07-27",84
"144","2007-07-30",83.459999
"145","2007-07-31",85
"146","2007-08-01",84.209999
"147","2007-08-02",84
"148","2007-08-03",82.360001
"149","2007-08-06",80.5
"150","2007-08-07",80.309998
"151","2007-08-08",72
"152","2007-08-09",70.889999
"153","2007-08-10",71.849998
"154","2007-08-13",75.5
"155","2007-08-14",74.589996
"156","2007-08-15",73
"157","2007-08-16",71.669998
"158","2007-08-17",71
"159","2007-08-20",73.519997
"160","2007-08-21",77
"161","2007-08-22",78.050003
"162","2007-08-23",79.730003
"163","2007-08-24",78.860001
"164","2007-08-27",80.099998
"165","2007-08-28",82.510002
"166","2007-08-29",83.989998
"167","2007-08-30",80.5
"168","2007-08-31",79.599998
"169","2007-09-04",79.879997
"170","2007-09-05",82
"171","2007-09-06",79.709999
"172","2007-09-07",82.970001
"173","2007-09-10",82.970001
"174","2007-09-11",81.559998
"175","2007-09-12",80.25
"176","2007-09-13",80.25
"177","2007-09-14",78.050003
"178","2007-09-17",78.050003
"179","2007-09-18",82.870003
"180","2007-09-19",84.730003
"181","2007-09-20",82.790001
"182","2007-09-21",79.889999
"183","2007-09-24",82.5
"184","2007-09-25",81.510002
"185","2007-09-26",81.989998
"186","2007-09-27",81.5
"187","2007-09-28",81
"188","2007-10-01",80.519997
"189","2007-10-02",81.889999
"190","2007-10-03",80.290001
"191","2007-10-04",80.75
"192","2007-10-05",82.010002
"193","2007-10-08",80.720001
"194","2007-10-09",84.900002
"195","2007-10-10",85.25
"196","2007-10-11",86.800003
"197","2007-10-12",87.400002
"198","2007-10-15",83.800003
"199","2007-10-16",82.339996
"200","2007-10-17",84.489998
"201","2007-10-18",85.889999
"202","2007-10-19",82
"203","2007-10-22",82.5
"204","2007-10-23",80.169998
"205","2007-10-24",80.419998
"206","2007-10-25",80.419998
"207","2007-10-26",80.419998
"208","2007-10-29",86.089996
"209","2007-10-30",85.050003
"210","2007-10-31",86.040001
"211","2007-11-01",87
"212","2007-11-02",84.550003
"213","2007-11-05",83.389999
"214","2007-11-06",83.389999
"215","2007-11-07",81
"216","2007-11-08",82.550003
"217","2007-11-09",80.349998
"218","2007-11-12",79.5
"219","2007-11-13",80.010002
"220","2007-11-14",79
"221","2007-11-15",77.839996
"222","2007-11-16",77.07
"223","2007-11-19",73.360001
"224","2007-11-20",72.970001
"225","2007-11-21",74.779999
"226","2007-11-23",76.870003
"227","2007-11-26",77.120003
"228","2007-11-27",77
"229","2007-11-28",78
"230","2007-11-29",78.339996
"231","2007-11-30",78.339996
"232","2007-12-03",75
"233","2007-12-04",72.419998
"234","2007-12-05",73.690002
"235","2007-12-06",72.510002
"236","2007-12-07",73.980003
"237","2007-12-10",72.510002
"238","2007-12-11",71.760002
"239","2007-12-12",71.480003
"240","2007-12-13",71
"241","2007-12-14",71
"242","2007-12-17",70.050003
"243","2007-12-18",70.010002
"244","2007-12-19",70
"245","2007-12-20",71.720001
"246","2007-12-21",70.940002
"247","2007-12-24",70.940002
"248","2007-12-26",70
"249","2007-12-27",71.25
"250","2007-12-28",73.080002
"251","2007-12-31",73.099998
"252","2008-01-02",73.099998
"253","2008-01-03",72
"254","2008-01-04",74.489998
"255","2008-01-07",73.489998
"256","2008-01-08",74
"257","2008-01-09",76.989998
