"","date","EXTN"
"153","2016-06-06",13.02
"154","2016-06-07",13.08
"155","2016-06-08",13.11
"156","2016-06-09",12.79
"157","2016-06-10",12.48
"158","2016-06-13",12.07
"159","2016-06-14",12.13
"160","2016-06-15",11.98
"161","2016-06-16",11.56
"162","2016-06-17",12.07
"163","2016-06-20",11.85
"164","2016-06-21",11.74
"165","2016-06-22",11.35
"166","2016-06-23",11.79
"167","2016-06-24",11.47
"168","2016-06-27",11.59
"169","2016-06-28",11.93
"170","2016-06-29",12.23
"171","2016-06-30",12.85
"172","2016-07-01",13.51
"173","2016-07-05",12.84
"174","2016-07-06",12.74
"175","2016-07-07",13.04
"176","2016-07-08",13.58
"177","2016-07-11",13.65
"178","2016-07-12",14.23
"179","2016-07-13",13.9
"180","2016-07-14",13.99
"181","2016-07-15",13.94
"182","2016-07-18",13.8
"183","2016-07-19",13.14
"184","2016-07-20",13.11
"185","2016-07-21",13.2
"186","2016-07-22",13.71
"187","2016-07-25",13.17
"188","2016-07-26",13.09
"189","2016-07-27",13.18
"190","2016-07-28",12.91
"191","2016-07-29",12.72
"192","2016-08-01",12.37
"193","2016-08-02",12.18
"194","2016-08-03",12.57
"195","2016-08-04",12.55
"196","2016-08-05",12.83
"197","2016-08-08",13.54
"198","2016-08-09",13.87
"199","2016-08-10",13.52
"200","2016-08-11",13.9
"201","2016-08-12",13.68
"202","2016-08-15",13.98
"203","2016-08-16",13.92
"204","2016-08-17",14.54
"205","2016-08-18",14.82
"206","2016-08-19",14.55
"207","2016-08-22",14.46
"208","2016-08-23",14.78
"209","2016-08-24",14.58
"210","2016-08-25",14.63
"211","2016-08-26",14.62
"212","2016-08-29",14.38
"213","2016-08-30",14.25
"214","2016-08-31",14.13
"215","2016-09-01",14.34
"216","2016-09-02",14.65
"217","2016-09-06",14.98
"218","2016-09-07",15.44
"219","2016-09-08",15.27
"220","2016-09-09",14.25
"221","2016-09-12",13.82
"222","2016-09-13",13.38
"223","2016-09-14",13.03
"224","2016-09-15",13.21
"225","2016-09-16",13.33
"226","2016-09-19",13.64
"227","2016-09-20",13.4
"228","2016-09-21",14.14
"229","2016-09-22",14.88
"230","2016-09-23",14.48
"231","2016-09-26",14.24
"232","2016-09-27",14.16
"233","2016-09-28",15.18
"234","2016-09-29",14.96
"235","2016-09-30",15.68
"236","2016-10-03",16.1
"237","2016-10-04",16.15
"238","2016-10-05",16.32
"239","2016-10-06",16.1
"240","2016-10-07",15.98
"241","2016-10-10",16.780001
"242","2016-10-11",16.540001
"243","2016-10-12",16.459999
"244","2016-10-13",16.540001
"245","2016-10-14",16.200001
"246","2016-10-17",16.43
"247","2016-10-18",16.6
"248","2016-10-19",17.059999
"249","2016-10-20",16.84
"250","2016-10-21",16.969999
"251","2016-10-24",17.23
"252","2016-10-25",16.940001
"253","2016-10-26",16.309999
"254","2016-10-27",15.89
"255","2016-10-28",15.92
"256","2016-10-31",15.81
"257","2016-11-01",15.73
"258","2016-11-02",14.68
"259","2016-11-03",14.78
"260","2016-11-04",14.68
"261","2016-11-07",15.23
"262","2016-11-08",14.96
"263","2016-11-09",16.200001
"264","2016-11-10",16.59
"265","2016-11-11",17.41
"266","2016-11-14",17.110001
"267","2016-11-15",16.629999
"268","2016-11-16",16.690001
"269","2016-11-17",16.940001
"270","2016-11-18",17.190001
"271","2016-11-21",18.27
"272","2016-11-22",18.76
"273","2016-11-23",18.74
"274","2016-11-25",18.91
"275","2016-11-28",18.790001
"276","2016-11-29",18.67
"277","2016-11-30",20.1
"278","2016-12-01",20.389999
"279","2016-12-02",20.639999
"280","2016-12-05",22.040001
"281","2016-12-06",22.799999
"282","2016-12-07",22.969999
"283","2016-12-08",24.110001
"284","2016-12-09",24.5
"285","2016-12-12",24.35
"286","2016-12-13",23.98
"287","2016-12-14",23.549999
"288","2016-12-15",23.68
"289","2016-12-16",23.450001
"290","2016-12-19",23.620001
"291","2016-12-20",24.23
"292","2016-12-21",24.41
"293","2016-12-22",24.15
"294","2016-12-23",23.99
"295","2016-12-27",24.17
"296","2016-12-28",23.370001
"297","2016-12-29",23.77
"298","2016-12-30",23.9
"299","2017-01-03",24.76
"300","2017-01-04",26.18
"301","2017-01-05",24.809999
"302","2017-01-06",27.549999
"303","2017-01-09",28
"304","2017-01-10",29.200001
"305","2017-01-11",30.110001
"306","2017-01-12",31.030001
"307","2017-01-13",31.290001
"308","2017-01-17",31.290001
"309","2017-01-18",31.34
"310","2017-01-19",30.870001
"311","2017-01-20",30.26
"312","2017-01-23",30.309999
"313","2017-01-24",30.42
"314","2017-01-25",30.129999
"315","2017-01-26",30.379999
"316","2017-01-27",30.43
"317","2017-01-30",29.530001
"318","2017-01-31",31.02
"319","2017-02-01",30.83
"320","2017-02-02",30.49
"321","2017-02-03",31.700001
"322","2017-02-06",30.99
"323","2017-02-07",30.26
"324","2017-02-08",30.870001
"325","2017-02-09",31.82
"326","2017-02-10",32.490002
"327","2017-02-13",32.18
"328","2017-02-14",33.889999
"329","2017-02-15",33.48
"330","2017-02-16",32.810001
"331","2017-02-17",32.23
"332","2017-02-21",31.790001
"333","2017-02-22",31.219999
"334","2017-02-23",31.290001
"335","2017-02-24",30.15
"336","2017-02-27",30.92
"337","2017-02-28",30.440001
"338","2017-03-01",31.790001
"339","2017-03-02",30.040001
"340","2017-03-03",30.870001
"341","2017-03-06",29.85
"342","2017-03-07",29.440001
"343","2017-03-08",28.42
"344","2017-03-09",28.030001
"345","2017-03-10",28.09
"346","2017-03-13",28.280001
"347","2017-03-14",27.190001
"348","2017-03-15",27.51
"349","2017-03-16",27.120001
"350","2017-03-17",28.23
"351","2017-03-20",27.530001
"352","2017-03-21",27.450001
"353","2017-03-22",27.530001
"354","2017-03-23",27.73
"355","2017-03-24",28.16
"356","2017-03-27",28.879999
"357","2017-03-28",30.700001
"358","2017-03-29",31.200001
"359","2017-03-30",30.93
"360","2017-03-31",31.450001
"361","2017-04-03",30.17
"362","2017-04-04",29.799999
"363","2017-04-05",29.5
"364","2017-04-06",31.24
"365","2017-04-07",31.049999
"366","2017-04-10",30.99
"367","2017-04-11",31.49
"368","2017-04-12",29.76
"369","2017-04-13",28.35
"370","2017-04-17",28.719999
"371","2017-04-18",28.549999
"372","2017-04-19",27.73
"373","2017-04-20",28.049999
"374","2017-04-21",27.629999
"375","2017-04-24",28.48
"376","2017-04-25",29.709999
"377","2017-04-26",29.860001
"378","2017-04-27",29.209999
"379","2017-04-28",27.370001
"380","2017-05-01",27.4
"381","2017-05-02",27.35
"382","2017-05-03",27.27
"383","2017-05-04",26.35
"384","2017-05-05",28.440001
"385","2017-05-08",28.43
"386","2017-05-09",28.85
"387","2017-05-10",30.16
"388","2017-05-11",29.83
"389","2017-05-12",29.48
"390","2017-05-15",29.68
"391","2017-05-16",30
"392","2017-05-17",29.23
"393","2017-05-18",29.25
"394","2017-05-19",29.27
"395","2017-05-22",30.07
"396","2017-05-23",29.469999
"397","2017-05-24",28.790001
"398","2017-05-25",27.549999
"399","2017-05-26",28.690001
"400","2017-05-30",27.870001
"401","2017-05-31",28.200001
"402","2017-06-01",28.43
"403","2017-06-02",27.940001
"404","2017-06-05",27.870001
"405","2017-06-06",27.52
"406","2017-06-07",26.84
"407","2017-06-08",27.280001
"408","2017-06-09",27.92
"409","2017-06-12",27.629999
"410","2017-06-13",28.26
"411","2017-06-14",27.09
"412","2017-06-15",27.02
"413","2017-06-16",27.469999
"414","2017-06-19",26.99
"415","2017-06-20",25.98
"416","2017-06-21",25.17
"417","2017-06-22",26.139999
"418","2017-06-23",26.700001
"419","2017-06-26",27.08
"420","2017-06-27",26.389999
"421","2017-06-28",27.82
"422","2017-06-29",27.76
"423","2017-06-30",26.700001
"424","2017-07-03",27.68
"425","2017-07-05",25.809999
"426","2017-07-06",25.6
"427","2017-07-07",25.969999
"428","2017-07-10",26.639999
"429","2017-07-11",27.1
"430","2017-07-12",27.139999
"431","2017-07-13",27.469999
"432","2017-07-14",27.76
"433","2017-07-17",28.280001
"434","2017-07-18",27.870001
"435","2017-07-19",28.99
"436","2017-07-20",28.49
"437","2017-07-21",27.91
"438","2017-07-24",27.280001
"439","2017-07-25",28.02
"440","2017-07-26",27.68
"441","2017-07-27",27.790001
"442","2017-07-28",28.18
"443","2017-07-31",27.690001
"444","2017-08-01",27.18
"445","2017-08-02",27.08
"446","2017-08-03",26.59
"447","2017-08-04",27.17
"448","2017-08-07",26.219999
"449","2017-08-08",27.17
"450","2017-08-09",26.1
"451","2017-08-10",26.08
"452","2017-08-11",25.73
"453","2017-08-14",24.5
"454","2017-08-15",24.35
"455","2017-08-16",23.51
"456","2017-08-17",24.209999
"457","2017-08-18",24.01
"458","2017-08-21",23.879999
"459","2017-08-22",25.440001
"460","2017-08-23",26.02
"461","2017-08-24",26.280001
"462","2017-08-25",26.860001
"463","2017-08-28",27.370001
"464","2017-08-29",27.5
"465","2017-08-30",27.32
"466","2017-08-31",27.74
"467","2017-09-01",27.49
"468","2017-09-05",27.82
"469","2017-09-06",27.969999
"470","2017-09-07",28.65
"471","2017-09-08",28.24
"472","2017-09-11",28.690001
"473","2017-09-12",28.67
"474","2017-09-13",29.190001
"475","2017-09-14",29.08
"476","2017-09-15",29.25
"477","2017-09-18",29.780001
"478","2017-09-19",29.67
"479","2017-09-20",30.4
"480","2017-09-21",29.870001
"481","2017-09-22",30.33
"482","2017-09-25",30.83
"483","2017-09-26",31.139999
"484","2017-09-27",32.639999
"485","2017-09-28",31.59
"486","2017-09-29",31.610001
"487","2017-10-02",32.549999
"488","2017-10-03",32.490002
"489","2017-10-04",32.27
"490","2017-10-05",32.369999
"491","2017-10-06",32
"492","2017-10-09",31.889999
"493","2017-10-10",31.76
"494","2017-10-11",31.98
"495","2017-10-12",31.66
"496","2017-10-13",31.83
"497","2017-10-16",31.940001
"498","2017-10-17",31.49
"499","2017-10-18",30.799999
"500","2017-10-19",30.43
"501","2017-10-20",30.440001
"502","2017-10-23",30.08
"503","2017-10-24",30.370001
"504","2017-10-25",30.459999
"505","2017-10-26",30.42
"506","2017-10-27",30.799999
"507","2017-10-30",30.52
"508","2017-10-31",32.27
"509","2017-11-01",32.299999
"510","2017-11-02",32.009998
"511","2017-11-03",31.9
"512","2017-11-06",32.380001
"513","2017-11-07",31.219999
"514","2017-11-08",32.98
"515","2017-11-09",32.439999
"516","2017-11-10",31.6
"517","2017-11-13",31.5
"518","2017-11-14",30.700001
"519","2017-11-15",29.49
"520","2017-11-16",29.93
"521","2017-11-17",30
"522","2017-11-20",29.91
"523","2017-11-21",30.620001
"524","2017-11-22",30.790001
"525","2017-11-24",30.6
"526","2017-11-27",29.709999
"527","2017-11-28",29.91
"528","2017-11-29",30.219999
"529","2017-11-30",30.639999
"530","2017-12-01",30.99
"531","2017-12-04",30.799999
"532","2017-12-05",30.120001
"533","2017-12-06",29.66
"534","2017-12-07",30.059999
"535","2017-12-08",30.129999
"536","2017-12-11",29.98
"537","2017-12-12",29.360001
"538","2017-12-13",28.42
"539","2017-12-14",28.709999
"540","2017-12-15",29.34
"541","2017-12-18",30.76
"542","2017-12-19",30.17
"543","2017-12-20",30.879999
"544","2017-12-21",31.530001
"545","2017-12-22",31.02
"546","2017-12-26",31.1
"547","2017-12-27",31.280001
"548","2017-12-28",31.52
"549","2017-12-29",31.440001
"550","2018-01-02",32.060001
"551","2018-01-03",32.439999
"552","2018-01-04",33.099998
"553","2018-01-05",32.849998
"554","2018-01-08",32.810001
"555","2018-01-09",32.169998
"556","2018-01-10",32.369999
"557","2018-01-11",32.939999
"558","2018-01-12",32.599998
"559","2018-01-16",31.809999
"560","2018-01-17",31.870001
"561","2018-01-18",31.219999
"562","2018-01-19",31.83
"563","2018-01-22",31.870001
"564","2018-01-23",31.65
"565","2018-01-24",31.59
"566","2018-01-25",31.889999
"567","2018-01-26",31.190001
"568","2018-01-29",29.469999
"569","2018-01-30",28.629999
"570","2018-01-31",28.879999
"571","2018-02-01",28.950001
"572","2018-02-02",27.030001
"573","2018-02-05",27.049999
"574","2018-02-06",27.91
"575","2018-02-07",27.379999
"576","2018-02-08",26.700001
"577","2018-02-09",26.940001
"578","2018-02-12",26.75
"579","2018-02-13",26.889999
"580","2018-02-14",27.1
"581","2018-02-15",27.1
"582","2018-02-16",27.549999
"583","2018-02-20",27.07
"584","2018-02-21",27.690001
"585","2018-02-22",27.879999
"586","2018-02-23",28.4
"587","2018-02-26",28.219999
"588","2018-02-27",27.059999
"589","2018-02-28",25.870001
"590","2018-03-01",26.25
"591","2018-03-02",26.24
"592","2018-03-05",26.700001
"593","2018-03-06",26.360001
"594","2018-03-07",27.32
"595","2018-03-08",27.700001
"596","2018-03-09",28.030001
"597","2018-03-12",28.450001
"598","2018-03-13",28.709999
"599","2018-03-14",28.639999
"600","2018-03-15",28.120001
"601","2018-03-16",28.98
"602","2018-03-19",28.370001
"603","2018-03-20",28.08
"604","2018-03-21",28.85
"605","2018-03-22",27.74
"606","2018-03-23",27.83
"607","2018-03-26",28.32
"608","2018-03-27",26.98
"609","2018-03-28",26.74
"610","2018-03-29",26.700001
"611","2018-04-02",26.120001
"612","2018-04-03",27.17
"613","2018-04-04",27.309999
"614","2018-04-05",28.309999
"615","2018-04-06",27.299999
"616","2018-04-09",27.1
"617","2018-04-10",27.91
"618","2018-04-11",28.24
"619","2018-04-12",28.780001
"620","2018-04-13",28.799999
"621","2018-04-16",29.219999
"622","2018-04-17",30.030001
"623","2018-04-18",30.719999
"624","2018-04-19",29.83
"625","2018-04-20",29.49
"626","2018-04-23",29.58
"627","2018-04-24",30.030001
"628","2018-04-25",29.9
"629","2018-04-26",30.030001
"630","2018-04-27",29.360001
"631","2018-04-30",29.290001
"632","2018-05-01",29.629999
"633","2018-05-02",30.110001
"634","2018-05-03",30.27
"635","2018-05-04",28.85
"636","2018-05-07",28.700001
"637","2018-05-08",28.26
"638","2018-05-09",28.120001
"639","2018-05-10",28.030001
"640","2018-05-11",28.139999
"641","2018-05-14",28.200001
"642","2018-05-15",29.209999
"643","2018-05-16",29.25
"644","2018-05-17",29.75
"645","2018-05-18",29.27
"646","2018-05-21",29.459999
"647","2018-05-22",28.879999
"648","2018-05-23",28.780001
"649","2018-05-24",28.200001
"650","2018-05-25",27.950001
"651","2018-05-29",28.16
"652","2018-05-30",28.389999
"653","2018-05-31",27.559999
"654","2018-06-01",27.18
"655","2018-06-04",26.969999
"656","2018-06-05",27.280001
"657","2018-06-06",28.15
"658","2018-06-07",28.33
"659","2018-06-08",27.51
"660","2018-06-11",27.65
"661","2018-06-12",27.629999
"662","2018-06-13",27.469999
"663","2018-06-14",27.299999
"664","2018-06-15",26.23
"665","2018-06-18",26.549999
"666","2018-06-19",26.17
"667","2018-06-20",26.5
"668","2018-06-21",25.98
"669","2018-06-22",26.33
"670","2018-06-25",25.93
"671","2018-06-26",26.110001
"672","2018-06-27",26.32
"673","2018-06-28",25.5
"674","2018-06-29",25.040001
"675","2018-07-02",25.219999
"676","2018-07-03",25.700001
"677","2018-07-05",25.889999
"678","2018-07-06",26.469999
"679","2018-07-09",26.76
"680","2018-07-10",27.540001
"681","2018-07-11",27.42
"682","2018-07-12",27.4
"683","2018-07-13",28.030001
"684","2018-07-16",27.790001
"685","2018-07-17",27.59
"686","2018-07-18",27.379999
"687","2018-07-19",27.26
"688","2018-07-20",27.049999
"689","2018-07-23",26.799999
"690","2018-07-24",26.709999
"691","2018-07-25",26.33
"692","2018-07-26",27.049999
"693","2018-07-27",27
"694","2018-07-30",27.58
"695","2018-07-31",27.719999
"696","2018-08-01",27.35
"697","2018-08-02",27.24
"698","2018-08-03",26.709999
"699","2018-08-06",27.01
"700","2018-08-07",26.84
"701","2018-08-08",26.66
"702","2018-08-09",27.780001
"703","2018-08-10",28.389999
"704","2018-08-13",27.360001
"705","2018-08-14",28.799999
"706","2018-08-15",27.74
"707","2018-08-16",27.41
"708","2018-08-17",27.370001
"709","2018-08-20",27.709999
"710","2018-08-21",27.93
"711","2018-08-22",28.629999
"712","2018-08-23",28.43
"713","2018-08-24",28.91
"714","2018-08-27",28.84
"715","2018-08-28",28.440001
"716","2018-08-29",28.26
"717","2018-08-30",27.780001
"718","2018-08-31",27.389999
"719","2018-09-04",26.940001
"720","2018-09-05",26.23
"721","2018-09-06",25.120001
"722","2018-09-07",25.450001
"723","2018-09-10",25.1
"724","2018-09-11",25.98
"725","2018-09-12",25.809999
"726","2018-09-13",25.549999
"727","2018-09-14",25.24
"728","2018-09-17",24.35
"729","2018-09-18",24.889999
"730","2018-09-19",24.6
"731","2018-09-20",24.77
"732","2018-09-21",25.139999
"733","2018-09-24",25.469999
"734","2018-09-25",26.200001
"735","2018-09-26",25.9
"736","2018-09-27",26.790001
"737","2018-09-28",26.530001
"738","2018-10-01",26.52
"739","2018-10-02",26.629999
"740","2018-10-03",27.309999
"741","2018-10-04",26.85
"742","2018-10-05",26.51
"743","2018-10-08",26.67
"744","2018-10-09",27.68
"745","2018-10-10",26.870001
"746","2018-10-11",26.01
"747","2018-10-12",25.75
"748","2018-10-15",25.48
"749","2018-10-16",26.07
"750","2018-10-17",25.219999
"751","2018-10-18",24.18
"752","2018-10-19",23.559999
"753","2018-10-22",23.799999
"754","2018-10-23",22.309999
"755","2018-10-24",21.120001
"756","2018-10-25",21.76
"757","2018-10-26",21.700001
"758","2018-10-29",21
"759","2018-10-30",21.559999
"760","2018-10-31",20.889999
"761","2018-11-01",21.01
"762","2018-11-02",21.379999
"763","2018-11-05",21.9
"764","2018-11-06",21.65
"765","2018-11-07",22.51
"766","2018-11-08",22.77
"767","2018-11-09",22.969999
"768","2018-11-12",23.200001
"769","2018-11-13",23.379999
"770","2018-11-14",23.9
"771","2018-11-15",24.26
"772","2018-11-16",23.280001
"773","2018-11-19",23.709999
"774","2018-11-20",22.370001
"775","2018-11-21",22.450001
"776","2018-11-23",22.02
"777","2018-11-26",22.530001
"778","2018-11-27",22.5
"779","2018-11-28",22.75
"780","2018-11-29",22.52
"781","2018-11-30",22.5
"782","2018-12-03",23.219999
"783","2018-12-04",21.76
"784","2018-12-06",20.77
"785","2018-12-07",21.5
"786","2018-12-10",20.860001
"787","2018-12-11",20.73
"788","2018-12-12",20.950001
"789","2018-12-13",21.02
"790","2018-12-14",19.83
"791","2018-12-17",19.51
"792","2018-12-18",19.82
"793","2018-12-19",18.889999
"794","2018-12-20",18.4
"795","2018-12-21",17.299999
"796","2018-12-24",17
"797","2018-12-26",17.73
"798","2018-12-27",17.41
"799","2018-12-28",17.51
"800","2018-12-31",17.700001
"801","2019-01-02",18.129999
"802","2019-01-03",18.290001
"803","2019-01-04",19.309999
"804","2019-01-07",19.59
"805","2019-01-08",19.67
"806","2019-01-09",19.700001
"807","2019-01-10",19.66
"808","2019-01-11",19.42
"809","2019-01-14",18.870001
"810","2019-01-15",18.879999
"811","2019-01-16",18.809999
"812","2019-01-17",19.02
"813","2019-01-18",19.370001
"814","2019-01-22",18.02
"815","2019-01-23",17.51
"816","2019-01-24",17.690001
"817","2019-01-25",17.65
"818","2019-01-28",17.059999
"819","2019-01-29",17.129999
"820","2019-01-30",17.24
"821","2019-01-31",17.360001
"822","2019-02-01",17.4
"823","2019-02-04",17.92
"824","2019-02-05",17.83
"825","2019-02-06",17.559999
"826","2019-02-07",16.629999
"827","2019-02-08",16.49
"828","2019-02-11",16.85
"829","2019-02-12",17.389999
"830","2019-02-13",17.370001
"831","2019-02-14",17.530001
"832","2019-02-15",18.16
"833","2019-02-19",18.290001
"834","2019-02-20",18.73
"835","2019-02-21",17.889999
"836","2019-02-22",17.93
"837","2019-02-25",17.9
"838","2019-02-26",18.07
"839","2019-02-27",17.25
"840","2019-02-28",17.07
"841","2019-03-01",17.24
"842","2019-03-04",17.01
"843","2019-03-05",16.719999
"844","2019-03-06",16.040001
"845","2019-03-07",16.389999
"846","2019-03-08",16.540001
"847","2019-03-11",16.790001
"848","2019-03-12",17.360001
"849","2019-03-13",18.16
"850","2019-03-14",17.84
"851","2019-03-15",17.889999
"852","2019-03-18",18.299999
"853","2019-03-19",18.120001
"854","2019-03-20",18.290001
"855","2019-03-21",17.93
"856","2019-03-22",17.34
"857","2019-03-25",17.049999
"858","2019-03-26",17.389999
"859","2019-03-27",17
"860","2019-03-28",16.879999
"861","2019-03-29",16.85
"862","2019-04-01",17.610001
"863","2019-04-02",17.280001
"864","2019-04-03",17.120001
"865","2019-04-04",17.49
"866","2019-04-05",17.73
"867","2019-04-08",17.84
"868","2019-04-09",17.280001
"869","2019-04-10",17.43
"870","2019-04-11",17.42
"871","2019-04-12",17.209999
"872","2019-04-15",17.049999
"873","2019-04-16",17.200001
"874","2019-04-17",17.27
"875","2019-04-18",17.059999
"876","2019-04-22",17.09
"877","2019-04-23",16.93
"878","2019-04-24",16.26
"879","2019-04-25",15.41
"880","2019-04-26",14.99
"881","2019-04-29",15.25
"882","2019-04-30",14.22
"883","2019-05-01",14.22
"884","2019-05-02",13.76
"885","2019-05-03",13.74
"886","2019-05-06",14.27
"887","2019-05-07",13.87
"888","2019-05-08",13.71
"889","2019-05-09",13.84
"890","2019-05-10",13.38
"891","2019-05-13",13.11
"892","2019-05-14",13.44
"893","2019-05-15",13.92
"894","2019-05-16",14.18
"895","2019-05-17",13.65
"896","2019-05-20",13.64
"897","2019-05-21",14.26
"898","2019-05-22",14.07
"899","2019-05-23",13.5
"900","2019-05-24",13.72
"901","2019-05-28",13.92
"902","2019-05-29",13.96
"903","2019-05-30",13.84
"904","2019-05-31",13.8
"905","2019-06-03",13.56
"906","2019-06-04",14.13
"907","2019-06-05",13.52
"908","2019-06-06",13.29
"909","2019-06-07",13.67
"910","2019-06-10",13.77
"911","2019-06-11",13.75
"912","2019-06-12",13.19
"913","2019-06-13",13.27
"914","2019-06-14",12.51
"915","2019-06-17",12.4
"916","2019-06-18",12.73
"917","2019-06-19",12.86
"918","2019-06-20",13.73
"919","2019-06-21",13.48
"920","2019-06-24",13.05
"921","2019-06-25",13.1
"922","2019-06-26",13.5
"923","2019-06-27",13.45
"924","2019-06-28",14.22
"925","2019-07-01",14.25
"926","2019-07-02",13.66
"927","2019-07-03",13.82
"928","2019-07-05",13.86
"929","2019-07-08",13.84
"930","2019-07-09",13.47
"931","2019-07-10",13.42
"932","2019-07-11",13.32
"933","2019-07-12",13.2
"934","2019-07-15",12.53
"935","2019-07-16",12.32
"936","2019-07-17",11.89
"937","2019-07-18",11.91
"938","2019-07-19",12.16
"939","2019-07-22",12.33
"940","2019-07-23",12.42
"941","2019-07-24",12.45
"942","2019-07-25",12.15
"943","2019-07-26",12.56
"944","2019-07-29",12.48
"945","2019-07-30",13.27
"946","2019-07-31",13.65
"947","2019-08-01",12.79
"948","2019-08-02",12.74
"949","2019-08-05",12.38
"950","2019-08-06",12.21
"951","2019-08-07",11.5
"952","2019-08-08",10.62
"953","2019-08-09",10.29
"954","2019-08-12",9.88
"955","2019-08-13",9.84
"956","2019-08-14",9.52
"957","2019-08-15",9.59
"958","2019-08-16",9.88
"959","2019-08-19",10.28
"960","2019-08-20",10.4
"961","2019-08-21",10.56
"962","2019-08-22",10.77
"963","2019-08-23",10.33
"964","2019-08-26",10.23
"965","2019-08-27",9.79
"966","2019-08-28",10
"967","2019-08-29",10.33
"968","2019-08-30",10.55
"969","2019-09-03",10.39
"970","2019-09-04",10.72
"971","2019-09-05",11.3
"972","2019-09-06",11.14
"973","2019-09-09",11.64
"974","2019-09-10",12.27
"975","2019-09-11",13.01
"976","2019-09-12",13.28
