"","date","OXSQ"
"126","2007-07-03",16.18
"127","2007-07-05",16
"128","2007-07-06",15.96
"129","2007-07-09",15.93
"130","2007-07-10",15.41
"131","2007-07-11",15.42
"132","2007-07-12",15.65
"133","2007-07-13",15.48
"134","2007-07-16",15.53
"135","2007-07-17",15.49
"136","2007-07-18",15.28
"137","2007-07-19",15.04
"138","2007-07-20",15
"139","2007-07-23",14.93
"140","2007-07-24",14.28
"141","2007-07-25",14.63
"142","2007-07-26",14.15
"143","2007-07-27",14.06
"144","2007-07-30",14.08
"145","2007-07-31",13.71
"146","2007-08-01",13.73
"147","2007-08-02",13.65
"148","2007-08-03",13.18
"149","2007-08-06",13.27
"150","2007-08-07",12.67
"151","2007-08-08",13.89
"152","2007-08-09",13.49
"153","2007-08-10",13.14
"154","2007-08-13",12.74
"155","2007-08-14",12.14
"156","2007-08-15",11.83
"157","2007-08-16",11.98
"158","2007-08-17",12.7
"159","2007-08-20",12.68
"160","2007-08-21",12.86
"161","2007-08-22",13.38
"162","2007-08-23",13.5
"163","2007-08-24",13.8
"164","2007-08-27",13.69
"165","2007-08-28",13.22
"166","2007-08-29",13.38
"167","2007-08-30",13.3
"168","2007-08-31",13.14
"169","2007-09-04",13.13
"170","2007-09-05",12.64
"171","2007-09-06",12.82
"172","2007-09-07",12.4
"173","2007-09-10",12.44
"174","2007-09-11",12.68
"175","2007-09-12",12.76
"176","2007-09-13",12.81
"177","2007-09-14",12.5
"178","2007-09-17",11.98
"179","2007-09-18",12.09
"180","2007-09-19",12.9
"181","2007-09-20",12.54
"182","2007-09-21",12.61
"183","2007-09-24",12.7
"184","2007-09-25",12.82
"185","2007-09-26",13.23
"186","2007-09-27",13.35
"187","2007-09-28",13.37
"188","2007-10-01",13.87
"189","2007-10-02",13.95
"190","2007-10-03",13.9
"191","2007-10-04",14.17
"192","2007-10-05",14.23
"193","2007-10-08",14.35
"194","2007-10-09",14.38
"195","2007-10-10",14.82
"196","2007-10-11",14.19
"197","2007-10-12",14.39
"198","2007-10-15",14.12
"199","2007-10-16",14.07
"200","2007-10-17",14.24
"201","2007-10-18",14.12
"202","2007-10-19",13.25
"203","2007-10-22",13.49
"204","2007-10-23",13.28
"205","2007-10-24",13.24
"206","2007-10-25",13.27
"207","2007-10-26",13.62
"208","2007-10-29",13.37
"209","2007-10-30",12.98
"210","2007-10-31",13.05
"211","2007-11-01",12.27
"212","2007-11-02",12.45
"213","2007-11-05",12.15
"214","2007-11-06",12.6
"215","2007-11-07",11.01
"216","2007-11-08",10.52
"217","2007-11-09",10.8
"218","2007-11-12",10.55
"219","2007-11-13",10.49
"220","2007-11-14",10.24
"221","2007-11-15",10.11
"222","2007-11-16",10.07
"223","2007-11-19",10.06
"224","2007-11-20",10.26
"225","2007-11-21",10.24
"226","2007-11-23",10.47
"227","2007-11-26",10
"228","2007-11-27",9.97
"229","2007-11-28",10.4
"230","2007-11-29",10.2
"231","2007-11-30",10.45
"232","2007-12-03",10.25
"233","2007-12-04",10.26
"234","2007-12-05",10.14
"235","2007-12-06",10.3
"236","2007-12-07",10.07
"237","2007-12-10",10.13
"238","2007-12-11",10.11
"239","2007-12-12",10.24
"240","2007-12-13",10.03
"241","2007-12-14",9.74
"242","2007-12-17",9.19
"243","2007-12-18",9.33
"244","2007-12-19",9.33
"245","2007-12-20",9.29
"246","2007-12-21",9.81
"247","2007-12-24",9.62
"248","2007-12-26",9.53
"249","2007-12-27",9.25
"250","2007-12-28",9.21
"251","2007-12-31",9.23
"252","2008-01-02",8.91
"253","2008-01-03",9.1
"254","2008-01-04",8.95
"255","2008-01-07",8.51
"256","2008-01-08",8.01
"257","2008-01-09",8.26
"258","2008-01-10",8.48
"259","2008-01-11",8.66
"260","2008-01-14",8.72
"261","2008-01-15",8.48
"262","2008-01-16",10.01
"263","2008-01-17",9.28
"264","2008-01-18",8.78
"265","2008-01-22",8.98
"266","2008-01-23",10.03
"267","2008-01-24",9.82
"268","2008-01-25",9.53
"269","2008-01-28",9.65
"270","2008-01-29",9.82
"271","2008-01-30",9.42
"272","2008-01-31",9.74
"273","2008-02-01",9.8
"274","2008-02-04",9.65
"275","2008-02-05",9.34
"276","2008-02-06",9.73
"277","2008-02-07",10.55
"278","2008-02-08",10.78
"279","2008-02-11",10.89
"280","2008-02-12",10.89
"281","2008-02-13",10.93
"282","2008-02-14",10.74
"283","2008-02-15",10.72
"284","2008-02-19",10.95
"285","2008-02-20",11.32
"286","2008-02-21",11
"287","2008-02-22",10.92
"288","2008-02-25",11.61
"289","2008-02-26",11.43
"290","2008-02-27",11.69
"291","2008-02-28",11.4
"292","2008-02-29",11.2
"293","2008-03-03",10.52
"294","2008-03-04",10.53
"295","2008-03-05",10.57
"296","2008-03-06",9.86
"297","2008-03-07",10.17
"298","2008-03-10",8.4
"299","2008-03-11",9.13
"300","2008-03-12",9.4
"301","2008-03-13",8.65
"302","2008-03-14",7.76
"303","2008-03-17",7.35
"304","2008-03-18",7.25
"305","2008-03-19",7.01
"306","2008-03-20",7.41
"307","2008-03-24",8.03
"308","2008-03-25",7.72
"309","2008-03-26",7.45
"310","2008-03-27",7.46
"311","2008-03-28",7.5
"312","2008-03-31",7.52
"313","2008-04-01",7.99
"314","2008-04-02",8.22
"315","2008-04-03",8.39
"316","2008-04-04",8.48
"317","2008-04-07",8.4
"318","2008-04-08",8.19
"319","2008-04-09",7.86
"320","2008-04-10",7.82
"321","2008-04-11",7.5
"322","2008-04-14",7.52
"323","2008-04-15",7.8
"324","2008-04-16",7.95
"325","2008-04-17",7.69
"326","2008-04-18",7.81
"327","2008-04-21",7.61
"328","2008-04-22",7.31
"329","2008-04-23",7.37
"330","2008-04-24",7.68
"331","2008-04-25",7.54
"332","2008-04-28",7.33
"333","2008-04-29",7.39
"334","2008-04-30",7.28
"335","2008-05-01",7.57
"336","2008-05-02",7.87
"337","2008-05-05",7.83
"338","2008-05-06",7.63
"339","2008-05-07",7.28
"340","2008-05-08",7.22
"341","2008-05-09",7.03
"342","2008-05-12",7.35
"343","2008-05-13",7.19
"344","2008-05-14",7.34
"345","2008-05-15",7.11
"346","2008-05-16",6.59
"347","2008-05-19",6.31
"348","2008-05-20",6.76
"349","2008-05-21",6.08
"350","2008-05-22",6.08
"351","2008-05-23",6.09
"352","2008-05-27",6.08
"353","2008-05-28",6.17
"354","2008-05-29",6.66
"355","2008-05-30",6.6
"356","2008-06-02",6.46
"357","2008-06-03",6.52
"358","2008-06-04",6.59
"359","2008-06-05",6.77
"360","2008-06-06",6.29
"361","2008-06-09",6.04
"362","2008-06-10",6.02
"363","2008-06-11",6.12
"364","2008-06-12",5.81
"365","2008-06-13",5.62
"366","2008-06-16",5.66
"367","2008-06-17",5.63
"368","2008-06-18",5.47
"369","2008-06-19",5.17
"370","2008-06-20",5.1
"371","2008-06-23",5.27
"372","2008-06-24",5.29
"373","2008-06-25",5.49
"374","2008-06-26",5.47
"375","2008-06-27",5.49
"376","2008-06-30",5.46
"377","2008-07-01",5.24
"378","2008-07-02",5.17
"379","2008-07-03",4.82
"380","2008-07-07",4.77
"381","2008-07-08",4.69
"382","2008-07-09",4.67
"383","2008-07-10",4.68
"384","2008-07-11",4.73
"385","2008-07-14",4.46
"386","2008-07-15",4.22
"387","2008-07-16",4.53
"388","2008-07-17",4.76
"389","2008-07-18",4.85
"390","2008-07-21",4.9
"391","2008-07-22",5.01
"392","2008-07-23",5.17
"393","2008-07-24",5.08
"394","2008-07-25",5.05
"395","2008-07-28",4.97
"396","2008-07-29",5.15
"397","2008-07-30",5.15
"398","2008-07-31",5.15
"399","2008-08-01",5.26
"400","2008-08-04",5.15
"401","2008-08-05",5.23
"402","2008-08-06",5.36
"403","2008-08-07",5.1
"404","2008-08-08",5.56
"405","2008-08-11",5.46
"406","2008-08-12",5.4
"407","2008-08-13",5.46
"408","2008-08-14",5.69
"409","2008-08-15",5.63
"410","2008-08-18",5.94
"411","2008-08-19",6.02
"412","2008-08-20",6.14
"413","2008-08-21",5.98
"414","2008-08-22",6.03
"415","2008-08-25",5.98
"416","2008-08-26",5.8
"417","2008-08-27",6.07
"418","2008-08-28",6.11
"419","2008-08-29",6.02
"420","2008-09-02",6.12
"421","2008-09-03",6.12
"422","2008-09-04",6.07
"423","2008-09-05",6.13
"424","2008-09-08",6.08
"425","2008-09-09",6.01
"426","2008-09-10",6.06
"427","2008-09-11",6.11
"428","2008-09-12",5.79
"429","2008-09-15",5.19
"430","2008-09-16",5.04
"431","2008-09-17",4.65
"432","2008-09-18",5.06
"433","2008-09-19",5.33
"434","2008-09-22",5.3
"435","2008-09-23",5
"436","2008-09-24",5.01
"437","2008-09-25",5.01
"438","2008-09-26",4.99
"439","2008-09-29",5.5
"440","2008-09-30",5.14
"441","2008-10-01",4.77
"442","2008-10-02",4.7
"443","2008-10-03",4.48
"444","2008-10-06",3.7
"445","2008-10-07",3.41
"446","2008-10-08",3.05
"447","2008-10-09",3.2
"448","2008-10-10",3.01
"449","2008-10-13",3.83
"450","2008-10-14",3.85
"451","2008-10-15",3.32
"452","2008-10-16",3.74
"453","2008-10-17",3.76
"454","2008-10-20",3.66
"455","2008-10-21",3.47
"456","2008-10-22",3.42
"457","2008-10-23",3.2
"458","2008-10-24",3.44
"459","2008-10-27",3.51
"460","2008-10-28",3.65
"461","2008-10-29",3.58
"462","2008-10-30",3.58
"463","2008-10-31",3.5
"464","2008-11-03",3.65
"465","2008-11-04",3.59
"466","2008-11-05",3.38
"467","2008-11-06",3.39
"468","2008-11-07",3.4
"469","2008-11-10",3.24
"470","2008-11-11",3.06
"471","2008-11-12",2.99
"472","2008-11-13",3.11
"473","2008-11-14",3.17
"474","2008-11-17",3.28
"475","2008-11-18",3.31
"476","2008-11-19",3.17
"477","2008-11-20",3.08
"478","2008-11-21",3.1
"479","2008-11-24",3.15
"480","2008-11-25",3.06
"481","2008-11-26",3.25
"482","2008-11-28",3.45
"483","2008-12-01",3.15
"484","2008-12-02",3.27
"485","2008-12-03",3.22
"486","2008-12-04",3.21
"487","2008-12-05",3.41
"488","2008-12-08",3.41
"489","2008-12-09",3.4
"490","2008-12-10",3.1
"491","2008-12-11",2.99
"492","2008-12-12",2.93
"493","2008-12-15",2.89
"494","2008-12-16",3
"495","2008-12-17",3.06
"496","2008-12-18",3.15
"497","2008-12-19",3.09
"498","2008-12-22",3.35
"499","2008-12-23",3.26
"500","2008-12-24",3.27
"501","2008-12-26",3.33
"502","2008-12-29",3.12
"503","2008-12-30",3.36
"504","2008-12-31",3.8
"505","2009-01-02",4.21
"506","2009-01-05",4.37
"507","2009-01-06",4.34
"508","2009-01-07",4.3
"509","2009-01-08",4.38
"510","2009-01-09",4.31
"511","2009-01-12",4.01
"512","2009-01-13",4.26
"513","2009-01-14",3.95
"514","2009-01-15",3.9
"515","2009-01-16",3.81
"516","2009-01-20",3.76
"517","2009-01-21",3.75
"518","2009-01-22",3.77
"519","2009-01-23",3.54
"520","2009-01-26",3.38
"521","2009-01-27",3.37
"522","2009-01-28",3.55
"523","2009-01-29",3.62
"524","2009-01-30",3.65
"525","2009-02-02",3.58
"526","2009-02-03",3.54
"527","2009-02-04",3.4
"528","2009-02-05",3.4
"529","2009-02-06",3.77
"530","2009-02-09",3.86
"531","2009-02-10",3.78
"532","2009-02-11",3.98
"533","2009-02-12",3.86
"534","2009-02-13",3.84
"535","2009-02-17",3.38
"536","2009-02-18",3.57
"537","2009-02-19",3.4
"538","2009-02-20",3.53
"539","2009-02-23",3.22
"540","2009-02-24",3.2
"541","2009-02-25",3.28
"542","2009-02-26",3.2
"543","2009-02-27",3.04
"544","2009-03-02",2.97
"545","2009-03-03",2.91
"546","2009-03-04",2.95
"547","2009-03-05",2.89
"548","2009-03-06",2.87
"549","2009-03-09",2.7
"550","2009-03-10",3.1
"551","2009-03-11",3.06
"552","2009-03-12",3.45
"553","2009-03-13",3.32
"554","2009-03-16",3.04
"555","2009-03-17",3
"556","2009-03-18",3.24
"557","2009-03-19",3.13
"558","2009-03-20",3.32
"559","2009-03-23",3.23
"560","2009-03-24",3.21
"561","2009-03-25",3.25
"562","2009-03-26",3.32
"563","2009-03-27",3.38
"564","2009-03-30",3.33
"565","2009-03-31",3.51
"566","2009-04-01",3.58
"567","2009-04-02",3.58
"568","2009-04-03",3.54
"569","2009-04-06",3.6
"570","2009-04-07",3.65
"571","2009-04-08",3.73
"572","2009-04-09",3.81
"573","2009-04-13",3.78
"574","2009-04-14",3.72
"575","2009-04-15",3.65
"576","2009-04-16",3.72
"577","2009-04-17",3.91
"578","2009-04-20",3.68
"579","2009-04-21",3.69
"580","2009-04-22",3.66
"581","2009-04-23",3.71
"582","2009-04-24",3.8
"583","2009-04-27",3.69
"584","2009-04-28",4.08
"585","2009-04-29",3.93
"586","2009-04-30",3.98
"587","2009-05-01",4.04
"588","2009-05-04",3.98
"589","2009-05-05",4
"590","2009-05-06",4.04
"591","2009-05-07",3.95
"592","2009-05-08",4.1
"593","2009-05-11",4.09
"594","2009-05-12",4.04
"595","2009-05-13",3.97
"596","2009-05-14",3.92
"597","2009-05-15",3.85
"598","2009-05-18",4.03
"599","2009-05-19",4.01
"600","2009-05-20",4
"601","2009-05-21",4.05
"602","2009-05-22",4.04
"603","2009-05-26",4.01
"604","2009-05-27",4.02
"605","2009-05-28",3.99
"606","2009-05-29",4.38
"607","2009-06-01",4.43
"608","2009-06-02",4.4
"609","2009-06-03",4.34
"610","2009-06-04",4.39
"611","2009-06-05",4.31
"612","2009-06-08",4.25
"613","2009-06-09",4.29
"614","2009-06-10",4.31
"615","2009-06-11",4.33
"616","2009-06-12",4.27
"617","2009-06-15",4.37
"618","2009-06-16",4.39
"619","2009-06-17",4.44
"620","2009-06-18",4.15
"621","2009-06-19",4.4
"622","2009-06-22",4.19
"623","2009-06-23",4.18
"624","2009-06-24",4.3
"625","2009-06-25",4.41
"626","2009-06-26",4.58
"627","2009-06-29",4.34
"628","2009-06-30",4.41
"629","2009-07-01",4.4
"630","2009-07-02",4.39
"631","2009-07-06",4.39
"632","2009-07-07",4.37
"633","2009-07-08",4.34
"634","2009-07-09",4.37
"635","2009-07-10",4.4
"636","2009-07-13",4.4
"637","2009-07-14",4.35
"638","2009-07-15",4.4
"639","2009-07-16",4.4
"640","2009-07-17",4.35
"641","2009-07-20",4.49
"642","2009-07-21",4.45
"643","2009-07-22",4.5
"644","2009-07-23",4.52
"645","2009-07-24",4.5
"646","2009-07-27",4.6
"647","2009-07-28",4.78
"648","2009-07-29",4.62
"649","2009-07-30",4.76
"650","2009-07-31",4.79
"651","2009-08-03",4.82
"652","2009-08-04",4.8
"653","2009-08-05",4.77
"654","2009-08-06",5.17
"655","2009-08-07",5.2
"656","2009-08-10",5.26
"657","2009-08-11",5.11
"658","2009-08-12",5.17
"659","2009-08-13",5.14
"660","2009-08-14",5.16
"661","2009-08-17",5.02
"662","2009-08-18",5.24
"663","2009-08-19",5.04
"664","2009-08-20",5.18
"665","2009-08-21",5.26
"666","2009-08-24",5.18
"667","2009-08-25",5.22
"668","2009-08-26",5.18
"669","2009-08-27",5.18
"670","2009-08-28",5.14
"671","2009-08-31",5.11
"672","2009-09-01",5.02
"673","2009-09-02",5
"674","2009-09-03",5.01
"675","2009-09-04",5.21
"676","2009-09-08",5.14
"677","2009-09-09",5.09
"678","2009-09-10",5
"679","2009-09-11",5.01
"680","2009-09-14",5.08
"681","2009-09-15",5.08
"682","2009-09-16",5.11
"683","2009-09-17",5.11
"684","2009-09-18",5.12
"685","2009-09-21",5.18
"686","2009-09-22",5.1
"687","2009-09-23",5.06
"688","2009-09-24",5.06
"689","2009-09-25",5.02
"690","2009-09-28",5.04
"691","2009-09-29",4.95
"692","2009-09-30",5.04
"693","2009-10-01",4.97
"694","2009-10-02",5.05
"695","2009-10-05",5.04
"696","2009-10-06",5.12
"697","2009-10-07",5.11
"698","2009-10-08",5.12
"699","2009-10-09",5.1
"700","2009-10-12",5.07
"701","2009-10-13",4.97
"702","2009-10-14",5.1
"703","2009-10-15",5.1
"704","2009-10-16",5.08
"705","2009-10-19",5.08
"706","2009-10-20",5
"707","2009-10-21",4.98
"708","2009-10-22",5
"709","2009-10-23",4.96
"710","2009-10-26",4.95
"711","2009-10-27",4.92
"712","2009-10-28",4.87
"713","2009-10-29",4.97
"714","2009-10-30",4.92
"715","2009-11-02",4.92
"716","2009-11-03",4.85
"717","2009-11-04",4.89
"718","2009-11-05",5.13
"719","2009-11-06",5.4
"720","2009-11-09",5.53
"721","2009-11-10",5.5
"722","2009-11-11",5.62
"723","2009-11-12",5.42
"724","2009-11-13",5.51
"725","2009-11-16",5.57
"726","2009-11-17",5.57
"727","2009-11-18",5.59
"728","2009-11-19",5.55
"729","2009-11-20",5.56
"730","2009-11-23",5.61
"731","2009-11-24",5.72
"732","2009-11-25",5.65
"733","2009-11-27",5.61
"734","2009-11-30",5.6
"735","2009-12-01",5.67
"736","2009-12-02",5.64
"737","2009-12-03",5.69
"738","2009-12-04",5.8
"739","2009-12-07",5.89
"740","2009-12-08",5.62
"741","2009-12-09",5.62
"742","2009-12-10",5.55
"743","2009-12-11",5.49
"744","2009-12-14",5.67
"745","2009-12-15",5.52
"746","2009-12-16",5.5
"747","2009-12-17",5.62
"748","2009-12-18",5.63
"749","2009-12-21",5.68
"750","2009-12-22",5.87
"751","2009-12-23",5.95
"752","2009-12-24",5.93
"753","2009-12-28",6.06
"754","2009-12-29",6.11
"755","2009-12-30",6.06
"756","2009-12-31",6.05
"757","2010-01-04",6.14
"758","2010-01-05",6.07
"759","2010-01-06",6.07
"760","2010-01-07",6.13
"761","2010-01-08",6.37
"762","2010-01-11",6.36
"763","2010-01-12",6.24
"764","2010-01-13",6.36
"765","2010-01-14",6.25
"766","2010-01-15",6.13
"767","2010-01-19",6.32
"768","2010-01-20",6.26
"769","2010-01-21",6.18
"770","2010-01-22",6.05
"771","2010-01-25",6.02
"772","2010-01-26",5.85
"773","2010-01-27",5.93
"774","2010-01-28",5.88
"775","2010-01-29",5.87
"776","2010-02-01",5.89
"777","2010-02-02",5.88
"778","2010-02-03",5.93
"779","2010-02-04",5.84
"780","2010-02-05",5.95
"781","2010-02-08",5.94
"782","2010-02-09",5.92
"783","2010-02-10",5.93
"784","2010-02-11",5.99
"785","2010-02-12",5.96
"786","2010-02-16",6.14
"787","2010-02-17",6.25
"788","2010-02-18",6.25
"789","2010-02-19",6.1
"790","2010-02-22",6.11
"791","2010-02-23",6.02
"792","2010-02-24",6.1
"793","2010-02-25",6.04
"794","2010-02-26",6.02
"795","2010-03-01",6.09
"796","2010-03-02",6.1
"797","2010-03-03",6.07
"798","2010-03-04",6.2
"799","2010-03-05",6.42
"800","2010-03-08",6.66
"801","2010-03-09",6.59
"802","2010-03-10",6.57
"803","2010-03-11",6.9
"804","2010-03-12",6.93
"805","2010-03-15",6.96
"806","2010-03-16",6.94
"807","2010-03-17",6.99
"808","2010-03-18",6.95
"809","2010-03-19",6.78
"810","2010-03-22",6.8
"811","2010-03-23",6.94
"812","2010-03-24",6.93
"813","2010-03-25",6.91
"814","2010-03-26",6.91
"815","2010-03-29",6.74
"816","2010-03-30",6.7
"817","2010-03-31",6.59
"818","2010-04-01",6.66
"819","2010-04-05",6.75
"820","2010-04-06",6.75
"821","2010-04-07",6.87
"822","2010-04-08",6.75
"823","2010-04-09",6.78
"824","2010-04-12",6.86
"825","2010-04-13",6.93
"826","2010-04-14",6.98
"827","2010-04-15",6.98
"828","2010-04-16",6.87
"829","2010-04-19",6.91
"830","2010-04-20",7.03
"831","2010-04-21",7.07
"832","2010-04-22",7.05
"833","2010-04-23",7.15
"834","2010-04-26",7.1
"835","2010-04-27",7
"836","2010-04-28",6.98
"837","2010-04-29",7.21
"838","2010-04-30",7.12
"839","2010-05-03",7.25
"840","2010-05-04",7.25
"841","2010-05-05",7.15
"842","2010-05-06",7.4
"843","2010-05-07",7.41
"844","2010-05-10",7.79
"845","2010-05-11",7.84
"846","2010-05-12",8.01
"847","2010-05-13",8.18
"848","2010-05-14",8.07
"849","2010-05-17",8.1
"850","2010-05-18",8.11
"851","2010-05-19",8.01
"852","2010-05-20",7.73
"853","2010-05-21",7.91
"854","2010-05-24",8.11
"855","2010-05-25",7.81
"856","2010-05-26",7.99
"857","2010-05-27",8.28
"858","2010-05-28",8.23
"859","2010-06-01",8
"860","2010-06-02",8.27
"861","2010-06-03",8.17
"862","2010-06-04",8.06
"863","2010-06-07",8.06
"864","2010-06-08",7.9
"865","2010-06-09",7.65
"866","2010-06-10",7.83
"867","2010-06-11",7.85
"868","2010-06-14",7.99
"869","2010-06-15",7.99
"870","2010-06-16",7.99
"871","2010-06-17",7.9
"872","2010-06-18",8.06
"873","2010-06-21",8.01
"874","2010-06-22",7.94
"875","2010-06-23",7.88
"876","2010-06-24",7.99
"877","2010-06-25",8.54
"878","2010-06-28",8.57
"879","2010-06-29",8.39
"880","2010-06-30",8.4
"881","2010-07-01",7.99
"882","2010-07-02",7.98
"883","2010-07-06",8.2
"884","2010-07-07",8.34
"885","2010-07-08",8.44
"886","2010-07-09",8.32
"887","2010-07-12",8.22
"888","2010-07-13",8.38
"889","2010-07-14",8.32
"890","2010-07-15",8.39
"891","2010-07-16",8.36
"892","2010-07-19",8.45
"893","2010-07-20",8.5
"894","2010-07-21",8.5
"895","2010-07-22",8.57
"896","2010-07-23",8.68
"897","2010-07-26",8.72
"898","2010-07-27",8.64
"899","2010-07-28",8.6
"900","2010-07-29",8.72
"901","2010-07-30",8.77
"902","2010-08-02",8.88
"903","2010-08-03",8.78
"904","2010-08-04",8.8
"905","2010-08-05",9.06
"906","2010-08-06",9.01
"907","2010-08-09",9.19
"908","2010-08-10",9.14
"909","2010-08-11",8.76
"910","2010-08-12",8.83
"911","2010-08-13",8.91
"912","2010-08-16",9.18
"913","2010-08-17",9.32
"914","2010-08-18",9.33
"915","2010-08-19",8.91
"916","2010-08-20",9.2
"917","2010-08-23",8.9
"918","2010-08-24",8.77
"919","2010-08-25",8.9
"920","2010-08-26",9.01
"921","2010-08-27",8.99
"922","2010-08-30",9
"923","2010-08-31",9.15
"924","2010-09-01",9.37
"925","2010-09-02",9.5
"926","2010-09-03",9.59
"927","2010-09-07",9.83
"928","2010-09-08",9.69
"929","2010-09-09",9.69
"930","2010-09-10",9.42
"931","2010-09-13",9.59
"932","2010-09-14",9.61
"933","2010-09-15",9.86
"934","2010-09-16",9.6
"935","2010-09-17",9.84
"936","2010-09-20",10
"937","2010-09-21",10.1
"938","2010-09-22",9.89
"939","2010-09-23",9.9
"940","2010-09-24",10.11
"941","2010-09-27",10.18
"942","2010-09-28",10.35
"943","2010-09-29",10.45
"944","2010-09-30",10.35
"945","2010-10-01",10.44
"946","2010-10-04",9.98
"947","2010-10-05",10.4
"948","2010-10-06",10.37
"949","2010-10-07",10.29
"950","2010-10-08",10.28
"951","2010-10-11",10.27
"952","2010-10-12",10.24
"953","2010-10-13",10.5
"954","2010-10-14",10.38
"955","2010-10-15",10.31
"956","2010-10-18",10.52
"957","2010-10-19",10.25
"958","2010-10-20",10.43
"959","2010-10-21",10.39
"960","2010-10-22",10.4
"961","2010-10-25",10.4
"962","2010-10-26",10.35
"963","2010-10-27",10.35
"964","2010-10-28",10.37
"965","2010-10-29",10.34
"966","2010-11-01",10.27
"967","2010-11-02",10.32
"968","2010-11-03",10.4
"969","2010-11-04",10.91
"970","2010-11-05",11.2
"971","2010-11-08",11.17
"972","2010-11-09",11.06
"973","2010-11-10",10.97
"974","2010-11-11",11.14
"975","2010-11-12",11.17
"976","2010-11-15",10.89
"977","2010-11-16",10.46
"978","2010-11-17",10.81
"979","2010-11-18",10.62
"980","2010-11-19",10.7
"981","2010-11-22",10.73
"982","2010-11-23",10.65
"983","2010-11-24",10.76
"984","2010-11-26",10.96
"985","2010-11-29",11.17
"986","2010-11-30",10.54
"987","2010-12-01",10.43
"988","2010-12-02",10.79
"989","2010-12-03",10.9
"990","2010-12-06",11.21
"991","2010-12-07",11.19
"992","2010-12-08",10.92
"993","2010-12-09",10.66
"994","2010-12-10",10.95
"995","2010-12-13",10.73
"996","2010-12-14",10.78
"997","2010-12-15",10.81
