"","date","MYFW"
"148","2019-02-20",13.5
"149","2019-02-21",13.46
"150","2019-02-22",13.75
"151","2019-02-25",13.21
"152","2019-02-26",13.69
"153","2019-02-27",13.51
"154","2019-02-28",13.75
"155","2019-03-01",13.55
"156","2019-03-04",13.5
"157","2019-03-05",13.5
"158","2019-03-06",13.5
"159","2019-03-07",13.55
"160","2019-03-08",13.65
"161","2019-03-11",13.5
"162","2019-03-12",13.75
"163","2019-03-13",13.53
"164","2019-03-14",13.53
"165","2019-03-15",13.45
"166","2019-03-18",13.82
"167","2019-03-19",14.1
"168","2019-03-20",13.71
"169","2019-03-21",13.67
"170","2019-03-22",13.5
"171","2019-03-25",13.5
"172","2019-03-26",13.29
"173","2019-03-27",13.59
"174","2019-03-28",13.49
"175","2019-03-29",13.11
"176","2019-04-01",13.11
"177","2019-04-02",13.04
"178","2019-04-03",13.25
"179","2019-04-04",13.25
"180","2019-04-05",13.25
"181","2019-04-08",13.24
"182","2019-04-09",13.24
"183","2019-04-10",13.24
"184","2019-04-11",13
"185","2019-04-12",13.24
"186","2019-04-15",13.24
"187","2019-04-16",13.22
"188","2019-04-17",13.4
"189","2019-04-18",13.4
"190","2019-04-22",13.2
"191","2019-04-23",13.4
"192","2019-04-24",13.4
"193","2019-04-25",13.4
"194","2019-04-26",13.95
"195","2019-04-29",14.5
"196","2019-04-30",14.07
"197","2019-05-01",13.8
"198","2019-05-02",13.93
"199","2019-05-03",13.8
"200","2019-05-06",13.55
"201","2019-05-07",13.55
"202","2019-05-08",13.55
"203","2019-05-09",13.8
"204","2019-05-10",13.8
"205","2019-05-13",13.19
"206","2019-05-14",13.06
"207","2019-05-15",13.3
"208","2019-05-16",13.25
"209","2019-05-17",13.25
"210","2019-05-20",13.09
"211","2019-05-21",13.18
"212","2019-05-22",13.07
"213","2019-05-23",13.1
"214","2019-05-24",13.08
"215","2019-05-28",13.1
"216","2019-05-29",13.06
"217","2019-05-30",13.1
"218","2019-05-31",13.15
"219","2019-06-03",12.97
"220","2019-06-04",12.71
"221","2019-06-05",12.76
"222","2019-06-06",12.76
"223","2019-06-07",12.76
"224","2019-06-10",12.75
"225","2019-06-11",12.76
"226","2019-06-12",12.76
"227","2019-06-13",13
"228","2019-06-14",13
"229","2019-06-17",13.05
"230","2019-06-18",13.15
"231","2019-06-19",13.38
"232","2019-06-20",13.75
"233","2019-06-21",13.9
"234","2019-06-24",13.73
"235","2019-06-25",13.89
"236","2019-06-26",13.85
"237","2019-06-27",13.58
"238","2019-06-28",13.26
"239","2019-07-01",13.27
"240","2019-07-02",13.11
"241","2019-07-03",13.11
"242","2019-07-05",13.11
"243","2019-07-08",13.11
"244","2019-07-09",13.21
"245","2019-07-10",13.32
"246","2019-07-11",13.32
"247","2019-07-12",13.22
"248","2019-07-15",13.22
"249","2019-07-16",13.21
"250","2019-07-17",13.31
"251","2019-07-18",13.28
"252","2019-07-19",13.41
"253","2019-07-22",13.41
"254","2019-07-23",13.5
"255","2019-07-24",13.5
"256","2019-07-25",13.46
"257","2019-07-26",14.15
"258","2019-07-29",14.07
"259","2019-07-30",14.25
"260","2019-07-31",14.06
"261","2019-08-01",14.07
"262","2019-08-02",14.05
"263","2019-08-05",14.23
"264","2019-08-06",14.1
"265","2019-08-07",14.05
"266","2019-08-08",14.07
"267","2019-08-09",14.12
"268","2019-08-12",14.17
"269","2019-08-13",14.1
"270","2019-08-14",14.1
"271","2019-08-15",14.17
"272","2019-08-16",14.32
"273","2019-08-19",14.25
"274","2019-08-20",14.12
"275","2019-08-21",14.15
"276","2019-08-22",14.28
"277","2019-08-23",14.3
"278","2019-08-26",14.18
"279","2019-08-27",14.39
"280","2019-08-28",14.11
"281","2019-08-29",14.12
"282","2019-08-30",14.12
"283","2019-09-03",14
"284","2019-09-04",14.04
"285","2019-09-05",14.18
"286","2019-09-06",14.13
"287","2019-09-09",14.02
"288","2019-09-10",14.39
"289","2019-09-11",14.84
"290","2019-09-12",15.98
"291","2019-09-13",16.219999
"292","2019-09-16",17.290001
"293","2019-09-17",16.99
"294","2019-09-18",17.18
"295","2019-09-19",17.27
"296","2019-09-20",16.700001
"297","2019-09-23",17.25
"298","2019-09-24",16.99
"299","2019-09-25",16.889999
"300","2019-09-26",16.870001
"301","2019-09-27",17.09
"302","2019-09-30",17.09
"303","2019-10-01",16.5
"304","2019-10-02",15.81
"305","2019-10-03",15.74
"306","2019-10-04",15.88
"307","2019-10-07",15.11
"308","2019-10-08",15.66
"309","2019-10-09",15.76
"310","2019-10-10",15.76
"311","2019-10-11",15.74
"312","2019-10-14",15.58
"313","2019-10-15",15.5
"314","2019-10-16",16.190001
"315","2019-10-17",16.48
"316","2019-10-18",16.450001
"317","2019-10-21",16.379999
"318","2019-10-22",15.61
"319","2019-10-23",15.9
"320","2019-10-24",16.25
"321","2019-10-25",15.5
"322","2019-10-28",15.38
"323","2019-10-29",15.26
"324","2019-10-30",15.89
"325","2019-10-31",16.5
"326","2019-11-01",16
"327","2019-11-04",15.99
"328","2019-11-05",15.95
"329","2019-11-06",15.72
"330","2019-11-07",15.44
"331","2019-11-08",15.74
"332","2019-11-11",15.74
"333","2019-11-12",16.16
"334","2019-11-13",16.43
"335","2019-11-14",16.5
"336","2019-11-15",16.450001
"337","2019-11-18",16.75
"338","2019-11-19",17.23
"339","2019-11-20",17
"340","2019-11-21",16.91
"341","2019-11-22",17.09
"342","2019-11-25",17.059999
"343","2019-11-26",17.27
"344","2019-11-27",17
"345","2019-11-29",17.09
"346","2019-12-02",17.129999
"347","2019-12-03",16.870001
"348","2019-12-04",16.540001
"349","2019-12-05",16.540001
"350","2019-12-06",16.540001
"351","2019-12-09",16.57
"352","2019-12-10",16.57
"353","2019-12-11",16.52
"354","2019-12-12",16.5
"355","2019-12-13",16.549999
"356","2019-12-16",16.5
"357","2019-12-17",16.6
"358","2019-12-18",16.52
"359","2019-12-19",17.030001
"360","2019-12-20",17.49
"361","2019-12-23",16.99
"362","2019-12-24",17.08
"363","2019-12-26",17
"364","2019-12-27",16.870001
"365","2019-12-30",16.25
"366","2019-12-31",16.469999
"367","2020-01-02",16.82
"368","2020-01-03",16.26
"369","2020-01-06",16.379999
"370","2020-01-07",16.379999
"371","2020-01-08",16.379999
"372","2020-01-09",16.309999
"373","2020-01-10",16.15
"374","2020-01-13",16.059999
"375","2020-01-14",16.16
"376","2020-01-15",16.200001
"377","2020-01-16",16.639999
"378","2020-01-17",16.639999
"379","2020-01-21",16.68
"380","2020-01-22",16.51
"381","2020-01-23",17.26
"382","2020-01-24",17.17
"383","2020-01-27",16.51
"384","2020-01-28",16.790001
"385","2020-01-29",16.719999
"386","2020-01-30",16.719999
"387","2020-01-31",16.719999
"388","2020-02-03",16.5
"389","2020-02-04",16.52
"390","2020-02-05",16.59
"391","2020-02-06",16.6
"392","2020-02-07",16.9
"393","2020-02-10",16.75
"394","2020-02-11",17.889999
"395","2020-02-12",18.030001
"396","2020-02-13",18.33
"397","2020-02-14",18.360001
"398","2020-02-18",18.48
"399","2020-02-19",18.690001
"400","2020-02-20",18.959999
"401","2020-02-21",18.559999
"402","2020-02-24",18.66
"403","2020-02-25",18.68
"404","2020-02-26",18.450001
"405","2020-02-27",18.049999
"406","2020-02-28",18.65
"407","2020-03-02",17.700001
"408","2020-03-03",17.440001
"409","2020-03-04",17.99
"410","2020-03-05",17.25
"411","2020-03-06",17.5
"412","2020-03-09",17.42
"413","2020-03-10",17.6
"414","2020-03-11",16.5
"415","2020-03-12",14.48
"416","2020-03-13",14.99
"417","2020-03-16",14.59
"418","2020-03-17",14.05
"419","2020-03-18",13.16
"420","2020-03-19",13.29
"421","2020-03-20",13
"422","2020-03-23",11.81
"423","2020-03-24",12.61
"424","2020-03-25",12.61
"425","2020-03-26",14.15
"426","2020-03-27",14.39
"427","2020-03-30",13.36
"428","2020-03-31",14.14
"429","2020-04-01",14.04
"430","2020-04-02",13.45
"431","2020-04-03",13.5
"432","2020-04-06",13.51
"433","2020-04-07",13.5
"434","2020-04-08",13.95
"435","2020-04-09",13.7
"436","2020-04-13",13.95
"437","2020-04-14",13.94
"438","2020-04-15",13.4
"439","2020-04-16",13.3
"440","2020-04-17",13.55
"441","2020-04-20",13.54
"442","2020-04-21",13.49
"443","2020-04-22",13
"444","2020-04-23",12.9
"445","2020-04-24",12.5
"446","2020-04-27",12.15
"447","2020-04-28",12.48
"448","2020-04-29",12.5
"449","2020-04-30",12.5
"450","2020-05-01",12.49
"451","2020-05-04",11.91
"452","2020-05-05",12.48
"453","2020-05-06",12.48
"454","2020-05-07",12.49
"455","2020-05-08",13.68
"456","2020-05-11",12.56
"457","2020-05-12",13
"458","2020-05-13",12.7
"459","2020-05-14",12.7
"460","2020-05-15",12.7
"461","2020-05-18",12.84
"462","2020-05-19",12.66
"463","2020-05-20",13
"464","2020-05-21",12.71
"465","2020-05-22",13.24
"466","2020-05-26",13.27
"467","2020-05-27",13.3
"468","2020-05-28",12.91
"469","2020-05-29",12.98
"470","2020-06-01",12.94
"471","2020-06-02",13.05
"472","2020-06-03",13.1
"473","2020-06-04",13.25
"474","2020-06-05",13.69
"475","2020-06-08",14.11
"476","2020-06-09",13.88
"477","2020-06-10",14.1
"478","2020-06-11",12.72
"479","2020-06-12",12.89
"480","2020-06-15",13.35
"481","2020-06-16",13.89
"482","2020-06-17",14.49
"483","2020-06-18",15.19
"484","2020-06-19",15.48
"485","2020-06-22",14.86
"486","2020-06-23",14.95
"487","2020-06-24",14.9
"488","2020-06-25",14.99
"489","2020-06-26",14.19
"490","2020-06-29",14.61
"491","2020-06-30",14.25
"492","2020-07-01",14.25
"493","2020-07-02",14.15
"494","2020-07-06",14.25
"495","2020-07-07",13.73
"496","2020-07-08",13.7
"497","2020-07-09",13
"498","2020-07-10",13.09
"499","2020-07-13",13.09
"500","2020-07-14",13.74
"501","2020-07-15",14.32
"502","2020-07-16",14.19
"503","2020-07-17",13.69
"504","2020-07-20",13.51
"505","2020-07-21",14.47
"506","2020-07-22",14.14
"507","2020-07-23",14.22
"508","2020-07-24",14.31
"509","2020-07-27",14.66
"510","2020-07-28",14.69
"511","2020-07-29",14.88
"512","2020-07-30",14.44
"513","2020-07-31",14.11
"514","2020-08-03",14.3
"515","2020-08-04",14.57
"516","2020-08-05",14.38
"517","2020-08-06",14.5
"518","2020-08-07",14.59
"519","2020-08-10",14.46
"520","2020-08-11",14.5
"521","2020-08-12",14.6
"522","2020-08-13",14.3
"523","2020-08-14",14.3
"524","2020-08-17",13.98
"525","2020-08-18",13.9
"526","2020-08-19",13.93
"527","2020-08-20",14
"528","2020-08-21",13.97
"529","2020-08-24",13.77
"530","2020-08-25",13.97
"531","2020-08-26",13.94
"532","2020-08-27",13.88
"533","2020-08-28",14.1
"534","2020-08-31",13.55
"535","2020-09-01",13.52
"536","2020-09-02",13.4
"537","2020-09-03",13.4
"538","2020-09-04",13.58
"539","2020-09-08",13.59
"540","2020-09-09",13.36
"541","2020-09-10",13.25
"542","2020-09-11",12.88
"543","2020-09-14",13.08
"544","2020-09-15",12.71
"545","2020-09-16",12.51
"546","2020-09-17",12.47
"547","2020-09-18",12.81
"548","2020-09-21",12.07
"549","2020-09-22",12.12
"550","2020-09-23",12.05
"551","2020-09-24",12.12
"552","2020-09-25",12.39
"553","2020-09-28",12.75
"554","2020-09-29",13.05
"555","2020-09-30",12.95
"556","2020-10-01",12.5
"557","2020-10-02",12.68
"558","2020-10-05",12.89
"559","2020-10-06",13.08
"560","2020-10-07",13.45
"561","2020-10-08",13.56
"562","2020-10-09",13.58
"563","2020-10-12",13.8
"564","2020-10-13",13.32
"565","2020-10-14",13.21
"566","2020-10-15",13.6
"567","2020-10-16",13.71
"568","2020-10-19",13.72
"569","2020-10-20",14
"570","2020-10-21",14.24
"571","2020-10-22",14.19
"572","2020-10-23",14.5
"573","2020-10-26",14.44
"574","2020-10-27",14.25
"575","2020-10-28",13.9
"576","2020-10-29",14.05
"577","2020-10-30",14.2
"578","2020-11-02",14.62
"579","2020-11-03",14.98
"580","2020-11-04",14.86
"581","2020-11-05",15.14
"582","2020-11-06",15.03
"583","2020-11-09",15.99
"584","2020-11-10",16.75
"585","2020-11-11",17.09
"586","2020-11-12",16.51
"587","2020-11-13",17.4
"588","2020-11-16",18
"589","2020-11-17",17.93
"590","2020-11-18",17.48
"591","2020-11-19",17.25
"592","2020-11-20",17.07
"593","2020-11-23",17.120001
"594","2020-11-24",18.25
"595","2020-11-25",18.23
"596","2020-11-27",17.870001
