"","date","QRVO"
"1","2015-01-02",70.400002
"2","2015-01-05",67.629997
"3","2015-01-06",64.669998
"4","2015-01-07",66.650002
"5","2015-01-08",67.690002
"6","2015-01-09",67.110001
"7","2015-01-12",65.519997
"8","2015-01-13",65.019997
"9","2015-01-14",64.589996
"10","2015-01-15",64.389999
"11","2015-01-16",65.809998
"12","2015-01-20",67.959999
"13","2015-01-21",68.839996
"14","2015-01-22",70.610001
"15","2015-01-23",73.370003
"16","2015-01-26",73.150002
"17","2015-01-27",73.75
"18","2015-01-28",75.5
"19","2015-01-29",75.760002
"20","2015-01-30",73.870003
"21","2015-02-02",68.720001
"22","2015-02-03",68.519997
"23","2015-02-04",68.330002
"24","2015-02-05",67.389999
"25","2015-02-06",65.889999
"26","2015-02-09",63.740002
"27","2015-02-10",65.019997
"28","2015-02-11",64.75
"29","2015-02-12",66.199997
"30","2015-02-13",70.029999
"31","2015-02-17",69.440002
"32","2015-02-18",67.540001
"33","2015-02-19",65.300003
"34","2015-02-20",65.169998
"35","2015-02-23",65.050003
"36","2015-02-24",69.339996
"37","2015-02-25",67.209999
"38","2015-02-26",71.529999
"39","2015-02-27",69.400002
"40","2015-03-02",69.349998
"41","2015-03-03",70.839996
"42","2015-03-04",72.019997
"43","2015-03-05",74.510002
"44","2015-03-06",72.980003
"45","2015-03-09",74.830002
"46","2015-03-10",72.150002
"47","2015-03-11",72.949997
"48","2015-03-12",73.419998
"49","2015-03-13",72.57
"50","2015-03-16",76.330002
"51","2015-03-17",77.709999
"52","2015-03-18",79.959999
"53","2015-03-19",80.379997
"54","2015-03-20",80.800003
"55","2015-03-23",84.089996
"56","2015-03-24",83.209999
"57","2015-03-25",77.129997
"58","2015-03-26",77.190002
"59","2015-03-27",79.279999
"60","2015-03-30",81.400002
"61","2015-03-31",79.699997
"62","2015-04-01",78.800003
"63","2015-04-02",77.790001
"64","2015-04-06",76.510002
"65","2015-04-07",73.230003
"66","2015-04-08",72.839996
"67","2015-04-09",74.629997
"68","2015-04-10",73.580002
"69","2015-04-13",72.629997
"70","2015-04-14",70.5
"71","2015-04-15",70.910004
"72","2015-04-16",71.459999
"73","2015-04-17",70.07
"74","2015-04-20",72.010002
"75","2015-04-21",74.07
"76","2015-04-22",74.480003
"77","2015-04-23",73.269997
"78","2015-04-24",70.120003
"79","2015-04-27",69.370003
"80","2015-04-28",67.860001
"81","2015-04-29",68.650002
"82","2015-04-30",65.910004
"83","2015-05-01",69.599998
"84","2015-05-04",68.989998
"85","2015-05-05",67.07
"86","2015-05-06",69.059998
"87","2015-05-07",75.559998
"88","2015-05-08",76.559998
"89","2015-05-11",74.559998
"90","2015-05-12",74.75
"91","2015-05-13",74.959999
"92","2015-05-14",76.980003
"93","2015-05-15",76.540001
"94","2015-05-18",80.300003
"95","2015-05-19",80.099998
"96","2015-05-20",81.150002
"97","2015-05-21",81.260002
"98","2015-05-22",84.029999
"99","2015-05-26",82.459999
"100","2015-05-27",86.400002
"101","2015-05-28",82.300003
"102","2015-05-29",82.150002
"103","2015-06-01",80.940002
"104","2015-06-02",80.860001
"105","2015-06-03",81.550003
"106","2015-06-04",81.32
"107","2015-06-05",83.699997
"108","2015-06-08",80.239998
"109","2015-06-09",80.050003
"110","2015-06-10",82.5
"111","2015-06-11",82
"112","2015-06-12",83.510002
"113","2015-06-15",82.18
"114","2015-06-16",84.75
"115","2015-06-17",84.559998
"116","2015-06-18",84.650002
"117","2015-06-19",85.25
"118","2015-06-22",87.809998
"119","2015-06-23",85.309998
"120","2015-06-24",84.589996
"121","2015-06-25",84.980003
"122","2015-06-26",80.410004
"123","2015-06-29",79.059998
"124","2015-06-30",80.269997
"125","2015-07-01",80.360001
"126","2015-07-02",81.360001
"127","2015-07-06",79.989998
"128","2015-07-07",79.949997
"129","2015-07-08",74.68
"130","2015-07-09",74.629997
"131","2015-07-10",76.160004
"132","2015-07-13",76.610001
"133","2015-07-14",77.959999
"134","2015-07-15",77.879997
"135","2015-07-16",80.239998
"136","2015-07-17",78.860001
"137","2015-07-20",76.699997
"138","2015-07-21",77.449997
"139","2015-07-22",74.169998
"140","2015-07-23",75.239998
"141","2015-07-24",72.279999
"142","2015-07-27",69.940002
"143","2015-07-28",70.75
"144","2015-07-29",70.470001
"145","2015-07-30",60.485001
"146","2015-07-31",57.950001
"147","2015-08-03",57.52
"148","2015-08-04",55.060001
"149","2015-08-05",54.830002
"150","2015-08-06",51.830002
"151","2015-08-07",52.200001
"152","2015-08-10",54.529999
"153","2015-08-11",53.860001
"154","2015-08-12",56.959999
"155","2015-08-13",58.32
"156","2015-08-14",58.240002
"157","2015-08-17",58.279999
"158","2015-08-18",55.93
"159","2015-08-19",55.59
"160","2015-08-20",52.360001
"161","2015-08-21",49.990002
"162","2015-08-24",48.5
"163","2015-08-25",49.810001
"164","2015-08-26",52.75
"165","2015-08-27",54.740002
"166","2015-08-28",55.790001
"167","2015-08-31",55.509998
"168","2015-09-01",53.450001
"169","2015-09-02",54.82
"170","2015-09-03",56.57
"171","2015-09-04",55.790001
"172","2015-09-08",58.189999
"173","2015-09-09",56.549999
"174","2015-09-10",53.98
"175","2015-09-11",53.52
"176","2015-09-14",53.490002
"177","2015-09-15",52.73
"178","2015-09-16",51.740002
"179","2015-09-17",51.389999
"180","2015-09-18",50.73
"181","2015-09-21",49.900002
"182","2015-09-22",47.369999
"183","2015-09-23",48.060001
"184","2015-09-24",46.77
"185","2015-09-25",47.68
"186","2015-09-28",43.25
"187","2015-09-29",43.57
"188","2015-09-30",45.049999
"189","2015-10-01",43.630001
"190","2015-10-02",44.959999
"191","2015-10-05",44.77
"192","2015-10-06",44.279999
"193","2015-10-07",45.549999
"194","2015-10-08",45.259998
"195","2015-10-09",45.66
"196","2015-10-12",46.43
"197","2015-10-13",44.139999
"198","2015-10-14",46.5
"199","2015-10-15",48.310001
"200","2015-10-16",47.32
"201","2015-10-19",46.849998
"202","2015-10-20",48.200001
"203","2015-10-21",48.5
"204","2015-10-22",49.549999
"205","2015-10-23",51.5
"206","2015-10-26",46.759998
"207","2015-10-27",45.889999
"208","2015-10-28",45.169998
"209","2015-10-29",43.810001
"210","2015-10-30",43.93
"211","2015-11-02",45.27
"212","2015-11-03",45.709999
"213","2015-11-04",46.57
"214","2015-11-05",45.080002
"215","2015-11-06",55.549999
"216","2015-11-09",54.09
"217","2015-11-10",52.290001
"218","2015-11-11",52.200001
"219","2015-11-12",50.970001
"220","2015-11-13",51
"221","2015-11-16",51.84
"222","2015-11-17",54.740002
"223","2015-11-18",56.34
"224","2015-11-19",55.77
"225","2015-11-20",54.779999
"226","2015-11-23",54.849998
"227","2015-11-24",55.75
"228","2015-11-25",57.34
"229","2015-11-27",57.509998
"230","2015-11-30",58.07
"231","2015-12-01",58.040001
"232","2015-12-02",58.48
"233","2015-12-03",58.09
"234","2015-12-04",59.540001
"235","2015-12-07",57.630001
"236","2015-12-08",57.279999
"237","2015-12-09",56.150002
"238","2015-12-10",57.5
"239","2015-12-11",56.189999
"240","2015-12-14",52.48
"241","2015-12-15",51.689999
"242","2015-12-16",53.23
"243","2015-12-17",52.75
"244","2015-12-18",51.630001
"245","2015-12-21",53.349998
"246","2015-12-22",52.41
"247","2015-12-23",54.41
"248","2015-12-24",54.209999
"249","2015-12-28",52.889999
"250","2015-12-29",52.990002
"251","2015-12-30",51.66
"252","2015-12-31",50.900002
"253","2016-01-04",50.720001
"254","2016-01-05",47.529999
"255","2016-01-06",44.619999
"256","2016-01-07",45.639999
"257","2016-01-08",44.490002
"258","2016-01-11",44.220001
"259","2016-01-12",44.779999
"260","2016-01-13",40.389999
"261","2016-01-14",39.419998
"262","2016-01-15",36.599998
"263","2016-01-19",36.290001
"264","2016-01-20",37.049999
"265","2016-01-21",37.84
"266","2016-01-22",41.060001
"267","2016-01-25",39.759998
"268","2016-01-26",39.759998
"269","2016-01-27",37.02
"270","2016-01-28",36.669998
"271","2016-01-29",39.599998
"272","2016-02-01",39.970001
"273","2016-02-02",37.150002
"274","2016-02-03",37.060001
"275","2016-02-04",38.779999
"276","2016-02-05",37.25
"277","2016-02-08",36.419998
"278","2016-02-09",35.139999
"279","2016-02-10",35.360001
"280","2016-02-11",34.529999
"281","2016-02-12",37.549999
"282","2016-02-16",40.779999
"283","2016-02-17",41.59
"284","2016-02-18",40.41
"285","2016-02-19",41.849998
"286","2016-02-22",41.959999
"287","2016-02-23",41.490002
"288","2016-02-24",42.169998
