"","date","CHNR"
"206","2007-10-25",30.99
"207","2007-10-26",32.889999
"208","2007-10-29",31.280001
"209","2007-10-30",31.139999
"210","2007-10-31",29.549999
"211","2007-11-01",27.66
"212","2007-11-02",27
"213","2007-11-05",24.73
"214","2007-11-06",26.200001
"215","2007-11-07",25.469999
"216","2007-11-08",22.66
"217","2007-11-09",21.209999
"218","2007-11-12",19.76
"219","2007-11-13",20.709999
"220","2007-11-14",20.209999
"221","2007-11-15",18.85
"222","2007-11-16",18.6
"223","2007-11-19",17.1
"224","2007-11-20",17.370001
"225","2007-11-21",15.84
"226","2007-11-23",16.23
"227","2007-11-26",16.370001
"228","2007-11-27",15.71
"229","2007-11-28",18.83
"230","2007-11-29",17.969999
"231","2007-11-30",18.41
"232","2007-12-03",17.83
"233","2007-12-04",16.73
"234","2007-12-05",31.5
"235","2007-12-06",26.700001
"236","2007-12-07",26.799999
"237","2007-12-10",28.68
"238","2007-12-11",28.200001
"239","2007-12-12",28.07
"240","2007-12-13",25.360001
"241","2007-12-14",25.07
"242","2007-12-17",23.209999
"243","2007-12-18",22.6
"244","2007-12-19",24.6
"245","2007-12-20",23.139999
"246","2007-12-21",23.9
"247","2007-12-24",24.280001
"248","2007-12-26",27.15
"249","2007-12-27",25.23
"250","2007-12-28",25.299999
"251","2007-12-31",24.139999
"252","2008-01-02",24.01
"253","2008-01-03",24.15
"254","2008-01-04",22.639999
"255","2008-01-07",21.5
"256","2008-01-08",21.01
"257","2008-01-09",21.65
"258","2008-01-10",22.35
"259","2008-01-11",21.549999
"260","2008-01-14",21.700001
"261","2008-01-15",19.99
"262","2008-01-16",17.690001
"263","2008-01-17",16.92
"264","2008-01-18",16.49
"265","2008-01-22",16.139999
"266","2008-01-23",16.74
"267","2008-01-24",17.549999
"268","2008-01-25",17.35
"269","2008-01-28",16.959999
"270","2008-01-29",17.98
"271","2008-01-30",18.209999
"272","2008-01-31",18.84
"273","2008-02-01",18.799999
"274","2008-02-04",22.950001
"275","2008-02-05",20.200001
"276","2008-02-06",20.959999
"277","2008-02-07",21.41
"278","2008-02-08",22.25
"279","2008-02-11",22.98
"280","2008-02-12",23.34
"281","2008-02-13",25
"282","2008-02-14",23.639999
"283","2008-02-15",22.67
"284","2008-02-19",22.860001
"285","2008-02-20",21.629999
"286","2008-02-21",21.959999
"287","2008-02-22",22.299999
"288","2008-02-25",23.9
"289","2008-02-26",24.809999
"290","2008-02-27",24.139999
"291","2008-02-28",23.76
"292","2008-02-29",26.299999
"293","2008-03-03",24.17
"294","2008-03-04",23.190001
"295","2008-03-05",23.709999
"296","2008-03-06",22.370001
"297","2008-03-07",20.75
"298","2008-03-10",18.620001
"299","2008-03-11",19.360001
"300","2008-03-12",19.1
"301","2008-03-13",19.370001
"302","2008-03-14",18.91
"303","2008-03-17",17.23
"304","2008-03-18",18.16
"305","2008-03-19",16.48
"306","2008-03-20",16.809999
"307","2008-03-24",18.01
"308","2008-03-25",18.75
"309","2008-03-26",19.459999
"310","2008-03-27",19.23
"311","2008-03-28",18.52
"312","2008-03-31",17.690001
"313","2008-04-01",18.49
"314","2008-04-02",18.799999
"315","2008-04-03",20
"316","2008-04-04",21.59
"317","2008-04-07",21.629999
"318","2008-04-08",20.709999
"319","2008-04-09",19.969999
"320","2008-04-10",19.940001
"321","2008-04-11",19.120001
"322","2008-04-14",19.18
"323","2008-04-15",19.4
"324","2008-04-16",20.27
"325","2008-04-17",19.75
"326","2008-04-18",19.959999
"327","2008-04-21",21.75
"328","2008-04-22",21
"329","2008-04-23",22.93
"330","2008-04-24",22.879999
"331","2008-04-25",22.799999
"332","2008-04-28",22.5
"333","2008-04-29",21.93
"334","2008-04-30",21.299999
"335","2008-05-01",21.290001
"336","2008-05-02",22.780001
"337","2008-05-05",24.610001
"338","2008-05-06",24.889999
"339","2008-05-07",23
"340","2008-05-08",23.1
"341","2008-05-09",22.68
"342","2008-05-12",23.33
"343","2008-05-13",22.799999
"344","2008-05-14",23.43
"345","2008-05-15",23.309999
"346","2008-05-16",24.1
"347","2008-05-19",24.52
"348","2008-05-20",24.4
"349","2008-05-21",24.200001
"350","2008-05-22",22.370001
"351","2008-05-23",22.18
"352","2008-05-27",22.190001
"353","2008-05-28",22.76
"354","2008-05-29",22.23
"355","2008-05-30",22.58
"356","2008-06-02",21.35
"357","2008-06-03",21.030001
"358","2008-06-04",19.059999
"359","2008-06-05",19.049999
"360","2008-06-06",18.49
"361","2008-06-09",17.870001
"362","2008-06-10",17.41
"363","2008-06-11",17.030001
"364","2008-06-12",16.82
"365","2008-06-13",17.030001
"366","2008-06-16",18.51
"367","2008-06-17",18.559999
"368","2008-06-18",18.809999
"369","2008-06-19",19.76
"370","2008-06-20",18.93
"371","2008-06-23",18.719999
"372","2008-06-24",17.75
"373","2008-06-25",17.91
"374","2008-06-26",17.16
"375","2008-06-27",16.549999
"376","2008-06-30",17.540001
"377","2008-07-01",16.969999
"378","2008-07-02",17.15
"379","2008-07-03",16.059999
"380","2008-07-07",16.190001
"381","2008-07-08",16.35
"382","2008-07-09",16.33
"383","2008-07-10",16.73
"384","2008-07-11",16.34
"385","2008-07-14",16.57
"386","2008-07-15",16.9
"387","2008-07-16",17.4
"388","2008-07-17",16.66
"389","2008-07-18",16.6
"390","2008-07-21",16.98
"391","2008-07-22",17
"392","2008-07-23",17.190001
"393","2008-07-24",17
"394","2008-07-25",17.200001
"395","2008-07-28",17
"396","2008-07-29",17.200001
"397","2008-07-30",17.5
"398","2008-07-31",17.25
"399","2008-08-01",17.129999
"400","2008-08-04",16.5
"401","2008-08-05",16.299999
"402","2008-08-06",16.549999
"403","2008-08-07",16.440001
"404","2008-08-08",16
"405","2008-08-11",14.5
"406","2008-08-12",15.53
"407","2008-08-13",16.57
"408","2008-08-14",17.15
"409","2008-08-15",17
"410","2008-08-18",17.27
"411","2008-08-19",17.379999
"412","2008-08-20",18.07
"413","2008-08-21",17.940001
"414","2008-08-22",18.75
"415","2008-08-25",18.52
"416","2008-08-26",18.85
"417","2008-08-27",18.68
"418","2008-08-28",19.01
"419","2008-08-29",18.940001
"420","2008-09-02",18.9
"421","2008-09-03",18.889999
"422","2008-09-04",18.219999
"423","2008-09-05",18.299999
"424","2008-09-08",18.02
"425","2008-09-09",16.559999
"426","2008-09-10",16.549999
"427","2008-09-11",16.24
"428","2008-09-12",16.09
"429","2008-09-15",16
"430","2008-09-16",16.059999
"431","2008-09-17",15.04
"432","2008-09-18",15.2
"433","2008-09-19",16.299999
"434","2008-09-22",16.42
"435","2008-09-23",16.1
"436","2008-09-24",16.469999
"437","2008-09-25",15.99
"438","2008-09-26",15.16
"439","2008-09-29",14.1
"440","2008-09-30",13.89
"441","2008-10-01",13.79
"442","2008-10-02",12.41
"443","2008-10-03",12.2
"444","2008-10-06",10.88
"445","2008-10-07",10.51
"446","2008-10-08",9.59
"447","2008-10-09",9.23
"448","2008-10-10",8.5
"449","2008-10-13",10.29
"450","2008-10-14",9.53
"451","2008-10-15",9.21
"452","2008-10-16",9.05
"453","2008-10-17",9.2
"454","2008-10-20",9.27
"455","2008-10-21",9.44
"456","2008-10-22",8.71
"457","2008-10-23",8.45
"458","2008-10-24",8.6
"459","2008-10-27",8.3
"460","2008-10-28",8.08
"461","2008-10-29",8.02
"462","2008-10-30",8
"463","2008-10-31",8.27
"464","2008-11-03",8.85
"465","2008-11-04",10.32
"466","2008-11-05",9.32
"467","2008-11-06",9.01
"468","2008-11-07",9
"469","2008-11-10",9.6
"470","2008-11-11",9.5
"471","2008-11-12",9.3
"472","2008-11-13",9.1
"473","2008-11-14",9.2
"474","2008-11-17",9.42
"475","2008-11-18",9.1
"476","2008-11-19",9.08
"477","2008-11-20",8.18
"478","2008-11-21",7.99
"479","2008-11-24",9.2
"480","2008-11-25",8.85
"481","2008-11-26",9.56
"482","2008-11-28",10.03
"483","2008-12-01",10.25
"484","2008-12-02",10.31
"485","2008-12-03",11
"486","2008-12-04",10.35
"487","2008-12-05",10.6
"488","2008-12-08",10.82
"489","2008-12-09",10.94
"490","2008-12-10",11.25
"491","2008-12-11",11.07
"492","2008-12-12",10.65
"493","2008-12-15",10.61
"494","2008-12-16",10.38
"495","2008-12-17",10.3
"496","2008-12-18",9.94
"497","2008-12-19",10.15
"498","2008-12-22",10.01
"499","2008-12-23",9.96
"500","2008-12-24",9.5
"501","2008-12-26",9.32
"502","2008-12-29",9.73
"503","2008-12-30",11.94
"504","2008-12-31",12
"505","2009-01-02",11.87
"506","2009-01-05",11.65
"507","2009-01-06",11.18
"508","2009-01-07",10.66
"509","2009-01-08",10.72
"510","2009-01-09",11.03
"511","2009-01-12",10.6
"512","2009-01-13",10.38
"513","2009-01-14",10.15
"514","2009-01-15",10.08
"515","2009-01-16",10.17
"516","2009-01-20",9.87
"517","2009-01-21",9.82
"518","2009-01-22",9.6
"519","2009-01-23",9.65
"520","2009-01-26",9.52
"521","2009-01-27",9.45
"522","2009-01-28",9.62
"523","2009-01-29",9.59
"524","2009-01-30",9.46
"525","2009-02-02",9.29
"526","2009-02-03",9.88
"527","2009-02-04",9.32
"528","2009-02-05",9.35
"529","2009-02-06",9.9
"530","2009-02-09",9.66
"531","2009-02-10",9.37
"532","2009-02-11",9.28
"533","2009-02-12",9.32
"534","2009-02-13",9.32
"535","2009-02-17",9.29
"536","2009-02-18",9.34
"537","2009-02-19",9.28
"538","2009-02-20",9.19
"539","2009-02-23",8.84
"540","2009-02-24",8.88
"541","2009-02-25",8.86
"542","2009-02-26",9.47
"543","2009-02-27",9.35
"544","2009-03-02",9.18
"545","2009-03-03",8.94
"546","2009-03-04",9.61
"547","2009-03-05",9.43
"548","2009-03-06",9.59
"549","2009-03-09",9.59
"550","2009-03-10",9.52
"551","2009-03-11",9.44
"552","2009-03-12",9.21
"553","2009-03-13",9.03
"554","2009-03-16",9.02
"555","2009-03-17",9.6
"556","2009-03-18",9.82
"557","2009-03-19",9.66
"558","2009-03-20",9.31
"559","2009-03-23",8.96
"560","2009-03-24",9.09
"561","2009-03-25",9.3
"562","2009-03-26",8.91
"563","2009-03-27",9.3
"564","2009-03-30",9.35
"565","2009-03-31",8.9
"566","2009-04-01",8.9
"567","2009-04-02",9.15
"568","2009-04-03",9.08
"569","2009-04-06",8.94
"570","2009-04-07",8.86
"571","2009-04-08",8.82
"572","2009-04-09",8.84
"573","2009-04-13",9.99
"574","2009-04-14",9.88
"575","2009-04-15",9.89
"576","2009-04-16",9.89
"577","2009-04-17",9.75
"578","2009-04-20",9.09
"579","2009-04-21",9.2
"580","2009-04-22",9.31
"581","2009-04-23",9.27
"582","2009-04-24",9.46
"583","2009-04-27",9.21
"584","2009-04-28",8.82
"585","2009-04-29",9.37
"586","2009-04-30",9.37
"587","2009-05-01",10.35
"588","2009-05-04",11.68
"589","2009-05-05",11.14
"590","2009-05-06",10.99
"591","2009-05-07",10.01
"592","2009-05-08",10.25
"593","2009-05-11",10.01
"594","2009-05-12",10.57
"595","2009-05-13",10.98
"596","2009-05-14",11.11
"597","2009-05-15",10.12
"598","2009-05-18",11.47
"599","2009-05-19",11.22
"600","2009-05-20",12.13
"601","2009-05-21",10.95
"602","2009-05-22",10.83
"603","2009-05-26",10.9
"604","2009-05-27",10.75
"605","2009-05-28",10.87
"606","2009-05-29",10.81
"607","2009-06-01",11.46
"608","2009-06-02",11.24
"609","2009-06-03",10.68
"610","2009-06-04",10.8
"611","2009-06-05",11.21
"612","2009-06-08",12.4
"613","2009-06-09",14.83
"614","2009-06-10",14.02
"615","2009-06-11",14.16
"616","2009-06-12",13.37
"617","2009-06-15",13.15
"618","2009-06-16",12.96
"619","2009-06-17",12.27
"620","2009-06-18",12
"621","2009-06-19",12.6
"622","2009-06-22",11.78
"623","2009-06-23",12.07
"624","2009-06-24",12.1
"625","2009-06-25",12.49
"626","2009-06-26",12.78
"627","2009-06-29",13.65
"628","2009-06-30",13.5
"629","2009-07-01",12.96
"630","2009-07-02",12.34
"631","2009-07-06",11.5
"632","2009-07-07",11.28
"633","2009-07-08",10.55
"634","2009-07-09",11.08
"635","2009-07-10",10.83
"636","2009-07-13",10.62
"637","2009-07-14",10.8
"638","2009-07-15",11.28
"639","2009-07-16",11.45
"640","2009-07-17",12.01
"641","2009-07-20",12.1
"642","2009-07-21",12.1
"643","2009-07-22",12.33
"644","2009-07-23",12.26
"645","2009-07-24",12.08
"646","2009-07-27",12.27
"647","2009-07-28",12.11
"648","2009-07-29",12.01
"649","2009-07-30",12.11
"650","2009-07-31",12.3
"651","2009-08-03",12.87
"652","2009-08-04",12.89
"653","2009-08-05",12.74
"654","2009-08-06",12
"655","2009-08-07",12.01
"656","2009-08-10",11.99
"657","2009-08-11",12.39
"658","2009-08-12",12.38
"659","2009-08-13",12.12
"660","2009-08-14",12.06
"661","2009-08-17",10.76
"662","2009-08-18",11.58
"663","2009-08-19",11.22
"664","2009-08-20",11.59
"665","2009-08-21",11.76
"666","2009-08-24",11.06
"667","2009-08-25",11.42
"668","2009-08-26",10.7
"669","2009-08-27",10.54
"670","2009-08-28",10.73
"671","2009-08-31",10.42
"672","2009-09-01",10.2
"673","2009-09-02",10.02
"674","2009-09-03",11.7
"675","2009-09-04",11.42
"676","2009-09-08",11.59
"677","2009-09-09",11.23
"678","2009-09-10",11.54
"679","2009-09-11",11.05
"680","2009-09-14",11
"681","2009-09-15",11.25
"682","2009-09-16",11.2
"683","2009-09-17",11.1
"684","2009-09-18",11.22
"685","2009-09-21",11.3
"686","2009-09-22",11.41
"687","2009-09-23",11.59
"688","2009-09-24",10.69
"689","2009-09-25",10.68
"690","2009-09-28",10.75
"691","2009-09-29",10.5
"692","2009-09-30",10.47
"693","2009-10-01",10.02
"694","2009-10-02",10.09
"695","2009-10-05",10.2
"696","2009-10-06",11.03
"697","2009-10-07",10.75
"698","2009-10-08",10.84
"699","2009-10-09",10.89
"700","2009-10-12",10.93
"701","2009-10-13",10.96
"702","2009-10-14",10.92
"703","2009-10-15",10.63
"704","2009-10-16",10.71
"705","2009-10-19",11.07
"706","2009-10-20",11.17
"707","2009-10-21",11.76
"708","2009-10-22",11.99
"709","2009-10-23",12.01
"710","2009-10-26",11.25
"711","2009-10-27",11
"712","2009-10-28",10.34
"713","2009-10-29",10.9
"714","2009-10-30",10.69
"715","2009-11-02",10.33
"716","2009-11-03",11.02
"717","2009-11-04",10.81
"718","2009-11-05",11
"719","2009-11-06",11.1
"720","2009-11-09",11.01
"721","2009-11-10",10.69
"722","2009-11-11",10.86
"723","2009-11-12",10.87
"724","2009-11-13",10.46
"725","2009-11-16",10.63
"726","2009-11-17",10.5
"727","2009-11-18",10.52
"728","2009-11-19",10.45
"729","2009-11-20",10.46
"730","2009-11-23",10.45
"731","2009-11-24",10.51
"732","2009-11-25",10.5
"733","2009-11-27",10.44
"734","2009-11-30",10.2
"735","2009-12-01",10.5
"736","2009-12-02",11.31
"737","2009-12-03",11.28
"738","2009-12-04",11.34
"739","2009-12-07",11.2
"740","2009-12-08",11
"741","2009-12-09",10.78
"742","2009-12-10",10.84
"743","2009-12-11",10.71
"744","2009-12-14",11.4
"745","2009-12-15",10.88
"746","2009-12-16",11.14
"747","2009-12-17",11.37
"748","2009-12-18",11.11
"749","2009-12-21",11.57
"750","2009-12-22",11.72
"751","2009-12-23",11.7
"752","2009-12-24",11.55
"753","2009-12-28",11.69
"754","2009-12-29",11.72
"755","2009-12-30",11.84
"756","2009-12-31",11.8
"757","2010-01-04",11.91
"758","2010-01-05",13.09
"759","2010-01-06",13
"760","2010-01-07",12.9
"761","2010-01-08",13.06
"762","2010-01-11",14.93
"763","2010-01-12",13.75
"764","2010-01-13",14.09
"765","2010-01-14",14.54
"766","2010-01-15",13.9
"767","2010-01-19",13.11
"768","2010-01-20",12.2
"769","2010-01-21",11.52
"770","2010-01-22",11.95
"771","2010-01-25",11.98
"772","2010-01-26",12.27
"773","2010-01-27",12.54
"774","2010-01-28",12.36
"775","2010-01-29",12
"776","2010-02-01",11.81
"777","2010-02-02",11.8
"778","2010-02-03",11.66
"779","2010-02-04",11.07
"780","2010-02-05",11.15
"781","2010-02-08",10.91
"782","2010-02-09",10.93
"783","2010-02-10",11.53
"784","2010-02-11",11.69
"785","2010-02-12",11.97
"786","2010-02-16",12.25
"787","2010-02-17",11.98
"788","2010-02-18",11.98
"789","2010-02-19",11.8
"790","2010-02-22",12.05
"791","2010-02-23",11.98
"792","2010-02-24",12.14
"793","2010-02-25",12.06
"794","2010-02-26",12.11
"795","2010-03-01",12.17
"796","2010-03-02",11.99
"797","2010-03-03",12.2
"798","2010-03-04",12
"799","2010-03-05",13.06
"800","2010-03-08",12.38
"801","2010-03-09",12.35
"802","2010-03-10",12.03
"803","2010-03-11",12.12
"804","2010-03-12",12
"805","2010-03-15",11.92
"806","2010-03-16",11.91
"807","2010-03-17",12.07
"808","2010-03-18",12.16
"809","2010-03-19",12.04
"810","2010-03-22",11.91
"811","2010-03-23",11.99
"812","2010-03-24",12.3
"813","2010-03-25",12.05
"814","2010-03-26",11.93
"815","2010-03-29",12.02
"816","2010-03-30",12.24
"817","2010-03-31",12.14
"818","2010-04-01",11.84
"819","2010-04-05",12.12
"820","2010-04-06",12.1
"821","2010-04-07",12.36
"822","2010-04-08",12.1
"823","2010-04-09",12.17
"824","2010-04-12",12.19
"825","2010-04-13",11.89
"826","2010-04-14",11.7
"827","2010-04-15",11.55
"828","2010-04-16",11.31
"829","2010-04-19",11.15
"830","2010-04-20",11.29
"831","2010-04-21",11.15
"832","2010-04-22",11.34
"833","2010-04-23",11.31
"834","2010-04-26",11.43
"835","2010-04-27",11.3
"836","2010-04-28",11.4
"837","2010-04-29",11.57
"838","2010-04-30",11.56
"839","2010-05-03",11.44
"840","2010-05-04",11.46
"841","2010-05-05",11.5
"842","2010-05-06",11.08
"843","2010-05-07",10.95
"844","2010-05-10",11.1
"845","2010-05-11",11.57
"846","2010-05-12",11.55
"847","2010-05-13",11.54
"848","2010-05-14",11.41
"849","2010-05-17",10.8
"850","2010-05-18",10.6
"851","2010-05-19",10.58
"852","2010-05-20",10.4
"853","2010-05-21",10
"854","2010-05-24",10.3
"855","2010-05-25",10.31
"856","2010-05-26",9.65
"857","2010-05-27",9.97
"858","2010-05-28",10.05
"859","2010-06-01",9.8
"860","2010-06-02",9.8
"861","2010-06-03",9.86
"862","2010-06-04",9.75
"863","2010-06-07",9.51
"864","2010-06-08",9.65
"865","2010-06-09",9.64
"866","2010-06-10",9.42
"867","2010-06-11",9.03
"868","2010-06-14",9.11
"869","2010-06-15",9.34
"870","2010-06-16",9.69
"871","2010-06-17",9.41
"872","2010-06-18",9.33
"873","2010-06-21",9.5
"874","2010-06-22",9.64
"875","2010-06-23",9.69
"876","2010-06-24",9.21
"877","2010-06-25",9.02
"878","2010-06-28",9.19
"879","2010-06-29",8.87
"880","2010-06-30",9.07
"881","2010-07-01",9.24
"882","2010-07-02",9.12
"883","2010-07-06",9.13
"884","2010-07-07",9.03
"885","2010-07-08",9.06
"886","2010-07-09",8.98
"887","2010-07-12",8.9
"888","2010-07-13",8.9
"889","2010-07-14",8.71
"890","2010-07-15",8.53
"891","2010-07-16",8.37
"892","2010-07-19",8.44
"893","2010-07-20",8.27
"894","2010-07-21",8.51
"895","2010-07-22",8.56
"896","2010-07-23",8.68
"897","2010-07-26",8.71
"898","2010-07-27",8.71
"899","2010-07-28",9.82
"900","2010-07-29",10.59
"901","2010-07-30",10.75
"902","2010-08-02",10.01
"903","2010-08-03",11.08
"904","2010-08-04",10.59
"905","2010-08-05",10.71
"906","2010-08-06",10.06
"907","2010-08-09",10.01
"908","2010-08-10",10.02
"909","2010-08-11",10
"910","2010-08-12",10.16
"911","2010-08-13",10
"912","2010-08-16",10.01
"913","2010-08-17",10.1
"914","2010-08-18",10.14
"915","2010-08-19",10.38
"916","2010-08-20",10.55
"917","2010-08-23",10.7
"918","2010-08-24",10.35
"919","2010-08-25",10.49
"920","2010-08-26",9.95
"921","2010-08-27",10.22
"922","2010-08-30",9.73
"923","2010-08-31",9.7
"924","2010-09-01",9.78
"925","2010-09-02",9.67
"926","2010-09-03",9.95
"927","2010-09-07",9.97
"928","2010-09-08",9.89
"929","2010-09-09",10.01
"930","2010-09-10",10.44
"931","2010-09-13",10.66
"932","2010-09-14",10.72
"933","2010-09-15",10.72
"934","2010-09-16",10.78
"935","2010-09-17",10.87
"936","2010-09-20",10.79
"937","2010-09-21",10.87
"938","2010-09-22",10.75
"939","2010-09-23",10.61
"940","2010-09-24",10.72
"941","2010-09-27",10.9
"942","2010-09-28",11.13
"943","2010-09-29",10.43
"944","2010-09-30",10.9
"945","2010-10-01",10.16
"946","2010-10-04",10.6
"947","2010-10-05",10.58
"948","2010-10-06",10.8
"949","2010-10-07",10.9
"950","2010-10-08",10.9
"951","2010-10-11",10.94
"952","2010-10-12",10.84
"953","2010-10-13",11.5
"954","2010-10-14",11.3
"955","2010-10-15",10.73
"956","2010-10-18",10.73
"957","2010-10-19",10.31
"958","2010-10-20",11.9
"959","2010-10-21",11.05
"960","2010-10-22",10.93
"961","2010-10-25",10.93
"962","2010-10-26",10.79
"963","2010-10-27",11.75
"964","2010-10-28",12.28
"965","2010-10-29",12.17
"966","2010-11-01",12.13
"967","2010-11-02",12.5
"968","2010-11-03",12.36
"969","2010-11-04",12.31
"970","2010-11-05",13.3
"971","2010-11-08",15.57
"972","2010-11-09",15.4
"973","2010-11-10",15.74
"974","2010-11-11",15.27
"975","2010-11-12",14.65
"976","2010-11-15",14.95
"977","2010-11-16",13.62
"978","2010-11-17",13.86
"979","2010-11-18",14.7
"980","2010-11-19",15.11
"981","2010-11-22",15.06
"982","2010-11-23",14.83
"983","2010-11-24",15.22
"984","2010-11-26",15.23
"985","2010-11-29",15.75
"986","2010-11-30",15.71
"987","2010-12-01",15.51
"988","2010-12-02",15.48
"989","2010-12-03",15.3
"990","2010-12-06",16.1
"991","2010-12-07",15.72
"992","2010-12-08",15.92
"993","2010-12-09",15.56
"994","2010-12-10",16.1
"995","2010-12-13",15.83
