"","date","EXC"
"1","2007-01-03",62.43
"2","2007-01-04",61.880001
"3","2007-01-05",60.389999
"4","2007-01-08",60.240002
"5","2007-01-09",60.240002
"6","2007-01-10",60.77
"7","2007-01-11",60.560001
"8","2007-01-12",59.650002
"9","2007-01-16",59.689999
"10","2007-01-17",59.849998
"11","2007-01-18",59.950001
"12","2007-01-19",60.259998
"13","2007-01-22",59.959999
"14","2007-01-23",60.23
"15","2007-01-24",60.07
"16","2007-01-25",59.049999
"17","2007-01-26",59.18
"18","2007-01-29",59.380001
"19","2007-01-30",59.310001
"20","2007-01-31",59.990002
"21","2007-02-01",61.029999
"22","2007-02-02",60.75
"23","2007-02-05",62.110001
"24","2007-02-06",63.360001
"25","2007-02-07",63.25
"26","2007-02-08",63.509998
"27","2007-02-09",64.059998
"28","2007-02-12",63.709999
"29","2007-02-13",63.419998
"30","2007-02-14",63.779999
"31","2007-02-15",62.82
"32","2007-02-16",63.189999
"33","2007-02-20",63.639999
"34","2007-02-21",63.509998
"35","2007-02-22",64.230003
"36","2007-02-23",66.93
"37","2007-02-26",69.379997
"38","2007-02-27",65.989998
"39","2007-02-28",65.93
"40","2007-03-01",66.010002
"41","2007-03-02",64.220001
"42","2007-03-05",63.790001
"43","2007-03-06",64.809998
"44","2007-03-07",64.459999
"45","2007-03-08",64.5
"46","2007-03-09",64.489998
"47","2007-03-12",66.120003
"48","2007-03-13",64.949997
"49","2007-03-14",65.459999
"50","2007-03-15",66.300003
"51","2007-03-16",65.779999
"52","2007-03-19",66.709999
"53","2007-03-20",68.040001
"54","2007-03-21",69.040001
"55","2007-03-22",67.739998
"56","2007-03-23",67.720001
"57","2007-03-26",68.150002
"58","2007-03-27",67.82
"59","2007-03-28",69.150002
"60","2007-03-29",69.099998
"61","2007-03-30",68.709999
"62","2007-04-02",70.400002
"63","2007-04-03",71.32
"64","2007-04-04",71.040001
"65","2007-04-05",71.699997
"66","2007-04-09",72.080002
"67","2007-04-10",72.239998
"68","2007-04-11",72.080002
"69","2007-04-12",71.129997
"70","2007-04-13",70.919998
"71","2007-04-16",71.610001
"72","2007-04-17",72.879997
"73","2007-04-18",73.480003
"74","2007-04-19",72.669998
"75","2007-04-20",73.279999
"76","2007-04-23",74.07
"77","2007-04-24",74.989998
"78","2007-04-25",75.639999
"79","2007-04-26",76.449997
"80","2007-04-27",76.230003
"81","2007-04-30",75.410004
"82","2007-05-01",76.449997
"83","2007-05-02",77.080002
"84","2007-05-03",76.879997
"85","2007-05-04",76.5
"86","2007-05-07",78.330002
"87","2007-05-08",77.309998
"88","2007-05-09",77.550003
"89","2007-05-10",76.330002
"90","2007-05-11",76.529999
"91","2007-05-14",76.43
"92","2007-05-15",76.949997
"93","2007-05-16",77.699997
"94","2007-05-17",76.919998
"95","2007-05-18",78.449997
"96","2007-05-21",77.559998
"97","2007-05-22",77.360001
"98","2007-05-23",76.690002
"99","2007-05-24",73.75
"100","2007-05-25",73.25
"101","2007-05-29",73.650002
"102","2007-05-30",76.029999
"103","2007-05-31",78
"104","2007-06-01",76.610001
"105","2007-06-04",75.489998
"106","2007-06-05",74.269997
"107","2007-06-06",72.599998
"108","2007-06-07",69.919998
"109","2007-06-08",70.660004
"110","2007-06-11",72.160004
"111","2007-06-12",70.650002
"112","2007-06-13",72.099998
"113","2007-06-14",72.790001
"114","2007-06-15",74.480003
"115","2007-06-18",73.82
"116","2007-06-19",73.919998
"117","2007-06-20",71.330002
"118","2007-06-21",71.900002
"119","2007-06-22",70.029999
"120","2007-06-25",71.260002
"121","2007-06-26",71.199997
"122","2007-06-27",72.400002
"123","2007-06-28",72.099998
"124","2007-06-29",72.599998
"125","2007-07-02",76.330002
"126","2007-07-03",76.110001
"127","2007-07-05",76.57
"128","2007-07-06",76.410004
"129","2007-07-09",76.25
"130","2007-07-10",74.550003
"131","2007-07-11",74.940002
"132","2007-07-12",76.660004
"133","2007-07-13",78.160004
"134","2007-07-16",77.040001
"135","2007-07-17",77.660004
"136","2007-07-18",78.620003
"137","2007-07-19",82.050003
"138","2007-07-20",78.889999
"139","2007-07-23",80.370003
"140","2007-07-24",75.940002
"141","2007-07-25",74.440002
"142","2007-07-26",70.900002
"143","2007-07-27",69.620003
"144","2007-07-30",69.519997
"145","2007-07-31",70.150002
"146","2007-08-01",74.099998
"147","2007-08-02",74.870003
"148","2007-08-03",71.089996
"149","2007-08-06",74.269997
"150","2007-08-07",74.559998
"151","2007-08-08",76.400002
"152","2007-08-09",75.25
"153","2007-08-10",72.849998
