"","date","VKTX"
"1001","2019-04-17",8.59
"1002","2019-04-18",8.82
"1003","2019-04-22",8.72
"1004","2019-04-23",8.72
"1005","2019-04-24",8.37
"1006","2019-04-25",8.35
"1007","2019-04-26",8.39
"1008","2019-04-29",8.21
"1009","2019-04-30",7.83
"1010","2019-05-01",7.84
"1011","2019-05-02",8.15
"1012","2019-05-03",8.46
"1013","2019-05-06",8.91
"1014","2019-05-07",8.33
"1015","2019-05-08",8.66
"1016","2019-05-09",8.64
"1017","2019-05-10",8.44
"1018","2019-05-13",7.97
"1019","2019-05-14",8.39
"1020","2019-05-15",8.51
"1021","2019-05-16",8.48
"1022","2019-05-17",8.38
"1023","2019-05-20",8.23
"1024","2019-05-21",8.64
"1025","2019-05-22",8.36
"1026","2019-05-23",8.34
"1027","2019-05-24",8.54
"1028","2019-05-28",7.84
"1029","2019-05-29",7.96
"1030","2019-05-30",7.84
"1031","2019-05-31",7.69
"1032","2019-06-03",7.67
"1033","2019-06-04",8.04
"1034","2019-06-05",8.02
"1035","2019-06-06",7.71
"1036","2019-06-07",7.84
"1037","2019-06-10",7.71
"1038","2019-06-11",7.77
"1039","2019-06-12",7.98
"1040","2019-06-13",8.17
"1041","2019-06-14",7.86
"1042","2019-06-17",8.14
"1043","2019-06-18",8.35
"1044","2019-06-19",8.23
"1045","2019-06-20",8.02
"1046","2019-06-21",8.01
"1047","2019-06-24",7.95
"1048","2019-06-25",8.02
"1049","2019-06-26",7.92
"1050","2019-06-27",8.37
"1051","2019-06-28",8.3
"1052","2019-07-01",8.32
"1053","2019-07-02",8
"1054","2019-07-03",8.22
"1055","2019-07-05",8.21
"1056","2019-07-08",8.27
"1057","2019-07-09",8.47
"1058","2019-07-10",8.36
"1059","2019-07-11",8.15
"1060","2019-07-12",8.23
"1061","2019-07-15",8.24
"1062","2019-07-16",8.6
"1063","2019-07-17",8.25
"1064","2019-07-18",8.43
"1065","2019-07-19",8.25
"1066","2019-07-22",8.22
"1067","2019-07-23",7.93
"1068","2019-07-24",8.05
"1069","2019-07-25",7.89
"1070","2019-07-26",7.81
"1071","2019-07-29",7.78
"1072","2019-07-30",7.63
"1073","2019-07-31",7.69
"1074","2019-08-01",7.57
"1075","2019-08-02",7.24
"1076","2019-08-05",7.07
"1077","2019-08-06",7.23
"1078","2019-08-07",7.22
"1079","2019-08-08",7.26
"1080","2019-08-09",7.13
"1081","2019-08-12",6.82
"1082","2019-08-13",7.03
"1083","2019-08-14",6.87
"1084","2019-08-15",6.55
"1085","2019-08-16",6.83
"1086","2019-08-19",6.93
"1087","2019-08-20",6.92
"1088","2019-08-21",7.12
"1089","2019-08-22",7.01
"1090","2019-08-23",6.68
"1091","2019-08-26",6.85
"1092","2019-08-27",6.65
"1093","2019-08-28",6.91
"1094","2019-08-29",7
"1095","2019-08-30",6.95
"1096","2019-09-03",6.7
"1097","2019-09-04",6.91
"1098","2019-09-05",7.42
"1099","2019-09-06",7.12
"1100","2019-09-09",7.25
"1101","2019-09-10",7.74
"1102","2019-09-11",7.68
"1103","2019-09-12",7.35
"1104","2019-09-13",7.15
"1105","2019-09-16",7.48
"1106","2019-09-17",7.39
"1107","2019-09-18",7.19
"1108","2019-09-19",7.27
"1109","2019-09-20",6.85
"1110","2019-09-23",6.91
"1111","2019-09-24",6.58
"1112","2019-09-25",6.81
"1113","2019-09-26",6.89
"1114","2019-09-27",6.94
"1115","2019-09-30",6.88
"1116","2019-10-01",6.76
"1117","2019-10-02",6.9
"1118","2019-10-03",6.97
"1119","2019-10-04",6.95
"1120","2019-10-07",6.85
"1121","2019-10-08",6.605
"1122","2019-10-09",6.375
"1123","2019-10-10",6.39
"1124","2019-10-11",6.4
"1125","2019-10-14",6.4
"1126","2019-10-15",6.62
"1127","2019-10-16",6.58
"1128","2019-10-17",6.7
"1129","2019-10-18",6.535
"1130","2019-10-21",6.59
"1131","2019-10-22",6.58
"1132","2019-10-23",6.58
"1133","2019-10-24",6.46
"1134","2019-10-25",6.49
"1135","2019-10-28",6.89
"1136","2019-10-29",6.65
"1137","2019-10-30",6.52
"1138","2019-10-31",6.47
"1139","2019-11-01",6.72
"1140","2019-11-04",6.56
"1141","2019-11-05",7.82
"1142","2019-11-06",7.35
"1143","2019-11-07",7.44
"1144","2019-11-08",7.86
"1145","2019-11-11",7.7
"1146","2019-11-12",8.15
"1147","2019-11-13",8.4
"1148","2019-11-14",7.99
"1149","2019-11-15",8.01
"1150","2019-11-18",7.92
"1151","2019-11-19",7.33
"1152","2019-11-20",7.075
"1153","2019-11-21",7.42
"1154","2019-11-22",7.18
"1155","2019-11-25",7.19
"1156","2019-11-26",7.12
"1157","2019-11-27",7.445
"1158","2019-11-29",7.32
"1159","2019-12-02",7.12
"1160","2019-12-03",7.07
"1161","2019-12-04",7.11
"1162","2019-12-05",6.955
"1163","2019-12-06",7.34
"1164","2019-12-09",7.61
"1165","2019-12-10",7.67
"1166","2019-12-11",7.61
"1167","2019-12-12",7.9
"1168","2019-12-13",7.95
"1169","2019-12-16",8.07
"1170","2019-12-17",8.13
"1171","2019-12-18",7.94
"1172","2019-12-19",7.99
"1173","2019-12-20",7.77
"1174","2019-12-23",8.315
"1175","2019-12-24",8.73
"1176","2019-12-26",8.69
"1177","2019-12-27",8.33
"1178","2019-12-30",7.93
"1179","2019-12-31",8.02
"1180","2020-01-02",7.95
"1181","2020-01-03",7.77
"1182","2020-01-06",7.72
"1183","2020-01-07",7.59
"1184","2020-01-08",7.59
"1185","2020-01-09",7.72
"1186","2020-01-10",7.73
"1187","2020-01-13",7.3
"1188","2020-01-14",7.36
"1189","2020-01-15",7.37
"1190","2020-01-16",7.38
"1191","2020-01-17",7.18
"1192","2020-01-21",7.09
"1193","2020-01-22",7.01
"1194","2020-01-23",6.81
"1195","2020-01-24",6.59
"1196","2020-01-27",6.32
"1197","2020-01-28",6.52
"1198","2020-01-29",6.4
"1199","2020-01-30",6.3
"1200","2020-01-31",6.28
"1201","2020-02-03",6.42
"1202","2020-02-04",6.52
"1203","2020-02-05",6.69
"1204","2020-02-06",6.69
"1205","2020-02-07",6.55
"1206","2020-02-10",6.76
"1207","2020-02-11",6.68
"1208","2020-02-12",6.83
"1209","2020-02-13",6.64
"1210","2020-02-14",6.73
"1211","2020-02-18",6.76
"1212","2020-02-19",6.94
"1213","2020-02-20",6.96
"1214","2020-02-21",6.93
"1215","2020-02-24",6.83
"1216","2020-02-25",6.37
"1217","2020-02-26",6.23
"1218","2020-02-27",5.96
"1219","2020-02-28",5.92
"1220","2020-03-02",6.09
"1221","2020-03-03",5.93
"1222","2020-03-04",6.44
"1223","2020-03-05",6.04
"1224","2020-03-06",5.8
"1225","2020-03-09",5.41
"1226","2020-03-10",5.6
"1227","2020-03-11",5.07
"1228","2020-03-12",4.09
"1229","2020-03-13",4.19
"1230","2020-03-16",3.45
"1231","2020-03-17",3.58
"1232","2020-03-18",3.87
"1233","2020-03-19",4.25
"1234","2020-03-20",4.32
"1235","2020-03-23",4.05
"1236","2020-03-24",4.32
"1237","2020-03-25",4.45
"1238","2020-03-26",4.84
"1239","2020-03-27",4.53
"1240","2020-03-30",4.74
"1241","2020-03-31",4.68
"1242","2020-04-01",4.35
"1243","2020-04-02",4.49
"1244","2020-04-03",4.4
"1245","2020-04-06",4.65
"1246","2020-04-07",4.57
"1247","2020-04-08",4.92
"1248","2020-04-09",5.05
"1249","2020-04-13",5.64
"1250","2020-04-14",5.54
"1251","2020-04-15",5.27
"1252","2020-04-16",5.54
"1253","2020-04-17",5.62
"1254","2020-04-20",5.77
"1255","2020-04-21",5.65
"1256","2020-04-22",5.74
"1257","2020-04-23",5.69
"1258","2020-04-24",6.01
"1259","2020-04-27",6.46
"1260","2020-04-28",6.27
"1261","2020-04-29",6.2
"1262","2020-04-30",5.76
"1263","2020-05-01",5.45
"1264","2020-05-04",6.34
"1265","2020-05-05",6.69
"1266","2020-05-06",6.49
"1267","2020-05-07",6.44
"1268","2020-05-08",6.52
"1269","2020-05-11",7.24
"1270","2020-05-12",6.91
"1271","2020-05-13",7.01
"1272","2020-05-14",6.9
"1273","2020-05-15",7.1
"1274","2020-05-18",7.13
"1275","2020-05-19",7.05
"1276","2020-05-20",7.8
"1277","2020-05-21",7.89
"1278","2020-05-22",7.95
"1279","2020-05-26",7.74
"1280","2020-05-27",7.45
"1281","2020-05-28",7.2
"1282","2020-05-29",7.15
"1283","2020-06-01",7.28
"1284","2020-06-02",7.45
"1285","2020-06-03",7.11
"1286","2020-06-04",7.13
"1287","2020-06-05",7.38
"1288","2020-06-08",7.58
"1289","2020-06-09",7.58
"1290","2020-06-10",7.86
"1291","2020-06-11",6.915
"1292","2020-06-12",7.25
"1293","2020-06-15",7.52
"1294","2020-06-16",7.52
"1295","2020-06-17",7.46
"1296","2020-06-18",7.52
"1297","2020-06-19",7.575
"1298","2020-06-22",7.85
"1299","2020-06-23",8.08
"1300","2020-06-24",7.43
"1301","2020-06-25",7.76
"1302","2020-06-26",7.56
"1303","2020-06-29",7.26
"1304","2020-06-30",7.21
"1305","2020-07-01",7.09
"1306","2020-07-02",6.68
"1307","2020-07-06",6.66
"1308","2020-07-07",6.88
"1309","2020-07-08",6.94
"1310","2020-07-09",6.88
"1311","2020-07-10",6.81
"1312","2020-07-13",6.71
"1313","2020-07-14",6.85
"1314","2020-07-15",7.06
"1315","2020-07-16",7.1
"1316","2020-07-17",7.1
"1317","2020-07-20",7.09
"1318","2020-07-21",6.87
"1319","2020-07-22",6.81
"1320","2020-07-23",6.75
"1321","2020-07-24",6.75
"1322","2020-07-27",6.95
"1323","2020-07-28",6.59
"1324","2020-07-29",6.61
"1325","2020-07-30",7.54
"1326","2020-07-31",7.02
"1327","2020-08-03",7.3
"1328","2020-08-04",7.33
"1329","2020-08-05",7.52
"1330","2020-08-06",7.29
"1331","2020-08-07",7.53
"1332","2020-08-10",7.69
"1333","2020-08-11",7.59
"1334","2020-08-12",7.62
"1335","2020-08-13",7.53
"1336","2020-08-14",7.36
"1337","2020-08-17",7.785
"1338","2020-08-18",7.73
"1339","2020-08-19",7.74
"1340","2020-08-20",7.81
"1341","2020-08-21",7.93
"1342","2020-08-24",7.8
"1343","2020-08-25",7.99
"1344","2020-08-26",8.11
"1345","2020-08-27",7.44
"1346","2020-08-28",6.83
"1347","2020-08-31",6.69
"1348","2020-09-01",6.445
"1349","2020-09-02",6.51
"1350","2020-09-03",6.26
"1351","2020-09-04",6.12
"1352","2020-09-08",5.85
"1353","2020-09-09",6.04
"1354","2020-09-10",5.91
"1355","2020-09-11",5.73
"1356","2020-09-14",6.08
"1357","2020-09-15",6.25
"1358","2020-09-16",6.52
"1359","2020-09-17",6.6
"1360","2020-09-18",6.84
"1361","2020-09-21",6.61
"1362","2020-09-22",6.67
"1363","2020-09-23",6.02
"1364","2020-09-24",6.09
"1365","2020-09-25",6.03
"1366","2020-09-28",5.99
"1367","2020-09-29",5.93
"1368","2020-09-30",5.82
"1369","2020-10-01",5.72
"1370","2020-10-02",5.55
"1371","2020-10-05",5.91
"1372","2020-10-06",5.86
"1373","2020-10-07",6.11
"1374","2020-10-08",6.12
"1375","2020-10-09",6.12
"1376","2020-10-12",6.035
"1377","2020-10-13",6.05
"1378","2020-10-14",5.855
"1379","2020-10-15",5.88
"1380","2020-10-16",5.9
"1381","2020-10-19",5.73
"1382","2020-10-20",5.57
"1383","2020-10-21",5.45
"1384","2020-10-22",5.7
"1385","2020-10-23",5.72
"1386","2020-10-26",5.58
"1387","2020-10-27",5.57
"1388","2020-10-28",5.3
"1389","2020-10-29",5.58
"1390","2020-10-30",5.63
"1391","2020-11-02",5.59
"1392","2020-11-03",5.79
"1393","2020-11-04",6.23
"1394","2020-11-05",6.165
"1395","2020-11-06",6.05
"1396","2020-11-09",6.08
"1397","2020-11-10",6.2
"1398","2020-11-11",6.1
"1399","2020-11-12",6.09
"1400","2020-11-13",6.09
"1401","2020-11-16",6.22
"1402","2020-11-17",6.42
"1403","2020-11-18",6.26
"1404","2020-11-19",6.21
"1405","2020-11-20",6.31
"1406","2020-11-23",6.35
"1407","2020-11-24",6.26
"1408","2020-11-25",6.36
"1409","2020-11-27",6.68
