"","date","FWP"
"1","2014-10-15",122.5
"2","2014-10-16",133
"3","2014-10-17",139.929993
"4","2014-10-20",140.910004
"5","2014-10-21",139.580002
"6","2014-10-22",133.979996
"7","2014-10-23",140
"8","2014-10-24",141.470001
"9","2014-10-27",140.770004
"10","2014-10-28",139.229996
"11","2014-10-29",147.699997
"12","2014-10-30",145.25
"13","2014-10-31",151.830002
"14","2014-11-03",144.410004
"15","2014-11-04",149.309998
"16","2014-11-05",146.929993
"17","2014-11-06",147
"18","2014-11-07",147.350006
"19","2014-11-10",162.470001
"20","2014-11-11",160.860001
"21","2014-11-12",157.5
"22","2014-11-13",154
"23","2014-11-14",156.729996
"24","2014-11-17",152.039993
"25","2014-11-18",147.979996
"26","2014-11-19",146.089996
"27","2014-11-20",143.850006
"28","2014-11-21",142.589996
"29","2014-11-24",140.070007
"30","2014-11-25",139.300003
"31","2014-11-26",140
"32","2014-11-28",139.580002
"33","2014-12-01",136.429993
"34","2014-12-02",136.990005
"35","2014-12-03",145.600006
"36","2014-12-04",145.110001
"37","2014-12-05",142.800003
"38","2014-12-08",141.610001
"39","2014-12-09",138.600006
"40","2014-12-10",142.380005
"41","2014-12-11",139.369995
"42","2014-12-12",139.789993
"43","2014-12-15",141.820007
"44","2014-12-16",144.059998
"45","2014-12-17",146.229996
"46","2014-12-18",144.479996
"47","2014-12-19",149.800003
"48","2014-12-22",147
"49","2014-12-23",142.100006
"50","2014-12-24",140.910004
"51","2014-12-26",148.399994
"52","2014-12-29",146.229996
"53","2014-12-30",146.440002
"54","2014-12-31",145.809998
"55","2015-01-02",146.929993
"56","2015-01-05",157.5
"57","2015-01-06",148.820007
"58","2015-01-07",155.050003
"59","2015-01-08",151.690002
"60","2015-01-09",145.320007
"61","2015-01-12",147
"62","2015-01-13",146.929993
"63","2015-01-14",146.160004
"64","2015-01-15",146.229996
"65","2015-01-16",144.690002
"66","2015-01-20",157.360001
"67","2015-01-21",150.009995
"68","2015-01-22",153.229996
"69","2015-01-23",152.740005
"70","2015-01-26",171.5
"71","2015-01-27",166.949997
"72","2015-01-28",169.259995
"73","2015-01-29",171.5
"74","2015-01-30",172.690002
"75","2015-02-02",173.880005
"76","2015-02-03",168
"77","2015-02-04",165.690002
"78","2015-02-05",163.100006
"79","2015-02-06",161.490005
"80","2015-02-09",157.639999
"81","2015-02-10",157.850006
"82","2015-02-11",158.479996
"83","2015-02-12",159.214996
"84","2015-02-13",158.619995
"85","2015-02-17",162.399994
"86","2015-02-18",166.25
"87","2015-02-19",167.300003
"88","2015-02-20",165.130005
"89","2015-02-23",166.320007
"90","2015-02-24",166.25
"91","2015-02-25",160.649994
"92","2015-02-26",162.889999
"93","2015-02-27",162.960007
"94","2015-03-02",161.910004
"95","2015-03-03",162.679993
"96","2015-03-04",162.119995
"97","2015-03-05",160.509995
"98","2015-03-06",159.669998
"99","2015-03-09",161
"100","2015-03-10",164.5
"101","2015-03-11",165.270004
"102","2015-03-12",163.449997
"103","2015-03-13",165.410004
"104","2015-03-16",167.300003
"105","2015-03-17",170.240005
"106","2015-03-18",167.229996
"107","2015-03-19",167.300003
"108","2015-03-20",160.229996
"109","2015-03-23",158.830002
"110","2015-03-24",157.5
"111","2015-03-25",162.75
"112","2015-03-26",168.210007
"113","2015-03-27",187.320007
"114","2015-03-30",198.869995
"115","2015-03-31",198.240005
"116","2015-04-01",199.850006
"117","2015-04-02",197.820007
"118","2015-04-06",192.5
"119","2015-04-07",193.130005
"120","2015-04-08",202.440002
"121","2015-04-09",211.470001
"122","2015-04-10",224.279999
"123","2015-04-13",224.770004
"124","2015-04-14",224.350006
"125","2015-04-15",222.389999
"126","2015-04-16",224.979996
"127","2015-04-17",226.100006
"128","2015-04-20",223.300003
"129","2015-04-21",227.009995
"130","2015-04-22",222.389999
"131","2015-04-23",224.630005
