"","date","WTRH"
"98","2017-01-06",9.82
"99","2017-01-09",9.82
"100","2017-01-10",9.82
"101","2017-01-11",9.85
"102","2017-01-12",9.85
"103","2017-01-13",9.9
"104","2017-01-17",9.9
"105","2017-01-18",9.9
"106","2017-01-19",9.9
"107","2017-01-20",9.9
"108","2017-01-23",9.9
"109","2017-01-24",9.87
"110","2017-01-25",9.87
"111","2017-01-26",9.87
"112","2017-01-27",9.903
"113","2017-01-30",9.88
"114","2017-01-31",9.88
"115","2017-02-01",9.88
"116","2017-02-02",9.9
"117","2017-02-03",9.901
"118","2017-02-06",9.9
"119","2017-02-07",9.9
"120","2017-02-08",9.9
"121","2017-02-09",10
"122","2017-02-10",10.05
"123","2017-02-13",10.05
"124","2017-02-14",10.05
"125","2017-02-15",10.05
"126","2017-02-16",10.05
"127","2017-02-17",9.98
"128","2017-02-21",9.97
"129","2017-02-22",9.97
"130","2017-02-23",9.97
"131","2017-02-24",9.97
"132","2017-02-27",9.97
"133","2017-02-28",9.97
"134","2017-03-01",9.97
"135","2017-03-02",9.97
"136","2017-03-03",10.2
"137","2017-03-06",10.15
"138","2017-03-07",10.15
"139","2017-03-08",10
"140","2017-03-09",10
"141","2017-03-10",10
"142","2017-03-13",10
"143","2017-03-14",10
"144","2017-03-15",10
"145","2017-03-16",10
"146","2017-03-17",10
"147","2017-03-20",10
"148","2017-03-21",10
"149","2017-03-22",10
"150","2017-03-23",9.95
"151","2017-03-24",9.95
"152","2017-03-27",9.97
"153","2017-03-28",9.98
"154","2017-03-29",10
"155","2017-03-30",9.97
"156","2017-03-31",9.97
"157","2017-04-03",9.97
"158","2017-04-04",9.98
"159","2017-04-05",9.98
"160","2017-04-06",9.98
"161","2017-04-07",9.98
"162","2017-04-10",9.97
"163","2017-04-11",9.97
"164","2017-04-12",9.97
"165","2017-04-13",9.97
"166","2017-04-17",9.97
"167","2017-04-18",9.97
"168","2017-04-19",9.97
"169","2017-04-20",9.97
"170","2017-04-21",9.97
"171","2017-04-24",9.97
"172","2017-04-25",9.97
"173","2017-04-26",9.97
"174","2017-04-27",9.97
"175","2017-04-28",9.98
"176","2017-05-01",9.98
"177","2017-05-02",9.98
"178","2017-05-03",9.98
"179","2017-05-04",9.98
"180","2017-05-05",9.98
"181","2017-05-08",9.99
"182","2017-05-09",9.99
"183","2017-05-10",9.95
"184","2017-05-11",9.95
"185","2017-05-12",9.95
"186","2017-05-15",9.95
"187","2017-05-16",9.9
"188","2017-05-17",9.9
"189","2017-05-18",9.9
"190","2017-05-19",9.92
"191","2017-05-22",9.93
"192","2017-05-23",9.92
"193","2017-05-24",9.92
"194","2017-05-25",9.91
"195","2017-05-26",9.9
"196","2017-05-30",9.93
"197","2017-05-31",9.96
"198","2017-06-01",9.96
"199","2017-06-02",9.96
"200","2017-06-05",9.973
"201","2017-06-06",9.97
"202","2017-06-07",9.97
"203","2017-06-08",9.97
"204","2017-06-09",9.99
"205","2017-06-12",10.034
"206","2017-06-13",10.02
"207","2017-06-14",10.02
"208","2017-06-15",9.98
"209","2017-06-16",10
"210","2017-06-19",10
"211","2017-06-20",10
"212","2017-06-21",10.02
"213","2017-06-22",10.02
"214","2017-06-23",10.02
"215","2017-06-26",10
"216","2017-06-27",10
"217","2017-06-28",10
"218","2017-06-29",10.17
"219","2017-06-30",10.12
"220","2017-07-03",10.1
"221","2017-07-05",10.1
"222","2017-07-06",10.1
"223","2017-07-07",10.01
"224","2017-07-10",10.01
"225","2017-07-11",10.04
"226","2017-07-12",9.99
"227","2017-07-13",10.02
"228","2017-07-14",10.02
"229","2017-07-17",10.02
"230","2017-07-18",10.12
"231","2017-07-19",10.11
"232","2017-07-20",10.19
"233","2017-07-21",10.1
"234","2017-07-24",10.13
"235","2017-07-25",10.12
"236","2017-07-26",10.12
"237","2017-07-27",10.15
"238","2017-07-28",10.14
"239","2017-07-31",10.023
"240","2017-08-01",10.021
"241","2017-08-02",10.02
"242","2017-08-03",10.03
"243","2017-08-04",10.05
"244","2017-08-07",10.05
"245","2017-08-08",10.05
"246","2017-08-09",10.02
"247","2017-08-10",10.02
"248","2017-08-11",10.02
"249","2017-08-14",10.02
"250","2017-08-15",10.05
"251","2017-08-16",10.04
"252","2017-08-17",10.03
"253","2017-08-18",10.06
"254","2017-08-21",10.06
"255","2017-08-22",10.06
"256","2017-08-23",10.06
"257","2017-08-24",10.06
"258","2017-08-25",10.06
"259","2017-08-28",10.05
"260","2017-08-29",10.05
"261","2017-08-30",10.05
"262","2017-08-31",10.05
"263","2017-09-01",10.05
"264","2017-09-05",10.05
"265","2017-09-06",10.04
"266","2017-09-07",10.04
"267","2017-09-08",10.02
"268","2017-09-11",10.04
"269","2017-09-12",10.03
"270","2017-09-13",10.03
"271","2017-09-14",10.03
"272","2017-09-15",10.03
"273","2017-09-18",10.02
"274","2017-09-19",10
"275","2017-09-20",9.99
"276","2017-09-21",10.02
"277","2017-09-22",10.02
"278","2017-09-25",10.02
"279","2017-09-26",10.02
"280","2017-09-27",10.02
"281","2017-09-28",10.02
"282","2017-09-29",10.02
"283","2017-10-02",10.02
"284","2017-10-03",9.99
"285","2017-10-04",9.98
"286","2017-10-05",10
"287","2017-10-06",10.01
"288","2017-10-09",10.02
"289","2017-10-10",9.99
"290","2017-10-11",9.99
"291","2017-10-12",10.02
"292","2017-10-13",10.02
"293","2017-10-16",9.99
"294","2017-10-17",10.04
"295","2017-10-18",10.05
"296","2017-10-19",10.02
"297","2017-10-20",10.05
"298","2017-10-23",10.05
"299","2017-10-24",10.08
"300","2017-10-25",10.1
"301","2017-10-26",10.08
"302","2017-10-27",10.08
"303","2017-10-30",10.08
"304","2017-10-31",10.065
"305","2017-11-01",10.01
"306","2017-11-02",10.019
"307","2017-11-03",10.015
"308","2017-11-06",10.01
"309","2017-11-07",10
"310","2017-11-08",10
"311","2017-11-09",10.04
"312","2017-11-10",9.99
"313","2017-11-13",10.03
"314","2017-11-14",10.05
"315","2017-11-15",10.035
"316","2017-11-16",10
"317","2017-11-17",10.04
"318","2017-11-20",10.04
"319","2017-11-21",10.021
"320","2017-11-22",10.05
"321","2017-11-24",10.04
"322","2017-11-27",9.99
"323","2017-11-28",9.98
"324","2017-11-29",9.97
"325","2017-11-30",9.97
"326","2017-12-01",9.94
"327","2017-12-04",9.94
"328","2017-12-05",9.94
"329","2017-12-06",9.93
"330","2017-12-07",9.939
"331","2017-12-08",9.92
"332","2017-12-11",9.92
"333","2017-12-12",9.929
"334","2017-12-13",9.94
"335","2017-12-14",9.94
"336","2017-12-15",9.95
"337","2017-12-18",9.95
"338","2017-12-19",9.95
"339","2017-12-20",9.97
"340","2017-12-21",9.97
"341","2017-12-22",9.97
"342","2017-12-26",9.95
"343","2017-12-27",9.95
"344","2017-12-28",9.94
"345","2017-12-29",9.94
"346","2018-01-02",9.94
"347","2018-01-03",9.94
"348","2018-01-04",9.97
"349","2018-01-05",9.97
"350","2018-01-08",9.99
"351","2018-01-09",9.99
"352","2018-01-10",9.981
"353","2018-01-11",9.99
"354","2018-01-12",9.99
"355","2018-01-16",9.99
"356","2018-01-17",10
"357","2018-01-18",10
"358","2018-01-19",10
"359","2018-01-22",10
"360","2018-01-23",9.97
"361","2018-01-24",9.97
"362","2018-01-25",9.97
"363","2018-01-26",9.97
"364","2018-01-29",9.97
"365","2018-01-30",9.96
"366","2018-01-31",9.97
"367","2018-02-01",10
"368","2018-02-02",9.98
"369","2018-02-05",9.99
"370","2018-02-06",9.96
"371","2018-02-07",9.96
"372","2018-02-08",9.96
"373","2018-02-09",9.95
"374","2018-02-12",9.96
"375","2018-02-13",9.96
"376","2018-02-14",9.96
"377","2018-02-15",9.96
"378","2018-02-16",9.95
"379","2018-02-20",10.03
"380","2018-02-21",10.03
"381","2018-02-22",10.03
"382","2018-02-23",10.1
"383","2018-02-26",9.97
"384","2018-02-27",9.98
"385","2018-02-28",9.98
"386","2018-03-01",9.97
"387","2018-03-02",10.09
"388","2018-03-05",10.04
"389","2018-03-06",10.02
"390","2018-03-07",10.05
"391","2018-03-08",10.05
"392","2018-03-09",10.05
"393","2018-03-12",10.05
"394","2018-03-13",10.05
"395","2018-03-14",10.05
"396","2018-03-15",10.05
"397","2018-03-16",10.02
"398","2018-03-19",10.02
"399","2018-03-20",10.03
"400","2018-03-21",10.04
"401","2018-03-22",10.04
"402","2018-03-23",10.03
"403","2018-03-26",10.03
"404","2018-03-27",10.04
"405","2018-03-28",10.036
"406","2018-03-29",10.04
"407","2018-04-02",10.04
"408","2018-04-03",10.038
"409","2018-04-04",10.03
"410","2018-04-05",10.03
"411","2018-04-06",10.03
"412","2018-04-09",10.06
"413","2018-04-10",10.06
"414","2018-04-11",10.06
"415","2018-04-12",10.06
"416","2018-04-13",10.06
"417","2018-04-16",10.07
"418","2018-04-17",10.06
"419","2018-04-18",10.05
"420","2018-04-19",10.058
"421","2018-04-20",10.05
"422","2018-04-23",10.08
"423","2018-04-24",10.04
"424","2018-04-25",10.09
"425","2018-04-26",10.08
"426","2018-04-27",10.06
"427","2018-04-30",10.06
"428","2018-05-01",10.07
"429","2018-05-02",10.07
"430","2018-05-03",10.05
"431","2018-05-04",10.05
"432","2018-05-07",10.05
"433","2018-05-08",10.07
"434","2018-05-09",10.07
"435","2018-05-10",10.07
"436","2018-05-11",10.08
"437","2018-05-14",10.1
"438","2018-05-15",10.11
"439","2018-05-16",10.1
"440","2018-05-17",10.17
"441","2018-05-18",10.16
"442","2018-05-21",10.16
"443","2018-05-22",10.19
"444","2018-05-23",10.138
"445","2018-05-24",10.141
"446","2018-05-25",10.15
"447","2018-05-29",10.17
"448","2018-05-30",10.19
"449","2018-05-31",10.19
"450","2018-06-01",10.19
"451","2018-06-04",10.15
"452","2018-06-05",10.15
"453","2018-06-06",10.12
"454","2018-06-07",10.14
"455","2018-06-08",10.14
"456","2018-06-11",10.13
"457","2018-06-12",10.14
"458","2018-06-13",10.14
"459","2018-06-14",10.12
"460","2018-06-15",10.12
"461","2018-06-18",10.14
"462","2018-06-19",10.14
"463","2018-06-20",10.13
"464","2018-06-21",10.128
"465","2018-06-22",10.14
"466","2018-06-25",10.12
"467","2018-06-26",10.13
"468","2018-06-27",10.13
"469","2018-06-28",10.14
"470","2018-06-29",10.13
"471","2018-07-02",10.13
"472","2018-07-03",10.14
"473","2018-07-05",10.14
"474","2018-07-06",10.13
"475","2018-07-09",10.14
"476","2018-07-10",10.14
"477","2018-07-11",10.1
"478","2018-07-12",10.14
"479","2018-07-13",10.123
"480","2018-07-16",10.12
"481","2018-07-17",10.11
"482","2018-07-18",10.12
"483","2018-07-19",10.1
"484","2018-07-20",10.11
"485","2018-07-23",10.1
"486","2018-07-24",10.12
"487","2018-07-25",10.11
"488","2018-07-26",10.1
"489","2018-07-27",10.11
"490","2018-07-30",10.12
"491","2018-07-31",10.14
"492","2018-08-01",10.12
"493","2018-08-02",10.17
"494","2018-08-03",10.16
"495","2018-08-06",10.15
"496","2018-08-07",10.15
"497","2018-08-08",10.15
"498","2018-08-09",10.15
"499","2018-08-10",10.14
"500","2018-08-13",10.13
"501","2018-08-14",10.11
"502","2018-08-15",10.11
"503","2018-08-16",10.135
"504","2018-08-17",10.13
"505","2018-08-20",10.14
"506","2018-08-21",10.165
"507","2018-08-22",10.155
"508","2018-08-23",10.18
"509","2018-08-24",10.17
"510","2018-08-27",10.13
"511","2018-08-28",10.16
"512","2018-08-29",10.18
"513","2018-08-30",10.2
"514","2018-08-31",10.22
"515","2018-09-04",10.22
"516","2018-09-05",10.21
"517","2018-09-06",10.22
"518","2018-09-07",10.2
"519","2018-09-10",10.2
"520","2018-09-11",10.25
"521","2018-09-12",10.25
"522","2018-09-13",10.25
"523","2018-09-14",10.25
"524","2018-09-17",10.22
"525","2018-09-18",10.22
"526","2018-09-19",10.21
"527","2018-09-20",10.25
"528","2018-09-21",10.25
"529","2018-09-24",10.27
"530","2018-09-25",10.43
"531","2018-09-26",10.85
"532","2018-09-27",10.865
"533","2018-09-28",10.84
"534","2018-10-01",11.36
"535","2018-10-02",12.03
"536","2018-10-03",11.97
"537","2018-10-04",11.76
"538","2018-10-05",12.59
"539","2018-10-08",12.59
"540","2018-10-09",12.43
"541","2018-10-10",11.25
"542","2018-10-11",11.73
"543","2018-10-12",11.84
"544","2018-10-15",11.67
"545","2018-10-16",11.86
"546","2018-10-17",11.87
"547","2018-10-18",11.8
"548","2018-10-19",11.96
"549","2018-10-22",11.97
"550","2018-10-23",11.89
"551","2018-10-24",11.93
"552","2018-10-25",11.8
"553","2018-10-26",11.36
"554","2018-10-29",11.31
"555","2018-10-30",11.14
"556","2018-10-31",11.16
"557","2018-11-01",11.35
"558","2018-11-02",11.39
"559","2018-11-05",11.39
"560","2018-11-06",11.22
"561","2018-11-07",10.99
"562","2018-11-08",10.78
"563","2018-11-09",10.83
"564","2018-11-12",10.86
"565","2018-11-13",10.85
"566","2018-11-14",11.31
"567","2018-11-15",11.94
"568","2018-11-16",11.81
"569","2018-11-19",11.88
"570","2018-11-20",11.25
"571","2018-11-21",11
"572","2018-11-23",10.55
"573","2018-11-26",10.82
"574","2018-11-27",10.6
"575","2018-11-28",11.42
"576","2018-11-29",11.63
"577","2018-11-30",11.54
"578","2018-12-03",12
"579","2018-12-04",11.68
"580","2018-12-06",11.6
"581","2018-12-07",11.43
"582","2018-12-10",11.5
"583","2018-12-11",11.26
"584","2018-12-12",11.5
"585","2018-12-13",11.23
"586","2018-12-14",11.045
"587","2018-12-17",11.14
"588","2018-12-18",11.14
"589","2018-12-19",10.28
"590","2018-12-20",10.2
"591","2018-12-21",10.55
"592","2018-12-24",10.35
"593","2018-12-26",11.14
"594","2018-12-27",10.7
"595","2018-12-28",10.52
"596","2018-12-31",11.15
"597","2019-01-02",10.83
"598","2019-01-03",11.14
"599","2019-01-04",11.4
"600","2019-01-07",11.87
"601","2019-01-08",11.69
"602","2019-01-09",11.74
"603","2019-01-10",11.7
"604","2019-01-11",11.74
"605","2019-01-14",11.65
"606","2019-01-15",11.75
"607","2019-01-16",11.75
"608","2019-01-17",11.95
"609","2019-01-18",12.09
"610","2019-01-22",11.8
"611","2019-01-23",11.97
"612","2019-01-24",12.05
"613","2019-01-25",12.3
"614","2019-01-28",11.9
"615","2019-01-29",12.1
"616","2019-01-30",12.15
"617","2019-01-31",12.25
"618","2019-02-01",12.2
"619","2019-02-04",12.12
"620","2019-02-05",11.83
"621","2019-02-06",12.4
"622","2019-02-07",11.69
"623","2019-02-08",12.2
"624","2019-02-11",12.06
"625","2019-02-12",11.88
"626","2019-02-13",12.11
"627","2019-02-14",12.05
"628","2019-02-15",11.8
"629","2019-02-19",11.54
"630","2019-02-20",11.5
"631","2019-02-21",10.99
"632","2019-02-22",11.09
"633","2019-02-25",10.99
"634","2019-02-26",10.48
"635","2019-02-27",10.67
"636","2019-02-28",10.66
"637","2019-03-01",10.79
"638","2019-03-04",10.97
"639","2019-03-05",11.09
"640","2019-03-06",11.43
"641","2019-03-07",11.02
"642","2019-03-08",11.18
"643","2019-03-11",12.75
"644","2019-03-12",13.5
"645","2019-03-13",14.15
"646","2019-03-14",13.95
"647","2019-03-15",13.86
"648","2019-03-18",13.81
"649","2019-03-19",13.86
"650","2019-03-20",12.79
"651","2019-03-21",12.79
"652","2019-03-22",12.33
"653","2019-03-25",12.55
"654","2019-03-26",12.12
"655","2019-03-27",11.93
"656","2019-03-28",11.99
"657","2019-03-29",12.29
"658","2019-04-01",12.55
"659","2019-04-02",12.25
"660","2019-04-03",12.56
"661","2019-04-04",12.45
"662","2019-04-05",11.99
"663","2019-04-08",11.81
"664","2019-04-09",11.49
"665","2019-04-10",11.4
"666","2019-04-11",11.11
"667","2019-04-12",11.2
"668","2019-04-15",11
"669","2019-04-16",11.07
"670","2019-04-17",11.2
"671","2019-04-18",11
"672","2019-04-22",10.95
"673","2019-04-23",10.96
"674","2019-04-24",10.59
"675","2019-04-25",10.79
"676","2019-04-26",10.55
"677","2019-04-29",10.35
"678","2019-04-30",9.76
"679","2019-05-01",9.52
"680","2019-05-02",8.96
"681","2019-05-03",9.21
"682","2019-05-06",9.21
"683","2019-05-07",8.94
"684","2019-05-08",9.08
"685","2019-05-09",9.05
"686","2019-05-10",9.21
"687","2019-05-13",8.96
"688","2019-05-14",8.36
"689","2019-05-15",8.14
"690","2019-05-16",7.81
"691","2019-05-17",7.45
"692","2019-05-20",7.01
"693","2019-05-21",6.85
"694","2019-05-22",7.18
"695","2019-05-23",7.33
"696","2019-05-24",7.12
"697","2019-05-28",7.08
"698","2019-05-29",6.79
"699","2019-05-30",6.74
"700","2019-05-31",7
"701","2019-06-03",6.54
"702","2019-06-04",6.65
"703","2019-06-05",6.32
"704","2019-06-06",5.68
"705","2019-06-07",6.04
"706","2019-06-10",6.11
"707","2019-06-11",6.3
"708","2019-06-12",6.15
"709","2019-06-13",6.65
"710","2019-06-14",6.43
"711","2019-06-17",6.34
"712","2019-06-18",6.24
"713","2019-06-19",6.1
"714","2019-06-20",5.98
"715","2019-06-21",5.52
"716","2019-06-24",5.86
"717","2019-06-25",6.03
"718","2019-06-26",6.3
"719","2019-06-27",5.98
"720","2019-06-28",6.29
"721","2019-07-01",6.35
"722","2019-07-02",6.4
"723","2019-07-03",6.3
"724","2019-07-05",6.17
"725","2019-07-08",5.87
"726","2019-07-09",6.15
"727","2019-07-10",6.33
"728","2019-07-11",6.31
"729","2019-07-12",6.01
"730","2019-07-15",5.57
"731","2019-07-16",5.26
"732","2019-07-17",5.14
"733","2019-07-18",5
"734","2019-07-19",5.23
"735","2019-07-22",5.07
"736","2019-07-23",4.72
"737","2019-07-24",5.28
"738","2019-07-25",4.87
"739","2019-07-26",5.02
"740","2019-07-29",5.08
"741","2019-07-30",4.68
"742","2019-07-31",4.59
"743","2019-08-01",4.33
"744","2019-08-02",3.9
"745","2019-08-05",3.99
"746","2019-08-06",3.9
"747","2019-08-07",3.71
"748","2019-08-08",3.76
"749","2019-08-09",1.89
"750","2019-08-12",1.82
"751","2019-08-13",1.72
"752","2019-08-14",1.64
"753","2019-08-15",1.61
"754","2019-08-16",1.45
"755","2019-08-19",1.44
"756","2019-08-20",1.38
"757","2019-08-21",1.85
"758","2019-08-22",2
"759","2019-08-23",1.87
"760","2019-08-26",2.15
"761","2019-08-27",1.92
"762","2019-08-28",1.95
"763","2019-08-29",1.77
"764","2019-08-30",1.73
"765","2019-09-03",1.73
"766","2019-09-04",1.69
"767","2019-09-05",1.75
"768","2019-09-06",1.74
"769","2019-09-09",1.7
"770","2019-09-10",1.78
"771","2019-09-11",1.8
"772","2019-09-12",1.83
"773","2019-09-13",1.69
"774","2019-09-16",1.68
"775","2019-09-17",1.64
"776","2019-09-18",1.62
"777","2019-09-19",1.6
"778","2019-09-20",1.55
"779","2019-09-23",1.54
"780","2019-09-24",1.435
"781","2019-09-25",1.425
"782","2019-09-26",1.34
"783","2019-09-27",1.38
"784","2019-09-30",1.285
"785","2019-10-01",1.33
"786","2019-10-02",1.28
"787","2019-10-03",1.26
"788","2019-10-04",1.17
"789","2019-10-07",1.15
"790","2019-10-08",1.15
"791","2019-10-09",1.11
"792","2019-10-10",1.07
"793","2019-10-11",1.17
"794","2019-10-14",1.07
"795","2019-10-15",1.11
"796","2019-10-16",1.11
"797","2019-10-17",0.617
"798","2019-10-18",0.612
"799","2019-10-21",0.57
"800","2019-10-22",0.578
"801","2019-10-23",0.564
"802","2019-10-24",0.618
"803","2019-10-25",0.54
"804","2019-10-28",0.47
"805","2019-10-29",0.425
"806","2019-10-30",0.435
"807","2019-10-31",0.435
"808","2019-11-01",0.458
"809","2019-11-04",0.517
"810","2019-11-05",0.459
"811","2019-11-06",0.467
"812","2019-11-07",0.45
"813","2019-11-08",0.278
"814","2019-11-11",0.251
"815","2019-11-12",0.254
"816","2019-11-13",0.24
"817","2019-11-14",0.25
"818","2019-11-15",0.285
"819","2019-11-18",0.36
"820","2019-11-19",0.372
"821","2019-11-20",0.352
"822","2019-11-21",0.359
"823","2019-11-22",0.365
"824","2019-11-25",0.376
"825","2019-11-26",0.37
"826","2019-11-27",0.376
"827","2019-11-29",0.38
"828","2019-12-02",0.425
"829","2019-12-03",0.467
"830","2019-12-04",0.516
"831","2019-12-05",0.45
"832","2019-12-06",0.47
"833","2019-12-09",0.462
"834","2019-12-10",0.472
"835","2019-12-11",0.452
"836","2019-12-12",0.439
"837","2019-12-13",0.416
"838","2019-12-16",0.41
"839","2019-12-17",0.377
"840","2019-12-18",0.369
"841","2019-12-19",0.34
"842","2019-12-20",0.342
"843","2019-12-23",0.329
"844","2019-12-24",0.34
"845","2019-12-26",0.358
"846","2019-12-27",0.329
"847","2019-12-30",0.3
"848","2019-12-31",0.322
"849","2020-01-02",0.343
"850","2020-01-03",0.369
"851","2020-01-06",0.38
"852","2020-01-07",0.485
"853","2020-01-08",0.499
"854","2020-01-09",0.418
"855","2020-01-10",0.394
"856","2020-01-13",0.37
"857","2020-01-14",0.354
"858","2020-01-15",0.378
"859","2020-01-16",0.401
"860","2020-01-17",0.417
"861","2020-01-21",0.39
"862","2020-01-22",0.38
"863","2020-01-23",0.388
"864","2020-01-24",0.373
"865","2020-01-27",0.378
"866","2020-01-28",0.379
"867","2020-01-29",0.36
"868","2020-01-30",0.349
"869","2020-01-31",0.344
"870","2020-02-03",0.323
"871","2020-02-04",0.322
"872","2020-02-05",0.324
"873","2020-02-06",0.314
"874","2020-02-07",0.338
"875","2020-02-10",0.332
"876","2020-02-11",0.352
"877","2020-02-12",0.349
"878","2020-02-13",0.339
"879","2020-02-14",0.336
"880","2020-02-18",0.385
"881","2020-02-19",0.389
"882","2020-02-20",0.397
"883","2020-02-21",0.394
"884","2020-02-24",0.371
"885","2020-02-25",0.353
"886","2020-02-26",0.355
"887","2020-02-27",0.348
"888","2020-02-28",0.359
"889","2020-03-02",0.341
"890","2020-03-03",0.387
"891","2020-03-04",0.375
"892","2020-03-05",0.39
"893","2020-03-06",0.405
"894","2020-03-09",0.35
"895","2020-03-10",0.407
"896","2020-03-11",0.364
"897","2020-03-12",0.31
"898","2020-03-13",0.315
"899","2020-03-16",0.551
"900","2020-03-17",0.76
"901","2020-03-18",1.97
"902","2020-03-19",2.6
"903","2020-03-20",1.22
"904","2020-03-23",1.56
"905","2020-03-24",1.42
"906","2020-03-25",1.2
"907","2020-03-26",1.45
"908","2020-03-27",1.3
"909","2020-03-30",1.28
"910","2020-03-31",1.23
"911","2020-04-01",1.13
"912","2020-04-02",0.97
"913","2020-04-03",0.87
"914","2020-04-06",1
"915","2020-04-07",1.05
"916","2020-04-08",0.99
"917","2020-04-09",0.993
"918","2020-04-13",1.04
"919","2020-04-14",1.1
"920","2020-04-15",1.2
"921","2020-04-16",1.13
"922","2020-04-17",1.12
"923","2020-04-20",1.01
"924","2020-04-21",1
"925","2020-04-22",1.04
"926","2020-04-23",1.13
"927","2020-04-24",1.11
"928","2020-04-27",1.09
"929","2020-04-28",1.17
"930","2020-04-29",1.24
"931","2020-04-30",1.34
"932","2020-05-01",1.33
"933","2020-05-04",1.74
"934","2020-05-05",1.59
"935","2020-05-06",1.62
"936","2020-05-07",2.34
"937","2020-05-08",2.6
"938","2020-05-11",3.1
"939","2020-05-12",2.92
"940","2020-05-13",2.64
"941","2020-05-14",2.605
"942","2020-05-15",2.8
"943","2020-05-18",2.63
"944","2020-05-19",2.58
"945","2020-05-20",2.46
"946","2020-05-21",2.33
"947","2020-05-22",2.34
"948","2020-05-26",2.38
"949","2020-05-27",2.54
"950","2020-05-28",2.5
"951","2020-05-29",2.47
"952","2020-06-01",2.34
"953","2020-06-02",2.29
"954","2020-06-03",2.25
"955","2020-06-04",2.09
"956","2020-06-05",2.06
"957","2020-06-08",2.27
"958","2020-06-09",2.18
"959","2020-06-10",2.05
"960","2020-06-11",2.39
"961","2020-06-12",2.35
"962","2020-06-15",2.38
"963","2020-06-16",2.28
"964","2020-06-17",2.19
"965","2020-06-18",2.32
"966","2020-06-19",2.235
"967","2020-06-22",2.33
"968","2020-06-23",2.37
"969","2020-06-24",2.28
"970","2020-06-25",2.36
"971","2020-06-26",2.31
"972","2020-06-29",2.71
"973","2020-06-30",2.63
"974","2020-07-01",2.635
"975","2020-07-02",2.92
"976","2020-07-06",3.68
"977","2020-07-07",3.59
"978","2020-07-08",3.56
"979","2020-07-09",3.38
"980","2020-07-10",3.5
"981","2020-07-13",3.495
"982","2020-07-14",3.76
"983","2020-07-15",3.91
"984","2020-07-16",4.1
"985","2020-07-17",4.425
"986","2020-07-20",4.63
"987","2020-07-21",4.42
"988","2020-07-22",4.95
"989","2020-07-23",4.94
"990","2020-07-24",4.76
"991","2020-07-27",4.8
"992","2020-07-28",4.8
"993","2020-07-29",5.13
"994","2020-07-30",5.32
"995","2020-07-31",5.34
"996","2020-08-03",5.43
"997","2020-08-04",5.5
"998","2020-08-05",5.595
"999","2020-08-06",5.04
"1000","2020-08-07",5.15
"1001","2020-08-10",4.76
"1002","2020-08-11",4.485
"1003","2020-08-12",4.21
