"","date","AKR"
"1","2007-01-03",25
"2","2007-01-04",25.1
"3","2007-01-05",24.629999
"4","2007-01-08",24.290001
"5","2007-01-09",24.4
"6","2007-01-10",24.49
"7","2007-01-11",24.860001
"8","2007-01-12",24.91
"9","2007-01-16",25.33
"10","2007-01-17",25.41
"11","2007-01-18",25.4
"12","2007-01-19",25.51
"13","2007-01-22",25.209999
"14","2007-01-23",25.26
"15","2007-01-24",25.4
"16","2007-01-25",25.549999
"17","2007-01-26",25.66
"18","2007-01-29",25.629999
"19","2007-01-30",25.709999
"20","2007-01-31",25.690001
"21","2007-02-01",26.040001
"22","2007-02-02",26.35
"23","2007-02-05",26.34
"24","2007-02-06",27.07
"25","2007-02-07",27.41
"26","2007-02-08",27.77
"27","2007-02-09",27.459999
"28","2007-02-12",27.24
"29","2007-02-13",27.93
"30","2007-02-14",27.780001
"31","2007-02-15",27.82
"32","2007-02-16",27.85
"33","2007-02-20",27.84
"34","2007-02-21",27.98
"35","2007-02-22",27.879999
"36","2007-02-23",27.639999
"37","2007-02-26",27.629999
"38","2007-02-27",26.67
"39","2007-02-28",27
"40","2007-03-01",27.200001
"41","2007-03-02",26.85
"42","2007-03-05",26.360001
"43","2007-03-06",27.139999
"44","2007-03-07",26.709999
"45","2007-03-08",27.110001
"46","2007-03-09",27.1
"47","2007-03-12",26.98
"48","2007-03-13",26.209999
"49","2007-03-14",26.43
"50","2007-03-15",26.99
"51","2007-03-16",26.709999
"52","2007-03-19",27
"53","2007-03-20",27.16
"54","2007-03-21",27.32
"55","2007-03-22",27.4
"56","2007-03-23",27.389999
"57","2007-03-26",27.07
"58","2007-03-27",26.469999
"59","2007-03-28",26.120001
"60","2007-03-29",26.23
"61","2007-03-30",26.07
"62","2007-04-02",26.889999
"63","2007-04-03",27.25
"64","2007-04-04",27.290001
"65","2007-04-05",27.16
"66","2007-04-09",27.129999
"67","2007-04-10",27.15
"68","2007-04-11",26.99
"69","2007-04-12",26.83
"70","2007-04-13",26.950001
"71","2007-04-16",27.299999
"72","2007-04-17",27.59
"73","2007-04-18",27.389999
"74","2007-04-19",27.26
"75","2007-04-20",27.809999
"76","2007-04-23",28.129999
"77","2007-04-24",27.98
"78","2007-04-25",27.690001
"79","2007-04-26",27.610001
"80","2007-04-27",27.32
"81","2007-04-30",26.879999
"82","2007-05-01",26.690001
"83","2007-05-02",27.110001
"84","2007-05-03",27.23
"85","2007-05-04",27.34
"86","2007-05-07",27.290001
"87","2007-05-08",26.65
"88","2007-05-09",26.98
"89","2007-05-10",27
"90","2007-05-11",27.719999
"91","2007-05-14",27.639999
"92","2007-05-15",27.379999
"93","2007-05-16",27.389999
"94","2007-05-17",26.98
"95","2007-05-18",26.75
"96","2007-05-21",27.129999
"97","2007-05-22",27.549999
"98","2007-05-23",27.6
"99","2007-05-24",27.5
"100","2007-05-25",27.59
"101","2007-05-29",27.84
"102","2007-05-30",28.16
"103","2007-05-31",28.41
"104","2007-06-01",28.700001
"105","2007-06-04",28.6
"106","2007-06-05",27.98
"107","2007-06-06",27.77
"108","2007-06-07",27.01
"109","2007-06-08",27.620001
"110","2007-06-11",27.360001
"111","2007-06-12",26.58
"112","2007-06-13",27.110001
"113","2007-06-14",26.639999
"114","2007-06-15",27.129999
"115","2007-06-18",26.870001
"116","2007-06-19",27.15
"117","2007-06-20",26.66
"118","2007-06-21",26.76
"119","2007-06-22",26.690001
"120","2007-06-25",26.51
"121","2007-06-26",26
"122","2007-06-27",26.049999
"123","2007-06-28",25.950001
"124","2007-06-29",25.950001
"125","2007-07-02",26.629999
"126","2007-07-03",26.65
"127","2007-07-05",26.700001
"128","2007-07-06",26.719999
"129","2007-07-09",26.42
"130","2007-07-10",25.709999
"131","2007-07-11",25.74
"132","2007-07-12",25.959999
"133","2007-07-13",26.219999
"134","2007-07-16",26.01
"135","2007-07-17",26.059999
"136","2007-07-18",26.08
"137","2007-07-19",26
"138","2007-07-20",25.48
"139","2007-07-23",25.200001
"140","2007-07-24",24.98
"141","2007-07-25",25.23
"142","2007-07-26",24.219999
"143","2007-07-27",23.15
"144","2007-07-30",23.190001
"145","2007-07-31",23.030001
"146","2007-08-01",22.99
"147","2007-08-02",23.280001
"148","2007-08-03",22.299999
"149","2007-08-06",22.35
"150","2007-08-07",22.450001
"151","2007-08-08",23.459999
"152","2007-08-09",23.9
"153","2007-08-10",23.35
"154","2007-08-13",23.65
"155","2007-08-14",22.940001
"156","2007-08-15",23.02
"157","2007-08-16",23.42
"158","2007-08-17",23.799999
"159","2007-08-20",24.25
"160","2007-08-21",24.290001
"161","2007-08-22",24.389999
"162","2007-08-23",23.99
"163","2007-08-24",24.530001
"164","2007-08-27",24
"165","2007-08-28",23.75
"166","2007-08-29",24.139999
"167","2007-08-30",24.459999
"168","2007-08-31",24.969999
"169","2007-09-04",25.379999
"170","2007-09-05",24.99
"171","2007-09-06",24.91
"172","2007-09-07",24.26
"173","2007-09-10",24.120001
"174","2007-09-11",24.6
"175","2007-09-12",24.6
"176","2007-09-13",25.25
"177","2007-09-14",25.73
"178","2007-09-17",25.99
"179","2007-09-18",27.15
"180","2007-09-19",27.549999
"181","2007-09-20",27.549999
"182","2007-09-21",27.49
"183","2007-09-24",27.700001
"184","2007-09-25",26.82
"185","2007-09-26",26.629999
"186","2007-09-27",26.940001
"187","2007-09-28",27.129999
"188","2007-10-01",27.549999
"189","2007-10-02",27.9
"190","2007-10-03",27.73
"191","2007-10-04",28.299999
"192","2007-10-05",28.93
"193","2007-10-08",28.280001
"194","2007-10-09",28.049999
"195","2007-10-10",28.27
"196","2007-10-11",27.98
"197","2007-10-12",27.74
"198","2007-10-15",27.17
"199","2007-10-16",26.6
"200","2007-10-17",26.709999
"201","2007-10-18",26.870001
"202","2007-10-19",26.09
"203","2007-10-22",26.299999
"204","2007-10-23",26.629999
"205","2007-10-24",26.559999
"206","2007-10-25",26.450001
"207","2007-10-26",26.450001
"208","2007-10-29",26.540001
"209","2007-10-30",26.200001
"210","2007-10-31",26.5
"211","2007-11-01",25.18
"212","2007-11-02",25.219999
"213","2007-11-05",24.92
"214","2007-11-06",25.17
"215","2007-11-07",24.389999
"216","2007-11-08",24.690001
"217","2007-11-09",24.98
"218","2007-11-12",25.549999
"219","2007-11-13",26.379999
"220","2007-11-14",26.459999
"221","2007-11-15",26.49
"222","2007-11-16",26.33
"223","2007-11-19",26.049999
"224","2007-11-20",26.01
"225","2007-11-21",25.82
"226","2007-11-23",25.860001
"227","2007-11-26",24.639999
"228","2007-11-27",24.950001
"229","2007-11-28",25.98
"230","2007-11-29",25.889999
"231","2007-11-30",26.389999
"232","2007-12-03",25.99
"233","2007-12-04",25.280001
"234","2007-12-05",26.110001
"235","2007-12-06",26.610001
"236","2007-12-07",27.139999
"237","2007-12-10",27.530001
"238","2007-12-11",26.360001
"239","2007-12-12",26.34
"240","2007-12-13",26.16
"241","2007-12-14",25.51
"242","2007-12-17",24.57
"243","2007-12-18",25.1
"244","2007-12-19",25.82
"245","2007-12-20",26.610001
"246","2007-12-21",27.440001
"247","2007-12-24",28.030001
"248","2007-12-26",27.51
"249","2007-12-27",25.940001
"250","2007-12-28",26.07
"251","2007-12-31",25.610001
"252","2008-01-02",25.690001
"253","2008-01-03",25.040001
"254","2008-01-04",24.120001
"255","2008-01-07",24.790001
"256","2008-01-08",24.290001
"257","2008-01-09",24.58
"258","2008-01-10",24.35
"259","2008-01-11",24
"260","2008-01-14",23.35
"261","2008-01-15",22.559999
"262","2008-01-16",22.809999
"263","2008-01-17",22.34
"264","2008-01-18",22.040001
"265","2008-01-22",22.57
"266","2008-01-23",23.870001
"267","2008-01-24",23.700001
"268","2008-01-25",23.74
"269","2008-01-28",24.5
"270","2008-01-29",24.5
"271","2008-01-30",24.5
"272","2008-01-31",24.84
"273","2008-02-01",25.379999
"274","2008-02-04",25.290001
"275","2008-02-05",24.77
"276","2008-02-06",24.17
"277","2008-02-07",24.83
"278","2008-02-08",24.24
"279","2008-02-11",23.719999
"280","2008-02-12",23.91
"281","2008-02-13",24.040001
"282","2008-02-14",22.93
"283","2008-02-15",23.23
"284","2008-02-19",22.9
"285","2008-02-20",23.120001
"286","2008-02-21",22.549999
"287","2008-02-22",23.17
"288","2008-02-25",23.91
"289","2008-02-26",23.790001
"290","2008-02-27",23.190001
"291","2008-02-28",23
"292","2008-02-29",22.91
"293","2008-03-03",23.26
"294","2008-03-04",23.07
"295","2008-03-05",23.059999
"296","2008-03-06",22.389999
"297","2008-03-07",22.639999
"298","2008-03-10",22.23
"299","2008-03-11",23.530001
"300","2008-03-12",23.940001
"301","2008-03-13",24.24
"302","2008-03-14",23.9
"303","2008-03-17",23.530001
"304","2008-03-18",24.15
"305","2008-03-19",23.82
"306","2008-03-20",24.49
"307","2008-03-24",24.709999
"308","2008-03-25",25.07
"309","2008-03-26",24.629999
"310","2008-03-27",24.200001
"311","2008-03-28",24.07
"312","2008-03-31",24.15
"313","2008-04-01",25.35
"314","2008-04-02",25.76
"315","2008-04-03",26.42
"316","2008-04-04",25.940001
"317","2008-04-07",25.68
"318","2008-04-08",25.379999
"319","2008-04-09",24.77
"320","2008-04-10",24.84
"321","2008-04-11",24.73
"322","2008-04-14",24.549999
"323","2008-04-15",24.450001
"324","2008-04-16",24.639999
"325","2008-04-17",25
"326","2008-04-18",25.23
"327","2008-04-21",25.02
"328","2008-04-22",24.860001
"329","2008-04-23",25.17
"330","2008-04-24",25.629999
"331","2008-04-25",25.68
"332","2008-04-28",25.969999
"333","2008-04-29",25.43
"334","2008-04-30",25.639999
"335","2008-05-01",25.85
"336","2008-05-02",25.360001
"337","2008-05-05",25.42
"338","2008-05-06",25.35
"339","2008-05-07",25.25
"340","2008-05-08",25.040001
"341","2008-05-09",24.719999
"342","2008-05-12",25.09
"343","2008-05-13",25.42
"344","2008-05-14",25.540001
"345","2008-05-15",25.85
"346","2008-05-16",25.49
"347","2008-05-19",25.280001
"348","2008-05-20",24.85
"349","2008-05-21",24.74
"350","2008-05-22",24.540001
"351","2008-05-23",24.58
"352","2008-05-27",24.620001
"353","2008-05-28",24.75
"354","2008-05-29",24.610001
"355","2008-05-30",24.74
"356","2008-06-02",24.6
"357","2008-06-03",24.799999
"358","2008-06-04",25.25
"359","2008-06-05",25.65
"360","2008-06-06",24.57
"361","2008-06-09",24.24
"362","2008-06-10",24.34
"363","2008-06-11",24.16
"364","2008-06-12",24.34
"365","2008-06-13",24.870001
"366","2008-06-16",25.139999
"367","2008-06-17",24.5
"368","2008-06-18",24.23
"369","2008-06-19",24.709999
"370","2008-06-20",24.27
"371","2008-06-23",23.950001
"372","2008-06-24",23.459999
"373","2008-06-25",23.74
"374","2008-06-26",23.129999
"375","2008-06-27",23.02
"376","2008-06-30",23.15
"377","2008-07-01",23.469999
"378","2008-07-02",23.26
"379","2008-07-03",22.99
"380","2008-07-07",22.700001
"381","2008-07-08",23.75
"382","2008-07-09",22.540001
"383","2008-07-10",22.65
"384","2008-07-11",22.889999
"385","2008-07-14",22.17
"386","2008-07-15",22.129999
"387","2008-07-16",22.91
"388","2008-07-17",22.860001
