"","date","CGO"
"1","2007-01-03",16.67
"2","2007-01-04",16.870001
"3","2007-01-05",17.030001
"4","2007-01-08",16.889999
"5","2007-01-09",16.92
"6","2007-01-10",16.6
"7","2007-01-11",16.83
"8","2007-01-12",16.700001
"9","2007-01-16",16.92
"10","2007-01-17",16.719999
"11","2007-01-18",16.780001
"12","2007-01-19",16.860001
"13","2007-01-22",16.790001
"14","2007-01-23",16.84
"15","2007-01-24",16.98
"16","2007-01-25",16.92
"17","2007-01-26",17.17
"18","2007-01-29",17
"19","2007-01-30",17.17
"20","2007-01-31",17.35
"21","2007-02-01",17.17
"22","2007-02-02",17.25
"23","2007-02-05",17.34
"24","2007-02-06",17.24
"25","2007-02-07",17.200001
"26","2007-02-08",17.08
"27","2007-02-09",17.200001
"28","2007-02-12",17
"29","2007-02-13",16.969999
"30","2007-02-14",16.889999
"31","2007-02-15",16.889999
"32","2007-02-16",16.940001
"33","2007-02-20",16.9
"34","2007-02-21",16.75
"35","2007-02-22",16.9
"36","2007-02-23",17.190001
"37","2007-02-26",16.92
"38","2007-02-27",16.25
"39","2007-02-28",16.299999
"40","2007-03-01",16.370001
"41","2007-03-02",16.120001
"42","2007-03-05",15.73
"43","2007-03-06",16.34
"44","2007-03-07",16.33
"45","2007-03-08",16.5
"46","2007-03-09",16.5
"47","2007-03-12",16.719999
"48","2007-03-13",16.370001
"49","2007-03-14",16.309999
"50","2007-03-15",16.639999
"51","2007-03-16",16.84
"52","2007-03-19",16.870001
"53","2007-03-20",16.84
"54","2007-03-21",17.02
"55","2007-03-22",17
"56","2007-03-23",16.969999
"57","2007-03-26",17.049999
"58","2007-03-27",17.219999
"59","2007-03-28",17.17
"60","2007-03-29",17.09
"61","2007-03-30",17.139999
"62","2007-04-02",17.200001
"63","2007-04-03",17.200001
"64","2007-04-04",17.18
"65","2007-04-05",17.200001
"66","2007-04-09",17.290001
"67","2007-04-10",17.299999
"68","2007-04-11",17.309999
"69","2007-04-12",17.389999
"70","2007-04-13",17.42
"71","2007-04-16",17.469999
"72","2007-04-17",17.879999
"73","2007-04-18",17.870001
"74","2007-04-19",17.65
"75","2007-04-20",17.73
"76","2007-04-23",17.790001
"77","2007-04-24",17.610001
"78","2007-04-25",17.719999
"79","2007-04-26",17.780001
"80","2007-04-27",17.73
"81","2007-04-30",17.639999
"82","2007-05-01",17.51
"83","2007-05-02",17.940001
"84","2007-05-03",17.91
"85","2007-05-04",17.860001
"86","2007-05-07",17.889999
"87","2007-05-08",17.99
"88","2007-05-09",18.09
"89","2007-05-10",17.98
"90","2007-05-11",18
"91","2007-05-14",17.75
"92","2007-05-15",17.629999
"93","2007-05-16",17.879999
"94","2007-05-17",18.01
"95","2007-05-18",18.25
"96","2007-05-21",18.1
"97","2007-05-22",18
"98","2007-05-23",17.83
"99","2007-05-24",17.620001
"100","2007-05-25",17.709999
"101","2007-05-29",17.85
"102","2007-05-30",18.23
"103","2007-05-31",18.290001
"104","2007-06-01",18.33
"105","2007-06-04",18.139999
"106","2007-06-05",18.08
"107","2007-06-06",18.040001
"108","2007-06-07",17.74
"109","2007-06-08",17.879999
"110","2007-06-11",17.91
"111","2007-06-12",17.42
"112","2007-06-13",17.66
"113","2007-06-14",18.16
"114","2007-06-15",18.34
"115","2007-06-18",18.299999
"116","2007-06-19",18.219999
"117","2007-06-20",18.23
"118","2007-06-21",18.049999
"119","2007-06-22",18.129999
"120","2007-06-25",18.110001
"121","2007-06-26",17.67
"122","2007-06-27",17.74
"123","2007-06-28",18.110001
"124","2007-06-29",18.02
"125","2007-07-02",18.24
"126","2007-07-03",18.26
"127","2007-07-05",18.139999
"128","2007-07-06",18.209999
"129","2007-07-09",18.15
"130","2007-07-10",18.059999
"131","2007-07-11",18.129999
"132","2007-07-12",18.24
"133","2007-07-13",18.57
"134","2007-07-16",18.34
"135","2007-07-17",18.209999
"136","2007-07-18",18.290001
"137","2007-07-19",18.59
"138","2007-07-20",18.48
"139","2007-07-23",18.26
"140","2007-07-24",17.950001
"141","2007-07-25",17.91
"142","2007-07-26",17.700001
"143","2007-07-27",17.110001
"144","2007-07-30",17.23
"145","2007-07-31",17.440001
"146","2007-08-01",17.01
"147","2007-08-02",17.040001
"148","2007-08-03",16.700001
"149","2007-08-06",16.700001
"150","2007-08-07",16.75
"151","2007-08-08",16.74
"152","2007-08-09",16.41
"153","2007-08-10",16.09
"154","2007-08-13",16.110001
"155","2007-08-14",15.78
"156","2007-08-15",14.67
"157","2007-08-16",14.38
"158","2007-08-17",15.53
"159","2007-08-20",15.74
"160","2007-08-21",16.41
"161","2007-08-22",16.879999
"162","2007-08-23",17.219999
"163","2007-08-24",17.120001
"164","2007-08-27",16.889999
"165","2007-08-28",16.58
"166","2007-08-29",16.809999
"167","2007-08-30",16.74
"168","2007-08-31",16.99
"169","2007-09-04",17.1
"170","2007-09-05",17
"171","2007-09-06",17.01
"172","2007-09-07",16.9
