"","date","ITT"
"1","2007-01-03",18.785139
"2","2007-01-04",18.864723
"3","2007-01-05",19.126688
"4","2007-01-08",19.362123
"5","2007-01-09",19.448339
"6","2007-01-10",19.657248
"7","2007-01-11",19.896
"8","2007-01-12",19.832996
"9","2007-01-16",19.79652
"10","2007-01-17",19.697041
"11","2007-01-18",19.554453
"12","2007-01-19",19.7302
"13","2007-01-22",19.617456
"14","2007-01-23",19.590927
"15","2007-01-24",19.624088
"16","2007-01-25",19.405231
"17","2007-01-26",19.375387
"18","2007-01-29",19.401917
"19","2007-01-30",19.478184
"20","2007-01-31",19.77994
"21","2007-02-01",20.094959
"22","2007-02-02",19.733517
"23","2007-02-05",19.743464
"24","2007-02-06",19.902632
"25","2007-02-07",19.886051
"26","2007-02-08",19.99548
"27","2007-02-09",19.793203
"28","2007-02-12",19.852892
"29","2007-02-13",20.12812
"30","2007-02-14",20.075064
"31","2007-02-15",20.118172
"32","2007-02-16",19.99548
"33","2007-02-20",20.114857
"34","2007-02-21",20.310499
"35","2007-02-22",20.280657
"36","2007-02-23",20.214336
"37","2007-02-26",20.317133
"38","2007-02-27",19.836311
"39","2007-02-28",19.637352
"40","2007-03-01",19.355492
"41","2007-03-02",19.057053
"42","2007-03-05",18.931044
"43","2007-03-06",19.252695
"44","2007-03-07",19.229485
"45","2007-03-08",19.5644
"46","2007-03-09",19.925844
"47","2007-03-12",19.94574
"48","2007-03-13",19.620771
"49","2007-03-14",19.7302
"50","2007-03-15",19.653933
"51","2007-03-16",19.720251
"52","2007-03-19",19.94574
"53","2007-03-20",20.031956
"54","2007-03-21",20.360241
"55","2007-03-22",20.307184
"56","2007-03-23",20.552568
"57","2007-03-26",20.290604
"58","2007-03-27",20.167912
"59","2007-03-28",19.886051
"60","2007-03-29",19.955688
"61","2007-03-30",20.002111
"62","2007-04-02",20.148016
"63","2007-04-03",20.413296
"64","2007-04-04",20.466352
"65","2007-04-05",20.482931
"66","2007-04-09",20.569147
"67","2007-04-10",20.453089
"68","2007-04-11",20.237549
"69","2007-04-12",20.330397
"70","2007-04-13",20.390083
"71","2007-04-16",20.27734
"72","2007-04-17",20.270708
"73","2007-04-18",20.16128
"74","2007-04-19",20.260759
"75","2007-04-20",20.489565
"76","2007-04-23",20.602308
"77","2007-04-24",20.585728
"78","2007-04-25",20.8908
"79","2007-04-26",20.880852
"80","2007-04-27",21.447887
"81","2007-04-30",21.159395
"82","2007-05-01",21.550684
"83","2007-05-02",21.719801
"84","2007-05-03",21.673376
"85","2007-05-04",21.633583
"86","2007-05-07",21.872335
"87","2007-05-08",21.925392
"88","2007-05-09",22.087875
"89","2007-05-10",21.859072
"90","2007-05-11",21.855757
"91","2007-05-14",21.888916
"92","2007-05-15",21.935341
"93","2007-05-16",22.01824
"94","2007-05-17",22.144247
"95","2007-05-18",22.256992
"96","2007-05-21",22.1343
"97","2007-05-22",22.101139
"98","2007-05-23",21.85244
"99","2007-05-24",21.819281
"100","2007-05-25",21.975132
"101","2007-05-29",21.988396
"102","2007-05-30",22.230465
"103","2007-05-31",22.316681
"104","2007-06-01",22.263624
"105","2007-06-04",22.33326
"106","2007-06-05",22.187357
"107","2007-06-06",21.938656
