"","date","VEC"
"1","2014-09-16",21.540001
"2","2014-09-17",22
"3","2014-09-18",23.1
"4","2014-09-19",23
"5","2014-09-22",23.440001
"6","2014-09-23",23.9
"7","2014-09-24",24
"8","2014-09-25",22.6
"9","2014-09-26",21.75
"10","2014-09-29",19.65
"11","2014-09-30",19.530001
"12","2014-10-01",19.440001
"13","2014-10-02",21.709999
"14","2014-10-03",21.75
"15","2014-10-06",20.5
"16","2014-10-07",19.719999
"17","2014-10-08",19.77
"18","2014-10-09",21.35
"19","2014-10-10",20.620001
"20","2014-10-13",20.25
"21","2014-10-14",20.459999
"22","2014-10-15",20.66
"23","2014-10-16",20.51
"24","2014-10-17",21.76
"25","2014-10-20",20.059999
"26","2014-10-21",19.85
"27","2014-10-22",20.66
"28","2014-10-23",21.66
"29","2014-10-24",21.83
"30","2014-10-27",21.860001
"31","2014-10-28",22.5
"32","2014-10-29",22.629999
"33","2014-10-30",22.940001
"34","2014-10-31",24.440001
"35","2014-11-03",23.389999
"36","2014-11-04",22.76
"37","2014-11-05",23.5
"38","2014-11-06",24.540001
"39","2014-11-07",24.68
"40","2014-11-10",24.59
"41","2014-11-11",25.950001
"42","2014-11-12",24.66
"43","2014-11-13",25.469999
"44","2014-11-14",25.5
"45","2014-11-17",25.67
"46","2014-11-18",26.870001
"47","2014-11-19",26
"48","2014-11-20",26.82
"49","2014-11-21",26.870001
"50","2014-11-24",27.219999
"51","2014-11-25",27.440001
"52","2014-11-26",27.83
"53","2014-11-28",28.26
"54","2014-12-01",28.309999
"55","2014-12-02",28.440001
"56","2014-12-03",29.65
"57","2014-12-04",29.530001
"58","2014-12-05",30.65
"59","2014-12-08",29.709999
"60","2014-12-09",29.389999
"61","2014-12-10",29.58
"62","2014-12-11",30.58
"63","2014-12-12",30.83
"64","2014-12-15",31.27
"65","2014-12-16",31.24
"66","2014-12-17",29.780001
"67","2014-12-18",29.75
"68","2014-12-19",29.42
"69","2014-12-22",29.34
"70","2014-12-23",29.639999
"71","2014-12-24",29.959999
"72","2014-12-26",28.709999
"73","2014-12-29",28.1
"74","2014-12-30",26.99
"75","2014-12-31",27.4
"76","2015-01-02",27.389999
"77","2015-01-05",25.030001
"78","2015-01-06",26.219999
"79","2015-01-07",26.68
"80","2015-01-08",28.32
"81","2015-01-09",28.360001
"82","2015-01-12",27.6
"83","2015-01-13",27.93
"84","2015-01-14",27.129999
"85","2015-01-15",26.9
"86","2015-01-16",27.190001
"87","2015-01-20",27.049999
"88","2015-01-21",26.98
"89","2015-01-22",27.16
"90","2015-01-23",27.450001
"91","2015-01-26",28
"92","2015-01-27",28.32
"93","2015-01-28",28.1
"94","2015-01-29",27.84
"95","2015-01-30",27.84
"96","2015-02-02",28.17
"97","2015-02-03",29.870001
"98","2015-02-04",28.620001
"99","2015-02-05",28.99
"100","2015-02-06",28.58
"101","2015-02-09",29.530001
"102","2015-02-10",29.209999
"103","2015-02-11",28.969999
"104","2015-02-12",30.209999
"105","2015-02-13",31.280001
"106","2015-02-17",31.4
"107","2015-02-18",31.59
"108","2015-02-19",31.9
"109","2015-02-20",32.110001
"110","2015-02-23",31.75
"111","2015-02-24",31.940001
"112","2015-02-25",32.18
"113","2015-02-26",32.52
"114","2015-02-27",31.809999
"115","2015-03-02",32.689999
"116","2015-03-03",33.75
"117","2015-03-04",32.040001
"118","2015-03-05",31.790001
"119","2015-03-06",31.35
"120","2015-03-09",31
"121","2015-03-10",30.959999
"122","2015-03-11",31.950001
"123","2015-03-12",32.5
"124","2015-03-13",32.029999
"125","2015-03-16",32.419998
"126","2015-03-17",28.73
"127","2015-03-18",26.809999
"128","2015-03-19",25.129999
"129","2015-03-20",24.98
"130","2015-03-23",25.52
"131","2015-03-24",25.030001
"132","2015-03-25",24.940001
"133","2015-03-26",25.34
"134","2015-03-27",25.59
"135","2015-03-30",25.559999
"136","2015-03-31",25.49
"137","2015-04-01",25.66
"138","2015-04-02",25.639999
"139","2015-04-06",25.969999
"140","2015-04-07",25.91
"141","2015-04-08",27.34
"142","2015-04-09",28.1
"143","2015-04-10",27.82
"144","2015-04-13",27.91
"145","2015-04-14",28.530001
"146","2015-04-15",28.41
"147","2015-04-16",28.110001
"148","2015-04-17",27
"149","2015-04-20",27.280001
"150","2015-04-21",26.32
"151","2015-04-22",26.059999
"152","2015-04-23",25.91
"153","2015-04-24",25.85
"154","2015-04-27",25.870001
"155","2015-04-28",26
"156","2015-04-29",26.290001
"157","2015-04-30",25.559999
"158","2015-05-01",25.6
"159","2015-05-04",26.1
"160","2015-05-05",24.99
"161","2015-05-06",25.1
"162","2015-05-07",25.450001
"163","2015-05-08",25.57
"164","2015-05-11",26.27
"165","2015-05-12",26.360001
"166","2015-05-13",26.4
"167","2015-05-14",25.92
"168","2015-05-15",25.67
"169","2015-05-18",25.709999
"170","2015-05-19",26.290001
"171","2015-05-20",26.34
"172","2015-05-21",24.780001
"173","2015-05-22",25.709999
"174","2015-05-26",25.18
"175","2015-05-27",25.5
"176","2015-05-28",25.74
"177","2015-05-29",25.09
"178","2015-06-01",25.74
"179","2015-06-02",25.91
"180","2015-06-03",26.01
"181","2015-06-04",25.040001
"182","2015-06-05",25.059999
"183","2015-06-08",25.49
"184","2015-06-09",24.379999
"185","2015-06-10",25.27
"186","2015-06-11",24.66
"187","2015-06-12",24.32
"188","2015-06-15",24.01
"189","2015-06-16",24.559999
"190","2015-06-17",24.07
"191","2015-06-18",24.16
"192","2015-06-19",23.9
"193","2015-06-22",24.639999
"194","2015-06-23",24.74
"195","2015-06-24",25.35
"196","2015-06-25",25.120001
"197","2015-06-26",25.209999
"198","2015-06-29",25.01
"199","2015-06-30",24.870001
"200","2015-07-01",25.57
"201","2015-07-02",24.42
"202","2015-07-06",24.639999
"203","2015-07-07",23.860001
"204","2015-07-08",23.629999
"205","2015-07-09",24.110001
