"","date","EBAY"
"1","2007-01-03",12.697811
"2","2007-01-04",13.295455
"3","2007-01-05",12.954545
"4","2007-01-08",12.5
"5","2007-01-09",12.521044
"6","2007-01-10",12.33165
"7","2007-01-11",12.723064
"8","2007-01-12",12.626263
"9","2007-01-16",12.643098
"10","2007-01-17",12.605219
"11","2007-01-18",12.420033
"12","2007-01-19",12.483165
"13","2007-01-22",12.340067
"14","2007-01-23",12.045455
"15","2007-01-24",12.626263
"16","2007-01-25",13.657408
"17","2007-01-26",13.320707
"18","2007-01-29",13.468014
"19","2007-01-30",13.505892
"20","2007-01-31",13.632154
"21","2007-02-01",13.531145
"22","2007-02-02",13.636364
"23","2007-02-05",13.573233
"24","2007-02-06",13.825758
"25","2007-02-07",14.044613
"26","2007-02-08",14.132997
"27","2007-02-09",14.103536
"28","2007-02-12",13.804714
"29","2007-02-13",13.838384
"30","2007-02-14",14.0867
"31","2007-02-15",14.166667
"32","2007-02-16",14.149832
"33","2007-02-20",14.074074
"34","2007-02-21",14.099326
"35","2007-02-22",14.179293
"36","2007-02-23",14.305555
"37","2007-02-26",14.065657
"38","2007-02-27",13.468014
"39","2007-02-28",13.493266
"40","2007-03-01",13.438552
"41","2007-03-02",12.975589
"42","2007-03-05",12.777778
"43","2007-03-06",13.190236
"44","2007-03-07",13.059764
"45","2007-03-08",13.055555
"46","2007-03-09",12.97138
"47","2007-03-12",13.047138
"48","2007-03-13",12.798821
"49","2007-03-14",13.106061
"50","2007-03-15",13.358586
"51","2007-03-16",13.358586
"52","2007-03-19",13.34596
"53","2007-03-20",13.257576
"54","2007-03-21",13.535354
"55","2007-03-22",13.619529
"56","2007-03-23",13.396464
"57","2007-03-26",13.981482
"58","2007-03-27",14.027778
"59","2007-03-28",13.935185
"60","2007-03-29",13.905724
"61","2007-03-30",13.952021
"62","2007-04-02",13.888889
"63","2007-04-03",14.225589
"64","2007-04-04",14.191919
"65","2007-04-05",14.187711
"66","2007-04-09",14.200336
"67","2007-04-10",14.305555
"68","2007-04-11",14.145623
"69","2007-04-12",14.330808
"70","2007-04-13",14.638047
"71","2007-04-16",14.772727
"72","2007-04-17",14.814815
"73","2007-04-18",14.499158
"74","2007-04-19",13.968855
"75","2007-04-20",14.107744
"76","2007-04-23",14.107744
"77","2007-04-24",14.208755
"78","2007-04-25",14.212963
"79","2007-04-26",14.402357
"80","2007-04-27",14.381313
"81","2007-04-30",14.284512
"82","2007-05-01",14.082492
"83","2007-05-02",14.191919
"84","2007-05-03",14.570707
