"","date","GPP"
"282","2016-08-08",17.299999
"283","2016-08-09",17.469999
"284","2016-08-10",17.67
"285","2016-08-11",17.610001
"286","2016-08-12",17.700001
"287","2016-08-15",17.789
"288","2016-08-16",17.809999
"289","2016-08-17",18.15
"290","2016-08-18",18.530001
"291","2016-08-19",18.639999
"292","2016-08-22",18.370001
"293","2016-08-23",18.280001
"294","2016-08-24",18.450001
"295","2016-08-25",18.309999
"296","2016-08-26",17.889999
"297","2016-08-29",17.860001
"298","2016-08-30",18.18
"299","2016-08-31",18.42
"300","2016-09-01",18.709999
"301","2016-09-02",18.82
"302","2016-09-06",19.309999
"303","2016-09-07",19.559999
"304","2016-09-08",20.110001
"305","2016-09-09",19.18
"306","2016-09-12",19.440001
"307","2016-09-13",18.42
"308","2016-09-14",18.65
"309","2016-09-15",18.58
"310","2016-09-16",18.52
"311","2016-09-19",18.620001
"312","2016-09-20",19.389999
"313","2016-09-21",19.42
"314","2016-09-22",19.6
"315","2016-09-23",19.370001
"316","2016-09-26",19.120001
"317","2016-09-27",18.9
"318","2016-09-28",19.209999
"319","2016-09-29",19.15
"320","2016-09-30",19.200001
"321","2016-10-03",19.559999
"322","2016-10-04",19.549999
"323","2016-10-05",19.48
"324","2016-10-06",19.4
"325","2016-10-07",19.35
"326","2016-10-10",19.5
"327","2016-10-11",19.139999
"328","2016-10-12",18.950001
"329","2016-10-13",18.6
"330","2016-10-14",18.790001
"331","2016-10-17",18.879999
"332","2016-10-18",19.25
"333","2016-10-19",19.77
"334","2016-10-20",19.98
"335","2016-10-21",19.98
"336","2016-10-24",20.780001
"337","2016-10-25",21.129999
"338","2016-10-26",21.139999
"339","2016-10-27",21.110001
"340","2016-10-28",21.448999
"341","2016-10-31",21.25
"342","2016-11-01",20.75
"343","2016-11-02",19.299999
"344","2016-11-03",18.950001
"345","2016-11-04",18.6
"346","2016-11-07",18.6
"347","2016-11-08",18.6
"348","2016-11-09",18.1
"349","2016-11-10",17.950001
"350","2016-11-11",18.6
"351","2016-11-14",17.85
"352","2016-11-15",18.200001
"353","2016-11-16",18.299999
"354","2016-11-17",18.049999
"355","2016-11-18",18.25
"356","2016-11-21",18.25
"357","2016-11-22",18.1
"358","2016-11-23",18.299999
"359","2016-11-25",18.299999
"360","2016-11-28",18.25
"361","2016-11-29",18.200001
"362","2016-11-30",18.25
"363","2016-12-01",18.049999
"364","2016-12-02",18
"365","2016-12-05",17.85
"366","2016-12-06",18.799999
"367","2016-12-07",19.200001
"368","2016-12-08",19.25
"369","2016-12-09",19.15
"370","2016-12-12",18.75
"371","2016-12-13",18.950001
"372","2016-12-14",19
"373","2016-12-15",18.85
"374","2016-12-16",18.950001
"375","2016-12-19",18.65
"376","2016-12-20",18.549999
"377","2016-12-21",18.450001
"378","2016-12-22",18.549999
"379","2016-12-23",18.549999
"380","2016-12-27",19.5
"381","2016-12-28",19.5
"382","2016-12-29",19.4
"383","2016-12-30",19.799999
"384","2017-01-03",19.75
"385","2017-01-04",20.450001
"386","2017-01-05",20.299999
"387","2017-01-06",20.450001
"388","2017-01-09",20.35
"389","2017-01-10",20.450001
"390","2017-01-11",20.575001
"391","2017-01-12",20.549999
"392","2017-01-13",20.85
"393","2017-01-17",20.9
"394","2017-01-18",20.9
"395","2017-01-19",20.9
"396","2017-01-20",20.950001
"397","2017-01-23",20.950001
"398","2017-01-24",21
"399","2017-01-25",20.799999
"400","2017-01-26",20.4
"401","2017-01-27",20.15
"402","2017-01-30",20.1
"403","2017-01-31",19.799999
"404","2017-02-01",19.1
"405","2017-02-02",19.1
"406","2017-02-03",18.799999
"407","2017-02-06",18.4
"408","2017-02-07",18.450001
"409","2017-02-08",18.950001
"410","2017-02-09",19.049999
"411","2017-02-10",19.35
"412","2017-02-13",19.65
"413","2017-02-14",19.75
"414","2017-02-15",19.700001
"415","2017-02-16",19.75
"416","2017-02-17",19.700001
"417","2017-02-21",19.9
"418","2017-02-22",20.35
"419","2017-02-23",20.450001
"420","2017-02-24",20.049999
"421","2017-02-27",19.85
"422","2017-02-28",19.799999
"423","2017-03-01",19.75
"424","2017-03-02",19.549999
"425","2017-03-03",19.85
"426","2017-03-06",20
"427","2017-03-07",20
"428","2017-03-08",20
"429","2017-03-09",19.4
"430","2017-03-10",20
"431","2017-03-13",19.5
"432","2017-03-14",19.4
"433","2017-03-15",19.950001
"434","2017-03-16",19.950001
"435","2017-03-17",19.9
"436","2017-03-20",19.9
"437","2017-03-21",19.4
"438","2017-03-22",19.700001
"439","2017-03-23",19.549999
"440","2017-03-24",19.9
"441","2017-03-27",20
"442","2017-03-28",19.950001
"443","2017-03-29",20
"444","2017-03-30",20
"445","2017-03-31",20.1
"446","2017-04-03",20.15
"447","2017-04-04",20.15
"448","2017-04-05",20.15
"449","2017-04-06",20.15
"450","2017-04-07",20.15
"451","2017-04-10",20.15
"452","2017-04-11",20.049999
"453","2017-04-12",19.65
"454","2017-04-13",20.15
"455","2017-04-17",19.75
"456","2017-04-18",19.700001
"457","2017-04-19",19.799999
"458","2017-04-20",19.9
"459","2017-04-21",19.950001
"460","2017-04-24",20
"461","2017-04-25",20
"462","2017-04-26",20.049999
"463","2017-04-27",20.1
"464","2017-04-28",20.1
"465","2017-05-01",20.15
"466","2017-05-02",20.200001
"467","2017-05-03",20.299999
"468","2017-05-04",19.049999
"469","2017-05-05",19.5
"470","2017-05-08",19.549999
"471","2017-05-09",19.6
"472","2017-05-10",19.5
"473","2017-05-11",19.549999
"474","2017-05-12",19.5
"475","2017-05-15",19.700001
"476","2017-05-16",20
"477","2017-05-17",19.799999
"478","2017-05-18",19.65
"479","2017-05-19",19.549999
"480","2017-05-22",19.299999
"481","2017-05-23",19.450001
"482","2017-05-24",19.4
"483","2017-05-25",19.1
"484","2017-05-26",18.950001
"485","2017-05-30",18.65
"486","2017-05-31",18.65
"487","2017-06-01",19.200001
"488","2017-06-02",19.200001
"489","2017-06-05",19.25
"490","2017-06-06",19.049999
"491","2017-06-07",19.200001
"492","2017-06-08",18.85
"493","2017-06-09",19.25
"494","2017-06-12",19.200001
"495","2017-06-13",19.299999
"496","2017-06-14",19.200001
"497","2017-06-15",18.799999
"498","2017-06-16",18.6
"499","2017-06-19",18.549999
"500","2017-06-20",17.75
"501","2017-06-21",18.15
"502","2017-06-22",18.299999
"503","2017-06-23",18.299999
"504","2017-06-26",18.6
"505","2017-06-27",18.6
"506","2017-06-28",18.65
"507","2017-06-29",18.4
"508","2017-06-30",18.700001
"509","2017-07-03",18.9
"510","2017-07-05",18.549999
"511","2017-07-06",18.950001
"512","2017-07-07",18.700001
"513","2017-07-10",18.75
"514","2017-07-11",18.65
"515","2017-07-12",18.950001
"516","2017-07-13",18.9
"517","2017-07-14",18.9
"518","2017-07-17",18.75
"519","2017-07-18",18.85
"520","2017-07-19",19
"521","2017-07-20",18.9
"522","2017-07-21",19.15
"523","2017-07-24",19.9
"524","2017-07-25",20.4
"525","2017-07-26",20.450001
"526","2017-07-27",20.5
"527","2017-07-28",20.625
"528","2017-07-31",20.700001
"529","2017-08-01",20.15
"530","2017-08-02",19.5
"531","2017-08-03",19.15
"532","2017-08-04",18.75
"533","2017-08-07",18.549999
"534","2017-08-08",18.450001
"535","2017-08-09",17.9
"536","2017-08-10",18.15
"537","2017-08-11",18.200001
"538","2017-08-14",18
"539","2017-08-15",18.25
"540","2017-08-16",18.200001
"541","2017-08-17",18.15
"542","2017-08-18",18.200001
"543","2017-08-21",18.25
"544","2017-08-22",18.4
"545","2017-08-23",18.549999
"546","2017-08-24",18.549999
"547","2017-08-25",18.6
"548","2017-08-28",18.65
"549","2017-08-29",18.5
"550","2017-08-30",18.9
"551","2017-08-31",19.15
"552","2017-09-01",18.9
"553","2017-09-05",19
"554","2017-09-06",19.299999
"555","2017-09-07",19.4
"556","2017-09-08",19.35
"557","2017-09-11",19.299999
"558","2017-09-12",19.35
"559","2017-09-13",19.299999
"560","2017-09-14",19.299999
"561","2017-09-15",19.4
"562","2017-09-18",19.549999
"563","2017-09-19",19.549999
"564","2017-09-20",19.700001
"565","2017-09-21",19.950001
"566","2017-09-22",20.049999
"567","2017-09-25",20.15
"568","2017-09-26",20.200001
"569","2017-09-27",20.25
"570","2017-09-28",20.200001
"571","2017-09-29",20.1
"572","2017-10-02",20.15
"573","2017-10-03",20.299999
"574","2017-10-04",20.200001
"575","2017-10-05",20.1
"576","2017-10-06",19.9
"577","2017-10-09",19.950001
"578","2017-10-10",20.049999
"579","2017-10-11",20.15
"580","2017-10-12",20.1
"581","2017-10-13",19.799999
"582","2017-10-16",19.700001
"583","2017-10-17",19.5
"584","2017-10-18",19.549999
"585","2017-10-19",19.5
"586","2017-10-20",20.049999
"587","2017-10-23",20.1
"588","2017-10-24",20.049999
"589","2017-10-25",20.200001
"590","2017-10-26",19.950001
"591","2017-10-27",20
"592","2017-10-30",19.9
"593","2017-10-31",19.799999
"594","2017-11-01",20.15
"595","2017-11-02",19.4
"596","2017-11-03",20
"597","2017-11-06",19.1
"598","2017-11-07",19.049999
"599","2017-11-08",19.049999
"600","2017-11-09",19
"601","2017-11-10",18.9
"602","2017-11-13",19.049999
"603","2017-11-14",18.9
"604","2017-11-15",18.75
"605","2017-11-16",18.75
"606","2017-11-17",18.75
"607","2017-11-20",19.15
"608","2017-11-21",19.15
"609","2017-11-22",19
"610","2017-11-24",18.9
"611","2017-11-27",19
"612","2017-11-28",18.799999
"613","2017-11-29",18.65
"614","2017-11-30",18.9
"615","2017-12-01",19.1
"616","2017-12-04",19
"617","2017-12-05",19
"618","2017-12-06",18.75
"619","2017-12-07",18.775999
"620","2017-12-08",18.729
"621","2017-12-11",18.85
"622","2017-12-12",18.6
"623","2017-12-13",18.549999
"624","2017-12-14",17.35
"625","2017-12-15",17.549999
"626","2017-12-18",17.75
"627","2017-12-19",17.799999
"628","2017-12-20",18.1
"629","2017-12-21",18.65
"630","2017-12-22",18.299999
"631","2017-12-26",18.299999
"632","2017-12-27",18.299999
"633","2017-12-28",18.6
"634","2017-12-29",18.700001
"635","2018-01-02",18.65
"636","2018-01-03",18.5
"637","2018-01-04",18.65
"638","2018-01-05",18.35
"639","2018-01-08",18.35
"640","2018-01-09",18.15
"641","2018-01-10",18.1
"642","2018-01-11",18
"643","2018-01-12",18.200001
"644","2018-01-16",17.9
"645","2018-01-17",17.9
"646","2018-01-18",18
"647","2018-01-19",18.299999
"648","2018-01-22",18.450001
"649","2018-01-23",18.5
"650","2018-01-24",18.4
"651","2018-01-25",18.049999
"652","2018-01-26",18.4
"653","2018-01-29",18.200001
"654","2018-01-30",17.9
"655","2018-01-31",17.799999
"656","2018-02-01",17.35
"657","2018-02-02",16.950001
"658","2018-02-05",16.85
"659","2018-02-06",16.973
"660","2018-02-07",17
"661","2018-02-08",17.15
"662","2018-02-09",17.450001
"663","2018-02-12",17.700001
"664","2018-02-13",17.9
"665","2018-02-14",17.950001
"666","2018-02-15",17.799999
"667","2018-02-16",18
"668","2018-02-20",18.1
"669","2018-02-21",18
"670","2018-02-22",18.049999
"671","2018-02-23",18
"672","2018-02-26",17.950001
"673","2018-02-27",17.799999
"674","2018-02-28",17.9
"675","2018-03-01",17.85
"676","2018-03-02",17.9
"677","2018-03-05",18.049999
"678","2018-03-06",18.049999
"679","2018-03-07",17.950001
"680","2018-03-08",17.85
"681","2018-03-09",18.049999
"682","2018-03-12",17.950001
"683","2018-03-13",18.1
"684","2018-03-14",18
"685","2018-03-15",17.700001
"686","2018-03-16",17.549999
"687","2018-03-19",17.65
"688","2018-03-20",17.6
"689","2018-03-21",17.65
"690","2018-03-22",17.549999
"691","2018-03-23",17.549999
"692","2018-03-26",17.549999
"693","2018-03-27",17.549999
"694","2018-03-28",17.200001
"695","2018-03-29",17.4
"696","2018-04-02",17.549999
"697","2018-04-03",17.799999
"698","2018-04-04",17.799999
"699","2018-04-05",17.5
"700","2018-04-06",17.5
"701","2018-04-09",17.4
"702","2018-04-10",17.4
"703","2018-04-11",17.5
"704","2018-04-12",17.4
"705","2018-04-13",17.5
"706","2018-04-16",18
"707","2018-04-17",17.9
"708","2018-04-18",17.75
"709","2018-04-19",17.549999
"710","2018-04-20",17.6
"711","2018-04-23",17.549999
"712","2018-04-24",17.549999
"713","2018-04-25",17.299999
"714","2018-04-26",17
"715","2018-04-27",17.1
"716","2018-04-30",17.4
"717","2018-05-01",17.1
"718","2018-05-02",17.1
"719","2018-05-03",16.950001
"720","2018-05-04",17
"721","2018-05-07",16.85
"722","2018-05-08",15.85
"723","2018-05-09",16.049999
"724","2018-05-10",16.049999
"725","2018-05-11",16.35
"726","2018-05-14",16.9
"727","2018-05-15",16.75
"728","2018-05-16",16.75
"729","2018-05-17",16.75
"730","2018-05-18",16.799999
"731","2018-05-21",16.950001
"732","2018-05-22",17.35
"733","2018-05-23",17.6
"734","2018-05-24",17.5
"735","2018-05-25",17.6
"736","2018-05-29",17.450001
"737","2018-05-30",17.5
"738","2018-05-31",17.4
"739","2018-06-01",17.5
"740","2018-06-04",17.450001
"741","2018-06-05",17.6
"742","2018-06-06",17.5
"743","2018-06-07",17.6
"744","2018-06-08",17.6
"745","2018-06-11",17.299999
"746","2018-06-12",17.35
"747","2018-06-13",17.450001
"748","2018-06-14",17.4
"749","2018-06-15",17.549999
"750","2018-06-18",17.5
"751","2018-06-19",17.4
"752","2018-06-20",17.4
"753","2018-06-21",17.25
"754","2018-06-22",17.4
"755","2018-06-25",17.299999
"756","2018-06-26",17.25
"757","2018-06-27",17.35
"758","2018-06-28",17.25
"759","2018-06-29",17.15
"760","2018-07-02",16.85
"761","2018-07-03",16.85
"762","2018-07-05",16.950001
"763","2018-07-06",17.299999
"764","2018-07-09",17.1
"765","2018-07-10",17.1
"766","2018-07-11",16.9
"767","2018-07-12",16.65
"768","2018-07-13",16.700001
"769","2018-07-16",16.4
"770","2018-07-17",16.35
"771","2018-07-18",16.15
"772","2018-07-19",16.35
"773","2018-07-20",16.25
"774","2018-07-23",16.25
"775","2018-07-24",16.275
"776","2018-07-25",16.4
"777","2018-07-26",16.4
"778","2018-07-27",16.299999
"779","2018-07-30",16.4
"780","2018-07-31",16.4
"781","2018-08-01",16.525
"782","2018-08-02",16.35
"783","2018-08-03",16.15
"784","2018-08-06",15.85
"785","2018-08-07",15.9
"786","2018-08-08",15.9
"787","2018-08-09",15.85
"788","2018-08-10",15.9
"789","2018-08-13",15.85
"790","2018-08-14",15.75
"791","2018-08-15",15.7
"792","2018-08-16",15.7
"793","2018-08-17",15.55
"794","2018-08-20",15.8
"795","2018-08-21",15.45
"796","2018-08-22",15.55
"797","2018-08-23",15.35
"798","2018-08-24",15.2
"799","2018-08-27",15.05
"800","2018-08-28",15.1
"801","2018-08-29",15.15
"802","2018-08-30",15.25
"803","2018-08-31",15.2
"804","2018-09-04",15.35
"805","2018-09-05",15.6
"806","2018-09-06",15.5
"807","2018-09-07",15.35
"808","2018-09-10",15.4
"809","2018-09-11",15.35
"810","2018-09-12",15.35
"811","2018-09-13",15.1
"812","2018-09-14",15.8
"813","2018-09-17",15
"814","2018-09-18",15.05
"815","2018-09-19",14.65
"816","2018-09-20",14.65
"817","2018-09-21",14.6
"818","2018-09-24",14.55
"819","2018-09-25",14.45
"820","2018-09-26",14.8
"821","2018-09-27",14.9
"822","2018-09-28",14.9
"823","2018-10-01",14.83
"824","2018-10-02",14.63
"825","2018-10-03",14.74
"826","2018-10-04",14.58
"827","2018-10-05",14.5
"828","2018-10-08",14.65
"829","2018-10-09",14.84
"830","2018-10-10",14.82
"831","2018-10-11",14.81
"832","2018-10-12",14.75
"833","2018-10-15",15.22
"834","2018-10-16",15.4
"835","2018-10-17",15.4
"836","2018-10-18",15.25
"837","2018-10-19",15.065
"838","2018-10-22",15.24
"839","2018-10-23",15.25
"840","2018-10-24",15.04
"841","2018-10-25",15.06
"842","2018-10-26",15.1
"843","2018-10-29",15.14
"844","2018-10-30",15.16
"845","2018-10-31",15.39
"846","2018-11-01",15.04
"847","2018-11-02",14.9
"848","2018-11-05",14.97
"849","2018-11-06",15.06
"850","2018-11-07",15.09
"851","2018-11-08",14.98
"852","2018-11-09",14.95
"853","2018-11-12",14.73
"854","2018-11-13",14.75
"855","2018-11-14",14.7
"856","2018-11-15",14.66
"857","2018-11-16",14.33
"858","2018-11-19",14.02
"859","2018-11-20",13.49
"860","2018-11-21",13.82
"861","2018-11-23",13.55
"862","2018-11-26",13.54
"863","2018-11-27",13.47
"864","2018-11-28",13.59
"865","2018-11-29",13.54
"866","2018-11-30",13.46
"867","2018-12-03",14.6
"868","2018-12-04",14.53
"869","2018-12-06",14.36
"870","2018-12-07",14.39
"871","2018-12-10",14.4
"872","2018-12-11",14.44
"873","2018-12-12",14.4
"874","2018-12-13",14.37
"875","2018-12-14",14.23
"876","2018-12-17",14.25
"877","2018-12-18",14.02
"878","2018-12-19",14.31
"879","2018-12-20",14
"880","2018-12-21",14.03
"881","2018-12-24",13.79
"882","2018-12-26",13.76
"883","2018-12-27",13.54
"884","2018-12-28",13.61
"885","2018-12-31",13.57
"886","2019-01-02",13.8
"887","2019-01-03",14.17
"888","2019-01-04",14.6
"889","2019-01-07",14.62
"890","2019-01-08",14.67
"891","2019-01-09",14.67
"892","2019-01-10",14.75
"893","2019-01-11",14.67
"894","2019-01-14",14.66
"895","2019-01-15",14.67
"896","2019-01-16",14.42
"897","2019-01-17",14.47
"898","2019-01-18",14.32
"899","2019-01-22",14.25
"900","2019-01-23",14.58
"901","2019-01-24",14.44
"902","2019-01-25",14.84
"903","2019-01-28",14.98
"904","2019-01-29",15.13
"905","2019-01-30",15.31
"906","2019-01-31",15.25
"907","2019-02-01",15.18
"908","2019-02-04",15.16
"909","2019-02-05",15.07
"910","2019-02-06",14.83
"911","2019-02-07",14.63
"912","2019-02-08",14.49
"913","2019-02-11",14.97
"914","2019-02-12",15.5
"915","2019-02-13",15.4
"916","2019-02-14",15.35
"917","2019-02-15",15.06
"918","2019-02-19",15.18
"919","2019-02-20",15.49
"920","2019-02-21",15.48
"921","2019-02-22",15.6
"922","2019-02-25",16
"923","2019-02-26",16.469999
"924","2019-02-27",16.190001
"925","2019-02-28",16.01
"926","2019-03-01",16
"927","2019-03-04",16.049999
"928","2019-03-05",16.049999
"929","2019-03-06",15.955
"930","2019-03-07",15.91
"931","2019-03-08",15.96
"932","2019-03-11",15.96
"933","2019-03-12",15.72
"934","2019-03-13",15.79
"935","2019-03-14",15.72
"936","2019-03-15",15.72
"937","2019-03-18",15.99
"938","2019-03-19",15.9
"939","2019-03-20",15.98
"940","2019-03-21",16
"941","2019-03-22",15.99
"942","2019-03-25",15.82
"943","2019-03-26",15.83
"944","2019-03-27",15.82
"945","2019-03-28",15.79
"946","2019-03-29",15.84
"947","2019-04-01",15.83
"948","2019-04-02",15.92
"949","2019-04-03",15.94
"950","2019-04-04",15.95
"951","2019-04-05",15.94
"952","2019-04-08",16
"953","2019-04-09",15.97
"954","2019-04-10",16.08
"955","2019-04-11",15.96
"956","2019-04-12",15.8
"957","2019-04-15",15.9
"958","2019-04-16",15.96
"959","2019-04-17",15.88
"960","2019-04-18",15.643
"961","2019-04-22",16
"962","2019-04-23",15.984
"963","2019-04-24",16
"964","2019-04-25",15.98
"965","2019-04-26",16
"966","2019-04-29",15.76
"967","2019-04-30",16.02
"968","2019-05-01",16.030001
"969","2019-05-02",15.16
"970","2019-05-03",15.31
"971","2019-05-06",14.945
"972","2019-05-07",14.81
"973","2019-05-08",15.06
"974","2019-05-09",14.91
"975","2019-05-10",14.93
"976","2019-05-13",15.24
"977","2019-05-14",14.99
"978","2019-05-15",15.215
"979","2019-05-16",15.28
"980","2019-05-17",15.297
"981","2019-05-20",15.19
"982","2019-05-21",15.375
"983","2019-05-22",15.24
"984","2019-05-23",14.75
"985","2019-05-24",14.71
"986","2019-05-28",14.58
"987","2019-05-29",14.31
"988","2019-05-30",14.57
"989","2019-05-31",14.25
"990","2019-06-03",14.1
