"","date","LPRO"
"136","2018-10-05",9.72
"137","2018-10-08",9.72
"138","2018-10-09",9.72
"139","2018-10-10",9.72
"140","2018-10-11",9.72
"141","2018-10-12",9.72
"142","2018-10-15",9.72
"143","2018-10-16",9.72
"144","2018-10-17",9.73
"145","2018-10-18",9.73
"146","2018-10-19",9.735
"147","2018-10-22",9.74
"148","2018-10-23",9.74
"149","2018-10-24",9.74
"150","2018-10-25",9.74
"151","2018-10-26",9.74
"152","2018-10-29",9.74
"153","2018-10-30",9.74
"154","2018-10-31",9.78
"155","2018-11-01",9.79
"156","2018-11-02",9.79
"157","2018-11-05",9.79
"158","2018-11-06",9.79
"159","2018-11-07",9.79
"160","2018-11-08",9.79
"161","2018-11-09",9.79
"162","2018-11-12",9.79
"163","2018-11-13",9.79
"164","2018-11-14",9.79
"165","2018-11-15",9.79
"166","2018-11-16",9.79
"167","2018-11-19",9.79
"168","2018-11-20",9.79
"169","2018-11-21",9.79
"170","2018-11-23",9.79
"171","2018-11-26",9.79
"172","2018-11-27",9.79
"173","2018-11-28",9.79
"174","2018-11-29",9.79
"175","2018-11-30",9.73
"176","2018-12-03",9.73
"177","2018-12-04",9.73
"178","2018-12-06",9.73
"179","2018-12-07",9.73
"180","2018-12-10",9.73
"181","2018-12-11",9.73
"182","2018-12-12",9.73
"183","2018-12-13",9.73
"184","2018-12-14",9.73
"185","2018-12-17",9.73
"186","2018-12-18",9.73
"187","2018-12-19",9.73
"188","2018-12-20",9.73
"189","2018-12-21",9.73
"190","2018-12-24",9.73
"191","2018-12-26",9.73
"192","2018-12-27",9.73
"193","2018-12-28",9.75
"194","2018-12-31",9.75
"195","2019-01-02",9.75
"196","2019-01-03",9.75
"197","2019-01-04",9.75
"198","2019-01-07",9.75
"199","2019-01-08",9.75
"200","2019-01-09",10.04
"201","2019-01-10",10.04
"202","2019-01-11",10.04
"203","2019-01-14",10.04
"204","2019-01-15",10.04
"205","2019-01-16",10.04
"206","2019-01-17",10.04
"207","2019-01-18",10.04
"208","2019-01-22",10.04
"209","2019-01-23",10.04
"210","2019-01-24",10.04
"211","2019-01-25",10.04
"212","2019-01-28",9.84
"213","2019-01-29",9.84
"214","2019-01-30",9.84
"215","2019-01-31",9.84
"216","2019-02-01",9.84
"217","2019-02-04",9.84
"218","2019-02-05",10
"219","2019-02-06",10
"220","2019-02-07",10
"221","2019-02-08",10
"222","2019-02-11",9.9
"223","2019-02-12",10.09
"224","2019-02-13",10.09
"225","2019-02-14",10.09
"226","2019-02-15",10.09
"227","2019-02-19",10.09
"228","2019-02-20",10.09
"229","2019-02-21",10.09
"230","2019-02-22",10.09
"231","2019-02-25",10.09
"232","2019-02-26",10.09
"233","2019-02-27",10.09
"234","2019-02-28",10.09
"235","2019-03-01",10.09
"236","2019-03-04",10.09
"237","2019-03-05",9.92
"238","2019-03-06",9.92
"239","2019-03-07",9.92
"240","2019-03-08",9.92
"241","2019-03-11",9.92
"242","2019-03-12",9.92
"243","2019-03-13",9.97
"244","2019-03-14",9.97
"245","2019-03-15",9.97
"246","2019-03-18",9.97
"247","2019-03-19",10.05
"248","2019-03-20",9.98
"249","2019-03-21",10.01
"250","2019-03-22",9.99
"251","2019-03-25",9.99
"252","2019-03-26",9.99
"253","2019-03-27",9.99
"254","2019-03-28",9.99
"255","2019-03-29",9.99
"256","2019-04-01",10
"257","2019-04-02",10
"258","2019-04-03",9.99
"259","2019-04-04",10.03
"260","2019-04-05",10.03
"261","2019-04-08",10.03
"262","2019-04-09",10
"263","2019-04-10",10
"264","2019-04-11",10
"265","2019-04-12",10
"266","2019-04-15",10
"267","2019-04-16",10
"268","2019-04-17",10.03
"269","2019-04-18",10.03
"270","2019-04-22",10.03
"271","2019-04-23",10.03
"272","2019-04-24",10.01
"273","2019-04-25",10
"274","2019-04-26",10.02
"275","2019-04-29",10.02
"276","2019-04-30",10.05
"277","2019-05-01",10.02
"278","2019-05-02",10.07
"279","2019-05-03",10.07
"280","2019-05-06",10.07
"281","2019-05-07",10.07
"282","2019-05-08",10.07
"283","2019-05-09",10.03
"284","2019-05-10",10.03
"285","2019-05-13",10.02
"286","2019-05-14",10.07
"287","2019-05-15",10.07
"288","2019-05-16",10.07
"289","2019-05-17",10.05
"290","2019-05-20",10.05
"291","2019-05-21",10.05
"292","2019-05-22",10.05
"293","2019-05-23",10.05
"294","2019-05-24",10.05
"295","2019-05-28",10.05
"296","2019-05-29",10.05
"297","2019-05-30",10.05
"298","2019-05-31",10.05
"299","2019-06-03",10.05
"300","2019-06-04",10.05
"301","2019-06-05",10.05
"302","2019-06-06",10.05
"303","2019-06-07",10.07
"304","2019-06-10",10.07
"305","2019-06-11",10.07
"306","2019-06-12",10.06
"307","2019-06-13",10.1
"308","2019-06-14",10.1
"309","2019-06-17",10.1
"310","2019-06-18",10.097
"311","2019-06-19",10.1
"312","2019-06-20",10.1
"313","2019-06-21",10.14
"314","2019-06-24",10.14
"315","2019-06-25",10.14
"316","2019-06-26",10.14
"317","2019-06-27",10.09
"318","2019-06-28",10.09
"319","2019-07-01",10.1
"320","2019-07-02",10.1
"321","2019-07-03",10.1
"322","2019-07-05",10.1
"323","2019-07-08",10.1
"324","2019-07-09",10.1
"325","2019-07-10",10.1
"326","2019-07-11",10.1
"327","2019-07-12",10.1
"328","2019-07-15",10.1
"329","2019-07-16",10.15
"330","2019-07-17",10.15
"331","2019-07-18",10.14
"332","2019-07-19",10.16
"333","2019-07-22",10.16
"334","2019-07-23",10.16
"335","2019-07-24",10.16
"336","2019-07-25",10.16
"337","2019-07-26",10.16
"338","2019-07-29",10.16
"339","2019-07-30",10.16
"340","2019-07-31",10.17
"341","2019-08-01",10.17
"342","2019-08-02",10.167
"343","2019-08-05",10.18
"344","2019-08-06",10.18
"345","2019-08-07",10.18
"346","2019-08-08",10.16
"347","2019-08-09",10.17
"348","2019-08-12",10.17
"349","2019-08-13",10.18
"350","2019-08-14",10.17
"351","2019-08-15",10.17
"352","2019-08-16",10.17
"353","2019-08-19",10.17
"354","2019-08-20",10.16
"355","2019-08-21",10.18
"356","2019-08-22",10.17
"357","2019-08-23",10.16
"358","2019-08-26",10.17
"359","2019-08-27",10.2
"360","2019-08-28",10.2
"361","2019-08-29",10.2
"362","2019-08-30",10.2
"363","2019-09-03",10.19
"364","2019-09-04",10.16
"365","2019-09-05",10.16
"366","2019-09-06",10.16
"367","2019-09-09",10.16
"368","2019-09-10",10.16
"369","2019-09-11",10.16
"370","2019-09-12",10.2
"371","2019-09-13",10.2
"372","2019-09-16",10.2
"373","2019-09-17",10.2
"374","2019-09-18",10.2
"375","2019-09-19",10.185
"376","2019-09-20",10.19
"377","2019-09-23",10.19
"378","2019-09-24",10.18
"379","2019-09-25",10.18
"380","2019-09-26",10.18
"381","2019-09-27",10.18
"382","2019-09-30",10.2
"383","2019-10-01",10.2
"384","2019-10-02",10.2
"385","2019-10-03",10.2
"386","2019-10-04",10.2
"387","2019-10-07",10.2
"388","2019-10-08",10.2
"389","2019-10-09",10.2
"390","2019-10-10",10.2
"391","2019-10-11",10.2
"392","2019-10-14",10.2
"393","2019-10-15",10.18
"394","2019-10-16",10.2
"395","2019-10-17",10.21
"396","2019-10-18",10.19
"397","2019-10-21",10.19
"398","2019-10-22",10.19
"399","2019-10-23",10.19
"400","2019-10-24",10.19
"401","2019-10-25",10.19
"402","2019-10-28",10.21
"403","2019-10-29",10.205
"404","2019-10-30",10.21
"405","2019-10-31",10.21
"406","2019-11-01",10.2
"407","2019-11-04",10.22
"408","2019-11-05",10.22
"409","2019-11-06",10.22
"410","2019-11-07",10.22
"411","2019-11-08",10.22
"412","2019-11-11",10.22
"413","2019-11-12",10.22
"414","2019-11-13",10.22
"415","2019-11-14",10.22
"416","2019-11-15",10.22
"417","2019-11-18",10.22
"418","2019-11-19",10.25
"419","2019-11-20",10.25
"420","2019-11-21",10.25
"421","2019-11-22",10.25
"422","2019-11-25",10.25
"423","2019-11-26",10.25
"424","2019-11-27",10.25
"425","2019-11-29",10.25
"426","2019-12-02",10.25
"427","2019-12-03",10.25
"428","2019-12-04",10.25
"429","2019-12-05",10.25
"430","2019-12-06",10.25
"431","2019-12-09",10.25
"432","2019-12-10",10.25
"433","2019-12-11",10.25
"434","2019-12-12",10.25
"435","2019-12-13",10.25
"436","2019-12-16",10.25
"437","2019-12-17",10.37
"438","2019-12-18",10.42
"439","2019-12-19",10.45
"440","2019-12-20",10.45
"441","2019-12-23",10.49
"442","2019-12-24",10.49
"443","2019-12-26",10.5
"444","2019-12-27",10.5
"445","2019-12-30",10.5
"446","2019-12-31",10.54
"447","2020-01-02",10.55
"448","2020-01-03",10.55
"449","2020-01-06",10.55
"450","2020-01-07",10.5
"451","2020-01-08",10.46
"452","2020-01-09",10.45
"453","2020-01-10",10.42
"454","2020-01-13",10.475
"455","2020-01-14",10.45
"456","2020-01-15",10.45
"457","2020-01-16",10.47
"458","2020-01-17",10.5
"459","2020-01-21",10.5
"460","2020-01-22",10.55
"461","2020-01-23",10.53
"462","2020-01-24",10.5
"463","2020-01-27",10.54
"464","2020-01-28",10.52
"465","2020-01-29",10.5
"466","2020-01-30",10.55
"467","2020-01-31",10.634
"468","2020-02-03",10.66
"469","2020-02-04",10.8
"470","2020-02-05",11
"471","2020-02-06",10.98
"472","2020-02-07",11.1
"473","2020-02-10",11.2
"474","2020-02-11",11.24
"475","2020-02-12",11.24
"476","2020-02-13",11.14
"477","2020-02-14",10.9
"478","2020-02-18",10.895
"479","2020-02-19",10.85
"480","2020-02-20",10.75
"481","2020-02-21",10.74
"482","2020-02-24",10.74
"483","2020-02-25",10.65
"484","2020-02-26",10.56
"485","2020-02-27",10.648
"486","2020-02-28",10.51
"487","2020-03-02",10.67
"488","2020-03-03",10.65
"489","2020-03-04",10.56
"490","2020-03-05",10.625
"491","2020-03-06",10.37
"492","2020-03-09",10.32
"493","2020-03-10",10.296
"494","2020-03-11",10.35
"495","2020-03-12",10.23
"496","2020-03-13",10.1
"497","2020-03-16",10.19
"498","2020-03-17",10.09
"499","2020-03-18",10
"500","2020-03-19",10
"501","2020-03-20",10.07
"502","2020-03-23",10.07
"503","2020-03-24",10.06
"504","2020-03-25",10.08
"505","2020-03-26",10.2
"506","2020-03-27",10.06
"507","2020-03-30",10.11
"508","2020-03-31",10.15
"509","2020-04-01",10.12
"510","2020-04-02",10.15
"511","2020-04-03",10.2
"512","2020-04-06",10.15
"513","2020-04-07",10.15
"514","2020-04-08",10.17
"515","2020-04-09",10.17
"516","2020-04-13",10.19
"517","2020-04-14",10.25
"518","2020-04-15",10.19
"519","2020-04-16",10.25
"520","2020-04-17",10.2
"521","2020-04-20",10.21
"522","2020-04-21",10.21
"523","2020-04-22",10.25
"524","2020-04-23",10.21
"525","2020-04-24",10.21
"526","2020-04-27",10.23
"527","2020-04-28",10.23
"528","2020-04-29",10.25
"529","2020-04-30",10.25
"530","2020-05-01",10.25
"531","2020-05-04",10.21
"532","2020-05-05",10.22
"533","2020-05-06",10.215
"534","2020-05-07",10.227
"535","2020-05-08",10.23
"536","2020-05-11",10.22
"537","2020-05-12",10.23
"538","2020-05-13",10.25
"539","2020-05-14",10.23
"540","2020-05-15",10.25
"541","2020-05-18",10.3
"542","2020-05-19",10.27
"543","2020-05-20",10.245
"544","2020-05-21",10.27
"545","2020-05-22",10.25
"546","2020-05-26",10.26
"547","2020-05-27",10.26
"548","2020-05-28",10.25
"549","2020-05-29",10.28
"550","2020-06-01",10.22
"551","2020-06-02",10.25
"552","2020-06-03",10.24
"553","2020-06-04",10.25
"554","2020-06-05",10.3
"555","2020-06-08",12.25
"556","2020-06-09",13.35
"557","2020-06-10",13.75
"558","2020-06-11",12.9
"559","2020-06-12",13.4
"560","2020-06-15",13.5
"561","2020-06-16",14.3
"562","2020-06-17",14.73
"563","2020-06-18",15.1
"564","2020-06-19",15.36
"565","2020-06-22",15.14
"566","2020-06-23",15
"567","2020-06-24",14.9
"568","2020-06-25",15.15
"569","2020-06-26",14.91
"570","2020-06-29",14.82
"571","2020-06-30",15.1
"572","2020-07-01",15.15
"573","2020-07-02",15.46
"574","2020-07-06",15.64
"575","2020-07-07",15.76
"576","2020-07-08",15.84
"577","2020-07-09",15.72
"578","2020-07-10",15.38
"579","2020-07-13",15.67
"580","2020-07-14",17.950001
"581","2020-07-15",19.049999
"582","2020-07-16",18.41
"583","2020-07-17",17.299999
"584","2020-07-20",17.540001
"585","2020-07-21",17.83
"586","2020-07-22",17.940001
"587","2020-07-23",18
"588","2020-07-24",17.639999
"589","2020-07-27",17.459999
"590","2020-07-28",17.299999
"591","2020-07-29",17.42
"592","2020-07-30",17.02
"593","2020-07-31",16.959999
"594","2020-08-03",17.27
"595","2020-08-04",17.290001
"596","2020-08-05",17.360001
"597","2020-08-06",17.690001
"598","2020-08-07",17.860001
"599","2020-08-10",18.370001
"600","2020-08-11",18.68
"601","2020-08-12",17.93
"602","2020-08-13",18.33
"603","2020-08-14",18.42
"604","2020-08-17",19.309999
"605","2020-08-18",19.25
"606","2020-08-19",19.93
"607","2020-08-20",19.610001
"608","2020-08-21",19.450001
"609","2020-08-24",20.1
"610","2020-08-25",20.99
"611","2020-08-26",21.719999
"612","2020-08-27",22.379999
"613","2020-08-28",22.684999
"614","2020-08-31",21.860001
"615","2020-09-01",21.99
"616","2020-09-02",21.5
"617","2020-09-03",20.85
"618","2020-09-04",20.1
"619","2020-09-08",21.51
"620","2020-09-09",21.440001
"621","2020-09-10",21.389999
"622","2020-09-11",21.4
"623","2020-09-14",21.51
"624","2020-09-15",22.209999
"625","2020-09-16",22.9
"626","2020-09-17",21.799999
"627","2020-09-18",21.9
"628","2020-09-21",20.950001
"629","2020-09-22",22.23
"630","2020-09-23",22.35
"631","2020-09-24",22.299999
"632","2020-09-25",23.549999
"633","2020-09-28",24.790001
"634","2020-09-29",25.16
"635","2020-09-30",25.5
"636","2020-10-01",26.84
"637","2020-10-02",27.49
"638","2020-10-05",27.610001
"639","2020-10-06",27.969999
"640","2020-10-07",27.200001
"641","2020-10-08",26.799999
"642","2020-10-09",26.690001
"643","2020-10-12",26.77
"644","2020-10-13",27.389999
"645","2020-10-14",27.639999
"646","2020-10-15",27.02
"647","2020-10-16",27.51
"648","2020-10-19",27.299999
"649","2020-10-20",27.219999
"650","2020-10-21",27.23
"651","2020-10-22",27.299999
"652","2020-10-23",27.15
"653","2020-10-26",26.870001
"654","2020-10-27",26.41
"655","2020-10-28",26.15
"656","2020-10-29",25.58
"657","2020-10-30",25.959999
"658","2020-11-02",25.639999
"659","2020-11-03",26.65
"660","2020-11-04",28.209999
"661","2020-11-05",28.200001
"662","2020-11-06",29.27
"663","2020-11-09",27.809999
"664","2020-11-10",26.91
"665","2020-11-11",28.58
"666","2020-11-12",28.889999
"667","2020-11-13",30
"668","2020-11-16",29.469999
"669","2020-11-17",29.15
"670","2020-11-18",29.41
"671","2020-11-19",29.98
"672","2020-11-20",30.49
"673","2020-11-23",29.950001
"674","2020-11-24",28.52
"675","2020-11-25",28.58
"676","2020-11-27",28.639999
