"","date","JELD"
"1","2017-01-27",26.120001
"2","2017-01-30",26.049999
"3","2017-01-31",27.07
"4","2017-02-01",27.049999
"5","2017-02-02",27.59
"6","2017-02-03",28.51
"7","2017-02-06",27.969999
"8","2017-02-07",28.549999
"9","2017-02-08",28.83
"10","2017-02-09",29.459999
"11","2017-02-10",29.77
"12","2017-02-13",29.639999
"13","2017-02-14",29.549999
"14","2017-02-15",29.5
"15","2017-02-16",29
"16","2017-02-17",29.48
"17","2017-02-21",29.83
"18","2017-02-22",30.700001
"19","2017-02-23",30.790001
"20","2017-02-24",30.74
"21","2017-02-27",31.129999
"22","2017-02-28",31.24
"23","2017-03-01",31.07
"24","2017-03-02",30.85
"25","2017-03-03",30.76
"26","2017-03-06",30.200001
"27","2017-03-07",30.379999
"28","2017-03-08",31.49
"29","2017-03-09",31.879999
"30","2017-03-10",32.099998
"31","2017-03-13",32.099998
"32","2017-03-14",31.049999
"33","2017-03-15",31.27
"34","2017-03-16",31.549999
"35","2017-03-17",31.860001
"36","2017-03-20",32.040001
"37","2017-03-21",32.439999
"38","2017-03-22",32.59
"39","2017-03-23",32.619999
"40","2017-03-24",32.57
"41","2017-03-27",31.84
"42","2017-03-28",32.700001
"43","2017-03-29",32.790001
"44","2017-03-30",33.049999
"45","2017-03-31",32.849998
"46","2017-04-03",32.849998
"47","2017-04-04",33.060001
"48","2017-04-05",32.110001
"49","2017-04-06",31.41
"50","2017-04-07",31.16
"51","2017-04-10",31.84
"52","2017-04-11",31.309999
"53","2017-04-12",31.09
"54","2017-04-13",31.200001
"55","2017-04-17",31.860001
"56","2017-04-18",32.34
"57","2017-04-19",32.060001
"58","2017-04-20",32.82
"59","2017-04-21",32.689999
"60","2017-04-24",33.599998
"61","2017-04-25",33.849998
"62","2017-04-26",33.91
"63","2017-04-27",33.419998
"64","2017-04-28",33.029999
"65","2017-05-01",33.48
"66","2017-05-02",33.509998
"67","2017-05-03",33.360001
"68","2017-05-04",32.599998
"69","2017-05-05",32.830002
"70","2017-05-08",32.639999
"71","2017-05-09",32.400002
"72","2017-05-10",32.470001
"73","2017-05-11",32.290001
"74","2017-05-12",32.139999
"75","2017-05-15",32
"76","2017-05-16",31.690001
"77","2017-05-17",30.18
"78","2017-05-18",30.85
"79","2017-05-19",31.23
"80","2017-05-22",30.860001
"81","2017-05-23",30.26
"82","2017-05-24",31.209999
"83","2017-05-25",30.76
"84","2017-05-26",30.83
"85","2017-05-30",31.15
"86","2017-05-31",31.24
"87","2017-06-01",30.93
"88","2017-06-02",31.469999
"89","2017-06-05",31.25
"90","2017-06-06",31.48
"91","2017-06-07",31.34
"92","2017-06-08",31.459999
"93","2017-06-09",31.870001
"94","2017-06-12",31.85
"95","2017-06-13",33.32
"96","2017-06-14",33.810001
"97","2017-06-15",33.990002
"98","2017-06-16",34.299999
"99","2017-06-19",34.290001
"100","2017-06-20",34.869999
"101","2017-06-21",34.889999
"102","2017-06-22",34.599998
"103","2017-06-23",34.419998
"104","2017-06-26",33.959999
"105","2017-06-27",33.32
"106","2017-06-28",33.419998
"107","2017-06-29",32.490002
"108","2017-06-30",32.459999
"109","2017-07-03",32.18
"110","2017-07-05",31.559999
"111","2017-07-06",30.799999
"112","2017-07-07",31
"113","2017-07-10",30.809999
"114","2017-07-11",30.700001
"115","2017-07-12",30.77
"116","2017-07-13",30.73
"117","2017-07-14",31.4
"118","2017-07-17",31.129999
"119","2017-07-18",31.040001
"120","2017-07-19",31.93
"121","2017-07-20",31.65
"122","2017-07-21",31.780001
"123","2017-07-24",31.83
"124","2017-07-25",32.450001
"125","2017-07-26",32.509998
"126","2017-07-27",32.189999
"127","2017-07-28",32.209999
"128","2017-07-31",32.650002
"129","2017-08-01",32.880001
"130","2017-08-02",32.25
"131","2017-08-03",32.150002
"132","2017-08-04",32.650002
"133","2017-08-07",31.59
"134","2017-08-08",30.91
"135","2017-08-09",30.73
"136","2017-08-10",29.110001
"137","2017-08-11",28.799999
"138","2017-08-14",29.780001
"139","2017-08-15",29.799999
"140","2017-08-16",28.66
"141","2017-08-17",28
"142","2017-08-18",28.120001
"143","2017-08-21",28.209999
"144","2017-08-22",28.59
"145","2017-08-23",28.620001
"146","2017-08-24",29.18
