"","date","DARE"
"1","2014-04-10",68.5
"2","2014-04-11",68.5
"3","2014-04-14",70.5
"4","2014-04-15",65.599998
"5","2014-04-16",68.300003
"6","2014-04-17",65.5
"7","2014-04-21",69.900002
"8","2014-04-22",71
"9","2014-04-23",69
"10","2014-04-24",67.400002
"11","2014-04-25",66.5
"12","2014-04-28",67.099998
"13","2014-04-29",68.099998
"14","2014-04-30",69.400002
"15","2014-05-01",69.099998
"16","2014-05-02",69.400002
"17","2014-05-05",67.5
"18","2014-05-06",68.400002
"19","2014-05-07",67.400002
"20","2014-05-08",66.800003
"21","2014-05-09",65
"22","2014-05-12",64.099998
"23","2014-05-13",64.900002
"24","2014-05-14",68.599998
"25","2014-05-15",64.599998
"26","2014-05-16",64.599998
"27","2014-05-19",64.900002
"28","2014-05-20",62.700001
"29","2014-05-21",63.5
"30","2014-05-22",62.5
"31","2014-05-23",57.099998
"32","2014-05-27",57.5
"33","2014-05-28",57.299999
"34","2014-05-29",56
"35","2014-05-30",57.099998
"36","2014-06-02",56.700001
"37","2014-06-03",56.900002
"38","2014-06-04",57.799999
"39","2014-06-05",55.919998
"40","2014-06-06",54.299999
"41","2014-06-09",62.549999
"42","2014-06-10",66
"43","2014-06-11",66.099998
"44","2014-06-12",68.900002
"45","2014-06-13",69.300003
"46","2014-06-16",68.599998
"47","2014-06-17",70.349998
"48","2014-06-18",71.400002
"49","2014-06-19",72.699997
"50","2014-06-20",58.099998
"51","2014-06-23",63.200001
"52","2014-06-24",57.299999
"53","2014-06-25",56.799999
"54","2014-06-26",58.599998
"55","2014-06-27",57.900002
"56","2014-06-30",58
"57","2014-07-01",56.200001
"58","2014-07-02",53.700001
"59","2014-07-03",52.5
"60","2014-07-07",52.299999
"61","2014-07-08",53
"62","2014-07-09",55.200001
"63","2014-07-10",56
"64","2014-07-11",56.700001
"65","2014-07-14",54.099998
"66","2014-07-15",52.400002
"67","2014-07-16",52.599998
"68","2014-07-17",49.799999
"69","2014-07-18",50.099998
"70","2014-07-21",50.200001
"71","2014-07-22",51.200001
"72","2014-07-23",51.099998
"73","2014-07-24",50.700001
"74","2014-07-25",48
"75","2014-07-28",42.799999
"76","2014-07-29",44.099998
"77","2014-07-30",41.599998
"78","2014-07-31",40.299999
"79","2014-08-01",40.400002
"80","2014-08-04",39.400002
"81","2014-08-05",37.200001
"82","2014-08-06",37.5
"83","2014-08-07",37.700001
"84","2014-08-08",35.900002
"85","2014-08-11",34.5
"86","2014-08-12",34.599998
"87","2014-08-13",45.200001
"88","2014-08-14",50.700001
"89","2014-08-15",50.439999
"90","2014-08-18",51.5
"91","2014-08-19",48.400002
"92","2014-08-20",44.799999
"93","2014-08-21",46.700001
"94","2014-08-22",44.900002
"95","2014-08-25",43
"96","2014-08-26",40.700001
"97","2014-08-27",40.700001
"98","2014-08-28",42.900002
"99","2014-08-29",43.400002
"100","2014-09-02",42.799999
"101","2014-09-03",43.400002
"102","2014-09-04",43.080002
"103","2014-09-05",41.5
"104","2014-09-08",41.400002
"105","2014-09-09",40.599998
"106","2014-09-10",40.5
"107","2014-09-11",39.599998
"108","2014-09-12",41
"109","2014-09-15",39.5
"110","2014-09-16",39.200001
"111","2014-09-17",39.900002
"112","2014-09-18",38.799999
"113","2014-09-19",39.099998
"114","2014-09-22",36.099998
"115","2014-09-23",37.700001
"116","2014-09-24",35
"117","2014-09-25",35.900002
"118","2014-09-26",39.400002
"119","2014-09-29",39.900002
"120","2014-09-30",42.200001
"121","2014-10-01",45.200001
"122","2014-10-02",48.299999
"123","2014-10-03",47.400002
"124","2014-10-06",45.599998
"125","2014-10-07",43.299999
"126","2014-10-08",44
"127","2014-10-09",46.299999
"128","2014-10-10",47.299999
"129","2014-10-13",45.700001
"130","2014-10-14",44.900002
"131","2014-10-15",45
"132","2014-10-16",47.5
"133","2014-10-17",47.200001
"134","2014-10-20",44.900002
"135","2014-10-21",43
"136","2014-10-22",43.599998
"137","2014-10-23",41.200001
"138","2014-10-24",39.599998
"139","2014-10-27",41.400002
"140","2014-10-28",41.200001
"141","2014-10-29",43.599998
"142","2014-10-30",47.599998
"143","2014-10-31",48.5
"144","2014-11-03",49.5
"145","2014-11-04",49.900002
"146","2014-11-05",50.990002
"147","2014-11-06",54.599998
"148","2014-11-07",55.099998
"149","2014-11-10",57.5
"150","2014-11-11",57.200001
