"","date","QEP"
"1","2010-06-16",34.610001
"2","2010-06-17",34
"3","2010-06-18",34.5
"4","2010-06-21",33.75
"5","2010-06-22",32.299999
"6","2010-06-23",32.27
"7","2010-06-24",32
"8","2010-06-25",32.509998
"9","2010-06-28",32.25
"10","2010-06-29",30.309999
"11","2010-06-30",30.83
"12","2010-07-01",29.309999
"13","2010-07-02",29.02
"14","2010-07-06",28.18
"15","2010-07-07",29.540001
"16","2010-07-08",30.299999
"17","2010-07-09",30.440001
"18","2010-07-12",30.190001
"19","2010-07-13",30.469999
"20","2010-07-14",30.469999
"21","2010-07-15",30.530001
"22","2010-07-16",29.719999
"23","2010-07-19",29.799999
"24","2010-07-20",30.43
"25","2010-07-21",29.719999
"26","2010-07-22",30.02
"27","2010-07-23",29.27
"28","2010-07-26",29.58
"29","2010-07-27",30.16
"30","2010-07-28",30.91
"31","2010-07-29",32.5
"32","2010-07-30",34.419998
"33","2010-08-02",33.900002
"34","2010-08-03",34.560001
"35","2010-08-04",34.900002
"36","2010-08-05",34.889999
"37","2010-08-06",33.970001
"38","2010-08-09",34.299999
"39","2010-08-10",33.610001
"40","2010-08-11",31.780001
"41","2010-08-12",30.889999
"42","2010-08-13",30.139999
"43","2010-08-16",30.32
"44","2010-08-17",31.6
"45","2010-08-18",31.5
"46","2010-08-19",31.34
"47","2010-08-20",31.01
"48","2010-08-23",31.17
"49","2010-08-24",30.65
"50","2010-08-25",30.540001
"51","2010-08-26",30.41
"52","2010-08-27",30.379999
"53","2010-08-30",29.450001
"54","2010-08-31",29.030001
"55","2010-09-01",30.76
"56","2010-09-02",31.309999
"57","2010-09-03",31.75
"58","2010-09-07",31.309999
"59","2010-09-08",30.549999
"60","2010-09-09",30.08
"61","2010-09-10",30.07
"62","2010-09-13",29.77
"63","2010-09-14",29.76
"64","2010-09-15",29.870001
"65","2010-09-16",29.700001
"66","2010-09-17",29.190001
"67","2010-09-20",29.77
"68","2010-09-21",29.24
"69","2010-09-22",29.299999
"70","2010-09-23",29.299999
"71","2010-09-24",29.34
"72","2010-09-27",29.17
"73","2010-09-28",29.84
"74","2010-09-29",29.879999
"75","2010-09-30",30.139999
"76","2010-10-01",30.35
"77","2010-10-04",30.040001
"78","2010-10-05",30.389999
"79","2010-10-06",30.790001
"80","2010-10-07",30.450001
"81","2010-10-08",30.35
"82","2010-10-11",30.200001
"83","2010-10-12",29.68
"84","2010-10-13",30.49
"85","2010-10-14",30.530001
"86","2010-10-15",31.15
"87","2010-10-18",31.870001
"88","2010-10-19",31.48
"89","2010-10-20",31.620001
"90","2010-10-21",31.780001
"91","2010-10-22",31.799999
"92","2010-10-25",31.450001
"93","2010-10-26",32.389999
"94","2010-10-27",31.75
"95","2010-10-28",32.41
"96","2010-10-29",33.029999
"97","2010-11-01",32.889999
"98","2010-11-02",33.41
"99","2010-11-03",34.009998
"100","2010-11-04",34.18
"101","2010-11-05",33.459999
"102","2010-11-08",33.310001
"103","2010-11-09",33.509998
"104","2010-11-10",33.66
"105","2010-11-11",33.849998
"106","2010-11-12",32.990002
"107","2010-11-15",33.259998
"108","2010-11-16",32.880001
"109","2010-11-17",33.619999
"110","2010-11-18",34.259998
"111","2010-11-19",34.77
"112","2010-11-22",35.540001
"113","2010-11-23",34.32
"114","2010-11-24",35.549999
"115","2010-11-26",34.91
"116","2010-11-29",35.23
"117","2010-11-30",35.130001
"118","2010-12-01",36.450001
"119","2010-12-02",36.91
"120","2010-12-03",37.009998
"121","2010-12-06",37.360001
"122","2010-12-07",38.119999
"123","2010-12-08",37.209999
"124","2010-12-09",37.290001
"125","2010-12-10",37.07
"126","2010-12-13",37.91
"127","2010-12-14",37.490002
"128","2010-12-15",36.509998
"129","2010-12-16",36.77
"130","2010-12-17",36.709999
"131","2010-12-20",36.630001
"132","2010-12-21",37.43
"133","2010-12-22",37.169998
"134","2010-12-23",36.950001
"135","2010-12-27",36.27
"136","2010-12-28",36.189999
"137","2010-12-29",36.23
"138","2010-12-30",36.009998
"139","2010-12-31",36.310001
"140","2011-01-03",36.52
"141","2011-01-04",36.509998
"142","2011-01-05",36.580002
"143","2011-01-06",36.59
"144","2011-01-07",36.919998
"145","2011-01-10",37.189999
"146","2011-01-11",37.830002
"147","2011-01-12",39.25
"148","2011-01-13",38.549999
"149","2011-01-14",38.240002
"150","2011-01-18",38.650002
"151","2011-01-19",37.889999
"152","2011-01-20",37.900002
"153","2011-01-21",37.509998
"154","2011-01-24",38.610001
"155","2011-01-25",38.790001
"156","2011-01-26",39.290001
"157","2011-01-27",39.580002
"158","2011-01-28",38.959999
"159","2011-01-31",40.639999
"160","2011-02-01",41.5
"161","2011-02-02",40.82
"162","2011-02-03",40.5
"163","2011-02-04",40.279999
"164","2011-02-07",40.290001
"165","2011-02-08",39.759998
"166","2011-02-09",38.919998
"167","2011-02-10",37.849998
"168","2011-02-11",38.509998
"169","2011-02-14",39.220001
"170","2011-02-15",38.779999
"171","2011-02-16",39.349998
"172","2011-02-17",39.299999
"173","2011-02-18",39.09
"174","2011-02-22",38.889999
"175","2011-02-23",38.82
"176","2011-02-24",37.939999
"177","2011-02-25",39.07
"178","2011-02-28",39.549999
"179","2011-03-01",38.509998
"180","2011-03-02",38.419998
"181","2011-03-03",38.59
"182","2011-03-04",38.400002
"183","2011-03-07",38.07
"184","2011-03-08",38.009998
"185","2011-03-09",37.779999
"186","2011-03-10",37.299999
"187","2011-03-11",37.799999
"188","2011-03-14",38.57
"189","2011-03-15",37.400002
"190","2011-03-16",37.450001
"191","2011-03-17",38.91
"192","2011-03-18",39.150002
"193","2011-03-21",40.68
"194","2011-03-22",40.389999
"195","2011-03-23",40.349998
"196","2011-03-24",41.27
"197","2011-03-25",41.259998
"198","2011-03-28",40.029999
"199","2011-03-29",40.18
"200","2011-03-30",40.110001
"201","2011-03-31",40.540001
"202","2011-04-01",41.040001
"203","2011-04-04",41.849998
"204","2011-04-05",41.130001
"205","2011-04-06",40.040001
"206","2011-04-07",40.130001
"207","2011-04-08",39.93
"208","2011-04-11",39.18
"209","2011-04-12",38.029999
"210","2011-04-13",38.049999
"211","2011-04-14",37.849998
"212","2011-04-15",38.32
"213","2011-04-18",38.009998
"214","2011-04-19",37.93
"215","2011-04-20",39.52
"216","2011-04-21",40.48
"217","2011-04-25",40.169998
"218","2011-04-26",39.57
"219","2011-04-27",40.970001
"220","2011-04-28",41.48
"221","2011-04-29",42.73
"222","2011-05-02",42.32
"223","2011-05-03",41
"224","2011-05-04",40.849998
"225","2011-05-05",40.389999
"226","2011-05-06",41.189999
"227","2011-05-09",41.919998
"228","2011-05-10",41.91
"229","2011-05-11",40.32
"230","2011-05-12",39.970001
"231","2011-05-13",40.400002
"232","2011-05-16",40.810001
"233","2011-05-17",40.990002
"234","2011-05-18",41.040001
"235","2011-05-19",41.299999
"236","2011-05-20",41.900002
"237","2011-05-23",41.5
"238","2011-05-24",41.5
"239","2011-05-25",42.150002
"240","2011-05-26",42.529999
"241","2011-05-27",42.52
"242","2011-05-31",43.5
"243","2011-06-01",42.099998
"244","2011-06-02",42.02
"245","2011-06-03",42.060001
"246","2011-06-06",40.330002
"247","2011-06-07",39.970001
"248","2011-06-08",39.950001
"249","2011-06-09",39.959999
"250","2011-06-10",39.880001
"251","2011-06-13",39.360001
"252","2011-06-14",40.060001
"253","2011-06-15",39.200001
"254","2011-06-16",38.91
"255","2011-06-17",38.599998
"256","2011-06-20",38.799999
"257","2011-06-21",39.599998
"258","2011-06-22",39.59
"259","2011-06-23",39.93
"260","2011-06-24",40.52
"261","2011-06-27",40.82
"262","2011-06-28",41.650002
"263","2011-06-29",41.759998
"264","2011-06-30",41.830002
"265","2011-07-01",42.669998
"266","2011-07-05",42.200001
"267","2011-07-06",41.709999
"268","2011-07-07",42.5
"269","2011-07-08",41.939999
"270","2011-07-11",40.48
"271","2011-07-12",40.23
"272","2011-07-13",40.290001
"273","2011-07-14",39.950001
"274","2011-07-15",41.529999
"275","2011-07-18",40.91
"276","2011-07-19",41.869999
"277","2011-07-20",42.529999
"278","2011-07-21",43.889999
"279","2011-07-22",44.68
"280","2011-07-25",45
"281","2011-07-26",45.150002
"282","2011-07-27",43
"283","2011-07-28",43.799999
"284","2011-07-29",43.830002
"285","2011-08-01",44.119999
"286","2011-08-02",42.509998
"287","2011-08-03",42.639999
"288","2011-08-04",38.75
"289","2011-08-05",37.360001
"290","2011-08-08",33.990002
"291","2011-08-09",36.07
"292","2011-08-10",34.59
"293","2011-08-11",36.360001
"294","2011-08-12",35.84
"295","2011-08-15",36.98
"296","2011-08-16",36.540001
"297","2011-08-17",36.169998
"298","2011-08-18",33.82
"299","2011-08-19",33.889999
"300","2011-08-22",33.830002
"301","2011-08-23",34.75
"302","2011-08-24",34.869999
"303","2011-08-25",33.380001
"304","2011-08-26",34.080002
"305","2011-08-29",34.599998
"306","2011-08-30",34.619999
"307","2011-08-31",35.209999
"308","2011-09-01",35.119999
"309","2011-09-02",34.040001
"310","2011-09-06",33.73
"311","2011-09-07",35.029999
"312","2011-09-08",34.450001
"313","2011-09-09",32.950001
"314","2011-09-12",32.689999
"315","2011-09-13",32.799999
"316","2011-09-14",33.310001
"317","2011-09-15",34.119999
"318","2011-09-16",33.77
"319","2011-09-19",32.889999
"320","2011-09-20",33.119999
"321","2011-09-21",31.389999
"322","2011-09-22",28.48
"323","2011-09-23",27.5
"324","2011-09-26",27.85
"325","2011-09-27",29.58
"326","2011-09-28",27.709999
"327","2011-09-29",27.879999
"328","2011-09-30",27.07
"329","2011-10-03",24.82
"330","2011-10-04",26.309999
"331","2011-10-05",28.34
"332","2011-10-06",28.49
"333","2011-10-07",27.43
"334","2011-10-10",28.469999
"335","2011-10-11",28.15
"336","2011-10-12",28.5
"337","2011-10-13",29.379999
"338","2011-10-14",30.809999
"339","2011-10-17",30.969999
"340","2011-10-18",33.130001
"341","2011-10-19",32.509998
"342","2011-10-20",31.73
"343","2011-10-21",32.849998
"344","2011-10-24",33.310001
"345","2011-10-25",31.4
"346","2011-10-26",34
"347","2011-10-27",35.380001
"348","2011-10-28",36.939999
"349","2011-10-31",35.549999
"350","2011-11-01",35
"351","2011-11-02",35.919998
"352","2011-11-03",37.279999
"353","2011-11-04",38.34
"354","2011-11-07",37.25
"355","2011-11-08",37.049999
"356","2011-11-09",34.610001
"357","2011-11-10",35.82
"358","2011-11-11",37.02
"359","2011-11-14",34.209999
"360","2011-11-15",34.389999
"361","2011-11-16",33.98
"362","2011-11-17",31.98
"363","2011-11-18",31.780001
"364","2011-11-21",31.440001
"365","2011-11-22",30.629999
"366","2011-11-23",29.42
"367","2011-11-25",28.790001
