"","date","TEO"
"1","2007-01-03",20.32
"2","2007-01-04",20.5
"3","2007-01-05",20.4
"4","2007-01-08",20.690001
"5","2007-01-09",20.1
"6","2007-01-10",20.190001
"7","2007-01-11",20.52
"8","2007-01-12",20.93
"9","2007-01-16",21.299999
"10","2007-01-17",20.74
"11","2007-01-18",20.610001
"12","2007-01-19",20.57
"13","2007-01-22",20.530001
"14","2007-01-23",20.52
"15","2007-01-24",21.219999
"16","2007-01-25",21.120001
"17","2007-01-26",21.23
"18","2007-01-29",21.02
"19","2007-01-30",20.82
"20","2007-01-31",20.6
"21","2007-02-01",20.85
"22","2007-02-02",21.549999
"23","2007-02-05",22.02
"24","2007-02-06",22.76
"25","2007-02-07",22.51
"26","2007-02-08",22.18
"27","2007-02-09",22.18
"28","2007-02-12",21.75
"29","2007-02-13",22.48
"30","2007-02-14",22.790001
"31","2007-02-15",22.450001
"32","2007-02-16",22.66
"33","2007-02-20",22.59
"34","2007-02-21",22.870001
"35","2007-02-22",22.799999
"36","2007-02-23",22.85
"37","2007-02-26",22.84
"38","2007-02-27",21.15
"39","2007-02-28",21.540001
"40","2007-03-01",21.120001
"41","2007-03-02",20.959999
"42","2007-03-05",20.209999
"43","2007-03-06",21.02
"44","2007-03-07",20.950001
"45","2007-03-08",21.719999
"46","2007-03-09",22.049999
"47","2007-03-12",22.4
"48","2007-03-13",21.9
"49","2007-03-14",22.530001
"50","2007-03-15",22.32
"51","2007-03-16",21.889999
"52","2007-03-19",22
"53","2007-03-20",22.190001
"54","2007-03-21",22.32
"55","2007-03-22",22.15
"56","2007-03-23",22.309999
"57","2007-03-26",21.74
"58","2007-03-27",21.26
"59","2007-03-28",20.950001
"60","2007-03-29",20.719999
"61","2007-03-30",21.34
"62","2007-04-02",21.940001
"63","2007-04-03",22.040001
"64","2007-04-04",21.719999
"65","2007-04-05",21.98
"66","2007-04-09",22.1
"67","2007-04-10",22.15
"68","2007-04-11",22.57
"69","2007-04-12",22.98
"70","2007-04-13",23.25
"71","2007-04-16",23.290001
"72","2007-04-17",22.790001
"73","2007-04-18",23.24
"74","2007-04-19",23.200001
"75","2007-04-20",23.540001
"76","2007-04-23",23.08
"77","2007-04-24",23.25
"78","2007-04-25",23.17
"79","2007-04-26",23.200001
"80","2007-04-27",23.370001
"81","2007-04-30",22.559999
"82","2007-05-01",22.709999
"83","2007-05-02",23.110001
"84","2007-05-03",23.41
"85","2007-05-04",23.68
"86","2007-05-07",23.52
"87","2007-05-08",23.120001
"88","2007-05-09",23.190001
"89","2007-05-10",22.559999
"90","2007-05-11",24.030001
"91","2007-05-14",24.389999
"92","2007-05-15",24.809999
"93","2007-05-16",24.879999
"94","2007-05-17",25.950001
"95","2007-05-18",25.969999
"96","2007-05-21",25.969999
"97","2007-05-22",26.35
"98","2007-05-23",26.950001
"99","2007-05-24",26.129999
"100","2007-05-25",26.85
"101","2007-05-29",27.030001
"102","2007-05-30",27.6
"103","2007-05-31",28.360001
"104","2007-06-01",28.24
"105","2007-06-04",27.84
"106","2007-06-05",27.75
"107","2007-06-06",27.190001
"108","2007-06-07",26
"109","2007-06-08",26.139999
"110","2007-06-11",26.200001
"111","2007-06-12",25.540001
"112","2007-06-13",26.07
"113","2007-06-14",25.98
"114","2007-06-15",26.16
"115","2007-06-18",26.35
"116","2007-06-19",26.4
"117","2007-06-20",26.059999
"118","2007-06-21",25.790001
"119","2007-06-22",25.48
"120","2007-06-25",25.52
"121","2007-06-26",25.379999
"122","2007-06-27",25
"123","2007-06-28",24.99
"124","2007-06-29",24.92
"125","2007-07-02",25.059999
"126","2007-07-03",25.58
"127","2007-07-05",25.5
"128","2007-07-06",24.76
"129","2007-07-09",25.139999
"130","2007-07-10",24.030001
"131","2007-07-11",23.75
"132","2007-07-12",23.83
"133","2007-07-13",23.66
"134","2007-07-16",22.620001
"135","2007-07-17",22.389999
"136","2007-07-18",22.049999
"137","2007-07-19",22.68
"138","2007-07-20",22.73
"139","2007-07-23",23.690001
"140","2007-07-24",22.360001
"141","2007-07-25",22.379999
"142","2007-07-26",21.190001
"143","2007-07-27",21.5
"144","2007-07-30",21.92
"145","2007-07-31",21.559999
"146","2007-08-01",21.459999
"147","2007-08-02",21.43
"148","2007-08-03",20.700001
"149","2007-08-06",20.25
"150","2007-08-07",20.83
"151","2007-08-08",21.059999
"152","2007-08-09",20.469999
"153","2007-08-10",21.6
"154","2007-08-13",21.969999
"155","2007-08-14",21.440001
"156","2007-08-15",20.940001
"157","2007-08-16",19.52
"158","2007-08-17",21.719999
"159","2007-08-20",22.4
"160","2007-08-21",22.51
"161","2007-08-22",23.450001
"162","2007-08-23",25.440001
"163","2007-08-24",26.41
"164","2007-08-27",26.17
"165","2007-08-28",25.27
"166","2007-08-29",25.950001
"167","2007-08-30",26.059999
"168","2007-08-31",25.93
"169","2007-09-04",25.34
"170","2007-09-05",25.17
"171","2007-09-06",24.549999
"172","2007-09-07",23.780001
"173","2007-09-10",23.780001
"174","2007-09-11",24.34
"175","2007-09-12",23.5
"176","2007-09-13",23.549999
"177","2007-09-14",23.690001
"178","2007-09-17",23.26
"179","2007-09-18",23.98
"180","2007-09-19",24.610001
"181","2007-09-20",24.33
"182","2007-09-21",23.709999
"183","2007-09-24",24.01
"184","2007-09-25",24.299999
"185","2007-09-26",24.74
"186","2007-09-27",25.85
"187","2007-09-28",24.549999
"188","2007-10-01",24.1
"189","2007-10-02",24.450001
"190","2007-10-03",24.34
"191","2007-10-04",23.940001
"192","2007-10-05",24.610001
"193","2007-10-08",24.959999
"194","2007-10-09",25.219999
"195","2007-10-10",25.15
"196","2007-10-11",25.07
"197","2007-10-12",25.629999
"198","2007-10-15",25.110001
"199","2007-10-16",25.139999
"200","2007-10-17",25.549999
"201","2007-10-18",25.68
"202","2007-10-19",24.65
"203","2007-10-22",24.379999
"204","2007-10-23",23.16
"205","2007-10-24",22.549999
"206","2007-10-25",21.75
"207","2007-10-26",22.59
"208","2007-10-29",22.98
"209","2007-10-30",23.99
"210","2007-10-31",24.01
"211","2007-11-01",23.610001
"212","2007-11-02",23.93
"213","2007-11-05",22.73
"214","2007-11-06",24.030001
"215","2007-11-07",23.43
"216","2007-11-08",21.99
"217","2007-11-09",24.360001
"218","2007-11-12",24.51
"219","2007-11-13",25.110001
"220","2007-11-14",25.879999
"221","2007-11-15",25.559999
"222","2007-11-16",25.51
"223","2007-11-19",24.99
"224","2007-11-20",25.700001
"225","2007-11-21",24.280001
"226","2007-11-23",24.780001
"227","2007-11-26",25
"228","2007-11-27",25.27
"229","2007-11-28",26.959999
"230","2007-11-29",26.73
"231","2007-11-30",26.860001
"232","2007-12-03",26.58
"233","2007-12-04",26.57
"234","2007-12-05",26.42
"235","2007-12-06",25.51
"236","2007-12-07",26
"237","2007-12-10",25.639999
"238","2007-12-11",24.16
"239","2007-12-12",24.4
"240","2007-12-13",23.76
"241","2007-12-14",23.59
"242","2007-12-17",22.129999
"243","2007-12-18",23.17
"244","2007-12-19",23.110001
"245","2007-12-20",22.76
"246","2007-12-21",23.1
"247","2007-12-24",23.09
"248","2007-12-26",23.18
"249","2007-12-27",22.870001
"250","2007-12-28",22.450001
"251","2007-12-31",22.25
"252","2008-01-02",22.15
"253","2008-01-03",21.969999
"254","2008-01-04",21.17
"255","2008-01-07",21.389999
"256","2008-01-08",22.25
"257","2008-01-09",22.74
"258","2008-01-10",23.969999
"259","2008-01-11",23.120001
"260","2008-01-14",23.75
"261","2008-01-15",22.59
"262","2008-01-16",22.219999
"263","2008-01-17",21.620001
"264","2008-01-18",21.65
"265","2008-01-22",21.190001
"266","2008-01-23",20.16
"267","2008-01-24",21.01
"268","2008-01-25",20.17
"269","2008-01-28",20.41
"270","2008-01-29",20.43
"271","2008-01-30",20.290001
"272","2008-01-31",20.34
"273","2008-02-01",20.49
"274","2008-02-04",21.07
"275","2008-02-05",20.4
"276","2008-02-06",20.440001
"277","2008-02-07",20.459999
"278","2008-02-08",20.91
"279","2008-02-11",21.709999
"280","2008-02-12",22.02
"281","2008-02-13",22.73
"282","2008-02-14",22.92
"283","2008-02-15",22.639999
"284","2008-02-19",22.469999
"285","2008-02-20",22.780001
"286","2008-02-21",22.700001
"287","2008-02-22",22.84
"288","2008-02-25",22.719999
"289","2008-02-26",23.290001
"290","2008-02-27",23.190001
"291","2008-02-28",23.09
"292","2008-02-29",22.610001
"293","2008-03-03",22.59
"294","2008-03-04",22.73
"295","2008-03-05",22.950001
"296","2008-03-06",22.65
"297","2008-03-07",22.549999
"298","2008-03-10",21.48
"299","2008-03-11",21.76
"300","2008-03-12",21.139999
"301","2008-03-13",21.33
"302","2008-03-14",20.59
"303","2008-03-17",19.889999
"304","2008-03-18",20.51
"305","2008-03-19",18.76
"306","2008-03-20",19.5
"307","2008-03-24",20.450001
"308","2008-03-25",20.27
"309","2008-03-26",20.32
"310","2008-03-27",20.93
"311","2008-03-28",21.030001
"312","2008-03-31",21.18
"313","2008-04-01",21.469999
"314","2008-04-02",21.49
"315","2008-04-03",21.309999
"316","2008-04-04",21.67
"317","2008-04-07",21.1
"318","2008-04-08",21.139999
"319","2008-04-09",20.43
"320","2008-04-10",20.209999
"321","2008-04-11",20.4
"322","2008-04-14",20.290001
"323","2008-04-15",20
"324","2008-04-16",19.889999
"325","2008-04-17",19.74
"326","2008-04-18",19.950001
"327","2008-04-21",19.440001
"328","2008-04-22",18.5
"329","2008-04-23",18.1
"330","2008-04-24",18.360001
"331","2008-04-25",17.24
"332","2008-04-28",17.450001
"333","2008-04-29",17.5
"334","2008-04-30",17.559999
"335","2008-05-01",17.42
"336","2008-05-02",17.92
"337","2008-05-05",17.709999
"338","2008-05-06",18.450001
"339","2008-05-07",18.25
"340","2008-05-08",18.440001
"341","2008-05-09",18.34
"342","2008-05-12",17.42
"343","2008-05-13",16.75
"344","2008-05-14",16.440001
"345","2008-05-15",17.290001
"346","2008-05-16",17.290001
"347","2008-05-19",18.950001
"348","2008-05-20",18.719999
"349","2008-05-21",18.84
"350","2008-05-22",19
"351","2008-05-23",18.690001
"352","2008-05-27",18.280001
"353","2008-05-28",18.290001
"354","2008-05-29",18.58
"355","2008-05-30",18.559999
"356","2008-06-02",18.959999
"357","2008-06-03",19.32
"358","2008-06-04",19.190001
"359","2008-06-05",19.360001
"360","2008-06-06",18.84
"361","2008-06-09",18.280001
"362","2008-06-10",17.07
"363","2008-06-11",17.6
"364","2008-06-12",17.450001
"365","2008-06-13",17.299999
"366","2008-06-16",16.26
"367","2008-06-17",16.52
"368","2008-06-18",16.49
"369","2008-06-19",15.67
"370","2008-06-20",15.64
"371","2008-06-23",15.54
"372","2008-06-24",15.35
"373","2008-06-25",15.74
"374","2008-06-26",14.85
"375","2008-06-27",14.44
"376","2008-06-30",14.25
"377","2008-07-01",14.4
"378","2008-07-02",14.24
"379","2008-07-03",14.31
"380","2008-07-07",13.77
"381","2008-07-08",13.83
"382","2008-07-09",13.15
"383","2008-07-10",13.3
"384","2008-07-11",12.75
"385","2008-07-14",12.97
"386","2008-07-15",12.96
"387","2008-07-16",12.65
"388","2008-07-17",13.03
"389","2008-07-18",13.28
"390","2008-07-21",13.48
"391","2008-07-22",13.61
"392","2008-07-23",13.76
