"","date","OCCIP"
"291","2020-05-13",21
"292","2020-05-14",21.43
"293","2020-05-15",21.725
"294","2020-05-18",21.725
"295","2020-05-19",22.440001
"296","2020-05-20",22.171
"297","2020-05-21",22.105
"298","2020-05-22",22
"299","2020-05-26",22.334
"300","2020-05-27",22.9
"301","2020-05-28",23.075001
"302","2020-05-29",23.242001
"303","2020-06-01",23.360001
"304","2020-06-02",23.48
"305","2020-06-03",23.5
"306","2020-06-04",23.41
"307","2020-06-05",23.899
"308","2020-06-08",23.889999
"309","2020-06-09",23.841999
"310","2020-06-10",23.841
"311","2020-06-11",23.458
"312","2020-06-12",23.35
"313","2020-06-15",23.01
"314","2020-06-16",23.201
"315","2020-06-17",23.559999
"316","2020-06-18",23.549999
"317","2020-06-19",23.549999
"318","2020-06-22",23.75
"319","2020-06-23",23.84
"320","2020-06-24",22.860001
"321","2020-06-25",22.879999
"322","2020-06-26",22.879999
"323","2020-06-29",23.200001
"324","2020-06-30",23.040001
"325","2020-07-01",23.51
"326","2020-07-02",23.375
"327","2020-07-06",23.375
"328","2020-07-07",23.290001
"329","2020-07-08",23.290001
"330","2020-07-09",23.271
"331","2020-07-10",23.08
"332","2020-07-13",23.632
"333","2020-07-14",23.201
"334","2020-07-15",23.497999
"335","2020-07-16",23.49
"336","2020-07-17",23.551001
"337","2020-07-20",23.358
"338","2020-07-21",23.59
"339","2020-07-22",23.472
"340","2020-07-23",23.41
"341","2020-07-24",23.23
"342","2020-07-27",23.445
"343","2020-07-28",23.465
"344","2020-07-29",23.381001
"345","2020-07-30",23.5
"346","2020-07-31",23.299999
"347","2020-08-03",23.43
"348","2020-08-04",23.43
"349","2020-08-05",23.478001
"350","2020-08-06",23.478001
"351","2020-08-07",23.478001
"352","2020-08-10",23.455
"353","2020-08-11",23.58
"354","2020-08-12",23.6
"355","2020-08-13",23.85
"356","2020-08-14",23.790001
"357","2020-08-17",23.719999
"358","2020-08-18",24.02
"359","2020-08-19",24
"360","2020-08-20",24.01
"361","2020-08-21",23.99
"362","2020-08-24",24.02
"363","2020-08-25",23.868
"364","2020-08-26",23.809999
"365","2020-08-27",23.809999
"366","2020-08-28",23.809999
"367","2020-08-31",24.01
"368","2020-09-01",24.4
"369","2020-09-02",24.245001
"370","2020-09-03",23.950001
"371","2020-09-04",23.921
"372","2020-09-08",23.921
"373","2020-09-09",24.055
"374","2020-09-10",23.9
"375","2020-09-11",24.299999
"376","2020-09-14",24.5
"377","2020-09-15",24.25
"378","2020-09-16",24.43
"379","2020-09-17",24.4
"380","2020-09-18",23.860001
"381","2020-09-21",24.1
"382","2020-09-22",24.450001
"383","2020-09-23",23.85
"384","2020-09-24",24.110001
"385","2020-09-25",24.110001
"386","2020-09-28",24.110001
"387","2020-09-29",24.110001
"388","2020-09-30",24.219999
"389","2020-10-01",23.68
"390","2020-10-02",23.84
"391","2020-10-05",24
"392","2020-10-06",23.780001
"393","2020-10-07",24.113001
"394","2020-10-08",23.780001
"395","2020-10-09",24.1
"396","2020-10-12",24.107
"397","2020-10-13",24.107
"398","2020-10-14",23.82
"399","2020-10-15",24.219999
"400","2020-10-16",24.219999
"401","2020-10-19",24.122
"402","2020-10-20",24.122
"403","2020-10-21",24.035
"404","2020-10-22",24.1
"405","2020-10-23",24.15
"406","2020-10-26",24.1
"407","2020-10-27",24.1
"408","2020-10-28",23.805
"409","2020-10-29",24
"410","2020-10-30",24
"411","2020-11-02",23.950001
"412","2020-11-03",23.709999
"413","2020-11-04",23.92
"414","2020-11-05",23.92
"415","2020-11-06",23.73
"416","2020-11-09",23.77
"417","2020-11-10",23.93
"418","2020-11-11",23.93
"419","2020-11-12",24
"420","2020-11-13",24.277
"421","2020-11-16",24.370001
"422","2020-11-17",24.25
"423","2020-11-18",24.34
"424","2020-11-19",24.4
"425","2020-11-20",24.27
"426","2020-11-23",24.299999
"427","2020-11-24",24.639
"428","2020-11-25",24.27
"429","2020-11-27",24.549999
