"","date","OCCIP"
"1","2019-03-20",24.58
"2","2019-03-21",24.879999
"3","2019-03-22",24.799999
"4","2019-03-25",24.9
"5","2019-03-26",25.08
"6","2019-03-27",25
"7","2019-03-28",24.950001
"8","2019-03-29",24.91
"9","2019-04-01",25.334999
"10","2019-04-02",25.15
"11","2019-04-03",25.17
"12","2019-04-04",25.323
"13","2019-04-05",25.32
"14","2019-04-08",25.32
"15","2019-04-09",25.309999
"16","2019-04-10",25.290001
"17","2019-04-11",25.23
"18","2019-04-12",25.169001
"19","2019-04-15",25.209999
"20","2019-04-16",25.209999
"21","2019-04-17",25.315001
"22","2019-04-18",25.15
"23","2019-04-22",25.08
"24","2019-04-23",25.15
"25","2019-04-24",25.247999
"26","2019-04-25",25.200001
"27","2019-04-26",25.15
"28","2019-04-29",25.35
"29","2019-04-30",25.264999
"30","2019-05-01",25.280001
"31","2019-05-02",25.247999
"32","2019-05-03",25.228001
"33","2019-05-06",25.200001
"34","2019-05-07",25.1
"35","2019-05-08",25.16
"36","2019-05-09",25.290001
"37","2019-05-10",25.200001
"38","2019-05-13",25.259001
"39","2019-05-14",25.219999
"40","2019-05-15",25.406
"41","2019-05-16",25.35
"42","2019-05-17",25.450001
"43","2019-05-20",25.450001
"44","2019-05-21",25.25
"45","2019-05-22",25.280001
"46","2019-05-23",25.17
"47","2019-05-24",25.16
"48","2019-05-28",25.129999
"49","2019-05-29",25.139999
"50","2019-05-30",25.08
"51","2019-05-31",25.17
"52","2019-06-03",25.18
"53","2019-06-04",25.17
"54","2019-06-05",25.139999
"55","2019-06-06",25.1
"56","2019-06-07",25.129999
"57","2019-06-10",25.23
"58","2019-06-11",25.379999
"59","2019-06-12",25.207001
"60","2019-06-13",25.129999
"61","2019-06-14",25.280001
"62","2019-06-17",25.280001
"63","2019-06-18",25.32
"64","2019-06-19",25.41
"65","2019-06-20",25.16
"66","2019-06-21",25.360001
"67","2019-06-24",25.450001
"68","2019-06-25",25.348
"69","2019-06-26",25.299
"70","2019-06-27",25.25
"71","2019-06-28",25.25
"72","2019-07-01",25.233
"73","2019-07-02",25.4
"74","2019-07-03",25.386
"75","2019-07-05",25.48
"76","2019-07-08",25.374001
"77","2019-07-09",25.663
"78","2019-07-10",25.540001
"79","2019-07-11",25.497999
"80","2019-07-12",25.627001
"81","2019-07-15",25.639999
"82","2019-07-16",25.690001
"83","2019-07-17",25.690001
"84","2019-07-18",25.76
"85","2019-07-19",25.75
"86","2019-07-22",25.74
"87","2019-07-23",25.74
"88","2019-07-24",25.620001
"89","2019-07-25",25.66
"90","2019-07-26",25.66
"91","2019-07-29",25.66
"92","2019-07-30",25.450001
"93","2019-07-31",25.450001
"94","2019-08-01",25.469999
"95","2019-08-02",25.469999
"96","2019-08-05",25.48
"97","2019-08-06",25.51
"98","2019-08-07",25.51
"99","2019-08-08",25.700001
"100","2019-08-09",25.882
"101","2019-08-12",25.882
"102","2019-08-13",25.882
"103","2019-08-14",25.882
"104","2019-08-15",25.882
"105","2019-08-16",25.972
"106","2019-08-19",25.927
"107","2019-08-20",25.979
"108","2019-08-21",25.979
"109","2019-08-22",25.979
"110","2019-08-23",25.719999
"111","2019-08-26",25.620001
"112","2019-08-27",25.52
"113","2019-08-28",25.459999
"114","2019-08-29",25.540001
"115","2019-08-30",25.48
"116","2019-09-03",25.545
"117","2019-09-04",25.530001
"118","2019-09-05",25.612
"119","2019-09-06",25.67
"120","2019-09-09",25.67
"121","2019-09-10",25.700001
"122","2019-09-11",25.700001
"123","2019-09-12",25.599001
"124","2019-09-13",25.759001
"125","2019-09-16",25.759001
"126","2019-09-17",25.759001
"127","2019-09-18",25.759001
"128","2019-09-19",25.627001
"129","2019-09-20",25.66
"130","2019-09-23",25.66
"131","2019-09-24",25.950001
"132","2019-09-25",25.950001
"133","2019-09-26",25.75
"134","2019-09-27",25.93
"135","2019-09-30",25.9
"136","2019-10-01",25.9
"137","2019-10-02",25.724001
"138","2019-10-03",25.51
"139","2019-10-04",25.610001
"140","2019-10-07",25.610001
"141","2019-10-08",25.6
"142","2019-10-09",25.695
"143","2019-10-10",25.695
"144","2019-10-11",25.695
"145","2019-10-14",25.75
"146","2019-10-15",25.700001
"147","2019-10-16",25.549999
"148","2019-10-17",25.68
"149","2019-10-18",25.629999
"150","2019-10-21",25.65
"151","2019-10-22",25.68
"152","2019-10-23",25.641001
"153","2019-10-24",25.700001
"154","2019-10-25",25.700001
"155","2019-10-28",25.700001
"156","2019-10-29",25.700001
"157","2019-10-30",25.65
"158","2019-10-31",25.65
"159","2019-11-01",25.65
"160","2019-11-04",25.671
"161","2019-11-05",25.700001
"162","2019-11-06",25.700001
"163","2019-11-07",25.68
"164","2019-11-08",25.75
"165","2019-11-11",25.75
"166","2019-11-12",25.75
"167","2019-11-13",25.75
"168","2019-11-14",25.75
"169","2019-11-15",25.709999
"170","2019-11-18",25.75
"171","2019-11-19",25.75
"172","2019-11-20",25.700001
"173","2019-11-21",25.65
"174","2019-11-22",25.65
"175","2019-11-25",25.844
"176","2019-11-26",25.84
"177","2019-11-27",25.84
"178","2019-11-29",25.68
"179","2019-12-02",25.68
"180","2019-12-03",25.68
"181","2019-12-04",25.68
"182","2019-12-05",25.75
"183","2019-12-06",25.83
"184","2019-12-09",25.666
"185","2019-12-10",25.700001
"186","2019-12-11",25.74
"187","2019-12-12",25.74
"188","2019-12-13",25.74
"189","2019-12-16",25.638
"190","2019-12-17",25.780001
"191","2019-12-18",25.780001
"192","2019-12-19",25.84
"193","2019-12-20",25.837999
"194","2019-12-23",25.837999
"195","2019-12-24",25.837999
"196","2019-12-26",25.552999
"197","2019-12-27",25.552999
"198","2019-12-30",25.552999
"199","2019-12-31",25.809999
"200","2020-01-02",25.809999
"201","2020-01-03",25.809999
"202","2020-01-06",25.9
"203","2020-01-07",26
"204","2020-01-08",26
"205","2020-01-09",26
"206","2020-01-10",26.360001
"207","2020-01-13",25.98
"208","2020-01-14",25.98
"209","2020-01-15",25.98
"210","2020-01-16",25.98
"211","2020-01-17",25.98
"212","2020-01-21",25.948
"213","2020-01-22",25.82
"214","2020-01-23",25.82
"215","2020-01-24",25.82
"216","2020-01-27",25.709999
"217","2020-01-28",25.837999
"218","2020-01-29",26.200001
"219","2020-01-30",26.200001
"220","2020-01-31",26.200001
"221","2020-02-03",26.200001
"222","2020-02-04",26.200001
"223","2020-02-05",26.15
"224","2020-02-06",26.15
"225","2020-02-07",26.15
"226","2020-02-10",26
"227","2020-02-11",25.73
"228","2020-02-12",25.888
"229","2020-02-13",25.719999
"230","2020-02-14",26.139999
"231","2020-02-18",26.047001
"232","2020-02-19",26.047001
"233","2020-02-20",25.9
"234","2020-02-21",25.9
"235","2020-02-24",25.91
"236","2020-02-25",25.91
"237","2020-02-26",25.700001
"238","2020-02-27",25.534
"239","2020-02-28",24.976999
"240","2020-03-02",25.493999
"241","2020-03-03",25.554001
"242","2020-03-04",25.516001
"243","2020-03-05",25.73
"244","2020-03-06",25.73
"245","2020-03-09",24.6
"246","2020-03-10",24.34
"247","2020-03-11",24
"248","2020-03-12",21.566999
"249","2020-03-13",22.5
"250","2020-03-16",20.216
"251","2020-03-17",20
"252","2020-03-18",17.120001
"253","2020-03-19",14.75
"254","2020-03-20",19.85
"255","2020-03-23",15.09
"256","2020-03-24",15.6
"257","2020-03-25",16.5
"258","2020-03-26",18.9
"259","2020-03-27",18.5
"260","2020-03-30",18.5
"261","2020-03-31",20
"262","2020-04-01",19.048
"263","2020-04-02",18.200001
"264","2020-04-03",18.200001
"265","2020-04-06",18.690001
"266","2020-04-07",18.33
"267","2020-04-08",18.5
"268","2020-04-09",19.360001
"269","2020-04-13",21
"270","2020-04-14",21
"271","2020-04-15",22
"272","2020-04-16",20.700001
"273","2020-04-17",22.4
"274","2020-04-20",21.49
"275","2020-04-21",20.43
"276","2020-04-22",19.950001
"277","2020-04-23",19.950001
"278","2020-04-24",19.825001
"279","2020-04-27",20.09
"280","2020-04-28",20
"281","2020-04-29",20.549999
"282","2020-04-30",21.059999
"283","2020-05-01",21.225
"284","2020-05-04",21.690001
"285","2020-05-05",22
"286","2020-05-06",21.9
"287","2020-05-07",21.85
"288","2020-05-08",21.9
"289","2020-05-11",21.1
"290","2020-05-12",21
