"","date","FLGT"
"363","2018-03-09",3.85
"364","2018-03-12",3.88
"365","2018-03-13",3.812
"366","2018-03-14",3.82
"367","2018-03-15",3.85
"368","2018-03-16",3.99
"369","2018-03-19",3.871
"370","2018-03-20",4.03
"371","2018-03-21",3.85
"372","2018-03-22",3.825
"373","2018-03-23",3.852
"374","2018-03-26",3.81
"375","2018-03-27",3.85
"376","2018-03-28",3.67
"377","2018-03-29",4
"378","2018-04-02",3.776
"379","2018-04-03",3.57
"380","2018-04-04",3.82
"381","2018-04-05",3.75
"382","2018-04-06",4
"383","2018-04-09",4
"384","2018-04-10",3.95
"385","2018-04-11",3.86
"386","2018-04-12",3.86
"387","2018-04-13",4.03
"388","2018-04-16",4.01
"389","2018-04-17",3.985
"390","2018-04-18",3.97
"391","2018-04-19",3.99
"392","2018-04-20",4
"393","2018-04-23",3.98
"394","2018-04-24",4
"395","2018-04-25",4
"396","2018-04-26",3.99
"397","2018-04-27",3.99
"398","2018-04-30",3.86
"399","2018-05-01",3.66
"400","2018-05-02",3.79
"401","2018-05-03",3.98
"402","2018-05-04",3.89
"403","2018-05-07",4.09
"404","2018-05-08",3.88
"405","2018-05-09",3.79
"406","2018-05-10",3.7
"407","2018-05-11",3.8
"408","2018-05-14",3.71
"409","2018-05-15",3.71
"410","2018-05-16",3.79
"411","2018-05-17",3.95
"412","2018-05-18",3.925
"413","2018-05-21",3.77
"414","2018-05-22",3.805
"415","2018-05-23",3.7
"416","2018-05-24",3.86
"417","2018-05-25",3.82
"418","2018-05-29",3.85
"419","2018-05-30",3.78
"420","2018-05-31",3.717
"421","2018-06-01",3.88
"422","2018-06-04",3.89
"423","2018-06-05",3.77
"424","2018-06-06",3.7
"425","2018-06-07",3.814
"426","2018-06-08",3.93
"427","2018-06-11",3.864
"428","2018-06-12",3.76
"429","2018-06-13",3.72
"430","2018-06-14",4.85
"431","2018-06-15",4.45
"432","2018-06-18",4.56
"433","2018-06-19",4.4
"434","2018-06-20",4.39
"435","2018-06-21",4.46
"436","2018-06-22",4.19
"437","2018-06-25",4.17
"438","2018-06-26",4.21
"439","2018-06-27",4.282
"440","2018-06-28",4.39
"441","2018-06-29",4.14
"442","2018-07-02",4.15
"443","2018-07-03",4.02
"444","2018-07-05",4.25
"445","2018-07-06",4.23
"446","2018-07-09",4.05
"447","2018-07-10",4.1
"448","2018-07-11",4.3
"449","2018-07-12",4.86
"450","2018-07-13",4.52
"451","2018-07-16",4.92
"452","2018-07-17",4.63
"453","2018-07-18",4.9
"454","2018-07-19",4.87
"455","2018-07-20",5
"456","2018-07-23",4.95
"457","2018-07-24",4.86
"458","2018-07-25",5.05
"459","2018-07-26",5.125
"460","2018-07-27",4.8
"461","2018-07-30",4.99
"462","2018-07-31",4.8
"463","2018-08-01",4.966
"464","2018-08-02",4.85
"465","2018-08-03",4.89
"466","2018-08-06",4.86
"467","2018-08-07",4.85
"468","2018-08-08",4.75
"469","2018-08-09",4.655
"470","2018-08-10",4.65
"471","2018-08-13",4.358
"472","2018-08-14",4.36
"473","2018-08-15",4.38
"474","2018-08-16",4.346
"475","2018-08-17",4.31
"476","2018-08-20",4.38
"477","2018-08-21",4.25
"478","2018-08-22",4.35
"479","2018-08-23",4.356
"480","2018-08-24",4.35
"481","2018-08-27",4.17
"482","2018-08-28",4.07
"483","2018-08-29",4.18
"484","2018-08-30",4.175
"485","2018-08-31",4.15
"486","2018-09-04",4.13
"487","2018-09-05",4.013
"488","2018-09-06",3.9
"489","2018-09-07",3.9
"490","2018-09-10",3.7
"491","2018-09-11",3.55
"492","2018-09-12",3.51
"493","2018-09-13",3.5
"494","2018-09-14",3.51
"495","2018-09-17",3.476
"496","2018-09-18",3.37
"497","2018-09-19",3.32
"498","2018-09-20",3.335
"499","2018-09-21",3.29
"500","2018-09-24",3.44
"501","2018-09-25",3.66
"502","2018-09-26",3.71
"503","2018-09-27",3.9
"504","2018-09-28",3.93
"505","2018-10-01",3.61
"506","2018-10-02",3.47
"507","2018-10-03",3.71
"508","2018-10-04",3.71
"509","2018-10-05",4.09
"510","2018-10-08",3.97
"511","2018-10-09",3.77
"512","2018-10-10",3.9
"513","2018-10-11",4.09
"514","2018-10-12",4.09
"515","2018-10-15",4
"516","2018-10-16",4.09
"517","2018-10-17",3.9
"518","2018-10-18",3.7
"519","2018-10-19",3.61
"520","2018-10-22",3.66
"521","2018-10-23",3.76
"522","2018-10-24",3.67
"523","2018-10-25",3.54
"524","2018-10-26",3.44
"525","2018-10-29",3.6
"526","2018-10-30",3.7
"527","2018-10-31",3.56
"528","2018-11-01",3.8
"529","2018-11-02",3.8
"530","2018-11-05",3.2
"531","2018-11-06",3.28
"532","2018-11-07",3.42
"533","2018-11-08",3.5
"534","2018-11-09",3.595
"535","2018-11-12",3.4
"536","2018-11-13",3.52
"537","2018-11-14",3.536
"538","2018-11-15",3.375
"539","2018-11-16",3.33
"540","2018-11-19",3.12
"541","2018-11-20",3.12
"542","2018-11-21",3.3
"543","2018-11-23",3.16
"544","2018-11-26",3.15
"545","2018-11-27",3.245
"546","2018-11-28",3.56
"547","2018-11-29",3.79
"548","2018-11-30",3.55
"549","2018-12-03",3.41
"550","2018-12-04",3.28
"551","2018-12-06",3.29
"552","2018-12-07",3.52
"553","2018-12-10",3.31
"554","2018-12-11",3.37
"555","2018-12-12",3.375
"556","2018-12-13",3.36
"557","2018-12-14",3.382
"558","2018-12-17",3.284
"559","2018-12-18",3.14
"560","2018-12-19",3.27
"561","2018-12-20",3.35
"562","2018-12-21",3.2
"563","2018-12-24",3.22
"564","2018-12-26",3.26
"565","2018-12-27",3.26
"566","2018-12-28",3.47
"567","2018-12-31",3.17
"568","2019-01-02",3.48
"569","2019-01-03",3.53
"570","2019-01-04",4.01
"571","2019-01-07",4.44
"572","2019-01-08",4.81
"573","2019-01-09",4.51
"574","2019-01-10",4.23
"575","2019-01-11",3.75
"576","2019-01-14",3.47
"577","2019-01-15",3.74
"578","2019-01-16",3.76
"579","2019-01-17",3.85
"580","2019-01-18",3.901
"581","2019-01-22",3.85
"582","2019-01-23",4.04
"583","2019-01-24",4.12
"584","2019-01-25",4.27
"585","2019-01-28",3.82
"586","2019-01-29",3.85
"587","2019-01-30",3.85
"588","2019-01-31",3.98
"589","2019-02-01",4.1
"590","2019-02-04",4.072
"591","2019-02-05",4.1
"592","2019-02-06",4.21
"593","2019-02-07",4.012
"594","2019-02-08",3.98
"595","2019-02-11",4.04
"596","2019-02-12",4.04
"597","2019-02-13",4.171
"598","2019-02-14",4.4
"599","2019-02-15",4.4
"600","2019-02-19",4.331
"601","2019-02-20",4.3
"602","2019-02-21",4.52
"603","2019-02-22",4.452
"604","2019-02-25",4.573
"605","2019-02-26",4.79
"606","2019-02-27",4.6
"607","2019-02-28",4.501
"608","2019-03-01",5.04
"609","2019-03-04",4.8
"610","2019-03-05",4.95
"611","2019-03-06",4.7
"612","2019-03-07",4.92
"613","2019-03-08",5.18
"614","2019-03-11",5.74
"615","2019-03-12",6.05
"616","2019-03-13",5.75
"617","2019-03-14",5.88
"618","2019-03-15",5.83
"619","2019-03-18",5.55
"620","2019-03-19",5.62
"621","2019-03-20",5.43
"622","2019-03-21",5.47
"623","2019-03-22",5.5
"624","2019-03-25",5.36
"625","2019-03-26",5.6
"626","2019-03-27",5.477
"627","2019-03-28",5.45
"628","2019-03-29",5.95
"629","2019-04-01",5.944
"630","2019-04-02",5.84
"631","2019-04-03",5.85
"632","2019-04-04",5.9
"633","2019-04-05",5.98
"634","2019-04-08",5.77
"635","2019-04-09",5.66
"636","2019-04-10",6.8
"637","2019-04-11",6.673
"638","2019-04-12",6.55
"639","2019-04-15",6.74
"640","2019-04-16",7.191
"641","2019-04-17",6.73
"642","2019-04-18",6.67
"643","2019-04-22",6.73
"644","2019-04-23",7.499
"645","2019-04-24",7.2
"646","2019-04-25",7.35
"647","2019-04-26",6.85
"648","2019-04-29",6.59
"649","2019-04-30",6.65
"650","2019-05-01",6.85
"651","2019-05-02",6.9
"652","2019-05-03",6.748
"653","2019-05-06",6.65
"654","2019-05-07",6.227
"655","2019-05-08",5.6
"656","2019-05-09",5.68
"657","2019-05-10",5.55
"658","2019-05-13",5.62
"659","2019-05-14",5.6
"660","2019-05-15",5.57
"661","2019-05-16",5.61
"662","2019-05-17",5.33
"663","2019-05-20",5.08
"664","2019-05-21",4.93
"665","2019-05-22",5.42
"666","2019-05-23",5.71
"667","2019-05-24",5.82
"668","2019-05-28",5.58
"669","2019-05-29",5.98
"670","2019-05-30",5.81
"671","2019-05-31",5.94
"672","2019-06-03",5.815
"673","2019-06-04",6.24
"674","2019-06-05",6.1
"675","2019-06-06",5.9
"676","2019-06-07",6.1
"677","2019-06-10",6.04
"678","2019-06-11",6.14
"679","2019-06-12",5.99
"680","2019-06-13",5.9
"681","2019-06-14",6.072
"682","2019-06-17",5.789
"683","2019-06-18",5.842
"684","2019-06-19",5.25
"685","2019-06-20",5.481
"686","2019-06-21",5.6
"687","2019-06-24",5.44
"688","2019-06-25",6
"689","2019-06-26",5.81
"690","2019-06-27",6
"691","2019-06-28",6.68
"692","2019-07-01",6.2
"693","2019-07-02",6.38
"694","2019-07-03",6.35
"695","2019-07-05",6.272
"696","2019-07-08",6.4
"697","2019-07-09",5.96
"698","2019-07-10",6.25
"699","2019-07-11",6.34
"700","2019-07-12",6.3
"701","2019-07-15",6.3
"702","2019-07-16",6.47
"703","2019-07-17",6.46
"704","2019-07-18",6.4
"705","2019-07-19",6.191
"706","2019-07-22",6.04
"707","2019-07-23",6.43
"708","2019-07-24",6.18
"709","2019-07-25",6.25
"710","2019-07-26",6.25
"711","2019-07-29",6.71
"712","2019-07-30",6.87
"713","2019-07-31",6.66
"714","2019-08-01",7.56
"715","2019-08-02",7.78
"716","2019-08-05",8.05
"717","2019-08-06",10.26
"718","2019-08-07",10
"719","2019-08-08",9.27
"720","2019-08-09",11.315
"721","2019-08-12",11.74
"722","2019-08-13",10.99
"723","2019-08-14",10.35
"724","2019-08-15",10.2
"725","2019-08-16",10.63
"726","2019-08-19",11.9
"727","2019-08-20",11.9
"728","2019-08-21",11.98
"729","2019-08-22",12.81
"730","2019-08-23",12.67
"731","2019-08-26",11.94
"732","2019-08-27",12.38
"733","2019-08-28",12.19
"734","2019-08-29",12.12
"735","2019-08-30",11.41
"736","2019-09-03",11.24
"737","2019-09-04",11.41
"738","2019-09-05",11.98
"739","2019-09-06",12.05
"740","2019-09-09",11.69
"741","2019-09-10",11.7
"742","2019-09-11",11.6
"743","2019-09-12",11.43
"744","2019-09-13",11.23
"745","2019-09-16",11.33
"746","2019-09-17",11.12
"747","2019-09-18",11.05
"748","2019-09-19",11.05
"749","2019-09-20",11.16
"750","2019-09-23",11
"751","2019-09-24",11.01
"752","2019-09-25",10.99
"753","2019-09-26",11.05
"754","2019-09-27",10.23
"755","2019-09-30",10.39
"756","2019-10-01",10.43
"757","2019-10-02",10.17
"758","2019-10-03",10.61
"759","2019-10-04",11.51
"760","2019-10-07",12.28
"761","2019-10-08",11.35
"762","2019-10-09",11.71
"763","2019-10-10",11.32
"764","2019-10-11",11.08
"765","2019-10-14",11.03
"766","2019-10-15",11.27
"767","2019-10-16",11.2
"768","2019-10-17",11.37
"769","2019-10-18",11.51
"770","2019-10-21",11.47
"771","2019-10-22",11.15
"772","2019-10-23",10.28
"773","2019-10-24",10.28
"774","2019-10-25",9.9
"775","2019-10-28",9.46
"776","2019-10-29",9.29
"777","2019-10-30",9.49
"778","2019-10-31",9.58
"779","2019-11-01",9.41
"780","2019-11-04",9.4
"781","2019-11-05",13.01
"782","2019-11-06",11.93
"783","2019-11-07",12.32
"784","2019-11-08",15.82
"785","2019-11-11",14.85
"786","2019-11-12",13.66
"787","2019-11-13",13.64
"788","2019-11-14",11.11
"789","2019-11-15",10.68
"790","2019-11-18",10.81
"791","2019-11-19",11.51
"792","2019-11-20",12.41
"793","2019-11-21",12.16
"794","2019-11-22",12.13
"795","2019-11-25",11.88
"796","2019-11-26",11.77
"797","2019-11-27",11.34
"798","2019-11-29",11.4
"799","2019-12-02",11.55
"800","2019-12-03",11.19
"801","2019-12-04",11.86
"802","2019-12-05",11.6
"803","2019-12-06",11.83
"804","2019-12-09",11.42
"805","2019-12-10",11.76
"806","2019-12-11",12.27
"807","2019-12-12",13.64
"808","2019-12-13",13.57
"809","2019-12-16",13.46
"810","2019-12-17",13.08
"811","2019-12-18",13.25
"812","2019-12-19",13.62
"813","2019-12-20",13.94
"814","2019-12-23",14.89
"815","2019-12-24",15.06
"816","2019-12-26",14.49
"817","2019-12-27",13.24
"818","2019-12-30",13.05
"819","2019-12-31",12.9
"820","2020-01-02",12.5
"821","2020-01-03",12.37
"822","2020-01-06",12.55
"823","2020-01-07",12.8
"824","2020-01-08",12.9
"825","2020-01-09",13.55
"826","2020-01-10",13.87
"827","2020-01-13",13.88
"828","2020-01-14",13.38
"829","2020-01-15",14.05
"830","2020-01-16",14.31
"831","2020-01-17",13.7
"832","2020-01-21",13.85
"833","2020-01-22",13.97
"834","2020-01-23",13.79
"835","2020-01-24",12.96
"836","2020-01-27",12.57
"837","2020-01-28",12.98
"838","2020-01-29",13.31
"839","2020-01-30",13.51
"840","2020-01-31",13.38
"841","2020-02-03",13.23
"842","2020-02-04",13.9
"843","2020-02-05",15.42
"844","2020-02-06",16.629999
"845","2020-02-07",16.4
"846","2020-02-10",16.84
"847","2020-02-11",17.23
"848","2020-02-12",16.75
"849","2020-02-13",16.77
"850","2020-02-14",18.17
"851","2020-02-18",19.75
"852","2020-02-19",19.67
"853","2020-02-20",18.280001
"854","2020-02-21",19
"855","2020-02-24",16.860001
"856","2020-02-25",17.450001
"857","2020-02-26",17.120001
"858","2020-02-27",15.92
"859","2020-02-28",14.84
"860","2020-03-02",17.190001
"861","2020-03-03",16.870001
"862","2020-03-04",17.48
"863","2020-03-05",18
"864","2020-03-06",16.700001
"865","2020-03-09",14.87
"866","2020-03-10",15.25
"867","2020-03-11",10.06
"868","2020-03-12",8.44
"869","2020-03-13",8.54
"870","2020-03-16",6.75
"871","2020-03-17",8.57
"872","2020-03-18",8.15
"873","2020-03-19",9.54
"874","2020-03-20",8.88
"875","2020-03-23",8.97
"876","2020-03-24",9.91
"877","2020-03-25",11.44
"878","2020-03-26",13.23
"879","2020-03-27",11.94
"880","2020-03-30",11.7
"881","2020-03-31",10.76
"882","2020-04-01",9.74
"883","2020-04-02",10.03
"884","2020-04-03",9.54
"885","2020-04-06",8.89
"886","2020-04-07",9.44
"887","2020-04-08",10.31
"888","2020-04-09",10.55
"889","2020-04-13",12.23
"890","2020-04-14",12.67
"891","2020-04-15",12.55
"892","2020-04-16",15.08
"893","2020-04-17",15.96
"894","2020-04-20",15.24
"895","2020-04-21",14.72
"896","2020-04-22",15.89
"897","2020-04-23",15.56
"898","2020-04-24",16.190001
"899","2020-04-27",16.549999
"900","2020-04-28",16.15
"901","2020-04-29",17.290001
"902","2020-04-30",16.969999
"903","2020-05-01",15.96
"904","2020-05-04",16.48
"905","2020-05-05",12.61
"906","2020-05-06",14.57
"907","2020-05-07",15.68
"908","2020-05-08",16.58
"909","2020-05-11",16.76
"910","2020-05-12",15.53
"911","2020-05-13",15.3
"912","2020-05-14",14.98
"913","2020-05-15",16.389999
"914","2020-05-18",17.17
"915","2020-05-19",17.059999
"916","2020-05-20",15.69
"917","2020-05-21",15.55
"918","2020-05-22",15.16
"919","2020-05-26",15.48
"920","2020-05-27",15.82
"921","2020-05-28",16.059999
"922","2020-05-29",17.42
"923","2020-06-01",18
"924","2020-06-02",18.280001
"925","2020-06-03",17.6
"926","2020-06-04",16.889999
"927","2020-06-05",16.190001
"928","2020-06-08",16.66
"929","2020-06-09",17.290001
"930","2020-06-10",16.610001
"931","2020-06-11",15.2
"932","2020-06-12",15.93
"933","2020-06-15",16.5
"934","2020-06-16",16.5
"935","2020-06-17",16.33
"936","2020-06-18",16.719999
"937","2020-06-19",16.799999
"938","2020-06-22",17.190001
"939","2020-06-23",17.5
"940","2020-06-24",16.16
"941","2020-06-25",16.620001
"942","2020-06-26",16.190001
"943","2020-06-29",15.725
"944","2020-06-30",16
"945","2020-07-01",15.89
"946","2020-07-02",16.209999
"947","2020-07-06",18.33
"948","2020-07-07",18.4
"949","2020-07-08",18.870001
"950","2020-07-09",19.57
"951","2020-07-10",18.92
"952","2020-07-13",19.73
"953","2020-07-14",20
"954","2020-07-15",20.559999
"955","2020-07-16",20.17
"956","2020-07-17",19.030001
"957","2020-07-20",18.99
"958","2020-07-21",19.309999
"959","2020-07-22",19.559999
"960","2020-07-23",20.530001
"961","2020-07-24",19.51
"962","2020-07-27",26.459999
"963","2020-07-28",25.68
"964","2020-07-29",25.66
"965","2020-07-30",26.120001
"966","2020-07-31",26.35
"967","2020-08-03",28.42
"968","2020-08-04",29.690001
"969","2020-08-05",36.139999
"970","2020-08-06",36.650002
"971","2020-08-07",35.84
"972","2020-08-10",43.490002
"973","2020-08-11",40.91
"974","2020-08-12",41.630001
"975","2020-08-13",46.18
"976","2020-08-14",42.02
"977","2020-08-17",43.490002
"978","2020-08-18",44.189999
"979","2020-08-19",44.009998
"980","2020-08-20",50.509998
"981","2020-08-21",48
"982","2020-08-24",45.639999
"983","2020-08-25",45.93
"984","2020-08-26",44.799999
"985","2020-08-27",32.220001
"986","2020-08-28",30.25
"987","2020-08-31",29.559999
"988","2020-09-01",28.92
"989","2020-09-02",28.83
"990","2020-09-03",32.18
"991","2020-09-04",28.290001
"992","2020-09-08",27.290001
"993","2020-09-09",29.32
"994","2020-09-10",29.860001
"995","2020-09-11",28.809999
"996","2020-09-14",30.25
"997","2020-09-15",30.290001
"998","2020-09-16",32.349998
