"","date","TECH"
"1","2007-01-03",56.169998
"2","2007-01-04",56.23
"3","2007-01-05",56.169998
"4","2007-01-08",56.689999
"5","2007-01-09",56.82
"6","2007-01-10",57.200001
"7","2007-01-11",58.27
"8","2007-01-12",58.349998
"9","2007-01-16",58.950001
"10","2007-01-17",59.200001
"11","2007-01-18",58.919998
"12","2007-01-19",59.099998
"13","2007-01-22",59.59
"14","2007-01-23",60.669998
"15","2007-01-24",60.639999
"16","2007-01-25",60.619999
"17","2007-01-26",60.099998
"18","2007-01-29",59.959999
"19","2007-01-30",58.919998
"20","2007-01-31",58.040001
"21","2007-02-01",58.41
"22","2007-02-02",58.060001
"23","2007-02-05",57.59
"24","2007-02-06",57
"25","2007-02-07",57.450001
"26","2007-02-08",57.209999
"27","2007-02-09",57.110001
"28","2007-02-12",57.060001
"29","2007-02-13",57.32
"30","2007-02-14",57.060001
"31","2007-02-15",57.169998
"32","2007-02-16",56.880001
"33","2007-02-20",57.419998
"34","2007-02-21",56.799999
"35","2007-02-22",56.77
"36","2007-02-23",56.310001
"37","2007-02-26",56.880001
"38","2007-02-27",55.84
"39","2007-02-28",56.32
"40","2007-03-01",56.73
"41","2007-03-02",55.779999
"42","2007-03-05",54.68
"43","2007-03-06",55.259998
"44","2007-03-07",55.080002
"45","2007-03-08",55.52
"46","2007-03-09",55.98
"47","2007-03-12",56.189999
"48","2007-03-13",55.130001
"49","2007-03-14",55.349998
"50","2007-03-15",55.830002
"51","2007-03-16",55.290001
"52","2007-03-19",56.009998
"53","2007-03-20",56.139999
"54","2007-03-21",56.799999
"55","2007-03-22",57.07
"56","2007-03-23",56.939999
"57","2007-03-26",56.619999
"58","2007-03-27",56.07
"59","2007-03-28",56.209999
"60","2007-03-29",56.080002
"61","2007-03-30",57.099998
"62","2007-04-02",57.619999
"63","2007-04-03",58.59
"64","2007-04-04",57.84
"65","2007-04-05",58.330002
"66","2007-04-09",57.860001
"67","2007-04-10",58.009998
"68","2007-04-11",57.299999
"69","2007-04-12",57.779999
"70","2007-04-13",58
"71","2007-04-16",58.349998
"72","2007-04-17",58.990002
"73","2007-04-18",59.41
"74","2007-04-19",59.400002
"75","2007-04-20",59.669998
"76","2007-04-23",59.189999
"77","2007-04-24",59.189999
"78","2007-04-25",59.389999
"79","2007-04-26",59.509998
"80","2007-04-27",59.23
"81","2007-04-30",58.970001
"82","2007-05-01",59.299999
"83","2007-05-02",60.279999
"84","2007-05-03",61.869999
"85","2007-05-04",61.32
"86","2007-05-07",60.720001
"87","2007-05-08",60.040001
"88","2007-05-09",59.939999
"89","2007-05-10",59.07
"90","2007-05-11",59.220001
"91","2007-05-14",59.040001
"92","2007-05-15",59.16
"93","2007-05-16",59.720001
"94","2007-05-17",58.990002
"95","2007-05-18",59.669998
"96","2007-05-21",59.990002
"97","2007-05-22",60.419998
"98","2007-05-23",59.799999
"99","2007-05-24",58.91
"100","2007-05-25",59.23
"101","2007-05-29",59.790001
"102","2007-05-30",60.16
"103","2007-05-31",59.689999
"104","2007-06-01",59.799999
"105","2007-06-04",59.880001
"106","2007-06-05",58.91
"107","2007-06-06",57.93
"108","2007-06-07",56.529999
"109","2007-06-08",56.540001
"110","2007-06-11",56.91
"111","2007-06-12",57.279999
"112","2007-06-13",58.389999
"113","2007-06-14",58.32
"114","2007-06-15",58.599998
"115","2007-06-18",57.790001
"116","2007-06-19",57.240002
"117","2007-06-20",56.470001
"118","2007-06-21",56.689999
"119","2007-06-22",55.900002
"120","2007-06-25",54.950001
"121","2007-06-26",57.009998
"122","2007-06-27",57.5
"123","2007-06-28",57.5
"124","2007-06-29",57.209999
"125","2007-07-02",57.299999
"126","2007-07-03",57.349998
"127","2007-07-05",57.029999
"128","2007-07-06",56.720001
"129","2007-07-09",56.970001
"130","2007-07-10",56.23
"131","2007-07-11",56.77
"132","2007-07-12",57.34
"133","2007-07-13",58.389999
"134","2007-07-16",58.139999
"135","2007-07-17",58.549999
"136","2007-07-18",58.84
"137","2007-07-19",58.759998
"138","2007-07-20",58.48
"139","2007-07-23",58.470001
"140","2007-07-24",58.02
"141","2007-07-25",58.52
"142","2007-07-26",57.950001
"143","2007-07-27",56.830002
"144","2007-07-30",56.200001
"145","2007-07-31",56.259998
"146","2007-08-01",56.419998
"147","2007-08-02",57.16
"148","2007-08-03",57.540001
"149","2007-08-06",58.799999
"150","2007-08-07",62
"151","2007-08-08",61.860001
"152","2007-08-09",58.080002
"153","2007-08-10",58.349998
"154","2007-08-13",60.18
"155","2007-08-14",61
"156","2007-08-15",61.279999
"157","2007-08-16",60.889999
"158","2007-08-17",62.740002
"159","2007-08-20",62.259998
"160","2007-08-21",62.060001
"161","2007-08-22",62.169998
"162","2007-08-23",61.200001
"163","2007-08-24",62.509998
"164","2007-08-27",62.5
"165","2007-08-28",62.07
"166","2007-08-29",63.139999
"167","2007-08-30",62.759998
"168","2007-08-31",63.009998
"169","2007-09-04",64.470001
"170","2007-09-05",64.050003
"171","2007-09-06",66.379997
"172","2007-09-07",64.709999
"173","2007-09-10",62.810001
"174","2007-09-11",62.900002
"175","2007-09-12",62.869999
"176","2007-09-13",63.650002
"177","2007-09-14",63.540001
"178","2007-09-17",62.189999
"179","2007-09-18",63
"180","2007-09-19",63.07
"181","2007-09-20",62.82
"182","2007-09-21",63.209999
"183","2007-09-24",63.16
"184","2007-09-25",63.560001
"185","2007-09-26",63.43
"186","2007-09-27",63.27
"187","2007-09-28",63.080002
"188","2007-10-01",63.299999
"189","2007-10-02",63.290001
"190","2007-10-03",64.029999
"191","2007-10-04",63.84
"192","2007-10-05",64.57
"193","2007-10-08",64.800003
"194","2007-10-09",67.019997
"195","2007-10-10",66.279999
"196","2007-10-11",66.190002
"197","2007-10-12",66.18
"198","2007-10-15",66.089996
"199","2007-10-16",65.239998
"200","2007-10-17",65.099998
"201","2007-10-18",65.360001
"202","2007-10-19",64.739998
"203","2007-10-22",64.129997
"204","2007-10-23",64.660004
"205","2007-10-24",65.660004
"206","2007-10-25",66.589996
"207","2007-10-26",66.699997
"208","2007-10-29",66.150002
"209","2007-10-30",65.169998
"210","2007-10-31",65.239998
"211","2007-11-01",64.620003
"212","2007-11-02",64.389999
"213","2007-11-05",64.43
"214","2007-11-06",64.330002
"215","2007-11-07",61.66
"216","2007-11-08",63.139999
"217","2007-11-09",61.799999
"218","2007-11-12",61.68
"219","2007-11-13",62.470001
"220","2007-11-14",62.98
"221","2007-11-15",64.309998
"222","2007-11-16",65.470001
"223","2007-11-19",64.190002
"224","2007-11-20",63.880001
"225","2007-11-21",63.389999
"226","2007-11-23",63.470001
"227","2007-11-26",62.75
"228","2007-11-27",62.860001
"229","2007-11-28",63.23
"230","2007-11-29",63.509998
"231","2007-11-30",65.150002
"232","2007-12-03",64.900002
"233","2007-12-04",68.379997
