"","date","SPKE"
"199","2015-05-12",6.06
"200","2015-05-13",6.465
"201","2015-05-14",6.415
"202","2015-05-15",6.515
"203","2015-05-18",6.71
"204","2015-05-19",6.66
"205","2015-05-20",6.705
"206","2015-05-21",6.82
"207","2015-05-22",6.875
"208","2015-05-26",7.025
"209","2015-05-27",7.255
"210","2015-05-28",6.855
"211","2015-05-29",6.92
"212","2015-06-01",7.13
"213","2015-06-02",7.05
"214","2015-06-03",6.89
"215","2015-06-04",7.11
"216","2015-06-05",7.215
"217","2015-06-08",7.305
"218","2015-06-09",7.43
"219","2015-06-10",7.31
"220","2015-06-11",7.52
"221","2015-06-12",7.65
"222","2015-06-15",7.43
"223","2015-06-16",7.6
"224","2015-06-17",7.42
"225","2015-06-18",7.63
"226","2015-06-19",7.575
"227","2015-06-22",7.285
"228","2015-06-23",7.265
"229","2015-06-24",7.275
"230","2015-06-25",7.285
"231","2015-06-26",7.93
"232","2015-06-29",7.805
"233","2015-06-30",7.88
"234","2015-07-01",7.83
"235","2015-07-02",8.095
"236","2015-07-06",8.175
"237","2015-07-07",8.285
"238","2015-07-08",8.23
"239","2015-07-09",8
"240","2015-07-10",8.005
"241","2015-07-13",8.075
"242","2015-07-14",8.205
"243","2015-07-15",8.29
"244","2015-07-16",8.38
"245","2015-07-17",8.515
"246","2015-07-20",8.44
"247","2015-07-21",8.25
"248","2015-07-22",8.345
"249","2015-07-23",8.085
"250","2015-07-24",8.11
"251","2015-07-27",7.695
"252","2015-07-28",8.095
"253","2015-07-29",8.375
"254","2015-07-30",8.105
"255","2015-07-31",7.935
"256","2015-08-03",7.815
"257","2015-08-04",7.6
"258","2015-08-05",7.845
"259","2015-08-06",7.705
"260","2015-08-07",7.63
"261","2015-08-10",7.345
"262","2015-08-11",7.635
"263","2015-08-12",7.55
"264","2015-08-13",7.975
"265","2015-08-14",8.24
"266","2015-08-17",8.4
"267","2015-08-18",8.105
"268","2015-08-19",8.305
"269","2015-08-20",8.225
"270","2015-08-21",8.18
"271","2015-08-24",7.91
"272","2015-08-25",7.745
"273","2015-08-26",7.885
"274","2015-08-27",7.715
"275","2015-08-28",7.73
"276","2015-08-31",7.75
"277","2015-09-01",7.835
"278","2015-09-02",7.965
"279","2015-09-03",7.6
"280","2015-09-04",7.63
"281","2015-09-08",7.675
"282","2015-09-09",7.82
"283","2015-09-10",7.615
"284","2015-09-11",7.97
"285","2015-09-14",8.145
"286","2015-09-15",8.125
"287","2015-09-16",8.23
"288","2015-09-17",8.335
"289","2015-09-18",8.445
"290","2015-09-21",8.04
"291","2015-09-22",7.845
"292","2015-09-23",8.34
"293","2015-09-24",8.46
"294","2015-09-25",8.035
"295","2015-09-28",8.34
"296","2015-09-29",8.225
"297","2015-09-30",8.275
"298","2015-10-01",8.165
"299","2015-10-02",8.31
"300","2015-10-05",8.32
"301","2015-10-06",7.935
"302","2015-10-07",7.94
"303","2015-10-08",8.03
"304","2015-10-09",8.025
"305","2015-10-12",8.265
"306","2015-10-13",8.25
"307","2015-10-14",8.29
"308","2015-10-15",8.46
"309","2015-10-16",8.535
"310","2015-10-19",8.515
"311","2015-10-20",8.505
"312","2015-10-21",8.265
"313","2015-10-22",8.48
"314","2015-10-23",8.19
"315","2015-10-26",8.255
"316","2015-10-27",8.295
"317","2015-10-28",8.55
"318","2015-10-29",8.46
"319","2015-10-30",8.48
"320","2015-11-02",8.545
"321","2015-11-03",8.57
"322","2015-11-04",8.655
"323","2015-11-05",8.43
"324","2015-11-06",8.6
"325","2015-11-09",8.58
"326","2015-11-10",8.71
"327","2015-11-11",8.58
"328","2015-11-12",8.65
"329","2015-11-13",8.835
"330","2015-11-16",8.9
"331","2015-11-17",8.84
"332","2015-11-18",9
"333","2015-11-19",9.07
"334","2015-11-20",9.135
"335","2015-11-23",9.38
"336","2015-11-24",9.535
"337","2015-11-25",9.215
"338","2015-11-27",9.435
"339","2015-11-30",9.03
"340","2015-12-01",9.05
"341","2015-12-02",9.14
"342","2015-12-03",9.09
"343","2015-12-04",9.18
"344","2015-12-07",9.27
"345","2015-12-08",9.16
"346","2015-12-09",9.325
"347","2015-12-10",9.4
"348","2015-12-11",9.15
"349","2015-12-14",9.245
"350","2015-12-15",9.705
"351","2015-12-16",9.41
"352","2015-12-17",9.22
"353","2015-12-18",9.205
"354","2015-12-21",9.21
"355","2015-12-22",9.705
"356","2015-12-23",9.865
"357","2015-12-24",9.985
"358","2015-12-28",10.67
"359","2015-12-29",10.79
"360","2015-12-30",10.315
"361","2015-12-31",10.36
"362","2016-01-04",10.34
"363","2016-01-05",10.495
"364","2016-01-06",10.485
"365","2016-01-07",10.115
"366","2016-01-08",10.005
"367","2016-01-11",10.31
"368","2016-01-12",10.445
"369","2016-01-13",10.44
"370","2016-01-14",10.23
"371","2016-01-15",10.435
"372","2016-01-19",10.29
"373","2016-01-20",9.92
"374","2016-01-21",9.93
"375","2016-01-22",11.985
"376","2016-01-25",11.9
"377","2016-01-26",12.605
"378","2016-01-27",12.405
"379","2016-01-28",12.92
"380","2016-01-29",13.52
"381","2016-02-01",13.445
"382","2016-02-02",13.31
"383","2016-02-03",12.785
"384","2016-02-04",12.005
"385","2016-02-05",12.405
"386","2016-02-08",12.465
"387","2016-02-09",12.515
"388","2016-02-10",12.965
"389","2016-02-11",13.05
"390","2016-02-12",13.125
"391","2016-02-16",12.535
"392","2016-02-17",12.31
"393","2016-02-18",12.765
"394","2016-02-19",12.72
"395","2016-02-22",13.155
"396","2016-02-23",12.8
"397","2016-02-24",12.795
"398","2016-02-25",12.825
"399","2016-02-26",12.305
"400","2016-02-29",12.11
"401","2016-03-01",12.025
"402","2016-03-02",11.925
"403","2016-03-03",12.46
"404","2016-03-04",12.505
"405","2016-03-07",11.27
"406","2016-03-08",11.74
"407","2016-03-09",12.345
"408","2016-03-10",12.14
"409","2016-03-11",11.955
"410","2016-03-14",11.675
"411","2016-03-15",11.27
"412","2016-03-16",11.92
"413","2016-03-17",11.875
"414","2016-03-18",11.92
"415","2016-03-21",11.985
"416","2016-03-22",12
"417","2016-03-23",12.205
"418","2016-03-24",10.39
"419","2016-03-28",10.235
"420","2016-03-29",9.575
"421","2016-03-30",8.905
"422","2016-03-31",9
"423","2016-04-01",9.075
"424","2016-04-04",9.25
"425","2016-04-05",9.485
"426","2016-04-06",9.635
"427","2016-04-07",10.11
"428","2016-04-08",10.005
"429","2016-04-11",10.41
"430","2016-04-12",10.45
"431","2016-04-13",10.445
"432","2016-04-14",10.525
"433","2016-04-15",10.66
"434","2016-04-18",10.81
"435","2016-04-19",11.235
"436","2016-04-20",11.365
"437","2016-04-21",11.295
"438","2016-04-22",11.435
"439","2016-04-25",11.2
"440","2016-04-26",11.89
"441","2016-04-27",12.065
"442","2016-04-28",12.32
"443","2016-04-29",12.89
"444","2016-05-02",12.47
"445","2016-05-03",12.385
"446","2016-05-04",12.935
"447","2016-05-05",14.17
"448","2016-05-06",15.3
"449","2016-05-09",15.36
"450","2016-05-10",15.53
"451","2016-05-11",15.25
"452","2016-05-12",15.405
"453","2016-05-13",15.1
"454","2016-05-16",15.32
"455","2016-05-17",15.475
"456","2016-05-18",14.9575
"457","2016-05-19",14.905
"458","2016-05-20",15
"459","2016-05-23",15
"460","2016-05-24",15.385
"461","2016-05-25",15.18
"462","2016-05-26",15.085
"463","2016-05-27",15.12
"464","2016-05-31",15.045
"465","2016-06-01",15.345
"466","2016-06-02",15.315
"467","2016-06-03",15.455
"468","2016-06-06",15.7925
"469","2016-06-07",15.895
"470","2016-06-08",16.93
"471","2016-06-09",17.18
"472","2016-06-10",17.165001
"473","2016-06-13",16.865
"474","2016-06-14",17.415001
"475","2016-06-15",17.17
"476","2016-06-16",17.4
"477","2016-06-17",17.290001
"478","2016-06-20",17.290001
"479","2016-06-21",17.264999
"480","2016-06-22",16.615
"481","2016-06-23",16.415001
"482","2016-06-24",16.01
"483","2016-06-27",15.505
"484","2016-06-28",16.315001
"485","2016-06-29",16.125
"486","2016-06-30",16.525
"487","2016-07-01",16.584999
"488","2016-07-05",16.344999
"489","2016-07-06",16.360001
"490","2016-07-07",15.995
"491","2016-07-08",16.315001
"492","2016-07-11",14.315
"493","2016-07-12",14.295
"494","2016-07-13",13.935
"495","2016-07-14",13.61
"496","2016-07-15",14.115
"497","2016-07-18",13.895
"498","2016-07-19",13.54
"499","2016-07-20",12.785
"500","2016-07-21",12.855
"501","2016-07-22",12.275
"502","2016-07-25",12.17
"503","2016-07-26",11.87
"504","2016-07-27",12.05
"505","2016-07-28",12.26
"506","2016-07-29",12.395
"507","2016-08-01",12.275
"508","2016-08-02",12.19
"509","2016-08-03",12.33
"510","2016-08-04",12.44
"511","2016-08-05",12.375
"512","2016-08-08",12.55
"513","2016-08-09",12.62
"514","2016-08-10",12.685
"515","2016-08-11",14.05
"516","2016-08-12",13.015
"517","2016-08-15",13.095
"518","2016-08-16",12.95
"519","2016-08-17",12.86
"520","2016-08-18",13.01
"521","2016-08-19",13.025
"522","2016-08-22",13.24
"523","2016-08-23",14.005
"524","2016-08-24",14.32
"525","2016-08-25",14.2
"526","2016-08-26",14.465
"527","2016-08-29",14.6
"528","2016-08-30",14.555
"529","2016-08-31",14.495
"530","2016-09-01",14.535
"531","2016-09-02",14.86
"532","2016-09-06",14.815
"533","2016-09-07",15.23
"534","2016-09-08",15.245
"535","2016-09-09",14.77
"536","2016-09-12",14.81
"537","2016-09-13",14.665
"538","2016-09-14",14.585
"539","2016-09-15",13.825
"540","2016-09-16",13.595
"541","2016-09-19",14.255
"542","2016-09-20",14.47
"543","2016-09-21",15.08
"544","2016-09-22",14.775
"545","2016-09-23",14.755
"546","2016-09-26",14.685
"547","2016-09-27",15.04
"548","2016-09-28",15.025
"549","2016-09-29",14.895
"550","2016-09-30",14.565
"551","2016-10-03",13.765
"552","2016-10-04",13.56
"553","2016-10-05",13.375
"554","2016-10-06",13.08
"555","2016-10-07",12.845
"556","2016-10-10",13.085
"557","2016-10-11",12.64
"558","2016-10-12",12.975
"559","2016-10-13",12.785
"560","2016-10-14",12.705
"561","2016-10-17",12.875
"562","2016-10-18",13.05
"563","2016-10-19",13.2
"564","2016-10-20",12.9
"565","2016-10-21",13.025
"566","2016-10-24",13.125
"567","2016-10-25",13.1
"568","2016-10-26",12.75
"569","2016-10-27",12.325
"570","2016-10-28",12.2
"571","2016-10-31",12.1
"572","2016-11-01",12.2
"573","2016-11-02",12.275
"574","2016-11-03",12.725
"575","2016-11-04",12.475
"576","2016-11-07",12.6
"577","2016-11-08",12.775
"578","2016-11-09",12.825
"579","2016-11-10",12.275
"580","2016-11-11",13.325
"581","2016-11-14",12.95
"582","2016-11-15",13.5
"583","2016-11-16",13.35
"584","2016-11-17",13.35
"585","2016-11-18",13.35
"586","2016-11-21",12.8
"587","2016-11-22",13
"588","2016-11-23",12.65
"589","2016-11-25",12.775
"590","2016-11-28",13.075
"591","2016-11-29",13.075
"592","2016-11-30",12.75
"593","2016-12-01",12.525
"594","2016-12-02",12.35
"595","2016-12-05",12.3
"596","2016-12-06",12.625
"597","2016-12-07",12.725
"598","2016-12-08",13.525
"599","2016-12-09",13.875
"600","2016-12-12",13.925
"601","2016-12-13",14.475
"602","2016-12-14",14.55
"603","2016-12-15",14.825
"604","2016-12-16",14.8
"605","2016-12-19",15.125
"606","2016-12-20",15.675
"607","2016-12-21",15.9
"608","2016-12-22",15.35
"609","2016-12-23",15.25
"610","2016-12-27",15.25
"611","2016-12-28",15.275
"612","2016-12-29",15.275
"613","2016-12-30",15.15
"614","2017-01-03",14.825
"615","2017-01-04",15.2
"616","2017-01-05",14.525
"617","2017-01-06",14.425
"618","2017-01-09",14.425
"619","2017-01-10",14.325
"620","2017-01-11",14.925
"621","2017-01-12",14.975
"622","2017-01-13",14.825
"623","2017-01-17",14.45
"624","2017-01-18",14.55
"625","2017-01-19",14.725
"626","2017-01-20",14.65
"627","2017-01-23",14.7
"628","2017-01-24",14.825
"629","2017-01-25",15.025
"630","2017-01-26",14.95
"631","2017-01-27",13.775
"632","2017-01-30",13.4
"633","2017-01-31",12.925
"634","2017-02-01",13.475
"635","2017-02-02",12.825
"636","2017-02-03",13.275
"637","2017-02-06",13.175
"638","2017-02-07",13.425
"639","2017-02-08",13.1
"640","2017-02-09",13.35
"641","2017-02-10",13.2
"642","2017-02-13",12.95
"643","2017-02-14",12.9
"644","2017-02-15",12.8
"645","2017-02-16",12.5
"646","2017-02-17",12.425
"647","2017-02-21",12.55
"648","2017-02-22",12.6
"649","2017-02-23",12.775
"650","2017-02-24",13.625
"651","2017-02-27",13.525
"652","2017-02-28",13.5
"653","2017-03-01",14.15
"654","2017-03-02",14.25
"655","2017-03-03",13.9
"656","2017-03-06",13.75
"657","2017-03-07",13.625
"658","2017-03-08",13.075
"659","2017-03-09",13.95
"660","2017-03-10",13.725
"661","2017-03-13",13.625
"662","2017-03-14",13.9
"663","2017-03-15",14.175
"664","2017-03-16",13.925
"665","2017-03-17",14.525
"666","2017-03-20",14.375
"667","2017-03-21",14.425
"668","2017-03-22",14.65
"669","2017-03-23",14.9
"670","2017-03-24",14.9
"671","2017-03-27",15.6
"672","2017-03-28",16.424999
"673","2017-03-29",16.15
"674","2017-03-30",15.8
"675","2017-03-31",15.975
"676","2017-04-03",16.525
"677","2017-04-04",15.675
"678","2017-04-05",15.525
"679","2017-04-06",15.4
"680","2017-04-07",15.375
"681","2017-04-10",16.424999
"682","2017-04-11",17.1
"683","2017-04-12",18.725
"684","2017-04-13",17.700001
"685","2017-04-17",18.450001
"686","2017-04-18",18.15
"687","2017-04-19",17.875
"688","2017-04-20",17.825001
"689","2017-04-21",18.275
"690","2017-04-24",18.1
"691","2017-04-25",18.025
"692","2017-04-26",18.025
"693","2017-04-27",17.825001
"694","2017-04-28",17.950001
"695","2017-05-01",17.65
"696","2017-05-02",17.15
"697","2017-05-03",16.475
"698","2017-05-04",16.424999
"699","2017-05-05",15.75
"700","2017-05-08",16.525
"701","2017-05-09",16.174999
"702","2017-05-10",16.950001
"703","2017-05-11",17.25
"704","2017-05-12",17.325001
"705","2017-05-15",17.5
"706","2017-05-16",18.174999
"707","2017-05-17",18.424999
"708","2017-05-18",19.025
"709","2017-05-19",19.125
"710","2017-05-22",20.5
"711","2017-05-23",20.25
"712","2017-05-24",20
"713","2017-05-25",21.674999
"714","2017-05-26",21.9
"715","2017-05-30",22.1
"716","2017-05-31",21.924999
"717","2017-06-01",22.375
"718","2017-06-02",22.275
"719","2017-06-05",21.65
"720","2017-06-06",21.025
"721","2017-06-07",21.424999
"722","2017-06-08",21.225
"723","2017-06-09",21.025
"724","2017-06-12",22.125
"725","2017-06-13",21.825001
"726","2017-06-14",22.1
"727","2017-06-15",22.174999
"728","2017-06-16",23.4
"729","2017-06-19",23
"730","2017-06-20",22.950001
"731","2017-06-21",22.950001
"732","2017-06-22",22.450001
"733","2017-06-23",22.65
"734","2017-06-26",21.85
"735","2017-06-27",21.799999
"736","2017-06-28",22
"737","2017-06-29",19.75
"738","2017-06-30",18.799999
"739","2017-07-03",18.450001
"740","2017-07-05",18.450001
"741","2017-07-06",17.4
"742","2017-07-07",19.799999
"743","2017-07-10",19.75
"744","2017-07-11",19.950001
"745","2017-07-12",20.25
"746","2017-07-13",20
"747","2017-07-14",19.950001
"748","2017-07-17",20.15
"749","2017-07-18",20.5
"750","2017-07-19",21.25
"751","2017-07-20",20.549999
"752","2017-07-21",20.450001
"753","2017-07-24",20.85
"754","2017-07-25",21.049999
"755","2017-07-26",20.950001
"756","2017-07-27",21
"757","2017-07-28",20.85
"758","2017-07-31",20.799999
"759","2017-08-01",19.85
"760","2017-08-02",18.950001
"761","2017-08-03",19.25
"762","2017-08-04",20.799999
"763","2017-08-07",20.65
"764","2017-08-08",17.9
"765","2017-08-09",17.25
"766","2017-08-10",17.5
"767","2017-08-11",18.15
"768","2017-08-14",17.799999
"769","2017-08-15",17.799999
"770","2017-08-16",17.65
"771","2017-08-17",17.35
"772","2017-08-18",17.1
"773","2017-08-21",17.5
"774","2017-08-22",17.549999
"775","2017-08-23",18.25
"776","2017-08-24",17.65
"777","2017-08-25",17
"778","2017-08-28",16.299999
"779","2017-08-29",16.25
"780","2017-08-30",16.15
"781","2017-08-31",15.85
"782","2017-09-01",15.65
"783","2017-09-05",15.7
"784","2017-09-06",14.65
"785","2017-09-07",15.2
"786","2017-09-08",15.4
"787","2017-09-11",15.55
"788","2017-09-12",15.75
"789","2017-09-13",16
"790","2017-09-14",16.5
"791","2017-09-15",16.5
"792","2017-09-18",16.9
"793","2017-09-19",16.5
"794","2017-09-20",16.549999
"795","2017-09-21",15.7
"796","2017-09-22",15.8
"797","2017-09-25",15.95
"798","2017-09-26",16
"799","2017-09-27",15.3
"800","2017-09-28",15.1
"801","2017-09-29",15
"802","2017-10-02",14.85
"803","2017-10-03",14.5
"804","2017-10-04",14.4
"805","2017-10-05",14
"806","2017-10-06",14.1
"807","2017-10-09",14.5
"808","2017-10-10",14.4
"809","2017-10-11",14.7
"810","2017-10-12",14.85
"811","2017-10-13",14.6
"812","2017-10-16",14.45
"813","2017-10-17",14.2
"814","2017-10-18",14.1
"815","2017-10-19",14
"816","2017-10-20",14.05
"817","2017-10-23",13.65
"818","2017-10-24",13.9
"819","2017-10-25",13.825
"820","2017-10-26",14.15
"821","2017-10-27",14.2
"822","2017-10-30",13.75
"823","2017-10-31",14
"824","2017-11-01",14.7
"825","2017-11-02",15.05
"826","2017-11-03",13.6
"827","2017-11-06",12.85
"828","2017-11-07",12.1
"829","2017-11-08",12.85
"830","2017-11-09",12.45
"831","2017-11-10",12.05
"832","2017-11-13",12.05
"833","2017-11-14",11.95
"834","2017-11-15",11.35
"835","2017-11-16",12
"836","2017-11-17",11.9
"837","2017-11-20",12.4
"838","2017-11-21",12.6
"839","2017-11-22",12.5
"840","2017-11-24",12.2
"841","2017-11-27",12.45
"842","2017-11-28",12.5
"843","2017-11-29",12.9
"844","2017-11-30",12.5
"845","2017-12-01",13.15
"846","2017-12-04",13.55
"847","2017-12-05",13.1
"848","2017-12-06",13.45
"849","2017-12-07",13.55
"850","2017-12-08",13.6
"851","2017-12-11",13.55
"852","2017-12-12",13.5
"853","2017-12-13",12.6
"854","2017-12-14",12.25
"855","2017-12-15",11.9
"856","2017-12-18",12.2
"857","2017-12-19",11.85
"858","2017-12-20",12.2
"859","2017-12-21",11.7
"860","2017-12-22",11.15
"861","2017-12-26",10.95
"862","2017-12-27",11
"863","2017-12-28",12.35
"864","2017-12-29",12.4
"865","2018-01-02",11.95
"866","2018-01-03",11.35
"867","2018-01-04",11.5
"868","2018-01-05",11.3
"869","2018-01-08",11.15
"870","2018-01-09",11.5
"871","2018-01-10",11.35
"872","2018-01-11",11.1
"873","2018-01-12",11.15
"874","2018-01-16",11.3
"875","2018-01-17",11.5
"876","2018-01-18",11.1
"877","2018-01-19",11.4
"878","2018-01-22",11.4
"879","2018-01-23",11.425
"880","2018-01-24",11.4
"881","2018-01-25",11.3
"882","2018-01-26",10.55
"883","2018-01-29",9.9
"884","2018-01-30",9.8
"885","2018-01-31",9.9
"886","2018-02-01",9.7
"887","2018-02-02",9.3
"888","2018-02-05",9.725
"889","2018-02-06",9.65
"890","2018-02-07",9.75
"891","2018-02-08",9.6
"892","2018-02-09",9.7
"893","2018-02-12",9.95
"894","2018-02-13",10.55
"895","2018-02-14",10.15
"896","2018-02-15",10.4
"897","2018-02-16",10.25
"898","2018-02-20",9.7
"899","2018-02-21",9.3
"900","2018-02-22",9.7
"901","2018-02-23",9.85
"902","2018-02-26",9.55
"903","2018-02-27",9.25
"904","2018-02-28",9.3
"905","2018-03-01",9.05
"906","2018-03-02",9.05
"907","2018-03-05",9.35
"908","2018-03-06",9
"909","2018-03-07",8.85
"910","2018-03-08",8.6
"911","2018-03-09",11.2
"912","2018-03-12",11.7
"913","2018-03-13",11.85
"914","2018-03-14",12.15
"915","2018-03-15",12.7
"916","2018-03-16",12
"917","2018-03-19",12.2
"918","2018-03-20",11.75
"919","2018-03-21",11.8
"920","2018-03-22",11.65
"921","2018-03-23",11.5
"922","2018-03-26",11.7
"923","2018-03-27",11.7
"924","2018-03-28",11.85
"925","2018-03-29",11.85
"926","2018-04-02",11.2
"927","2018-04-03",11.2
"928","2018-04-04",11.1
"929","2018-04-05",11.45
"930","2018-04-06",11.6
"931","2018-04-09",11.5
"932","2018-04-10",11.35
"933","2018-04-11",11.55
"934","2018-04-12",11.25
"935","2018-04-13",11.15
"936","2018-04-16",11.4
"937","2018-04-17",12.05
"938","2018-04-18",12.05
"939","2018-04-19",12.2
"940","2018-04-20",12.15
"941","2018-04-23",11.75
"942","2018-04-24",11.7
"943","2018-04-25",11.75
"944","2018-04-26",11.95
"945","2018-04-27",12.25
"946","2018-04-30",12.45
"947","2018-05-01",12.45
"948","2018-05-02",12.3
"949","2018-05-03",12.1
"950","2018-05-04",11.95
"951","2018-05-07",11.8
"952","2018-05-08",11.55
"953","2018-05-09",11.5
"954","2018-05-10",10.45
"955","2018-05-11",11
"956","2018-05-14",10.6
"957","2018-05-15",10.15
"958","2018-05-16",10.1
"959","2018-05-17",9.95
"960","2018-05-18",10.1
"961","2018-05-21",9.8
"962","2018-05-22",9.6
"963","2018-05-23",9.95
"964","2018-05-24",10
"965","2018-05-25",10.3
"966","2018-05-29",10.15
"967","2018-05-30",10
"968","2018-05-31",10
"969","2018-06-01",9.9
"970","2018-06-04",9.95
"971","2018-06-05",9.55
"972","2018-06-06",9.7
"973","2018-06-07",9.8
"974","2018-06-08",9.65
"975","2018-06-11",9.775
"976","2018-06-12",10.05
"977","2018-06-13",10.1
"978","2018-06-14",10.15
"979","2018-06-15",10.15
"980","2018-06-18",10.1
"981","2018-06-19",10.275
"982","2018-06-20",10.05
"983","2018-06-21",9.95
"984","2018-06-22",10.05
"985","2018-06-25",10.35
"986","2018-06-26",10.2
"987","2018-06-27",9.95
"988","2018-06-28",9.8
"989","2018-06-29",9.75
"990","2018-07-02",10.05
"991","2018-07-03",10.55
"992","2018-07-05",10.3
"993","2018-07-06",10.05
"994","2018-07-09",9.8
"995","2018-07-10",9.7
"996","2018-07-11",9.7
"997","2018-07-12",9.275
"998","2018-07-13",9.05
